Date,TLT_Open,TLT_High,TLT_Low,TLT_Close,TLT_Volume,TLT_ATRPercentOfClose20,TLT_SQN25,TLT_SQN50,TLT_SQN100,TLT_SQN200,TLT_MACD,TLT_MACD_Avg,TLT_MACD_Diff,TLT_LinReg10,TLT_LinReg30,TLT_LinReg90,TLT_LinReg270
2/27/2017, 121.81, 121.9, 121.23, 121.29, 11039831, 0.988534760793893, 0.342976607093719, 0, 0, 0, 0.209133807910504, 0.0389323483857933, 0.170201459524711, 121.302363636364, 120.293311827957, 120.057449392713, 120.057449392713
2/28/2017, 121.5, 122.08, 121.32, 121.74, 8410508, 0.968082898635262, 0.165640374430351, 0, 0, 0, 0.285967133524323, 0.0883393054134993, 0.197627828110824, 121.806545454545, 120.550193548387, 120.203076923077, 120.203076923077
3/1/2017, 119.44, 119.55, 118.95, 119.47, 10717113, 1.05391890412542, -0.168533155022874, 0, 0, 0, 0.161822677711513, 0.103035979873102, 0.0587866978384106, 121.278363636364, 120.600946236559, 120.117853658537, 120.117853658537
3/2/2017, 119.01, 119.21, 118.62, 119.04, 8201247, 1.04054189265852, 0.074710551488858, 0, 0, 0, 0.0284123755480863, 0.0881112590080989, -0.0596988834600126, 120.493818181818, 120.512537634408, 119.999442508711, 119.999442508711
3/3/2017, 119.23, 119.35, 118.55, 119.35, 9515219, 1.01946209934618, 0.0532787587435489, 0, 0, 0, -0.0517058084893449, 0.0601478455086101, -0.111853653997955, 119.942, 120.420838709677, 119.91934662237, 119.91934662237
3/6/2017, 119.12, 119.12, 118.52, 118.78, 4489229, 1.00807510927024, -0.183092682263561, 0, 0, 0, -0.159357310986039, 0.0162468142096804, -0.175604125195719, 119.349454545455, 120.246172043011, 119.794630021142, 119.794630021142
3/7/2017, 118.48, 118.68, 118.25, 118.42, 7080088, 0.982960677294062, -0.183690752143649, 0, 0, 0, -0.270601567232887, -0.0411228620788332, -0.229478705154054, 118.674545454546, 120.113311827957, 119.648212121212, 119.648212121212
3/8/2017, 117.31, 117.95, 117.23, 117.78, 11336336, 0.989404765112113, -0.53885391794113, 0, 0, 0, -0.405729100563221, -0.114044109775711, -0.29168499078751, 117.910727272727, 119.861462365591, 119.458164251208, 119.458164251208
3/9/2017, 117.34, 117.48, 116.77, 116.84, 10575439, 0.990717978202323, -0.53010257239953, 0, 0, 0, -0.58196031214041, -0.207627350248651, -0.374332961891759, 117.032181818182, 119.406, 119.203432007401, 119.203432007401
3/10/2017, 117.14, 117.32, 116.68, 117.25, 9218505, 0.96518306306611, -0.414823004236261, 0, 0, 0, -0.680694619648008, -0.302240804128522, -0.378453815519486, 116.772181818182, 119.041870967742, 119.001409574468, 119.001409574468
3/13/2017, 116.83, 117.09, 116.49, 116.51, 6993071, 0.955362873893025, -0.574877456224537, 0, 0, 0, -0.809324693967085, -0.403657582096235, -0.40566711187085, 116.372181818182, 118.625096774193, 118.75443877551, 118.75443877551
3/14/2017, 116.77, 117.35, 116.71, 117.07, 9869230, 0.939129256132335, -0.613537591568444, 0, 0, 0, -0.856207804114888, -0.494167626499965, -0.362040177614923, 116.516363636364, 118.275505376344, 118.569534693877, 118.569534693877
3/15/2017, 117.56, 118.83, 117.43, 118.5, 14600488, 0.955668092106683, -0.457932313942837, 0, 0, 0, -0.769108157602574, -0.549155732720487, -0.219952424882087, 116.955272727273, 118.17688172043, 118.508847058824, 118.508847058824
3/16/2017, 117.99, 118.15, 117.63, 117.9, 8018165, 0.949400640109498, -1.04339438769717, -0.255263013769246, 0, 0, -0.739966176345348, -0.587317821445459, -0.152648354899889, 117.153818181818, 117.945784946236, 118.407073906486, 118.407073906486
3/17/2017, 118.11, 118.75, 118.03, 118.64, 7266766, 0.93212760195098, -0.533478944715479, -0.207580764640201, 0, 0, -0.64967013773817, -0.599788284704001, -0.0498818530341683, 117.732181818182, 117.812989247311, 118.367851959361, 118.367851959361
3/20/2017, 118.55, 119.23, 118.5, 119.15, 5497756, 0.912364563665053, -0.382557265235528, -0.444021114853873, 0, 0, -0.530837969168573, -0.585998221596916, 0.0551602524283428, 118.411454545455, 117.744215053763, 118.369119496855, 118.369119496855
3/21/2017, 119.05, 120.3, 119.02, 120.14, 12540662, 0.912875194545169, -0.0404265573287109, -0.0945426880497512, 0, 0, -0.352712048275947, -0.539340986932722, 0.186628938656775, 119.340545454546, 117.848086021505, 118.442154882155, 118.442154882155
3/22/2017, 120.72, 121.17, 120.43, 120.62, 11661374, 0.906476410039991, 0.289183727777829, -0.176958462448335, 0, 0, -0.170844594034989, -0.465641708353175, 0.294797114318186, 120.213636363637, 118.068817204301, 118.545097402597, 118.545097402597
3/23/2017, 120.83, 121.02, 120.06, 120.45, 6746461, 0.902218558323558, 0.386877283359913, -0.192122438434874, 0, 0, -0.0399701544554887, -0.380507397573638, 0.340537243118149, 120.685090909091, 118.377182795698, 118.630357142857, 118.630357142857
3/24/2017, 120.53, 121.1, 120.4, 120.88, 5819630, 0.883013021861092, 0.332841890705027, -0.187976015797729, 0, 0, 0.0973242942686881, -0.284941059205173, 0.382265353473861, 121.190181818182, 118.657655913978, 118.740284331519, 118.740284331519
3/27/2017, 121.83, 121.97, 121.19, 121.43, 6878473, 0.879944687296717, 0.293131961429046, -0.0512345112141433, 0, 0, 0.247656705157794, -0.178421506332579, 0.426078211490374, 121.539272727273, 119.002924731182, 118.881040327294, 118.881040327294
3/28/2017, 121.79, 121.82, 120.49, 120.62, 6811244, 0.896692913360292, 0.142050857073001, -0.0893341298033006, 0, 0, 0.298000825311263, -0.083137040003811, 0.381137865315074, 121.452181818182, 119.21576344086, 118.960389830508, 118.960389830508
3/29/2017, 120.94, 121.38, 120.88, 121.34, 6291020, 0.878120522902937, 0.265584183943148, -0.182293052633444, 0, 0, 0.391484100926547, 0.0117871881822607, 0.379696912744287, 121.706181818182, 119.46040860215, 119.082306010929, 119.082306010929
