Date,TLT_Open,TLT_High,TLT_Low,TLT_Close,TLT_Volume,TLT_ATRPercentOfClose20,TLT_SQN25,TLT_SQN50,TLT_SQN100,TLT_SQN200,TLT_MACD,TLT_MACD_Avg,TLT_MACD_Diff,TLT_LinReg10,TLT_LinReg30,TLT_LinReg90,TLT_LinReg270
3/30/2017, 121.07, 121.09, 120.32, 120.36, 7042448, 0.883379752713446, -0.0554796820810271, -0.0877931191254421, 0, 0, 0.382087988078951, 0.0858473481615987, 0.296240639917352, 121.346727272728, 119.532236559139, 119.134907456372, 119.134907456372
3/31/2017, 120.28, 120.81, 120.21, 120.71, 5144760, 0.861630417403371, -0.303384788912922, 0.116095604604804, 0, 0, 0.398292310057855, 0.14833634054085, 0.249955969517005, 121.122, 119.682774193548, 119.206866359447, 119.206866359447
4/3/2017, 120.45, 121.87, 120.4, 121.67, 12996495, 0.872499690149772, 0.109220743592277, 0.320711551105565, 0, 0, 0.483030256792787, 0.215275123791237, 0.26775513300155, 121.218, 119.995354838709, 119.334632936508, 119.334632936508
4/4/2017, 121.37, 121.59, 120.95, 121.01, 6976660, 0.863145074254166, -0.158993715180247, 0.00129176882976315, 0, 0, 0.491266195040481, 0.270473338041086, 0.220792856999395, 121.146545454546, 120.201483870967, 119.415423076923, 119.415423076923
4/5/2017, 120.56, 121.52, 120.36, 121.38, 8555235, 0.865272089007429, 0.568937705429042, 0.211253367587743, 0, 0, 0.521636047570269, 0.320705879946923, 0.200930167623346, 121.251454545455, 120.462086021505, 119.51434965035, 119.51434965035
4/6/2017, 121.24, 121.41, 120.52, 121.2, 6496995, 0.859945460854255, 0.648366040909074, 0.462926282261483, 0, 0, 0.525126546873423, 0.361590013332223, 0.1635365335412, 121.218727272728, 120.716946236559, 119.597593848937, 119.597593848937
4/7/2017, 121.84, 122.25, 120.69, 120.71, 10270017, 0.884882117163109, 0.40957741318658, 0.299147681771392, 0, 0, 0.482788601348858, 0.38582973093555, 0.0969588704133082, 121.061818181819, 120.995548387096, 119.648072870939, 119.648072870939
4/10/2017, 121.14, 121.62, 121, 121.27, 5314493, 0.874275701695564, 0.744150774657354, 0.321183616427565, 0, 0, 0.488788346577778, 0.406421454063995, 0.0823668925137822, 121.217636363637, 121.305591397849, 119.728324808184, 119.728324808184
4/11/2017, 121.8, 122.65, 121.72, 122.42, 11297362, 0.879123048745222, 1.14705018311894, 0.585058090882402, 0, 0, 0.579656655841703, 0.441068494419537, 0.138588161422166, 121.617454545455, 121.791677419354, 119.869900621118, 119.869900621118
4/12/2017, 122.51, 123.19, 122.29, 123.09, 11532463, 0.86717955517118, 1.54777546593941, 0.555221668861823, 0, 0, 0.697691295226932, 0.492393054581016, 0.205298240645916, 122.294545454546, 122.20705376344, 120.042060362173, 120.042060362173
4/13/2017, 123.45, 123.74, 122.91, 123.47, 8396661, 0.854896532548145, 2.05856911375955, 0.816402100978806, 0, 0, 0.812531069158638, 0.55642065749654, 0.256110411662097, 122.811454545455, 122.618623655913, 120.226877934272, 120.226877934272
