Date,IHE_Open,IHE_High,IHE_Low,IHE_Close,IHE_Volume,IHE_ATRPercentOfClose20,IHE_SQN25,IHE_SQN50,IHE_SQN100,IHE_SQN200,IHE_MACD,IHE_MACD_Avg,IHE_MACD_Diff,IHE_LinReg10,IHE_LinReg30,IHE_LinReg90,IHE_LinReg270
1/30/2017, 139.01, 139.28, 137.52, 138.26, 24101, 0, 0, 0, 0, 0, -1.55407050687302, -0.949394024636234, -0.604676482236784, 137.629636363636, 137.880894736842, 137.880894736842, 137.880894736842
1/31/2017, 137.39, 141.92, 137.16, 141.72, 42285, 0, 0, 0, 0, 0, -1.34030752265735, -1.02757672424046, -0.312730798416897, 138.702727272727, 138.151428571429, 138.151428571429, 138.151428571429
2/1/2017, 141.86, 142.98, 141.59, 142.98, 24970, 0, 0, 0, 0, 0, -1.05704242080571, -1.03346986355351, -0.0235725572522052, 140.388727272727, 138.61303030303, 138.61303030303, 138.61303030303
2/2/2017, 142.61, 144.43, 142.61, 144.43, 18998, 1.37720695146438, 0, 0, 0, 0, -0.707395490058047, -0.968254988854417, 0.26085949879637, 142.303090909091, 139.259881422925, 139.259881422925, 139.259881422925
2/3/2017, 145.05, 145.86, 143.87, 145.81, 20488, 1.36420341540361, 0, 0, 0, 0, -0.315308629898965, -0.837665717063327, 0.522357087164362, 144.271090909091, 140.045, 140.045, 140.045
2/6/2017, 145.58, 146.51, 145.24, 146.5, 15679, 1.33323395904437, 0, 0, 0, 0, 0.0505179258370561, -0.66002898848325, 0.710546914320306, 145.997272727273, 140.834433333333, 140.834433333333, 140.834433333333
2/7/2017, 146.64, 147.09, 145.32, 145.56, 23633, 1.33555122458093, 0, 0, 0, 0, 0.261572715364281, -0.475708647713744, 0.737281363078025, 146.774727272727, 141.380553846154, 141.380553846154, 141.380553846154
2/8/2017, 145.09, 147.77, 145, 147.19, 83339, 1.34881917547048, 0.468360938036946, 0, 0, 0, 0.55397663632877, -0.269771590905241, 0.823748227234011, 147.905090909091, 142.096068376068, 142.096068376068, 142.096068376068
2/9/2017, 147.4, 148.89, 147.4, 148.25, 78052, 1.32955183619309, 0.253892949774727, 0, 0, 0, 0.8613133078955, -0.0435546111450931, 0.904867919040593, 148.753818181818, 142.87335978836, 142.87335978836, 142.87335978836
2/10/2017, 148.62, 149.21, 148.11, 148.7, 10114, 1.29623911721482, 0.262439534677555, 0, 0, 0, 1.12818604706717, 0.19079352049736, 0.937392526569814, 149.434545454545, 143.619556650246, 143.619556650246, 143.619556650246
