Date,IEI_Open,IEI_High,IEI_Low,IEI_Close,IEI_Volume,IEI_ATRPercentOfClose20,IEI_SQN25,IEI_SQN50,IEI_SQN100,IEI_SQN200,IEI_MACD,IEI_MACD_Avg,IEI_MACD_Diff,IEI_LinReg10,IEI_LinReg30,IEI_LinReg90,IEI_LinReg270
3/15/2017, 121.87, 122.52, 121.79, 122.44, 324531, 0.261740286315553, -0.470193615727578, 0, 0, 0, -0.222980197822324, -0.174350963201725, -0.0486292346205984, 121.911636363635, 122.077139784946, 122.362823529412, 122.362823529412
3/16/2017, 122.26, 122.38, 122.22, 122.22, 294063, 0.258101019666605, -0.851039307047772, -0.133303642488049, 0, 0, -0.203411988104051, -0.18016316818219, -0.0232488199218606, 122.001999999999, 122.027247311828, 122.341101055807, 122.341101055807
3/17/2017, 122.35, 122.48, 122.32, 122.41, 196364, 0.255435432501184, -0.44199560692993, -0.0732288057993079, 0, 0, -0.1706059891726, -0.178251732380272, 0.00764574320767236, 122.175272727271, 122.007053763441, 122.335116110305, 122.335116110305
3/20/2017, 122.44, 122.58, 122.42, 122.58, 231935, 0.249261369944905, -0.264797867821169, -0.183743280178392, 0, 0, -0.129397802098993, -0.168480946324016, 0.0390831442250238, 122.403636363635, 122.01311827957, 122.342096436059, 122.342096436059
3/21/2017, 122.53, 122.83, 122.53, 122.83, 944677, 0.248528338284247, 0.00551091213175638, 0.13958517340391, 0, 0, -0.0756945466755212, -0.149923666394317, 0.0742291197187961, 122.670545454544, 122.076150537635, 122.366747474748, 122.366747474748
3/22/2017, 122.91, 123.04, 122.85, 122.92, 164818, 0.244471192660929, 0.342190994534375, 0.0572160475880796, 0, 0, -0.0255772434613846, -0.125054381807731, 0.0994771383463463, 122.890363636362, 122.155290322581, 122.396324675325, 122.396324675325
3/23/2017, 122.94, 122.95, 122.72, 122.87, 258789, 0.241701628158113, 0.397726866908577, 0.0184273953139051, 0, 0, 0.00999132450935747, -0.0980452405443132, 0.108036565053671, 122.992909090907, 122.247849462366, 122.420695488722, 122.420695488722
3/24/2017, 122.82, 122.97, 122.81, 122.88, 266231, 0.236108277174463, 0.148014456922147, 0.0239665431674664, 0, 0, 0.0385422957170931, -0.0707277332920319, 0.109270029009125, 123.073090909089, 122.32023655914, 122.444355716878, 122.444355716878
3/27/2017, 123.13, 123.17, 123.01, 123.04, 261848, 0.235795967524692, 0.108727177056298, 0.0460278091234406, 0, 0, 0.0732355945753937, -0.0419350677185468, 0.115170662293941, 123.124545454544, 122.409698924731, 122.477434248977, 122.477434248977
3/28/2017, 123.11, 123.11, 122.76, 122.79, 380909, 0.238714219822674, -0.0418090358861355, 0.0129014624909896, 0, 0, 0.0796393404663718, -0.0176201860815631, 0.0972595265479348, 123.030727272726, 122.459462365592, 122.492118644068, 122.492118644068
