Date,IEI_Open,IEI_High,IEI_Low,IEI_Close,IEI_Volume,IEI_ATRPercentOfClose20,IEI_SQN25,IEI_SQN50,IEI_SQN100,IEI_SQN200,IEI_MACD,IEI_MACD_Avg,IEI_MACD_Diff,IEI_LinReg10,IEI_LinReg30,IEI_LinReg90,IEI_LinReg270
3/29/2017, 122.92, 123.02, 122.92, 123.01, 250130, 0.235721755137183, 0.0439460318593901, -0.099304389630983, 0, 0, 0.101298807013791, 0.0061636125375077, 0.0951351944762831, 123.086909090907, 122.514064516129, 122.520316939891, 122.520316939891
3/30/2017, 122.93, 122.99, 122.82, 122.85, 185335, 0.231960329218182, -0.235907674459521, 0.118555448518075, 0, 0, 0.104350539414042, 0.0258009979128147, 0.0785495415012278, 123.012727272726, 122.536946236559, 122.53673188789, 122.53673188789
3/31/2017, 122.99, 123.05, 122.94, 123.05, 192171, 0.228130923382617, -0.318301300130504, 0.347809664360881, 0, 0, 0.12150673386536, 0.0449421451033237, 0.076564588762036, 123.011272727271, 122.604709677419, 122.564869431644, 122.564869431644
4/3/2017, 123.02, 123.27, 122.97, 123.23, 956660, 0.228580172166838, 0.0612109188920225, 0.370132844373132, 0, 0, 0.147922478989727, 0.0655382118806044, 0.0823842671091229, 123.071090909089, 122.707053763441, 122.602663690476, 122.602663690476
4/4/2017, 123.14, 123.28, 123.13, 123.14, 1159447, 0.22340050256061, 0.0774026323212379, 0.0965691096048463, 0, 0, 0.159753362161368, 0.0843812419367571, 0.0753721202246107, 123.114363636362, 122.791913978495, 122.632956730769, 122.632956730769
4/5/2017, 123.04, 123.42, 123.04, 123.39, 1365315, 0.22719880858293, 0.976254880019921, 0.402813914392658, 0, 0, 0.187145041430753, 0.104934001835556, 0.0822110395951969, 123.245090909089, 122.913956989247, 122.676699300699, 122.676699300699
4/6/2017, 123.33, 123.39, 123.19, 123.28, 247187, 0.224143072205511, 1.08111814823408, 0.525517431033571, 0, 0, 0.197698123007257, 0.123486826069896, 0.0742112969373603, 123.30218181818, 123.032602150538, 122.711655359566, 122.711655359566
4/7/2017, 123.48, 123.48, 122.97, 122.97, 313100, 0.234209482348708, 0.650076965220873, 0.264974873568017, 0, 0, 0.1789838920714, 0.134586239270197, 0.0443976528012032, 123.231818181816, 123.131139784946, 122.726720807726, 122.726720807726
4/10/2017, 123.07, 123.2, 123.05, 123.12, 300449, 0.231568413273226, 0.764984890615194, 0.317815863934808, 0, 0, 0.174247854818844, 0.142518562379927, 0.0317292924389178, 123.240363636362, 123.231870967742, 122.749654731458, 122.749654731458
4/11/2017, 123.29, 123.54, 123.29, 123.46, 447633, 0.236393713673171, 1.19972479354556, 0.493505521137104, 0, 0, 0.195674060905091, 0.15314966208496, 0.0425243988201315, 123.311999999998, 123.368666666667, 122.790728778468, 122.790728778468
4/12/2017, 123.5, 123.75, 123.47, 123.69, 391658, 0.235879290933667, 1.61311248320316, 0.48713784021923, 0, 0, 0.22857864902501, 0.16823545947297, 0.0603431895520406, 123.470545454544, 123.486666666667, 122.842639839034, 122.842639839034
4/13/2017, 123.84, 123.96, 123.68, 123.91, 340476, 0.234985989999241, 2.09334963588286, 0.800808808512116, 0, 0, 0.269303569642915, 0.188449081506959, 0.0808544881359561, 123.635999999998, 123.610731182796, 122.904154929577, 122.904154929577
4/17/2017, 124, 124.01, 123.78, 123.83, 215477, 0.232667837517287, 1.82539290946704, 0.722557847380694, 0, 0, 0.291759805800609, 0.209111226365689, 0.0826485794349204, 123.755999999998, 123.720086021505, 122.958352359208, 122.958352359208
4/18/2017, 124.07, 124.28, 124, 124.25, 254514, 0.238395938863399, 2.30851632553172, 0.916068413591106, 0, 0, 0.339533098450644, 0.23519560078268, 0.104337497667964, 124.014545454543, 123.874, 123.032510181414, 123.032510181414
4/19/2017, 124.11, 124.11, 123.97, 124.03, 341515, 0.23816544895258, 1.97428831875046, 0.581931105289722, 0, 0, 0.355543135729732, 0.25926510777209, 0.0962780279576418, 124.123454545453, 123.976688172043, 123.091524324324, 123.091524324324
4/20/2017, 123.92, 124.02, 123.81, 123.9, 370678, 0.23537270058038, 1.46371683313122, 0.475919793053165, 0, 0, 0.353664468233518, 0.278144979864376, 0.075519488369142, 124.188909090907, 124.037290322581, 123.140985964912, 123.140985964912
4/21/2017, 124.02, 124.09, 123.94, 123.99, 308306, 0.231103667407159, 1.85106092965062, 0.369292571387491, 0, 0, 0.355341700614161, 0.293584324014333, 0.0617573765998284, 124.235636363634, 124.081268817204, 123.192799043062, 123.192799043062
4/24/2017, 123.62, 123.81, 123.57, 123.8, 200473, 0.236848275732819, 1.41866495107752, 0.484237827523582, 0, 0, 0.337449598341294, 0.302357378879725, 0.0350922194615689, 124.115999999998, 124.099032258064, 123.232557442557, 123.232557442557
4/25/2017, 123.61, 123.62, 123.42, 123.43, 447839, 0.241073691233385, 0.808058735577091, 0.292832156379951, 0, 0, 0.290070320511077, 0.299899967205996, -0.00982964669491843, 123.853272727271, 124.04752688172, 123.251885751379, 123.251885751379
4/26/2017, 123.48, 123.64, 123.42, 123.61, 219502, 0.237585465767251, 0.749253660734092, 0.46094647837392, 0, 0, 0.264003133373322, 0.292720600439461, -0.028717467066139, 123.703818181816, 124.011956989247, 123.279253164557, 123.279253164557
4/27/2017, 123.61, 123.76, 123.58, 123.69, 423379, 0.232836465779897, 0.739572444703601, 0.728455406551066, 0, 0, 0.246953307172816, 0.283567141786132, -0.0366138346133156, 123.619818181816, 124.01752688172, 123.309305555555, 123.309305555555
4/28/2017, 123.59, 123.78, 123.56, 123.72, 424972, 0.23003205083818, 0.818576464833684, 0.821310954985355, 0, 0, 0.233174060922593, 0.273488525613424, -0.0403144646908311, 123.59018181818, 124.004172043011, 123.339470039145, 123.339470039145
5/1/2017, 123.49, 123.62, 123.35, 123.48, 439102, 0.233937374985542, 0.561682318225819, 0.476624981405568, 0, 0, 0.200575801770171, 0.258905980844774, -0.0583301790746028, 123.471999999998, 123.96335483871, 123.356805759624, 123.356805759624
5/2/2017, 123.44, 123.66, 123.44, 123.64, 244957, 0.23084970648701, 0.561009715250613, 0.447211907883628, 0, 0, 0.185513623781574, 0.244227509432134, -0.0587138856505595, 123.51218181818, 123.947268817204, 123.380929432014, 123.380929432014
5/3/2017, 123.6, 123.68, 123.37, 123.42, 502469, 0.232256885630783, 0.594050982409595, 0.348099113973921, 0, 0, 0.15404879916052, 0.226191767377811, -0.0721429682172907, 123.465636363634, 123.913096774193, 123.393705882353, 123.393705882353
5/4/2017, 123.2, 123.3, 123.16, 123.28, 159510, 0.231439711091205, 0.258739444787831, 0.198024116122256, 0, 0, 0.116473237999742, 0.204248061502197, -0.0877748235024555, 123.377999999998, 123.86335483871, 123.399425444596, 123.399425444596
5/5/2017, 123.23, 123.31, 123.16, 123.31, 184219, 0.225896465851574, 0.443938954379627, 0.0969098628053876, 0, 0, 0.0880995278253351, 0.181018354766825, -0.0929188269414897, 123.352545454543, 123.81176344086, 123.406222935044, 123.406222935044
5/8/2017, 123.24, 123.24, 123.1, 123.14, 156367, 0.223424789215119, 0.0903755231052788, -0.18776971974185, 0, 0, 0.0513041762320086, 0.155075519059862, -0.103771342827853, 123.267454545452, 123.736430107527, 123.40500522466, 123.40500522466
5/9/2017, 123.06, 123.08, 122.95, 123.08, 230817, 0.220075577809167, -0.141257235861477, -0.0428901913327377, 0, 0, 0.0171049215508248, 0.127481399558054, -0.110376478007229, 123.123636363634, 123.662473118279, 123.401092951992, 123.401092951992
5/10/2017, 123.18, 123.23, 122.98, 123.03, 131648, 0.2193168902781, -0.102804972781815, -0.00583835896630702, 0, 0, -0.013872898174327, 0.099210540011578, -0.113083438185905, 123.017636363634, 123.565247311828, 123.395063670412, 123.395063670412
5/11/2017, 123, 123.15, 122.96, 123.14, 167674, 0.215879723569668, -0.244943885030146, 0.533439941006364, 0, 0, -0.0292102452732479, 0.0735263829546128, -0.102736628227861, 122.99727272727, 123.495096774193, 123.394017094017, 123.394017094017
5/12/2017, 123.44, 123.55, 123.36, 123.51, 196426, 0.221069206561011, 0.220160540894351, 0.908410211317054, 0, 0, -0.0113781355043301, 0.0565454792628242, -0.0679236147671543, 123.140727272725, 123.460387096774, 123.409201465201, 123.40895365504
5/15/2017, 123.5, 123.5, 123.41, 123.46, 156711, 0.214150695101515, 0.486697358193781, 0.807220278937744, 0, 0, -0.00126604795883623, 0.0449831738184921, -0.0462492217773284, 123.230363636361, 123.42840860215, 123.423223443223, 123.421136044881
5/16/2017, 123.43, 123.63, 123.43, 123.53, 263941, 0.211423075984549, 0.410437983566697, 0.840202165062223, 0, 0, 0.0122550012344647, 0.0384375393016866, -0.026182538067222, 123.37727272727, 123.414666666667, 123.447868131868, 123.435774422329
5/17/2017, 123.94, 124.11, 123.86, 124.07, 896615, 0.223351639780388, 0.562912649697153, 1.2495438998666, 0, 0, 0.0657856807877835, 0.043907167598906, 0.0218785131888775, 123.672727272725, 123.461505376344, 123.488122100122, 123.472436730123
5/18/2017, 124.03, 124.13, 123.91, 123.96, 188472, 0.221246176590635, 0.25448771103972, 1.31858652287336, 0, 0, 0.0982010487479386, 0.0547659438287125, 0.043435104919226, 123.866727272725, 123.505053763441, 123.527816849817, 123.503151315789
5/19/2017, 123.97, 123.97, 123.81, 123.96, 171866, 0.216637562501342, 0.0514800138949155, 1.49164906178231, 0, 0, 0.122478604286556, 0.0683084759202812, 0.0541701283662748, 124.029636363634, 123.537591397849, 123.567128205128, 123.5327040378
5/22/2017, 123.9, 123.95, 123.87, 123.91, 668217, 0.209520398961205, 0.0799764895995249, 1.33699902498685, 0, 0, 0.13611510957422, 0.081869802651069, 0.0542453069231511, 124.105818181816, 123.538731182796, 123.603440781441, 123.55911634757
5/23/2017, 123.99, 123.99, 123.66, 123.68, 307522, 0.212755409148761, -0.571226442888985, 1.27661962838432, 0, 0, 0.12690023355087, 0.0908758888310292, 0.036024344719841, 124.048545454543, 123.514623655914, 123.63158974359, 123.575293753865
5/24/2017, 123.71, 123.93, 123.64, 123.93, 273980, 0.213410066596812, -0.095500487694753, 1.38683548901784, 0, 0, 0.138177464774202, 0.100336204019664, 0.0378412607545382, 124.034909090906, 123.54129032258, 123.665924297924, 123.600797979798
5/25/2017, 123.95, 123.99, 123.84, 123.92, 171640, 0.208808215588087, 0.0241007543544447, 1.04659074937563, 0, 0, 0.14464050958135, 0.109197065132001, 0.0354434444493492, 123.990727272725, 123.578989247312, 123.708312576313, 123.624968316832
5/26/2017, 124, 124, 123.92, 123.96, 149775, 0.201530641915875, -0.0262099113725061, 1.2502190449664, 0.643170992759041, 0, 0.151246706970639, 0.117606993499729, 0.0336397134709102, 123.991818181816, 123.634946236559, 123.739921855922, 123.649813628422
5/30/2017, 124.04, 124.12, 123.99, 124.11, 141972, 0.19766861214485, 0.319030619704898, 1.22349692435897, 0.671710949728548, 0, 0.166664705415599, 0.127418535882903, 0.0392461695326961, 124.010181818179, 123.704279569892, 123.772913308913, 123.679554540263
5/31/2017, 124.1, 124.18, 124.08, 124.11, 3538301, 0.191813865769338, 0.7575433657005, 1.10606027749407, 0.518754830411698, 0, 0.176845020944654, 0.137303832895253, 0.0395411880494012, 124.007090909088, 123.799806451613, 123.807814407814, 123.708237490664
6/1/2017, 123.83, 123.95, 123.79, 123.94, 564935, 0.195382587837671, 0.367176784126396, 0.806245418099877, 0.598369269167049, 0, 0.169244470194528, 0.143691960355108, 0.0255525098394198, 124.021636363634, 123.86, 123.84263003663, 123.729461538461
6/2/2017, 124.15, 124.28, 124.13, 124.22, 220056, 0.198880470453799, 0.565132162377391, 0.927621467188419, 0.613513620538687, 0, 0.183697093165875, 0.151692986917261, 0.032004106248614, 124.117999999997, 123.947634408602, 123.883211233211, 123.760442048517
6/5/2017, 124.1, 124.16, 124.04, 124.06, 256097, 0.196434672237484, 0.357993849414512, 0.844423357528695, 0.53412311774732, 0, 0.180163426340968, 0.157387074802003, 0.0227763515389653, 124.144909090906, 124.018903225806, 123.90904029304, 123.784397813437
6/6/2017, 124.28, 124.35, 124.21, 124.3, 150004, 0.197917949846284, 0.868681413604104, 0.994622969124126, 0.634687010741156, 0, 0.194487038642365, 0.164807067570075, 0.0296799710722893, 124.23927272727, 124.107505376344, 123.94661050061, 123.816365524403
6/7/2017, 124.16, 124.25, 124.07, 124.12, 639460, 0.197559950915231, 0.503467496784343, 0.753731351926501, 0.504281786877689, 0, 0.189133891144678, 0.169672432284996, 0.0194614588596823, 124.204181818179, 124.145376344086, 123.976356532357, 123.840672782874
6/8/2017, 124.08, 124.1, 123.9, 124.01, 1347429, 0.196718684398182, 0.632935395019405, 0.863777277164938, 0.540631966362073, 0, 0.174009528961079, 0.170539851620212, 0.00346967734086676, 124.157090909088, 124.176838709677, 124.000847374847, 123.860165137614
6/9/2017, 123.89, 124.01, 123.86, 123.94, 1161409, 0.19303961472977, 0.715616994852469, 0.664502640730374, 0.333369701430676, 0, 0.154592897290613, 0.167350460754293, -0.01275756346368, 124.079454545452, 124.202172043011, 124.026600732601, 123.876471744471
6/12/2017, 123.88, 124.11, 123.86, 123.93, 372648, 0.193488770734506, 0.6719292408049, 0.777432445951866, 0.583515229167958, 0, 0.136820973363143, 0.161244563276063, -0.0244235899129195, 124.00527272727, 124.226623655914, 124.044466422466, 123.891853281853
6/13/2017, 123.86, 123.97, 123.86, 123.95, 295291, 0.188221945859386, 0.897965807150908, 0.653611552798686, 0.681846843302946, 0, 0.122933329563963, 0.153582316533643, -0.0306489869696794, 123.969636363633, 124.236258064516, 124.063321123321, 123.907403603034
6/14/2017, 124.38, 124.52, 124.14, 124.24, 657241, 0.201332941724141, 1.24445188950366, 0.722878791244965, 0.744375460976965, 0, 0.133785650467019, 0.149622983320318, -0.0158373328532994, 124.042909090906, 124.290322580645, 124.094989010989, 123.932547741034
6/15/2017, 124.13, 124.14, 124.04, 124.06, 242783, 0.199604420811034, 1.08157775950665, 0.655242153796401, 0.496159768757659, 0, 0.126404583932754, 0.144979303442805, -0.0185747195100514, 124.012909090906, 124.303010752688, 124.125860805861, 123.950634630053
6/16/2017, 124.14, 124.23, 124.08, 124.15, 1716963, 0.196333292174999, 1.06121346622344, 0.548195334329378, 0.660623646412549, 0, 0.126360676147428, 0.14125557798373, -0.0148949018363018, 124.063454545451, 124.313655913978, 124.161030525031, 123.971206896551
6/19/2017, 124.06, 124.1, 123.9, 123.94, 326386, 0.196918180670887, 0.469294215342158, 0.473371020479612, 0.707029027025987, 0, 0.108134131003396, 0.134631288587663, -0.0264971575842667, 124.01327272727, 124.294043010752, 124.192466422466, 123.983956675508
6/20/2017, 123.91, 124.12, 123.9, 124.06, 183799, 0.19575799892578, 0.651382609755106, 0.798187629949774, 0.710871130795956, 0, 0.102194426050048, 0.12814391608014, -0.0259494900300923, 124.059090909088, 124.274258064516, 124.220507936508, 124.000320150659
6/21/2017, 124, 124.1, 123.96, 124.09, 465503, 0.191566205813487, 0.608711514717003, 0.71353030982791, 0.696893947142449, 0, 0.0987693646074064, 0.122269005785593, -0.0234996411781868, 124.092363636361, 124.248344086021, 124.247750915751, 124.017148554337
