Date,IGV_Open,IGV_High,IGV_Low,IGV_Close,IGV_Volume,IGV_ATRPercentOfClose20,IGV_SQN25,IGV_SQN50,IGV_SQN100,IGV_SQN200,IGV_MACD,IGV_MACD_Avg,IGV_MACD_Diff,IGV_LinReg10,IGV_LinReg30,IGV_LinReg90,IGV_LinReg270
2/8/2017, 118.14, 118.75, 117.77, 118.27, 51222, 0.98050192927861, 2.29289567813608, 0, 0, 0, 1.67928862960858, 1.60086777038174, 0.0784208592268398, 118.538909090909, 118.97811965812, 118.97811965812, 118.97811965812
2/9/2017, 118.48, 120.09, 118.48, 119.76, 46822, 0.99587312138437, 2.27940027351296, 0, 0, 0, 1.75585044124956, 1.6318643045553, 0.12398613669426, 119.121636363636, 119.344365079365, 119.344365079365, 119.344365079365
2/10/2017, 120.79, 121.65, 120.53, 121.48, 85617, 1.01047478404793, 2.51580858573581, 0, 0, 0, 1.93303305217913, 1.69209805408007, 0.240934998099058, 120.242727272727, 119.895024630542, 119.895024630542, 119.895024630542
2/13/2017, 121.63, 122.13, 121.14, 121.74, 649141, 0.998561302183632, 2.32863322106229, 0, 0, 0, 2.07056321114467, 1.76779108549299, 0.302772125651684, 121.164, 120.41124137931, 120.41124137931, 120.41124137931
2/14/2017, 121.48, 121.9, 121.1, 121.81, 50738, 0.980926116751036, 2.34982555593912, 0, 0, 0, 2.16030264382545, 1.84629339715948, 0.314009246665965, 121.889272727273, 120.873698924731, 120.873698924731, 120.873698924731
2/15/2017, 121.56, 122.8, 121.37, 122.62, 90163, 0.984034250263998, 2.51582793512082, 0, 0, 0, 2.2706078672212, 1.93115629117183, 0.339451576049376, 122.499272727273, 121.305784946237, 121.380786290323, 121.380786290323
2/16/2017, 122.92, 123.35, 122.33, 122.74, 47402, 0.975469820588259, 2.25302341099056, 0, 0, 0, 2.34072611498459, 2.01307025593438, 0.327655859050212, 122.996727272727, 121.777677419355, 121.844034090909, 121.844034090909
2/17/2017, 122.51, 123.4, 122.28, 123.38, 73939, 0.967277577322522, 2.5300607927715, 0, 0, 0, 2.42004125365978, 2.09446445547946, 0.325576798180317, 123.676363636364, 122.274172043011, 122.32935828877, 122.32935828877
2/21/2017, 123.71, 124.09, 123.26, 123.95, 124724, 0.94816919818919, 2.52451877474118, 0, 0, 0, 2.50007401183937, 2.17558636675144, 0.324487645087932, 124.222363636364, 122.842408602151, 122.825983193277, 122.825983193277
2/22/2017, 123.78, 123.87, 123.35, 123.72, 69779, 0.926683588019501, 3.05605878209375, 0, 0, 0, 2.51593928948049, 2.24365695129725, 0.272282338183235, 124.447636363636, 123.310365591398, 123.24480952381, 123.24480952381
2/23/2017, 124, 124, 123.15, 123.76, 145412, 0.914405533567259, 2.89104397234158, 0, 0, 0, 2.50288856068671, 2.29550327317514, 0.20738528751157, 124.338545454545, 123.72111827957, 123.623963963964, 123.623963963964
2/24/2017, 123.34, 124.44, 123.05, 124.44, 23771, 0.919788551852859, 3.12504438957326, 0, 0, 0, 2.51838569840456, 2.34007975822103, 0.178305940183531, 124.462909090909, 124.244322580645, 124.034551920341, 124.034551920341
2/27/2017, 124.19, 124.19, 123.61, 123.98, 99949, 0.9105143008787, 2.69310473901632, 0, 0, 0, 2.46513262170595, 2.36509033091801, 0.100042290787937, 124.517090909091, 124.626172043011, 124.357570850203, 124.357570850203
2/28/2017, 123.61, 123.61, 122.64, 122.79, 79510, 0.927936190828197, 2.18040540830955, 0, 0, 0, 2.30038867133861, 2.35214999900213, -0.0517613276635212, 124.075818181818, 124.830537634409, 124.530743589744, 124.530743589744
3/1/2017, 123.69, 125.04, 123.37, 124.85, 673261, 0.957102287770962, 2.19054967115422, 0, 0, 0, 2.30943100456831, 2.34360620011537, -0.0341751955470566, 124.302909090909, 125.166344086022, 124.883573170732, 124.883573170732
3/2/2017, 124.72, 124.72, 123.77, 123.91, 152141, 0.959724877707968, 1.6598183070525, 0, 0, 0, 2.21521139664777, 2.31792723942185, -0.102715842774074, 124.201454545454, 125.344774193548, 125.114738675958, 125.114738675958
3/3/2017, 123.6, 124.01, 123.37, 123.92, 44139, 0.93748817073075, 1.85030597671351, 0, 0, 0, 2.11694576199039, 2.27773094393556, -0.160785181945164, 124.057090909091, 125.45711827957, 125.324241417497, 125.324241417497
3/6/2017, 123.44, 123.97, 123.24, 123.77, 57385, 0.92118330299028, 1.66399645547298, 0, 0, 0, 2.00386646689428, 2.2229580485273, -0.219091581633022, 123.924545454545, 125.537290322581, 125.499957716702, 125.499957716702
3/7/2017, 123.72, 124.3, 123.64, 123.83, 21790, 0.901349548094577, 1.77338704440877, 0, 0, 0, 1.89722181726748, 2.15781080227534, -0.260588985007859, 123.905454545454, 125.565806451613, 125.663757575758, 125.663757575758
3/8/2017, 123.93, 124.74, 123.84, 124.32, 34631, 0.889506184149967, 1.84069247715757, 0, 0, 0, 1.8311358744856, 2.09247581671739, -0.261339942231793, 124.016181818181, 125.706709677419, 125.853835748792, 125.853835748792
3/9/2017, 124.45, 124.49, 123.47, 124.19, 32185, 0.886981547409999, 2.05477767404879, 0, 0, 0, 1.74812112302415, 2.02360487797874, -0.275483754954593, 124.057272727272, 125.840021505376, 126.015550416281, 126.015550416281
3/10/2017, 124.64, 125, 124.28, 124.95, 28149, 0.869920179705525, 2.01626493405205, 0, 0, 0, 1.72378624797005, 1.963641151977, -0.23985490400695, 124.473454545454, 125.98664516129, 126.224973404255, 126.224973404255
