Date,TLH_Open,TLH_High,TLH_Low,TLH_Close,TLH_Volume,TLH_ATRPercentOfClose20,TLH_SQN25,TLH_SQN50,TLH_SQN100,TLH_SQN200,TLH_MACD,TLH_MACD_Avg,TLH_MACD_Diff,TLH_LinReg10,TLH_LinReg30,TLH_LinReg90,TLH_LinReg270
6/15/2017, 137.86, 138.01, 137.84, 138, 29551, 0.457549696044248, 1.55534680973983, 0.941848131644578, 0.787447185893922, 0, 0.562656078168828, 0.516180140317345, 0.0464759378514835, 137.610727272723, 138.102344086022, 137.136537240537, 136.672565980168
6/16/2017, 137.92, 138.23, 137.92, 138.12, 17324, 0.445516689483065, 1.60623912265675, 0.873971092433416, 0.945770906350151, 0, 0.584906948688484, 0.529925501991573, 0.0549814466969116, 137.864545454541, 138.247075268818, 137.256595848596, 136.756
6/19/2017, 137.96, 138.07, 137.72, 137.72, 12840, 0.438992353280794, 1.14009124596419, 0.79779963408484, 1.04716752256419, 0, 0.563765528740191, 0.536693507341296, 0.0270720213988949, 137.866727272723, 138.316881720431, 137.374512820513, 136.823178603006
6/20/2017, 137.97, 138.41, 137.97, 138.32, 21710, 0.440175864293951, 1.41440990330205, 1.09323994340515, 1.11255696607696, 0, 0.588640307655481, 0.547082867404133, 0.0415574402513479, 138.163999999996, 138.42023655914, 137.49756043956, 136.90847167898
6/21/2017, 138.09, 138.48, 138.04, 138.38, 35810, 0.433884009767903, 1.36427097020371, 1.00337475970622, 1.06661881063454, 0, 0.60620726768704, 0.558907747460715, 0.0472995202263252, 138.392181818178, 138.491096774194, 137.617731379731, 136.993119213787
6/22/2017, 138.55, 138.55, 138.26, 138.52, 16437, 0.422241017962015, 0.988349855288253, 0.836029933921398, 1.12514912334062, 0, 0.624230301698248, 0.571972258308221, 0.0522580433900262, 138.576727272723, 138.548408602151, 137.733286935287, 137.079798319328
6/23/2017, 138.32, 138.56, 138.32, 138.52, 6473, 0.409791976015691, 1.01384144369378, 0.701741629108169, 1.01310895971266, 0, 0.631237176758901, 0.583825241998357, 0.047411934760544, 138.663636363632, 138.577720430108, 137.832866910867, 137.16382231405
6/26/2017, 138.7, 138.88, 138.62, 138.67, 6129, 0.401861724178328, 1.0365372128765, 0.660668347567636, 1.12847786463952, 0, 0.641499119592652, 0.595360017517216, 0.0461391020754355, 138.720545454541, 138.65006451613, 137.929062271062, 137.250184256876
6/27/2017, 138.13, 138.13, 137.5, 137.72, 22260, 0.426879589218837, 0.629962541866388, 0.401375476915935, 0.944353107553697, 0, 0.566445096233423, 0.589577033260458, -0.0231319370270348, 138.351636363632, 138.569935483872, 137.99126007326, 137.303170731707
6/28/2017, 137.6, 137.6, 137.09, 137.4, 11416, 0.429405852808277, 0.70179343860612, 0.0181882610133988, 0.875912916367564, 0, 0.47565980618009, 0.566793587844384, -0.0911337816642941, 138.063090909087, 138.442623655915, 138.046527472528, 137.34422895358
6/29/2017, 136.48, 136.88, 136.33, 136.77, 23894, 0.448931388221572, 0.233026698778565, -0.014291517181284, 0.587603610797088, 0, 0.348854695099192, 0.523205809295346, -0.174351114196154, 137.56345454545, 138.31735483871, 138.071440781441, 137.363907096774
6/30/2017, 136.74, 136.74, 136.37, 136.4, 14353, 0.442304462380581, 0.0299177920262307, -0.0438140942988043, 0.45618883136021, 0, 0.216014739749767, 0.46176759538623, -0.245752855636463, 137.027090909087, 138.139935483872, 138.080041514042, 137.371188571428
7/3/2017, 136.34, 136.36, 135.63, 135.67, 15435, 0.45082783397417, -0.277418873332585, -0.27152860073987, 0.149515758831764, 0, 0.0512425269859875, 0.379662581706181, -0.328420054720194, 136.252363636359, 137.876752688173, 138.064485958486, 137.355219347581
7/5/2017, 135.7, 136.19, 135.66, 135.87, 31649, 0.447159944237226, -0.43021014554248, -0.0636355751277877, 0.365351420781149, 0, -0.0624820559712305, 0.291233654170699, -0.35371571014193, 135.778545454541, 137.629161290323, 138.075164835165, 137.345765255905
7/6/2017, 135.4, 135.42, 135.07, 135.34, 13974, 0.456020692643242, -0.682196437676964, 0.0575644209632849, 0.279861884161853, 0, -0.193149668761407, 0.194356989584278, -0.387506658345685, 135.267272727268, 137.286430107528, 138.051518925519, 137.320054505814
7/7/2017, 135.06, 135.17, 134.89, 135.05, 65318, 0.450810429583263, -0.668311418058388, -0.182843923619491, 0.290732621023324, 0, -0.316457346374648, 0.0921941223924927, -0.408651468767141, 134.849636363632, 136.937462365592, 138.01652014652, 137.286007155635
7/10/2017, 135.1, 135.25, 135.07, 135.15, 15206, 0.435352209318969, -1.15398913839889, -0.173535644880298, 0.427196962318102, 0, -0.401482366198422, -0.00654117532569032, -0.394941190872732, 134.655818181813, 136.61559139785, 137.952376068376, 137.255774515561
7/11/2017, 135.15, 135.43, 135.08, 135.33, 14731, 0.425965850402613, -0.871833888475402, -0.176354943087653, 0.519550145596046, 0, -0.449163138240436, -0.0950655679086395, -0.354097570331797, 134.737999999995, 136.325634408603, 137.88718925519, 137.231644691186
7/12/2017, 135.91, 136.12, 135.7, 135.87, 18195, 0.43213115925691, -0.884710781216698, 0.195935596250602, 0.51958593916233, 0, -0.438324277153811, -0.163717309757674, -0.274606967396137, 134.998909090904, 136.147569892474, 137.845203907204, 137.224200273411
7/13/2017, 135.69, 135.71, 135.29, 135.55, 10338, 0.432888067708038, -0.890719938548579, -0.0310667310413418, 0.361630835108161, 0, -0.450364209041425, -0.221046689614424, -0.229317519427001, 135.186181818177, 135.942344086023, 137.784476190476, 137.207308944002
7/14/2017, 136.22, 136.22, 135.7, 135.77, 13917, 0.435251371429132, -0.683418080564213, 0.154078112795423, 0.407764414188779, 0, -0.437114990901648, -0.264260349871869, -0.172854641029779, 135.424363636359, 135.752516129033, 137.726757020757, 137.197227197346
7/17/2017, 135.8, 136.09, 135.75, 136, 19043, 0.425289520323431, -0.505433480430298, 0.357555733006356, 0.435359445310081, 0, -0.403405603573844, -0.292089400612264, -0.111316202961581, 135.72254545454, 135.664473118281, 137.66127960928, 137.194025054466
7/18/2017, 136.51, 136.66, 136.41, 136.65, 23366, 0.426252513909896, -0.186424010150842, 0.564630021450516, 0.476100896199691, 0, -0.320546048219342, -0.29778073013368, -0.0227653180856621, 136.121090909086, 135.639806451614, 137.607943833944, 137.209696221554
7/19/2017, 136.65, 136.76, 136.59, 136.63, 22830, 0.411220344905935, -0.169189041447266, 0.674195193016481, 0.308263933694035, 0, -0.253570088346493, -0.288938601776242, 0.0353685134297495, 136.499272727268, 135.654408602152, 137.556547008547, 137.224278006982
7/20/2017, 136.97, 137.07, 136.65, 136.71, 64128, 0.40652318000346, -0.727949573776515, 0.772850386126004, 0.424470641900909, 0, -0.191824591712816, -0.269515799763557, 0.0776912080507409, 136.757636363631, 135.666107526883, 137.495250305251, 137.240673548118
7/21/2017, 137.12, 137.31, 137.08, 137.15, 14360, 0.406831897494417, -0.406031826971962, 0.92385002892464, 0.495481331339909, 0, -0.106162740028736, -0.236845187816593, 0.130682447787856, 137.035272727268, 135.72406451613, 137.452964590965, 137.269073997944
7/24/2017, 137.02, 137.08, 136.85, 136.92, 252605, 0.39809483643216, -0.575764557271019, 0.850891373251891, 0.795471984479168, 0, -0.0561865002189563, -0.200713450297066, 0.144526950078109, 137.138909090904, 135.743677419356, 137.423760683761, 137.290158054711
7/25/2017, 136.22, 136.23, 135.82, 135.85, 16954, 0.42165467614337, -0.820331025748616, 0.277306425700883, 0.627634748317123, 0, -0.101747149938149, -0.180920190225282, 0.0791730402871336, 136.812363636358, 135.626881720431, 137.335323565324, 137.280579362701
7/26/2017, 135.7, 136.39, 135.69, 136.25, 17624, 0.425084024707324, -0.926468363875219, 0.429534512720651, 0.696314438828495, 0, -0.104374472083521, -0.16561104659693, 0.0612365745134092, 136.703636363631, 135.564903225808, 137.274608058608, 137.28227617453
7/27/2017, 135.88, 136.01, 135.67, 135.88, 21796, 0.426271809302725, -1.11525879364184, 0.265660287221864, 0.643117122984822, 0, -0.134759132202134, -0.159440663717971, 0.0246815315158364, 136.382363636358, 135.537075268818, 137.204532356533, 137.273583916084
7/28/2017, 135.93, 136.31, 135.93, 136.31, 8514, 0.419453618778165, -0.961031035280186, -0.0430574578646423, 0.775337305559105, 0, -0.12272706668594, -0.152097944311565, 0.0293708776256249, 136.235636363631, 135.566645161292, 137.164644688645, 137.276818007663
7/31/2017, 136.08, 136.33, 136.08, 136.33, 32796, 0.407591407884318, -0.951825631062753, -0.020627524244556, 0.939571021725682, 0, -0.110306194082796, -0.143739594265811, 0.0334334001830152, 136.112363636358, 135.61765591398, 137.132703296704, 137.280418516769
8/1/2017, 135.77, 136.68, 135.77, 136.62, 37267, 0.4196939672451, -0.881509049054622, 0.04018104285045, 1.1394713650832, 0, -0.0761837874098887, -0.130228432894626, 0.0540446454847376, 136.201272727267, 135.690344086023, 137.108788766789, 137.291696952754
8/2/2017, 136.44, 136.86, 136.44, 136.57, 11916, 0.414231971258508, -0.534438504412629, 0.0978785701427314, 1.06466945977727, 0, -0.0525701207868394, -0.114696770473069, 0.0621266496862296, 136.27054545454, 135.803784946238, 137.085057387058, 137.301263099834
8/3/2017, 136.89, 137.38, 136.88, 137.38, 22876, 0.420680428730788, -0.000584747418522704, 0.494405025898223, 1.32260916958139, 0, 0.0311450894823508, -0.085528398481985, 0.116673487964336, 136.638909090903, 136.035290322582, 137.1034993895, 137.332178487212
8/4/2017, 136.81, 136.81, 136.37, 136.67, 22537, 0.438672886764351, -0.0355886371098049, 0.141317724503281, 1.12388785709923, 0, 0.0397408230039957, -0.0604745541847889, 0.100215377188785, 136.813454545449, 136.192494623657, 137.078246642247, 137.343406711409
8/7/2017, 136.62, 136.84, 136.52, 136.78, 30390, 0.428101712694689, 0.177454578535547, 0.144287028018709, 0.912251428125449, 0, 0.0547974139624898, -0.0374201605553331, 0.092217574517823, 137.006181818176, 136.375591397851, 137.066422466423, 137.357183222958
8/8/2017, 136.73, 136.74, 136.4, 136.6, 8104, 0.421141761707618, 0.447171528077624, 0.0826493363735709, 0.970190975789953, 0, 0.0516104420472061, -0.0196140400348253, 0.0712244820820314, 136.930363636357, 136.557075268819, 137.033391941392, 137.365826943186
8/9/2017, 137.37, 137.37, 136.93, 137.03, 33686, 0.426925245689248, 0.547284510405995, 0.045742105928098, 0.93733183042385, 0, 0.0828273678452547, 0.000874241541190701, 0.081953126304064, 137.042181818176, 136.743139784948, 137.023785103785, 137.385384416925
8/10/2017, 137.17, 137.61, 137.11, 137.58, 19626, 0.42503625596713, 1.06462527312523, 0.181893931468834, 0.960068847335832, 0, 0.150215815489361, 0.0307425563308247, 0.119473259158536, 137.227454545448, 136.982107526883, 137.049855921856, 137.418644427468
8/11/2017, 137.33, 137.71, 137.33, 137.7, 6391, 0.417230673138416, 1.28056263594906, 0.320162277643238, 0.859921889355356, 0, 0.210873820732019, 0.0667688092110635, 0.144105011520955, 137.447454545448, 137.193139784948, 137.074185592186, 137.454149141181
8/14/2017, 137.36, 137.52, 137.24, 137.26, 17312, 0.414396258972766, 0.991061193059987, -0.124590496514835, 0.675739426323119, 0, 0.220895063349701, 0.097594060038791, 0.12330100331091, 137.44363636363, 137.317677419356, 137.08515018315, 137.477521091811
8/15/2017, 136.56, 136.94, 136.56, 136.85, 8177, 0.420431340747327, 0.700604449980132, -0.112541040681964, 0.616043902280641, 0, 0.193522588895149, 0.116779765810063, 0.0767428230850866, 137.305454545448, 137.335978494625, 137.073313797314, 137.489869345092
8/16/2017, 136.6, 137.33, 136.57, 137.16, 22766, 0.426211924265151, 0.60463391578068, -0.197154675588758, 0.640219875918542, 0, 0.194600877127101, 0.13234398807347, 0.0622568890536307, 137.251818181812, 137.399333333335, 137.064117216117, 137.50967749738
8/17/2017, 137.11, 137.81, 137.09, 137.78, 43167, 0.429207912292043, 1.02307633232412, 0.0998914691824355, 0.686414701815759, 0, 0.242686705489717, 0.15441253155672, 0.0882741739329975, 137.542181818175, 137.497698924733, 137.088568986569, 137.544509195128
8/18/2017, 138.02, 138.12, 137.61, 137.79, 42087, 0.426224347542041, 0.927892386906821, 0.17300812129531, 0.797650138769387, 0, 0.278392847876489, 0.179208594820674, 0.0991842530558156, 137.672181818175, 137.562258064518, 137.128495726496, 137.578740566038
8/21/2017, 137.89, 138.02, 137.77, 137.97, 17073, 0.413444808330992, 0.904992617460815, 0.277500301354596, 0.736075915595575, 0, 0.317554152049894, 0.206877706266518, 0.110676445783376, 137.825272727266, 137.638645161292, 137.185218559219, 137.616598602485
8/22/2017, 137.84, 137.84, 137.53, 137.58, 15406, 0.409876662270356, 0.437888843950014, 0.162603107927046, 0.771545289885041, 0, 0.313506123672369, 0.228203389747688, 0.0853027339246807, 137.74272727272, 137.659354838712, 137.230034188034, 137.643952150909
8/23/2017, 138.07, 138.27, 137.99, 138.27, 25118, 0.412390899221796, 0.73441285875917, 0.389757529069064, 0.849051294795557, 0, 0.361804607152408, 0.254923633228632, 0.106880973923776, 137.931090909084, 137.789096774195, 137.301538461539, 137.687511929107
8/24/2017, 137.93, 138.11, 137.88, 137.91, 5267, 0.40693368975149, 0.531475626904281, -0.0764476087621219, 0.642033059937908, 0, 0.366804221193433, 0.277299750821592, 0.0895044703718413, 138.037454545447, 137.836344086023, 137.378573870574, 137.721302558731
8/25/2017, 138.05, 138.34, 138, 138.25, 15594, 0.401187803948981, 0.48972011696691, 0.0919491786346402, 0.764672613919757, 0, 0.393663699758974, 0.300572540609069, 0.0930911591499057, 138.267272727265, 137.926172043013, 137.458527472528, 137.762507760532
8/28/2017, 138.16, 138.45, 138.12, 138.38, 8206, 0.392694054062359, 0.652063510274399, 0.0950937424716364, 0.71530340939834, 0, 0.420591625133596, 0.324576357513974, 0.0960152676196221, 138.423999999993, 138.031827956991, 137.537145299145, 137.805881708653
8/29/2017, 139.22, 139.22, 138.57, 138.76, 38251, 0.40230580167982, 1.49001071416998, 0.347396287525488, 0.827760375967516, 0, 0.467209325924131, 0.353102951196006, 0.114106374728125, 138.568909090902, 138.213677419357, 137.632395604396, 137.857335690066
8/30/2017, 138.64, 138.78, 138.6, 138.65, 25004, 0.388984892816713, 1.23540839018244, 0.119373553637354, 0.90266736800071, 0, 0.48963391399738, 0.380409143756281, 0.1092247702411, 138.633636363629, 138.366623655916, 137.709736263736, 137.9050213858
8/31/2017, 138.81, 139.06, 138.76, 138.97, 19389, 0.383436120166837, 1.62995980658392, 0.203582078229452, 0.888283773952422, 0, 0.527150227570473, 0.409757360519119, 0.117392867051354, 138.851636363629, 138.552473118282, 137.77832967033, 137.959185686109
9/1/2017, 138.59, 138.59, 138.14, 138.2, 78967, 0.396322805633908, 0.924752997382183, -0.0901825096959005, 0.55356426259291, 0, 0.489111439314968, 0.425628176278289, 0.0634832630366789, 138.74072727272, 138.655376344088, 137.821606837607, 137.994085624782
9/5/2017, 138.86, 139.56, 138.86, 139.54, 12068, 0.421622625424078, 1.34142500639123, 0.309108869060297, 0.713848188787685, 0, 0.560629637242243, 0.45262846847108, 0.108001168771164, 139.106363636356, 138.906193548389, 137.923174603175, 138.059438596491
9/6/2017, 139.52, 139.61, 138.82, 138.82, 96577, 0.431073044907738, 0.877261447980454, 0.0554336373162202, 0.499830953371233, 0, 0.552837574225236, 0.472670289621911, 0.0801672846033253, 139.059636363628, 138.977419354841, 137.994722832723, 138.106681626547
9/7/2017, 139.35, 140.1, 139.35, 139.89, 497917, 0.452137265632909, 1.23433255096045, 0.628209159251628, 0.727506143485666, 0, 0.625788663608205, 0.50329396441917, 0.122494699189035, 139.452909090901, 139.191913978497, 138.095829059829, 138.177551418201
9/8/2017, 139.79, 139.81, 139.57, 139.77, 63779, 0.441346554946828, 0.916334728751871, 0.688925433939966, 0.50621715339942, 0, 0.666239931203336, 0.535883157776003, 0.130356773427333, 139.644363636355, 139.343032258067, 138.197638583639, 138.244159856488
9/11/2017, 139.03, 139.08, 138.69, 138.69, 15367, 0.461479973939522, 0.745359332211817, 0.547564143940708, 0.387381207109165, 0, 0.604186195772684, 0.549543765375339, 0.0546424303973445, 139.429272727265, 139.360688172045, 138.240805860806, 138.284735632184
9/12/2017, 138.41, 138.42, 137.59, 138.2, 29644, 0.479757776457227, 0.517549067760363, 0.513710056572953, 0.342799645151121, 0, 0.509594964927913, 0.541554005285854, -0.0319590403579406, 139.046909090901, 139.302150537637, 138.250744810745, 138.313313636364
9/13/2017, 138.26, 138.26, 137.87, 137.87, 28329, 0.471004558432358, 0.462220056716564, 0.638484771924337, 0.263829308580984, 0, 0.403352889879415, 0.513913782204566, -0.110560892325152, 138.636363636355, 139.20901075269, 138.242722832723, 138.333803929122
9/14/2017, 137.81, 138.05, 137.81, 138.03, 11399, 0.455629417862173, 0.368355311149039, 0.626582648064144, 0.403344468465987, 0, 0.328281715526543, 0.476787368868962, -0.148505653342418, 138.307636363628, 139.124774193551, 138.231474969475, 138.357390973148
9/15/2017, 137.98, 138.08, 137.78, 137.98, 35624, 0.443875939412524, 0.155493074870563, 0.774648510998564, 0.596865553350411, 0, 0.261735562224146, 0.433777007539999, -0.172041445315852, 138.059454545446, 139.078774193551, 138.21032967033, 138.379317682506
9/18/2017, 137.67, 137.74, 137.42, 137.55, 15740, 0.443356612243788, -0.0439232282255019, 0.732917469558545, 0.403893855396903, 0, 0.172313526876394, 0.381484311407278, -0.209170784530884, 137.562727272719, 138.92701075269, 138.1661001221, 138.391204841713
9/19/2017, 137.63, 137.67, 137.34, 137.34, 21943, 0.433846781079265, 0.0391352470374543, 0.642249634990692, 0.345580741391768, 0, 0.0835377040041863, 0.321894989926659, -0.238357285922473, 137.2969090909, 138.750258064518, 138.110222222222, 138.398150399018
9/20/2017, 137.48, 137.48, 136.93, 137.16, 24898, 0.432744904256014, 0.124172768897767, 0.538151008804664, 0.268733693187441, 0, -0.00132697436012563, 0.257250597069302, -0.258577571429428, 136.9449090909, 138.535053763443, 138.061494505495, 138.400934369498
9/21/2017, 137.31, 137.52, 137.04, 137.05, 8714, 0.42894948204573, -0.0309090690375536, 0.354302012543358, 0.391755084746551, 0, -0.0765762012910045, 0.190485237397241, -0.267061438688246, 136.859454545446, 138.330946236562, 138.00368009768, 138.401185372005
9/22/2017, 137.48, 137.54, 137.29, 137.36, 9481, 0.424418682212062, -0.148618543800131, 0.537763425678291, 0.368270599722224, 0, -0.109930140324707, 0.130402161852851, -0.240332302177558, 137.011999999991, 138.202709677422, 137.961797313797, 138.408071394631
9/25/2017, 137.45, 138.01, 137.38, 137.98, 119007, 0.424940155669055, 0.0794313719757658, 0.64416217296419, 0.575658846179213, 0, -0.0853506892505607, 0.0872515916321691, -0.17260228088273, 137.294181818173, 138.162559139787, 137.977746031746, 138.428116333725
9/26/2017, 137.75, 137.85, 137.62, 137.82, 15321, 0.417222322923054, -0.0450170705968086, 0.532515892033261, 0.633554684143564, 0, -0.0778841598989857, 0.0542244413259381, -0.132108601224924, 137.461818181809, 138.070967741938, 137.984490842491, 138.444273757629
9/27/2017, 136.67, 136.91, 136.53, 136.69, 43324, 0.446824943433993, -0.295252002676716, 0.0242951531865444, 0.39784523116529, 0, -0.161289196334081, 0.0111217137939342, -0.172410910128016, 137.193818181809, 137.805053763444, 137.943045177045, 138.435944454028
9/28/2017, 136.25, 136.62, 136.25, 136.54, 17580, 0.441062519716515, -0.602758850661393, -0.0115763071876934, 0.442786197353013, 0, -0.236762781047275, -0.0384551851743077, -0.198307595872968, 136.970363636355, 137.541806451616, 137.889814407814, 138.424509614291
9/29/2017, 136.71, 136.74, 136.28, 136.43, 114611, 0.436205692442925, -0.517954638204069, -0.0640077974856933, 0.468541174421206, 0, -0.301971284386127, -0.0911584050166716, -0.210812879369455, 136.780181818173, 137.309935483874, 137.821377289377, 138.410888213441
10/2/2017, 136.39, 136.49, 136.14, 136.16, 119743, 0.428069664284584, -0.741549850198679, -0.261271999203811, 0.427074890025109, 0, -0.37115776096914, -0.147158276207165, -0.223999484761975, 136.495272727263, 137.053182795702, 137.749816849817, 138.391773322194
10/3/2017, 136.04, 136.37, 136.04, 136.34, 46313, 0.418231386346924, -0.721555553933178, -0.147688900970622, 0.463760353486044, 0, -0.40677499748324, -0.19908162046238, -0.207693377020859, 136.306363636354, 136.841784946239, 137.688412698413, 138.376694406173
10/4/2017, 136.38, 136.38, 136.01, 136.32, 460134, 0.410949118645926, -0.876157717582258, 0.149642451038634, 0.301175075888791, 0, -0.431640068854875, -0.245593310140879, -0.186046758713996, 136.129090909082, 136.612365591401, 137.626586080586, 138.361402159686
10/5/2017, 136.23, 136.23, 135.91, 136.04, 17129, 0.406274291834181, -0.937126158044319, -0.0488526467125919, 0.267848679531165, 0, -0.4685384573215, -0.290182339577004, -0.178356117744497, 135.8789090909, 136.4015483871, 137.564778998779, 138.340527849741
10/6/2017, 135.46, 135.89, 135.28, 135.76, 40046, 0.414747178315158, -1.16709514855389, -0.0227379524227707, 0.171847501892766, 0, -0.514444163871445, -0.335034704435892, -0.179409459435554, 135.649090909081, 136.145591397852, 137.4935995116, 138.314201698627
10/9/2017, 135.84, 136.04, 135.81, 136.04, 5792, 0.403489952085141, -0.798999813607487, -0.0670329961936773, -0.0785053060195007, 0, -0.522211379386391, -0.372470039425992, -0.149741339960399, 135.727272727263, 135.961698924734, 137.428249084249, 138.294007930214
10/10/2017, 136.04, 136.48, 136.04, 136.17, 7765, 0.399105782680322, -1.47295492235122, -0.0345746907891923, -0.039426894300259, 0, -0.51197530744642, -0.400371093030077, -0.111604214416343, 135.924181818172, 135.817225806455, 137.39127960928, 138.276753532182
10/11/2017, 136.29, 136.37, 136.16, 136.21, 14481, 0.386747835740405, -1.18010687249847, -0.108430914051364, -0.0524120473447514, 0, -0.494930233334514, -0.419282921090965, -0.0756473122435496, 135.998909090899, 135.717419354842, 137.347172161172, 138.260549570082
10/12/2017, 136.37, 137.18, 136.24, 136.65, 109096, 0.401719550463889, -1.65544275555688, 0.035886218449115, 0.0924981736111983, 0, -0.440835884861286, -0.423593513845029, -0.0172423710162571, 136.221818181808, 135.682559139788, 137.335719169719, 138.253433317951
10/13/2017, 137.15, 137.27, 136.9, 137.25, 12726, 0.402551750399606, -1.20302404358834, -0.0258651933662332, 0.320246348549245, 0, -0.345567254178661, -0.407988261911756, 0.0624210077330944, 136.62399999999, 135.758064516132, 137.344454212454, 138.258408202629
10/16/2017, 136.92, 137.15, 136.85, 137.04, 15450, 0.39760446844154, -0.895848676936537, 0.123583982759285, 0.187180199671179, 0, -0.283740637499392, -0.383138737029283, 0.099398099529891, 136.854909090899, 135.766688172046, 137.339304029304, 138.259043718593
10/17/2017, 136.75, 137.09, 136.75, 137.01, 73003, 0.390214805762114, -0.66452582990117, 0.0814126610781359, 0.159155587521643, 0, -0.234460631411622, -0.353403115905751, 0.118942484494129, 137.063454545445, 135.868322580648, 137.329684981685, 138.259010447761
10/18/2017, 136.5, 136.53, 136.35, 136.51, 23444, 0.396235909534788, -0.747516624623853, -0.0146788162141606, 0.0471111443700072, 0.361578499583061, -0.233065063890876, -0.329335505502776, 0.0962704416118994, 137.058727272717, 135.874838709681, 137.297631257631, 138.249039948771
10/19/2017, 136.95, 137.11, 136.68, 136.69, 20985, 0.397875892969964, -0.734395810034285, -0.0900098281852938, -0.0325517894276689, 0.350089606081036, -0.214956684051089, -0.306459741212438, 0.0915030571613498, 137.049818181808, 135.99043010753, 137.272544566545, 138.242718626543
10/20/2017, 135.9, 136.03, 135.73, 135.9, 62055, 0.415499433550855, -1.06349533001966, -0.486811650550104, -0.221224017525134, 0.159704741243769, -0.26133950116747, -0.297435693203445, 0.0360961920359749, 136.676545454535, 136.01843010753, 137.238515262515, 138.220993914807
10/23/2017, 135.98, 136.17, 135.96, 136.04, 8303, 0.404241799239804, -0.779588682568499, -0.480245466775132, -0.121551775029109, 0.253495534577296, -0.283532996045921, -0.29465515377194, 0.0111221577260193, 136.39999999999, 136.017161290326, 137.208275946276, 138.202306073649
10/24/2017, 135.54, 135.66, 135.45, 135.49, 38282, 0.407361441066897, -0.931960739696878, -0.512259702818787, -0.459884458869066, 0.130310920306289, -0.34156456045443, -0.304037035108438, -0.0375275253459917, 135.959454545444, 135.930537634412, 137.158097680098, 138.173224248165
10/25/2017, 134.94, 135.22, 134.92, 135.16, 36160, 0.409024353119608, -1.0028104323194, -0.491059059516752, -0.436097125629656, 0.0966935376245021, -0.409463198547115, -0.325122267796173, -0.0843409307509421, 135.449999999989, 135.797526881724, 137.086532356532, 138.138215843535
10/26/2017, 135.31, 135.31, 134.91, 134.91, 9297, 0.404117893330843, -1.07105084742201, -0.659972886409764, -0.618509388981497, 0.0589781525977105, -0.477936909889848, -0.355685196214908, -0.12225171367494, 134.999454545444, 135.660946236563, 137.019247863248, 138.098944630249
10/27/2017, 135.07, 135.38, 135.01, 135.33, 91014, 0.400085478015228, -0.999617545228644, -0.72420406745058, -0.456980896337983, 0.0934026518040972, -0.492633556555631, -0.383074868283053, -0.109558688272578, 134.908909090898, 135.594451612907, 136.974153846154, 138.068295454546
10/30/2017, 135.86, 136.11, 135.72, 136.11, 42786, 0.406556383460515, -0.886568345104455, -0.476129573624551, -0.234314978014397, 0.211201077973336, -0.436311743469787, -0.3937222433204, -0.0425895001493872, 135.150545454535, 135.615354838713, 136.968500610501, 138.052925495557
10/31/2017, 136.19, 136.2, 136.09, 136.1, 7875, 0.390298088796254, -0.815744003835292, -0.532115109929483, -0.204477039012453, 0.125670369878815, -0.388010474032512, -0.392579889462822, 0.00456941543031003, 135.433454545444, 135.630279569896, 136.964175824176, 138.037569397427
11/1/2017, 135.9, 137.21, 135.44, 136.06, 178530, 0.435937023305245, -0.346963850379089, -0.433328236710284, -0.206681815676663, 0.2442751165397, -0.348936710524299, -0.383851253675118, 0.0349145431508187, 135.652181818171, 135.636129032262, 136.963208791209, 138.021662791738
11/2/2017, 136.31, 136.51, 136.28, 136.47, 13357, 0.429383101204412, -0.0315838414846187, -0.520851244858178, -0.104877666791625, 0.34532947080252, -0.281640323610191, -0.363409067662132, 0.0817687440519418, 136.07309090908, 135.693763440864, 136.960964590965, 138.01364868456
11/3/2017, 136.57, 136.72, 136.4, 136.71, 5462, 0.418901442691081, 0.158840717519275, -0.343866602988109, -0.305740503907944, 0.374974605914019, -0.206560358664831, -0.332039325862672, 0.125478967197841, 136.430909090898, 135.80625806452, 136.963015873016, 138.010191742355
11/6/2017, 136.83, 136.96, 136.77, 136.96, 24361, 0.406356713046019, 0.443521450068894, -0.370725419856727, -0.211154379053551, 0.318631446789778, -0.125440040161607, -0.290719468722459, 0.165279428560852, 136.858909090898, 135.996000000004, 136.962500610501, 138.011382742882
11/7/2017, 136.99, 137.2, 136.92, 137.11, 6691, 0.395827325854013, 0.427140357091211, -0.364284965213784, -0.204316362698949, 0.402976742311775, -0.0484889069734891, -0.242273356372665, 0.193784449399176, 137.178545454534, 136.200688172047, 136.960180708181, 138.015277777778
11/8/2017, 137.13, 137.19, 136.85, 136.87, 8050, 0.389115879414419, 0.304327673401246, -0.550915896665211, -0.170229915186629, 0.469585797625109, -0.00679227661842674, -0.195177140421817, 0.188384863803391, 137.260909090898, 136.304172043015, 136.930627594628, 138.014648830859
11/9/2017, 136.63, 136.84, 136.49, 136.65, 279213, 0.384159355248291, 0.338992019319676, -0.583627995847361, -0.353000094323635, 0.421986205590046, 0.00840357082921628, -0.154460998171611, 0.162864569000827, 137.123999999989, 136.368580645165, 136.895023199023, 138.009955608168
11/10/2017, 135.95, 136.01, 135.62, 135.64, 71883, 0.405637032585852, -0.050355483862691, -0.94855408481579, -0.577279065336663, 0.282813921371236, -0.0603564184448828, -0.135640082226265, 0.0752836637813823, 136.627272727261, 136.296795698929, 136.802920634921, 137.986885760965
