Date,TLH_Open,TLH_High,TLH_Low,TLH_Close,TLH_Volume,TLH_ATRPercentOfClose20,TLH_SQN25,TLH_SQN50,TLH_SQN100,TLH_SQN200,TLH_MACD,TLH_MACD_Avg,TLH_MACD_Diff,TLH_LinReg10,TLH_LinReg30,TLH_LinReg90,TLH_LinReg270
5/2/2017, 135.2, 135.76, 135.2, 135.69, 15185, 0.509385431967795, 0.428820756919131, 0.507147279520825, 0, 0, 0.373631926662114, 0.543157517824779, -0.169525591162665, 135.326727272724, 136.488903225807, 135.25339070568, 135.25339070568
5/3/2017, 135.8, 135.8, 135.24, 135.31, 12360, 0.50596839701814, 0.474779192505732, 0.405659023238973, 0, 0, 0.30834568229119, 0.496195150718061, -0.187849468426871, 135.272363636361, 136.386752688172, 135.282229691877, 135.282229691877
5/4/2017, 134.74, 134.91, 134.6, 134.89, 40273, 0.508484354737181, 0.107876602381469, 0.267446210267398, 0, 0, 0.220177306418918, 0.440991581858232, -0.220814275439314, 135.103454545452, 136.248430107527, 135.290322845417, 135.290322845417
5/5/2017, 134.75, 135.04, 134.59, 134.84, 6043, 0.499925703648571, 0.313873576627359, 0.139855995268537, 0, 0, 0.144601771972901, 0.381713619881166, -0.237111847908265, 135.021999999997, 136.090172043011, 135.295653568565, 135.295653568565
5/8/2017, 134.75, 134.75, 134.27, 134.48, 16461, 0.497393536481073, 0.0383167607825856, -0.18312086634281, 0, 0, 0.0550243387519629, 0.316375763655326, -0.261351424903363, 134.810909090906, 135.894064516129, 135.284354754441, 135.284354754441
5/9/2017, 134.11, 134.25, 134.01, 134.25, 162778, 0.490838053234085, -0.32566643386798, -0.116077922385376, 0, 0, -0.0341320472616076, 0.246274201471939, -0.280406248733547, 134.422363636361, 135.692817204301, 135.26307711951, 135.26307711951
5/10/2017, 134.63, 134.63, 134.03, 134.18, 27202, 0.488897437877046, -0.257533945496887, -0.157453035754799, 0, 0, -0.109178993029929, 0.175183562571566, -0.284362555601494, 134.160909090906, 135.453333333333, 135.239393258427, 135.239393258427
5/11/2017, 133.99, 134.41, 133.81, 134.18, 83520, 0.486810592514719, -0.420295344905234, 0.280281012209869, 0, 0, -0.166732252614452, 0.106800399534362, -0.273532652148814, 133.995818181815, 135.245182795699, 135.216485958486, 135.216485958486
5/12/2017, 134.65, 135.05, 134.65, 134.96, 12600, 0.492028994060786, -0.00775512235741191, 0.609128721681397, 0, 0, -0.147701532885947, 0.0559000130503003, -0.203601545936247, 134.224363636361, 135.103698924731, 135.227709401709, 135.228048256092
5/15/2017, 134.71, 134.91, 134.68, 134.84, 17471, 0.47822620429043, 0.123112283265163, 0.554966194911445, 0, 0, -0.14068086605721, 0.0165838372287983, -0.157264703286008, 134.329454545451, 134.960903225807, 135.238769230769, 135.233920056101
5/16/2017, 134.82, 135.28, 134.82, 135.02, 13177, 0.470743744017149, 0.0385518178302824, 0.644443164147383, 0, 0, -0.119218168501277, -0.0105765639172167, -0.10864160458406, 134.604181818179, 134.878838709678, 135.281301587302, 135.247071608328
5/17/2017, 135.91, 136.6, 135.85, 136.48, 24542, 0.500306486674499, 0.294671610338853, 1.05559626537223, 0, 0, 0.0154231833559493, -0.00537661446258352, 0.0207997978185328, 135.343818181815, 134.966688172043, 135.370161172161, 135.320768197089
5/18/2017, 136.61, 136.76, 136.39, 136.43, 22125, 0.489025418429003, 0.10073662380363, 1.26682558529038, 0, 0, 0.116747055228643, 0.0190481194756618, 0.0976989357529813, 135.91836363636, 135.061290322581, 135.469487179487, 135.389592105263
5/19/2017, 136.32, 136.58, 136.13, 136.53, 7633, 0.480713769460599, 0.0286409731435745, 1.49687621576193, 0, 0, 0.202778612334271, 0.0557942180473836, 0.146984394286887, 136.433454545451, 135.150322580645, 135.57168986569, 135.45991838488
5/22/2017, 136.54, 136.54, 136.25, 136.3, 10000, 0.468087002180724, -0.0132048181294195, 1.3400385893803, 0, 0, 0.249523808216651, 0.0945401360812371, 0.154983672135414, 136.704909090906, 135.171634408602, 135.664937728938, 135.518274773827
5/23/2017, 136.47, 136.62, 135.83, 135.84, 24361, 0.475266824774522, -0.618805284036319, 1.33846618544979, 0, 0, 0.246608804327138, 0.124953869730417, 0.121654934596721, 136.672181818178, 135.148752688172, 135.738544566544, 135.555955473098
5/24/2017, 136, 136.35, 135.79, 136.25, 22219, 0.470695289566991, -0.240242500062367, 1.3997167951575, 0, 0, 0.274221165333046, 0.154807328850943, 0.119413836482103, 136.68036363636, 135.223483870968, 135.820490842491, 135.608511111111
5/25/2017, 136.32, 136.35, 136.27, 136.35, 2103, 0.450499607945195, -0.0896171182186499, 1.13386483723632, 0, 0, 0.300706961957815, 0.183987255472317, 0.116719706485497, 136.610181818178, 135.338817204301, 135.923973137973, 135.663063366337
5/26/2017, 136.46, 136.6, 136.29, 136.37, 14513, 0.439277997111982, -0.10604478396049, 1.28381306770886, 0.636663638062738, 0, 0.319626523849507, 0.211115109147755, 0.108511414701752, 136.584545454542, 135.474989247312, 136.00136996337, 135.716400698893
5/30/2017, 136.74, 136.92, 136.63, 136.92, 51989, 0.435722490818382, 0.332983931936592, 1.27199574821465, 0.681477407369393, 0, 0.374681718791976, 0.243828431076599, 0.130853287715376, 136.647999999996, 135.673655913979, 136.088532356532, 135.789055777651
5/31/2017, 136.92, 137.2, 136.78, 137.02, 13616, 0.428960496793973, 0.83309488703104, 1.17813667935427, 0.499747463016574, 0, 0.421523461623934, 0.279367437186066, 0.142156024437868, 136.668545454542, 135.949397849463, 136.17631013431, 135.862968633308
6/1/2017, 136.56, 136.79, 136.52, 136.69, 23504, 0.426785857832867, 0.460880929446643, 0.896773291251642, 0.59121795525234, 0, 0.427094360291449, 0.308912821807143, 0.118181538484306, 136.757999999996, 136.150924731183, 136.264686202686, 135.92178021978
6/2/2017, 137.49, 137.86, 137.32, 137.69, 34206, 0.44498867718655, 0.810251348418223, 1.04151330760009, 0.647253338682248, 0, 0.506363932064687, 0.348403043858652, 0.157960888206035, 137.171454545451, 136.462430107527, 136.380625152625, 136.016077268643
6/5/2017, 137.27, 137.47, 137.24, 137.24, 28871, 0.440520011758417, 0.53408426067198, 0.942515026448658, 0.560378692515949, 0, 0.526801756877717, 0.384082786462465, 0.142718970415252, 137.380727272723, 136.713741935484, 136.455321123321, 136.090417915711
6/6/2017, 137.81, 137.94, 137.62, 137.81, 8085, 0.442160351883309, 1.0736002325362, 1.04168907163737, 0.641248402959464, 0, 0.582280944330904, 0.423722418036153, 0.158558526294751, 137.702181818178, 136.998903225807, 136.556637362637, 136.183229491173
6/7/2017, 137.68, 137.75, 137.36, 137.5, 16427, 0.437362997733722, 0.764331439865377, 0.839063804237251, 0.567167141677427, 0, 0.594382519180783, 0.457854438265079, 0.136528080915704, 137.742181818178, 137.171225806452, 136.647191697192, 136.26160380564
6/8/2017, 137.48, 137.48, 137.08, 137.28, 12380, 0.431457907772199, 0.84188352315067, 0.925503791298056, 0.6016553154733, 0, 0.579540362505554, 0.482191623113174, 0.0973487393923802, 137.697636363633, 137.33406451613, 136.72157997558, 136.329384487072
6/9/2017, 136.94, 137.17, 136.87, 137.13, 58993, 0.425282684314293, 0.975708127268184, 0.74617788355673, 0.417905992722788, 0, 0.549341631634604, 0.49562162481746, 0.0537200068171442, 137.565090909087, 137.472279569893, 136.799135531136, 136.389508599509
6/12/2017, 136.93, 137.46, 136.91, 137.1, 23420, 0.424165308351701, 0.985122528827931, 0.909286932948599, 0.654632122309487, 0, 0.517028191417921, 0.499902938137552, 0.017125253280369, 137.383636363632, 137.610516129033, 136.863860805861, 136.446547619048
6/13/2017, 136.9, 137.53, 136.9, 137.04, 9763, 0.426119458452038, 1.13627008397621, 0.804725940152066, 0.759748948122445, 0, 0.481033009579562, 0.496128952425954, -0.0150959428463922, 137.251636363632, 137.688387096775, 136.92084004884, 136.499565423514
6/14/2017, 138.07, 138.88, 137.98, 138.18, 125472, 0.4680535537484, 1.60620143073095, 0.924887140200483, 0.971258670212621, 0, 0.538289969568552, 0.504561155854474, 0.0337288137140784, 137.526909090905, 137.927483870968, 137.025164835165, 136.590638099674
