Date,VNQI_Open,VNQI_High,VNQI_Low,VNQI_Close,VNQI_Volume,VNQI_ATRPercentOfClose20,VNQI_SQN25,VNQI_SQN50,VNQI_SQN100,VNQI_SQN200,VNQI_MACD,VNQI_MACD_Avg,VNQI_MACD_Diff,VNQI_LinReg10,VNQI_LinReg30,VNQI_LinReg90,VNQI_LinReg270
3/16/2017, 53.24, 53.32, 53.2, 53.27, 196247, 0.657381566970775, 0.796688361954317, 1.74089502802667, 0, 0, 0.216659806966632, 0.200752863163167, 0.0159069438034653, 52.7016363636362, 52.5990752688172, 52.8682277526395, 52.8682277526395
3/17/2017, 53.31, 53.43, 53.23, 53.31, 174923, 0.642802105963357, 0.644636204970712, 1.49079712069155, 0, 0, 0.270032773732623, 0.214608845277058, 0.0554239284555652, 53.0530909090907, 52.6636344086022, 52.9435195936139, 52.9435195936139
3/20/2017, 53.28, 53.46, 53.25, 53.35, 479080, 0.629885496822141, 0.630839828000183, 1.24276226960863, 0, 0, 0.311962787310165, 0.23407963368368, 0.0778831536264854, 53.3505454545452, 52.738623655914, 53.0164779874214, 53.0164779874214
3/21/2017, 53.49, 53.59, 53.02, 53.11, 512827, 0.654757516337566, 0.582742524123537, 1.13014585264546, 0, 0, 0.32211350692436, 0.251686408331816, 0.0704270985925445, 53.4803636363634, 52.7586666666667, 53.0671111111112, 53.0671111111112
3/22/2017, 53.09, 53.35, 53.09, 53.3, 875002, 0.644192553622021, 0.67067164703382, 1.28756232638062, 0, 0, 0.34155223588791, 0.269659573843035, 0.0718926620448756, 53.5681818181816, 52.8039139784947, 53.1276363636364, 53.1276363636364
3/23/2017, 53.32, 53.6, 53.32, 53.53, 168865, 0.637375115872428, 0.637952222989143, 1.34343704947917, 0, 0, 0.371237254467474, 0.289975109967922, 0.0812621444995512, 53.6492727272725, 52.8993763440861, 53.2000563909775, 53.2000563909775
3/24/2017, 53.5, 53.72, 53.46, 53.63, 202052, 0.628617480048825, 0.723136554109989, 1.36262606283541, 0, 0, 0.398241331651263, 0.311628354304591, 0.0866129773466728, 53.7185454545453, 53.0168387096775, 53.2745614035088, 53.2745614035088
3/27/2017, 53.39, 53.51, 53.32, 53.43, 479647, 0.628431923680846, 0.668337270425927, 1.43019832206753, 0, 0, 0.398905593471589, 0.32908380213799, 0.0698217913335989, 53.7019999999998, 53.1047311827958, 53.3308240794857, 53.3308240794857
3/28/2017, 53.35, 53.57, 53.35, 53.45, 731410, 0.617366918580995, 0.602927882693073, 1.41823637935872, 0, 0, 0.39647553542801, 0.342562148795994, 0.0539133866320157, 53.5556363636362, 53.177311827957, 53.3847457627119, 53.3847457627119
3/29/2017, 53.35, 53.52, 53.32, 53.5, 214544, 0.604642031929841, 0.487808386561321, 1.47533770152296, 0, 0, 0.394042008067061, 0.352858120650208, 0.041183887416853, 53.5309090909089, 53.2518279569893, 53.4384480874317, 53.4384480874317
3/30/2017, 53.24, 53.31, 53.16, 53.2, 474361, 0.609603971293876, 0.157203454442588, 1.29293566316526, 0, 0, 0.363713267165259, 0.355029149953218, 0.00868411721204143, 53.4423636363635, 53.2992043010753, 53.4695505023797, 53.4695505023797
3/31/2017, 53.11, 53.34, 53.07, 53.26, 263703, 0.60381871402915, 0.261625853939972, 1.5566515980737, 0, 0, 0.340592877374213, 0.352141895437417, -0.0115490180632038, 53.3863636363634, 53.3481935483871, 53.5023348694317, 53.5023348694317
4/3/2017, 53.21, 53.38, 53.06, 53.38, 392540, 0.602312017117514, 0.517001704627431, 1.56413587784573, 0, 0, 0.328169861129112, 0.347347488575756, -0.0191776274466441, 53.3825454545452, 53.3998279569893, 53.5404067460318, 53.5404067460318
4/4/2017, 53.36, 53.54, 53.31, 53.51, 197565, 0.592297602318188, 0.614874526232137, 1.429668763168, 0, 0, 0.325067271636463, 0.342891445187898, -0.0178241735514342, 53.3739999999998, 53.4698279569893, 53.5840144230769, 53.5840144230769
4/5/2017, 53.56, 53.73, 53.53, 53.57, 387404, 0.582586381650997, 0.52415848931958, 1.38920947238319, 0, 0, 0.323718322357195, 0.339056820621757, -0.0153384982645623, 53.4023636363634, 53.5565806451613, 53.6285734265734, 53.6285734265734
4/6/2017, 53.72, 53.82, 53.66, 53.75, 256005, 0.574859438917055, 1.27434995830237, 1.43868542467788, 0, 0, 0.333331329932044, 0.337911722483814, -0.00458039255177056, 53.5241818181815, 53.6744086021506, 53.6811307100859, 53.6811307100859
4/7/2017, 53.84, 53.97, 53.84, 53.88, 237436, 0.565214552704197, 1.25704744455263, 1.62611288939751, 0, 0, 0.347434611309119, 0.339816300248875, 0.00761831106024352, 53.6989090909088, 53.7970967741936, 53.7382396839333, 53.7382396839333
4/10/2017, 53.71, 53.8, 53.62, 53.73, 380200, 0.562647907960488, 1.17230827219586, 1.59114287198596, 0, 0, 0.342559009979951, 0.34036484219509, 0.00219416778486042, 53.7681818181815, 53.8769677419356, 53.7834910485934, 53.7834910485934
4/11/2017, 53.94, 54.12, 53.77, 54.1, 355067, 0.566904223474698, 1.5105910120874, 1.83405541872475, 0, 0, 0.364350957542797, 0.345162065264632, 0.0191888922781654, 53.9529090909088, 53.9952903225807, 53.8471428571429, 53.8471428571429
4/12/2017, 54.24, 54.42, 54.16, 54.42, 552881, 0.564793137917717, 1.98575463392392, 1.79778042327708, 0, 0, 0.40279933859582, 0.356689519930869, 0.0461098186649505, 54.2227272727269, 54.157870967742, 53.9252354124748, 53.9252354124748
4/13/2017, 54.57, 54.59, 54.33, 54.36, 261817, 0.561060346527006, 1.95989637182837, 1.69341875002304, 0, 0, 0.423546083425443, 0.370060832629784, 0.0534852507956586, 54.361636363636, 54.2557204301076, 53.9959037558685, 53.9959037558685
4/17/2017, 54.75, 54.97, 54.73, 54.9, 354111, 0.583320189714893, 2.081765185261, 1.92507561508307, 0, 0, 0.478050842668878, 0.391658834637603, 0.0863920080312754, 54.6358181818178, 54.4175053763441, 54.0922488584474, 54.0922488584474
4/18/2017, 54.57, 54.77, 54.56, 54.75, 230334, 0.586722639170415, 1.71715164086691, 1.6971381472315, 0, 0, 0.503340316803538, 0.41399513107079, 0.0893451857327479, 54.7927272727269, 54.5398279569893, 54.1756682710107, 54.1756682710107
4/19/2017, 54.63, 54.67, 54.3, 54.37, 327225, 0.602665279931051, 1.76064341334654, 1.58397901488146, 0, 0, 0.487104545065129, 0.428617013869658, 0.0584875311954716, 54.7696363636359, 54.5901505376344, 54.2347459459459, 54.2347459459459
4/20/2017, 54.57, 54.7, 54.54, 54.56, 231223, 0.600780163239712, 1.54778971616375, 1.58382814802144, 0, 0, 0.48398985729213, 0.439691582554152, 0.0442982747379777, 54.7772727272723, 54.6325376344086, 54.3007157894737, 54.3007157894737
4/21/2017, 54.39, 54.53, 54.32, 54.52, 2718009, 0.593170165462964, 1.2161858375784, 1.33708813600787, 0, 0, 0.472843137728759, 0.446321893589074, 0.0265212441396855, 54.7530909090905, 54.6502365591398, 54.3613055365687, 54.3613055365687
4/24/2017, 54.69, 54.82, 54.58, 54.7, 405595, 0.58907962614239, 1.33924332105932, 1.28492732158101, 0, 0, 0.473080401458553, 0.45167359516297, 0.0214068062955834, 54.7750909090904, 54.6892258064516, 54.4280319680319, 54.4280319680319
4/25/2017, 54.91, 55.03, 54.88, 54.96, 314791, 0.587000050445584, 1.51963476009632, 1.38102095261812, 0, 0, 0.488615802939641, 0.459062036718304, 0.0295537662213373, 54.8121818181813, 54.767376344086, 54.5045699448231, 54.5045699448231
4/26/2017, 54.79, 54.94, 54.71, 54.81, 1011644, 0.581982241084926, 1.64620203617805, 1.39817773818055, 0, 0, 0.483253330562263, 0.463900295487096, 0.0193530350751674, 54.8043636363631, 54.7832473118279, 54.569996835443, 54.569996835443
4/27/2017, 54.74, 54.79, 54.61, 54.76, 234075, 0.571649457672965, 1.41577950733829, 1.34230507761092, 0, 0, 0.469556198864176, 0.465031476162512, 0.00452472270166382, 54.8045454545449, 54.8359139784946, 54.6298333333333, 54.6298333333333
4/28/2017, 54.61, 54.61, 54.43, 54.46, 379344, 0.576356006005564, 0.872982982128681, 1.02208297039755, 0, 0, 0.429542136150694, 0.457933608160148, -0.0283914720094544, 54.6705454545449, 54.8625806451613, 54.6722643781993, 54.6722643781993
5/1/2017, 54.68, 54.72, 54.55, 54.63, 340989, 0.56963080144078, 0.930591715138175, 1.12585135209754, 0, 0, 0.406858273498813, 0.447718541227881, -0.0408602677290685, 54.6978181818176, 54.9058064516129, 54.7207434616515, 54.7207434616515
5/2/2017, 54.89, 55.1, 54.85, 55.1, 378019, 0.579183015400623, 1.4808757665894, 1.40859885485599, 0, 0, 0.4219423324069, 0.442563299463685, -0.0206209670567851, 54.8721818181812, 55.002817204301, 54.789148020654, 54.789148020654
5/3/2017, 54.94, 55.01, 54.77, 54.83, 275774, 0.583026353112267, 1.18170035620641, 1.19246236793881, 0, 0, 0.407413406110877, 0.435533320793123, -0.0281199146822467, 54.8581818181812, 55.0382795698924, 54.8418095238095, 54.8418095238095
5/4/2017, 54.69, 54.69, 54.51, 54.62, 245537, 0.585297843172617, 0.940691052975356, 0.962575550881372, 0, 0, 0.374635319626968, 0.423353720559892, -0.0487184009329242, 54.7845454545448, 55.0486666666666, 54.8823228454172, 54.8823228454172
5/5/2017, 54.58, 55, 54.57, 54.99, 195108, 0.591389703298489, 1.51508387428349, 1.03419639960269, 0, 0, 0.37420080378201, 0.413523137204316, -0.0393223334223058, 54.8274545454539, 55.112817204301, 54.9378267842822, 54.9378267842822
5/8/2017, 55.11, 55.14, 54.9, 54.99, 260020, 0.583642367615289, 1.46131747400824, 1.08830464446176, 0, 0, 0.369595974515654, 0.404737704666583, -0.0351417301509292, 54.8807272727266, 55.1742150537633, 54.9908359456635, 54.9908359456635
5/9/2017, 55.09, 55.16, 55.01, 55.1, 240568, 0.56877983857362, 1.45049328873376, 1.29303158405129, 0, 0, 0.370551211135847, 0.397900405960436, -0.027349194824589, 55.0081818181811, 55.2274623655913, 55.0463917262513, 55.0463917262513
5/10/2017, 55.34, 55.34, 55.02, 55.19, 347240, 0.568450455700963, 1.41591801452801, 1.34943184071008, 0, 0, 0.374256297249836, 0.393171584218316, -0.0189152869684801, 55.1290909090902, 55.2826881720429, 55.1034831460674, 55.1034831460674
5/11/2017, 55.06, 55.19, 55.01, 55.19, 354360, 0.556335234963387, 1.36289862515699, 1.24767236767411, 0, 0, 0.372894113467353, 0.389116090068124, -0.0162219766007703, 55.219272727272, 55.3300215053763, 55.1581001221001, 55.1581001221001
5/12/2017, 55, 55.28, 55, 55.26, 420873, 0.553183759260729, 1.27438053868987, 1.79882880027107, 0, 0, 0.373161415478592, 0.385925155150217, -0.0127637396716257, 55.2501818181811, 55.3553333333332, 55.200862026862, 55.2133898709986
5/15/2017, 55.42, 55.55, 55.4, 55.51, 318888, 0.54927918951379, 1.35669776661478, 1.84168468978637, 0, 0, 0.389061308330952, 0.386552385786364, 0.00250892254458751, 55.3578181818174, 55.4030752688171, 55.2652625152625, 55.2770196353436
5/16/2017, 55.52, 55.55, 55.42, 55.55, 292744, 0.53314065561503, 1.54037374713942, 1.89616687389992, 0, 0, 0.400275625428037, 0.389297033714699, 0.0109785917133383, 55.525272727272, 55.4493763440859, 55.3410891330891, 55.3397025852207
5/17/2017, 55.5, 55.55, 55.35, 55.39, 755465, 0.526000455830369, 1.11198347885433, 1.86790052548163, 0, 0, 0.391736692949358, 0.389784965561631, 0.00195172738772748, 55.5589090909083, 55.4700430107526, 55.4055653235653, 55.3931063829787
5/18/2017, 55.21, 55.37, 54.95, 55.07, 228509, 0.542553241075394, 0.556662390097368, 1.83559045053307, 0, 0, 0.355055344791431, 0.382839041407591, -0.0277836966161598, 55.4094545454537, 55.4419784946236, 55.4506666666666, 55.4310328947368
5/19/2017, 55.5, 55.61, 55.38, 55.58, 510562, 0.55927467860239, 0.963937725920242, 2.07589620836507, 0, 0, 0.362953942732752, 0.378862021672623, -0.0159080789398715, 55.4856363636355, 55.480946236559, 55.5175018315018, 55.4882474226804
5/22/2017, 55.76, 55.85, 55.68, 55.81, 519862, 0.553310559127125, 0.768431515354663, 2.0640265866961, 0, 0, 0.383353654023161, 0.379760348142731, 0.00359330588043005, 55.60909090909, 55.5459569892472, 55.5924273504273, 55.552497370082
5/23/2017, 55.78, 55.79, 55.56, 55.58, 423732, 0.550310348860032, 0.696154752634024, 1.74677949738161, 0, 0, 0.376620052851564, 0.379132289084497, -0.00251223623293328, 55.6303636363627, 55.5593333333333, 55.6474334554334, 55.6049721706864
5/24/2017, 55.73, 56.02, 55.63, 56.02, 387047, 0.557960312926786, 1.3906719820955, 2.23790897580116, 0, 0, 0.402152188083477, 0.383736268884293, 0.0184159191991837, 55.7954545454536, 55.6412688172042, 55.7190964590964, 55.6728646464646
5/25/2017, 56.24, 56.27, 56.12, 56.17, 204748, 0.550900656821268, 1.35747047627816, 2.04744162156979, 0, 0, 0.4295388787856, 0.392896790864555, 0.0366420879210453, 55.96709090909, 55.7511827956988, 55.7924468864469, 55.7440613861386
5/26/2017, 56.19, 56.19, 56.08, 56.14, 484777, 0.533432230120558, 1.36773855117902, 1.82942474129367, 2.48994551918358, 0, 0.443707495389411, 0.403058931769526, 0.0406485636198852, 56.0889090909081, 55.8419999999999, 55.8605811965812, 55.8113919627257
5/30/2017, 56.14, 56.39, 56.14, 56.37, 326374, 0.526867857530951, 1.39861820029781, 1.93481568065293, 2.37142865355941, 0, 0.468099346057478, 0.416067014627116, 0.0520323314303618, 56.2921818181808, 55.9865161290321, 55.9271086691086, 55.8850713877784
5/31/2017, 56.65, 56.65, 56.39, 56.44, 603458, 0.524708789379318, 1.25417002968704, 1.95186774043256, 2.20364902922442, 0, 0.48745935047198, 0.430345481796089, 0.0571138686758906, 56.4807272727262, 56.1204301075268, 55.9946105006105, 55.9587005227782
6/1/2017, 56.9, 56.97, 56.75, 56.94, 705172, 0.540636386879879, 1.72100425202418, 2.37723911676785, 2.38755871585102, 0, 0.536958392671693, 0.45166806397121, 0.0852903287004829, 56.7614545454535, 56.2815483870967, 56.0887936507936, 56.0485824175824
6/2/2017, 57.31, 57.51, 57.13, 57.48, 1289622, 0.558361935899326, 2.07933003331932, 2.49311018643983, 2.59976256497588, 0, 0.612697432655267, 0.483873937708021, 0.128823494947246, 57.0801818181808, 56.5072688172042, 56.2051184371185, 56.1555292003594
6/5/2017, 57.47, 57.47, 57.33, 57.39, 555312, 0.544344169223185, 2.34025429078037, 2.29898283720675, 2.51612787972844, 0, 0.657875342241766, 0.51867421861477, 0.139201123626996, 57.3383636363626, 56.7000645161289, 56.3146349206349, 56.2553817668842
6/6/2017, 57.65, 57.66, 57.5, 57.6, 549141, 0.538679102050914, 2.36094487586037, 2.35161915376657, 2.56569099955374, 0, 0.702526122205647, 0.555444599332946, 0.147081522872701, 57.6163636363626, 56.9129892473117, 56.4248034188035, 56.3594911734164
6/7/2017, 57.77, 57.8, 57.57, 57.73, 347586, 0.530513086163624, 2.17461669416439, 2.58454139630934, 2.76465353845871, 0, 0.73987330169637, 0.592330339805631, 0.14754296189074, 57.7956363636353, 57.1410322580644, 56.5338412698413, 56.4647570506287
6/8/2017, 57.55, 57.55, 57.34, 57.45, 378293, 0.540386326214355, 2.1785178651395, 2.36096910830742, 2.62043510065523, 0, 0.738366125494558, 0.621537496943416, 0.116828628551142, 57.848909090908, 57.3056774193547, 56.6234432234433, 56.5562885738115
6/9/2017, 57.18, 57.23, 56.95, 57.16, 479469, 0.559708445048354, 2.08784670184228, 2.12094716829483, 2.51372857522398, 0, 0.70563695752454, 0.638357389059641, 0.0672795684648989, 57.7539999999989, 57.4131612903224, 56.704192918193, 56.6342800982801
6/12/2017, 57.07, 57.14, 56.86, 57, 393244, 0.559531368123083, 1.66245279841286, 2.24600259325728, 2.44634899596156, 0, 0.659189467433784, 0.64252380473447, 0.0166656626993141, 57.543818181817, 57.4648602150536, 56.7762710622711, 56.7038947876448
6/13/2017, 57.55, 57.72, 57.55, 57.7, 243779, 0.587497809079115, 2.00730209386257, 2.46151296368443, 2.8173062761725, 0, 0.671127308901902, 0.648244505567956, 0.0228828033339457, 57.5745454545443, 57.600322580645, 56.8748083028084, 56.795771175727
6/14/2017, 57.92, 57.98, 57.53, 57.67, 388746, 0.597428340639356, 1.89349337514488, 2.37249948923514, 2.76318589593679, 0, 0.670438981745562, 0.652683400803477, 0.0177555809420848, 57.5363636363625, 57.7435053763439, 56.9733821733822, 56.8835305076852
6/15/2017, 57.25, 57.44, 57.21, 57.43, 264424, 0.609977499293716, 1.60793641310179, 2.14094486407646, 2.51642877628241, 0, 0.643114064665852, 0.650769533575952, -0.00765546891010027, 57.4481818181806, 57.8216559139783, 57.0525885225886, 56.9600594965676
6/16/2017, 57.52, 57.58, 57.37, 57.57, 281071, 0.596308101358628, 1.70853087903842, 2.17959360574855, 2.51425377340481, 0, 0.625544809806648, 0.645724588822091, -0.0201797790154433, 57.4896363636351, 57.8867956989245, 57.1375115995116, 57.0388380809596
6/19/2017, 57.6, 57.61, 57.51, 57.53, 372628, 0.575577690343393, 1.62268124212051, 2.05729305457873, 2.46500473466597, 0, 0.601460125118585, 0.63687169608139, -0.035411570962805, 57.4943636363623, 57.9524946236557, 57.2269792429793, 57.1136516357207
6/20/2017, 57.24, 57.24, 56.86, 56.86, 373777, 0.612158552570922, 0.872947776435776, 1.52621433785417, 2.22623192954106, 0, 0.522288818025437, 0.6139551204702, -0.0916663024447624, 57.3019999999987, 57.9167956989245, 57.2893894993895, 57.163385484572
6/21/2017, 56.89, 56.92, 56.71, 56.8, 449409, 0.600650854475766, 0.807469780805411, 1.58112925240634, 2.24229139839243, 0, 0.449521682063292, 0.581068432788818, -0.131546750725526, 57.1552727272714, 57.8687526881718, 57.3472136752137, 57.2094032189147
6/22/2017, 56.71, 56.78, 56.6, 56.69, 208571, 0.589365322058781, 0.844484114537805, 1.34660922776551, 2.24290539989556, 0, 0.378612710217581, 0.540577288274571, -0.161964578056989, 56.9652727272714, 57.8017849462363, 57.393242979243, 57.2501848739496
6/23/2017, 56.69, 56.9, 56.67, 56.84, 287470, 0.578651725934846, 1.18050600288061, 1.26502665125183, 2.15903953367205, 0, 0.3307083851508, 0.498603507649816, -0.167895122499017, 56.8105454545441, 57.7441720430105, 57.4436874236875, 57.2944848484849
6/26/2017, 57.09, 57.22, 56.9, 56.9, 253697, 0.582531386591034, 0.920480962987237, 1.32907204125549, 2.1333757903622, 0, 0.294194074797616, 0.457721621079376, -0.16352754628176, 56.6619999999986, 57.6881935483869, 57.4996507936509, 57.3392358758976
6/27/2017, 56.77, 56.77, 56.51, 56.55, 496501, 0.591312716218892, 0.509280396902129, 0.88052607968389, 1.98609808409328, 0, 0.234313129936311, 0.413039922850763, -0.178726792914453, 56.5379999999986, 57.5938924731181, 57.5364835164836, 57.371143542583
6/28/2017, 56.41, 56.49, 56.29, 56.44, 364615, 0.585875219650415, 0.597905206861353, 0.905255522303495, 1.84361867946276, 0, 0.175952695871921, 0.365622477454995, -0.189669781583074, 56.4327272727259, 57.4815913978492, 57.562910866911, 57.3983844741674
6/29/2017, 56.47, 56.47, 55.98, 56.21, 618028, 0.602445428343995, 0.145262786287443, 1.00417189767835, 1.83878484868207, 0, 0.109875971794438, 0.314473176322883, -0.204597204528446, 56.2670909090895, 57.323698924731, 57.5790134310136, 57.4173032258065
6/30/2017, 56.32, 56.41, 56.13, 56.25, 442713, 0.596805060459647, 0.0686614219325571, 0.924938210033725, 1.78451268318999, 0, 0.0600451939924795, 0.263587579856803, -0.203542385864323, 56.2098181818168, 57.1442580645159, 57.5992942612944, 57.4367352380953
7/3/2017, 56.22, 56.24, 56.1, 56.1, 189049, 0.581849740076869, -0.0151068578060283, 0.863993224920007, 1.56002178427897, 0, 0.00835389863206615, 0.212540843611855, -0.204186944979789, 56.1647272727258, 56.9721720430105, 57.6149206349207, 57.4507036620423
7/5/2017, 55.81, 55.99, 55.68, 55.99, 427102, 0.591349917795977, -0.25487765855148, 0.708450341253353, 1.41290298278165, 0, -0.0410151093982591, 0.161829653009832, -0.202844762408092, 56.0256363636349, 56.7981075268815, 57.6212307692309, 57.4606471456693
7/6/2017, 55.84, 55.84, 55.63, 55.66, 357697, 0.597452350027433, -0.525929434456985, 0.389192961130251, 1.25568932814892, 0, -0.105551909314919, 0.108353340544882, -0.213905249859801, 55.8079999999985, 56.5656774193546, 57.6050598290599, 57.4599127906977
7/7/2017, 55.56, 55.66, 55.4, 55.62, 216641, 0.591360803890697, -0.966019409762113, 0.449890990687065, 1.31114194801659, 0, -0.158102941622097, 0.0550620841114863, -0.213165025733583, 55.6167272727257, 56.3569892473116, 57.584468864469, 57.4577602862254
7/10/2017, 55.7, 55.79, 55.63, 55.76, 142932, 0.575626139110124, -1.38043778706512, 0.550327137014095, 1.3422853607089, 0, -0.186305568738874, 0.00678855354141433, -0.193094122280288, 55.5621818181803, 56.17864516129, 57.5722295482296, 57.4597157956547
7/11/2017, 55.6, 55.74, 55.44, 55.71, 181588, 0.576055786051723, -1.3498529847268, 0.695397031742135, 1.2189179758616, 0, -0.210267107719375, -0.0366225787107435, -0.173644529008631, 55.5612727272711, 55.9946021505374, 57.5400805860807, 57.459906315059
7/12/2017, 55.95, 56.19, 55.86, 56.15, 413623, 0.58570729205511, -1.09078733751606, 0.820883882714824, 1.37882427214706, 0, -0.191544471789925, -0.0676069573265798, -0.123937514463345, 55.7072727272711, 55.8844946236556, 57.5278534798536, 57.4730747322853
7/13/2017, 56.24, 56.39, 56.2, 56.36, 174835, 0.575640369525367, -1.01548666532319, 0.695076153798699, 1.50181667288492, 0, -0.157940760200866, -0.085673717901437, -0.0722670422994288, 55.9256363636347, 55.8071182795696, 57.5208376068377, 57.491948153967
7/14/2017, 56.86, 57.09, 56.78, 57.08, 444768, 0.603905687896413, -0.229717834225645, 1.16570019668111, 1.66754451815214, 0, -0.0723772737968886, -0.0830144290805273, 0.0106371552836387, 56.3510909090893, 55.8549462365588, 57.5398021978023, 57.5313930348259
7/17/2017, 57.03, 57.03, 56.87, 56.91, 214580, 0.593874360075046, -0.153601284237445, 1.19351577593913, 1.52105690336037, 0, -0.0180767955738688, -0.0700269023791956, 0.0519501068053268, 56.678363636362, 55.9163010752685, 57.5419023199025, 57.564651416122
7/18/2017, 57.14, 57.22, 57.1, 57.2, 321927, 0.588418187767086, 0.14481107534257, 1.15362355335164, 1.54407420481466, 0, 0.0478062206472885, -0.0464602777738988, 0.0942664984211872, 57.0398181818165, 56.0121290322578, 57.5522905982908, 57.605308072134
7/19/2017, 57.41, 57.6, 57.41, 57.58, 219460, 0.590042450907667, -0.0725020518106328, 1.32726531124782, 1.70422395476467, 0, 0.129192558477001, -0.0113297105237188, 0.14052226900072, 57.4505454545437, 56.1713978494621, 57.5806666666668, 57.6557219930181
7/20/2017, 57.78, 57.88, 57.71, 57.82, 191915, 0.584156210776554, 0.116766859791145, 1.38376724303906, 1.89186909514854, 0, 0.210629802548972, 0.0330621920908194, 0.177567610458153, 57.7914545454528, 56.3699139784943, 57.6232527472529, 57.7115639662184
7/21/2017, 57.81, 57.87, 57.66, 57.87, 286355, 0.572613037873601, 0.323558557705213, 1.36222059908828, 1.91718814443466, 0, 0.276022175510782, 0.081654188774812, 0.19436798673597, 58.0238181818164, 56.5555268817201, 57.6551575091577, 57.767250770812
7/24/2017, 57.84, 57.89, 57.69, 57.86, 344668, 0.561359500115072, 0.217917306486205, 1.35712577368222, 1.84094911518953, 0, 0.323312243494989, 0.129985799718847, 0.193326443776142, 58.1579999999981, 56.7178279569889, 57.7027619047621, 57.8210911854104
7/25/2017, 57.9, 57.95, 57.75, 57.79, 630049, 0.55124152349585, 0.196638715623521, 1.28458761443292, 2.16598550106302, 0, 0.351094350964154, 0.174207509967909, 0.176886840996245, 58.1434545454527, 56.8560645161287, 57.7516800976803, 57.871459394666
7/26/2017, 57.84, 58.2, 57.78, 58.13, 525527, 0.55674239223609, 1.02184348271516, 1.31692068734863, 2.21862180540299, 0, 0.395982391278004, 0.218562486229928, 0.177419905048076, 58.2209090909072, 57.0790107526879, 57.8130378510381, 57.9298926425688
7/27/2017, 58.55, 58.58, 58.13, 58.27, 424396, 0.566247871934953, 1.18274303490806, 1.3633289630834, 2.28903879265839, 0, 0.437806555156065, 0.262411300015155, 0.17539525514091, 58.2807272727254, 57.3149462365588, 57.8778730158732, 57.9906031468532
7/28/2017, 58.39, 58.58, 58.3, 58.55, 192011, 0.561836043087399, 1.48617132746025, 1.5803617193188, 2.42984034917037, 0, 0.487921708563022, 0.307513381724729, 0.180408326838293, 58.477090909089, 57.5665376344083, 57.94600976801, 58.0573687739464
7/31/2017, 58.53, 58.59, 58.39, 58.55, 233585, 0.550823660232773, 1.36589542842173, 1.77638865650032, 2.55251243275775, 0, 0.521625356291402, 0.350335776638063, 0.171289579653339, 58.5592727272708, 57.8202365591395, 58.0143833943836, 58.1223580538498
8/1/2017, 58.75, 58.91, 58.72, 58.72, 409659, 0.552421475498934, 1.44616045622304, 1.63658006858195, 2.62503144577052, 0, 0.555648153157897, 0.39139825194203, 0.164249901215867, 58.6687272727253, 58.0865161290319, 58.0914529914532, 58.1902348336595
8/2/2017, 58.72, 58.78, 58.6, 58.73, 304695, 0.540035409317768, 1.84346469069444, 1.52540297313998, 2.53815747274416, 0, 0.576769738701067, 0.428472549293837, 0.14829718940723, 58.7747272727254, 58.3017204301072, 58.16737973138, 58.2566013973157
8/3/2017, 58.73, 58.85, 58.65, 58.8, 472975, 0.529429687241002, 2.02482738473386, 1.70276621382335, 2.43935110024097, 0, 0.592329160551685, 0.461243871545407, 0.131085289006278, 58.8901818181799, 58.5097419354835, 58.2381855921859, 58.3231081081081
8/4/2017, 58.87, 58.9, 58.64, 58.84, 264699, 0.524710100769585, 2.35341975542133, 1.51838570735269, 2.65897127273605, 0, 0.600960284103579, 0.489187154057041, 0.111773130046537, 58.9759999999981, 58.7026021505373, 58.3072503052506, 58.3889530201343
8/7/2017, 58.59, 58.65, 58.51, 58.65, 213895, 0.528222424770985, 2.08750722355962, 1.32897869754111, 2.35363200919486, 0, 0.585717314987782, 0.50849318624319, 0.0772241287445928, 58.9412727272708, 58.8674838709674, 58.3651721611724, 58.4480830022075
8/8/2017, 58.61, 58.68, 58.44, 58.49, 276227, 0.523700341121172, 2.08307694212661, 1.2560585621453, 2.1489505893513, 0, 0.554336443857316, 0.517661837766015, 0.0366746060913015, 58.7941818181799, 59.0043870967739, 58.4056605616609, 58.5014830951551
8/9/2017, 58.58, 58.75, 58.5, 58.75, 528143, 0.517441213694783, 2.42280191285631, 1.26520090497929, 2.22602575421701, 0, 0.544173807571546, 0.522964231727121, 0.0212095758444251, 58.7667272727253, 59.1406881720427, 58.4549719169722, 58.5602657378741
8/10/2017, 58.35, 58.41, 57.92, 57.92, 490204, 0.570263945775899, 1.64865701671163, 0.731627557297917, 1.78772222409079, 0, 0.463799391022043, 0.511131263586106, -0.0473318725640626, 58.4467272727253, 59.1501505376341, 58.4666471306474, 58.59605466429
8/11/2017, 57.83, 57.99, 57.76, 57.87, 171872, 0.562090951311095, 1.64175712017948, 0.476417319558742, 1.87686500332866, 0, 0.391553914910354, 0.487215793850955, -0.0956618789406015, 58.1845454545434, 59.1283870967739, 58.4756996336999, 58.6295802262254
8/14/2017, 58.14, 58.32, 58.14, 58.24, 277570, 0.569227218144822, 1.76909006418042, 0.396500670594331, 1.92731063278309, 0, 0.360004850550368, 0.461773605190838, -0.10176875464047, 58.0872727272707, 59.1455268817201, 58.499064713065, 58.6716426799008
