Date,MDY_Open,MDY_High,MDY_Low,MDY_Close,MDY_Volume,MDY_ATRPercentOfClose20,MDY_SQN25,MDY_SQN50,MDY_SQN100,MDY_SQN200,MDY_MACD,MDY_MACD_Avg,MDY_MACD_Diff,MDY_LinReg10,MDY_LinReg30,MDY_LinReg90,MDY_LinReg270
1/24/2017, 305.09, 309.19, 305, 308.36, 2493080, 0, 0, 0, 0, 0, 0.477269633554954, 0.390667727768412, 0.0866019057865415, 305.103636363636, 305.143416666667, 305.143416666667, 305.143416666667
1/25/2017, 309.77, 311.11, 309.69, 310.97, 1437682, 0, 0, 0, 0, 0, 0.907444010147117, 0.494022984244153, 0.413421025902963, 307.117090909091, 306.458161764706, 306.458161764706, 306.458161764706
1/26/2017, 311.1, 311.77, 309.27, 309.93, 910737, 0, 0, 0, 0, 0, 1.15117101163503, 0.625452589722328, 0.5257184219127, 308.718909090909, 307.294509803922, 307.294509803922, 307.294509803922
1/27/2017, 310.27, 310.79, 307.57, 308.32, 967815, 0, 0, 0, 0, 0, 1.20057340867959, 0.74047675351378, 0.460096655165808, 309.236, 307.645555555556, 307.645555555556, 307.645555555556
1/30/2017, 306.51, 306.55, 302.8, 305.67, 1510117, 0, 0, 0, 0, 0, 1.01420123076656, 0.795221648964336, 0.218979581802223, 308.992363636364, 307.415736842105, 307.415736842105, 307.415736842105
1/31/2017, 305.22, 307.23, 303.94, 306.7, 1593573, 0, 0, 0, 0, 0, 0.938790536039562, 0.823935426379381, 0.114855109660181, 308.614, 307.411571428572, 307.411571428572, 307.411571428572
2/1/2017, 308.58, 309.46, 304.73, 305.81, 1981284, 0, 0, 0, 0, 0, 0.798012464261603, 0.818750833955826, -0.0207383696942225, 308.02709090909, 307.2470995671, 307.2470995671, 307.2470995671
2/2/2017, 305.84, 307.46, 304.87, 306.16, 1372784, 1.12250579762216, 0, 0, 0, 0, 0.706542322962491, 0.796309131757159, -0.0897668087946677, 307.096727272727, 307.164387351779, 307.164387351779, 307.164387351779
2/3/2017, 308.45, 310.44, 308.08, 310.19, 1251663, 1.12151602646765, 0, 0, 0, 0, 0.948307399460759, 0.826708785297879, 0.12159861416288, 307.697818181818, 307.748586956522, 307.748586956522, 307.748586956522
2/6/2017, 309.22, 310.42, 308.26, 308.86, 921137, 1.10499547833161, 0, 0, 0, 0, 1.02082069415928, 0.86553116707016, 0.155289527089123, 307.379454545454, 308.041033333333, 308.041033333333, 308.041033333333
2/7/2017, 309.55, 310.09, 307.24, 308, 1091642, 1.09894304631696, 0, 0, 0, 0, 0.997395831667689, 0.891904099989666, 0.105491731678023, 307.398545454545, 308.162246153846, 308.162246153846, 308.162246153846
2/8/2017, 307.25, 308.41, 305.74, 308.26, 858777, 1.08642293957161, 0.467417723642079, 0, 0, 0, 0.988417425650994, 0.911206765121931, 0.0772106605290623, 308.04909090909, 308.303162393162, 308.303162393162, 308.303162393162
2/9/2017, 308.87, 311.64, 308.61, 311.15, 1608709, 1.0768301416832, 0.305871079020014, 0, 0, 0, 1.20066035625729, 0.969097483349003, 0.231562872908285, 309.637818181818, 308.829417989418, 308.829417989418, 308.829417989418
