Date,MDY_Open,MDY_High,MDY_Low,MDY_Close,MDY_Volume,MDY_ATRPercentOfClose20,MDY_SQN25,MDY_SQN50,MDY_SQN100,MDY_SQN200,MDY_MACD,MDY_MACD_Avg,MDY_MACD_Diff,MDY_LinReg10,MDY_LinReg30,MDY_LinReg90,MDY_LinReg270
2/10/2017, 312.31, 313.42, 311.56, 312.8, 1174574, 1.05387760120042, 0.716492088943037, 0, 0, 0, 1.48488874512253, 1.07225573570371, 0.412633009418824, 311.408, 309.513620689655, 309.513620689655, 309.513620689655
2/13/2017, 314.3, 314.9, 313.55, 313.71, 827250, 1.03174992181542, 0.834860390059986, 0, 0, 0, 1.76324558830618, 1.2104537062242, 0.552791882081974, 312.718181818181, 310.234965517242, 310.234965517242, 310.234965517242
2/14/2017, 313.26, 314.66, 312.33, 314.6, 662149, 1.01442070748277, 1.14437995391179, 0, 0, 0, 2.03223461828418, 1.3748098886362, 0.657424729647981, 314.103272727272, 310.985182795699, 310.985182795699, 310.985182795699
2/15/2017, 313.6, 315.83, 313.6, 315.58, 1273352, 0.996038775731592, 1.05019237417635, 0, 0, 0, 2.29799827859989, 1.55944756662894, 0.738550711970955, 315.217999999999, 311.766, 311.770947580645, 311.770947580645
2/16/2017, 315.62, 316.07, 313.65, 315.23, 1132414, 0.985672115607991, 0.887766463287565, 0, 0, 0, 2.45210942809388, 1.73797993892192, 0.714129489171952, 315.748909090908, 312.743569892473, 312.42840909091, 312.42840909091
2/17/2017, 314.23, 315.6, 313.51, 315.6, 1118214, 0.968402249534068, 1.1381107392876, 0, 0, 0, 2.57442318421494, 1.90526858798053, 0.669154596234409, 316.718909090908, 313.561139784946, 313.057557932264, 313.057557932264
2/21/2017, 315.88, 318.27, 315.88, 318.14, 1024299, 0.954599743682983, 1.20296176984816, 0, 0, 0, 2.8435359767974, 2.0929220657439, 0.750613911053497, 318.005272727272, 314.618043010753, 313.906151260504, 313.906151260504
2/22/2017, 317.42, 317.77, 316.12, 317.02, 1003161, 0.941932825476433, 1.43940427099422, 0, 0, 0, 2.93262963506794, 2.26086357960871, 0.671766055459231, 318.226545454545, 315.322967741936, 314.545857142857, 314.545857142857
2/23/2017, 317.58, 317.81, 314.15, 315.58, 1078560, 0.956907811381938, 1.12796263240526, 0, 0, 0, 2.85414028317092, 2.37951892032115, 0.474621362849769, 317.510363636363, 315.889483870968, 314.967567567568, 314.967567567568
2/24/2017, 313.31, 316.06, 312.82, 316.06, 919840, 0.958937919256206, 1.47320080757697, 0, 0, 0, 2.79841055979665, 2.46329724821625, 0.335113311580399, 317.138727272726, 316.533870967742, 315.396201991465, 315.396201991465
2/27/2017, 315.6, 318.08, 315.34, 318.05, 1342764, 0.948366051948155, 1.50563725286347, 0, 0, 0, 2.88160339122936, 2.54695847681887, 0.334644914410488, 317.516727272727, 317.252559139785, 315.983765182186, 315.983765182186
2/28/2017, 317, 317.26, 314.5, 314.66, 1466850, 0.96706423339797, 1.13919264394651, 0, 0, 0, 2.64351682450308, 2.56627014635572, 0.0772466781473655, 316.619272727272, 317.569333333333, 316.181320512821, 316.181320512821
3/1/2017, 317.83, 320.48, 317.72, 319.92, 2107481, 0.994566173096258, 1.16537151000523, 0, 0, 0, 2.84645735684575, 2.62230758845372, 0.224149768392025, 317.66509090909, 318.320494623656, 316.864743902439, 316.864743902439
3/2/2017, 319.61, 319.68, 316.07, 316.22, 1026376, 1.01676848267696, 0.51440950797845, 0, 0, 0, 2.67786139378831, 2.63341834952064, 0.0444430442676667, 317.338545454545, 318.582365591398, 317.139337979094, 317.139337979094
3/3/2017, 316.23, 317.02, 315.04, 316.53, 1029998, 0.99626071182037, 0.647779326983435, 0, 0, 0, 2.53998294530987, 2.61473126867849, -0.0747483233686124, 317.014181818181, 318.669010752689, 317.416168327796, 317.416168327796
3/6/2017, 314.95, 315.11, 313.37, 314.46, 1472523, 1.00292273407389, 0.60266181953193, 0, 0, 0, 2.23788464014507, 2.5393619429718, -0.301477302826734, 315.977818181817, 318.509247311828, 317.481194503172, 317.481194503172
3/7/2017, 314.22, 314.43, 312.58, 312.85, 802267, 0.987726158890947, 0.72323247408416, 0, 0, 0, 1.84726192652431, 2.4009419396823, -0.553680013157993, 314.955454545454, 318.030129032258, 317.39596969697, 317.39596969697
3/8/2017, 313.2, 313.93, 311.2, 311.2, 942260, 0.987177449770505, 0.453962401202078, 0, 0, 0, 1.38854314033688, 2.19846217981322, -0.80991903947634, 313.427636363636, 317.586666666667, 317.17179710145, 317.17179710145
3/9/2017, 311.29, 312.28, 308.81, 310.02, 1806562, 0.997352239372143, 0.425908489568779, 0, 0, 0, 0.919193172351413, 1.94260837832086, -1.02341520596944, 311.521636363636, 317.149161290323, 316.861637372803, 316.861637372803
3/10/2017, 312.04, 312.47, 309.7, 311.55, 1121057, 0.987286741093386, 0.535004683186746, 0, 0, 0, 0.663044984643648, 1.68669569958542, -1.02365071494177, 310.543454545454, 316.842580645162, 316.697127659575, 316.697127659575
3/13/2017, 311.25, 312.88, 311.25, 312.07, 946472, 0.96247548619945, 0.2090489368137, 0, 0, 0, 0.496284495873908, 1.44861345884311, -0.952328962969206, 310.388909090908, 316.484193548388, 316.583537414966, 316.583537414966
3/14/2017, 310.95, 311.42, 309.13, 310.88, 1344564, 0.965136833277628, 0.224709629060151, 0, 0, 0, 0.265047252582804, 1.21190021759105, -0.946852965008249, 309.471454545454, 315.773956989248, 316.381028571429, 316.381028571429
3/15/2017, 312.23, 315.63, 312, 315.04, 1327942, 0.980160144086089, 0.691268179003887, 0, 0, 0, 0.412709842567438, 1.05206214258633, -0.639352300018892, 311.249272727272, 315.626602150538, 316.512941176471, 316.512941176471
3/16/2017, 315.51, 316.07, 314.21, 314.83, 2092808, 0.961312991783622, 0.645496175055541, 0.782705767742616, 0, 0, 0.506944523124446, 0.943038618693953, -0.436094095569507, 312.480727272726, 315.339462365592, 316.61769984917, 316.61769984917
3/17/2017, 314.55, 314.93, 313.39, 314.22, 972848, 0.9395253667592, 0.318363304086846, 0.441240228378807, 0, 0, 0.526336999080741, 0.85969829477131, -0.33336129569057, 313.639272727272, 314.94006451613, 316.667735849057, 316.667735849057
3/20/2017, 313.93, 314.35, 312.23, 312.8, 767939, 0.930488419775966, 0.0161803495201195, 0.518087994451749, 0, 0, 0.422256038658134, 0.772209843548675, -0.349953804890542, 314.019272727272, 314.577161290324, 316.60819706499, 316.60819706499
3/21/2017, 314.31, 314.31, 306.53, 306.67, 1865358, 1.02847992572024, -0.585567777141251, 0.104484490921137, 0, 0, -0.153103756985331, 0.587147123441874, -0.740250880427205, 312.050181818181, 313.330967741937, 316.108693602694, 316.108693602694
3/22/2017, 306.24, 307.56, 305.11, 307.36, 1254625, 1.01471805660982, -0.60206812987834, 0.276555729443234, 0, 0, -0.547096716455428, 0.360298355462414, -0.907395071917842, 310.326545454544, 312.129118279571, 315.687253246753, 315.687253246753
3/23/2017, 307.37, 310.05, 306.42, 308.08, 979048, 1.0206425434485, -0.623929773400222, 0.19469021723599, 0, 0, -0.7921100412089, 0.129816676128151, -0.921926717337051, 308.82509090909, 311.040086021506, 315.339981203008, 315.339981203008
3/24/2017, 309.04, 309.95, 306.76, 307.78, 974164, 1.02237824760002, -0.620319786440218, 0.093917188700335, 0, 0, -0.998976776657173, -0.095942014428914, -0.903034762228259, 307.631818181817, 310.106817204302, 314.991548699335, 314.991548699335
3/27/2017, 304.87, 307.77, 303.85, 307.32, 1984512, 1.0366529942536, -0.692733229778379, 0.181777575424656, 0, 0, -1.18636266025169, -0.314026143593469, -0.87233651665822, 306.589272727271, 309.246924731184, 314.631402688486, 314.631402688486
3/28/2017, 306.28, 310.3, 306.28, 309.63, 1225169, 1.04238926552439, -0.70935519416316, 0.220919907872325, 0, 0, -1.13538165554365, -0.478297245983506, -0.657084409560148, 306.365818181817, 308.776150537635, 314.443627118644, 314.443627118644
3/29/2017, 309.33, 310.88, 308.51, 310.68, 1034865, 1.02506514378171, -0.52146781366671, 0.477246595775664, 0, 0, -0.998739766891561, -0.582385750165117, -0.416354016726444, 307.405272727271, 308.524258064517, 314.333710382514, 314.333710382514
3/30/2017, 310.49, 312.54, 310.49, 312.32, 798939, 1.00151728011845, -0.257039162986395, 0.500241319014432, 0, 0, -0.749476295532929, -0.615803859238679, -0.13367243629425, 309.207090909089, 308.571075268818, 314.333833950291, 314.333833950291
3/31/2017, 312.33, 313.7, 311.82, 312.42, 1008791, 0.981224579349165, -0.289275644341942, 0.659905272646299, 0, 0, -0.537666153636167, -0.600176318118177, 0.0625101644820102, 311.058363636362, 308.628279569894, 314.339216589862, 314.339216589862
4/3/2017, 312.72, 313.45, 309.19, 310.73, 2436648, 1.00578146276913, -0.606297549291057, 0.439308825516987, 0, 0, -0.500405601966236, -0.580222174887789, 0.0798165729215529, 312.139999999999, 308.513849462367, 314.238526785715, 314.238526785715
4/4/2017, 310.15, 311.11, 309.47, 310.27, 1981339, 0.983337577690205, -0.373302164634258, 0.461575853840831, 0, 0, -0.502205390806353, -0.564618818071501, 0.0624134272651489, 311.949636363635, 308.541806451614, 314.114211538462, 314.114211538462
4/5/2017, 311.73, 313.01, 307.62, 307.89, 1457207, 1.02892313072345, -1.18425228098254, -0.00960761152632368, 0, 0, -0.687749893278749, -0.589245033112951, -0.098504860165798, 310.878727272726, 308.24389247312, 313.852447552448, 313.852447552448
4/6/2017, 308.16, 311, 307.24, 310.53, 1681619, 1.02970851635114, -0.557365085291494, -0.00722873522071063, 0, 0, -0.614683621503218, -0.594332750791004, -0.0203508707122138, 310.834909090908, 308.243849462367, 313.759914066034, 313.759914066034
4/7/2017, 309.61, 311.3, 309.03, 310.08, 1074571, 1.01624618260899, -0.634892363620116, 0.0336242440739707, 0, 0, -0.586330461320074, -0.592732292896818, 0.00640183157674434, 310.441999999998, 308.251290322582, 313.645092186129, 313.645092186129
4/10/2017, 310.37, 312.51, 309.47, 310.9, 1221564, 1.01177785618599, -0.348755521366605, 0.203696961460658, 0, 0, -0.492021512899441, -0.572590136897343, 0.0805686239979015, 310.114909090907, 308.534021505378, 313.582544757034, 313.582544757034
4/11/2017, 310.05, 312.74, 309, 312.74, 1723824, 1.01532790405389, 0.00459424814864313, 0.524256273320113, 0, 0, -0.265745026098102, -0.511221114737495, 0.245476088639393, 310.69018181818, 308.870344086023, 313.62681573499, 313.62681573499
4/12/2017, 312.48, 312.48, 308.66, 308.9, 1236887, 1.04259296302403, -0.205873948444624, 0.174997215762921, 0, 0, -0.391759231298238, -0.487328738049643, 0.0955695067514056, 309.979272727271, 309.082494623657, 313.453460764588, 313.453460764588
4/13/2017, 308.4, 309.23, 305.45, 305.45, 1450347, 1.06352633152469, -0.408531928676768, -6.71402422598866E-05, 0, 0, -0.761237491995757, -0.542110488838866, -0.219127003156891, 308.501636363635, 308.681333333334, 313.097570422535, 313.097570422535
4/17/2017, 306.16, 309.24, 305.46, 309.22, 1159181, 1.05931508979369, -0.185969849734436, 0.224071770467118, 0, 0, -0.741298949898464, -0.581948181050786, -0.159350768847678, 308.72109090909, 308.848666666668, 312.963276255708, 312.963276255708
4/18/2017, 308.23, 309.55, 307.13, 309.17, 907594, 1.04564912980789, -0.236162984500672, -0.0441733841845525, 0, 0, -0.721218337715129, -0.609802212383655, -0.111416125331474, 308.759818181817, 308.918817204302, 312.832121436505, 312.832121436505
4/19/2017, 310.12, 311.67, 309.34, 309.77, 1090153, 1.03179512021684, -0.0794968563345353, 0.0852642975452265, 0, 0, -0.649403404093221, -0.617722450725568, -0.0316809533676528, 308.998909090908, 308.99189247312, 312.738378378379, 312.738378378379
4/20/2017, 310.92, 313.22, 310.2, 312.84, 2155478, 1.02572629992997, -0.180049297416638, 0.343113805268965, 0, 0, -0.340837249214644, -0.562345410423383, 0.221508161208739, 309.849818181817, 309.364365591399, 312.808996491228, 312.808996491228
4/21/2017, 312.42, 312.89, 311.31, 312.05, 801266, 1.00222337730039, -0.232077676850404, 0.273831777651035, 0, 0, -0.158218897110714, -0.481520107760849, 0.323301210650135, 310.685818181817, 309.547354838711, 312.83521189337, 312.83521189337
4/24/2017, 315.95, 316.48, 314.85, 315.83, 1098086, 1.01084955400772, 0.15520940023952, 0.325832337355264, 0, 0, 0.28819968527398, -0.327576149153883, 0.615775834427864, 312.654727272726, 310.298860215055, 313.052417582418, 313.052417582418
4/25/2017, 317.71, 318.98, 317.32, 317.75, 1122153, 1.00407170388716, 0.436981574620783, 0.340906870395815, 0, 0, 0.787835900130688, -0.104493739296969, 0.892329639427657, 315.137272727271, 311.301032258066, 313.356189548848, 313.356189548848
4/26/2017, 317.31, 319.39, 316.98, 317.77, 1427672, 0.991728592109507, 1.14910556974793, 0.28400766549068, 0, 0, 1.17190602971772, 0.150786214505968, 1.02111981521175, 317.621090909089, 312.189763440861, 313.647253164557, 313.647253164557
4/27/2017, 318.33, 319.06, 317.02, 318.07, 756355, 0.973321957364436, 1.10777145358538, 0.246166574474518, 0, 0, 1.4833922448675, 0.417307420578275, 1.06608482428923, 319.16618181818, 313.349440860216, 313.940027777778, 313.940027777778
4/28/2017, 318.18, 318.44, 314.83, 314.85, 1748854, 0.991441287057205, 0.66923493718481, -0.020575680289849, 0, 0, 1.45366329953049, 0.624578596368718, 0.829084703161772, 318.408727272726, 314.06701075269, 314.063748870822, 314.063748870822
5/1/2017, 315.82, 317.1, 313.95, 315.83, 1244336, 0.988815263807945, 0.791581723756505, 0.0628970251255234, 0, 0, 1.49198206543986, 0.798059290182946, 0.693922775256911, 318.231090909089, 314.868129032259, 314.228715838966, 314.228715838966
5/2/2017, 316.02, 316.78, 314.54, 315.34, 926086, 0.976351393829009, 0.789770834513876, 0.00903213496540664, 0, 0, 1.46591292687384, 0.931630017521125, 0.534282909352716, 317.513636363635, 315.502021505378, 314.363141135972, 314.363141135972
5/3/2017, 314.27, 315.03, 312.8, 314.02, 959394, 0.971876046441429, 0.44272745795017, -0.235018579773452, 0, 0, 1.3234836823919, 1.01000075049528, 0.313482931896616, 316.123636363635, 315.543376344087, 314.429803921569, 314.429803921569
5/4/2017, 314.19, 314.26, 311.54, 313.59, 1074194, 0.967916994478014, 0.299333659007986, -0.192459600170453, 0, 0, 1.16250938905262, 1.04050247820675, 0.122006910845869, 314.967272727271, 315.528752688174, 314.473389876881, 314.473389876881
5/5/2017, 314.75, 316.27, 313.46, 316.27, 562087, 0.956153399890734, 0.390935735164109, 0.0684951672519906, 0, 0, 1.23693113200272, 1.07978820896594, 0.157142923036782, 314.537818181816, 315.861978494625, 314.637249398556, 314.637249398556
5/8/2017, 315.74, 316.3, 313.75, 314.92, 871796, 0.952726101848947, 0.251914590921778, -0.0458862635401176, 0, 0, 1.1734503763995, 1.09852064245265, 0.0749297339468469, 314.167818181816, 315.951075268819, 314.733119122257, 314.733119122257
5/9/2017, 315.14, 315.54, 313.34, 314.2, 815731, 0.942173388906929, 0.348005304579014, -0.216683204770409, 0, 0, 1.05290619036964, 1.08939775203605, -0.036491561666411, 313.982727272725, 315.872086021507, 314.792576608784, 314.792576608784
5/10/2017, 313.77, 316.48, 313.57, 316.2, 934783, 0.935418516302433, 0.574724701347969, 0.123196022347, 0, 0, 1.10600796837622, 1.09271979530408, 0.0132881730721337, 314.68618181818, 316.156473118281, 314.937647940075, 314.937647940075
5/11/2017, 315.16, 315.4, 311.84, 314.25, 967617, 0.963533390969254, 0.62534541781581, -0.356128235569807, 0, 0, 0.979452290536642, 1.0700662943506, -0.090614003813954, 314.861636363634, 316.221053763442, 314.991448107448, 314.991448107448
5/12/2017, 313.33, 313.67, 312.13, 312.98, 548424, 0.952939004749452, 0.254833320403519, -0.201564492968374, 0, 0, 0.767826590912591, 1.009618353663, -0.241791762750404, 314.162727272725, 316.210795698926, 314.900673992674, 314.987830864787
5/15/2017, 313.7, 316.13, 313.69, 314.94, 781043, 0.949667578653583, 0.482173286223475, -0.0855973449868776, 0, 0, 0.749626095869075, 0.957619902104211, -0.207993806235136, 314.438909090907, 316.451634408603, 314.995194139194, 315.067741935484
5/16/2017, 315.38, 315.48, 312.78, 314.52, 1242677, 0.946311496439341, 0.363263814312068, 0.0271142450212555, 0, 0, 0.6933194277197, 0.904759807227309, -0.211440379507609, 314.520545454543, 316.510258064517, 315.012610500611, 315.126465339739
5/17/2017, 310.62, 314.68, 307.96, 308.16, 3085017, 1.02658423308378, -0.362974533968601, -0.278195772401005, 0, 0, 0.133953013326675, 0.750598448447182, -0.616645435120508, 312.185818181816, 315.706795698926, 314.739142857143, 314.916228443449
5/18/2017, 307.45, 309.52, 306.23, 308.42, 1976121, 1.02776923482181, -0.0239950533373217, -0.156154829968334, 0, 0, -0.285082815765634, 0.543462195604619, -0.828545011370253, 310.174545454543, 314.791268817206, 314.432388278388, 314.724
5/19/2017, 309.08, 312.81, 308.87, 311.6, 1372618, 1.03685930049279, 0.568996660694929, 0.126005102536494, 0, 0, -0.35646321957563, 0.363477112568569, -0.7199403321442, 310.079818181815, 314.451806451614, 314.304832722833, 314.668754295533
5/22/2017, 312.15, 313.49, 312.08, 313.17, 790763, 1.01025350490748, 0.384828973633107, 0.128026708279461, 0, 0, -0.283083613220811, 0.234164967410693, -0.517248580631504, 310.512181818179, 314.274645161292, 314.26876923077, 314.678857563644
5/23/2017, 313.83, 314.53, 311.91, 313.74, 650787, 0.999751500048711, 0.442003561544308, 0.131004717407655, 0, 0, -0.17689635908846, 0.151952702110863, -0.328849061199322, 311.092909090906, 314.20453763441, 314.213570207571, 314.711156462585
5/24/2017, 313.71, 315.09, 313.2, 314.62, 789491, 0.977143645807699, 0.466418913782411, 0.26252128141292, 0, 0, -0.0214858738384009, 0.11726498692101, -0.138750860759411, 312.402727272725, 314.350430107528, 314.227960927961, 314.776995959596
5/25/2017, 315.66, 316.59, 314.59, 315.11, 924462, 0.958577916130295, 0.233774574032917, 0.0289865078367982, 0, 0, 0.139607650204653, 0.121733519577739, 0.0178741306269141, 313.577999999997, 314.290365591399, 314.197487179488, 314.859518811881
5/26/2017, 314.52, 315, 313.66, 314.31, 1004565, 0.936033256320914, 0.233359932464655, -0.00947247266562908, 0.547229222862498, 0, 0.200411890976739, 0.137469193857539, 0.0629426971191999, 314.175999999997, 313.858731182797, 314.151631257632, 314.907652882935
5/30/2017, 313.83, 314.56, 312.47, 313.31, 697703, 0.925423325634404, -0.241051229426444, -0.0349561299104288, 0.279315980454169, 0, 0.165994565188782, 0.143174268123787, 0.0228202970649951, 314.747999999997, 313.494387096775, 314.007597069597, 314.915168475157
5/31/2017, 313.88, 314.18, 310.24, 313.37, 3430562, 0.941848814649741, -0.439309910497385, 0.0618554816870567, 0.40137101263878, 0, 0.141924072731683, 0.142924229045367, -0.00100015631368325, 315.345636363634, 313.107935483872, 313.893098901099, 314.924393203884
6/1/2017, 314.38, 318.31, 313.48, 318.31, 1939696, 0.958467547027897, 0.0665463825431906, 0.81883418296102, 0.634299417045831, 0, 0.515522130519059, 0.217443809340105, 0.298078321178954, 316.440545454542, 313.3611827957, 313.970986568987, 315.120269230769
6/2/2017, 318.8, 320.22, 317.64, 318.74, 1743608, 0.949787647141016, 0.0783256166517968, 0.79998680590812, 0.748934299711606, 0, 0.836654259776708, 0.341285899427426, 0.495368360349282, 317.182363636361, 313.818559139786, 314.158158730159, 315.325511230908
6/5/2017, 318.54, 319.08, 317.27, 317.44, 862788, 0.934502737264495, 0.263744663811362, 0.659892634279707, 0.5954897910161, 0, 0.975015281163508, 0.468031775774642, 0.506983505388865, 317.548181818178, 314.020258064517, 314.338901098902, 315.47535002645
6/6/2017, 316.04, 317.43, 315.03, 316.27, 1532524, 0.929162176214561, 0.0585195414895182, 0.600103558997019, 0.482443247249598, 0, 0.978973172208271, 0.570220055061368, 0.408753117146903, 317.505272727269, 314.290731182797, 314.44064957265, 315.576874350987
6/7/2017, 316.44, 317.41, 315.56, 316.11, 692779, 0.912412816417735, 0.0900538736713636, 0.621477978681088, 0.561700123692379, 0, 0.958154161805055, 0.647806876410105, 0.31034728539495, 317.351999999996, 314.66606451613, 314.494981684982, 315.668963642542
6/8/2017, 316.17, 319.78, 315.57, 318.89, 888244, 0.925245930032048, 0.470237648388173, 0.64576552912436, 0.606610692032772, 0, 1.15269021733752, 0.748783544595589, 0.403906672741933, 318.205818181814, 315.406043010754, 314.606236874237, 315.858420350292
6/9/2017, 319.41, 322, 318.42, 320.04, 1570103, 0.931755689590438, 0.615716161602063, 0.650125467548839, 0.795666756150783, 0, 1.38370632674514, 0.875768101025499, 0.507938225719642, 319.321999999996, 316.304709677421, 314.780964590965, 316.082830466831
6/12/2017, 320.05, 321, 318.95, 320.38, 1265905, 0.91622178772613, 0.406716531574004, 0.563926466780757, 0.751717949669665, 0, 1.57605562811301, 1.015825606443, 0.560230021670009, 320.126727272723, 317.019139784947, 314.941003663004, 316.311986808237
6/13/2017, 320.97, 322.75, 320.64, 322.45, 1536867, 0.901572893577648, 0.728390879387153, 0.688819856634577, 0.953578789260023, 0, 1.87392410493271, 1.18744530614094, 0.686478798791768, 321.115454545451, 318.025870967743, 315.18863003663, 316.606657711757
6/14/2017, 322.48, 322.61, 319.56, 321.03, 1231607, 0.907786096493808, 0.659258387358525, 0.711743856436689, 0.81226396486716, 0, 1.97266522945034, 1.34448929080282, 0.628175938647519, 321.127090909087, 318.777053763442, 315.451807081807, 316.842338146251
6/15/2017, 318.03, 320.2, 317.77, 319.51, 2343590, 0.917515076302891, 0.328276010905931, 0.639641932081918, 0.778049281741733, 0, 1.9062924326542, 1.4568499191731, 0.449442513481099, 321.183818181814, 319.210666666668, 315.611045177046, 317.01785812357
6/16/2017, 318.39, 319.05, 317.08, 318.99, 977594, 0.911149189404244, 0.472620797660935, 0.77749288009989, 0.545319639026434, 0, 1.79108534191471, 1.52369700372142, 0.267388338193288, 321.081454545451, 319.514215053764, 315.72063980464, 317.169872563718
6/19/2017, 319.63, 321.22, 319.63, 320.91, 1096524, 0.895157850897937, 0.777862032976346, 0.728689962995356, 0.510339859418357, 0, 1.83357454043028, 1.58567251106319, 0.247902029367085, 321.368727272724, 320.205204301076, 315.911887667888, 317.382338638373
6/20/2017, 319.94, 320.04, 317.31, 317.36, 1109656, 0.91663048473366, 0.239422274149166, 0.50741756606724, 0.388129469572118, 0, 1.56277747897747, 1.58109350464605, -0.0183160256685806, 320.00636363636, 320.32582795699, 316.002913308914, 317.468319571201
6/21/2017, 318.16, 318.33, 315.15, 315.52, 906098, 0.92627015118953, 0.108343839471815, 0.329231443318829, 0.378805861615821, 0, 1.18602448235231, 1.5020797001873, -0.31605521783499, 317.916909090905, 320.149247311829, 316.045626373627, 317.489820538385
6/22/2017, 315.36, 316.69, 314.37, 315.95, 645269, 0.915473714822455, 0.902982526529223, 0.236602011717279, 0.532438489324826, 0, 0.911633678929775, 1.38399049593579, -0.47235681700602, 316.564181818178, 320.152043010753, 316.125365079366, 317.524605042017
6/23/2017, 316.05, 318.03, 315.42, 317.27, 748696, 0.907213805869596, 1.0155372396396, 0.598355962541108, 0.544293823581397, 0, 0.791565286744742, 1.26550545409758, -0.473940167352842, 316.057818181814, 320.193935483872, 316.280940170941, 317.601482093664
6/26/2017, 318.09, 319.35, 317.08, 318.51, 1929674, 0.894132485569792, 0.830605679547388, 0.951811096927119, 0.646898495911879, 0, 0.787391300995921, 1.16988262347725, -0.382491322481331, 316.198909090905, 320.289010752689, 316.51053968254, 317.716291830375
6/27/2017, 317.95, 319.04, 315.84, 315.89, 1960394, 0.907121564721558, 0.323652572302245, 0.502694991531839, 0.501423059149373, 0, 0.56614511499896, 1.04913512178159, -0.482990006782633, 315.950909090905, 320.146645161291, 316.61568986569, 317.742634946022
6/28/2017, 317.76, 320.48, 317.62, 319.49, 1943862, 0.923888383129045, 0.621922082087839, 0.741224244981549, 0.477261462576085, 0, 0.673531777081223, 0.974014452841519, -0.300482675760296, 317.020363636359, 320.426924731183, 316.885941391942, 317.88354576449
6/29/2017, 319.7, 320.25, 314.83, 317.41, 2084288, 0.968824058944594, 0.303191104503653, 0.550033627971015, 0.442597086906097, 0, 0.58406512455781, 0.896024587184778, -0.311959462626968, 317.151272727268, 319.987225806452, 317.118866910867, 317.953881290323
6/30/2017, 317.72, 319.15, 317.31, 317.62, 1119525, 0.948739759215803, 0.274181938610234, 0.357679200155928, 0.494757143715737, 0, 0.5240662928137, 0.821632928310562, -0.297566635496862, 317.365272727268, 319.53182795699, 317.336617826618, 318.028563809524
7/3/2017, 319.02, 321.01, 318.83, 320.04, 737671, 0.947449650687467, 0.592905811201853, 0.575757847273799, 0.592893527559101, 0, 0.664134828708654, 0.790133308390181, -0.125998479681526, 318.873999999995, 319.536129032259, 317.627711843712, 318.176770403699
7/5/2017, 319.13, 319.92, 317.79, 318.81, 769025, 0.938837228743503, 0.570139206435488, 0.233728153340664, 0.398644730668625, 0, 0.66818698841314, 0.765744044394773, -0.0975570559816324, 319.295272727268, 319.434580645162, 317.87243956044, 318.282306840551
7/6/2017, 317.34, 317.94, 314.61, 314.91, 2514733, 0.969626757012894, 0.161680199026633, -0.173705778018135, 0.133352859020096, 0, 0.35263597976666, 0.68312243146915, -0.33048645170249, 317.922181818177, 318.839806451613, 317.988898656899, 318.264189680232
7/7/2017, 315.43, 318.29, 315.11, 318.03, 1016043, 0.965248259435852, -0.0120620642779352, 0.0408986357372133, 0.234731187088553, 0, 0.350279651285575, 0.616553875432435, -0.26627422414686, 317.746181818177, 318.692021505377, 318.168705738706, 318.341855694693
7/10/2017, 317.25, 318.7, 316.83, 317.32, 1285088, 0.948503115942785, -0.125345640268233, -0.0270331976165075, 0.16040564975518, 0, 0.287803557446694, 0.550803811835287, -0.263000254388593, 317.475454545449, 318.464817204302, 318.431897435898, 318.395526717557
7/11/2017, 317.05, 318.12, 315.31, 317.86, 1121167, 0.943749003691614, 0.0577994923039324, 0.231148242905027, 0.139770743641106, 0, 0.278652161334264, 0.496373481735082, -0.217721320400818, 317.63654545454, 318.238537634409, 318.638376068376, 318.463754337266
7/12/2017, 319.47, 321.64, 319.22, 319.86, 1079311, 0.95004394234273, 0.371534022057776, 0.298718657044443, 0.247451250335316, 0, 0.42785090043327, 0.48266896547472, -0.0548180650414496, 317.999999999995, 318.176451612904, 318.937965811966, 318.589791524265
7/13/2017, 319.99, 320.33, 318.35, 320.2, 741842, 0.932501569730975, 0.421104617170767, 0.355798435787122, 0.245836849958214, 0, 0.566991212827816, 0.499533414945339, 0.0674577978824764, 318.984363636358, 318.119247311828, 319.203978021978, 318.722334193693
7/14/2017, 319.73, 322.38, 319.73, 321.19, 1195565, 0.924398805991672, 0.249318797175959, 0.515815415733267, 0.174365293575469, 0, 0.748517198745731, 0.549330171705418, 0.199187027040313, 319.855999999994, 318.472924731183, 319.473282051282, 318.880351575456
7/17/2017, 321.07, 322.34, 320.22, 321.92, 925190, 0.909114903925328, 0.206695248681254, 0.595370944454964, 0.259823702476255, 0, 0.940441920490571, 0.627552521462448, 0.312889399028123, 320.815636363631, 318.929311827957, 319.731719169719, 319.055381263617
7/18/2017, 320.87, 321.48, 319.63, 320.85, 744318, 0.902225826330246, 0.0630129271792134, 0.340494012552414, 0.278065018705302, 0, 0.994736880028654, 0.700989393175689, 0.293747486852965, 321.655090909085, 319.142752688172, 319.909308913309, 319.194500858738
7/19/2017, 321.01, 324.22, 321.01, 324.15, 786173, 0.900370811535266, 0.181286652590962, 0.650474937862115, 0.402907228355613, 0, 1.28918749641861, 0.818629013824273, 0.470558482594333, 323.344363636358, 319.674903225807, 320.257213675214, 319.42508092669
