Date,IXN_Open,IXN_High,IXN_Low,IXN_Close,IXN_Volume,IXN_ATRPercentOfClose20,IXN_SQN25,IXN_SQN50,IXN_SQN100,IXN_SQN200,IXN_MACD,IXN_MACD_Avg,IXN_MACD_Diff,IXN_LinReg10,IXN_LinReg30,IXN_LinReg90,IXN_LinReg270
2/21/2017, 120.23, 120.8, 120.12, 120.7, 39823, 0.602975346451704, 2.82376723571797, 0, 0, 0, 1.7342887138083, 1.54280360676336, 0.19148510704494, 120.55090909091, 119.973139784946, 120.005680672269, 120.005680672269
2/22/2017, 120.51, 120.87, 120.35, 120.76, 123798, 0.594072276423358, 3.19252775428202, 0, 0, 0, 1.77172154900244, 1.58858719521117, 0.183134353791263, 120.915818181819, 120.339655913979, 120.324476190476, 120.324476190476
2/23/2017, 121.08, 121.18, 120.39, 120.73, 12481, 0.597226536037774, 3.062108076292, 0, 0, 0, 1.77846554752773, 1.62656286567448, 0.151902681853246, 121.125454545456, 120.649849462366, 120.606741741742, 120.606741741742
2/24/2017, 119.96, 120.67, 119.93, 120.67, 27800, 0.600795572313321, 3.1960396172963, 0, 0, 0, 1.75869556862273, 1.65298940626413, 0.105706162358594, 121.188000000001, 120.951913978495, 120.853641536273, 120.853641536273
2/27/2017, 120.66, 120.68, 120.3, 120.56, 6850, 0.587036343940744, 2.87971354841573, 0, 0, 0, 1.71438922539377, 1.66526937009006, 0.0491198553037124, 121.084000000001, 121.184731182796, 121.064170040486, 121.064170040486
2/28/2017, 120.55, 120.56, 119.96, 120.17, 12243, 0.584459070851472, 2.51036850188046, 0, 0, 0, 1.62902796815861, 1.65802108970377, -0.0289931215451609, 120.850363636365, 121.333849462366, 121.214769230769, 121.214769230769
3/1/2017, 120.91, 122.03, 120.71, 121.91, 118922, 0.623597114404153, 2.48563199563949, 0, 0, 0, 1.68238848778168, 1.66289456931935, 0.0194939184623268, 121.194545454546, 121.629806451613, 121.517219512195, 121.517219512195
3/2/2017, 121.81, 121.94, 121, 121.08, 50806, 0.635295573225634, 1.70857290780172, 0, 0, 0, 1.63881181810994, 1.65807801907747, -0.019266200967528, 121.213636363637, 121.778193548387, 121.713588850174, 121.713588850174
3/3/2017, 121.15, 121.32, 120.78, 121.29, 15852, 0.624746546342252, 1.8314649318275, 0, 0, 0, 1.60274677129465, 1.64701176952091, -0.0442649982262588, 121.291454545456, 121.887010752688, 121.910509413068, 121.910509413068
3/6/2017, 120.91, 121.37, 120.78, 121.17, 28587, 0.618442957626138, 1.7494097646989, 0, 0, 0, 1.5466531104417, 1.62694003770506, -0.0802869272633684, 121.259090909092, 121.967419354839, 122.078298097251, 122.078298097251
3/7/2017, 121.2, 121.74, 121.2, 121.42, 32572, 0.609783367787689, 2.27537100995432, 0, 0, 0, 1.50502242902763, 1.60255651596958, -0.097534086941945, 121.396545454546, 122.050279569892, 122.252393939394, 122.252393939394
3/8/2017, 121.49, 121.74, 121.31, 121.33, 15047, 0.59744417449058, 2.57617306617232, 0, 0, 0, 1.4480750583582, 1.5716602244473, -0.123585166089103, 121.475636363637, 122.147311827957, 122.402975845411, 122.402975845411
3/9/2017, 121.28, 121.43, 120.77, 121.24, 13942, 0.59521203073569, 2.25415776029343, 0, 0, 0, 1.37977640545925, 1.53328346064969, -0.153507055190439, 121.486545454547, 122.29152688172, 122.53231267345, 122.53231267345
3/10/2017, 121.99, 122.22, 121.68, 122.03, 11428, 0.601944860084203, 2.42270123002366, 0, 0, 0, 1.37356206024829, 1.50133918056941, -0.127777120321123, 121.730545454547, 122.500043010753, 122.714973404255, 122.714973404255
3/13/2017, 122.21, 122.45, 122.2, 122.27, 42624, 0.587900259362653, 2.25339610071331, 0, 0, 0, 1.37218544151894, 1.47550843275932, -0.10332299124038, 121.961272727274, 122.708064516129, 122.901683673469, 122.901683673469
3/14/2017, 122.18, 122.26, 121.75, 122.07, 9366, 0.580719558258851, 2.11591275648212, 0, 0, 0, 1.339515037198, 1.44830975364705, -0.108794716449055, 121.951636363638, 122.805333333333, 123.057257142857, 123.057257142857
3/15/2017, 122.41, 123.38, 122.06, 123, 24789, 0.601170850835975, 2.29179664630564, 0, 0, 0, 1.37284147213516, 1.43321609734468, -0.0603746252095116, 122.507636363638, 122.944473118279, 123.272188235294, 123.272188235294
3/16/2017, 123.68, 123.83, 123.35, 123.65, 124224, 0.601672575173342, 2.43445740359691, 3.64654329377534, 0, 0, 1.4351588616485, 1.43360465020544, 0.00155421144306178, 123.062727272729, 123.165806451613, 123.520052790347, 123.520052790347
3/17/2017, 123.79, 123.99, 123.62, 123.71, 258118, 0.586266051444301, 2.35759513356613, 3.5299843318836, 0, 0, 1.47241426526554, 1.44136657321746, 0.0310476920480802, 123.540363636365, 123.360387096774, 123.753969521045, 123.753969521045
3/20/2017, 123.93, 124.25, 123.8, 123.98, 23590, 0.577517539627083, 2.40687768997506, 3.45198544408206, 0, 0, 1.50636178359494, 1.45436561529296, 0.0519961683019827, 123.955272727274, 123.593225806452, 123.990503144654, 123.990503144654
3/21/2017, 124.51, 124.74, 122.39, 122.42, 27611, 0.651614060895421, 1.26361230223351, 2.55379211335414, 0, 0, 1.3913478816183, 1.44176206855803, -0.0504141869397245, 123.728000000001, 123.587419354839, 124.097582491582, 124.097582491582
3/22/2017, 122.43, 123.45, 122.42, 123.36, 39960, 0.656064069942255, 1.43025415843763, 2.65175657215946, 0, 0, 1.36036721332758, 1.42548309751194, -0.0651158841843587, 123.752909090911, 123.683956989247, 124.262525974026, 124.262525974026
3/23/2017, 123.02, 123.33, 122.69, 122.83, 23820, 0.653223646378513, 1.04897664750732, 2.49596464454654, 0, 0, 1.27831264742085, 1.39604900749372, -0.117736360072872, 123.466000000002, 123.687935483871, 124.378571428571, 124.378571428571
3/24/2017, 123.19, 123.79, 122.82, 123.13, 13654, 0.658439758470228, 1.03446423984407, 2.39776602799478, 0, 0, 1.22338884054325, 1.36151697410363, -0.138128133560375, 123.354000000002, 123.711376344086, 124.506255293406, 124.506255293406
