Date,IXN_Open,IXN_High,IXN_Low,IXN_Close,IXN_Volume,IXN_ATRPercentOfClose20,IXN_SQN25,IXN_SQN50,IXN_SQN100,IXN_SQN200,IXN_MACD,IXN_MACD_Avg,IXN_MACD_Diff,IXN_LinReg10,IXN_LinReg30,IXN_LinReg90,IXN_LinReg270
3/27/2017, 122.28, 123.65, 122.22, 123.45, 166592, 0.681814524806944, 1.12403450265111, 2.52299201593125, 0, 0, 1.19194268027684, 1.32760211533827, -0.13565943506143, 123.340545454547, 123.750365591398, 124.646060783168, 124.646060783168
3/28/2017, 123.35, 124.51, 123.33, 124.27, 17461, 0.690927037362569, 1.13560769663116, 2.64831168981534, 0, 0, 1.21913508827009, 1.30590870992463, -0.0867736216545403, 123.506000000002, 123.907182795699, 124.830152542373, 124.830152542373
3/29/2017, 124.06, 124.53, 123.98, 124.34, 54155, 0.678127937802751, 1.13822813581364, 2.83309192673458, 0, 0, 1.23213044965205, 1.29115305787012, -0.0590226082180692, 123.761636363638, 124.056150537634, 125.006519125683, 125.006519125683
3/30/2017, 124.3, 124.68, 124.3, 124.5, 33281, 0.65865466985602, 1.19922079469107, 2.81561352665634, 0, 0, 1.24103416071026, 1.28112927843814, -0.0400951177278877, 124.129454545456, 124.231440860215, 125.181485986251, 125.181485986251
3/31/2017, 124.1, 124.55, 124.04, 124.25, 18125, 0.647504073056102, 1.13469284839832, 2.82348479956572, 0, 0, 1.21392414332611, 1.26768825141574, -0.053764108089627, 124.376545454547, 124.365935483871, 125.329339477727, 125.329339477727
4/3/2017, 124.41, 124.61, 123.57, 124.24, 28750, 0.65703285595106, 1.16898529713504, 2.67418985431869, 0, 0, 1.17805248704707, 1.249761098542, -0.0717086114949352, 124.644727272729, 124.473225806452, 125.466870039683, 125.466870039683
4/4/2017, 123.76, 124.25, 123.56, 124.22, 14184, 0.652055014669068, 1.3048402286427, 2.59162501907096, 0, 0, 1.13492737187634, 1.22679435320887, -0.0918669813325277, 124.57981818182, 124.600301075269, 125.594192307692, 125.594192307692
4/5/2017, 124.6, 125.05, 123.74, 123.94, 15992, 0.673699856592562, 0.758793559324457, 2.28609873430112, 0, 0, 1.06587006088074, 1.19460949474325, -0.128739433862505, 124.508000000002, 124.673139784946, 125.696377622378, 125.696377622378
4/6/2017, 123.98, 123.98, 123.54, 123.75, 23432, 0.658775290624469, 1.05559223610249, 1.96268577341881, 0, 0, 0.984461967526556, 1.15257998929991, -0.168118021773352, 124.232909090911, 124.69935483871, 125.780456806875, 125.780456806875
4/7/2017, 123.52, 123.78, 123.18, 123.61, 17628, 0.650815226147068, 0.915200027696122, 1.94932198269927, 0, 0, 0.89829366683567, 1.10172272480706, -0.20342905797139, 123.919272727275, 124.684322580645, 125.8505618964, 125.8505618964
4/10/2017, 123.59, 123.74, 123.26, 123.33, 14398, 0.639138138318634, 0.848481505062079, 1.84443959818533, 0, 0, 0.798209742740681, 1.04102012839378, -0.242810385653103, 123.546727272729, 124.607462365591, 125.899565217391, 125.899565217391
4/11/2017, 123.12, 123.12, 121.87, 122.83, 17397, 0.669084598786088, 0.54666675790847, 1.94495621571625, 0, 0, 0.670813964686317, 0.966978895652291, -0.296164930965974, 123.172000000002, 124.423290322581, 125.916360248447, 125.916360248447
4/12/2017, 122.81, 122.97, 122.28, 122.47, 53372, 0.665668965505433, 0.440385299049329, 2.02106494910328, 0, 0, 0.534639905359555, 0.880511097593744, -0.345871192234189, 122.765454545457, 124.292279569892, 125.910837022133, 125.910837022133
4/13/2017, 122.41, 123.19, 122.3, 122.34, 23598, 0.669431537478976, 0.425339330544028, 1.79518612675732, 0, 0, 0.411487694714836, 0.786706417017962, -0.375218722303126, 122.448000000002, 124.085827956989, 125.897100938967, 125.897100938967
4/17/2017, 122.37, 123.22, 122.37, 123.22, 13866, 0.667126615650211, 0.452249948278312, 1.93427286624188, 0, 0, 0.380511031734329, 0.705467339961236, -0.324956308226907, 122.502363636366, 123.996903225806, 125.930643074582, 125.930643074582
4/18/2017, 122.63, 123.1, 122.62, 122.92, 49190, 0.65972318989097, 0.250929010686094, 1.64970469465067, 0, 0, 0.327973634450615, 0.629968598859112, -0.301994964408497, 122.507272727275, 123.849462365591, 125.945275823769, 125.945275823769
4/19/2017, 123.1, 123.35, 122.63, 122.63, 39434, 0.657575762670864, 0.217490652674612, 1.54452421152767, 0, 0, 0.259940361542292, 0.555962951395748, -0.296022589853456, 122.480000000002, 123.670602150537, 125.942681081081, 125.942681081081
4/20/2017, 123.23, 124.21, 123.23, 124.07, 13219, 0.681120254594275, 0.374954268986269, 1.75421925495282, 0, 0, 0.318547451297405, 0.508479851376079, -0.189932400078674, 122.980909090911, 123.66064516129, 126.014343859649, 126.014343859649
4/21/2017, 124.14, 124.29, 123.85, 124.1, 16881, 0.664635459211412, 0.167393701373013, 1.70813312492564, 0, 0, 0.36322767886854, 0.479429416874571, -0.116201738006031, 123.447090909093, 123.630817204301, 126.083192071087, 126.083192071087
4/24/2017, 125.61, 125.82, 125.35, 125.76, 66786, 0.691453542173421, 0.629367378591502, 1.93070635841327, 0, 0, 0.526515860824645, 0.488846705664586, 0.0376691551600591, 124.439636363639, 123.845827956989, 126.232447552448, 126.232447552448
4/25/2017, 126.49, 126.97, 126.33, 126.78, 36343, 0.699316434694296, 0.822211781108039, 2.09314025905782, 0, 0, 0.729815537732392, 0.537040472078147, 0.192775065654245, 125.611272727275, 124.182193548387, 126.42535540409, 126.42535540409
4/26/2017, 126.63, 126.86, 126.3, 126.31, 14964, 0.688990346853105, 1.2900664846081, 1.80556433095903, 0, 0, 0.843286047700232, 0.598289587202564, 0.244996460497668, 126.332363636366, 124.416494623656, 126.585439873418, 126.585439873418
4/27/2017, 126.9, 127.24, 126.79, 127.11, 17766, 0.687003793371607, 1.25145069907745, 1.89845196865807, 0, 0, 0.986395010806646, 0.675910671923381, 0.310484338883265, 127.068000000003, 124.786946236559, 126.776842592593, 126.776842592593
4/28/2017, 127.75, 127.83, 127.37, 127.72, 20021, 0.677723140985685, 1.65735748220387, 1.89094505949817, 0, 0, 1.13593741767571, 0.767916021073846, 0.36802139660186, 127.735272727275, 125.251612903226, 126.988638964168, 126.988638964168
5/1/2017, 128.26, 129.04, 128.06, 128.8, 21436, 0.689680586866126, 1.83841720772749, 2.01196801913442, 0, 0, 1.32630896245715, 0.879594609350506, 0.446714353106642, 128.658181818184, 125.831053763441, 127.242236262122, 127.242236262122
5/2/2017, 129.28, 129.44, 128.99, 129.33, 83696, 0.677254439101052, 1.89274362863094, 2.11531631028664, 0, 0, 1.5026250278847, 1.00420069305735, 0.498424334827358, 129.399818181821, 126.462903225806, 127.509363166954, 127.509363166954
5/3/2017, 129.01, 129.22, 128.76, 129.15, 23648, 0.666355793871407, 1.58741817045889, 1.91374930048295, 0, 0, 1.60928148908424, 1.12521685226272, 0.484064636821514, 129.671636363639, 126.933397849462, 127.756084033614, 127.756084033614
5/4/2017, 129.16, 129.35, 129, 129.26, 13265, 0.646037894472904, 1.59986168964352, 1.92405112913596, 0, 0, 1.68327978217123, 1.23682943824442, 0.446450343926801, 129.913818181821, 127.437096774193, 127.996864569083, 127.996864569083
5/5/2017, 129.4, 129.88, 129.23, 129.88, 13391, 0.635829344992218, 1.72914181960909, 2.05842955344343, 0, 0, 1.7715316667018, 1.3437698839359, 0.427761782765903, 130.093090909094, 127.946064516129, 128.255316760225, 128.255316760225
5/8/2017, 130, 130.44, 129.85, 130.21, 19050, 0.625162733747099, 1.93587606670318, 2.1456755986008, 0, 0, 1.84681127234028, 1.44437816161678, 0.4024331107235, 130.403090909094, 128.471419354838, 128.517426854755, 128.517426854755
5/9/2017, 130.7, 131.14, 130.6, 130.85, 22189, 0.626536626542982, 2.1331087787677, 2.30422438233706, 0, 0, 1.93579886909589, 1.5426623031126, 0.393136565983292, 130.895454545457, 129.053634408602, 128.796856486211, 128.796856486211
5/10/2017, 130.73, 131.48, 130.52, 131.03, 12245, 0.631024969121512, 2.20448201353793, 2.45608282583254, 0, 0, 1.99781708457, 1.63369325940408, 0.364123825165922, 131.134000000003, 129.665612903226, 129.072404494382, 129.072404494382
5/11/2017, 130.65, 131.03, 130.24, 130.99, 18159, 0.629811753712436, 2.31089087178163, 2.18526173807575, 0, 0, 2.02044882507457, 1.71104437253818, 0.30940445253639, 131.261272727276, 130.233569892473, 129.334637362637, 129.334637362637
5/12/2017, 131.18, 131.48, 131.07, 131.41, 115636, 0.615052808293527, 2.53858313938469, 2.56698341550167, 0, 0, 2.04865946136647, 1.77856739030384, 0.270092071062634, 131.444000000003, 130.822580645161, 129.563704517705, 129.604087434305
5/15/2017, 131.76, 132.28, 131.76, 132.28, 28473, 0.613342040073781, 2.8575581641286, 2.68772364187925, 0, 0, 2.11681697457104, 1.84621730715728, 0.270599667413761, 131.942000000003, 131.460731182795, 129.825672771673, 129.899649368864
5/16/2017, 132.53, 132.89, 132.12, 132.89, 19495, 0.608971636751537, 3.21216273644336, 2.85995471571444, 0, 0, 2.1947544339242, 1.91592473251066, 0.278829701413541, 132.566909090912, 132.123806451613, 130.111313797314, 130.209064287348
5/17/2017, 131.99, 132.1, 129.62, 129.67, 37673, 0.718978397219989, 1.56994910185611, 1.60565200488123, 0, 0, 1.97393900254653, 1.92752758651784, 0.0464114160286944, 131.849272727276, 132.321182795699, 130.25873015873, 130.371263157895
5/18/2017, 129.38, 130.59, 129.38, 130.19, 72651, 0.726771889769877, 1.78687633332193, 1.7189204876274, 0, 0, 1.81992190955779, 1.90600645112583, -0.0860845415680349, 131.304909090912, 132.530709677419, 130.424134310134, 130.548138157895
5/19/2017, 130.96, 131.44, 130.9, 131.05, 25473, 0.733594129818262, 2.00665978127458, 1.88436931943826, 0, 0, 1.74711738474258, 1.87422863784918, -0.127111253106597, 131.130909090912, 132.796365591398, 130.613819291819, 130.752959621993
5/22/2017, 131.35, 132.31, 131.35, 132.31, 18399, 0.737893093319092, 2.0535974412613, 1.93645066128498, 0, 0, 1.77067945350854, 1.85351880098105, -0.0828393474725142, 131.394363636367, 133.165462365591, 130.861951159951, 131.000690090469
5/23/2017, 132.54, 132.73, 132, 132.29, 21744, 0.728695316487993, 2.13565858304663, 1.88475923154525, 0, 0, 1.76736563896895, 1.83628816857863, -0.0689225296096763, 131.664363636367, 133.457225806451, 131.092205128205, 131.237928262214
5/24/2017, 132.81, 132.97, 132.48, 132.93, 20058, 0.71450498944773, 2.36947812711275, 2.03822764762606, 0, 0, 1.79568255761777, 1.82816704638646, -0.032484488768691, 132.112909090912, 133.739053763441, 131.340446886447, 131.491408080808
5/25/2017, 133.39, 134.14, 133.32, 133.83, 16482, 0.719421585854609, 2.28422437217221, 2.0234377291244, 0, 0, 1.86919943054642, 1.83637352321845, 0.0328259073279671, 132.76072727273, 134.045913978494, 131.603252747253, 131.770649504951
5/26/2017, 133.98, 134.03, 133.72, 134.01, 392502, 0.694098808246968, 2.32244465778909, 1.93711923342821, 3.69940541338438, 0, 1.91985567650991, 1.85306995387674, 0.0667857226331694, 133.399818181821, 134.293655913978, 131.863472527473, 132.046418171229
5/30/2017, 133.59, 134.19, 133.59, 134.06, 31400, 0.681525975149316, 2.03083586560357, 1.93430399022548, 3.62991090060756, 0, 1.94165352532451, 1.8707866681663, 0.0708668571582156, 134.088363636367, 134.53111827957, 132.105223443224, 132.313835903293
5/31/2017, 134.4, 134.6, 133.49, 133.75, 24299, 0.69044563452031, 1.71202909412772, 1.81975363116486, 3.48371978328733, 0, 1.91187516157157, 1.87900436684735, 0.0328707947242211, 134.69472727273, 134.639311827957, 132.331216117216, 132.559479088872
6/1/2017, 134.1, 134.21, 133.41, 134.18, 137431, 0.683632049755827, 1.96623042379683, 2.32978336443273, 3.4237656201036, 0, 1.90105877787258, 1.8834152490524, 0.0176435288201811, 134.75872727273, 134.712860215054, 132.567567765568, 132.81232967033
6/2/2017, 134.91, 135.67, 134.63, 135.65, 45701, 0.697333291665499, 2.05573046608137, 2.37587972543441, 3.52194432120051, 0, 1.98818487294747, 1.90436917383141, 0.0838156991160592, 135.188545454548, 134.99440860215, 132.877851037851, 133.111137466307
6/5/2017, 135.66, 136.02, 135.66, 135.69, 23864, 0.675905357533376, 1.9147373871772, 2.51795077768744, 3.53394453752184, 0, 2.03697956426885, 1.9308912519189, 0.106088312349948, 135.506363636367, 135.208322580645, 133.207731379732, 133.400763533768
6/6/2017, 135.59, 136.1, 135.34, 135.49, 18361, 0.671104273861676, 1.62347295632823, 2.41100364875128, 3.38694818133581, 0, 2.03604116499906, 1.95192123453493, 0.0841199304641305, 135.754000000003, 135.432752688172, 133.512884004884, 133.672736240914
6/7/2017, 135.78, 136.05, 135.26, 135.85, 23544, 0.664935753862662, 1.58040912489713, 2.41239462613069, 3.46858138911685, 0, 2.04082115229483, 1.96970121808691, 0.0711199342079143, 135.948545454549, 135.708086021505, 133.821423687424, 133.948233095481
6/8/2017, 136.17, 136.37, 135.56, 136.37, 37864, 0.658978852050528, 1.75439428027198, 2.35592602410214, 3.51065313439194, 0, 2.06279041695907, 1.98831905786134, 0.0744713590977313, 136.256545454549, 135.959548387097, 134.122354090354, 134.232897414512
6/9/2017, 136.57, 136.78, 131.54, 133.24, 65752, 0.837373902367338, 0.781348285171604, 1.50225525059672, 2.86601832228086, 0, 1.80680861101843, 1.95201696849276, -0.145208357474335, 135.475636363639, 135.802301075269, 134.259433455434, 134.39542014742
6/12/2017, 131.71, 131.92, 129.83, 131.74, 50990, 0.933984467996454, 0.363661240245135, 1.19205021207998, 2.57474380715271, 0, 1.46600453387384, 1.85481448156898, -0.388809947695134, 134.24472727273, 135.455849462365, 134.334253968254, 134.498648648649
6/13/2017, 132.78, 133.28, 132.09, 133.03, 33914, 0.936562866444863, 0.526499112601639, 1.41712704838482, 2.75725163508371, 0, 1.28519217105259, 1.7408900194657, -0.455697848413113, 133.593272727276, 135.319139784946, 134.458857142857, 134.643263274336
6/14/2017, 133.67, 133.84, 131.67, 132.49, 33261, 0.975254058547832, 0.3145901355639, 1.32855356941949, 2.59420917001515, 0, 1.0858070757248, 1.60987343071752, -0.524066354992718, 132.749454545458, 135.121956989247, 134.564910866911, 134.763712156497
6/15/2017, 131.07, 131.88, 130.37, 131.73, 21126, 1.01230425648032, 0.145783630551794, 1.20403452482765, 2.43889980769998, 0, 0.856593031513853, 1.45921735087679, -0.602624319362933, 131.797818181821, 134.795956989247, 134.627765567766, 134.853324180015
6/16/2017, 131.87, 132.05, 131.38, 131.74, 37853, 0.98704491969671, 0.154675048062214, 1.25352767945443, 2.30051851570187, 0, 0.668045355490875, 1.3009829517996, -0.632937596308729, 131.277272727276, 134.461913978494, 134.686124542125, 134.939734632684
6/19/2017, 133.05, 134, 132.9, 133.95, 20396, 1.00658180541099, 0.441076048847423, 1.55218627938692, 2.33197116105879, 0, 0.689006061108302, 1.17858757366134, -0.489581512553042, 131.741454545458, 134.433612903226, 134.835003663004, 135.097961980548
6/20/2017, 133.47, 133.64, 132.5, 132.5, 31446, 1.02143434862688, 0.0590653807658152, 1.33021067345707, 2.1236889053063, 0, 0.581906829770276, 1.05925142488313, -0.477344595112854, 131.75963636364, 134.217075268817, 134.913611721612, 135.201739823265
6/21/2017, 132.82, 133.28, 132.65, 133.24, 48122, 0.994243835435373, 0.0796982699632749, 1.47677072925717, 2.1996412737543, 0, 0.550397097755933, 0.957480559457691, -0.407083461701757, 132.268545454549, 134.122322580645, 135.016908424909, 135.326427859279
6/22/2017, 133.7, 133.87, 133.13, 133.53, 11965, 0.970189442085963, 0.758337520109866, 1.60263828564312, 2.35462039587998, 0, 0.542571557314432, 0.874498759029039, -0.331927201714607, 133.124000000003, 134.060946236559, 135.138117216117, 135.45631092437
6/23/2017, 133.42, 134.54, 133.3, 134.31, 15199, 0.962489214441602, 0.80099369743311, 1.76985504346075, 2.53277095104401, 0, 0.592479506457835, 0.818094908514798, -0.225615402056963, 133.777818181821, 134.079741935484, 135.288986568987, 135.607330578512
6/26/2017, 135.15, 135.5, 133.8, 133.92, 24245, 0.9804982830949, 0.565352797836641, 1.73073281488032, 2.38151691236559, 0, 0.593718161696017, 0.773219559151042, -0.179501397455025, 133.938545454549, 134.055634408602, 135.425125763126, 135.740509416068
6/27/2017, 133.5, 133.56, 132.11, 132.11, 23398, 1.01273872960764, -0.0161712724759578, 1.29608381263673, 2.06801045664825, 0, 0.443535134755024, 0.707282674271838, -0.263747539516815, 133.613090909094, 133.843677419354, 135.479196581197, 135.810511795282
6/28/2017, 132.21, 133.4, 131.37, 133.26, 20070, 1.02996599047007, 0.195113649662487, 1.49001377789528, 2.09304388827637, 0, 0.412553730345365, 0.648336885486544, -0.235783155141178, 133.627090909094, 133.819397849462, 135.575272283272, 135.914725937582
6/29/2017, 132.73, 132.73, 130, 131.08, 115009, 1.11909219175725, -0.290619314450115, 1.179447508705, 1.75783620572055, 0, 0.209675949336742, 0.560604698256583, -0.350928748919842, 132.694000000003, 133.301462365591, 135.582971916972, 135.945797419355
6/30/2017, 131.43, 131.71, 130.83, 130.93, 44612, 1.09796130963693, -0.474070399414868, 0.972397608980273, 1.70556678066589, 0, 0.0363708394372111, 0.455757926492709, -0.419387087055498, 131.746545454549, 132.790064516129, 135.577843711844, 135.970525714286
7/3/2017, 131.12, 131.49, 129.78, 129.85, 31838, 1.11758390879649, -0.683360680896103, 0.813000872178902, 1.5379283704355, 0, -0.185977845976225, 0.327410771998922, -0.513388617975147, 130.912181818185, 132.194193548387, 135.51738949939, 135.959967504062
7/5/2017, 129.9, 131.05, 129.75, 130.85, 41476, 1.10326600710251, -0.509760713309656, 0.726838258619168, 1.61686587128267, 0, -0.278291171061085, 0.206270383386921, -0.484561554448005, 130.356909090912, 131.816946236559, 135.492632478633, 135.980113188976
7/6/2017, 129.9, 130.29, 129.32, 129.67, 17670, 1.1166363783288, -0.647595582155169, 0.423039401633863, 1.44666294236244, 0, -0.441576070531426, 0.0767010926032515, -0.518277163134677, 129.632000000003, 131.298064516129, 135.406393162393, 135.962569040698
7/7/2017, 129.95, 131.5, 129.95, 131.18, 45413, 1.11834522960055, -0.450141844219001, 0.680963683037984, 1.51237814833978, 0, -0.444017788685898, -0.0274426836545783, -0.416575105031319, 129.681454545458, 131.030344086021, 135.370818070818, 135.991093619559
7/10/2017, 131.29, 132.52, 131.17, 132.29, 21059, 1.10453776444214, -0.508403873241334, 0.714647866670308, 1.59203228060062, 0, -0.352323775403107, -0.0924189020042841, -0.259904873398823, 130.398545454549, 130.974752688172, 135.414363858364, 136.051948326482
7/11/2017, 132.28, 133.06, 132.2, 132.92, 12759, 1.0766877506406, -0.41079347901774, 0.714048407225167, 1.58715775755519, 0, -0.226212240490327, -0.119177569701493, -0.107034670788834, 131.365454545458, 131.021032258064, 135.459399267399, 136.129548924358
7/12/2017, 133.83, 134.91, 133.83, 134.78, 14423, 1.08256172298851, -0.0810834695130398, 0.795734602389483, 1.7209614918016, 0, 0.0235470787774261, -0.0906326400057089, 0.114179718783135, 132.667454545458, 131.313677419354, 135.581731379731, 136.260186830713
7/13/2017, 134.8, 135.48, 134.8, 135.21, 21420, 1.05104863229917, -0.070280173609778, 0.780696822272535, 1.76282367310969, 0, 0.253261108644978, -0.0218538902755716, 0.275114998920549, 134.202363636367, 131.635569892473, 135.71031013431, 136.399561216474
7/14/2017, 135.47, 136.51, 135.47, 136.37, 12531, 1.03766716502539, 0.0251788849982435, 0.942171695164479, 1.79102731057964, 0, 0.522885934226167, 0.0870940746247762, 0.435791859601391, 135.595636363639, 132.123892473118, 135.884864468865, 136.568932006633
7/17/2017, 136.23, 136.61, 135.93, 136.16, 41772, 1.01227480706365, 0.510081710685419, 0.901213930645638, 1.76043622848162, 0, 0.711419504875494, 0.21195916067492, 0.499460344200574, 136.597818181821, 132.669440860215, 136.037286935287, 136.727164488017
7/18/2017, 136.17, 136.95, 135.89, 136.95, 20199, 0.99481395285358, 0.926174344551298, 0.916960763814302, 1.84386684014998, 0, 0.914043590086521, 0.35237604655724, 0.561667543529281, 137.371636363639, 133.314602150537, 136.211377289377, 136.903714040361
7/19/2017, 137.36, 138.01, 137.36, 137.94, 18956, 0.976712935342416, 0.874970074757558, 0.990516179151425, 1.94835026174314, 0, 1.14135256180359, 0.510171349606509, 0.631181212197077, 138.300181818185, 134.063913978494, 136.434788766789, 137.103760710885
7/20/2017, 138.25, 138.34, 137.56, 138.23, 24962, 0.954144492411751, 1.02913327089072, 0.94543505388568, 1.992392696441, 0, 1.32957067284343, 0.674051214253894, 0.655519458589537, 138.706181818185, 134.858215053763, 136.664554334554, 137.3064737775
7/21/2017, 137.53, 138.03, 137.45, 137.89, 15242, 0.936955714894282, 1.11921072711685, 0.879954897981288, 2.00482900323967, 0, 1.43476069519267, 0.826193110441648, 0.608567584751017, 138.829818181821, 135.628688172043, 136.863321123321, 137.493831449126
7/24/2017, 137.9, 138.44, 137.75, 138.36, 10413, 0.912019242197411, 1.19966666694104, 0.94132374990582, 1.87905126706954, 0, 1.53831685862644, 0.968617860078608, 0.569698998547837, 138.971818181821, 136.240322580645, 137.091709401709, 137.689218844985
7/25/2017, 137.91, 138.15, 137.56, 138.02, 22019, 0.897533931552762, 0.787763402078299, 0.846173979323516, 1.95316265699535, 0, 1.57479742133239, 1.08985377232936, 0.484943649003027, 138.791272727276, 136.675784946236, 137.308427350427, 137.869645390071
7/26/2017, 138.31, 138.4, 137.83, 138.21, 12410, 0.872105864780164, 1.15995463133483, 0.762387986660689, 1.94795662529743, 0, 1.60058934457689, 1.19200088677887, 0.40858845779802, 138.770181818185, 137.180838709677, 137.524256410257, 138.050353590072
7/27/2017, 139.15, 139.32, 136.14, 137.59, 17988, 0.947794636185066, 0.88149487971396, 0.609370183958751, 1.89101583351381, 0, 1.55309766797839, 1.26422024301877, 0.288877424959618, 138.433818181821, 137.537806451612, 137.708361416362, 138.208913170163
7/28/2017, 136.63, 137.31, 136.52, 137.06, 14315, 0.942920697454166, 0.713421511669055, 1.04113344046674, 1.79975586829442, 0, 1.4559107684442, 1.30255834810386, 0.153352420340339, 138.016545454548, 137.743956989247, 137.824661782662, 138.348484674329
7/31/2017, 137.62, 137.73, 136.5, 136.85, 26510, 0.94208896787296, 0.520587150882943, 0.940094084557783, 1.78752916627703, 0, 1.34642347372716, 1.31133137322852, 0.035092100498638, 137.447090909094, 137.889741935484, 137.941946275947, 138.478390174776
8/1/2017, 137.2, 137.39, 137.02, 137.33, 13666, 0.911517013695069, 0.694204469959821, 0.887182655862743, 1.84915498495773, 0, 1.28358957075821, 1.30578301273446, -0.0221934419762475, 137.163818181821, 138.210795698924, 138.058551892552, 138.617637685211
8/2/2017, 138.72, 138.79, 137.18, 138.08, 28523, 0.919537224190372, 1.30487245428536, 0.818535141544484, 1.83574356461888, 0, 1.2795619878537, 1.30053880775831, -0.0209768199046083, 137.316909090912, 138.508537634408, 138.203985347986, 138.773217503217
8/3/2017, 137.82, 137.96, 137.33, 137.48, 37340, 0.904649512077366, 0.931699380823488, 0.737524085917828, 1.73816496180071, 0, 1.2139613233233, 1.2832233108713, -0.0692619875480014, 137.313090909094, 138.743483870967, 138.319350427351, 138.908518955197
8/4/2017, 137.8, 138.04, 137.39, 137.6, 300066, 0.882286730918434, 1.69021367877166, 0.666248298193062, 1.77608905089696, 0, 1.15830312378159, 1.25823927345336, -0.0999361496717697, 137.323636363639, 138.985634408602, 138.447904761905, 139.04328590604
8/7/2017, 138, 138.57, 137.87, 138.57, 12448, 0.867305487953075, 1.95706030119214, 0.671013541147319, 1.76911799454454, 0, 1.17887515406903, 1.2423664495765, -0.0634912955074642, 137.779090909094, 139.376602150537, 138.61064957265, 139.199977041942
8/8/2017, 138.62, 139.51, 138.4, 138.5, 18126, 0.864428847598373, 2.37353830598187, 0.636681533994408, 1.68739567830248, 0, 1.17597432134193, 1.22908802392958, -0.0531137025876571, 138.130909090912, 139.705204301075, 138.763465201465, 139.350667479958
8/9/2017, 137.56, 138.27, 137.39, 138.27, 20274, 0.86271227036057, 2.04706642095758, 0.598530680219524, 1.65483153384958, 0, 1.14195259403328, 1.21166093795032, -0.0697083439170385, 138.415090909094, 139.85440860215, 138.890415140415, 139.491364809081
8/10/2017, 137.35, 137.35, 135.21, 135.21, 18076, 0.951282185797043, 1.22751468603009, 0.214740983668301, 1.23304519283645, 0, 0.858181125697087, 1.14096497549968, -0.282783849802589, 137.514909090912, 139.652279569892, 138.873113553114, 139.549095153213
8/11/2017, 135.17, 136.41, 135.1, 135.99, 25017, 0.946699912674, 1.09673865886165, 0.25752535081037, 1.50953425438007, 0, 0.688295432548244, 1.05043106690939, -0.362135634361145, 136.908000000003, 139.391204301075, 138.881426129426, 139.625040636782
8/14/2017, 137.3, 138.39, 137.3, 138.27, 18686, 0.971321581458815, 1.24730119851966, 0.348564888787991, 1.60538096248776, 0, 0.729230625294349, 0.986190978586382, -0.256960353292033, 137.105090909094, 139.377741935483, 138.974556776557, 139.757017369727
8/15/2017, 138.4, 138.72, 138.13, 138.44, 17486, 0.942931257692104, 1.15316455453188, 0.364086687557638, 1.68612519927824, 0, 0.766553290547876, 0.94226344097868, -0.175710150430805, 137.379454545457, 139.266494623655, 139.060398046398, 139.889838314552
8/16/2017, 138.95, 139.64, 138.74, 139.12, 18241, 0.934534453343517, 0.955416860627245, 0.469338460806304, 1.71819122643866, 0, 0.841304059159086, 0.922071564614762, -0.0807675054556759, 137.978181818185, 139.252774193548, 139.162090354091, 140.036350882851
8/17/2017, 138.76, 138.89, 136.69, 136.7, 21396, 0.992405351073099, 0.305122530864647, 0.130902688450128, 1.39839940412534, 0, 0.697233532468061, 0.877103958185422, -0.17987042571736, 137.564181818185, 138.799978494623, 139.140415140415, 140.118428469071
8/18/2017, 136.77, 137.68, 136.42, 136.7, 14619, 0.988871403929101, 0.0833689098632396, 0.0700215896565329, 1.31337395859372, 0, 0.576412082411338, 0.816965583030605, -0.240553500619267, 137.21672727273, 138.402494623655, 139.097833943834, 140.198191823899
8/21/2017, 136.64, 136.87, 135.84, 136.61, 20025, 0.977745295887949, 0.106995480458073, 0.458685732588182, 1.29674201791132, 0, 0.468003116328049, 0.747173089690094, -0.279169973362045, 137.081272727276, 138.031978494623, 139.033157509158, 140.273479037267
8/22/2017, 137.31, 138.61, 137.31, 138.57, 22262, 0.987885513658729, 0.317061710130701, 0.893803361406105, 1.44863954790018, 0, 0.534087224196384, 0.704555916591352, -0.170468692394968, 137.715818181821, 137.924279569892, 139.040908424909, 140.394876926616
8/23/2017, 137.99, 138.64, 137.73, 138.41, 21426, 0.972449467858576, 0.106793857935233, 0.714445381657978, 1.46045626316991, 0, 0.567012525526849, 0.677047238378451, -0.110034712851602, 138.245272727275, 137.883827956989, 139.049330891331, 140.509252442627
8/24/2017, 138.66, 138.78, 137.85, 138.37, 1081525, 0.957699604711933, 0.045535328903839, 0.782287177733361, 1.45764156565464, 0, 0.583156137389466, 0.658269018180654, -0.0751128807911883, 138.141272727275, 137.843548387096, 139.03821001221, 140.619717192877
8/25/2017, 138.65, 139.05, 138.19, 138.19, 13901, 0.942116286191409, 0.0753980757386135, 0.864371246552023, 1.44210541273955, 0, 0.574799637995341, 0.641575142143591, -0.0667755041482508, 137.95872727273, 137.837376344086, 139.001457875458, 140.72299556541
8/28/2017, 138.38, 138.53, 138, 138.23, 19324, 0.91392242718188, -0.0048133116122692, 0.868142557911726, 1.47695696378203, 0, 0.564892983051266, 0.626238710325126, -0.0613457272738607, 138.126000000003, 137.810537634408, 138.987054945055, 140.824568820737
8/29/2017, 137.01, 138.83, 137.01, 138.69, 21185, 0.93096057577247, 0.144299155429735, 0.658786701757064, 1.54133844463003, 0, 0.587388988630096, 0.61846876598612, -0.0310797773560245, 138.488363636366, 137.881376344086, 138.983052503053, 140.934514104321
