Date,TIP_Open,TIP_High,TIP_Low,TIP_Close,TIP_Volume,TIP_ATRPercentOfClose20,TIP_SQN25,TIP_SQN50,TIP_SQN100,TIP_SQN200,TIP_MACD,TIP_MACD_Avg,TIP_MACD_Diff,TIP_LinReg10,TIP_LinReg30,TIP_LinReg90,TIP_LinReg270
2/3/2017, 114.17, 114.35, 113.65, 113.83, 1376829, 0.413852235790216, 0, 0, 0, 0, 0.11299426721952, 0.133667460101115, -0.0206731928815947, 113.922727272727, 114.025108695652, 114.025108695652, 114.025108695652
2/6/2017, 114.05, 114.17, 113.85, 114.11, 1786385, 0.407092805187979, 0, 0, 0, 0, 0.121118764905205, 0.131157721061933, -0.0100389561567277, 114.030181818182, 114.051533333333, 114.051533333333, 114.051533333333
2/7/2017, 114.14, 114.24, 113.98, 114.06, 1462337, 0.398305207785378, 0, 0, 0, 0, 0.122115237281136, 0.129349224305773, -0.00723398702463732, 114.085636363636, 114.066615384616, 114.066615384616, 114.066615384616
2/8/2017, 114.39, 114.48, 114.13, 114.33, 1456432, 0.395864229860931, 0.790170077435399, 0, 0, 0, 0.143042784159348, 0.132087936276488, 0.0109548478828601, 114.156, 114.118717948718, 114.118717948718, 114.118717948718
2/9/2017, 114.28, 114.3, 114.08, 114.11, 1045277, 0.387750412146176, 0.437140413730059, 0, 0, 0, 0.140259035597722, 0.133722156140735, 0.00653687945698725, 114.145090909091, 114.133227513228, 114.133227513228, 114.133227513228
2/10/2017, 114.16, 114.29, 114.07, 114.2, 1585636, 0.377704812202279, 0.221583985762485, 0, 0, 0, 0.143659129623828, 0.135709550837354, 0.00794957878647395, 114.185272727273, 114.157906403941, 114.157906403941, 114.157906403941
2/13/2017, 114.09, 114.14, 114, 114.02, 1002396, 0.368156420591346, 0.474790836994945, 0, 0, 0, 0.130326905517535, 0.13463302177339, -0.00430611625585503, 114.144727272727, 114.155862068966, 114.155862068966, 114.155862068966
2/14/2017, 114.18, 114.19, 113.52, 113.75, 1012084, 0.380029321512387, 0.102578249903616, 0, 0, 0, 0.0968577623514193, 0.127077969888996, -0.0302202075375765, 114.054545454546, 114.119526881721, 114.119526881721, 114.119526881721
2/15/2017, 113.74, 113.94, 113.66, 113.9, 1131948, 0.372843885477895, 0.150377524557998, 0, 0, 0, 0.0814975189893659, 0.11796187970907, -0.036464360719704, 113.991636363636, 114.076774193549, 114.105362903226, 114.105362903226
2/16/2017, 114.1, 114.38, 113.9, 113.9, 1171052, 0.37527280621717, -0.145946894758232, 0, 0, 0, 0.0685343936317366, 0.108076382493603, -0.0395419888618666, 113.932909090909, 114.046688172043, 114.0925, 114.0925
2/17/2017, 114.26, 114.26, 114.11, 114.16, 983008, 0.371464558485712, -0.0111013934543118, 0, 0, 0, 0.0783378208457606, 0.102128670164035, -0.0237908493182741, 113.942727272727, 114.073204301075, 114.110909090909, 114.110909090909
2/21/2017, 114.15, 114.28, 114.05, 114.15, 1061085, 0.362996708689377, 0.147050986702542, 0, 0, 0, 0.0843281091662078, 0.0985685579644693, -0.0142404487982615, 113.987090909091, 114.065569892473, 114.126201680672, 114.126201680672
2/22/2017, 114.35, 114.37, 113.98, 114.36, 1082649, 0.361265045313465, 0.0222523360530001, 0, 0, 0, 0.104812487660396, 0.0998173439036547, 0.00499514375674168, 114.091818181818, 114.092064516129, 114.162857142857, 114.162857142857
2/23/2017, 114.62, 114.65, 114.5, 114.63, 1042115, 0.355042807754911, 0.819993918761359, 0, 0, 0, 0.141205519384769, 0.108094978999878, 0.0331105403848916, 114.327454545455, 114.154107526882, 114.224684684685, 114.224684684685
2/24/2017, 114.83, 115.05, 114.76, 114.96, 2409071, 0.35458967641178, 1.1874117613659, 0, 0, 0, 0.194434185044784, 0.125362820208859, 0.0690713648359252, 114.616727272727, 114.276150537635, 114.31493598862, 114.31493598862
2/27/2017, 114.94, 114.96, 114.6, 114.65, 2523849, 0.353470978981974, 0.837832113396939, 0, 0, 0, 0.209192436658256, 0.142128743498738, 0.0670636931595177, 114.770545454545, 114.359849462366, 114.365546558705, 114.365546558705
2/28/2017, 114.63, 114.8, 114.51, 114.65, 1599687, 0.348444617124022, 0.464021549457482, 0, 0, 0, 0.218371210011739, 0.157377236801339, 0.0609939732104005, 114.863818181818, 114.427182795699, 114.411525641026, 114.411525641026
3/1/2017, 113.9, 114, 113.77, 113.96, 3412197, 0.371636684675374, -0.0107569657843614, 0, 0, 0, 0.168031260815624, 0.159508041604196, 0.0085232192114286, 114.630363636363, 114.426645161291, 114.386890243903, 114.386890243903
3/2/2017, 113.75, 113.79, 113.51, 113.6, 1967215, 0.373980024263427, -0.00272295541100726, 0, 0, 0, 0.0979582947979623, 0.147198092242949, -0.0492397974449867, 114.291090909091, 114.345548387097, 114.330209059234, 114.330209059234
3/3/2017, 113.73, 113.89, 113.44, 113.86, 2882492, 0.374230846816345, 0.0696510216740613, 0, 0, 0, 0.062682229743686, 0.130294919743096, -0.0676126899994104, 114.058, 114.292602150538, 114.301827242525, 114.301827242525
3/6/2017, 113.94, 113.94, 113.67, 113.74, 1553620, 0.367763566094458, -0.18038133491026, 0, 0, 0, 0.0247573100602096, 0.109187397806519, -0.0844300877463094, 113.837636363636, 114.224666666667, 114.264746300212, 114.264746300212
3/7/2017, 113.7, 113.7, 113.47, 113.54, 1545161, 0.361880893140782, -0.314352530595562, 0, 0, 0, -0.0211924966440478, 0.0831114189164057, -0.104303915560453, 113.569090909091, 114.16182795699, 114.212818181818, 114.212818181818
3/8/2017, 113.18, 113.27, 113.01, 113.05, 1357160, 0.368717901608529, -0.860967573459953, 0, 0, 0, -0.0960398666072706, 0.0472811618116704, -0.143321028418941, 113.206545454545, 114.028215053764, 114.122570048309, 114.122570048309
3/9/2017, 112.95, 113.01, 112.7, 112.75, 1098293, 0.366735085037711, -0.901636862203148, 0, 0, 0, -0.177518120947624, 0.00232130525981145, -0.179839426207436, 112.865818181818, 113.837870967742, 114.01367252544, 114.01367252544
3/10/2017, 113.07, 113.11, 112.7, 112.96, 2424480, 0.365898652585887, -0.735100433393254, 0, 0, 0, -0.2225792248217, -0.0426588007564909, -0.17992042406521, 112.766181818181, 113.691053763441, 113.929946808511, 113.929946808511
3/13/2017, 112.83, 113.01, 112.7, 112.7, 1040345, 0.362158972549217, -0.83142332691847, 0, 0, 0, -0.276087733841891, -0.0893445873735709, -0.18674314646832, 112.623818181818, 113.529204301076, 113.831156462585, 113.831156462585
3/14/2017, 112.66, 112.79, 112.61, 112.62, 951381, 0.352286897495844, -1.13177806441849, 0, 0, 0, -0.321245822289711, -0.135724834356799, -0.185520987932912, 112.560181818181, 113.363397849463, 113.732930612245, 113.732930612245
3/15/2017, 112.98, 113.71, 112.75, 113.64, 1990028, 0.379627093243425, -0.240371747165032, 0, 0, 0, -0.271597648597378, -0.162899397204915, -0.108698251392463, 112.821636363636, 113.351526881721, 113.72065882353, 113.72065882353
3/16/2017, 113.73, 113.73, 113.48, 113.56, 2883656, 0.371907200883882, -0.453240496167466, 0.139804589450946, 0, 0, -0.235986143298845, -0.177516746423701, -0.0584693968751443, 113.000909090909, 113.316989247312, 113.703167420815, 113.703167420815
3/17/2017, 113.71, 113.83, 113.68, 113.81, 1115400, 0.364397615725815, -0.170963538965848, 0.139521852848118, 0, 0, -0.185453070562986, -0.179104011251558, -0.00634905931142768, 113.320727272727, 113.317290322581, 113.705566037736, 113.705566037736
3/20/2017, 113.71, 113.98, 113.7, 113.96, 791565, 0.358007090325265, -0.134733266556524, 0.0281292546117829, 0, 0, -0.131782394538433, -0.169639687908933, 0.0378572933704996, 113.67109090909, 113.329526881721, 113.718867924528, 113.718867924528
3/21/2017, 113.98, 114.22, 113.98, 114.06, 1479301, 0.351206063587532, 0.0311468161152325, 0.303443200189923, 0, 0, -0.080253717943279, -0.151762493915802, 0.0715087759725232, 114.003999999999, 113.372279569893, 113.738579124579, 113.738579124579
3/22/2017, 114.21, 114.33, 114.01, 114.25, 824502, 0.347095277305507, 0.307219666923569, 0.307678384572624, 0, 0, -0.0238109802354671, -0.126172191179735, 0.102361210944268, 114.276181818181, 113.436129032258, 113.770551948052, 113.770551948052
3/23/2017, 114.24, 114.3, 114.02, 114.12, 913094, 0.342383926222805, 0.139190479812339, 0.201480253118346, 0, 0, 0.0103115177434319, -0.0988754493951018, 0.109186967138534, 114.377999999999, 113.500258064517, 113.791560150376, 113.791560150376
3/24/2017, 114.13, 114.69, 114.11, 114.45, 1379056, 0.349665451966091, 0.331026995015677, 0.186926349919224, 0, 0, 0.0632529447326817, -0.0664497705695451, 0.129702715302227, 114.56109090909, 113.59294623656, 113.833889897157, 113.833889897157
3/27/2017, 114.77, 114.78, 114.54, 114.67, 1078204, 0.345933988215254, 0.307773842730807, 0.243338201989022, 0, 0, 0.121560296992243, -0.0288477570571875, 0.15040805404943, 114.686909090909, 113.71735483871, 113.888521332554, 113.888521332554
3/28/2017, 114.73, 114.73, 114.18, 114.29, 1658761, 0.353791564504427, 0.08807870031964, 0.15601333241631, 0, 0, 0.135544002642973, 0.00403059488284468, 0.131513407760129, 114.557999999999, 113.778516129033, 113.91486440678, 113.91486440678
3/29/2017, 114.47, 114.67, 114.39, 114.59, 933858, 0.351802914842922, 0.138618504441475, 0.127749620536164, 0, 0, 0.168886860316448, 0.0370018479695653, 0.131885012346883, 114.645636363636, 113.858, 113.959207650273, 113.959207650273
3/30/2017, 114.49, 114.57, 114.23, 114.31, 996199, 0.350778070258577, -0.174410932791883, 0.268310567026982, 0, 0, 0.170749362934501, 0.0637513509625525, 0.106998011971948, 114.568727272727, 113.906537634409, 113.98313061872, 113.98313061872
3/31/2017, 114.37, 114.65, 114.3, 114.65, 899413, 0.347514776717794, -0.167981486710387, 0.473155410927537, 0, 0, 0.19738523406906, 0.0904781275838539, 0.106907106485206, 114.618363636363, 113.995569892474, 114.02712749616, 114.02712749616
4/3/2017, 114.55, 114.92, 114.52, 114.77, 3097452, 0.347220011267407, 0.0765122298466558, 0.520616557750314, 0, 0, 0.225577039270547, 0.117497909921193, 0.108079129349355, 114.693636363636, 114.112322580646, 114.076145833333, 114.076145833333
4/4/2017, 114.73, 114.82, 114.59, 114.64, 1064941, 0.340264468409824, 0.00186970844257903, 0.240206549226231, 0, 0, 0.234723587057815, 0.140943045348517, 0.0937805417092976, 114.699818181817, 114.207978494624, 114.114567307692, 114.114567307692
4/5/2017, 114.62, 114.97, 114.56, 114.86, 1460593, 0.340479912289545, 0.568154091001976, 0.441939181487006, 0, 0, 0.256764630628368, 0.164107362404487, 0.0926572682238806, 114.788363636363, 114.342387096775, 114.164153846154, 114.164153846154
4/6/2017, 114.8, 114.89, 114.59, 114.8, 774696, 0.336691172380647, 0.77969605845896, 0.606226247816286, 0, 0, 0.266320837065365, 0.184550057336663, 0.0817707797287022, 114.796909090908, 114.483956989248, 114.207562189055, 114.207562189055
4/7/2017, 114.82, 115.01, 114.35, 114.35, 858494, 0.349974108087743, 0.311658931116646, 0.288721456664256, 0, 0, 0.234875462199028, 0.194615138309136, 0.0402603238898923, 114.678909090908, 114.589333333334, 114.222423178226, 114.222423178226
4/10/2017, 114.67, 114.67, 114.41, 114.41, 752758, 0.346285834252616, 0.425228967035509, 0.22541943120232, 0, 0, 0.212348453831368, 0.198161801413582, 0.0141866524177854, 114.63109090909, 114.68559139785, 114.239936061381, 114.239936061381
4/11/2017, 114.6, 114.82, 114.53, 114.63, 1540922, 0.346223799895312, 0.690302964942637, 0.346525956029734, 0, 0, 0.209829020451238, 0.200495245221113, 0.00933377523012471, 114.597454545454, 114.811311827958, 114.26900621118, 114.26900621118
4/12/2017, 114.84, 115.13, 114.75, 115.06, 1050774, 0.349411198269595, 1.31285696952044, 0.432336111260198, 0, 0, 0.23976588580355, 0.208349373337601, 0.0314165124659492, 114.753818181817, 114.945720430108, 114.320647887324, 114.320647887324
4/13/2017, 115.3, 115.46, 115.17, 115.23, 2870539, 0.348807514095762, 1.67207045759988, 0.633145784399469, 0, 0, 0.274049573634514, 0.221489413396983, 0.0525601602375305, 114.887272727272, 115.070602150538, 114.379107981221, 114.379107981221
4/17/2017, 115.17, 115.18, 114.86, 114.96, 954373, 0.348237955434864, 1.31725394581157, 0.493510320404281, 0, 0, 0.276248479215653, 0.232441226560717, 0.0438072526549355, 114.945272727272, 115.168043010753, 114.420019025875, 114.420019025875
4/18/2017, 115.21, 115.31, 115.02, 115.21, 1609743, 0.345297835161465, 1.68796554891094, 0.668415580447686, 0, 0, 0.294766157614362, 0.244906212771446, 0.0498599448429155, 115.096727272726, 115.282107526882, 114.472354683451, 114.472354683451
4/19/2017, 115.07, 115.15, 114.91, 115, 1057812, 0.341675438343519, 1.58138497539476, 0.434796093082629, 0, 0, 0.289163014962483, 0.253757573209654, 0.0354054417528296, 115.125636363635, 115.34670967742, 114.511059459459, 114.511059459459
4/20/2017, 114.81, 114.96, 114.78, 114.88, 1082450, 0.334505933487374, 1.04749421516906, 0.400983616434223, 0, 0, 0.271905133796906, 0.257387085327104, 0.0145180484698022, 115.137454545454, 115.354000000001, 114.541638596491, 114.541638596491
4/21/2017, 114.96, 115, 114.67, 114.72, 700525, 0.332606690699773, 0.972317090109163, 0.196162651106583, 0, 0, 0.242521835062661, 0.254414035274215, -0.0118922002115547, 115.080909090908, 115.3091827957, 114.562498291182, 114.562498291182
4/24/2017, 114.7, 114.82, 114.57, 114.69, 949288, 0.326957952561026, 0.748252491047609, 0.289218198120169, 0, 0, 0.214343788076434, 0.246399985834659, -0.0320561977582253, 114.928363636363, 115.261849462366, 114.580819180819, 114.580819180819
4/25/2017, 114.73, 114.76, 114.46, 114.5, 926560, 0.324225914412777, 0.456057179313645, 0.153500685160249, 0, 0, 0.174667611228799, 0.232053510913487, -0.0573858996846885, 114.703636363635, 115.161913978495, 114.588695228822, 114.588695228822
4/26/2017, 114.51, 114.84, 114.51, 114.74, 819301, 0.322186454943784, 0.564360193561649, 0.35499240295276, 0, 0, 0.16073707254499, 0.217790223239788, -0.0570531506947979, 114.600909090908, 115.075483870968, 114.608075949367, 114.608075949367
4/27/2017, 114.68, 114.85, 114.64, 114.84, 2010317, 0.314953763046302, 0.493301529678489, 0.537800712377088, 0, 0, 0.155968279302172, 0.205425834452265, -0.0494575551500923, 114.612727272726, 115.05606451613, 114.631453703704, 114.631453703704
4/28/2017, 114.84, 115.07, 114.76, 115.01, 2351009, 0.31224089766825, 0.742901913008481, 0.54643555237402, 0, 0, 0.164015882552931, 0.197143844072398, -0.0331279615194667, 114.729272727271, 115.045139784947, 114.662002408913, 114.662002408913
5/1/2017, 114.55, 114.71, 114.21, 114.34, 1221900, 0.333350396700929, -0.0756759452556109, 0.212356297814067, 0, 0, 0.115004564500936, 0.180715988158105, -0.0657114236571698, 114.572363636362, 114.956516129033, 114.659097854834, 114.659097854834
5/2/2017, 114.33, 114.46, 114.25, 114.34, 1102120, 0.325866014875327, -0.242245185133102, 0.092897844811093, 0, 0, 0.0752947903633299, 0.15963174859915, -0.0843369582358205, 114.499272727271, 114.87447311828, 114.656239242685, 114.656239242685
5/3/2017, 114.37, 114.37, 113.96, 114.09, 908044, 0.328219336785018, -0.148539851093014, -0.0181677231452009, 0, 0, 0.0233820637271691, 0.132381811624754, -0.108999747897585, 114.345272727271, 114.764924731183, 114.641731092437, 114.641731092437
5/4/2017, 113.69, 113.71, 113.41, 113.66, 865044, 0.342901785387231, -0.698633514787476, -0.308996900234287, 0, 0, -0.0518587570131643, 0.0955336978971704, -0.147392454910335, 114.068363636362, 114.613290322581, 114.607860465116, 114.607860465116
5/5/2017, 113.72, 113.77, 113.54, 113.75, 632838, 0.335608844665995, -0.424785661178173, -0.393286545364402, 0, 0, -0.103037647826667, 0.0558194287524028, -0.15885707657907, 113.85709090909, 114.468215053764, 114.579398556536, 114.579398556536
5/8/2017, 113.56, 113.61, 113.24, 113.31, 1983487, 0.342571095020026, -1.01844771600266, -0.742224208260905, 0, 0, -0.177060566295069, 0.00924342974290854, -0.186303996037977, 113.540727272726, 114.291698924732, 114.532121212121, 114.532121212121
5/9/2017, 113.31, 113.34, 113.14, 113.21, 1319156, 0.334563150233047, -1.19690898355115, -0.652764966287595, 0, 0, -0.241015154083186, -0.0408082870223104, -0.200206867060876, 113.22709090909, 114.124516129033, 114.482175689479, 114.482175689479
5/10/2017, 113.47, 113.48, 113.18, 113.25, 3910100, 0.330967766233899, -1.06476063375574, -0.633988889806323, 0, 0, -0.28518453022393, -0.0896835356626343, -0.195500994561295, 113.045636363635, 113.946494623656, 114.43588764045, 114.43588764045
5/11/2017, 113.29, 113.65, 113.26, 113.59, 1350301, 0.331085434894705, -0.946861434554357, -0.16716279094422, 0, 0, -0.289417693522537, -0.129630367234615, -0.159787326287923, 113.082909090908, 113.838322580646, 114.406195360195, 114.406195360195
5/12/2017, 113.68, 113.85, 113.58, 113.77, 778621, 0.325899576533402, -0.755471914994015, 0.0911060508548395, 0, 0, -0.275077092761904, -0.158719712340073, -0.116357380421832, 113.284545454544, 113.740774193549, 114.373870573871, 114.385375059723
5/15/2017, 113.79, 113.79, 113.47, 113.47, 733287, 0.324523795550321, -0.665270227825794, -0.178556423287816, 0, 0, -0.284638421593201, -0.183903454190698, -0.100734967402502, 113.31618181818, 113.631311827957, 114.333628815629, 114.352468443198
5/16/2017, 113.49, 113.69, 113.44, 113.55, 651269, 0.319088765539763, -0.648794898326444, -0.0823900030350306, 0, 0, -0.282503982112388, -0.203623559775036, -0.0788804223373517, 113.422909090908, 113.547612903226, 114.305594627595, 114.324138641043
5/17/2017, 113.88, 114.34, 113.88, 114.21, 1044218, 0.335967978816988, -0.279635820800963, 0.318049047041687, 0, 0, -0.22496270921873, -0.207891389663775, -0.0170713195549546, 113.750727272726, 113.546860215054, 114.296236874237, 114.324463605823
5/18/2017, 114.2, 114.39, 114.04, 114.39, 2719626, 0.333965886158351, -0.467090726785597, 0.643335397339771, 0, 0, -0.162957863399271, -0.198904684410874, 0.0359468210116034, 114.04818181818, 113.586387096775, 114.298190476191, 114.332210526316
5/19/2017, 114.4, 114.59, 114.31, 114.59, 712674, 0.328931318891448, -0.443685204459576, 0.888548813631308, 0, 0, -0.0965670826187903, -0.178437164052457, 0.0818700814336671, 114.392909090907, 113.650322580646, 114.31032967033, 114.34785652921
5/22/2017, 114.46, 114.55, 114.29, 114.41, 697577, 0.326087123854405, -0.384708582795716, 0.70102739594629, 0, 0, -0.0578100084161974, -0.154311732925205, 0.096501724509008, 114.541636363635, 113.662774193549, 114.321963369963, 114.355609088996
5/23/2017, 114.53, 114.54, 114.16, 114.24, 822271, 0.326875406584151, -0.693366371144495, 0.749165567960766, 0, 0, -0.04034722938664, -0.131518832217492, 0.0911716028308523, 114.551636363635, 113.657268817205, 114.328146520147, 114.356227581942
5/24/2017, 114.18, 114.31, 114.03, 114.31, 677203, 0.32258887346483, -0.494497514736761, 0.822357743785626, 0, 0, -0.0206217218348428, -0.109339410140962, 0.0887176883061196, 114.537636363635, 113.676408602151, 114.332901098901, 114.359583838384
5/25/2017, 114.22, 114.28, 114.08, 114.13, 1758409, 0.317018990795378, -0.536592990694418, 0.27482536764649, 0, 0, -0.0192912333331918, -0.0913297747794083, 0.0720385414462165, 114.471636363635, 113.703440860216, 114.337545787546, 114.355704950495
5/26/2017, 114.33, 114.44, 114.24, 114.4, 780824, 0.314006193605793, -0.221385343172256, 0.461280577178667, 0.406502016749061, 0, 0.00350947684140124, -0.0723619244552464, 0.0758714012966476, 114.505454545453, 113.78206451613, 114.341702075702, 114.362469423413
5/30/2017, 114.54, 114.67, 114.45, 114.65, 687005, 0.309430380471675, -0.0217136317036479, 0.460344211877677, 0.405666198413177, 0, 0.0412763070142006, -0.049634278161357, 0.0909105851755576, 114.531272727271, 113.879763440861, 114.354332112332, 114.378640776699
5/31/2017, 114.49, 114.78, 114.49, 114.68, 1304906, 0.306525841166931, 0.133214729423288, 0.396422154389278, 0.281099917897618, 0, 0.0727884810012824, -0.0251497263288291, 0.0979382073301115, 114.519090909089, 113.999935483871, 114.368014652015, 114.395392083645
6/1/2017, 114.12, 114.47, 114.12, 114.37, 1431059, 0.31647079034513, -0.252719409045273, 0.173314411867394, 0.341370637497235, 0, 0.0719186631164916, -0.00573604843976496, 0.0776547115562566, 114.47018181818, 114.070193548388, 114.377658119658, 114.399807692308
6/2/2017, 114.75, 114.94, 114.65, 114.83, 1158846, 0.324262179545274, -0.000105904499444037, 0.30926852969441, 0.435857780831175, 0, 0.107112752658423, 0.0168337117798727, 0.0902790408785507, 114.607454545453, 114.194881720431, 114.40304029304, 114.421327942498
6/5/2017, 114.54, 114.65, 114.48, 114.53, 586710, 0.324135813964242, -0.309209635138622, 0.219424397109509, 0.296987686601838, 0, 0.109534187454443, 0.0353738069147868, 0.0741603805396563, 114.657090909089, 114.271161290323, 114.406463980464, 114.430957503086
6/6/2017, 114.77, 114.85, 114.63, 114.66, 2650331, 0.321534197057896, 0.239683919809534, 0.117520346492858, 0.217072702160504, 0, 0.120553440500245, 0.0524097336318785, 0.0681437068683668, 114.718909090907, 114.363161290323, 114.418673992674, 114.445041536864
6/7/2017, 114.59, 114.68, 114.36, 114.39, 750483, 0.320165709265893, 0.0419286635610311, -0.136621665781995, 0.0862981273048816, 0, 0.10627446849341, 0.0631826806041849, 0.0430917878892254, 114.639818181816, 114.408430107527, 114.42265934066, 114.448785253143
6/8/2017, 114.35, 114.38, 114.11, 114.27, 737402, 0.316728517622991, 0.136894866792264, -0.00228531316994592, 0.114725684618803, 0, 0.0843034850864228, 0.0674068415006325, 0.0168966435857904, 114.525090909089, 114.455182795699, 114.420424908425, 114.448040033361
6/9/2017, 114.21, 114.3, 114.17, 114.17, 879598, 0.306848903594116, 0.39699055552852, -0.216142965887889, -0.0480334870382654, 0, 0.0581518201939275, 0.0655558372392915, -0.00740401704536398, 114.341999999998, 114.49894623656, 114.418910866911, 114.443705159705
6/12/2017, 114.18, 114.24, 113.93, 113.93, 620793, 0.305725378365428, 0.141674728519163, -0.19583863414094, 0.0664449989482643, 0, 0.0178546261021495, 0.0560155950118631, -0.0381609689097136, 114.127818181816, 114.527913978495, 114.40157997558, 114.430947554698
6/13/2017, 113.86, 114.12, 113.81, 114.12, 685846, 0.303537747452809, 0.652296724780863, -0.279197527158244, 0.1675397683701, 0, 0.00123597402337339, 0.0450596708141652, -0.0438236967907918, 114.054909090907, 114.543290322581, 114.392783882784, 114.425256005057
6/14/2017, 114.18, 114.47, 113.97, 114.14, 1067932, 0.310213258737943, 0.752691253189057, -0.334020017453858, 0.167512508568891, 0, -0.0102029810129665, 0.0340071404487388, -0.0442101214617053, 114.023818181816, 114.562623655915, 114.382070818071, 114.420414531905
