Date,XBI_Open,XBI_High,XBI_Low,XBI_Close,XBI_Volume,XBI_ATRPercentOfClose20,XBI_SQN25,XBI_SQN50,XBI_SQN100,XBI_SQN200,XBI_MACD,XBI_MACD_Avg,XBI_MACD_Diff,XBI_LinReg10,XBI_LinReg30,XBI_LinReg90,XBI_LinReg270
3/31/2017, 69.26, 69.64, 68.81, 69.34, 3113052, 2.13461913101227, 0.406143628255803, 0.865323953891019, 0, 0, 0.196672104232007, 0.480314006513508, -0.2836419022815, 69.2883636363633, 69.9866881720428, 71.8047311827957, 71.8047311827957
4/3/2017, 69.49, 70, 68.29, 68.31, 5563150, 2.18363001049877, -0.402955842254603, 0.788213023249725, 0, 0, 0.0839368088436458, 0.401038566979535, -0.31710175813589, 69.4049090909087, 69.7544946236557, 71.7308928571428, 71.7308928571428
4/4/2017, 68.21, 68.95, 68.04, 68.34, 2107568, 2.14011673567914, -0.343157155456218, 0.917461067291846, 0, 0, -0.00295194747307903, 0.320240464089013, -0.323192411562092, 68.9970909090906, 69.5041290322579, 71.66175, 71.66175
4/5/2017, 68.59, 69.02, 66.57, 66.93, 7901962, 2.25896905469142, -0.888108421604523, 0.695442251504752, 0, 0, -0.183472175955146, 0.219497936080181, -0.402970112035327, 68.2025454545451, 68.9978494623654, 71.5104195804196, 71.5104195804196
4/6/2017, 67.08, 67.2, 66, 66.84, 4814268, 2.23867682359324, -0.742604653315221, 0.63299450168821, 0, 0, -0.329994039569826, 0.10959954095018, -0.439593580520005, 67.4061818181814, 68.4423655913977, 71.3606512890095, 71.3606512890095
4/7/2017, 66.66, 67.44, 66.4, 67.32, 3591058, 2.18882205799946, -0.797778523447336, 0.720817288727309, 0, 0, -0.402739157335517, 0.00713180129304015, -0.409870958628558, 66.9596363636359, 67.956387096774, 71.2456672519754, 71.2456672519754
4/10/2017, 67.46, 68.25, 67.22, 67.31, 2621046, 2.15620154356406, -0.678070428637914, 0.606235593491543, 0, 0, -0.455941296242131, -0.085482818213994, -0.370458478028137, 66.7919999999995, 67.6846236559137, 71.1350511508951, 71.1350511508951
4/11/2017, 67.16, 67.6, 66.27, 67.12, 4038728, 2.15326623364768, -0.497436246724359, 0.751838315473308, 0, 0, -0.507584666653401, -0.169903187901875, -0.337681478751525, 66.6038181818177, 67.391204301075, 71.0183478260869, 71.0183478260869
4/12/2017, 67.35, 67.93, 67.12, 67.44, 3012082, 2.09595000181362, -0.65922948351553, 0.439427959547653, 0, 0, -0.516734490575004, -0.239269448436501, -0.277465042138503, 66.7296363636359, 67.2423225806449, 70.9245030181086, 70.9245030181086
4/13/2017, 67.35, 68.89, 67.29, 68.47, 3057799, 2.07803891801074, -0.490214872194563, 0.579147838145138, 0, 0, -0.435849201732097, -0.27858539909562, -0.157263802636477, 67.2401818181813, 67.1921290322578, 70.8912910798122, 70.8912910798122
