Date,XBI_Open,XBI_High,XBI_Low,XBI_Close,XBI_Volume,XBI_ATRPercentOfClose20,XBI_SQN25,XBI_SQN50,XBI_SQN100,XBI_SQN200,XBI_MACD,XBI_MACD_Avg,XBI_MACD_Diff,XBI_LinReg10,XBI_LinReg30,XBI_LinReg90,XBI_LinReg270
4/17/2017, 68.5, 69, 68.02, 68.81, 2649174, 2.0355930603166, -0.531423777477083, 0.60545806946268, 0, 0, -0.340388087091853, -0.290945936694867, -0.049442150396986, 67.9287272727268, 67.2488172043008, 70.8774657534246, 70.8774657534246
4/18/2017, 68.63, 68.68, 67.46, 67.85, 2893473, 2.06065881439007, -0.753192778235507, 0.329907518852065, 0, 0, -0.338298745569233, -0.30041649846974, -0.0378822470994929, 68.108545454545, 67.1587526881717, 70.8120807108478, 70.8120807108478
4/19/2017, 68.06, 68.91, 67.72, 68.09, 3416437, 2.03811008266336, -0.54454352852699, 0.381978768634949, 0, 0, -0.313661241577805, -0.303065447091353, -0.0105957944864516, 68.4023636363632, 67.0417204301072, 70.7618054054054, 70.7618054054054
4/20/2017, 68.33, 68.81, 67.94, 68.6, 4106245, 1.98522113341284, -0.777222827693603, 0.541741887435836, 0, 0, -0.250100106067947, -0.292472378886672, 0.0423722728187247, 68.6039999999994, 67.0670752688169, 70.7398842105263, 70.7398842105263
4/21/2017, 68.56, 68.75, 67.69, 67.98, 3736553, 1.98112476117262, -0.737619041324251, 0.362806260261211, 0, 0, -0.246910041425551, -0.283359911394448, 0.0364498699688968, 68.4823636363631, 67.0500645161287, 70.6863670539986, 70.6863670539986
4/24/2017, 68.7, 69.36, 68.39, 69.16, 2942695, 1.9497255379018, -0.360334583232574, 0.357626175874506, 0, 0, -0.1474658592536, -0.256181100966278, 0.108715241712678, 68.8021818181812, 67.2379999999997, 70.6947952047952, 70.6947952047952
4/25/2017, 69.75, 71.04, 69.58, 70.58, 6572741, 1.9481562381868, -0.0944907571335815, 0.600811001300173, 0, 0, 0.0454031251746159, -0.195864255738099, 0.241267380912715, 69.5101818181812, 67.6298709677416, 70.7737390457643, 70.7737390457643
4/26/2017, 70.76, 70.98, 70.29, 70.55, 5046420, 1.90043690895341, 0.830421065192215, 0.562742500166995, 0, 0, 0.193600726932615, -0.117971259203956, 0.311571986136572, 69.9914545454539, 67.9720430107524, 70.8472088607595, 70.8472088607595
4/27/2017, 70.87, 71.64, 70.52, 71.19, 3017978, 1.86784706742984, 0.818775589607444, 0.506803829718251, 0, 0, 0.358557814042953, -0.0226654445545745, 0.381223258597528, 70.5707272727267, 68.495956989247, 70.9483888888889, 70.9483888888889
4/28/2017, 71.27, 71.73, 70.83, 71.44, 2924795, 1.83123503770736, 0.970380648539283, 0.382720688539835, 0, 0, 0.503654588114657, 0.0825985619792717, 0.421056026135385, 71.2378181818176, 69.0015483870965, 71.0568563685637, 71.0568563685637
5/1/2017, 71.65, 72.2, 71.47, 72.13, 2139248, 1.77571412088067, 0.995333816702946, 0.539885670362647, 0, 0, 0.666637478477213, 0.19940634527886, 0.467231133198353, 72.0492727272721, 69.5654838709674, 71.193291213635, 71.193291213635
5/2/2017, 72.3, 72.38, 70.35, 70.9, 3200212, 1.85935326603902, 0.343630010669248, 0.255401305725833, 0, 0, 0.688613959775779, 0.297247868178244, 0.391366091597535, 72.0627272727267, 69.9801935483868, 71.2653184165232, 71.2653184165232
5/3/2017, 70.69, 70.96, 70.07, 70.48, 2366041, 1.84005021614725, 0.35144842060524, 0.259553027751649, 0, 0, 0.664480274641889, 0.370694349470973, 0.293785925170916, 71.8127272727267, 70.1124086021503, 71.3142268907563, 71.3142268907563
5/4/2017, 70.74, 71.02, 70.01, 70.72, 2466813, 1.81352378778783, 0.301045960438485, 0.476513725909199, 0, 0, 0.657144991136505, 0.427984477804079, 0.229160513332426, 71.6172727272721, 70.3015268817201, 71.3717428180575, 71.3717428180575
5/5/2017, 70.65, 70.65, 69.4, 70.15, 2585013, 1.83093060810745, 0.27707153753788, 0.492677346618083, 0, 0, 0.598439056867193, 0.462075393616702, 0.136363663250491, 70.9852727272721, 70.3861505376341, 71.4004009623096, 71.4004009623096
5/8/2017, 69.8, 69.96, 68.01, 68.25, 4996134, 1.94458304836338, -0.243607384738115, 0.196506181425922, 0, 0, 0.394057609142038, 0.448471836721769, -0.0544142275797311, 69.8145454545448, 70.2541935483868, 71.3415700104494, 71.3415700104494
5/9/2017, 68.45, 69.46, 68.3, 69.35, 6185119, 1.90529060415661, 0.288188668382771, -0.128522445565224, 0, 0, 0.317188297002488, 0.422215128777913, -0.105026831775425, 69.3574545454539, 70.3335053763438, 71.3337359550562, 71.3337359550562
5/10/2017, 69.18, 69.46, 68.41, 69.19, 2747050, 1.89008972724885, 0.240845932801464, -0.112069323409043, 0, 0, 0.240584838237851, 0.385889070669901, -0.14530423243205, 68.9061818181811, 70.3657634408599, 71.3186816479401, 71.3186816479401
5/11/2017, 69.02, 69.42, 68.18, 69.09, 3615174, 1.88792217132624, 0.611749008195637, -0.32883807754502, 0, 0, 0.169848967829807, 0.342681050101882, -0.172832082272075, 68.6225454545448, 70.4141075268814, 71.2993943833944, 71.2993943833944
5/12/2017, 69.03, 70.26, 68.77, 70.03, 2879114, 1.87583486614428, 0.867169791372003, -0.0435553000584908, 0, 0, 0.187479280554783, 0.311640696192462, -0.124161415637679, 68.8281818181811, 70.5538494623653, 71.2184566544567, 71.3210582895366
5/15/2017, 70.34, 70.67, 70.01, 70.23, 2362739, 1.82395671212131, 0.792907490118869, -0.130036058888447, 0, 0, 0.215110103566602, 0.29233457766729, -0.0772244741006884, 69.3178181818175, 70.7199354838707, 71.1997240537241, 71.350049088359
5/16/2017, 70.33, 70.78, 69.99, 70.68, 2265820, 1.77761256221938, 0.908934623373896, 0.0375712188326749, 0, 0, 0.270204222979658, 0.287908506729764, -0.017704283750106, 69.8205454545448, 70.8687096774191, 71.1977704517705, 71.3966026080988
5/17/2017, 69.79, 69.92, 68.45, 68.57, 4692724, 1.90330425992099, 0.368246461986876, -0.110915004140335, 0, 0, 0.1419707926283, 0.258720963909471, -0.116750171281171, 69.5223636363629, 70.7364731182793, 71.1171257631258, 71.3526763717805
5/18/2017, 68.56, 70.27, 68.43, 70, 3605882, 1.90262992068062, 0.59451229400946, -0.0439854325387134, 0, 0, 0.15395917861936, 0.237768606851449, -0.0838094282320889, 69.870363636363, 70.6901935483868, 71.1398315018315, 71.3692302631578
5/19/2017, 70.24, 70.78, 68.94, 69.14, 4174562, 1.9630443986876, 0.180282977931011, -0.224873287924382, 0, 0, 0.0929932795682618, 0.208813541394811, -0.115820261826549, 69.8465454545448, 70.5089892473115, 71.1302124542124, 71.3495317869415
5/22/2017, 69.41, 70.03, 68.77, 69.61, 3089474, 1.94280484469183, 0.207472252162804, -0.233566614290197, 0, 0, 0.0816610990630551, 0.18338305292846, -0.101721953865405, 69.6601818181811, 70.404580645161, 71.0884322344322, 71.3492531033032
5/23/2017, 69.75, 69.91, 69.07, 69.65, 2587023, 1.90490614468124, 0.437220054845938, -0.246698157481167, 0, 0, 0.0750428824386091, 0.16171501883049, -0.0866721363918807, 69.6334545454538, 70.2898064516126, 71.065916971917, 71.3502350030921
