Date,IJK_Open,IJK_High,IJK_Low,IJK_Close,IJK_Volume,IJK_ATRPercentOfClose20,IJK_SQN25,IJK_SQN50,IJK_SQN100,IJK_SQN200,IJK_MACD,IJK_MACD_Avg,IJK_MACD_Diff,IJK_LinReg10,IJK_LinReg30,IJK_LinReg90,IJK_LinReg270
1/3/2017, 183.77, 184.08, 181.67, 182.84, 777900, 0, 0, 0, 0, 0, 0, 0, 0, 182.84, 182.84, 182.84, 182.84
1/4/2017, 183.31, 185.73, 183.31, 185.59, 506348, 0, 0, 0, 0, 0, 0.219373219373239, 0.0438746438746477, 0.175498575498591, 185.59, 185.59, 185.59, 185.59
1/5/2017, 185.15, 185.53, 183.6, 184.25, 166722, 0, 0, 0, 0, 0, 0.281852257692719, 0.0914701666382621, 0.190382091054457, 184.931666666667, 184.931666666667, 184.931666666667, 184.931666666667
1/6/2017, 184.41, 185.1, 183.91, 184.18, 283738, 0, 0, 0, 0, 0, 0.322007034066189, 0.137577540123847, 0.184429493942342, 184.617, 184.617, 184.617, 184.617
1/9/2017, 184.37, 184.41, 183.25, 183.53, 181562, 0, 0, 0, 0, 0, 0.297945881264042, 0.169651208351886, 0.128294672912155, 184.072, 184.072, 184.072, 184.072
1/10/2017, 183.86, 185.31, 183.62, 184.65, 113791, 0, 0, 0, 0, 0, 0.365043885407488, 0.208729743763007, 0.156314141644481, 184.373333333333, 184.373333333333, 184.373333333333, 184.373333333333
1/11/2017, 184.77, 185.23, 184.21, 185.15, 99666, 0, 0, 0, 0, 0, 0.453339542381343, 0.257651703486674, 0.195687838894669, 184.776785714286, 184.776785714286, 184.776785714286, 184.776785714286
1/12/2017, 184.73, 184.85, 182.44, 184.47, 129022, 0, 0, 0, 0, 0, 0.463105774570153, 0.29874251770337, 0.164363256866783, 184.739166666667, 184.739166666667, 184.739166666667, 184.739166666667
1/13/2017, 184.66, 185.97, 184.66, 185.62, 78766, 0, 0, 0, 0, 0, 0.557217714039268, 0.350437556970549, 0.206780157068719, 185.144222222222, 185.144222222222, 185.144222222222, 185.144222222222
1/17/2017, 185.05, 185.08, 183.35, 183.66, 96897, 0, 0, 0, 0, 0, 0.468248803776703, 0.37399980633178, 0.0942489974449228, 184.740909090909, 184.740909090909, 184.740909090909, 184.740909090909
1/18/2017, 183.85, 184.53, 183.11, 184.51, 126778, 0, 0, 0, 0, 0, 0.461013916206014, 0.391402628306627, 0.0696112878993868, 184.470181818182, 184.72, 184.72, 184.72
1/19/2017, 184.57, 184.96, 182.72, 183.4, 207077, 0, 0, 0, 0, 0, 0.361544828608373, 0.385431068366976, -0.0238862397586028, 184.274909090909, 184.375256410257, 184.375256410257, 184.375256410257
1/20/2017, 183.94, 184.61, 183.73, 184.35, 117953, 0, 0, 0, 0, 0, 0.355276514067668, 0.379400157507115, -0.0241236434394463, 184.259272727273, 184.375494505495, 184.375494505495, 184.375494505495
1/23/2017, 184.1, 184.62, 183.11, 184.06, 90346, 0, 0, 0, 0, 0, 0.323182803084876, 0.368156686622667, -0.0449738835377909, 184.124, 184.300857142857, 184.300857142857, 184.300857142857
1/24/2017, 184.86, 187.12, 184.84, 186.69, 137329, 0, 0, 0, 0, 0, 0.504155732621626, 0.395356495822459, 0.108799236799168, 184.773818181818, 184.877833333333, 184.877833333333, 184.877833333333
1/25/2017, 187.63, 188.32, 187.52, 188.19, 302632, 0, 0, 0, 0, 0, 0.759856395562139, 0.468256475770395, 0.291599919791744, 185.993454545454, 185.678529411765, 185.678529411765, 185.678529411765
1/26/2017, 188.21, 188.67, 187.31, 187.59, 95247, 0, 0, 0, 0, 0, 0.903669092788334, 0.555338999173983, 0.348330093614351, 186.912727272727, 186.193529411765, 186.193529411765, 186.193529411765
1/27/2017, 187.57, 187.86, 186.37, 186.78, 342763, 0, 0, 0, 0, 0, 0.941429250526369, 0.63255704944446, 0.308872201081909, 187.283090909091, 186.445497076023, 186.445497076023, 186.445497076023
1/30/2017, 185.93, 185.96, 183.75, 185.49, 256512, 0, 0, 0, 0, 0, 0.857378898320803, 0.677521419219729, 0.179857479101075, 187.311818181818, 186.398947368421, 186.398947368421, 186.398947368421
1/31/2017, 184.99, 186.03, 184.46, 185.7, 455747, 0, 0, 0, 0, 0, 0.798508919831335, 0.70171891934205, 0.0967900004892848, 187.028181818182, 186.395714285714, 186.395714285714, 186.395714285714
2/1/2017, 186.85, 187.36, 184.54, 185.25, 83156, 0, 0, 0, 0, 0, 0.70738846466341, 0.702852828406322, 0.00453563625708797, 186.647818181818, 186.310173160173, 186.310173160173, 186.310173160173
2/2/2017, 185.36, 186.2, 184.47, 185.42, 117555, 1.0300560888793, 0, 0, 0, 0, 0.641497641216603, 0.690581790968378, -0.0490841497517754, 186.063818181818, 186.263873517786, 186.263873517786, 186.263873517786
2/3/2017, 186.72, 187.88, 186.62, 187.75, 99022, 1.03192197070573, 0, 0, 0, 0, 0.768432208131856, 0.706151874401074, 0.0622803337307819, 186.364545454545, 186.601956521739, 186.601956521739, 186.601956521739
2/6/2017, 187.3, 187.95, 186.88, 187.33, 113277, 1.01108302193989, 0, 0, 0, 0, 0.82562103169073, 0.730045705859005, 0.0955753258317251, 186.276727272727, 186.8251, 186.8251, 186.8251
2/7/2017, 187.73, 188.12, 186.6, 186.98, 223157, 1.00297290285057, 0, 0, 0, 0, 0.833098075428438, 0.750656179772892, 0.0824418956555467, 186.415636363636, 186.963384615384, 186.963384615384, 186.963384615384
2/8/2017, 186.53, 187.26, 185.73, 187.11, 147692, 0.9930472968107, 0.717875339077408, 0, 0, 0, 0.839832533337756, 0.768491450485864, 0.0713410828518912, 186.883636363636, 187.100512820513, 187.100512820513, 187.100512820513
2/9/2017, 187.46, 189.22, 187.46, 188.9, 115341, 0.990305059401469, 0.586635686768538, 0, 0, 0, 0.978330099695881, 0.810459180327868, 0.167870919368014, 187.908909090909, 187.469417989418, 187.469417989418, 187.469417989418
2/10/2017, 189.64, 190.2, 189.05, 189.81, 217620, 0.970524179099576, 1.00315209624373, 0, 0, 0, 1.14828312063517, 0.878023968389329, 0.270259152245842, 189.01509090909, 187.915147783251, 187.915147783251, 187.915147783251
2/13/2017, 190.72, 191.12, 190.29, 190.33, 102056, 0.95389289504096, 1.107118422939, 0, 0, 0, 1.30983283082256, 0.964385740875974, 0.345447089946583, 189.877636363636, 188.374965517241, 188.374965517241, 188.374965517241
2/14/2017, 190.06, 190.79, 189.5, 190.68, 90141, 0.938361196651398, 1.30325913589919, 0, 0, 0, 1.44939647463519, 1.06138788762782, 0.388008587007375, 190.63909090909, 188.825053763441, 188.825053763441, 188.825053763441
2/15/2017, 190.35, 191.61, 190.35, 191.42, 94375, 0.920908877487276, 1.23936616058733, 0, 0, 0, 1.60125521010511, 1.16936135212328, 0.431893857981832, 191.294545454545, 189.300408602151, 189.314536290323, 189.314536290323
2/16/2017, 191.5, 191.86, 190.62, 191.46, 90793, 0.907063399468211, 1.15460251946004, 0, 0, 0, 1.70517581242362, 1.27652424418334, 0.428651568240274, 191.661272727272, 189.908817204301, 189.754375, 189.754375
2/17/2017, 190.82, 191.91, 190.61, 191.91, 83696, 0.893559692246753, 1.38005086869909, 0, 0, 0, 1.80306032065124, 1.38183145947692, 0.421228861174317, 192.319999999999, 190.44711827957, 190.198431372549, 190.198431372549
2/21/2017, 192.27, 193.52, 192.2, 193.43, 140916, 0.883828198894281, 1.42277427751178, 0, 0, 0, 1.98045632771675, 1.50155643312489, 0.478899894591862, 193.192909090908, 191.124193548387, 190.766521008403, 190.766521008403
2/22/2017, 193.12, 193.15, 192.24, 192.63, 92086, 0.874012065028888, 1.76748831890277, 0, 0, 0, 2.03305483664028, 1.60785611382797, 0.425198722812308, 193.386727272726, 191.596752688172, 191.189, 191.189
2/23/2017, 193.11, 193.15, 190.94, 191.8, 95863, 0.891516667790349, 1.41231875122137, 0, 0, 0, 1.9848849523309, 1.68326188152855, 0.301623070802347, 193.011636363636, 191.979956989247, 191.48012012012, 191.48012012012
2/24/2017, 190.62, 192.4, 190.27, 192.4, 132467, 0.899653077120995, 1.81226536938069, 0, 0, 0, 1.97238849080838, 1.74108720338452, 0.231301287423864, 192.945999999999, 192.426494623656, 191.803769559033, 191.803769559033
2/27/2017, 192.35, 193.69, 192.23, 193.68, 89922, 0.886713080525483, 1.85239736830259, 0, 0, 0, 2.04222871621596, 1.80131550595081, 0.240913210265151, 193.313636363636, 192.943333333333, 192.225020242915, 192.225020242915
2/28/2017, 193.29, 193.29, 191.53, 191.63, 116458, 0.907486614644715, 1.38667728287651, 0, 0, 0, 1.91014081627932, 1.82308056801651, 0.0870602482628122, 192.865999999999, 193.217311827957, 192.40417948718, 192.40417948718
3/1/2017, 193.47, 194.97, 193.47, 194.7, 145037, 0.93429161256368, 1.40802656435202, 0, 0, 0, 2.02978544377876, 1.86442154316896, 0.165363900609802, 193.477999999999, 193.711376344086, 192.860902439024, 192.860902439024
3/2/2017, 194.58, 194.58, 192.55, 192.63, 144844, 0.952921393956502, 0.750280709584501, 0, 0, 0, 1.93526444887061, 1.87859012430929, 0.0566743245613202, 193.303636363635, 193.92823655914, 193.082055749129, 193.082055749129
3/3/2017, 192.56, 193.03, 191.9, 192.85, 90810, 0.933539982950215, 0.894556145984136, 0, 0, 0, 1.85670510016627, 1.87421311948069, -0.0175080193144204, 193.147272727272, 194.046623655914, 193.302602436323, 193.302602436323
3/6/2017, 192.08, 192.16, 191.15, 191.83, 93196, 0.935888684910344, 0.85875087289239, 0, 0, 0, 1.6926291990427, 1.83789633539309, -0.14526713635039, 192.652727272726, 194.037956989247, 193.411205073996, 193.411205073996
3/7/2017, 191.6, 191.82, 190.84, 190.96, 78099, 0.919066558991589, 0.949151907917656, 0, 0, 0, 1.47538877281724, 1.76539482287792, -0.290006050060679, 192.165999999999, 193.851311827957, 193.432212121212, 193.432212121212
3/8/2017, 191.26, 191.66, 190.21, 190.3, 72240, 0.914239109825445, 0.793433040256311, 0, 0, 0, 1.23572303975948, 1.65946046625423, -0.423737426494753, 191.425999999999, 193.711741935484, 193.392270531401, 193.392270531401
3/9/2017, 190.29, 190.75, 188.85, 189.45, 96527, 0.922569107784603, 0.721992090713579, 0, 0, 0, 0.966062160130065, 1.5207808050294, -0.554718644899333, 190.353454545454, 193.541032258064, 193.281276595745, 193.281276595745
3/10/2017, 190.64, 190.78, 189.27, 190.25, 76154, 0.912439850703303, 0.821787310596394, 0, 0, 0, 0.80759779962122, 1.37814420394776, -0.570546404326542, 189.805454545454, 193.423698924731, 193.241994680851, 193.241994680851
3/13/2017, 190.36, 191.01, 190.29, 190.79, 99529, 0.884281657930123, 0.554611426041778, 0, 0, 0, 0.717318339967591, 1.24597903115173, -0.528660691184138, 189.817272727272, 193.303720430107, 193.246964285714, 193.246964285714
3/14/2017, 190.15, 190.2, 189.08, 189.98, 88938, 0.888654030111925, 0.482930955659553, 0, 0, 0, 0.573796616991444, 1.11154254831967, -0.537745931328227, 189.296909090908, 192.969096774193, 193.185395918367, 193.185395918367
