Date,IJK_Open,IJK_High,IJK_Low,IJK_Close,IJK_Volume,IJK_ATRPercentOfClose20,IJK_SQN25,IJK_SQN50,IJK_SQN100,IJK_SQN200,IJK_MACD,IJK_MACD_Avg,IJK_MACD_Diff,IJK_LinReg10,IJK_LinReg30,IJK_LinReg90,IJK_LinReg270
3/15/2017, 190.91, 192.7, 190.65, 192.36, 163631, 0.904476855940062, 0.900358844804514, 0, 0, 0, 0.644669379708262, 1.01816791459739, -0.373498534889128, 190.302727272726, 192.921483870968, 193.310894117647, 193.310894117647
3/16/2017, 192.61, 192.86, 191.72, 192.05, 115006, 0.890319758438943, 0.825590303982558, 1.0904449501501, 0, 0, 0.668120468677756, 0.948158425413463, -0.280037956735707, 190.91509090909, 192.761569892473, 193.402503770739, 193.402503770739
3/17/2017, 192.54, 192.78, 191.88, 192.34, 119391, 0.867924582134704, 0.597354978381745, 0.837214863393322, 0, 0, 0.702013823640442, 0.898929505058859, -0.196915681418417, 191.703272727272, 192.605913978494, 193.507960812772, 193.507960812772
3/20/2017, 192.34, 192.41, 191.34, 191.7, 60804, 0.855189271890451, 0.33531419012247, 0.937587317485983, 0, 0, 0.66951415788597, 0.853046435624281, -0.183532277738311, 192.094181818181, 192.479741935484, 193.557903563941, 193.557903563941
3/21/2017, 192.47, 192.47, 187.9, 187.93, 175012, 0.950315512426593, -0.328556773181158, 0.445684546406753, 0, 0, 0.335680925082471, 0.749573333515919, -0.413892408433448, 191.015818181818, 191.821741935484, 193.331353535354, 193.331353535354
3/22/2017, 187.77, 188.75, 187.35, 188.62, 203638, 0.936608814218074, -0.277236719713108, 0.597141009333431, 0, 0, 0.125347982856539, 0.624728263384043, -0.499380280527504, 190.209090909091, 191.224086021505, 193.166168831169, 193.166168831169
3/23/2017, 188.54, 190.17, 188.05, 189.05, 122062, 0.943824368214347, -0.32217140834462, 0.520256754360058, 0, 0, -0.00656925658381624, 0.498468759390471, -0.505038015974288, 189.472545454545, 190.679075268817, 193.039530075188, 193.039530075188
3/24/2017, 189.37, 189.85, 188.05, 188.58, 69589, 0.946592941830396, -0.395357876699437, 0.410455978519911, 0, 0, -0.147341233278269, 0.369306760856723, -0.516647994134992, 188.755454545454, 190.181247311828, 192.887005444646, 192.887005444646
3/27/2017, 186.93, 188.58, 186.3, 188.24, 103316, 0.961448534434006, -0.510236275755551, 0.451018689220064, 0, 0, -0.283076072759343, 0.23883019413351, -0.521906266892853, 188.12, 189.703010752688, 192.719362945646, 192.719362945646
3/28/2017, 187.86, 189.93, 187.75, 189.62, 153863, 0.964212206074066, -0.528333722054421, 0.472720873872296, 0, 0, -0.276109624230173, 0.135842230460773, -0.411951854690947, 187.938363636364, 189.444666666666, 192.651491525424, 192.651491525424
3/29/2017, 189.43, 190.1, 188.97, 190.02, 162444, 0.94380708656971, -0.357306856981461, 0.760221818301683, 0, 0, -0.235596200177639, 0.0615545443330909, -0.29715074451073, 188.390545454546, 189.264989247311, 192.612387978142, 192.612387978142
3/30/2017, 190.01, 190.85, 190.01, 190.8, 143784, 0.914963896543383, -0.125460870662087, 0.749569737848246, 0, 0, -0.138947834322494, 0.021454068601974, -0.160401902924468, 189.177818181818, 189.237870967741, 192.624325753569, 192.624325753569
3/31/2017, 190.74, 191.58, 190.56, 190.91, 244023, 0.895429028796049, -0.196396697769561, 0.902154562402623, 0, 0, -0.0528678002841616, 0.00658969482474689, -0.0594574951089085, 190.129272727273, 189.231376344086, 192.641505376344, 192.641505376344
4/3/2017, 191.15, 191.51, 189.25, 190.11, 164487, 0.913676493046556, -0.502921395603641, 0.696190227483553, 0, 0, -0.0486413599374771, -0.00445651612769791, -0.0441848438097792, 190.754363636364, 189.156924731182, 192.607157738095, 192.607157738095
4/4/2017, 189.9, 190.26, 189.21, 189.63, 76283, 0.897875263346658, -0.288368444332941, 0.674545204822139, 0, 0, -0.0830663270739649, -0.0201784783169513, -0.0628878487570136, 190.546363636364, 189.134516129032, 192.544399038462, 192.544399038462
4/5/2017, 190.62, 191.12, 188.24, 188.35, 80366, 0.935231653193551, -1.07207945939517, 0.222450651124142, 0, 0, -0.211199092470679, -0.0583826011476968, -0.152816491322982, 189.941454545455, 188.92088172043, 192.407076923077, 192.407076923077
4/6/2017, 188.56, 190.1, 188, 189.75, 66986, 0.937250792016101, -0.48549195890243, 0.209320533693588, 0, 0, -0.197500272283264, -0.0862061353748103, -0.111294136908454, 189.92090909091, 188.857161290322, 192.359004975124, 192.359004975124
4/7/2017, 189.38, 190.23, 188.97, 189.65, 49589, 0.924076830455061, -0.541899844392715, 0.270451966351905, 0, 0, -0.192494071027795, -0.107463722505407, -0.0850303485223879, 189.733636363637, 188.833978494623, 192.306755926251, 192.306755926251
4/10/2017, 189.83, 190.89, 189.15, 189.89, 61886, 0.922579453109759, -0.327213326526243, 0.399564940714075, 0, 0, -0.167232869804479, -0.119417551965222, -0.0478153178392577, 189.50290909091, 188.944322580645, 192.270191815857, 192.270191815857
4/11/2017, 189.5, 191.09, 188.79, 191.09, 93312, 0.93112764526381, 0.0377194809977581, 0.705806700826485, 0, 0, -0.0498090469679653, -0.10549585096577, 0.0556868039978051, 189.872727272728, 189.094709677419, 192.302790890269, 192.302790890269
4/12/2017, 190.87, 191.08, 188.76, 188.94, 70824, 0.956296827811943, -0.208699620309987, 0.406585697694087, 0, 0, -0.128752672415516, -0.110147215255719, -0.0186054571597962, 189.499636363637, 189.180451612903, 192.212816901408, 192.212816901408
4/13/2017, 188.75, 189.12, 187.04, 187.05, 114134, 0.97326162263806, -0.368694857966604, 0.232732461000343, 0, 0, -0.339905055060569, -0.156098783216689, -0.18380627184388, 188.688545454546, 188.925548387096, 192.022265258216, 192.022265258216
4/17/2017, 187.48, 189.35, 187.24, 189.31, 79139, 0.974307523050693, -0.123779389736564, 0.460096330817486, 0, 0, -0.321179371320227, -0.189114900837397, -0.13206447048283, 188.884727272728, 189.008064516129, 191.963165905632, 191.963165905632
4/18/2017, 188.69, 189.59, 188.45, 189.5, 57301, 0.954743268228445, -0.176707035131934, 0.224722262312496, 0, 0, -0.287691392648213, -0.20883019919956, -0.078861193448653, 189.073818181819, 189.06952688172, 191.916456867827, 191.916456867827
4/19/2017, 189.99, 191.03, 189.92, 190.22, 94190, 0.943789595535832, 0.0536837481913841, 0.355421829581956, 0, 0, -0.200739940496106, -0.207212147458869, 0.00647220696276313, 189.44890909091, 189.179376344085, 191.909491891892, 191.909491891892
4/20/2017, 190.81, 192.29, 190.47, 192.05, 250533, 0.941948836343059, -0.0304444639813599, 0.593861373580851, 0, 0, 0.0156549572355686, -0.162638726519982, 0.17829368375555, 190.168000000001, 189.482193548387, 191.997971929825, 191.997971929825
4/21/2017, 191.91, 192.23, 191.17, 191.69, 71307, 0.924180762265639, -0.0381724360862049, 0.538386231217777, 0, 0, 0.156298766487055, -0.0988512279185745, 0.255149994405629, 190.84090909091, 189.671376344086, 192.063325358852, 192.063325358852
4/24/2017, 193.96, 194.14, 193.31, 193.85, 413254, 0.9313819953715, 0.23685876958514, 0.570272758484645, 0, 0, 0.437016294914997, 0.00832227664813981, 0.428694018266857, 192.134181818183, 190.173505376344, 192.235274725275, 192.235274725275
4/25/2017, 194.99, 195.57, 194.71, 194.75, 161887, 0.924883079910793, 0.459511891719405, 0.566769488492392, 0, 0, 0.723766309553213, 0.151411083229154, 0.572355226324058, 193.557272727274, 190.802602150537, 192.444375202856, 192.444375202856
4/26/2017, 194.48, 195.42, 194.22, 194.67, 210720, 0.909821394267199, 1.2226499123626, 0.500660547314576, 0, 0, 0.933798186440129, 0.307888503871349, 0.625909682568779, 194.927636363638, 191.342, 192.639841772152, 192.639841772152
4/27/2017, 195.18, 195.97, 195.02, 195.56, 65082, 0.893634609740723, 1.24996335406646, 0.556628870366159, 0, 0, 1.15870865196189, 0.478052533489457, 0.680656118472431, 195.980181818184, 192.122731182795, 192.870018518519, 192.870018518519
4/28/2017, 195.88, 196.06, 193.84, 193.84, 128487, 0.913749613427832, 0.824934449142717, 0.284839350259963, 0, 0, 1.18450792093807, 0.61934361097918, 0.565164309958894, 195.699454545456, 192.643913978494, 193.006461909064, 193.006461909064
5/1/2017, 194.59, 195.46, 193.6, 194.9, 106593, 0.911057792783523, 1.07935085670462, 0.39175418424061, 0, 0, 1.27578076220502, 0.750631041224348, 0.525149720980669, 195.866545454547, 193.307376344085, 193.187387599177, 193.187387599177
5/2/2017, 195.05, 195.41, 194.14, 194.61, 119085, 0.899424005050271, 1.09057936652811, 0.312602380327116, 0, 0, 1.30961810778788, 0.862428454537055, 0.447189653250829, 195.666545454547, 193.874860215053, 193.346514629949, 193.346514629949
5/3/2017, 194.12, 194.43, 193, 193.83, 72861, 0.899422485382508, 0.729160610485269, 0.0670478548807547, 0, 0, 1.25898220352616, 0.941739204334876, 0.317242999191283, 195.062363636366, 194.073268817204, 193.46206442577, 193.46206442577
5/4/2017, 193.99, 194.09, 192.67, 193.77, 78307, 0.891357317049115, 0.650650430221822, 0.147300000440669, 0, 0, 1.20017649843763, 0.993426663155426, 0.206749835282202, 194.606545454547, 194.271999999999, 193.569597811218, 193.569597811218
5/5/2017, 194.5, 195.26, 193.76, 195.26, 74334, 0.878738051615163, 0.752946534416588, 0.395182266660846, 0, 0, 1.25928682637752, 1.04659869579985, 0.212688130577674, 194.499636363638, 194.655225806451, 193.740376904571, 193.740376904571
5/8/2017, 195.13, 195.36, 193.61, 194.32, 79494, 0.883868219228376, 0.571829565536562, 0.229475955466502, 0, 0, 1.21626173486172, 1.08053130361222, 0.135730431249498, 194.305272727275, 194.847784946236, 193.861353187043, 193.861353187043
5/9/2017, 194.45, 194.59, 193.48, 193.94, 145559, 0.869937139024621, 0.647488228009309, 0.0519658208845489, 0, 0, 1.13837869467287, 1.09210078182435, 0.0462779128485173, 194.134000000002, 194.932430107526, 193.960058733401, 193.960058733401
5/10/2017, 194, 195.5, 193.78, 195.4, 147249, 0.864277524592187, 0.951635377873814, 0.435506983644516, 0, 0, 1.18085347863121, 1.10985132118572, 0.0710021574454862, 194.495272727275, 195.257548387096, 194.118921348315, 194.118921348315
5/11/2017, 194.75, 194.75, 192.79, 194.28, 66860, 0.892968071289107, 0.99076906251519, -0.0254811368494283, 0, 0, 1.1113296942267, 1.11014699579392, 0.0011826984327814, 194.60781818182, 195.42993548387, 194.222195360195, 194.222195360195
5/12/2017, 193.89, 194.08, 193.02, 193.55, 64340, 0.884068948827411, 0.644793000625834, 0.130594255667402, 0, 0, 0.985961148676409, 1.08530982637041, -0.0993486776940049, 194.194000000002, 195.534215053763, 194.235264957265, 194.289452938366
5/15/2017, 194.02, 195.5, 194.02, 194.99, 77524, 0.883665663845674, 0.880092514619967, 0.270559586939687, 0, 0, 0.991373699613604, 1.06652260101905, -0.0751489014054485, 194.505454545457, 195.810795698924, 194.364544566544, 194.415259467041
5/16/2017, 194.99, 195.17, 193.65, 194.77, 172608, 0.879450990417439, 0.803763165197658, 0.366876983281395, 0, 0, 0.966766738671424, 1.04657142854953, -0.0798046898781024, 194.678000000002, 195.979806451612, 194.447543345543, 194.526561427591
5/17/2017, 192.6, 193.18, 190.77, 190.85, 89968, 0.957433250895595, -0.014256920535941, 0.0123246083056862, 0, 0, 0.623763943190539, 0.962009931477729, -0.33824598828719, 193.331636363638, 195.589376344085, 194.349929181929, 194.46908174692
5/18/2017, 190.51, 191.74, 189.87, 191.11, 165988, 0.957248857394972, 0.334844313001349, 0.112270412708241, 0, 0, 0.368661879002502, 0.843340320982684, -0.474678441980182, 192.225636363638, 195.138731182795, 194.244349206349, 194.423967105263
5/19/2017, 191.59, 193.74, 191.59, 193.05, 81222, 0.968364867546829, 0.905233040868893, 0.408790695881949, 0, 0, 0.319352149179934, 0.738542686622134, -0.4191905374422, 192.232909090911, 195.009763440859, 194.242905982906, 194.459574742268
5/22/2017, 193.49, 194.2, 193.45, 194.01, 90596, 0.945032193164886, 0.736697907996736, 0.423542988091998, 0, 0, 0.35366102582401, 0.661566354462509, -0.307905328638499, 192.504363636366, 194.97464516129, 194.288383394383, 194.532421628445
5/23/2017, 194.5, 194.75, 193.31, 194.23, 117853, 0.933833141152878, 0.740514773753111, 0.389244668218721, 0, 0, 0.394060732302137, 0.608065230030435, -0.214004497728298, 192.792727272729, 194.955311827956, 194.321875457875, 194.61107606679
5/24/2017, 194.38, 195.19, 194.38, 195.05, 48030, 0.908020971319238, 0.752083717828674, 0.562952983583623, 0, 0, 0.486635308804352, 0.583779245785218, -0.0971439369808659, 193.640545454547, 195.092021505376, 194.409616605617, 194.719157575758
5/25/2017, 195.68, 196.4, 195.5, 195.83, 91841, 0.893652739279102, 0.604852261688366, 0.399915968402812, 0, 0, 0.615841768356745, 0.590191750299524, 0.0256500180572212, 194.552909090911, 195.1588172043, 194.480989010989, 194.853782178218
5/26/2017, 195.54, 195.79, 195.08, 195.49, 74256, 0.869629214468132, 0.609224863233123, 0.397249871149361, 1.04282537586972, 0, 0.682931253551828, 0.608739650949985, 0.0741916026018437, 195.117272727275, 195.012021505375, 194.547472527472, 194.970075713454
5/30/2017, 195.2, 195.64, 194.49, 194.84, 54242, 0.858415234959743, 0.177185730064986, 0.294802512497806, 0.783144515268252, 0, 0.675859696328047, 0.622163660025597, 0.0536960363024496, 195.639272727275, 194.878967741935, 194.552832722833, 195.056855130402
5/31/2017, 195.23, 195.23, 193.25, 194.79, 80779, 0.866527764056566, 0.022269550608907, 0.360229700164052, 0.896986544647734, 0, 0.658628593701707, 0.629456646760819, 0.0291719469408875, 196.108181818184, 194.716559139784, 194.568737484737, 195.138358849888
6/1/2017, 195.4, 197.53, 195, 197.53, 101607, 0.881139047246239, 0.444445852776185, 1.12997755469399, 1.0980225696612, 0, 0.856198201687306, 0.674804957746116, 0.18139324394119, 196.738545454547, 194.915677419354, 194.69031990232, 195.320587912088
6/2/2017, 197.84, 199, 197.5, 198.22, 106000, 0.872004975292211, 0.414172801769578, 1.12626777492578, 1.20639412236908, 0, 1.05627469567386, 0.751098905331666, 0.305175790342198, 197.294909090911, 195.277182795698, 194.89063980464, 195.52228391734
6/5/2017, 198.21, 198.5, 197.47, 197.55, 117418, 0.857283649163761, 0.592326822638529, 0.996305363956045, 1.06336931081849, 0, 1.14754517163857, 0.830388158593047, 0.317157013045523, 197.620000000002, 195.489870967741, 195.086559218559, 195.692022570975
6/6/2017, 196.92, 197.64, 196.26, 196.84, 78770, 0.852410920786862, 0.3180855384492, 0.969722830826194, 0.965660038303571, 0, 1.14933776481161, 0.894178079836758, 0.255159684974847, 197.646363636366, 195.718666666666, 195.231252747252, 195.829652128764
6/7/2017, 197.18, 197.51, 196.64, 197.12, 48229, 0.830707880302869, 0.407257388136265, 1.04275451225203, 1.04547302619833, 0, 1.15998053422285, 0.947338570713978, 0.212641963508876, 197.659090909093, 196.02369892473, 195.363409035409, 195.972653754672
6/8/2017, 197.13, 198.95, 196.71, 198.62, 43937, 0.839601653897072, 0.753096613819552, 1.04798389952712, 1.06434507516256, 0, 1.27475785459666, 1.01282242749051, 0.261935427106144, 198.196363636366, 196.498430107526, 195.524891330891, 196.164965804837
6/9/2017, 198.89, 200.23, 197.26, 198.45, 103940, 0.873134776881757, 0.736047860589704, 0.982030734267947, 1.23016593602693, 0, 1.33659469700237, 1.07757688139288, 0.259017815609484, 198.636181818184, 196.985440860214, 195.67399023199, 196.344683046683
6/12/2017, 198.29, 198.57, 197.14, 198.28, 73356, 0.866249327459025, 0.488546684524579, 0.874085969047163, 1.14705662809304, 0, 1.35624926359372, 1.13331135783305, 0.222937905760672, 198.806363636365, 197.317569892472, 195.796317460317, 196.512305341055
6/13/2017, 198.78, 199.69, 198.66, 199.64, 53146, 0.852644363935818, 0.846169537030389, 1.00432289292477, 1.34798376019287, 0, 1.46468233697902, 1.19958555366225, 0.265096783316777, 199.164181818184, 197.864279569892, 195.972324786325, 196.722226611884
6/14/2017, 199.9, 199.9, 198.25, 199.01, 61814, 0.85403158019868, 0.80600851017116, 1.02938801939181, 1.21922823293611, 0, 1.48268907724409, 1.25620625837862, 0.226482818865474, 199.032545454547, 198.281139784945, 196.162153846154, 196.903260363298
6/15/2017, 197.44, 198.2, 197.03, 198.15, 48069, 0.864813442021561, 0.447544742661595, 0.986166566354928, 1.17373131207015, 0, 1.4112961919561, 1.28722424509411, 0.124071946861985, 198.921636363638, 198.508494623655, 196.296808302808, 197.048564454615
6/16/2017, 198, 198.23, 197.19, 198.22, 34578, 0.847516115224214, 0.648139713571017, 1.15837948265827, 0.980091708099321, 0, 1.34486249331786, 1.29875189473886, 0.046110598579, 198.939090909093, 198.712860215053, 196.418818070818, 197.191448275862
