Date,IXG_Open,IXG_High,IXG_Low,IXG_Close,IXG_Volume,IXG_ATRPercentOfClose20,IXG_SQN25,IXG_SQN50,IXG_SQN100,IXG_SQN200,IXG_MACD,IXG_MACD_Avg,IXG_MACD_Diff,IXG_LinReg10,IXG_LinReg30,IXG_LinReg90,IXG_LinReg270
3/17/2017, 62.46, 62.46, 61.81, 61.85, 17412, 0.863392236619856, 0.964875873332643, 0.876688940613113, 0, 0, 0.479731203607614, 0.491204746641868, -0.0114735430342547, 62.1072727272732, 62.2210322580646, 62.0935486211901, 62.0935486211901
3/20/2017, 61.9, 61.9, 61.6, 61.71, 20939, 0.846390687784657, 0.86733247382454, 0.889738759997421, 0, 0, 0.445330131518389, 0.482029823617173, -0.0366996920987833, 62.0603636363641, 62.2295913978495, 62.1336687631027, 62.1336687631027
3/21/2017, 62.07, 62.14, 60.41, 60.54, 49391, 0.96249142510789, 0.0657950539512849, 0.447389527675939, 0, 0, 0.319969404023773, 0.449617739698493, -0.12964833567472, 61.5601818181823, 62.0557419354839, 62.0863097643098, 62.0863097643098
3/22/2017, 60.17, 60.51, 59.86, 60.28, 122172, 0.974714156141839, -0.234724743127001, 0.510500138694714, 0, 0, 0.197365194117467, 0.399167230582287, -0.201802036464821, 61.0110909090914, 61.8289677419356, 62.0228961038961, 62.0228961038961
3/23/2017, 60.27, 60.75, 60.23, 60.39, 21258, 0.967345270170865, -0.441829038822724, 0.532183230222772, 0, 0, 0.107833517477275, 0.340900487961285, -0.23306697048401, 60.6030909090914, 61.5932043010753, 61.9704511278195, 61.9704511278195
3/24/2017, 60.6, 60.76, 60.21, 60.49, 12061, 0.962920843483842, -0.358633172132884, 0.437053673260095, 0, 0, 0.0444359529588638, 0.281607580960801, -0.237171628001937, 60.3498181818188, 61.4074623655915, 61.9274712643678, 61.9274712643678
3/27/2017, 59.86, 60.38, 59.56, 60.36, 29234, 0.993782765593451, -0.363674597272108, 0.454631333643391, 0, 0, -0.0161112665693395, 0.222063811454773, -0.238175078024112, 60.1321818181824, 61.2049677419356, 61.8778024547048, 61.8778024547048
3/28/2017, 60.41, 61.24, 60.41, 61.07, 33092, 1.00516606099001, -0.112112517417382, 0.596582320003869, 0, 0, -0.00672676601086408, 0.176305695961645, -0.183032461972509, 60.193636363637, 61.1255268817205, 61.8774915254237, 61.8774915254237
3/29/2017, 60.86, 61.03, 60.67, 60.9, 41236, 0.990414068594856, -0.19434111908813, 0.83097599080406, 0, 0, -0.0128588323424239, 0.138472790300831, -0.151331622643255, 60.3083636363642, 61.0503870967743, 61.8657049180328, 61.8657049180328
3/30/2017, 60.82, 61.29, 60.82, 61.23, 16874, 0.97420228545738, -0.0531982996546874, 0.936701095670488, 0, 0, 0.00880816790883898, 0.112539865822433, -0.103731697913594, 60.6567272727279, 61.054989247312, 61.8752776308831, 61.8752776308831
3/31/2017, 61.02, 61.1, 60.9, 60.9, 14731, 0.957600749452013, 0.091280868137648, 0.863261134480845, 0, 0, -0.00064142640039222, 0.0899036073778679, -0.0905450337782602, 60.8565454545461, 61.0131397849464, 61.863133640553, 61.863133640553
4/3/2017, 60.71, 60.82, 60.08, 60.57, 13868, 0.982367366015292, -0.0685278639714971, 0.675413397732228, 0, 0, -0.0343624313275583, 0.0650503996367827, -0.099412830964341, 60.9661818181825, 60.9243870967743, 61.8308035714286, 61.8308035714286
4/4/2017, 60.37, 60.56, 60.21, 60.54, 91585, 0.963443868377419, -0.0434588755646361, 0.675745593039966, 0, 0, -0.0627835898166182, 0.0394836017461025, -0.102267191562721, 60.893636363637, 60.8461505376346, 61.7980096153846, 61.7980096153846
4/5/2017, 60.86, 61.01, 59.99, 60.03, 78792, 1.00800511747444, -0.978969499114142, 0.37310472006715, 0, 0, -0.125019157409859, 0.00658304991491013, -0.131602207324769, 60.5929090909098, 60.7106881720432, 61.7359300699301, 61.7359300699301
4/6/2017, 60.03, 60.42, 60.03, 60.24, 20988, 0.986637115569239, -0.54364907111528, 0.118639675884084, 0, 0, -0.155602360995339, -0.0258540322671396, -0.129748328728199, 60.4003636363643, 60.6101720430109, 61.6891994572592, 61.6891994572592
4/7/2017, 60.07, 60.2, 59.96, 60.04, 15797, 0.963745317285083, -0.959698362530138, 0.0248239109119457, 0, 0, -0.193744730060928, -0.0594321718258973, -0.134312558235031, 60.1669090909098, 60.4464946236561, 61.6328841088674, 61.6328841088674
4/10/2017, 60.11, 60.18, 59.83, 59.95, 26329, 0.946123526393771, -0.826423153555131, 0.0651427241818389, 0, 0, -0.228599922576016, -0.0932657219759211, -0.135334200600095, 59.9009090909098, 60.2791827956991, 61.5739514066496, 61.5739514066496
4/11/2017, 59.94, 59.94, 59.49, 59.92, 41034, 0.93765187144428, -0.746399543230608, 0.226762211887599, 0, 0, -0.255696156910332, -0.125751808962803, -0.129944347947529, 59.7889090909099, 60.1074193548389, 61.5159875776397, 61.5159875776397
4/12/2017, 59.79, 59.79, 59.38, 59.51, 15931, 0.94227684641395, -0.959227373701152, 0.158055318899182, 0, 0, -0.306718036723133, -0.161945054514869, -0.144772982208264, 59.5640000000008, 59.9779354838712, 61.4376901408451, 61.4376901408451
4/13/2017, 59.26, 59.53, 58.84, 58.84, 33948, 0.96398963925203, -1.41040925936151, -0.125785987179838, 0, 0, -0.396644375189311, -0.208884918649758, -0.187759456539553, 59.2494545454553, 59.7316989247314, 61.3259976525822, 61.3259976525822
4/17/2017, 59.1, 59.61, 59.1, 59.61, 8892, 0.968547103756249, -1.05258892044288, 0.164994639573159, 0, 0, -0.401154818429887, -0.247338898605784, -0.153815919824104, 59.2652727272736, 59.6337634408604, 61.2613356164384, 61.2613356164384
4/18/2017, 59.21, 59.36, 58.87, 59.21, 25039, 0.988825168251385, -1.25735764615304, -0.222234850253444, 0, 0, -0.432025908508066, -0.28427630058624, -0.147749607921826, 59.1472727272736, 59.4753978494626, 61.178059977786, 61.178059977786
4/19/2017, 59.41, 59.49, 58.97, 59.03, 86400, 0.986293770990281, -1.23443350255696, -0.171210122251626, 0, 0, -0.465648262176053, -0.320550692904203, -0.14509756927185, 59.0352727272736, 59.2967741935486, 61.0889513513514, 61.0889513513514
4/20/2017, 59.55, 59.96, 59.42, 59.87, 37390, 1.0015011731498, -0.943160059080875, 0.173228234979107, 0, 0, -0.419675482147547, -0.340375650752872, -0.079299831394675, 59.193818181819, 59.2393118279572, 61.0476947368422, 61.0476947368422
4/21/2017, 59.87, 60, 59.59, 59.71, 10263, 0.988308180784702, -1.15868451604582, 0.206186797569716, 0, 0, -0.391637828482509, -0.350628086298799, -0.0410097421837096, 59.347818181819, 59.1867096774195, 60.9999077238551, 60.9999077238551
4/24/2017, 61.04, 61.47, 61.04, 61.34, 26877, 1.05740605479168, -0.159021160860493, 0.460134984512119, 0, 0, -0.235179406625484, -0.327538350364136, 0.092358943738652, 60.0538181818191, 59.3720000000002, 61.0371728271729, 61.0371728271729
4/25/2017, 61.72, 62.03, 61.72, 61.81, 40556, 1.05271352581905, 0.0580333894982292, 0.57112418307743, 0, 0, -0.0724250372887809, -0.276515687749065, 0.204090650460284, 60.8332727272736, 59.6226881720432, 61.0963063940279, 61.0963063940279
4/26/2017, 61.73, 62.05, 61.56, 61.56, 85141, 1.04393781480396, 0.417425831438027, 0.349431192230606, 0, 0, 0.035971406348672, -0.214018268929518, 0.24998967527819, 61.41890909091, 59.8259784946239, 61.1403069620253, 61.1403069620253
4/27/2017, 61.72, 61.72, 61.17, 61.44, 23123, 1.03843703263941, 0.47550633470416, 0.188120747465714, 0, 0, 0.110914814824191, -0.149031652178776, 0.259946467002967, 61.7916363636373, 60.0417634408604, 61.1763888888889, 61.1763888888889
4/28/2017, 61.47, 61.47, 61.14, 61.17, 30909, 1.01784359524435, 0.324950729986991, -0.0521386406655103, 0, 0, 0.146828712463723, -0.089859579250276, 0.236688291713999, 61.8318181818192, 60.2464301075271, 61.1977115326709, 61.1977115326709
5/1/2017, 61.48, 61.72, 61.18, 61.5, 11609, 1.00647834284621, 0.411007551914907, 0.0683294124989625, 0, 0, 0.199617906198803, -0.0319640821604602, 0.231581988359263, 62.0129090909101, 60.4690537634411, 61.2338113429327, 61.2338113429327
5/2/2017, 61.55, 61.59, 61.3, 61.51, 24261, 0.979572381414242, 0.466466772098497, 0.105533404970993, 0, 0, 0.239499833983281, 0.022328701068288, 0.217171132914993, 62.0143636363647, 60.6858709677421, 61.268752151463, 61.268752151463
5/3/2017, 61.4, 61.72, 61.4, 61.72, 21435, 0.953350977345278, 0.278663765000285, 0.122354850304273, 0, 0, 0.284769152515473, 0.074816791357725, 0.209952361157748, 61.9269090909101, 60.8526236559142, 61.3119495798319, 61.3119495798319
5/4/2017, 62.03, 62.17, 61.79, 61.98, 22899, 0.938186208545709, 0.449125731342482, 0.187161844697884, 0, 0, 0.337732075553333, 0.127399848196847, 0.210332227356487, 61.9505454545465, 61.0274193548389, 61.3652831737346, 61.3652831737346
5/5/2017, 62.07, 62.31, 61.92, 62.31, 9117, 0.917851743626703, 0.446939706752005, 0.282009368159807, 0, 0, 0.401703230918578, 0.182260524741193, 0.219442706177385, 61.941090909092, 61.2404516129034, 61.4314274258219, 61.4314274258219
5/8/2017, 62.1, 62.14, 61.93, 61.94, 8740, 0.907842670941409, 0.43265993568238, 0.376694555855445, 0, 0, 0.41772959787518, 0.22935433936799, 0.18837525850719, 61.9880000000011, 61.4008172043013, 61.4780903866248, 61.4780903866248
5/9/2017, 62.02, 62.16, 61.51, 61.7, 6648, 0.918479518414998, 0.472575886796189, 0.292896018474562, 0, 0, 0.406380117879635, 0.264759495070319, 0.141620622809316, 62.0132727272738, 61.5127096774195, 61.5120607763023, 61.5120607763023
5/10/2017, 61.68, 61.97, 61.61, 61.97, 8247, 0.89780017705172, 0.589894686208395, 0.395298680916549, 0, 0, 0.414395424232076, 0.294686680902671, 0.119708743329405, 62.0878181818193, 61.6975483870969, 61.5565093632959, 61.5565093632959
