Date,IXG_Open,IXG_High,IXG_Low,IXG_Close,IXG_Volume,IXG_ATRPercentOfClose20,IXG_SQN25,IXG_SQN50,IXG_SQN100,IXG_SQN200,IXG_MACD,IXG_MACD_Avg,IXG_MACD_Diff,IXG_LinReg10,IXG_LinReg30,IXG_LinReg90,IXG_LinReg270
2/3/2017, 59.74, 60.08, 59.56, 59.96, 31062, 0.914927034689794, 0, 0, 0, 0, 0.222599579969739, 0.172025781101138, 0.0505737988686006, 59.6336363636364, 59.4441304347826, 59.4441304347826, 59.4441304347826
2/6/2017, 59.69, 59.84, 59.49, 59.62, 19838, 0.913553736162362, 0, 0, 0, 0, 0.229525040583034, 0.183525632997517, 0.0459994075855172, 59.5252727272728, 59.4982333333333, 59.4982333333333, 59.4982333333333
2/7/2017, 59.64, 59.64, 59.32, 59.41, 87337, 0.897875274574988, 0, 0, 0, 0, 0.215583164532681, 0.18993713930455, 0.0256460252281312, 59.3689090909091, 59.5128923076923, 59.5128923076923, 59.5128923076923
2/8/2017, 59.26, 59.26, 58.89, 59.15, 104441, 0.900686924080727, 0.307117003626001, 0, 0, 0, 0.181462513330466, 0.188242214109733, -0.00677970077926737, 59.2996363636364, 59.4873504273504, 59.4873504273504, 59.4873504273504
2/9/2017, 59.46, 59.87, 59.36, 59.83, 39550, 0.906098111004618, 0.268237334994807, 0, 0, 0, 0.206906874772258, 0.191975146242238, 0.0149317285300199, 59.5254545454546, 59.5598412698413, 59.5598412698413, 59.5598412698413
2/10/2017, 59.84, 60.07, 59.76, 59.89, 26315, 0.885811612662147, 0.383518268657621, 0, 0, 0, 0.229270327471411, 0.199434182488073, 0.0298361449833385, 59.7414545454546, 59.6313054187192, 59.6313054187192, 59.6313054187192
2/13/2017, 60.15, 60.58, 60.15, 60.43, 59189, 0.891092083538295, 0.601545788210488, 0, 0, 0, 0.287255706908397, 0.216998487372138, 0.070257219536259, 60.0407272727274, 59.7647586206897, 59.7647586206897, 59.7647586206897
2/14/2017, 60.41, 60.91, 60.3, 60.88, 73372, 0.890378775916692, 1.0419387030252, 0, 0, 0, 0.365309714080873, 0.246660732713885, 0.118648981366988, 60.3934545454547, 59.9398064516129, 59.9398064516129, 59.9398064516129
2/15/2017, 61.04, 61.5, 60.99, 61.45, 71711, 0.888461299982389, 1.26284315331258, 0, 0, 0, 0.4677701503091, 0.290882616232928, 0.176887534076172, 60.8810909090911, 60.1667526881721, 60.1653225806452, 60.1653225806452
2/16/2017, 61.48, 61.55, 61.23, 61.36, 44639, 0.871351850386602, 1.03588920224876, 0, 0, 0, 0.53553521971515, 0.339813136929372, 0.195722082785778, 61.1978181818183, 60.4143010752688, 60.355625, 60.355625
2/17/2017, 60.99, 61.24, 60.8, 61.24, 22594, 0.87512805458419, 1.0705887279651, 0, 0, 0, 0.572951895520852, 0.386440888647668, 0.186511006873184, 61.510181818182, 60.6221290322581, 60.5117647058824, 60.5117647058824
2/21/2017, 61.34, 61.41, 61.16, 61.39, 342353, 0.849701905189754, 1.03576587240088, 0, 0, 0, 0.607703400547891, 0.430693391027713, 0.177010009520178, 61.7365454545457, 60.8395053763441, 60.6684369747899, 60.6684369747899
2/22/2017, 61.12, 61.44, 60.97, 61.42, 19391, 0.845083685470841, 1.60586311412436, 0, 0, 0, 0.63039813069102, 0.470634338960374, 0.159763791730646, 61.8347272727275, 61.0172903225807, 60.812380952381, 60.812380952381
2/23/2017, 61.54, 61.54, 61.21, 61.41, 20625, 0.829828822073573, 1.60615795221063, 0, 0, 0, 0.640197157091585, 0.504546902586616, 0.135650254504968, 61.7678181818184, 61.179376344086, 60.9408258258258, 60.9408258258258
2/24/2017, 60.76, 60.78, 60.56, 60.73, 27015, 0.867146362018132, 1.2209206407069, 0, 0, 0, 0.586333748635141, 0.520904271796321, 0.0654294768388198, 61.4787272727276, 61.2650752688172, 60.9859886201992, 60.9859886201992
2/27/2017, 60.73, 60.85, 60.52, 60.78, 59778, 0.85025845075836, 1.1260281770292, 0, 0, 0, 0.541439810401343, 0.525011379517326, 0.0164284308840172, 61.1698181818185, 61.335311827957, 61.0312955465587, 61.0312955465587
2/28/2017, 60.59, 60.75, 60.53, 60.69, 105465, 0.829539845200832, 1.09483749204962, 0, 0, 0, 0.492916755541231, 0.518592454722107, -0.0256756991808761, 60.889272727273, 61.3975053763441, 61.0629230769231, 61.0629230769231
3/1/2017, 61.51, 62.17, 61.51, 62.03, 70905, 0.890335878526141, 1.3291971507444, 0, 0, 0, 0.556177419049227, 0.526109447587531, 0.0300679714616964, 61.1474545454548, 61.5664301075269, 61.2201463414634, 61.2201463414634
3/2/2017, 61.94, 61.94, 61.26, 61.31, 476115, 0.918547672773246, 0.605510553953733, 0, 0, 0, 0.541966515312765, 0.529280861132578, 0.0126856541801875, 61.2081818181821, 61.6201720430108, 61.2957839721255, 61.2957839721255
3/3/2017, 61.49, 61.87, 61.49, 61.83, 31548, 0.910566875737366, 0.779023924803797, 0, 0, 0, 0.56613784127066, 0.536652257160194, 0.0294855841104655, 61.4381818181821, 61.7139784946237, 61.4122812846069, 61.4122812846069
3/6/2017, 61.48, 61.55, 61.23, 61.47, 113858, 0.918908938189349, 0.712525739852648, 0, 0, 0, 0.54990582780438, 0.539302971289031, 0.010602856515349, 61.4941818181821, 61.7554623655915, 61.4864059196617, 61.4864059196617
3/7/2017, 61.42, 61.47, 61.18, 61.29, 82786, 0.899185279963686, 0.873209759857186, 0, 0, 0, 0.516562730897135, 0.534754923210652, -0.0181921923135171, 61.5054545454549, 61.7533333333334, 61.5381818181818, 61.5381818181818
3/8/2017, 61.69, 61.9, 61.21, 61.29, 175363, 0.910515785911659, 0.973749773879762, 0, 0, 0, 0.484552467156163, 0.524714431999755, -0.0401619648435911, 61.5281818181822, 61.7613978494624, 61.5852657004831, 61.5852657004831
3/9/2017, 61.57, 61.77, 61.3, 61.53, 26255, 0.900621434952045, 0.999902532213767, 0, 0, 0, 0.473096534400064, 0.514390852479816, -0.0412943180797527, 61.6389090909095, 61.8521505376345, 61.648316373728, 61.648316373728
3/10/2017, 61.99, 61.99, 61.48, 61.82, 34968, 0.892825542671779, 1.17470654445312, 0, 0, 0, 0.481863578144988, 0.507885397612851, -0.0260218194678624, 61.7072727272731, 61.9749032258065, 61.7299734042553, 61.7299734042553
3/13/2017, 61.85, 62.04, 61.77, 61.86, 108936, 0.869459283795197, 0.885995915242775, 0, 0, 0, 0.486431904974843, 0.503594699085249, -0.0171627941104062, 61.7400000000004, 62.077247311828, 61.8083418367346, 61.8083418367346
3/14/2017, 61.61, 61.62, 61.33, 61.62, 26505, 0.872208921304647, 0.943783051986707, 0, 0, 0, 0.465322395739264, 0.495940238416052, -0.0306178426767883, 61.6129090909095, 62.1027096774194, 61.8615428571429, 61.8615428571429
3/15/2017, 61.87, 62.08, 61.67, 62.03, 17180, 0.860200516592822, 1.22903178069028, 0, 0, 0, 0.476187339834013, 0.491989658699645, -0.0158023188656317, 61.8447272727277, 62.1514193548388, 61.9422588235294, 61.9422588235294
3/16/2017, 62.32, 62.45, 62.11, 62.32, 26399, 0.847084822561619, 1.50207397667444, 1.27733389589512, 0, 0, 0.502407027203581, 0.494073132400432, 0.0083338948031495, 62.0327272727277, 62.2294838709678, 62.0389819004525, 62.0389819004525
