Date,IWC_Open,IWC_High,IWC_Low,IWC_Close,IWC_Volume,IWC_ATRPercentOfClose20,IWC_SQN25,IWC_SQN50,IWC_SQN100,IWC_SQN200,IWC_MACD,IWC_MACD_Avg,IWC_MACD_Diff,IWC_LinReg10,IWC_LinReg30,IWC_LinReg90,IWC_LinReg270
3/13/2017, 83.65, 84.27, 83.65, 84.05, 38506, 1.1479221919826, -0.34824981006846, 0, 0, 0, -0.38884608469597, -0.140733995128521, -0.248112089567449, 83.3889090909092, 85.1315913978495, 84.8295578231292, 84.8295578231292
3/14/2017, 83.69, 84.08, 82.7, 83.48, 42796, 1.18062670369346, -0.316676851216112, 0, 0, 0, -0.450254879459621, -0.202638171994741, -0.24761670746488, 83.0145454545455, 84.8581935483872, 84.7077306122449, 84.7077306122449
3/15/2017, 83.79, 84.83, 83.56, 84.72, 21775, 1.18485341552306, 0.169109793740811, 0, 0, 0, -0.394318694394556, -0.240974276474704, -0.153344417919852, 83.5085454545455, 84.7572903225807, 84.6906823529412, 84.6906823529412
3/16/2017, 84.91, 85.08, 84.71, 85.02, 25574, 1.14339852146504, 0.413679584231984, -0.19705806492451, 0, 0, -0.322068763709453, -0.257193173921654, -0.0648755897877988, 84.0236363636364, 84.7067741935485, 84.6978054298642, 84.6978054298642
3/17/2017, 85.06, 85.68, 84.74, 85.57, 18742, 1.13417266775985, 0.310175786232621, -0.374168105069212, 0, 0, -0.217917749483689, -0.249338089034061, 0.0314203395503718, 84.7303636363637, 84.6973118279571, 84.745740203193, 84.745740203193
3/20/2017, 85.5, 85.57, 85, 85.17, 87852, 1.11598681955148, -0.0369280649489141, -0.241196508734604, 0, 0, -0.165743390765698, -0.232619149380388, 0.0668757586146904, 85.159090909091, 84.7104301075269, 84.7613836477987, 84.7613836477987
3/21/2017, 85.61, 85.61, 82.59, 82.67, 34796, 1.27490223237135, -0.71258138000437, -0.566302345024778, 0, 0, -0.322407430051982, -0.250576805514707, -0.0718306245372746, 84.6114545454546, 84.3609892473118, 84.5960404040403, 84.5960404040403
3/22/2017, 82.33, 82.75, 81.65, 82.21, 33132, 1.28483589797631, -0.912018067809008, -0.51792731809805, 0, 0, -0.478170908922408, -0.296095626196247, -0.182075282726161, 83.8578181818182, 83.9401720430108, 84.4085909090909, 84.4085909090909
3/23/2017, 82.22, 83.55, 82.22, 83.2, 29107, 1.2865990530529, -0.746476700125311, -0.491515320482019, 0, 0, -0.515784222465669, -0.340033345450132, -0.175750877015537, 83.4434545454546, 83.621806451613, 84.3016541353383, 84.3016541353383
3/24/2017, 83.34, 83.62, 82.72, 83.15, 39824, 1.27712314074926, -0.698390880974926, -0.504112875460919, 0, 0, -0.543364063874591, -0.380699489135024, -0.162664574739568, 83.1041818181819, 83.3613978494624, 84.1979431336962, 84.1979431336962
3/27/2017, 82.27, 83.71, 82.17, 83.58, 40479, 1.29915230552328, -0.601494774730009, -0.250589203480163, 0, 0, -0.524478024364484, -0.409455196180916, -0.115022828183568, 83.0105454545456, 83.2167741935485, 84.1294915254237, 84.1294915254237
3/28/2017, 83.48, 84.3, 83.43, 84.19, 48209, 1.27692115703592, -0.477646891488308, -0.261396796630928, 0, 0, -0.455043343558955, -0.418572825656524, -0.0364705179024317, 83.0392727272729, 83.1823655913979, 84.1055762711864, 84.1055762711864
3/29/2017, 84.27, 84.92, 84.1, 84.6, 28467, 1.25565948700132, -0.309618779236911, 0.0321725250433451, 0, 0, -0.362750720779033, -0.407408404681026, 0.0446576839019925, 83.4189090909093, 83.2322580645161, 84.1099234972677, 84.1099234972677
3/30/2017, 84.73, 85.39, 84.71, 85.28, 18476, 1.2296828443984, -0.0401799554564491, 0.141584877245313, 0, 0, -0.232062760244574, -0.372339275793735, 0.140276515549161, 84.1000000000002, 83.4069247311829, 84.157763088313, 84.157763088313
3/31/2017, 85.35, 85.86, 85.04, 85.65, 42590, 1.21102142815856, 0.062141971022317, 0.36594003994607, 0, 0, -0.0975116485979868, -0.317373750354586, 0.219862101756599, 85.0047272727275, 83.6188172043012, 84.2264669738863, 84.2264669738863
4/3/2017, 85.83, 85.88, 84.46, 84.57, 187772, 1.2491165431677, -0.350085538752181, 0.101773757737069, 0, 0, -0.0771367132783212, -0.269326342939333, 0.192189629661012, 85.4520000000002, 83.700559139785, 84.2246527777777, 84.2246527777777
4/4/2017, 84.52, 84.88, 84, 84.2, 59203, 1.24413179041458, -0.166263885249168, 0.111268379070816, 0, 0, -0.0898100635175751, -0.233423087054981, 0.143613023537406, 85.3041818181819, 83.7541935483872, 84.2005240384615, 84.2005240384615
4/5/2017, 84.89, 85.2, 83.06, 83.09, 42021, 1.3264905754635, -0.902054816543949, -0.314565910197756, 0, 0, -0.187262858565234, -0.224191041357032, 0.0369281827917981, 84.5974545454547, 83.6603225806452, 84.1110909090909, 84.1110909090909
4/6/2017, 83.2, 84.04, 83.03, 84, 32036, 1.30663329547023, -0.425647018027431, -0.335654584342305, 0, 0, -0.188888121254237, -0.217130457336473, 0.0282423360822356, 84.355090909091, 83.6684086021505, 84.0804115784712, 84.0804115784712
4/7/2017, 83.75, 84.32, 83.74, 84.05, 17666, 1.27506647208238, -0.361891446121344, -0.251382316956633, 0, 0, -0.184020300041865, -0.210508425877551, 0.0264881258356859, 84.0763636363639, 83.6876344086021, 84.0544073748902, 84.0544073748902
4/10/2017, 84.27, 85.05, 84, 84.14, 32461, 1.2724134790777, -0.167500762729089, -0.214779832813026, 0, 0, -0.170929895387829, -0.202592719779607, 0.031662824391778, 83.8656363636366, 83.7782365591398, 84.0350767263427, 84.0350767263427
4/11/2017, 83.95, 85.03, 83.95, 84.92, 18833, 1.26127916419121, 0.1505567844976, 0.211110670930247, 0, 0, -0.0965037390875239, -0.18137492364119, 0.0848711845536664, 84.0158181818184, 83.8994193548387, 84.0611345755693, 84.0611345755693
4/12/2017, 84.81, 84.81, 83.72, 83.75, 28892, 1.28659624229208, 0.0368188856520076, -0.0422128072277314, 0, 0, -0.130426223591982, -0.171185183631349, 0.0407589600393665, 83.8040000000002, 83.9914623655914, 84.0206358148893, 84.0206358148893
4/13/2017, 83.66, 83.95, 82.93, 83.11, 20641, 1.2930431178843, -0.0167851709393056, -0.204782171602017, 0, 0, -0.206571461040284, -0.178262439113136, -0.0283090219271479, 83.5534545454548, 83.9566451612904, 83.9469600938967, 83.9469600938967
4/17/2017, 83.33, 83.88, 83.02, 83.8, 51757, 1.26958917483288, 0.0442238633903117, -0.00790252211388203, 0, 0, -0.208832584841204, -0.184376468258749, -0.0244561165824547, 83.7336363636366, 84.0128602150538, 83.9145205479452, 83.9145205479452
4/18/2017, 83.44, 83.99, 83.19, 83.96, 28147, 1.25145300391193, 0.00325252320784446, -0.213513965525838, 0, 0, -0.19546072930244, -0.186593320467487, -0.00886740883495216, 83.8540000000002, 84.0537204301076, 83.8923694927804, 83.8923694927804
4/19/2017, 84.27, 84.77, 84.09, 84.21, 27426, 1.23344489369462, 0.202200360269161, -0.038445985150882, 0, 0, -0.162813711666047, -0.181837398707199, 0.0190236870411524, 84.0200000000002, 84.0996989247313, 83.8846594594594, 83.8846594594594
4/20/2017, 84.71, 85.33, 84.63, 85.27, 18984, 1.22287996684792, 0.158009202750098, 0.230013423748844, 0, 0, -0.0508217324732527, -0.15563426546041, 0.104812532987157, 84.3296363636365, 84.2341290322581, 83.9328842105263, 83.9328842105263
4/21/2017, 85.13, 85.23, 84.48, 85.07, 17780, 1.21089956546922, 0.036523396026011, 0.295191607301069, 0, 0, 0.0215460202558546, -0.120198208317157, 0.141744228573012, 84.6332727272729, 84.3050537634409, 83.9687559808612, 83.9687559808612
4/24/2017, 86.02, 86.32, 85.84, 86.18, 35436, 1.20806062581507, 0.168028860908468, 0.325585286321219, 0, 0, 0.166545871878299, -0.0628493922780659, 0.229395264156365, 85.2720000000002, 84.5346021505377, 84.0597202797203, 84.0597202797203
4/25/2017, 86.93, 87.55, 86.74, 87.08, 29067, 1.21445947974398, 0.466003936907186, 0.343744986359706, 0, 0, 0.350046657373042, 0.0197298176521557, 0.330316839720886, 86.1234545454547, 84.8844731182796, 84.1920740019473, 84.1920740019473
4/26/2017, 87.13, 88.51, 87.13, 87.98, 42781, 1.22320271563197, 1.55800665142084, 0.441996200158827, 0, 0, 0.56162081515528, 0.128108017152781, 0.433512798002499, 87.2814545454547, 85.2909892473119, 84.3634810126582, 84.3634810126582
4/27/2017, 88.25, 88.33, 87.51, 87.73, 20606, 1.21208829562562, 1.64376098201242, 0.336772205832985, 0, 0, 0.701040787034174, 0.242694571129059, 0.458346215905115, 87.9521818181819, 85.7194193548388, 84.515324074074, 84.515324074074
4/28/2017, 87.73, 87.73, 86.46, 86.55, 27287, 1.24055090544741, 0.965238222713454, 0.0488374463845743, 0, 0, 0.708152835805009, 0.335786224064249, 0.37236661174076, 87.8701818181819, 85.9987096774194, 84.6035682023487, 84.6035682023487
5/1/2017, 86.85, 87.62, 86.7, 87.35, 167052, 1.22897763964682, 1.18394676399446, 0.232686359725367, 0, 0, 0.769472499818562, 0.422523479215112, 0.34694902060345, 88.0149090909092, 86.4063010752688, 84.7264766382603, 84.7264766382603
5/2/2017, 87.28, 87.49, 86.39, 86.67, 38544, 1.24014811332632, 0.859827556356898, 0.106112609943032, 0, 0, 0.754501040002197, 0.488918991372529, 0.265582048629668, 87.763090909091, 86.6894623655914, 84.8121342512908, 84.8121342512908
5/3/2017, 86.38, 86.38, 85.87, 86.29, 32151, 1.22968426391115, 0.591040917062451, 0.0198267716702433, 0, 0, 0.703859571029227, 0.531907107303868, 0.171952463725359, 87.282181818182, 86.7480645161291, 84.8765294117647, 84.8765294117647
5/4/2017, 86.34, 86.34, 85.42, 85.88, 23011, 1.22734026986782, 0.367348840923633, 0.00250476625628798, 0, 0, 0.623455462050089, 0.550216778253112, 0.0732386837969763, 86.758181818182, 86.700623655914, 84.9193761969904, 84.9193761969904
5/5/2017, 86.37, 86.37, 85.47, 86.26, 16910, 1.21300467490651, 0.287351744507796, 0.153382479524046, 0, 0, 0.583669274535936, 0.556907277509677, 0.0267619970262586, 86.292181818182, 86.7437204301075, 84.9778909382517, 84.9778909382517
5/8/2017, 86.22, 86.67, 85.96, 86.36, 30495, 1.19212707381385, 0.214252850112088, 0.184618187611455, 0, 0, 0.553823466374865, 0.556290515282715, -0.00246704890784955, 86.0178181818183, 86.7764301075269, 85.0386154649947, 85.0386154649947
5/9/2017, 86.57, 86.82, 86.34, 86.82, 15824, 1.15416366493706, 0.662051707398625, 0.132207141573874, 0, 0, 0.560823776603385, 0.557197167546849, 0.00362660905653622, 86.0725454545456, 86.8754623655914, 85.1175204290091, 85.1175204290091
5/10/2017, 86.57, 87, 86.36, 86.95, 35740, 1.13161891800281, 0.813015893113802, 0.377572494374621, 0, 0, 0.57028756636528, 0.559815247310535, 0.0104723190547451, 86.3663636363637, 87.010752688172, 85.1991086142321, 85.1991086142321
5/11/2017, 86.61, 86.68, 85.79, 86.42, 22906, 1.14874510153121, 1.03861692442715, -0.0395946648066062, 0, 0, 0.528924010579132, 0.553636999964255, -0.0247129893851226, 86.4832727272729, 87.0883225806451, 85.2543907203906, 85.2543907203906
5/12/2017, 86.09, 86.34, 85.82, 85.87, 27372, 1.13323423885653, 0.597026841534439, 0.0402811304131712, 0, 0, 0.446614398375402, 0.532232479646484, -0.0856180812710821, 86.2456363636365, 87.1296989247311, 85.3121416361416, 85.283779264214
5/15/2017, 86.31, 86.85, 86.31, 86.42, 17579, 1.12642076933673, 0.742160923691892, 0.183839217400046, 0, 0, 0.420911831567636, 0.509968350030715, -0.0890565184630785, 86.3950909090911, 87.2617204301074, 85.4266642246642, 85.3355750350631
5/16/2017, 86.71, 86.71, 85.84, 86.52, 10846, 1.1191402998356, 0.744405820132186, 0.340606148571751, 0, 0, 0.403954984848525, 0.488765676994277, -0.0848106921457518, 86.4938181818184, 87.3294623655913, 85.5209548229547, 85.3896591169068
5/17/2017, 85.22, 85.67, 84.09, 84.1, 22738, 1.23824753632208, -0.182846516547064, -0.0213152008078513, 0, 0, 0.193017797420765, 0.429616101079575, -0.236598303658809, 85.6887272727274, 87.0529032258063, 85.4974993894993, 85.34037849944
5/18/2017, 84.05, 84.77, 84.04, 84.44, 18987, 1.21482457264866, 0.204668460486145, 0.165869949608498, 0, 0, 0.0526764933400727, 0.354228179531674, -0.301551686191602, 85.0385454545456, 86.7461290322579, 85.4732087912087, 85.3069605263157
5/19/2017, 84.82, 85.08, 84.52, 84.6, 12923, 1.1897257395831, 0.423012569761001, 0.270628845238062, 0, 0, -0.0451142889834273, 0.274359685828654, -0.319473974812081, 84.598181818182, 86.5116129032256, 85.4762905982905, 85.28129080756
5/22/2017, 84.97, 85.34, 84.62, 85.13, 32000, 1.16666577810753, 0.37967816166965, 0.285088914085047, 0, 0, -0.0789376735504561, 0.203700213952832, -0.282637887503288, 84.4514545454547, 86.3438064516127, 85.5041196581195, 85.2780412371133
5/23/2017, 85.34, 85.66, 84.87, 85.42, 16387, 1.15081180994824, 0.413036404618436, 0.277137155541385, 0, 0, -0.0814039985126556, 0.146679371459734, -0.22808336997239, 84.5640000000002, 86.211827956989, 85.5227203907203, 85.2865491651204
5/24/2017, 85.69, 86.14, 85.02, 85.28, 77887, 1.16073203055218, 0.308439747858702, 0.356584832003459, 0, 0, -0.0935767146680746, 0.0986281542341727, -0.192204868902247, 84.7305454545457, 86.105827956989, 85.5501147741147, 85.2891737373736
5/25/2017, 85.66, 85.93, 84.98, 85.29, 20718, 1.15825848501836, 0.0268800129675393, 0.136608487010188, 0, 0, -0.101249620890499, 0.0586525992092383, -0.159902220099737, 84.8856363636366, 85.9207741935481, 85.5510158730158, 85.2920871287127
5/26/2017, 85.27, 85.59, 84.85, 85.33, 21983, 1.14319082242886, 0.0934479563124764, 0.0890033406964989, -0.0748589876818455, 0, -0.102916432080249, 0.0263387929513408, -0.12925522503159, 85.0061818181821, 85.6881935483869, 85.5549377289377, 85.2964472917878
5/30/2017, 85.3, 85.33, 84.51, 84.58, 20928, 1.14413631158621, -0.435704014320396, -0.147768906426655, -0.364762832118487, 0, -0.1628785612793, -0.0115046778947873, -0.151373883384512, 85.0070909090912, 85.3921290322579, 85.5069328449328, 85.2716619074813
5/31/2017, 84.91, 84.91, 83.52, 84.39, 61271, 1.17173239450485, -0.775029877785207, -0.110360811722577, -0.245228454694947, 0, -0.223157966648586, -0.053835335645547, -0.169322631003039, 85.0627272727275, 85.0775913978492, 85.4578583638583, 85.2404238237489
6/1/2017, 84.79, 86.28, 84.51, 86.19, 46669, 1.19954022431431, -0.446098394812147, 0.715733617972414, 0.0658880995900046, 0, -0.124252566676958, -0.0679187818518292, -0.0563337848251289, 85.3723636363639, 85.0053333333331, 85.4779853479853, 85.2784560439559
6/2/2017, 86.25, 87.73, 86.25, 86.93, 20918, 1.21843958744931, -0.182074527483368, 0.946364497868922, 0.259919558857588, 0, 0.0136847417529822, -0.0515980771308669, 0.0652828188838491, 85.8916363636366, 85.0848602150535, 85.555575091575, 85.343015274034
6/5/2017, 87.11, 87.11, 86.29, 86.3, 21909, 1.21347631135712, -0.0449640553274593, 0.634859369237777, 0.0644799227646943, 0, 0.0713429208162921, -0.0270098775414351, 0.0983527983577272, 86.0894545454548, 85.0604086021503, 85.6273089133088, 85.3820119908304
6/6/2017, 86, 86.65, 85.74, 86.14, 19202, 1.20776474792911, -0.308348163259225, 0.613745213110327, 0.0413209578206376, 0, 0.10294015032953, -0.00101987196724201, 0.103960022296772, 86.245272727273, 85.0817204301073, 85.6825103785103, 85.4138317757008
6/7/2017, 86.38, 86.65, 85.93, 86.14, 10836, 1.18916894145906, -0.126305854900877, 0.52979629993055, 0.174180206547201, 0, 0.12652270735181, 0.0244886438965685, 0.102034063455242, 86.4040000000003, 85.1632903225804, 85.7348717948717, 85.444612640163
6/8/2017, 86.22, 87.88, 86.22, 87.39, 9962, 1.21310518350405, 0.311138956440719, 0.636486808870663, 0.245013005750408, 0, 0.243272315191462, 0.0682453781555471, 0.175026937035914, 86.927272727273, 85.4695268817201, 85.8076190476189, 85.5196413678064
6/9/2017, 87.78, 88.94, 87.74, 87.88, 14762, 1.23421254992146, 0.548483887382043, 0.647889499690767, 0.471634526185945, 0, 0.371058790676187, 0.128808060659675, 0.242250730016512, 87.5067272727276, 85.8250752688169, 85.9032796092795, 85.6098624078623
6/12/2017, 88.06, 88.43, 87.42, 87.78, 27367, 1.23136783940241, 0.422295680201573, 0.502451133595051, 0.448191795848785, 0, 0.458970601489867, 0.194840568825713, 0.264130032664153, 87.9183636363639, 86.0883010752685, 85.9971697191696, 85.6936856499355
6/13/2017, 87.76, 88.25, 87.73, 88.06, 28232, 1.19560521798326, 0.468124954834814, 0.484167877399406, 0.599097388881019, 0, 0.544953124475043, 0.264863079955579, 0.280090044519464, 88.1430909090912, 86.4324516129029, 86.0925934065933, 85.7847518963336
