Date,IWC_Open,IWC_High,IWC_Low,IWC_Close,IWC_Volume,IWC_ATRPercentOfClose20,IWC_SQN25,IWC_SQN50,IWC_SQN100,IWC_SQN200,IWC_MACD,IWC_MACD_Avg,IWC_MACD_Diff,IWC_LinReg10,IWC_LinReg30,IWC_LinReg90,IWC_LinReg270
6/14/2017, 87.64, 87.99, 87.44, 87.83, 12640, 1.1740947935879, 0.287333892452189, 0.662350962031559, 0.522586864316852, 0, 0.587760478671683, 0.3294425596988, 0.258317918972883, 88.0605454545458, 86.6975053763438, 86.2027814407813, 85.8649557522123
6/15/2017, 86.92, 87.85, 86.55, 87.63, 74027, 1.19211124540436, 0.200400419471351, 0.699110718180822, 0.554004459697896, 0, 0.598646462971942, 0.383283340353429, 0.215363122618514, 88.0812727272731, 86.9043655913976, 86.2870183150182, 85.9357559115178
6/16/2017, 87.36, 87.36, 86.75, 87.29, 12905, 1.18732355382112, 0.252741792287196, 0.876895983990012, 0.350763566968953, 0, 0.573230679013761, 0.421272808085495, 0.151957870928266, 88.0540000000004, 87.0321075268814, 86.3457142857142, 85.9927061469265
6/19/2017, 87.69, 88.22, 87.54, 87.91, 20422, 1.17289727405748, 0.564575262186795, 0.818271495775964, 0.293857247837614, 0, 0.596244173872591, 0.456267081242914, 0.139977092629677, 88.0952727272731, 87.2547526881718, 86.4172478632478, 86.0690141467727
6/20/2017, 87.81, 87.81, 87.19, 87.32, 13835, 1.16300881120331, 0.259883045502051, 0.685664115581029, 0.272396430478203, 0, 0.560414357321832, 0.477096536458698, 0.0833178208631342, 87.8129090909095, 87.3985591397847, 86.4803223443222, 86.1230986527595
6/21/2017, 87.47, 87.7, 87.02, 87.1, 15745, 1.14668464896165, 0.175070112033842, 0.622950047359001, 0.258111024028223, 0, 0.508406217775558, 0.48335847272207, 0.0250477450534882, 87.3901818181823, 87.5389247311826, 86.5491062271061, 86.1681797464748
6/22/2017, 87.17, 87.94, 87.1, 87.64, 17517, 1.13056163028676, 1.26541653410549, 0.573905793707081, 0.544464156556912, 0, 0.504942219922782, 0.487675222162213, 0.0172669977605694, 87.3516363636368, 87.7546666666664, 86.6473308913307, 86.229819327731
6/23/2017, 87.62, 88.48, 87.45, 88.28, 17976, 1.12458427972831, 1.34832946852377, 0.963389654447602, 0.603149805029737, 0, 0.547528065252678, 0.499645790780306, 0.047882274472372, 87.6185454545459, 88.0118279569891, 86.7796507936506, 86.3106928374655
6/26/2017, 88.4, 89.12, 88.26, 88.75, 20902, 1.11114800229515, 1.44324363604463, 1.20517980998028, 0.63129001565374, 0, 0.612146285209107, 0.522145889666066, 0.0900003955430411, 88.0060000000004, 88.2799569892471, 86.9406373626372, 86.4045386803956
6/27/2017, 88.79, 89.25, 88.04, 88.11, 28173, 1.13192221023164, 1.01651660813686, 0.924252945057648, 0.596828001367137, 0, 0.604742938619879, 0.538665299456829, 0.06607763916305, 88.175454545455, 88.4849677419353, 87.0661929181928, 86.4749300279887
6/28/2017, 88.62, 89.59, 88.41, 89.5, 25448, 1.14130706867412, 1.27411972769913, 1.13407340569652, 0.606198838073881, 0, 0.702934129313562, 0.571519065428175, 0.131415063885386, 88.7763636363642, 88.8621075268815, 87.2522197802197, 86.5879307631785
6/29/2017, 89.89, 89.89, 88.38, 89.4, 35892, 1.16990641514561, 1.28974284810966, 1.06285463282002, 0.690665966525432, 0, 0.763876696047205, 0.609990591551981, 0.153886104495224, 89.2116363636369, 89.0459999999998, 87.434161172161, 86.6945187096774
6/30/2017, 89.47, 89.47, 88.83, 88.93, 20220, 1.15326832158233, 1.12602015605098, 0.765286152535147, 0.68134499186155, 0, 0.765425696239689, 0.641077612489523, 0.124348083750166, 89.3200000000006, 89.1587311827955, 87.5864493284492, 86.783219047619
7/3/2017, 89.26, 90.2, 89.16, 89.77, 120453, 1.15608938672609, 1.33800181957892, 0.963011482050714, 0.86494891875017, 0, 0.824925047430497, 0.677847099477718, 0.14707794795278, 89.7530909090915, 89.3597419354837, 87.7624639804638, 86.8957567804024
7/5/2017, 89.71, 89.71, 88.85, 89.48, 14728, 1.15325253726062, 1.53008103635495, 0.694011158358667, 0.703491149352269, 0, 0.839006589845752, 0.710078997551325, 0.128927592294428, 89.866545454546, 89.5259354838708, 87.9209474969473, 86.9961183562991
7/6/2017, 88.56, 88.86, 87.93, 88.07, 19441, 1.20112847941838, 1.05995797980462, 0.224217420811592, 0.405311868229036, 0, 0.727999176184241, 0.713663033277908, 0.0143361429063331, 89.3310909090915, 89.5044946236557, 88.0317631257629, 87.0501308139534
7/7/2017, 88.25, 89.03, 88.07, 88.81, 47878, 1.18561215992859, 0.835926308609102, 0.191858397637951, 0.457581214332344, 0, 0.691762607917426, 0.709282948205812, -0.017520340288386, 89.1063636363643, 89.5505161290321, 88.1462588522587, 87.1252903995229
7/10/2017, 88.72, 89, 88.01, 88.48, 46045, 1.18647722792829, 0.50705222307472, 0.176522873355194, 0.368816403624802, 0, 0.629164013316156, 0.69325916122788, -0.064095147911724, 88.8318181818189, 89.5325591397848, 88.2831086691085, 87.1883241338814
7/11/2017, 88.47, 88.82, 87.76, 88.72, 84589, 1.18384276229418, 0.802334414350938, 0.470073897410293, 0.341489875154093, 0, 0.59209486924604, 0.673026302831512, -0.0809314335854724, 88.7232727272735, 89.527139784946, 88.4074407814406, 87.2568494101318
7/12/2017, 88.99, 89.74, 88.81, 89.33, 32601, 1.17406250282327, 1.04113007546222, 0.43028283916097, 0.454693827971487, 0, 0.604965541336455, 0.659414150532501, -0.0544486091960461, 88.6990909090917, 89.5272473118277, 88.5516459096457, 87.3417646388699
7/13/2017, 89.18, 89.43, 88.59, 89.26, 25073, 1.1632876227688, 1.0179222964505, 0.56209292078174, 0.43893615880783, 0, 0.602571161449035, 0.648045552715808, -0.0454743912667729, 88.8621818181826, 89.4751612903224, 88.674288156288, 87.4222960386039
7/14/2017, 89.05, 89.65, 89.05, 89.28, 11932, 1.13847782871781, 0.664843259061887, 0.648425532536247, 0.425511245409959, 0, 0.595423756563463, 0.637521193485339, -0.042097436921876, 89.0252727272735, 89.5141935483869, 88.7837216117215, 87.5012437810945
7/17/2017, 89.22, 89.93, 89.22, 89.58, 38801, 1.11756123599609, 0.6013327583931, 0.799446270001891, 0.505857024665411, 0, 0.606970105937279, 0.631410975975727, -0.0244408700384479, 89.2045454545462, 89.6206881720428, 88.8869230769229, 87.586862745098
7/18/2017, 89.39, 89.49, 89, 89.2, 25063, 1.09871725049891, 0.501669525394709, 0.639593931743395, 0.523145163057784, 0, 0.578785962501527, 0.620885973280887, -0.0421000107793597, 89.3850909090917, 89.6198709677417, 88.9598730158729, 87.6591509231429
7/19/2017, 89.43, 90, 89.28, 89.79, 54085, 1.08147120845615, 0.597423851153174, 0.735021362971593, 0.608858533054939, 0, 0.597174044282639, 0.616143587481237, -0.0189695431985986, 89.7425454545462, 89.6645376344084, 89.0640537240536, 87.7465534750872
7/20/2017, 89.76, 89.85, 89.42, 89.62, 21619, 1.05333669735454, 0.620079701020247, 0.605353876012741, 0.486777073228127, 0, 0.591214005287398, 0.61115767104247, -0.0199436657550716, 89.7423636363644, 89.6640860215051, 89.1636898656897, 87.8267886560316
7/21/2017, 89.71, 89.71, 89.03, 89.18, 33736, 1.04373214931676, 0.535902946138835, 0.486384990264888, 0.602572278589983, 0, 0.544707262424595, 0.597867589318895, -0.0531603268942998, 89.6536363636371, 89.6686881720427, 89.2273455433454, 87.8923977389516
7/24/2017, 89.05, 89.34, 88.85, 89.34, 15582, 1.01719309852546, 0.710475015446221, 0.633814799535828, 0.389686222381755, 0, 0.514826398216726, 0.581259351098461, -0.0664329528817346, 89.5340000000008, 89.7147096774191, 89.3213748473747, 87.9608054711245
7/25/2017, 89.72, 90.34, 89.56, 90.13, 35489, 1.01333884224067, 0.754309572644803, 0.909393890327357, 0.635722632481419, 0, 0.548568440239421, 0.574721168926653, -0.0261527286872318, 89.6883636363644, 89.8448817204298, 89.4532185592184, 88.0496054340225
7/26/2017, 90.17, 90.17, 89.4, 89.53, 20075, 1.01212574956544, 0.756192715058596, 0.668733342035982, 0.582848346251371, 0, 0.52088977298952, 0.563954889739227, -0.0430651167497067, 89.6805454545463, 89.9024301075266, 89.5673137973137, 88.1194110115236
7/27/2017, 89.85, 89.85, 88.21, 88.89, 31229, 1.06069116256794, 0.605386493349551, 0.513095346988977, 0.597510871283545, 0, 0.442214010637144, 0.53960671391881, -0.0973927032816657, 89.4267272727281, 89.8539569892469, 89.6416434676433, 88.1697057109556
7/28/2017, 88.52, 88.9, 88.31, 88.56, 14314, 1.04472217218418, 0.320557143678004, 1.10284119819705, 0.623423697858877, 0, 0.349209193858073, 0.501527209906663, -0.15231801604859, 89.0830909090918, 89.7434408602147, 89.6432673992672, 88.2096149425287
7/31/2017, 88.86, 88.86, 87.91, 88.15, 630543, 1.05098770039931, -0.0262895393329256, 0.917483865741419, 0.671914723020476, 0, 0.239656027505731, 0.449152973426476, -0.209496945920745, 88.6970909090918, 89.5522365591395, 89.6124322344321, 88.2372735002361
8/1/2017, 88.65, 88.65, 87.84, 88.38, 79839, 1.04166482802319, -0.107072280794058, 0.931930423100601, 0.766309839855649, 0, 0.169440230192563, 0.393210424779694, -0.22377019458713, 88.3925454545464, 89.4259999999997, 89.609299145299, 88.2704109589041
8/2/2017, 88.22, 88.35, 87.04, 87.29, 51212, 1.07869424476635, -0.248552407022491, 0.530117128270733, 0.545657774179602, 0, 0.0255453436344766, 0.31967740855065, -0.294132064916174, 87.8741818181827, 89.1190967741932, 89.553614163614, 88.2733066740209
8/3/2017, 87.19, 87.44, 86.67, 86.68, 37618, 1.07638739725856, -0.997273773912246, 0.317549697114398, 0.412483450602736, 0, -0.13614489903793, 0.228512947032934, -0.364657846070864, 87.2474545454555, 88.7203225806448, 89.4777875457874, 88.2597152185742
8/4/2017, 86.67, 87.34, 86.67, 87.21, 18410, 1.05476661638176, -0.748913653851214, 0.469784822891172, 0.568441969947736, 0, -0.21899457749592, 0.139011442127163, -0.358006019623083, 86.8761818181827, 88.4275053763438, 89.4364126984126, 88.2604295302013
8/7/2017, 87.31, 87.64, 86.88, 87.14, 21299, 1.04644120706818, -0.617071253825879, 0.451377383080962, 0.385653145182153, 0, -0.286993675119746, 0.0538104186777816, -0.340804093797527, 86.6201818181828, 88.1712473118277, 89.3988766788765, 88.2591841059602
8/8/2017, 87.13, 88.39, 86.96, 87.07, 24693, 1.07703620586568, -0.990175442769311, 0.425979033623359, 0.332732599953191, 0, -0.342582783798022, -0.0254682218173791, -0.317114561980643, 86.618000000001, 87.9447956989244, 89.371531135531, 88.256037818055
8/9/2017, 86.74, 86.75, 86.01, 86.28, 31933, 1.09398082200381, -1.14799371653506, 0.419906032444946, 0.141947061545024, 0, -0.445251369984163, -0.109424851450736, -0.335826518533427, 86.3898181818192, 87.5862795698922, 89.3165641025639, 88.2322858617131
8/10/2017, 85.99, 85.99, 84.61, 84.76, 65442, 1.15643265757863, -1.17396958573355, 0.108550513357449, -0.0156319030424322, 0, -0.641869192551823, -0.215913719670953, -0.42595547288087, 85.6858181818192, 87.1393763440857, 89.1706935286934, 88.1696316102198
8/11/2017, 84.52, 85.03, 84.31, 84.63, 34131, 1.14283670629264, -1.56205920552383, -0.348430483568528, 0.338299830505483, 0, -0.798970116870649, -0.332524999110893, -0.466445117759756, 85.0961818181829, 86.699892473118, 89.0107789987788, 88.1049593632174
8/14/2017, 85.2, 86.25, 85.2, 86.13, 15634, 1.16083080147299, -0.729309532070062, -0.15413112184098, 0.622177724797775, 0, -0.793291694421043, -0.424678338172923, -0.368613356248121, 85.1570909090921, 86.4501720430105, 88.8914505494505, 88.0799900744417
8/15/2017, 86.05, 86.11, 85.39, 85.39, 22118, 1.15567676641674, -1.02848887223423, -0.179576315691727, 0.365954205175964, 0, -0.838833765784798, -0.507509423695298, -0.331324342089501, 85.1185454545466, 86.1806236559137, 88.7577704517703, 88.0367025967663
8/16/2017, 85.81, 86.06, 85.21, 85.39, 16842, 1.14766456411886, -1.2499169245774, -0.143730789720643, 0.373515860879981, 0, -0.86495551667339, -0.578998642290916, -0.285956874382474, 85.0250909090921, 85.9199999999997, 88.624183150183, 87.9942941223897
8/17/2017, 85.1, 85.45, 83.86, 83.97, 44230, 1.20339553737768, -1.57044030209495, -0.444413389076283, 0.0979802483274424, 0, -0.98884058626787, -0.660967031086307, -0.327873555181563, 84.4227272727285, 85.4115913978491, 88.4295433455431, 87.9171315978028
8/18/2017, 83.96, 84.42, 83.45, 83.92, 17615, 1.20170003705819, -1.59377867501572, -0.753764463839742, 0.00088227427156301, 0, -1.07862130362801, -0.744497885594648, -0.334123418033364, 84.0569090909103, 84.9726236559137, 88.2501758241756, 87.8403356918239
8/21/2017, 84.01, 84.07, 83.63, 84.02, 18041, 1.16644053504436, -1.66206774273395, -0.844637657192928, -0.0446208674962571, 0, -1.12869313285744, -0.821336935047206, -0.30735619781023, 83.8910909090922, 84.5558924731179, 88.0499120879118, 87.7676141304348
8/22/2017, 84.05, 84.79, 84.05, 84.58, 15034, 1.14630074564561, -1.3404467224624, -0.68623512549684, -0.0616990533230958, 0, -1.11038823401603, -0.87914719484097, -0.231241039175058, 84.0749090909104, 84.2549892473115, 87.8597069597067, 87.7101794340924
8/23/2017, 84.43, 84.96, 84.43, 84.62, 15522, 1.11978741684437, -1.5336429220758, -0.740275766001189, -0.109757806835809, 0, -1.08020190889506, -0.919358137651789, -0.160843771243274, 84.2503636363649, 84.0265376344083, 87.6855067155065, 87.6548913125804
8/24/2017, 84.94, 85.41, 84.85, 85.19, 32050, 1.10304719629889, -1.27324388798798, -0.555207345348772, 0.131448910833453, 0, -0.99877157543682, -0.935240825208795, -0.0635307502280246, 84.4092727272741, 83.8961290322577, 87.5391770451768, 87.6145802783181
8/25/2017, 85.35, 85.77, 85.33, 85.52, 64270, 1.0777614724049, -1.04128876423942, -0.436698048662, 0.234834344606115, 0, -0.897266082551468, -0.92764587667733, 0.0303797941258617, 84.6327272727287, 83.8351827956986, 87.4119267399264, 87.5830399113081
8/28/2017, 85.93, 86.1, 85.55, 86.03, 14115, 1.05151287997284, -0.922298988752501, -0.248413553138938, 0.480297558686433, 0, -0.766829971800234, -0.895482695701911, 0.128652723901676, 85.2838181818196, 83.8832043010749, 87.329565323565, 87.5643585250091
8/29/2017, 84.87, 86.49, 84.87, 86.35, 49838, 1.0890396110117, -1.0776971285223, -0.314561898813456, 0.391828788389045, 0, -0.630370569111392, -0.842460270383807, 0.212089701272415, 85.9029090909105, 83.969397849462, 87.2561904761902, 87.5536541375081
8/30/2017, 86.24, 86.74, 86.24, 86.65, 37005, 1.05985737899962, -0.818625161524386, -0.121249378026929, 0.428273357823108, 0, -0.492342597556174, -0.77243673581828, 0.280094138262106, 86.5732727272742, 84.1513763440856, 87.2196581196579, 87.550239520958
8/31/2017, 86.99, 87.83, 86.96, 87.38, 24358, 1.06597401917832, -0.412437352242571, 0.0871756343323002, 0.519452354963716, 0, -0.320356664314275, -0.682020721517479, 0.361664057203204, 87.1430909090925, 84.4349032258061, 87.2346910866908, 87.5640687517611
9/1/2017, 87.71, 87.97, 87.45, 87.97, 12429, 1.03941763448916, -0.146409491543355, 0.0975003523588116, 0.488982356328519, 0, -0.134893535257916, -0.572595284265567, 0.437701749007651, 87.7207272727288, 84.7784086021502, 87.2952942612939, 87.5914020187957
9/5/2017, 87.96, 88.12, 86.92, 87.26, 27553, 1.06424124273104, -0.229209853895126, -0.192569059201055, 0.567687633029943, 0, -0.0446885932877308, -0.46701394607, 0.422325352782269, 87.8521818181835, 85.0503010752685, 87.3193137973135, 87.601564499484
9/6/2017, 87.63, 87.78, 87.18, 87.31, 17081, 1.04481051768039, -0.279992291892304, -0.283693676110548, 0.677186952345958, 0, 0.0304826700027121, -0.367514622855457, 0.397997292858169, 87.9361818181835, 85.3946236559137, 87.3196410256407, 87.61262749898
9/7/2017, 87.4, 87.47, 87, 87.25, 19464, 1.02018665883944, 0.00754989292565454, -0.161414567185889, 0.563624038418454, 0, 0.0842438287629932, -0.277162932531767, 0.36140676129476, 87.8585454545471, 85.7095268817201, 87.3345665445662, 87.6220318591209
9/8/2017, 87.28, 87.82, 87.25, 87.39, 13830, 1.00023711734242, 0.233458776169778, -0.454172839761116, 0.559696717680732, 0, 0.136572442278748, -0.194415857569664, 0.330988299848412, 87.7998181818199, 86.0142365591395, 87.3405738705736, 87.6344050229221
9/11/2017, 87.97, 88.25, 87.78, 88.23, 11418, 0.989914831693604, 0.319670616817434, -0.234044691995913, 0.641849707325193, 0, 0.243022809651151, -0.106928124125501, 0.349950933776652, 87.9772727272745, 86.4132043010749, 87.3743272283269, 87.6656249589491
9/12/2017, 88.52, 88.85, 88.49, 88.61, 23619, 0.971370909833092, 0.4498148556013, -0.0456952332837896, 0.540796369308896, 0, 0.353967994234637, -0.0147489004534735, 0.36871689468811, 88.2401818181836, 86.8351827956986, 87.4141587301584, 87.7047857142857
9/13/2017, 88.58, 89.2, 88.58, 89.02, 14264, 0.953375842555547, 0.587134373987464, -0.142654947393212, 0.631445916593828, 0, 0.46956358905949, 0.0821135974491192, 0.387449991610371, 88.5680000000018, 87.3215483870965, 87.4783565323562, 87.7523613251156
9/14/2017, 88.98, 89.21, 88.77, 89.11, 8785, 0.929480884626642, 0.875793261342635, -0.0579560812119039, 0.480752992643612, 0, 0.561958273448667, 0.178082532649029, 0.383875740799638, 88.8412727272746, 87.7425376344083, 87.5466886446883, 87.8009680695741
9/15/2017, 89, 89.75, 88.92, 89.75, 8224, 0.922949744263243, 1.76593443166226, 0.419016257984835, 0.439691368811694, 0, 0.67899731935529, 0.278265489990281, 0.400731829365009, 89.3474545454564, 88.1923225806449, 87.6512039072035, 87.8628353524575
9/18/2017, 89.86, 90.75, 89.86, 90.42, 30082, 0.925602771181649, 2.03277831964415, 0.40066498672799, 0.403252175367892, 0, 0.816404009802312, 0.385893193952687, 0.430510815849625, 90.07381818182, 88.74264516129, 87.7857484737481, 87.9382960893854
9/19/2017, 90.57, 90.7, 90.26, 90.48, 33457, 0.903054293122596, 1.71038360846992, 0.494351642524468, 0.450510095494156, 0, 0.919541399641972, 0.492622835090544, 0.426918564551428, 90.5452727272746, 89.275204301075, 87.9085958485955, 88.0135684468999
9/20/2017, 90.56, 91.01, 90.51, 90.88, 11141, 0.883284934195047, 2.31792687931719, 0.529076285502446, 0.700811629688814, 0, 1.02177677459164, 0.598453622990764, 0.423323151600879, 90.9892727272747, 89.8323010752685, 88.0337313797311, 88.0961077044502
9/21/2017, 90.91, 91.15, 90.64, 90.88, 18155, 0.867179666358534, 2.31792687931719, 0.388253250542451, 0.579251578930633, 0, 1.09023153531184, 0.69680920545498, 0.393422329856864, 91.2265454545474, 90.3121505376342, 88.1674188034185, 88.1770149522608
9/22/2017, 90.75, 91.18, 90.58, 91.03, 21805, 0.855419352682966, 4.30664961397373, 0.439816589032553, 0.71294617316938, 0, 1.14340570356487, 0.786128505076957, 0.357277198487909, 91.3456363636384, 90.6800215053761, 88.3066178266175, 88.2595806604894
9/25/2017, 91.04, 91.56, 90.89, 91.36, 17185, 0.846381156862893, 4.63205297202415, 0.510739387239275, 0.824508337292353, 0, 1.19836089859427, 0.868574983780421, 0.329785914813853, 91.5481818181839, 91.0406451612901, 88.4031599511597, 88.3476445358401
9/26/2017, 91.32, 91.84, 91.24, 91.57, 32005, 0.834979942846394, 4.7182821100869, 0.488840470535329, 0.92411811256053, 0, 1.24451256537124, 0.943762500098584, 0.300750065272654, 91.7285454545475, 91.4844946236556, 88.5111184371181, 88.4384986922405
9/27/2017, 92.34, 93.95, 92.3, 93.81, 27596, 0.90114228438463, 3.79488416173813, 0.984304813652918, 1.14289702720661, 0, 1.44517825797003, 1.04404565167287, 0.401132606297155, 92.6032727272748, 92.1281290322578, 88.7153235653233, 88.5753803691564
9/28/2017, 93.62, 94.23, 93.4, 94.04, 32971, 0.898121542037601, 3.89515115018696, 0.910058832998315, 1.15966784128385, 0, 1.60427327914606, 1.15609117716751, 0.448182101978547, 93.3141818181839, 92.7466236559137, 88.9346129426127, 88.7145357833655
9/29/2017, 94.29, 94.71, 94.25, 94.45, 41128, 0.884980225754951, 3.82450700300828, 1.02900960448205, 1.14770866223559, 0, 1.74334461164415, 1.27354186406284, 0.46980274758131, 94.0258181818203, 93.2666666666664, 89.1717411477409, 88.8597078689631
10/2/2017, 94.58, 96.14, 94.32, 96.13, 258007, 0.92070179139111, 3.89190036305867, 1.40396802128757, 1.32996992640692, 0, 1.96645355178771, 1.41212420160781, 0.554329350179897, 95.1954545454567, 93.9289247311826, 89.4725787545785, 89.0374179894179
10/3/2017, 96.13, 96.61, 95.73, 96.43, 70621, 0.917574510485388, 3.79660761789144, 1.42770734458505, 1.45416184898725, 0, 2.14277590031287, 1.55825454134882, 0.584521358964047, 96.169272727275, 94.557139784946, 89.7788034188032, 89.2180732984292
10/4/2017, 96.27, 96.63, 95.78, 96.04, 132533, 0.919487969010836, 3.40931272003456, 1.19659195793362, 1.48775725415098, 0, 2.22538998077776, 1.69168162923461, 0.533708351543151, 96.7638181818204, 95.093139784946, 90.060708180708, 89.3872643979056
10/5/2017, 96.11, 96.71, 96.11, 96.45, 72788, 0.904533367720172, 3.43580386136877, 1.41131444707732, 1.46231626614043, 0, 2.29746209532115, 1.81283772245192, 0.484624372869232, 97.2185454545477, 95.609892473118, 90.3360219780217, 89.5617924222797
10/6/2017, 96.2, 96.5, 95.9, 96.32, 38452, 0.891612657296304, 3.10668510569742, 1.5371387638807, 1.42912684591191, 0, 2.31737657713923, 1.91374549338938, 0.403631083749847, 97.3545454545478, 96.071827956989, 90.5927350427348, 89.7304257251214
10/9/2017, 96.36, 96.77, 95.75, 95.84, 75957, 0.904487944420294, 2.64895807458593, 1.50919915307423, 1.85831266659505, 0, 2.26827964321163, 1.98465232335383, 0.283627319857797, 97.1021818181842, 96.4230537634405, 90.8597264957262, 89.8861363996827
10/10/2017, 96.2, 96.42, 95.96, 96.37, 22188, 0.884630262151903, 3.28328802976665, 1.70742423646307, 1.87717407433411, 0, 2.24624324605226, 2.03697050789352, 0.209272738158742, 96.8305454545478, 96.8089462365588, 91.1592600732598, 90.0497776033489
10/11/2017, 96.58, 96.69, 96.25, 96.42, 27441, 0.862779790970753, 3.28084718396723, 1.66776592391633, 1.85794767265473, 0, 2.20736865288124, 2.07105013689106, 0.136318515990181, 96.762363636366, 97.1558064516125, 91.4400634920632, 90.2114446286128
10/12/2017, 96.14, 96.52, 95.75, 95.98, 29521, 0.863510794677328, 3.07067366783246, 1.86788454668555, 1.70564228661797, 0, 2.11665643711612, 2.08017139693607, 0.0364850401800463, 96.4458181818205, 97.4018709677416, 91.6906642246639, 90.3613059529302
10/13/2017, 96.17, 96.21, 95.3, 95.58, 39154, 0.871372439521589, 2.80441216186102, 1.93813218197276, 1.5966107685305, 0, 1.98955534001107, 2.06204818555107, -0.0724928455400065, 95.9672727272751, 97.5856559139782, 91.9165714285711, 90.500427897061
10/16/2017, 95.89, 96.09, 95.05, 95.22, 41325, 0.88554388658895, 2.37586771978859, 1.74030806378547, 1.56462031379113, 0, 1.83858376433035, 2.01735530130693, -0.178771536976576, 95.6387272727297, 97.7101935483868, 92.1476043956041, 90.6298477386934
10/17/2017, 95.36, 95.61, 94.55, 94.67, 23719, 0.902138105386604, 1.99606614888426, 1.62794850513966, 1.47640277148474, 0, 1.65547402538584, 1.94497904612271, -0.289505020736868, 95.2298181818206, 97.6708387096772, 92.3597484737481, 90.7460089552238
10/18/2017, 95.15, 95.49, 94.71, 95.24, 23096, 0.894951109986374, 2.03109664412229, 1.7559370236704, 1.54948718582324, 0.644128962679125, 1.53861626381523, 1.86370648966121, -0.325090225845986, 95.0358181818206, 97.6593333333331, 92.5896117216114, 90.8713280133983
10/19/2017, 94.76, 95, 94.24, 94.98, 32899, 0.905173578957119, 1.89767248445285, 1.91362403617483, 1.64601808809552, 0.529605891790968, 1.40878620829621, 1.77272243338821, -0.363936225092007, 94.8776363636389, 97.5596774193546, 92.8088669108666, 90.9892864458859
10/20/2017, 95.71, 96.1, 95.2, 95.27, 23580, 0.91607764461929, 1.79300917465986, 2.51650765802854, 1.72097655979121, 0.633230653152427, 1.31414686327936, 1.68100731936644, -0.366860456087081, 94.8738181818208, 97.4562795698922, 93.0306178266175, 91.1108026658939
10/23/2017, 95.62, 95.62, 94.46, 94.61, 22431, 0.93764909991265, 1.33404509142305, 2.36404941981408, 1.37508288085492, 0.628725029401762, 1.17237362301509, 1.57928058009617, -0.406906957081082, 94.6032727272753, 97.2743010752685, 93.2136239316236, 91.2173060736489
10/24/2017, 94.82, 95.1, 94.46, 94.46, 23648, 0.926057932199863, 1.26332607825771, 2.06742392965973, 1.2356430009428, 0.676501481630977, 1.03597152738909, 1.47061876955476, -0.434647242165663, 94.4540000000027, 97.0574623655911, 93.3774041514039, 91.3190016575893
10/25/2017, 94.43, 94.44, 93.39, 94.17, 41451, 0.939276422022078, 1.04065995469979, 2.2370292673853, 1.30289067441455, 0.594622517235475, 0.89416394218479, 1.35532780408076, -0.461163861895974, 94.31872727273, 96.7934193548385, 93.5370329670327, 91.4132939355564
10/26/2017, 94.37, 94.46, 93.77, 93.83, 16302, 0.932314586259491, 0.928054383195769, 2.14064157890575, 1.27565909733647, 0.570326300830981, 0.745748723666509, 1.23341198799791, -0.487663264331404, 94.10072727273, 96.4590107526879, 93.6641025641023, 91.499382664437
10/27/2017, 93.98, 94.87, 93.7, 94.77, 30943, 0.938642225886797, 1.13333593480107, 2.96603373528497, 1.4089468797711, 0.708046845677697, 0.695956188090449, 1.12592082801642, -0.429964639925971, 94.2447272727301, 96.2560860215051, 93.8226031746029, 91.6018821310268
10/30/2017, 94.52, 94.52, 93.07, 93.45, 32055, 0.995263430282795, 0.59774097909573, 2.46260295713993, 0.996604673092979, 0.567970044699286, 0.543714672318998, 1.00947959687694, -0.465764924557937, 93.9049090909119, 95.8979569892471, 93.9297851037848, 91.6774955570745
10/31/2017, 93.88, 94.69, 93.78, 94.36, 33751, 1.00208774037654, 0.769625236356906, 2.61968909866166, 1.04965685441164, 0.721002225921822, 0.490833545463076, 0.905750386594164, -0.414916841131088, 93.866000000003, 95.6397419354837, 94.0867106227104, 91.7689690814714
11/1/2017, 94.94, 94.94, 92.79, 93.15, 49074, 1.07975468838255, -0.185856578558449, 2.08069229419401, 0.867429592717149, 0.630801938375819, 0.3472847019667, 0.794057249668671, -0.446772547701971, 93.540000000003, 95.2296344086019, 94.1967350427348, 91.836060538317
11/2/2017, 93.28, 93.99, 92.92, 93.74, 34469, 1.07638352636753, -0.0730448187288802, 2.19739774885422, 0.909148836171648, 0.733580101115863, 0.27792552598558, 0.690830904932053, -0.412905378946473, 93.4798181818212, 94.8797419354837, 94.3151037851035, 91.9130069093807
11/3/2017, 93.63, 94.02, 93.43, 93.83, 41517, 1.05302336324851, -0.170825114413721, 2.08481656953622, 0.960044258749189, 0.713970571930784, 0.227596535960672, 0.598184031137777, -0.370587495177105, 93.5763636363668, 94.5328172043009, 94.4641709401706, 91.9902768636742
11/6/2017, 93.59, 94.14, 93.47, 93.6, 23063, 1.03862097291589, -0.880267084881895, 1.94338426120385, 0.957510179271043, 0.730350612966992, 0.167223720004273, 0.511991968911076, -0.344768248906803, 93.5400000000032, 94.1606451612902, 94.5977899877896, 92.0619234948923
11/7/2017, 93.48, 93.67, 91.9, 92.15, 123174, 1.09825476843929, -1.37413252569404, 1.4033448086146, 0.777178477792349, 0.542912293711934, 0.00234788163382404, 0.410063151455626, -0.407715269821802, 93.0278181818215, 93.6040430107526, 94.6545054945052, 92.1055232558138
