Date,GLD_Open,GLD_High,GLD_Low,GLD_Close,GLD_Volume,GLD_ATRPercentOfClose20,GLD_SQN25,GLD_SQN50,GLD_SQN100,GLD_SQN200,GLD_MACD,GLD_MACD_Avg,GLD_MACD_Diff,GLD_LinReg10,GLD_LinReg30,GLD_LinReg90,GLD_LinReg270
6/16/2017, 119.35, 119.5, 119.24, 119.34, 6435674, 0.826576991876901, 0.777922952723164, -0.0286078059670203, 0.579882123152251, 0, 0.201227032348669, 0.457049847217393, -0.255822814868724, 119.111454545456, 121.818559139786, 120.611333333333, 121.416346326837
6/19/2017, 118.74, 118.84, 118.33, 118.43, 6786973, 0.833923104788144, 0.433012088745252, -0.113951353737451, 0.590372205824066, 0, 0.03791746678246, 0.373223371130406, -0.335305904347946, 118.435636363638, 121.532795698925, 120.572923076923, 121.37384173298
6/20/2017, 118.42, 118.46, 118.07, 118.18, 4617387, 0.810403093882695, 0.286826488968444, -0.210851988756381, 0.71147292856388, 0, -0.110406750875185, 0.276497346729288, -0.386904097604473, 118.127454545456, 121.188817204302, 120.503409035409, 121.323906996958
6/21/2017, 118.15, 118.66, 118.15, 118.52, 4723749, 0.789189721171988, 0.242733323049351, -0.148069847396954, 0.724693481987077, 0, -0.198234479799268, 0.181550981423577, -0.379785461222845, 118.075090909092, 120.832086021506, 120.454993894994, 121.286575986327
6/22/2017, 119.13, 119.2, 118.6, 118.92, 5811927, 0.775799087332987, -0.254463709530374, -0.408724014462449, 0.711553777401738, 0, -0.232877464229247, 0.098665292293012, -0.331542756522259, 118.215272727274, 120.509505376345, 120.405611721612, 121.26337394958
6/23/2017, 119.65, 119.66, 119.31, 119.43, 9258628, 0.764842385433784, 0.211104975561995, -0.470783785741244, 0.570637692339708, 0, -0.216681768677475, 0.0355958800989146, -0.25227764877639, 118.458545454547, 120.263720430108, 120.379858363858, 121.257402203857
6/26/2017, 118.29, 118.54, 118.17, 118.36, 6593380, 0.786396331427332, -0.306718380818866, -0.7769702744922, 0.469003624883613, 0, -0.286879650867078, -0.028899226094284, -0.257980424772794, 118.356727272729, 119.885268817205, 120.317057387058, 121.216440861672
6/27/2017, 118.87, 119.05, 118.48, 118.81, 5759344, 0.773284877521691, -0.321565558478476, -0.621687517541757, 0.441507339110936, 0, -0.302711271945924, -0.083661635264612, -0.219049636681312, 118.543454545456, 119.57470967742, 120.28726007326, 121.19099960016
6/28/2017, 119.06, 119.06, 118.69, 118.9, 4220130, 0.749623864452772, -0.0626406660899558, -0.716809236859636, 0.413444119089259, 0, -0.304485775390077, -0.127826463289705, -0.176659312100372, 118.720363636365, 119.298795698925, 120.251973137973, 121.168954891162
6/29/2017, 117.97, 118.64, 117.91, 118.32, 7705165, 0.7574692664745, -0.393729453032299, -0.634079184171482, 0.117197160839273, 0, -0.348673938767803, -0.171995958385325, -0.176677980382478, 118.647090909092, 119.083892473119, 120.191995115995, 121.12883483871
6/30/2017, 118.08, 118.41, 117.95, 118.02, 7272612, 0.740913196312487, -0.446877138313528, -0.736700158578039, 0.108936702679882, 0, -0.403252426442464, -0.218247251996752, -0.185005174445711, 118.528727272729, 118.775075268818, 120.122041514042, 121.080140952381
7/3/2017, 116.54, 116.85, 115.94, 116.09, 12145049, 0.805155023321214, -1.27270425622185, -1.11506928202455, -0.257019044563122, 0, -0.595377994547206, -0.293673400506843, -0.301704594040363, 117.633636363638, 118.265806451614, 119.990532356532, 120.972045994251
7/5/2017, 115.91, 116.67, 115.87, 116.52, 7223256, 0.796403401343046, -1.01935335661125, -0.888999943471345, -0.0755096505669135, 0, -0.704816795831007, -0.375902079571676, -0.328914716259331, 116.964727272729, 117.865784946237, 119.896796092796, 120.880099655512
7/6/2017, 116.58, 116.61, 116.24, 116.47, 4443390, 0.772791947353543, -1.18764536583257, -0.691626667382411, -0.125272727702684, 0, -0.786515950160677, -0.458024853689476, -0.328491096471201, 116.437090909092, 117.430559139786, 119.790315018315, 120.788920784884
7/7/2017, 115.78, 115.79, 114.8, 115.28, 11153608, 0.814163117651403, -1.5076244714235, -1.0154443984889, -0.17916086204361, 0, -0.936490889306043, -0.55371806081279, -0.382772828493253, 115.690181818183, 116.892903225807, 119.636202686203, 120.663548002385
7/10/2017, 115.02, 115.57, 114.83, 115.47, 4970886, 0.804225235928909, -1.76973264726414, -0.897390486204363, -0.170534098957253, 0, -1.0281636662512, -0.648607181900472, -0.379556484350731, 115.309454545456, 116.398623655915, 119.489511599512, 120.547135642983
7/11/2017, 115.26, 115.77, 114.88, 115.62, 6637939, 0.801510928845144, -1.75688775391291, -0.940969476494816, -0.221604566449418, 0, -1.07630429016834, -0.734146603554045, -0.342157686614292, 114.982545454547, 116.019913978495, 119.319118437119, 120.438178348369
7/12/2017, 116.21, 116.33, 115.87, 116.03, 4654361, 0.789340333650105, -2.22705099658285, -0.669627832425452, -0.251400774996839, 0, -1.06904917454592, -0.801127117752421, -0.267922056793503, 115.036727272729, 115.69830107527, 119.166527472528, 120.344220779221
7/13/2017, 116.04, 116.04, 115.67, 115.82, 4148935, 0.767206017680458, -2.10880931262116, -0.706220792729157, -0.22618748777536, 0, -1.06793420732558, -0.854488535667053, -0.213445671658526, 115.188000000002, 115.408559139786, 118.988285714286, 120.246328133767
7/14/2017, 117.04, 117.25, 116.64, 116.77, 5788219, 0.784147562895976, -1.46254453668926, -0.21582254530274, -0.10247677520796, 0, -0.979106991328706, -0.879412226799383, -0.0996947645293227, 115.719454545456, 115.276989247313, 118.831340659341, 120.17887893864
7/17/2017, 117.42, 117.53, 117.23, 117.29, 5170849, 0.774035854492242, -0.989921178918513, 0.12184941096282, -0.0528436061216354, 0, -0.856873622769015, -0.87490450599331, 0.0180308832242946, 116.455090909092, 115.296215053764, 118.680400488401, 120.128272331155
7/18/2017, 117.99, 118.33, 117.88, 118.11, 7158573, 0.774255626997928, -0.651479195669657, 0.239259121550711, -0.0809713082223523, 0, -0.685928691586696, -0.837109343111987, 0.151180651525291, 117.12781818182, 115.45535483871, 118.550559218559, 120.10268677544
7/19/2017, 118.18, 118.27, 117.84, 118.08, 3205142, 0.753937715950956, -0.696860866916749, 0.285504927208704, -0.188412253607505, 0, -0.546573788904425, -0.779002232270475, 0.23242844336605, 117.766000000002, 115.725376344087, 118.422295482296, 120.076762932402
7/20/2017, 117.92, 118.62, 117.66, 118.24, 5571648, 0.755867026594338, -0.460874364329504, 0.461730790271431, -0.0887870612680096, 0, -0.418400303453581, -0.706881846507096, 0.288481543053515, 118.364363636365, 116.004752688173, 118.299008547009, 120.055961839224
7/21/2017, 119, 119.39, 118.75, 119.26, 10135919, 0.760146162697374, -0.00272180465659511, 0.655084256655463, 0.0352706521345942, 0, -0.231843865525377, -0.611874250310752, 0.380030384785375, 118.980545454547, 116.387376344087, 118.203965811966, 120.064604316547
7/24/2017, 119.52, 119.58, 119.18, 119.31, 3654331, 0.738599277471497, 0.00593682415931104, 0.574878340929171, 0.0647999267794944, 0, -0.0790507148348922, -0.50530954321558, 0.426258828380688, 119.434909090911, 116.717763440861, 118.154676434677, 120.074334346504
7/25/2017, 118.99, 119.32, 118.79, 118.92, 6202988, 0.7262543374148, 0.160490766080083, 0.432332354988804, 0.215434833421006, 0, 0.0104487703480629, -0.402157880502852, 0.412606650850915, 119.575090909093, 116.994602150538, 118.096764346764, 120.072767955249
7/26/2017, 118.57, 120.15, 118.55, 119.88, 8527944, 0.751149962588419, 0.504867362482629, 0.55001309862804, 0.353880794526246, 0, 0.157031571897704, -0.290319990022741, 0.447351561920445, 119.948909090911, 117.410537634409, 118.084989010989, 120.097890278735
7/27/2017, 120.1, 120.14, 119.28, 119.79, 6385216, 0.750024748637989, 0.381273500725809, 0.435036661041501, 0.453302712745154, 0, 0.262906626423515, -0.179674666733489, 0.442581293157004, 120.039636363638, 117.774924731184, 118.079829059829, 120.119804778555
7/28/2017, 120.15, 120.86, 120.14, 120.69, 7393606, 0.751538581550894, 0.511440544563776, 0.205374752677845, 0.708487578969565, 0, 0.414655952602743, -0.0608085428662429, 0.475464495468986, 120.414727272729, 118.220365591399, 118.134153846154, 120.165826628352
7/31/2017, 120.5, 120.81, 120.45, 120.75, 3944561, 0.728513721217462, 0.387155099847366, 0.429428383391065, 0.822986755334074, 0, 0.533608775647963, 0.0580749208365982, 0.475533854811365, 120.700727272729, 118.665913978495, 118.195970695971, 120.212279641001
8/1/2017, 120.44, 121.14, 120.44, 120.65, 7365056, 0.721671199711216, 0.69947234958936, 0.284808872697647, 0.897213767485253, 0, 0.612747212214458, 0.16900937911217, 0.443737833102288, 120.927454545456, 119.029010752689, 118.248454212454, 120.254811294381
8/2/2017, 120.51, 121.02, 120.34, 120.4, 5945279, 0.715250404758307, 0.490179027055525, 0.125923081485312, 0.826616184678712, 0, 0.647824366650156, 0.264772376619767, 0.383051990030388, 120.923272727274, 119.329397849463, 118.292781440782, 120.289499908071
8/3/2017, 120.31, 120.83, 120.31, 120.59, 4275576, 0.699977952535494, 0.519232868239377, 0.332609832828867, 0.849621948408315, 0, 0.683080548995505, 0.348434011094915, 0.334646537900591, 120.890181818183, 119.66223655914, 118.359174603175, 120.328353890803
8/4/2017, 119.97, 120.04, 119.22, 119.65, 8644781, 0.727453608286189, 0.404608129422074, 0.0281707931598647, 0.8065224291256, 0, 0.627932765374382, 0.404333761950808, 0.223599003423574, 120.608181818183, 119.889118279571, 118.372813186813, 120.341216107382
8/7/2017, 119.43, 119.79, 119.43, 119.51, 3010138, 0.706951995815165, 0.454039427239702, 0.0260486867531644, 0.50430348248656, 0, 0.56640179227665, 0.436747368015977, 0.129654424260674, 120.266545454547, 120.127526881721, 118.38632967033, 120.349981456954
8/8/2017, 120.02, 120.12, 118.97, 119.86, 7227220, 0.71761589662003, 1.41278266123996, -0.128364158139301, 0.48423792708601, 0, 0.53965927156159, 0.457329748725099, 0.0823295228364902, 119.956909090911, 120.338494623657, 118.395902319902, 120.367623736494
8/9/2017, 121.02, 121.55, 120.76, 121.31, 9186236, 0.743242678265872, 1.62025882234135, 0.262112003718367, 0.641325898896462, 0, 0.628226706653095, 0.491509140310698, 0.136717566342396, 120.288909090911, 120.753763440861, 118.473394383395, 120.422546439628
8/10/2017, 122.08, 122.44, 122.03, 122.21, 9817872, 0.747112599913357, 1.89316889399726, 0.343632295311197, 0.681445571213254, 0, 0.762252740338411, 0.545657860316241, 0.21659488002217, 120.83581818182, 121.273096774194, 118.60232967033, 120.499422799423
8/11/2017, 122.24, 122.83, 122.03, 122.79, 8019519, 0.738980367241964, 2.81784452613572, 0.437760791217391, 0.62505185742516, 0, 0.904840057438463, 0.617494299740685, 0.287345757697777, 121.631090909093, 121.806000000001, 118.760522588523, 120.589384164223
8/14/2017, 121.98, 122.24, 121.68, 121.92, 6035297, 0.75256257651705, 2.24161805324264, 0.0828570605948899, 0.460649702587454, 0, 0.936840490409267, 0.681363537874402, 0.255476952534865, 122.023272727274, 122.179677419356, 118.878363858364, 120.654992555831
8/15/2017, 120.6, 121.23, 120.58, 120.98, 6731340, 0.775870456790468, 1.74029744043466, -0.128247296662976, 0.350874541547509, 0, 0.876250054811933, 0.720340841261908, 0.155909213550025, 122.006909090911, 122.280258064517, 118.943653235653, 120.695165768414
8/16/2017, 120.66, 122.06, 120.66, 121.87, 8267341, 0.789132415437641, 1.84949913828648, -0.227148084439046, 0.443657101206771, 0, 0.889790311197942, 0.754230735249115, 0.135559575948827, 122.230000000002, 122.490881720431, 119.05274969475, 120.756808030315
8/17/2017, 122.29, 122.61, 121.76, 122.49, 8183805, 0.780577917347669, 2.11693794149696, 0.0283673598948332, 0.434907697209026, 0, 0.939717403110635, 0.791328068821419, 0.148389334289216, 122.625090909093, 122.742322580646, 119.187181929182, 120.832541198949
8/18/2017, 123.37, 123.54, 122, 122.3, 13654226, 0.805660994612594, 1.78213078555924, 0.153083802712992, 0.478092982673212, 0, 0.952968345172025, 0.82365612409154, 0.129312221080484, 122.662909090911, 122.851483870968, 119.349533577534, 120.901782232704
8/21/2017, 122.54, 122.98, 122.5, 122.76, 5549687, 0.790206277770155, 1.75971038167898, 0.486308708771356, 0.499549090192436, 0, 0.989185255958915, 0.856761950465015, 0.1324233054939, 122.687090909093, 122.986387096775, 119.549623931624, 120.980809782609
8/22/2017, 122.56, 122.56, 121.85, 122.21, 6493937, 0.791305429392939, 1.31274569550218, 0.407285458847598, 0.547227808898577, 0, 0.96241291818842, 0.877892144009696, 0.0845207741787237, 122.414000000002, 123.01447311828, 119.73801953602, 121.044490453186
8/23/2017, 122.58, 122.69, 122.31, 122.67, 5038391, 0.76848589467519, 1.46315743747658, 0.475856826212872, 0.57405853118028, 0, 0.967164927990041, 0.895746700805765, 0.0714182271842755, 122.461636363638, 123.085741935485, 119.938808302809, 121.117955010225
8/24/2017, 122.39, 122.64, 122.13, 122.29, 4193396, 0.754408835267113, 1.27508391212048, 0.53998544983197, 0.43521301206443, 0, 0.929552799737849, 0.902507920592182, 0.0270448791456666, 122.48381818182, 123.051956989248, 120.135560439561, 121.180509501721
8/25/2017, 122.77, 123.02, 121.29, 122.74, 12398247, 0.784534981599922, 1.1288270366147, 0.743043650019105, 0.458325582964628, 0, 0.925388849685689, 0.907084106410883, 0.0183047432748054, 122.773090909093, 123.096860215054, 120.328148962149, 121.252509977827
8/28/2017, 123.33, 124.73, 123.33, 124.69, 11578265, 0.813450416709406, 1.50990092371098, 1.06800736280794, 0.699585786745432, 0, 1.06713630933503, 0.939094546995712, 0.128041762339314, 123.564727272729, 123.385333333334, 120.610346764347, 121.369734939759
8/29/2017, 125.81, 125.87, 124.05, 124.42, 9861471, 0.847594243984255, 1.55620844761416, 1.22070240525132, 0.724904583686013, 0, 1.14449245225875, 0.980174128048319, 0.164318324210427, 123.924000000002, 123.64647311828, 120.88652014652, 121.477952528678
8/30/2017, 124.33, 124.62, 124.16, 124.36, 6328422, 0.824097716666895, 1.29252433437073, 1.26311905712818, 0.679498349633877, 0, 1.18727014312765, 1.02159333106418, 0.165676812063464, 124.252909090911, 123.857290322581, 121.140080586081, 121.582386655261
8/31/2017, 124.58, 125.84, 124.55, 125.82, 11775530, 0.832622416487524, 1.63672368698883, 1.43318166480802, 0.85489846793728, 0, 1.32372252038248, 1.08201916892784, 0.241703351454632, 125.074363636365, 124.223505376345, 121.428017094017, 121.719005353621
9/1/2017, 126.01, 126.17, 125.12, 126.06, 11567404, 0.831132197527664, 1.47761442249201, 1.40018757622817, 0.671974062473289, 0, 1.43468979577719, 1.15255329429771, 0.282136501479477, 125.759090909093, 124.639268817205, 121.735474969475, 121.858334841629
9/5/2017, 126.65, 127.78, 126.57, 127.46, 11813065, 0.848375165379887, 1.75517884965416, 1.52436056039564, 0.734211994148514, 0, 1.61696113922572, 1.24543486328331, 0.371526275942408, 126.814363636365, 125.192129032259, 122.090305250305, 122.027356037152
9/6/2017, 127.34, 127.44, 126.55, 126.81, 10059273, 0.845968012383522, 1.58295620447244, 1.64199487885769, 0.574545853949939, 0, 1.68948756341787, 1.33424540331023, 0.355242160107645, 127.278727272729, 125.583935483872, 122.419987789988, 122.177755337957
9/7/2017, 127.56, 128.32, 127.39, 128.13, 10219719, 0.854314707467702, 1.93051159005795, 1.76132769519529, 0.780451729500863, 0, 1.83235598620753, 1.43386751988969, 0.398488466317845, 128.040181818184, 126.156322580646, 122.778500610501, 122.355430165345
9/8/2017, 128.21, 128.3, 127.59, 127.97, 9020001, 0.840354585406305, 1.83248254409809, 1.71195579983187, 0.68641751115186, 0, 1.91064485322269, 1.52922298655629, 0.381421866666404, 128.372545454547, 126.6491827957, 123.123377289377, 122.525748455252
9/11/2017, 126.74, 126.94, 126.05, 126.19, 9126591, 0.885673725966579, 1.53483623815701, 1.43254788457715, 0.597189911043802, 0, 1.80821425212949, 1.58502123967093, 0.22319301245856, 127.870181818184, 126.923419354839, 123.347240537241, 122.651973727422
9/12/2017, 126.03, 126.59, 125.94, 126.56, 8349012, 0.86460974325013, 1.65917664490261, 1.55691947176302, 0.613249684703675, 0, 1.73687159597807, 1.61539131093236, 0.121480285045716, 127.697454545456, 127.213118279571, 123.554818070818, 122.783953246753
9/13/2017, 126.4, 126.45, 125.5, 125.61, 8490963, 0.869785515886073, 1.31220764364463, 1.86081062697928, 0.447304944560671, 0, 1.58539946826994, 1.60939294239987, -0.0239934741299332, 127.040545454547, 127.338129032259, 123.718600732601, 122.891793143297
9/14/2017, 125.66, 126.44, 125.62, 126.16, 5330663, 0.855588702583443, 1.14371457145989, 1.87486558965823, 0.62404748437277, 0, 1.49253213780608, 1.58602078148112, -0.0934886436750353, 126.496727272729, 127.484258064517, 123.894346764347, 123.009713705326
9/15/2017, 125.99, 125.99, 125.41, 125.53, 8375074, 0.846761867139575, 0.786294946263528, 1.75007709904643, 0.711599085119928, 0, 1.35250750980384, 1.53931812714566, -0.186810617341818, 125.929090909093, 127.525956989248, 124.020105006105, 123.111165651874
9/18/2017, 124.71, 124.76, 123.97, 124.36, 8859807, 0.8747130614581, 0.369967552552043, 1.78036436768033, 0.482096030765393, 0, 1.13405508034563, 1.45826551778566, -0.324210437440023, 125.021090909093, 127.324666666667, 124.087553113553, 123.184592178771
9/19/2017, 124.49, 124.65, 124.03, 124.62, 5826537, 0.854119326807758, 0.638702519135447, 1.79048282518731, 0.574201011470225, 0, 0.970719928145087, 1.36075639985754, -0.390036471712455, 124.575636363638, 127.116645161291, 124.170493284494, 123.262202578269
9/20/2017, 124.68, 125.06, 123.15, 123.62, 11415431, 0.895230003085615, 0.628401924120659, 1.53772817342274, 0.395644750305787, 0, 0.751916376670053, 1.23898839522004, -0.487072018549991, 123.809636363638, 126.772107526882, 124.211106227106, 123.316277093073
9/21/2017, 122.56, 123.07, 122.49, 122.68, 7757897, 0.903039748389074, 0.203590244822805, 1.26189028667121, 0.42041595531699, 0, 0.496934490167746, 1.09057761420958, -0.593643124041839, 123.156909090911, 126.38070967742, 124.212544566545, 123.348701134931
9/22/2017, 123.03, 123.39, 122.93, 123.24, 6011928, 0.882795119407278, 0.1892878569373, 1.40279221757252, 0.493312148991834, 0, 0.336171650427559, 0.93969642145318, -0.60352477102562, 122.962909090911, 126.111526881721, 124.245736263736, 123.392523164647
9/25/2017, 122.78, 124.66, 122.71, 124.53, 10257209, 0.908262161647517, 0.508245706592381, 1.44020839948595, 0.885929582064175, 0, 0.309292825555019, 0.813615702273548, -0.504322876718528, 123.116545454548, 126.038043010753, 124.378776556777, 123.463207403055
9/26/2017, 123.57, 123.81, 122.9, 123.14, 8673582, 0.938773693685781, 0.0994379549887957, 1.06081169514395, 0.866329903495989, 0, 0.173826021731173, 0.685657766165073, -0.511831744433899, 122.954545454548, 125.718967741936, 124.425807081807, 123.50262598082
9/27/2017, 122.04, 122.51, 121.88, 121.98, 6903944, 0.951963953176289, -0.0280705180750325, 0.700606709705866, 0.680092431705988, 0, -0.0268254743898666, 0.543161118054085, -0.569986592443951, 122.388363636366, 125.182172043012, 124.432070818071, 123.516436662642
9/28/2017, 122.04, 122.48, 121.83, 122.21, 5968213, 0.92925730184127, -0.0759735635024777, 0.745417044361032, 0.744530984531821, 0, -0.165377780759428, 0.401453338291382, -0.56683111905081, 122.209636363639, 124.727440860216, 124.45760927961, 123.534747411537
9/29/2017, 122.29, 122.3, 121.55, 121.58, 10207991, 0.918212766204314, -0.127656517495273, 0.604423430356675, 0.758570861889952, 0, -0.322301920726943, 0.256702286487717, -0.57900420721466, 121.902727272729, 124.231913978495, 124.437028083028, 123.539299223235
10/2/2017, 121.17, 121.34, 120.74, 120.77, 11755378, 0.912929475112731, -0.386701727148936, 0.2869943934239, 0.651975728658619, 0, -0.506190612488069, 0.10412370669256, -0.610314319180629, 121.297454545457, 123.626817204302, 124.389697191697, 123.52663881927
10/3/2017, 120.72, 121.1, 120.7, 120.83, 3728655, 0.883404519356917, -0.852816713697996, 0.288614269348255, 0.599114675566532, 0, -0.639708070563159, -0.044642648758584, -0.595065421804576, 120.960727272729, 123.069870967743, 124.34125030525, 123.515344171948
10/4/2017, 121.21, 121.27, 120.71, 121.17, 6475238, 0.859987452919051, -0.710890279713566, 0.416418254297943, 0.598830082587899, 0, -0.709903138051487, -0.177694746617165, -0.532208391434323, 120.748181818184, 122.531849462366, 124.330231990232, 123.511202552356
10/5/2017, 121.15, 121.24, 120.4, 120.52, 6205423, 0.856243326308424, -0.839865440382819, 0.135926014804204, 0.472738172371044, 0, -0.808661061148584, -0.303888009523449, -0.504773051625135, 120.256727272729, 121.948731182797, 124.281450549451, 123.493583765112
10/6/2017, 120.26, 121.21, 119.78, 121.09, 10013282, 0.868649132070003, -1.08815299425604, 0.25032838478341, 0.478372983887955, 0, -0.831349906183078, -0.409380388855374, -0.421969517327704, 120.192000000002, 121.42647311828, 124.267973137973, 123.487890604134
10/9/2017, 121.64, 122.11, 121.55, 122.08, 5264116, 0.860300517957396, -0.878177270426562, 0.263648059083245, 0.333914107240183, 0, -0.760677634843333, -0.479639838052966, -0.281037796790367, 120.844545454548, 121.067569892474, 124.299648351649, 123.502442505948
10/10/2017, 122.62, 122.97, 122.36, 122.4, 9315476, 0.851505007112965, -1.18215856257319, 0.307752459648196, 0.510831300862379, 0, -0.671111865162985, -0.51793424347497, -0.153177621688015, 121.463272727275, 120.883526881721, 124.364092796093, 123.523137624281
10/11/2017, 122.57, 122.88, 122.03, 122.79, 5649430, 0.840972410026025, -0.933483460057957, 0.391123844421307, 0.482994082343514, 0, -0.562180144015542, -0.526783423583084, -0.0353967204324579, 122.025090909093, 120.745741935485, 124.447672771673, 123.551254014296
10/12/2017, 122.84, 123.04, 122.5, 122.89, 3037576, 0.820244544842874, -1.29575473299936, 0.451985632085946, 0.429377838141811, 0, -0.462450959139161, -0.5139169306943, 0.0514659715551384, 122.623272727275, 120.627161290323, 124.565291819292, 123.580779880019
10/13/2017, 123.66, 123.86, 123.34, 123.82, 6820348, 0.812549341866853, -0.979786767591291, 0.571150206903661, 0.653646286707232, 0, -0.304857427294294, -0.472105030014299, 0.167247602720005, 123.379636363639, 120.733397849463, 124.709272283272, 123.628324958124
10/16/2017, 123.82, 123.97, 122.57, 122.97, 8201979, 0.834182048747305, -0.816865305927566, 0.592258604146887, 0.476549336363868, 0, -0.245718820552057, -0.42682778812185, 0.181108967569794, 123.558181818184, 120.760688172044, 124.797316239316, 123.657973869347
10/17/2017, 122.03, 122.32, 121.73, 122.13, 7041261, 0.848689087101722, -1.12303703824825, 0.469632042374958, 0.381816701889246, 0, -0.263593486830345, -0.394180927863549, 0.130587441033204, 123.338545454548, 120.794666666668, 124.823008547009, 123.670325373134
10/18/2017, 121.71, 121.94, 121.55, 121.67, 3666407, 0.833137817846195, -1.02038264244938, 0.331430876249766, 0.181296691956256, 0.786979187137059, -0.311289097312425, -0.377602561753325, 0.0663134644408994, 122.957090909093, 120.761333333334, 124.823428571429, 123.673270774839
10/19/2017, 122.2, 122.55, 122.11, 122.39, 5567279, 0.822775425953748, -0.9604214637576, 0.209662509886971, 0.329103574571174, 0.804651013727456, -0.287674101566893, -0.359616869716038, 0.0719427681491456, 122.667090909093, 120.940516129033, 124.857028083028, 123.690212651807
10/20/2017, 121.68, 121.98, 121.39, 121.61, 8481102, 0.827765070005388, -0.998475458502373, -0.079687798725441, 0.162041310888811, 0.640835764537569, -0.328116209155823, -0.353316737603995, 0.0252005284481722, 122.119636363639, 121.047096774194, 124.840466422467, 123.69150391191
10/23/2017, 120.98, 121.9, 120.96, 121.8, 5069650, 0.823737969254413, -0.672040220370445, -0.147290337394555, 0.173738422835623, 0.714024534218697, -0.34090570986902, -0.350834532057, 0.00992882218798036, 121.807454545457, 121.100150537635, 124.819787545788, 123.696368723099
10/24/2017, 121.26, 121.71, 120.98, 121.33, 5114120, 0.819374601684894, -0.86894866871693, -0.0797677170652439, -0.00594635966338928, 0.619881565141506, -0.384533886098808, -0.357574402865362, -0.0269594832334462, 121.412181818184, 121.146559139786, 124.777191697192, 123.691945536348
10/25/2017, 121.31, 121.59, 120.84, 121.35, 4282369, 0.809179929141382, -0.615189725049484, 0.0890492391762422, -0.0191611368969612, 0.587901240235733, -0.412737911508486, -0.368607104593987, -0.0441308069144997, 121.160181818184, 121.165913978496, 124.71378998779, 123.687882369495
10/26/2017, 121.16, 121.16, 120.22, 120.33, 6438806, 0.822191350297028, -0.638159303971781, -0.250222170935549, -0.337878229244542, 0.494308281832536, -0.511499037837879, -0.397185491242765, -0.114313546595114, 120.654363636366, 121.120000000001, 124.598107448108, 123.664220549981
10/27/2017, 120.38, 120.99, 120.21, 120.9, 6664180, 0.809657327726876, -0.631671509064381, -0.257973560890221, -0.175612497916029, 0.502939547538957, -0.537576854331434, -0.425263763860499, -0.112313090470935, 120.671090909093, 121.142021505377, 124.513321123321, 123.651739970556
10/30/2017, 120.93, 121.47, 120.8, 121.13, 5119241, 0.795370200413361, -0.991900788546424, -0.183527536887952, -0.0390763636365633, 0.497241465876846, -0.533534381734299, -0.446917887435259, -0.0866164942990399, 120.756545454548, 121.145096774195, 124.445733821734, 123.643741626794
10/31/2017, 120.82, 120.84, 120.38, 120.67, 3910495, 0.789558570956053, -0.775182097931504, -0.346401143157292, 0.0481424117800619, 0.357626969045001, -0.560982195149819, -0.469730748978171, -0.0912514461716482, 120.615454545457, 121.127978494625, 124.367753357754, 123.627081471451
11/1/2017, 120.98, 121.55, 120.84, 121.11, 4647787, 0.783686162326839, -0.280142260260786, -0.171564942554019, 0.132454696225526, 0.45644425616518, -0.540994217681643, -0.483983442718865, -0.0570107749627776, 120.614000000002, 121.125505376345, 124.28431990232, 123.618884914602
11/2/2017, 121.29, 121.96, 121.05, 121.19, 5369504, 0.781554745139313, -0.331254902871868, -0.239250262851796, 0.126939536664673, 0.468791175223291, -0.512787178723016, -0.489744189919696, -0.0230429888033207, 120.81472727273, 121.08670967742, 124.212368742369, 123.612229604039
11/3/2017, 121.36, 121.43, 120.18, 120.62, 6330642, 0.797801265007972, -0.313842308676627, -0.27320956501443, 0.13981081057186, 0.41082203430012, -0.530314003713002, -0.497858152678357, -0.0324558510346452, 120.728000000002, 121.022537634409, 124.115758241759, 123.594962923961
11/6/2017, 120.72, 121.85, 120.68, 121.65, 6953772, 0.802048903871751, 0.304138909643787, -0.166096887671882, 0.346343923935634, 0.426906628455429, -0.455837140058861, -0.489453950154458, 0.0336168100955965, 121.089090909093, 121.191956989248, 124.050021978022, 123.597005433601
11/7/2017, 121.51, 121.56, 120.78, 121.21, 4165933, 0.800600500768902, 0.13727181978889, -0.617045947314469, 0.28402007397226, 0.434121884355811, -0.427391310813491, -0.477041422286264, 0.0496501114727738, 121.212363636366, 121.231462365592, 123.955946275947, 123.590797157623
11/8/2017, 121.95, 122.25, 121.59, 121.63, 5565212, 0.800696763654433, 0.162628924290074, -0.488271550648678, 0.467890341169594, 0.5301424010939, -0.366729862705995, -0.45497911037021, 0.0882492476642155, 121.491272727275, 121.259376344087, 123.835003663004, 123.592325482164
11/9/2017, 121.85, 122.41, 121.73, 122.13, 6072442, 0.789480962868454, 0.545691581036857, -0.382905018224665, 0.569297584724907, 0.641175887081439, -0.275137789542512, -0.419010846204671, 0.143873056662159, 121.723636363638, 121.368322580646, 123.741413919414, 123.602896038557
11/10/2017, 121.99, 122.11, 120.94, 121.13, 7116200, 0.805319446011459, 0.0257057189001388, -0.849192929888946, 0.384648522516836, 0.555918052510301, -0.280014224647545, -0.391211521893246, 0.111197297245701, 121.626363636366, 121.308903225807, 123.598891330892, 123.594989317582
11/13/2017, 121.43, 121.55, 121.27, 121.31, 6249346, 0.781229307316789, -0.244766656283158, -0.859325862646894, 0.354355465017967, 0.534297504235913, -0.266284773807925, -0.366226172276182, 0.0999413984682566, 121.624727272729, 121.221225806453, 123.434378510379, 123.590388958074
