Date,THD_Open,THD_High,THD_Low,THD_Close,THD_Volume,THD_ATRPercentOfClose20,THD_SQN25,THD_SQN50,THD_SQN100,THD_SQN200,THD_MACD,THD_MACD_Avg,THD_MACD_Diff,THD_LinReg10,THD_LinReg30,THD_LinReg90,THD_LinReg270
2/10/2017, 76.11, 76.56, 76.11, 76.43, 114610, 0.929422390227552, 0.864246376594408, 0, 0, 0, 0.762079521088694, 0.746245495123822, 0.0158340259648724, 76.5318181818183, 76.6179064039409, 76.6179064039409, 76.6179064039409
2/13/2017, 76.36, 76.7, 76.15, 76.51, 76874, 0.917971057650467, 1.05880243963977, 0, 0, 0, 0.750328486722282, 0.747062093443514, 0.00326639327876799, 76.6412727272728, 76.708, 76.708, 76.708
2/14/2017, 75.77, 75.77, 75.02, 75.54, 167036, 0.981893928247225, 0.728331980064866, 0, 0, 0, 0.655192166501053, 0.728688108055021, -0.073495941553969, 76.3354545454547, 76.6631612903225, 76.6631612903225, 76.6631612903225
2/15/2017, 75.4, 75.92, 75.4, 75.77, 83969, 0.964282090178245, 0.513083627389942, 0, 0, 0, 0.591536164430266, 0.701257719330071, -0.109721554899804, 76.0907272727274, 76.5712258064515, 76.6498588709677, 76.6498588709677
2/16/2017, 75.71, 75.85, 75.54, 75.63, 244315, 0.938258247708122, 0.320207341023069, 0, 0, 0, 0.523753984295823, 0.665756972323221, -0.142002988027398, 75.7696363636364, 76.5287956989247, 76.6197727272727, 76.6197727272727
2/17/2017, 75.72, 76.1, 75.72, 76.03, 141092, 0.917564746948008, 0.70029071860495, 0, 0, 0, 0.496588413144394, 0.631923260487456, -0.135334847343061, 75.7640000000001, 76.5686021505376, 76.6377540106951, 76.6377540106951
2/21/2017, 75.19, 75.42, 75.09, 75.3, 72186, 0.942554121181065, 0.231388795277394, 0, 0, 0, 0.411412100554017, 0.587821028500768, -0.176408927946751, 75.5383636363638, 76.4816129032257, 76.5704873949579, 76.5704873949579
2/22/2017, 75.62, 75.7, 75.35, 75.69, 125710, 0.917236214277811, 0.548484368224712, 0, 0, 0, 0.37110117643843, 0.5444770580883, -0.173375881649871, 75.4387272727274, 76.4163870967741, 76.5512857142856, 76.5512857142856
2/23/2017, 75.37, 75.58, 75.24, 75.45, 145703, 0.903967244609054, 0.720997752839351, 0, 0, 0, 0.316144171203263, 0.498810480711293, -0.18266630950803, 75.3965454545455, 76.3632688172041, 76.5072522522522, 76.5072522522522
2/24/2017, 75.3, 75.54, 75.02, 75.33, 80441, 0.894651694882059, 0.976587357252334, 0, 0, 0, 0.259911256318702, 0.451030635832775, -0.191119379514073, 75.2885454545455, 76.3117204301075, 76.4538264580369, 76.4538264580369
2/27/2017, 75.09, 75.44, 75.02, 75.18, 89028, 0.879547839407984, 0.670167680044905, 0, 0, 0, 0.200926365667627, 0.401009781799745, -0.200083416132118, 75.2178181818183, 76.2042365591397, 76.3891093117409, 76.3891093117409
2/28/2017, 75.49, 75.52, 74.9, 75.01, 207192, 0.87879197758109, 0.186582143634616, 0, 0, 0, 0.138862119537379, 0.348580249347272, -0.209718129809893, 75.1725454545455, 76.0959569892472, 76.3124487179487, 76.3124487179487
3/1/2017, 75.67, 76.17, 75.67, 76.03, 173707, 0.899937878816779, 0.282123489093361, 0, 0, 0, 0.170021332745449, 0.312868466026907, -0.142847133281458, 75.3674545454546, 76.088817204301, 76.3398536585365, 76.3398536585365
3/2/2017, 75.78, 75.85, 75.28, 75.47, 206244, 0.910973407713233, -0.141263520209635, 0, 0, 0, 0.147823892008233, 0.279859551223173, -0.132035659214939, 75.3881818181818, 75.9591827956989, 76.311637630662, 76.311637630662
3/3/2017, 75.49, 75.8, 75.34, 75.66, 160820, 0.8936506070065, -0.0428237205400567, 0, 0, 0, 0.143904827134264, 0.252668606405391, -0.108763779271127, 75.4629090909091, 75.8005591397849, 76.3025470653377, 76.3025470653377
3/6/2017, 74.86, 75.07, 74.69, 74.92, 201495, 0.922089224236602, -0.336864696906221, 0, 0, 0, 0.0801630546303187, 0.218167496050376, -0.138004441420058, 75.3603636363637, 75.5703225806451, 76.2271035940802, 76.2271035940802
3/7/2017, 74.75, 74.85, 74.46, 74.55, 145871, 0.911184150849308, -0.563477706564005, 0, 0, 0, -0.000206289122118619, 0.174492739015877, -0.174699028137996, 75.0445454545455, 75.3486021505376, 76.1244545454544, 76.1244545454544
3/8/2017, 74.54, 74.67, 74.01, 74.14, 161890, 0.91492230271817, -0.632548504939214, 0, 0, 0, -0.0958779255193463, 0.120418606108833, -0.216296531628179, 74.706, 75.1281720430107, 75.9938550724637, 75.9938550724637
3/9/2017, 73.91, 74.08, 73.35, 73.79, 133777, 0.926829144157052, -0.722225649177338, 0, 0, 0, -0.197661937790471, 0.0568024973289719, -0.254464435119443, 74.283090909091, 74.8970537634408, 75.8430712303422, 75.8430712303422
3/10/2017, 73.56, 73.67, 73.27, 73.49, 461904, 0.919460966389734, -0.812647155657751, 0, 0, 0, -0.299086312785903, -0.014375264694003, -0.2847110480919, 73.823090909091, 74.6389677419354, 75.6781648936169, 75.6781648936169
3/13/2017, 73.55, 73.95, 73.55, 73.82, 122539, 0.900740004050155, -1.14391532135904, 0, 0, 0, -0.3488166770953, -0.0812635471742624, -0.267553129921038, 73.5474545454546, 74.4349247311826, 75.5513775510203, 75.5513775510203
3/14/2017, 74.1, 74.2, 73.72, 73.81, 139394, 0.888334856307186, -1.17709526825385, 0, 0, 0, -0.384601815205571, -0.141931200780524, -0.242670614425047, 73.3085454545456, 74.2533978494622, 75.4324244897959, 75.4324244897959
3/15/2017, 74, 75.47, 73.86, 74.96, 341102, 0.941696851078331, -0.431019449637332, 0, 0, 0, -0.316517785916403, -0.1768485178077, -0.139669268108703, 73.7363636363637, 74.2153978494622, 75.4107294117646, 75.4107294117646
3/16/2017, 75.47, 75.95, 75.16, 75.9, 206306, 0.948749883517657, -0.276799076917572, 0.9542077638446, 0, 0, -0.184582802445789, -0.178395374735318, -0.00618742771047104, 74.4352727272728, 74.2926451612901, 75.4619457013574, 75.4619457013574
3/17/2017, 76.25, 76.48, 75.86, 76.02, 106556, 0.940668381360703, -0.0620599289367924, 0.666364588308526, 0, 0, -0.0695387806104577, -0.156624055910346, 0.087085275299888, 75.1901818181819, 74.3775268817203, 75.5186211901305, 75.5186211901305
3/20/2017, 76.38, 77.05, 76.01, 76.68, 195347, 0.95375756173042, 0.109270020285881, 0.661334909632795, 0, 0, 0.0740374619170581, -0.110491752344865, 0.184529214261923, 76.0054545454546, 74.6046021505374, 75.6199161425576, 75.6199161425576
3/21/2017, 76.98, 77.07, 76.22, 76.33, 329481, 0.965903620356533, -0.0474840228567022, 0.66450145032021, 0, 0, 0.157762011339841, -0.0568409996079237, 0.214603010947765, 76.5298181818183, 74.7894623655912, 75.6894074074073, 75.6894074074073
3/22/2017, 76.64, 77.4, 76.44, 77.26, 512315, 0.975809632082882, 0.651783286278465, 0.974983079390156, 0, 0, 0.295748344803968, 0.0136768692744546, 0.282071475529514, 77.1963636363637, 75.0691612903224, 75.8202207792206, 75.8202207792206
3/23/2017, 76.9, 77.24, 76.78, 77, 149589, 0.961318176181653, 0.469056439404302, 0.692694495071343, 0, 0, 0.379746203275246, 0.086890736074613, 0.292855467200633, 77.5329090909092, 75.3477204301073, 75.9247556390977, 75.9247556390977
3/24/2017, 77.24, 77.55, 77.1, 77.47, 103337, 0.943209301506234, 0.686278978994928, 0.72225349933015, 0, 0, 0.478721776684083, 0.165256944196507, 0.313464832487576, 77.7967272727274, 75.6532473118277, 76.0549243799152, 76.0549243799152
3/27/2017, 77.75, 77.97, 77.48, 77.91, 233677, 0.923076669982076, 0.696194783680404, 0.985793935743015, 0, 0, 0.58591093788263, 0.249387742933732, 0.336523194948899, 78.0614545454547, 76.0199354838708, 76.2067445938047, 76.2067445938047
3/28/2017, 77.84, 78.37, 77.7, 78.04, 170640, 0.918388751798928, 1.05780672820901, 0.915444181244241, 0, 0, 0.673584372577992, 0.334227068862584, 0.339357303715408, 78.1460000000001, 76.3989032258062, 76.3580847457626, 76.3580847457626
3/29/2017, 77.92, 78.21, 77.74, 78.02, 185257, 0.902813448870404, 0.904307860829871, 1.02962829602793, 0, 0, 0.733002768734423, 0.413982208836951, 0.319020559897471, 78.2229090909092, 76.7007956989245, 76.4992021857922, 76.4992021857922
3/30/2017, 78.08, 78.4, 78.03, 78.12, 155088, 0.880896441587629, 1.04359472581236, 1.25191411727428, 0, 0, 0.779179543287384, 0.487021675727038, 0.292157867560346, 78.3554545454547, 77.0147096774191, 76.6384928609201, 76.6384928609201
3/31/2017, 78.13, 78.14, 77.8, 77.99, 95634, 0.860044217412287, 1.04121889535792, 1.42725123636165, 0, 0, 0.796108018583439, 0.548838944298318, 0.247269074285121, 78.346, 77.2876344086019, 76.7615821812596, 76.7615821812596
4/3/2017, 78.24, 78.46, 78.05, 78.37, 302476, 0.843066302031199, 1.24448662257464, 1.37086839404277, 0, 0, 0.830612003290227, 0.6051935560967, 0.225418447193527, 78.4923636363637, 77.6202150537632, 76.9012103174603, 76.9012103174603
4/4/2017, 78.46, 78.47, 78.07, 78.37, 342477, 0.826432956305676, 1.31868775601595, 1.12599023092564, 0, 0, 0.848179375886247, 0.653790720054609, 0.194388655831637, 78.4765454545454, 77.8890322580643, 77.0330192307692, 77.0330192307692
4/5/2017, 78.09, 78.32, 77.69, 77.71, 204778, 0.835531762275023, 0.681809108092522, 0.696665029510909, 0, 0, 0.799627552411479, 0.682958086525983, 0.116669465885496, 78.3074545454546, 78.0803010752687, 77.1178321678321, 77.1178321678321
4/6/2017, 77.77, 77.77, 77.24, 77.41, 124747, 0.831064650356187, 0.805875436877633, 0.49436654181091, 0, 0, 0.728544185843944, 0.692075306389575, 0.0364688794543686, 77.9581818181819, 78.2044731182794, 77.1801130710085, 77.1801130710085
4/7/2017, 77.87, 78.23, 77.61, 78.13, 159427, 0.834712387749506, 0.986660266675676, 0.701380902034325, 0, 0, 0.721985489121877, 0.698057342936036, 0.0239281461858414, 77.9292727272727, 78.3993548387095, 77.280895522388, 77.280895522388
4/10/2017, 77.98, 78.13, 77.77, 77.94, 119030, 0.818004553658269, 1.27467785641482, 0.657571763838715, 0, 0, 0.693462459050494, 0.697138366158928, -0.00367590710843368, 77.8867272727273, 78.5420645161289, 77.3653069053708, 77.3653069053708
4/11/2017, 78.2, 78.48, 77.95, 78.45, 120210, 0.806469230930774, 1.66019745078594, 0.747385383709106, 0, 0, 0.70389641031592, 0.698489974990326, 0.00540643532559415, 78.0447272727272, 78.7203440860214, 77.474099378882, 77.474099378882
4/12/2017, 78.69, 78.8, 78.25, 78.79, 147008, 0.797742551189151, 2.03701827954399, 0.91360611726391, 0, 0, 0.731172054067287, 0.705026390805718, 0.0261456632615684, 78.2938181818181, 78.987569892473, 77.5962173038229, 77.5962173038229
4/13/2017, 78.77, 79.14, 78.53, 78.65, 164423, 0.797983837606911, 2.1758232421851, 0.912230791778387, 0, 0, 0.733041324196492, 0.710629377483873, 0.0224119467126189, 78.4725454545454, 79.1818924731182, 77.7043427230046, 77.7043427230046
4/17/2017, 78.69, 79.08, 78.64, 79, 75617, 0.782574144131574, 2.52763019486307, 1.03179807523666, 0, 0, 0.754072332711459, 0.71931796852939, 0.0347543641820689, 78.7172727272726, 79.4127741935482, 77.8259893455098, 77.8259893455098
4/18/2017, 78.64, 78.71, 78.2, 78.41, 97337, 0.800053430902623, 1.99617384109954, 0.605008867850443, 0, 0, 0.714890674622467, 0.718432509748006, -0.00354183512553885, 78.7790909090908, 79.4979139784945, 77.9098667160311, 77.9098667160311
4/19/2017, 77.94, 77.99, 77.23, 77.52, 230221, 0.844886223441962, 1.49146305118691, 0.321724052145598, 0, 0, 0.605048741081276, 0.69575575601466, -0.0907070149333835, 78.5312727272726, 79.422946236559, 77.9423351351351, 77.9423351351351
4/20/2017, 77.73, 78, 77.64, 77.96, 98651, 0.828896883519239, 1.30115083060767, 0.546761895147944, 0, 0, 0.547194818892791, 0.666043568590286, -0.118848749697495, 78.3498181818181, 79.3573118279569, 77.9959614035087, 77.9959614035087
4/21/2017, 78.02, 78.29, 77.86, 78.11, 168164, 0.813465125940365, 1.02424217167677, 0.425524349198374, 0, 0, 0.507597645452904, 0.63435438396281, -0.126756738509906, 78.1465454545453, 79.2627311827956, 78.0545488721804, 78.0545488721804
4/24/2017, 77.92, 78.15, 77.52, 77.84, 320145, 0.815940042880805, 0.836689390535103, 0.484367457977711, 0, 0, 0.449251168878021, 0.597333740945852, -0.148082572067831, 77.9558181818181, 79.0860215053762, 78.0964135864135, 78.0964135864135
4/25/2017, 77.81, 78.16, 77.74, 77.82, 77910, 0.802327605897581, 0.546760950658857, 0.421196918125472, 0, 0, 0.396823004394818, 0.557231593635645, -0.160408589240827, 77.7359999999999, 78.9007096774193, 78.1350827653359, 78.1350827653359
4/26/2017, 77.97, 78, 77.63, 77.73, 124662, 0.786894089494433, 0.680557165072799, 0.3723111750875, 0, 0, 0.344045120490364, 0.514594299006589, -0.170549178516225, 77.5936363636363, 78.677505376344, 78.1672594936709, 78.1672594936709
4/27/2017, 77.57, 77.69, 77.29, 77.4, 67024, 0.779160383689692, 0.0848646497126491, 0.580339447830203, 0, 0, 0.272449398109515, 0.466165318827174, -0.193715920717659, 77.4445454545454, 78.4638064516128, 78.1815277777778, 78.1815277777778
4/28/2017, 77.58, 77.6, 77.4, 77.52, 168576, 0.751956437212371, 0.283712445718703, 0.546808979405845, 0, 0, 0.22282369655062, 0.417496994371863, -0.194673297821244, 77.3847272727272, 78.3122580645161, 78.2006865401987, 78.2006865401987
5/1/2017, 77.7, 77.77, 77.42, 77.67, 60228, 0.735510233836331, 0.118810809246089, 0.634376741369893, 0, 0, 0.19336967172184, 0.372671529841859, -0.179301858120019, 77.5083636363635, 78.1772903225805, 78.2259124302086, 78.2259124302086
5/2/2017, 77.74, 78, 77.57, 77.66, 253253, 0.726509475521047, -0.12508757042014, 0.512770583176805, 0, 0, 0.167291792762299, 0.331595582425947, -0.164303789663648, 77.5830909090908, 78.0744086021505, 78.2493115318416, 78.2493115318416
5/3/2017, 77.78, 77.78, 77.27, 77.42, 292746, 0.72526077984392, -0.326327864346474, 0.679983616309657, 0, 0, 0.125808647791018, 0.290438195498961, -0.164629547707943, 77.4378181818181, 77.9114193548386, 78.2602240896358, 78.2602240896358
5/4/2017, 77.64, 77.64, 77.32, 77.55, 280154, 0.708474598281631, -0.243439050054609, 0.600365989764753, 0, 0, 0.102244261870013, 0.252799408773171, -0.150555146903159, 77.430909090909, 77.8198924731181, 78.2764131326949, 78.2764131326949
