Date,IYH_Open,IYH_High,IYH_Low,IYH_Close,IYH_Volume,IYH_ATRPercentOfClose20,IYH_SQN25,IYH_SQN50,IYH_SQN100,IYH_SQN200,IYH_MACD,IYH_MACD_Avg,IYH_MACD_Diff,IYH_LinReg10,IYH_LinReg30,IYH_LinReg90,IYH_LinReg270
2/21/2017, 154.38, 155.42, 154.38, 154.98, 67564, 0.866076402954315, 1.47392387599153, 0, 0, 0, 1.9635758533656, 1.38838588276871, 0.575189970596885, 155.204, 152.345612903226, 151.968, 151.968
2/22/2017, 154.74, 155.13, 154.57, 154.62, 64370, 0.842797147092011, 1.62719024952665, 0, 0, 0, 2.0225394322201, 1.51521659265899, 0.50732283956111, 155.554727272727, 153.068301075269, 152.429904761905, 152.429904761905
2/23/2017, 154.77, 155.87, 154.48, 155.65, 60300, 0.840010473107603, 1.85270773597389, 0, 0, 0, 2.12785232810646, 1.63774373974848, 0.490108588357973, 155.959272727273, 153.921720430108, 152.955660660661, 152.955660660661
2/24/2017, 155.38, 156.52, 155.38, 156.52, 55461, 0.829991366165593, 2.33438785439503, 0, 0, 0, 2.25551511174271, 1.76129801414733, 0.494217097595381, 156.477454545455, 154.735677419355, 153.520995732575, 153.520995732575
2/27/2017, 156.23, 157.49, 156.23, 157.4, 144734, 0.824108870397883, 2.70624543045209, 0, 0, 0, 2.40003136545491, 1.88904468440884, 0.510986681046063, 157.013636363637, 155.622387096774, 154.122226720648, 154.122226720648
2/28/2017, 156.9, 157.62, 156.71, 156.97, 92652, 0.814034525008571, 2.84330557312473, 0, 0, 0, 2.45160357146358, 2.00155646181979, 0.450047109643787, 157.228545454546, 156.410172043011, 154.625858974359, 154.625858974359
3/1/2017, 158.88, 159.15, 157.74, 158.74, 746644, 0.833375642062906, 3.51405385191645, 0, 0, 0, 2.60526722492946, 2.12229861444173, 0.482968610487737, 157.980727272727, 157.311032258065, 155.254353658537, 155.254353658537
3/2/2017, 158.43, 159.06, 158.24, 158.32, 131627, 0.819704061078906, 3.0802347796117, 0, 0, 0, 2.66246504773119, 2.23033190109962, 0.43213314663157, 158.593636363637, 158.083526881721, 155.788257839721, 155.788257839721
3/3/2017, 158.17, 158.92, 157.95, 158.84, 84693, 0.806703409736287, 3.61841177421847, 0, 0, 0, 2.71841815621994, 2.32794915212368, 0.390469004096257, 159.103090909091, 158.793978494624, 156.323687707641, 156.323687707641
3/6/2017, 158.24, 158.63, 157.57, 158.13, 339747, 0.809966047697377, 3.02905374409062, 0, 0, 0, 2.67463876080546, 2.39728707386004, 0.277351686945425, 159.129818181818, 159.303290322581, 156.749873150106, 156.749873150106
3/7/2017, 156.69, 157.78, 156.54, 157, 80088, 0.825642895326541, 2.92403418192803, 0, 0, 0, 2.51971600074225, 2.42177285923648, 0.0979431415057679, 158.716545454546, 159.544258064516, 157.040696969697, 157.040696969697
3/8/2017, 157.09, 158.21, 157.06, 157.65, 85453, 0.819502935857619, 2.82937699859025, 0, 0, 0, 2.42147490951615, 2.42171326929242, -0.000238359776266073, 158.345636363636, 159.739376344086, 157.362367149758, 157.362367149758
3/9/2017, 157.59, 158.65, 157.59, 158.5, 60988, 0.807791204706978, 2.78134468567642, 0, 0, 0, 2.38471650574053, 2.41431391658204, -0.0295974108415105, 158.309090909091, 160.032602150538, 157.728778908418, 157.728778908418
3/10/2017, 159.13, 159.29, 158.45, 159.11, 68025, 0.79085639273932, 2.88292513284012, 0, 0, 0, 2.37740189872838, 2.40693151301131, -0.0295296142829269, 158.501818181818, 160.267161290323, 158.115957446809, 158.115957446809
3/13/2017, 159.28, 159.28, 158.35, 158.92, 61242, 0.781471826178678, 2.5691886749292, 0, 0, 0, 2.32942148698123, 2.39142950780529, -0.0620080208240594, 158.663636363636, 160.465053763441, 158.457355442177, 158.457355442177
3/14/2017, 158.39, 158.92, 158.18, 158.32, 53014, 0.768582159458689, 2.37077052197602, 0, 0, 0, 2.21742063462113, 2.35662773316846, -0.139207098547325, 158.449272727273, 160.44776344086, 158.724587755102, 158.724587755102
3/15/2017, 158.28, 160.58, 158.28, 160.18, 78408, 0.793468792054094, 2.67896536402114, 0, 0, 0, 2.25277699662252, 2.33585758585927, -0.0830805892367561, 159.157818181818, 160.731806451613, 159.115176470588, 159.115176470588
3/16/2017, 159.95, 159.95, 158.25, 158.75, 65248, 0.821372847594731, 2.17940410725126, 2.09147200480755, 0, 0, 2.14073110364217, 2.29683228941585, -0.156101185773683, 159.209818181818, 160.826193548387, 159.367895927602, 159.367895927602
3/17/2017, 158.39, 158.51, 157.83, 157.95, 123384, 0.81337950350035, 1.76788712962653, 1.75630656763864, 0, 0, 1.96473239998357, 2.2304123115294, -0.265679911545821, 159.066, 160.768516129033, 159.541480406386, 159.541480406386
