Date,XRT_Open,XRT_High,XRT_Low,XRT_Close,XRT_Volume,XRT_ATRPercentOfClose20,XRT_SQN25,XRT_SQN50,XRT_SQN100,XRT_SQN200,XRT_MACD,XRT_MACD_Avg,XRT_MACD_Diff,XRT_LinReg10,XRT_LinReg30,XRT_LinReg90,XRT_LinReg270
2/10/2017, 43.93, 44.15, 43.56, 44.04, 13133413, 1.69540122261988, 0.0331066469615237, 0, 0, 0, -0.194440857612513, -0.301298328245213, 0.1068574706327, 43.4114545454546, 42.787118226601, 42.787118226601, 42.787118226601
2/13/2017, 44.18, 44.25, 43.5, 43.5, 5179259, 1.7168321000453, -0.0766450646014264, 0, 0, 0, -0.159809029281199, -0.27300046845241, 0.113191439171211, 43.5365454545455, 42.8306206896552, 42.8306206896552, 42.8306206896552
2/14/2017, 43.43, 43.98, 43.4, 43.95, 8154309, 1.68027500647036, 0.0850234664384678, 0, 0, 0, -0.0949572090298147, -0.237391816567891, 0.142434607538076, 43.8545454545455, 42.9271397849462, 42.9271397849462, 42.9271397849462
2/15/2017, 43.9, 44.37, 43.84, 44.35, 6852268, 1.64161628427629, 0.0335178538391289, 0, 0, 0, -0.0111564130034694, -0.192144735855007, 0.180988322851537, 44.1858181818182, 43.0741290322581, 43.0630443548387, 43.0630443548387
2/16/2017, 44.18, 44.29, 43.36, 43.43, 6745086, 1.70654842498897, -0.245345532932414, 0, 0, 0, -0.0187636934614233, -0.15746852737629, 0.138704833914867, 44.1016363636364, 43.162064516129, 43.0753977272727, 43.0753977272727
2/17/2017, 43.45, 43.82, 43.3, 43.82, 6020469, 1.66612570042007, -0.0379327631666355, 0, 0, 0, 0.00660112889729447, -0.124654596121573, 0.131255725018868, 44.1754545454546, 43.2340430107527, 43.1321390374331, 43.1321390374331
2/21/2017, 44.15, 44.39, 44, 44.31, 5765874, 1.6296354498485, 0.152641183297024, 0, 0, 0, 0.0654869455156941, -0.0866262877941198, 0.152113233309814, 44.2834545454546, 43.3488172043011, 43.2388235294118, 43.2388235294118
2/22/2017, 44.38, 44.44, 44.01, 44.13, 6287874, 1.60318806806362, -0.0698648097769972, 0, 0, 0, 0.0965172924900486, -0.0499975717372861, 0.146514864227335, 44.1883636363637, 43.4442150537634, 43.3158095238095, 43.3158095238095
2/23/2017, 44.2, 44.2, 43.04, 43.1, 10917999, 1.6939966350688, -0.449018127237132, 0, 0, 0, 0.0375636635669423, -0.0324853246764404, 0.0700489882433827, 43.7718181818182, 43.4409247311828, 43.276006006006, 43.276006006006
2/24/2017, 42.95, 44.2, 42.87, 43.72, 18104347, 1.7385794195538, 0.108548333948469, 0, 0, 0, 0.0404055364782678, -0.0179071524454988, 0.0583126889237666, 43.712, 43.5055698924731, 43.304466571835, 43.304466571835
2/27/2017, 43.64, 44.04, 43.48, 44.03, 7622788, 1.70361475384391, 0.266226073084716, 0, 0, 0, 0.0669009578591826, -0.000945530384562493, 0.0678464882437451, 43.8203636363637, 43.6063440860215, 43.361983805668, 43.361983805668
2/28/2017, 43.71, 43.71, 42.81, 42.93, 7482982, 1.80199510205358, -0.0206351396129327, 0, 0, 0, -0.000852212943343034, -0.000926866896318601, 7.46539529755674E-05, 43.4412727272728, 43.5698279569892, 43.3060897435897, 43.3060897435897
3/1/2017, 43.35, 43.44, 42.47, 42.89, 8942299, 1.82657186394502, -0.253132487886051, 0, 0, 0, -0.0571163528832841, -0.0121647640937117, -0.0449515887895724, 43.1694545454546, 43.5585376344086, 43.2512682926829, 43.2512682926829
3/2/2017, 43.05, 43.51, 42.86, 43.34, 5761844, 1.79221467195136, -0.146912244834644, 0, 0, 0, -0.0646496094985309, -0.0226617331746755, -0.0419878763238554, 43.1909090909092, 43.6111612903225, 43.243519163763, 43.243519163763
3/3/2017, 43.21, 43.49, 42.54, 42.72, 9407487, 1.83850315281492, -0.174227276485848, 0, 0, 0, -0.119273675399384, -0.0419841216196173, -0.0772895537797669, 42.8692727272728, 43.5381075268817, 43.1796013289036, 43.1796013289036
3/6/2017, 42.59, 42.61, 42.18, 42.34, 8403417, 1.82602295592444, -0.103083329564402, 0, 0, 0, -0.191024454376979, -0.0717921881710897, -0.11923226620589, 42.533090909091, 43.416, 43.0867970401691, 43.0867970401691
3/7/2017, 42.25, 42.42, 41.87, 41.94, 5836916, 1.81683646533497, -0.307532360758178, 0, 0, 0, -0.276971367201291, -0.11282802397713, -0.164143343224161, 42.2374545454546, 43.2261720430107, 42.9662424242424, 42.9662424242424
3/8/2017, 41.96, 42.55, 41.92, 42.37, 5129051, 1.78282311277652, -0.280297550769302, 0, 0, 0, -0.306850328904645, -0.151632484962633, -0.155217843942012, 42.1836363636364, 43.1361935483871, 42.892038647343, 42.892038647343
3/9/2017, 42.22, 42.29, 41.78, 41.83, 6466035, 1.7860699145093, -0.326202461941703, 0, 0, 0, -0.369839825066478, -0.195273952983402, -0.174565872083076, 41.8332727272728, 42.9978924731182, 42.7781406105458, 42.7781406105458
3/10/2017, 42.06, 42.43, 41.95, 42.14, 4301439, 1.75547554099971, -0.184256221392476, 0, 0, 0, -0.39024652633212, -0.234268467653146, -0.155978058678975, 41.7832727272728, 42.8750967741935, 42.6983510638298, 42.6983510638298
