Date,XRT_Open,XRT_High,XRT_Low,XRT_Close,XRT_Volume,XRT_ATRPercentOfClose20,XRT_SQN25,XRT_SQN50,XRT_SQN100,XRT_SQN200,XRT_MACD,XRT_MACD_Avg,XRT_MACD_Diff,XRT_LinReg10,XRT_LinReg30,XRT_LinReg90,XRT_LinReg270
1/26/2017, 43.83, 44.07, 43.27, 43.27, 6249736, 0, 0, 0, 0, 0, -0.212976386174049, -0.144258750494669, -0.0687176356793793, 43.33, 43.4156862745098, 43.4156862745098, 43.4156862745098
1/27/2017, 43.38, 43.4, 42.6, 42.69, 10077370, 0, 0, 0, 0, 0, -0.280323348081026, -0.171471670011941, -0.108851678069086, 43.0127272727273, 43.2160233918129, 43.2160233918129, 43.2160233918129
1/30/2017, 42.53, 42.83, 42.11, 42.83, 7698012, 0, 0, 0, 0, 0, -0.318725402588427, -0.200922416527238, -0.117802986061189, 42.8216363636364, 43.0797368421053, 43.0797368421053, 43.0797368421053
1/31/2017, 42.34, 43.28, 42.27, 43.2, 10784249, 0, 0, 0, 0, 0, -0.315664614494921, -0.223870856120775, -0.0917937583741461, 42.8927272727273, 43.0362857142857, 43.0362857142857, 43.0362857142857
2/1/2017, 43.2, 43.31, 42.67, 42.78, 6963899, 0, 0, 0, 0, 0, -0.34317351710547, -0.247731388317714, -0.0954421287877561, 42.8740000000001, 42.9267099567099, 42.9267099567099, 42.9267099567099
2/2/2017, 42.83, 43.25, 42.53, 42.72, 6318709, 1.73987593632959, 0, 0, 0, 0, -0.365601591605419, -0.271305428975255, -0.094296162630164, 42.7585454545455, 42.8249802371541, 42.8249802371541, 42.8249802371541
2/3/2017, 42.65, 43.55, 42.65, 43.03, 10131609, 1.74555252149663, 0, 0, 0, 0, -0.354277700212442, -0.287899883222692, -0.0663778169897502, 42.7758181818182, 42.79, 42.79, 42.79
2/6/2017, 42.94, 43.13, 42.51, 42.57, 5159181, 1.74901500469814, 0, 0, 0, 0, -0.378063509517517, -0.305932608481657, -0.0721309010358599, 42.5840000000001, 42.6892333333333, 42.6892333333333, 42.6892333333333
2/7/2017, 42.71, 42.82, 42.33, 42.34, 2252764, 1.72845513255786, 0, 0, 0, 0, -0.410738277383118, -0.326893742261949, -0.0838445351211683, 42.4540000000001, 42.5686153846154, 42.5686153846154, 42.5686153846154
2/8/2017, 42.41, 43.06, 42.23, 43, 8455022, 1.7133407162064, -0.530796968544301, 0, 0, 0, -0.379007815997099, -0.337316557008979, -0.0416912589881196, 42.6589090909092, 42.5607692307692, 42.5607692307692, 42.5607692307692
2/9/2017, 42.99, 43.9, 42.8, 43.74, 8515006, 1.72587947546939, -0.586182357082235, 0, 0, 0, -0.290797251481024, -0.328012695903388, 0.0372154444223642, 43.0541818181819, 42.6589417989418, 42.6589417989418, 42.6589417989418
