Date,QQQ_Open,QQQ_High,QQQ_Low,QQQ_Close,QQQ_Volume,QQQ_ATRPercentOfClose20,QQQ_SQN25,QQQ_SQN50,QQQ_SQN100,QQQ_SQN200,QQQ_MACD,QQQ_MACD_Avg,QQQ_MACD_Diff,QQQ_LinReg10,QQQ_LinReg30,QQQ_LinReg90,QQQ_LinReg270
6/16/2017, 138.72, 138.78, 137.64, 138.15, 48087413, 1.01517353655975, -0.000883663991295046, 0.951438112114275, 1.8612524200228, 0, 0.536200904152253, 1.19552936454168, -0.659328460389432, 138.196363636362, 141.683591397848, 141.516026862027, 141.993299850075
6/19/2017, 139.45, 140.59, 139.28, 140.46, 39626533, 1.03541159669616, 0.30822678167477, 1.21967895354814, 1.92959523923761, 0, 0.513236212355196, 1.05907073410439, -0.545834521749191, 138.502363636362, 141.59898924731, 141.607665445665, 142.109946949602
6/20/2017, 140.31, 140.5, 139.31, 139.36, 40935078, 1.03410029584059, 0.0723396576618302, 1.06337231910421, 1.76115049387392, 0, 0.401645798983054, 0.92758574708012, -0.525939948097066, 138.476363636362, 141.375978494622, 141.651216117216, 142.18528900478
6/21/2017, 139.66, 140.81, 139.59, 140.74, 35743366, 1.02427601511246, 0.189803298796775, 1.2280105691275, 1.8740185988293, 0, 0.419725722421077, 0.826013742148312, -0.406288019727235, 139.229999999998, 141.350258064514, 141.755338217338, 142.303896880786
6/22/2017, 140.94, 141.22, 140.34, 140.7, 24099115, 1.00461105933605, 0.846720677456624, 1.31052277940617, 2.01866292418918, 0, 0.425916822295051, 0.74599435817766, -0.320077535882609, 140.145999999998, 141.309182795697, 141.863924297924, 142.417021008403
6/23/2017, 140.53, 141.42, 140.15, 141.24, 21654314, 0.995690578066783, 0.736734789271185, 1.46543857709055, 2.11670029666567, 0, 0.4689905692357, 0.690593600389268, -0.221603031153568, 140.687090909089, 141.314451612901, 141.996439560439, 142.543961432507
6/26/2017, 142, 142.29, 140.27, 140.58, 34411094, 1.02219213532398, 0.510275283717223, 1.45001658800948, 1.92387814787777, 0, 0.444743612346031, 0.64142360278062, -0.19667999043459, 140.781454545453, 141.237612903224, 142.107682539682, 142.645030483674
6/27/2017, 140.07, 140.22, 138.02, 138.03, 65957819, 1.08175600858257, -0.139322808063155, 0.898844767560301, 1.56073861526912, 0, 0.217259602106594, 0.556590802645815, -0.339331200539221, 140.147272727271, 140.853784946235, 142.0983003663, 142.659964014394
6/28/2017, 138.54, 140.14, 137.74, 140.02, 57427180, 1.09876476768619, 0.160768878183228, 1.15344106384511, 1.70630452497889, 0, 0.195301934800995, 0.484333029076851, -0.289031094275856, 140.205636363635, 140.7676344086, 142.181916971917, 142.737743246787
6/29/2017, 139.4, 139.44, 136.25, 137.59, 88769351, 1.19926295975615, -0.300009185704492, 0.783263247667916, 1.36500915808421, 0, -0.017973182715366, 0.383871786718408, -0.401844969433774, 139.285818181816, 140.133913978493, 142.166056166056, 142.735246451613
6/30/2017, 138, 138.67, 137.19, 137.64, 68898255, 1.19264938318226, -0.476080941805602, 0.655531802474219, 1.31704299062563, 0, -0.180875645923749, 0.270922300189976, -0.451797946113725, 138.271272727271, 139.576064516127, 142.148261294261, 142.733756190476
7/3/2017, 138.25, 138.43, 136.1, 136.19, 32797005, 1.23062227803911, -0.721244224182539, 0.474882421033517, 1.11939344631624, 0, -0.422114035663384, 0.132315033019304, -0.554429068682688, 137.245636363634, 138.870451612901, 142.050964590964, 142.686187976503
7/5/2017, 136.57, 137.9, 136.16, 137.53, 42116584, 1.22095924993702, -0.523374959480266, 0.440979460338912, 1.20102969675904, 0, -0.499413468813657, 0.00596933265271211, -0.505382801466369, 136.695818181816, 138.422838709675, 142.01326984127, 142.681011318898
7/6/2017, 136.47, 137.06, 135.8, 136.29, 48430476, 1.23393205196014, -0.68900711657884, 0.171220410797016, 1.01177682677923, 0, -0.653201760098767, -0.125864885897584, -0.527336874201183, 136.093454545453, 137.836709677417, 141.919601953602, 142.63707122093
7/7/2017, 136.74, 138.13, 136.74, 137.76, 36970402, 1.22650965006943, -0.539811645119479, 0.366575942733281, 1.07731923957953, 0, -0.648982310135835, -0.230488370745234, -0.418493939390601, 136.233636363634, 137.498150537632, 141.877001221001, 142.638776386404
7/10/2017, 137.84, 138.99, 137.5, 138.66, 24853545, 1.21134985521337, -0.646838570885526, 0.374876322036756, 1.11979193612732, 0, -0.566485791673273, -0.297687854930842, -0.268797936742431, 136.953090909089, 137.366150537632, 141.899626373626, 142.667231943629
7/11/2017, 138.44, 139.22, 137.94, 139.05, 31517660, 1.19358131878959, -0.585349209890867, 0.391613322662513, 1.07793797452538, 0, -0.464284977588107, -0.331007279462295, -0.133277698125813, 137.815999999998, 137.315204301073, 141.919343101343, 142.706138098543
7/12/2017, 140.21, 140.86, 139.96, 140.7, 36045799, 1.18492614256437, -0.265427076277054, 0.436361304503169, 1.23709810279932, 0, -0.247298186181354, -0.314265460806107, 0.066967274624753, 138.822363636361, 137.495612903224, 142.010459096459, 142.792898154477
7/13/2017, 140.85, 141.35, 140.6, 141.01, 31073595, 1.14979897061107, -0.298985196371109, 0.444747681448681, 1.20820556025359, 0, -0.0497467321027614, -0.261361715065438, 0.211614982962676, 140.18818181818, 137.716150537632, 142.101589743589, 142.886062170351
7/14/2017, 141.57, 142.3, 141.19, 142.12, 34544847, 1.12916194204597, -0.165931214114902, 0.619783967650589, 1.24580937651906, 0, 0.194143971031224, -0.170260577846105, 0.364404548877329, 141.397454545452, 138.115999999998, 142.22882051282, 143.009034825871
7/17/2017, 142.25, 142.69, 141.92, 142.19, 25343155, 1.09925220088188, 0.361197566455419, 0.621831526569469, 1.2473639773903, 0, 0.388598009429273, -0.0584888603910296, 0.447086869820303, 142.393818181816, 138.630924731181, 142.355716727716, 143.1303583878
7/18/2017, 142.06, 143.17, 141.64, 143.14, 25748527, 1.09080296857081, 0.621752619638458, 0.668091218373471, 1.39318014947041, 0, 0.612303047952764, 0.0756695212777291, 0.536633526675035, 143.180181818179, 139.272580645159, 142.517973137973, 143.275686990125
7/19/2017, 143.53, 144.19, 143.5, 143.98, 33752309, 1.06668051170415, 0.576772798719815, 0.724742907929784, 1.44555177254612, 0, 0.847601262773708, 0.230055869576925, 0.617545393196783, 144.145636363634, 139.984688172041, 142.720158730158, 143.441063154554
7/20/2017, 144.31, 144.44, 143.52, 144.17, 36139449, 1.04391778505518, 0.705005110868487, 0.690933619131223, 1.44683027531547, 0, 1.03744913748784, 0.391534523159108, 0.645914614328732, 144.576909090907, 140.751010752686, 142.926315018315, 143.607201543113
7/21/2017, 143.62, 144.11, 143.35, 144.11, 39697094, 1.02058528705736, 0.798885798036631, 0.674978143057382, 1.48630423262356, 0, 1.16958124289079, 0.547143867105444, 0.622437375785342, 144.851636363634, 141.514881720428, 143.113536019536, 143.76695991778
7/24/2017, 144.07, 144.87, 143.92, 144.77, 26712732, 0.997946525053146, 1.07306786781193, 0.759450794510282, 1.4089264780612, 0, 1.31242455917072, 0.700200005518499, 0.612224553652223, 145.187999999998, 142.119677419353, 143.338214896215, 143.940893617021
7/25/2017, 144.29, 144.74, 144.01, 144.4, 28120884, 0.976794200210158, 0.678309413116508, 0.682360702780488, 1.44742782250882, 0, 1.37986676355902, 0.836133357126604, 0.543733406432418, 145.14127272727, 142.596623655912, 143.535438339438, 144.099642393367
7/26/2017, 144.74, 144.95, 144.53, 144.87, 18610634, 0.943926474665765, 0.963783825759932, 0.683601302088744, 1.46701117088336, 0, 1.45447399761184, 0.959801485223652, 0.494672512388191, 145.295090909088, 143.175182795697, 143.737018315018, 144.267096424702
7/27/2017, 145.86, 145.96, 142.3, 143.96, 80665866, 1.02951720592934, 0.573464051261538, 0.515319494326626, 1.40300615047527, 0, 1.42375916391978, 1.05259302096288, 0.371166142956905, 144.969090909088, 143.56851612903, 143.891831501831, 144.404784382285
7/28/2017, 143.14, 144.08, 142.87, 143.84, 38013176, 1.02091790960309, 0.559769322112819, 0.993061717919068, 1.41559309093948, 0, 1.37389701029872, 1.11685381883005, 0.257043191468673, 144.662727272725, 143.878129032256, 143.988053724053, 144.535345785441
7/31/2017, 144.22, 144.43, 142.92, 143.23, 33848645, 1.02671500741076, 0.360824107797246, 0.771462695744979, 1.32690624495429, 0, 1.27051330577737, 1.14758571621951, 0.122927589557859, 144.065818181816, 144.014623655912, 144.066888888889, 144.645622106755
8/1/2017, 143.7, 143.76, 143.12, 143.56, 20149421, 0.995427493632425, 0.534665487368028, 0.738993197024822, 1.34843582756093, 0, 1.20136067909223, 1.15834070879406, 0.0430199702981768, 143.716181818179, 144.314215053761, 144.143628815629, 144.761724909142
8/2/2017, 144.45, 144.52, 142.61, 143.95, 41769667, 1.00943655739199, 1.18815070651114, 0.64485729408988, 1.32839708720945, 0, 1.16460166184217, 1.15959289940368, 0.00500876243849135, 143.646363636361, 144.569956989245, 144.233746031746, 144.885094686523
8/3/2017, 144.17, 144.17, 143.13, 143.39, 27112799, 0.998974634317236, 0.719695671018408, 0.556829256827344, 1.24682509151683, 0, 1.07785768351982, 1.14324585622691, -0.0653881727070837, 143.422727272724, 144.817032258062, 144.294293040293, 144.990096136405
8/4/2017, 143.65, 143.97, 143.06, 143.65, 29472909, 0.97898241680481, 1.54260333502038, 0.509060223644762, 1.3081189239924, 0, 1.01835333943799, 1.11826735286912, -0.0999140134311312, 143.319454545452, 145.077333333331, 144.374788766789, 145.099073825503
8/7/2017, 143.89, 144.56, 143.71, 144.56, 17933942, 0.955653589964793, 1.73493519809906, 0.472932428094542, 1.31022530319939, 0, 1.03272055316944, 1.10115799292919, -0.0684374397597476, 143.687636363633, 145.470064516126, 144.499819291819, 145.22907196468
8/8/2017, 144.27, 145.47, 143.9, 144.31, 30810364, 0.96384047409774, 2.25564504608762, 0.410813051161808, 1.29483342501464, 0, 1.01226500206823, 1.083379394757, -0.0711143926887641, 143.906909090906, 145.765655913976, 144.609792429792, 145.349044963402
8/9/2017, 143.14, 144.19, 142.79, 144.12, 36169473, 0.969589424619711, 1.8933990735267, 0.37237727723732, 1.31129060856472, 0, 0.969546094486731, 1.06061273470294, -0.091066640216213, 144.159454545452, 145.843075268814, 144.700786324786, 145.460851393189
8/10/2017, 143.33, 143.4, 140.89, 141.03, 63331663, 1.05580632831584, 1.07733563977136, 7.57118560592032E-05, 0.949393076325951, 0, 0.67853218006266, 0.984196623774887, -0.305664443712227, 143.203454545452, 145.62180645161, 144.646332112332, 145.489651982005
8/11/2017, 141.24, 142.41, 140.9, 142.1, 45862488, 1.0485949905578, 1.00267565467092, 0.0606573208890779, 1.28103185069028, 0, 0.528153390356465, 0.892987977091203, -0.364834586734738, 142.752909090906, 145.367784946234, 144.63692063492, 145.544861332216
8/14/2017, 143.23, 144.15, 143.19, 143.93, 34161024, 1.0547146581696, 1.14488879013731, 0.084152332704842, 1.35115481683043, 0, 0.550299314200828, 0.824450244513128, -0.2741509303123, 142.907454545451, 145.320193548384, 144.688476190476, 145.645146401985
8/15/2017, 144.22, 144.3, 143.64, 144.03, 25509181, 1.02419514485061, 1.08146609978653, 0.0989023860041911, 1.39658938246564, 0, 0.569356099956934, 0.773431415601889, -0.204075315644955, 143.124363636361, 145.14804301075, 144.737196581196, 145.745284174424
8/16/2017, 144.37, 144.96, 143.8, 144.28, 31913002, 1.01149906693368, 0.818526005466223, 0.19247342756671, 1.39209428788041, 0, 0.597741261447226, 0.738293384770957, -0.140552123323731, 143.479999999997, 145.046365591395, 144.786505494505, 145.849065548658
8/17/2017, 143.73, 143.94, 141.33, 141.33, 70190975, 1.08534728018349, 0.0791383859023564, -0.195739404683741, 1.04806704696005, 0, 0.377840846529978, 0.666202877122761, -0.288362030592783, 142.686545454542, 144.444172043008, 144.698957264957, 145.876140434679
8/18/2017, 141.43, 142.2, 140.65, 141.23, 60751940, 1.08668501418194, -0.151932224477371, -0.223027475053061, 0.96096901853974, 0, 0.193271110095907, 0.57161652371739, -0.378345413621483, 142.022909090906, 143.894774193546, 144.58755067155, 145.899691037736
8/21/2017, 141.23, 141.53, 140.18, 141.05, 37111487, 1.08152356132768, -0.199861001541871, 0.158139025929348, 0.88435197951977, 0, 0.0321036971051569, 0.463713958394943, -0.431610261289786, 141.611090909088, 143.360150537631, 144.449333333333, 145.917837732919
8/22/2017, 141.8, 143.35, 141.76, 143.2, 36294232, 1.09232858525842, 0.0304288218773343, 0.492483768936875, 1.04396019553843, 0, 0.0769770493533599, 0.386366576586627, -0.309389527233267, 142.083454545451, 143.108903225803, 144.386119658119, 145.988086036347
8/23/2017, 142.5, 143.01, 142.38, 142.69, 25702324, 1.07015474622297, -0.210943206389256, 0.30237908116752, 1.00538169531919, 0, 0.0705732421477876, 0.323207909698859, -0.252634667551071, 142.402181818179, 142.876172043008, 144.315235653235, 146.043927895175
8/24/2017, 143.03, 143.17, 141.47, 142.27, 38160803, 1.07939384059625, -0.319817832349739, 0.326051518232489, 0.974291755597472, 0, 0.0312474873041424, 0.264815825219916, -0.233568337915773, 142.035818181815, 142.597978494621, 144.213335775335, 146.087948526111
8/25/2017, 142.8, 143.18, 141.78, 141.97, 26380436, 1.07689718684614, -0.362842326517443, 0.365426998446083, 0.926166589621826, 0, -0.0238510099358109, 0.20708245818877, -0.230933468124581, 141.712181818178, 142.347591397846, 144.094937728937, 146.123372505543
8/28/2017, 142.41, 142.74, 141.95, 142.41, 15362141, 1.04762824896931, -0.402438460201834, 0.537428035362303, 1.01993548184759, 0, -0.0316478267484683, 0.159336401201323, -0.190984227949791, 141.913636363633, 142.158666666663, 144.012539682539, 146.168212486309
8/29/2017, 141.18, 143.21, 141.06, 142.97, 24498333, 1.06653914799562, -0.234612170340279, 0.335796381274928, 1.06289540346398, 0, 0.00727657975727425, 0.128924436912513, -0.121647857155239, 142.411454545451, 142.102709677416, 143.946759462759, 146.225083327321
8/30/2017, 143.11, 144.89, 143, 144.65, 33642716, 1.06781159273755, -0.0168009281786465, 0.669556179571971, 1.20937216168136, 0, 0.171707079671961, 0.137480965464403, 0.0342261142075585, 143.597454545451, 142.317010752685, 143.982344322344, 146.320252352438
8/31/2017, 145.03, 146.21, 144.98, 146.2, 38480747, 1.05701778074564, 0.392533130950272, 0.681969496048932, 1.33100558637799, 0, 0.422224342229924, 0.194429640817507, 0.227794701412417, 144.708727272724, 142.736322580642, 144.099553113553, 146.449635108481
9/1/2017, 146.36, 146.59, 145.61, 146, 22293553, 1.0391041066285, 0.379468164972292, 0.663051404357527, 1.37085102078256, 0, 0.597732461416598, 0.275090204937325, 0.322642256479273, 145.465272727269, 143.113161290319, 144.195687423687, 146.571273233554
9/5/2017, 145.55, 145.88, 143.6, 144.69, 45480562, 1.07902232075039, 0.260617342911174, 0.438301998639996, 1.3004552464424, 0, 0.623925632159256, 0.344857290381711, 0.279068341777545, 145.473090909087, 143.355591397846, 144.244456654456, 146.659481940145
9/6/2017, 145.06, 145.46, 144.08, 145.13, 30722723, 1.06950701171298, 0.277753774436879, 0.57067930933287, 1.39118310660821, 0, 0.672436798613916, 0.410373192028152, 0.262063606585763, 145.86436363636, 143.629698924728, 144.311242979243, 146.755713994288
9/7/2017, 145.4, 145.84, 144.94, 145.47, 22721131, 1.04459115267347, 0.269055276012594, 0.97018728359567, 1.3215370449624, 0, 0.729903532461748, 0.474279260114871, 0.255624272346876, 146.165818181814, 143.97356989247, 144.413084249084, 146.857456647399
9/8/2017, 145.28, 145.35, 144.06, 144.21, 27890115, 1.04991915422259, 0.153847435740247, 0.564763301006331, 1.2225422125211, 0, 0.66609651730019, 0.512642711551935, 0.153453805748255, 145.79636363636, 144.093032258061, 144.458901098901, 146.927893163245
9/11/2017, 145.3, 146.12, 145.3, 145.87, 27126332, 1.05154177808266, 0.366951305411901, 1.13288473061637, 1.33570957564262, 0, 0.740936075024905, 0.558301384246529, 0.182634690778376, 145.834545454541, 144.413505376341, 144.562534798535, 147.034379638752
9/12/2017, 146.25, 146.41, 145.53, 146.22, 30256661, 1.02666515668494, 0.28066873692276, 1.17126972612036, 1.26639344764608, 0, 0.819047568113774, 0.610450621019978, 0.208596947093796, 145.868909090905, 144.724623655911, 144.676073260073, 147.146309090909
9/13/2017, 145.95, 146.44, 145.73, 146.42, 28450864, 0.998244981901023, 0.351184703360336, 1.43320519104078, 1.28650507277846, 0, 0.886866571894387, 0.66573381119486, 0.221132760699527, 145.876545454541, 145.063827956986, 144.80273992674, 147.260163713405
9/14/2017, 145.85, 146.29, 145.47, 145.56, 35296413, 0.986568279317466, 0.245560798319461, 1.13256851064125, 1.06823818528022, 0, 0.861290388851899, 0.704845126726268, 0.156445262125631, 145.734909090905, 145.301462365588, 144.891975579975, 147.352142449057
9/15/2017, 145.56, 146.59, 145.29, 146.06, 46422402, 0.978533717654237, 0.92771430508161, 1.40261944500582, 1.02318470888408, 0, 0.871322833603756, 0.738140668101765, 0.133182165501991, 146.026363636359, 145.554817204298, 145.008078144078, 147.453100872513
9/18/2017, 145.88, 146.37, 145.11, 145.55, 24858157, 0.976148423638261, 0.644769315631961, 1.13408990065991, 0.995747478003907, 0, 0.828569645490774, 0.756226463579567, 0.0723431819112066, 146.109272727268, 145.74356989247, 145.097995115995, 147.540433891993
9/19/2017, 145.81, 146.01, 145.31, 145.8, 20871237, 0.949756398542671, 0.372811815449268, 1.0432779283918, 0.943643631888529, 0, 0.805574188758499, 0.766096008615353, 0.0394781801431452, 146.041090909087, 146.0124516129, 145.191157509158, 147.631229588705
9/20/2017, 145.75, 145.91, 144.23, 145.35, 34236155, 0.962853517455421, 0.267711388636642, 0.921204257109627, 0.881281423300154, 0, 0.742480036745945, 0.761372814241472, -0.0188927774955264, 145.844909090905, 146.19956989247, 145.266036630037, 147.710061319896
9/21/2017, 145.25, 145.26, 143.95, 144.46, 28841835, 0.968802580811561, 0.0521794338689161, 0.56643139122464, 0.692715047490153, 0, 0.613588834607924, 0.731816018314762, -0.118227183706838, 145.397272727268, 146.254387096771, 145.306844932845, 147.767632858945
9/22/2017, 144, 144.53, 143.85, 144.32, 21702401, 0.944814022885506, 0.697849989712674, 0.501313727500609, 0.659168190115119, 0, 0.49444514250996, 0.684341843153802, -0.189896700643842, 144.704363636359, 146.083247311824, 145.350451770452, 147.820724637681
9/25/2017, 143.75, 143.83, 142.1, 142.8, 54947712, 0.98485841592223, 0.355118935702619, 0.121585092838297, 0.561529553847066, 0, 0.274210681265004, 0.602315610776042, -0.328104929511039, 143.812363636359, 145.769354838706, 145.245284493285, 147.839690364278
9/26/2017, 143.51, 143.8, 142.67, 143.17, 29628806, 0.972661121072919, 0.473370347186784, 0.163972578342594, 0.589261748258751, 0, 0.128053075659835, 0.507463103752801, -0.379410028092966, 143.285636363632, 145.619892473115, 145.177804639805, 147.865891891892
9/27/2017, 143.93, 145, 143.57, 144.46, 33249403, 0.979116004906614, 0.303893256586816, 0.20964929322252, 0.653332035781838, 0, 0.114988819693821, 0.428968246941005, -0.313979427247184, 143.410909090905, 145.645677419351, 145.175272283272, 147.918783853718
9/28/2017, 144.14, 144.56, 143.78, 144.41, 24149422, 0.957488699988706, 0.413309795428418, 0.0851630376175946, 0.621873700564533, 0, 0.0994542736270887, 0.363065452278222, -0.263611178651133, 143.453818181814, 145.679010752684, 145.191482295482, 147.969295710548
9/29/2017, 144.7, 145.56, 144.32, 145.45, 43102366, 0.945736651819186, 0.738720528687852, 0.2023087002942, 0.666461980118317, 0, 0.169112913903859, 0.324274944603349, -0.15516203069949, 144.018727272723, 145.646795698921, 145.2523003663, 148.040493076664
10/2/2017, 145.67, 146.17, 144.93, 145.58, 27351260, 0.940235789303101, 0.841193641145914, 0.228580105609719, 0.670383563187499, 0, 0.232131929346849, 0.305846341552049, -0.0737144122052001, 144.559818181814, 145.597827956985, 145.328400488401, 148.112780840992
10/3/2017, 145.74, 146.06, 145.45, 145.89, 19715152, 0.912232160507288, 0.810676593698507, 0.179991570885005, 0.706764834308805, 0, 0.303589768462047, 0.305395026934049, -0.00180525847200219, 145.256363636359, 145.548129032254, 145.440246642247, 148.189894185726
10/4/2017, 145.6, 146.34, 145.47, 146.03, 26381099, 0.895578116836183, 0.716294433316704, 0.25108262718003, 0.690942051057232, 0, 0.367283633655319, 0.317772748278303, 0.0495108853770161, 145.906363636359, 145.628301075265, 145.560163614164, 148.268188808901
10/5/2017, 146.54, 147.54, 146.41, 147.46, 31562353, 0.893748872789288, 0.665842564031466, 0.376651959988195, 0.768734243058429, 0, 0.527074740189562, 0.359633146660555, 0.167441593529007, 146.835272727268, 145.837655913974, 145.741731379731, 148.374304296201
10/6/2017, 146.97, 147.66, 146.96, 147.66, 23561069, 0.871614508617316, 0.371550418300628, 0.532758110352167, 0.734563430976083, 0, 0.662215068782615, 0.420149531084967, 0.242065537697648, 147.641636363632, 146.013612903222, 145.926446886447, 148.482301693286
10/9/2017, 147.86, 148.01, 147.3, 147.49, 13704835, 0.853057620349252, 0.379527103043693, 0.526301487778742, 1.09408376701313, 0, 0.746986379574508, 0.485516900782875, 0.261469478791633, 147.903090909086, 146.113225806448, 146.111286935287, 148.584567803331
10/10/2017, 147.98, 148.14, 146.95, 147.6, 19223092, 0.850112432276732, 0.777191696476573, 0.628939900198748, 0.994731755948444, 0, 0.813664912194099, 0.55114650306512, 0.262518409128979, 148.020727272723, 146.220516129028, 146.332796092796, 148.686934065934
10/11/2017, 147.53, 148.07, 147.34, 148.04, 12439051, 0.829861964697671, 0.775042358780818, 0.642189279364426, 0.978948442026467, 0, 0.891733108267061, 0.619263824105508, 0.272469284161553, 148.306727272723, 146.387483870964, 146.569838827839, 148.796082047032
10/12/2017, 147.84, 148.35, 147.62, 147.77, 14513477, 0.814509893693923, 0.613429852414019, 0.55087129761494, 0.847980263878547, 0, 0.921196987147397, 0.679650456713886, 0.241546530433511, 148.294181818177, 146.599483870963, 146.779035409036, 148.897551145978
10/13/2017, 148.4, 148.51, 147.78, 148.34, 18409888, 0.795753813142736, 1.16497553595241, 0.707816306334001, 0.884920419879738, 0, 0.979253336843982, 0.739571032739905, 0.239682304104077, 148.503272727268, 146.967010752684, 147.021995115995, 149.008356936196
10/16/2017, 148.7, 148.89, 148.39, 148.85, 21809410, 0.771850954716249, 0.91970073657308, 0.739572168649552, 0.870151774601256, 0, 1.05426325940576, 0.802509478073076, 0.251753781332682, 148.756909090904, 147.372107526877, 147.286976800977, 149.127092964824
10/17/2017, 148.79, 149.06, 148.57, 149.04, 13138157, 0.748762170417593, 0.871327981391097, 0.64205649910554, 0.778610545157182, 0, 1.11617401629144, 0.865242385716748, 0.25093163057469, 148.959818181813, 147.695591397845, 147.476617826618, 149.247229850746
10/18/2017, 149.21, 149.21, 148.64, 148.86, 17218243, 0.73132969357172, 0.752869709457623, 0.65289712717672, 0.738831934603399, 1.74684609425771, 1.13760068887947, 0.919714046349293, 0.21788664253018, 148.956727272723, 147.99750537634, 147.635086691087, 149.361428008473
10/19/2017, 148.02, 148.33, 147.27, 148.31, 27680285, 0.750943640184964, 0.871905683453918, 0.60296180076146, 0.677309018684652, 1.6750795504996, 1.09754921368341, 0.955281079816116, 0.142268133867291, 148.895272727268, 148.228236559135, 147.78757020757, 149.462546456616
10/20/2017, 148.91, 149.04, 148.53, 148.71, 30173268, 0.736021980445433, 0.841022850001279, 1.21869670277811, 0.717582864651446, 1.65381484591288, 1.08557100133683, 0.981339064120259, 0.104231937216572, 148.965636363632, 148.407397849458, 147.938158730159, 149.569455230368
10/23/2017, 149.01, 149.03, 147.53, 147.74, 29297126, 0.7545765349698, 0.676762641501426, 0.897858611960007, 0.577374829700457, 1.53453147286516, 0.986436265152634, 0.982358504326734, 0.00407776082589917, 148.609636363632, 148.545118279565, 148.026004884005, 149.655361549498
10/24/2017, 148, 148.3, 147.44, 147.99, 20289467, 0.744692752298239, 0.675665812996351, 0.671878949493868, 0.453406206243006, 1.52255484092325, 0.917468181074952, 0.969380439676378, -0.051912258601426, 148.348363636359, 148.725827956985, 148.096693528694, 149.744355671324
10/25/2017, 147.7, 148.18, 146.33, 147.43, 36179124, 0.77288697274629, 0.641018771520607, 0.564321004731145, 0.404988664573417, 1.47379619023344, 0.808305514848001, 0.937165454710703, -0.128859939862701, 147.960363636359, 148.837397849458, 148.187028083028, 149.820757000141
10/26/2017, 147.36, 147.71, 146.92, 146.96, 28230199, 0.763468903595444, 0.795719475236639, 0.448415665688384, 0.41571473499303, 1.42665114662737, 0.67607487304798, 0.884947338378158, -0.208872465330178, 147.389272727268, 148.825483870963, 148.227267399267, 149.886564938685
10/27/2017, 149.33, 151.52, 149.2, 151.24, 60165127, 0.855523806987352, 1.344750943905, 1.46827261738289, 0.70332388517172, 1.59166604912338, 0.906195311830885, 0.889196933068704, 0.0169983787621812, 148.454909090904, 149.380924731178, 148.479692307692, 150.03269874862
10/30/2017, 151.08, 152.19, 150.99, 151.58, 31733386, 0.850507649692101, 1.82865569443349, 1.53256142915455, 0.718193915447103, 1.58327788192688, 1.103284597922, 0.932014466039363, 0.171270131882636, 149.581818181813, 149.912086021501, 148.738398046398, 150.182571428572
10/31/2017, 152.04, 152.37, 151.63, 152.15, 26319327, 0.830916543301428, 1.86264625775271, 1.64085398633462, 1.13677565448599, 1.63460318978991, 1.29059632237605, 1.0037308373067, 0.286865485069347, 150.794727272722, 150.493333333328, 149.026048840049, 150.340452719477
11/1/2017, 152.75, 152.83, 151.5, 152.1, 29481569, 0.8333514428675, 1.6083745908998, 1.3688782655684, 1.20697676741225, 1.61685370131, 1.41865426806081, 1.08671552345752, 0.331938744603285, 151.784727272722, 150.9972688172, 149.288854700855, 150.494501922561
11/2/2017, 151.92, 151.99, 150.77, 151.81, 31017426, 0.837000966584146, 1.55288185290213, 1.41044704541407, 1.07873441924014, 1.60568535710829, 1.47968366404675, 1.16530915157537, 0.31437451247138, 152.387818181813, 151.361526881716, 149.473877899878, 150.640302949774
11/3/2017, 152.39, 153.29, 151.84, 153.27, 26199249, 0.835857381746475, 1.6040744090566, 1.67131185770754, 1.2586233217541, 1.65449280130939, 1.62710346245117, 1.25766801375053, 0.369435448700647, 153.384363636359, 151.854279569888, 149.756847374847, 150.810662103462
11/6/2017, 153.13, 153.85, 153.1, 153.79, 28693919, 0.815763494734821, 1.67985818694424, 1.79750045558647, 1.36490469067172, 1.67320683789046, 1.76554229638683, 1.35924287027779, 0.406299426109039, 154.117818181813, 152.253935483866, 149.99884004884, 150.98761790915
11/7/2017, 153.67, 154.08, 153.34, 153.88, 21333062, 0.798566769317031, 1.63116779902569, 1.74227270496432, 1.4744241689931, 1.63038276844616, 1.86106511731774, 1.45960731968578, 0.401457797631959, 154.602363636359, 152.618774193543, 150.23400976801, 151.163087855297
11/8/2017, 153.81, 154.54, 153.62, 154.5, 17373517, 0.785367519348734, 1.72269475768689, 1.74422020377324, 1.33371007300252, 1.59182043134969, 1.96415490445943, 1.56051683664051, 0.403638067818926, 154.867818181813, 153.079182795694, 150.452161172161, 151.346848864994
11/9/2017, 153.26, 153.77, 152.11, 153.69, 40594482, 0.827785266786456, 1.27336613127116, 1.38892251942643, 1.37390219827457, 1.54149972423556, 1.95792433991846, 1.6399983372961, 0.317926002622364, 154.373818181813, 153.368709677414, 150.65126984127, 151.512551050607
11/10/2017, 153.36, 153.8, 153.06, 153.68, 20150762, 0.810523176534292, 1.22860736192, 1.17328048688094, 1.24700150742204, 1.52672859203411, 1.9299325945953, 1.69798518875594, 0.23194740583936, 154.365272727268, 153.666430107522, 150.810547008547, 151.675142641699
11/13/2017, 153.12, 154.07, 153.1, 153.87, 12522399, 0.800566333146815, 1.30565444379639, 1.2352671199872, 1.26808123778715, 1.60098366344853, 1.90116490131251, 1.73862113126725, 0.162543770045258, 154.357272727268, 153.943827956984, 150.998056166056, 151.838314653383
