Date,QQQ_Open,QQQ_High,QQQ_Low,QQQ_Close,QQQ_Volume,QQQ_ATRPercentOfClose20,QQQ_SQN25,QQQ_SQN50,QQQ_SQN100,QQQ_SQN200,QQQ_MACD,QQQ_MACD_Avg,QQQ_MACD_Diff,QQQ_LinReg10,QQQ_LinReg30,QQQ_LinReg90,QQQ_LinReg270
1/18/2017, 122.96, 123.16, 122.66, 123.04, 12499663, 0, 0, 0, 0, 0, 0.927904717663125, 0.661678706162238, 0.266226011500887, 123.534363636364, 123.692272727273, 123.692272727273, 123.692272727273
1/19/2017, 123.19, 123.65, 122.72, 122.98, 12710659, 0, 0, 0, 0, 0, 0.935926115791247, 0.71652818808804, 0.219397927703207, 123.370181818182, 123.719358974359, 123.719358974359, 123.719358974359
1/20/2017, 123.51, 123.83, 122.92, 123.25, 22091039, 0, 0, 0, 0, 0, 0.953083323831336, 0.763839215236699, 0.189244108594637, 123.283090909091, 123.805054945055, 123.805054945055, 123.805054945055
1/23/2017, 123.16, 123.53, 122.57, 123.35, 17434167, 0, 0, 0, 0, 0, 0.963641440400295, 0.803799660269418, 0.159841780130876, 123.312727272727, 123.889142857143, 123.889142857143, 123.889142857143
1/24/2017, 123.59, 124.37, 123.38, 124.18, 17640869, 0, 0, 0, 0, 0, 1.02714262642554, 0.848468253500644, 0.1786743729249, 123.631636363636, 124.149, 124.149, 124.149
1/25/2017, 124.94, 125.46, 124.85, 125.43, 15036221, 0, 0, 0, 0, 0, 1.16490403853733, 0.911755410507981, 0.253148628029349, 124.335454545455, 124.634779411765, 124.634779411765, 124.634779411765
1/26/2017, 125.59, 125.82, 125.34, 125.56, 16052150, 0, 0, 0, 0, 0, 1.26993187949628, 0.983390704305642, 0.286541175190642, 124.995818181818, 125.049019607843, 125.049019607843, 125.049019607843
1/27/2017, 125.8, 125.92, 125.39, 125.8, 15052983, 0, 0, 0, 0, 0, 1.35689179045276, 1.05809092153507, 0.298800868917698, 125.557636363636, 125.430584795322, 125.430584795322, 125.430584795322
1/30/2017, 125.37, 125.38, 124.13, 124.82, 25006715, 0, 0, 0, 0, 0, 1.33138298233659, 1.11274933369537, 0.218633648641221, 125.698, 125.548947368421, 125.548947368421, 125.548947368421
1/31/2017, 124.4, 124.6, 123.85, 124.57, 19091133, 0, 0, 0, 0, 0, 1.27628197333006, 1.14545586162231, 0.130826111707749, 125.587454545455, 125.595428571429, 125.595428571429, 125.595428571429
2/1/2017, 125.42, 125.68, 124.86, 125.43, 22861876, 0, 0, 0, 0, 0, 1.28717113181976, 1.1737989156618, 0.113372216157962, 125.726909090909, 125.781861471861, 125.781861471861, 125.781861471861
2/2/2017, 125.21, 125.7, 124.86, 125.32, 15101363, 0.749652888605172, 0, 0, 0, 0, 1.27225897813709, 1.19349092815686, 0.0787680499802315, 125.686, 125.91652173913, 125.91652173913, 125.91652173913
2/3/2017, 125.49, 125.81, 125.33, 125.68, 16957154, 0.729624244112032, 0, 0, 0, 0, 1.27479493775169, 1.20975173007582, 0.0650432076758687, 125.695818181818, 126.085760869565, 126.085760869565, 126.085760869565
2/6/2017, 125.42, 125.85, 125.35, 125.83, 11630139, 0.712184822776764, 0, 0, 0, 0, 1.27422003502519, 1.2226453910657, 0.0515746439594962, 125.644909090909, 126.250633333333, 126.250633333333, 126.250633333333
2/7/2017, 126.06, 126.55, 125.97, 126.29, 17541101, 0.702617035691663, 0, 0, 0, 0, 1.29594374331612, 1.23730506151578, 0.0586386818003335, 125.783636363636, 126.458707692308, 126.458707692308, 126.458707692308
2/8/2017, 126.12, 126.68, 125.88, 126.5, 12569147, 0.697998657435773, 3.01461272533273, 0, 0, 0, 1.31494728977408, 1.25283350716744, 0.06211378260664, 126.129818181818, 126.666581196581, 126.666581196581, 126.666581196581
2/9/2017, 126.63, 127.24, 126.56, 126.96, 17542726, 0.689839230130308, 2.95369892121147, 0, 0, 0, 1.35154611061978, 1.27257602785791, 0.0789700827618696, 126.602545454546, 126.909365079365, 126.909365079365, 126.909365079365
2/10/2017, 127.2, 127.56, 127.02, 127.38, 13915697, 0.676738021859607, 2.87324008957401, 0, 0, 0, 1.39832243908158, 1.29772531010264, 0.100597128978938, 127.192, 127.176280788177, 127.176280788177, 127.176280788177
2/13/2017, 127.76, 128.26, 127.72, 128.1, 19120150, 0.673635790501584, 2.84283231190319, 0, 0, 0, 1.47647115865612, 1.33347447981334, 0.142996678842785, 127.748, 127.503034482759, 127.503034482759, 127.503034482759
2/14/2017, 128.15, 128.54, 127.74, 128.53, 16333480, 0.668934159535441, 2.8462499944689, 0, 0, 0, 1.55517490010449, 1.37781456387157, 0.177360336232919, 128.223636363637, 127.844172043011, 127.844172043011, 127.844172043011
2/15/2017, 128.44, 129.35, 128.37, 129.29, 17891355, 0.669651188404638, 2.98680975831464, 0, 0, 0, 1.65974136534062, 1.43419992416538, 0.225541441175241, 128.917818181818, 128.165913978495, 128.238205645161, 128.238205645161
2/16/2017, 129.36, 129.63, 128.92, 129.25, 15098286, 0.663831659894731, 2.79566486744255, 0, 0, 0, 1.71956134391205, 1.49127220811471, 0.228289135797334, 129.365636363637, 128.463010752688, 128.582443181818, 128.582443181818
2/17/2017, 129.09, 129.82, 129.04, 129.81, 15563730, 0.657963407590511, 3.16469394853663, 0, 0, 0, 1.79150507249182, 1.55131878099013, 0.240186291501681, 129.864545454546, 128.818043010753, 128.952869875223, 128.952869875223
2/21/2017, 130.03, 130.53, 129.99, 130.45, 18479628, 0.649595388596075, 3.22053360408601, 0, 0, 0, 1.878509360439, 1.61675689687991, 0.26175246355909, 130.389272727273, 129.267268817204, 129.355092436975, 129.355092436975
2/22/2017, 130.32, 130.59, 130.11, 130.5, 12110876, 0.635269980998008, 3.5502991459384, 0, 0, 0, 1.92925620301371, 1.67925675810667, 0.24999944490704, 130.771272727273, 129.694537634409, 129.720476190476, 129.720476190476
2/23/2017, 130.7, 130.7, 129.49, 130.01, 17489023, 0.652315944113745, 3.03066462696918, 0, 0, 0, 1.90794098049516, 1.72499360258437, 0.18294737791079, 130.796363636364, 130.024924731183, 129.995840840841, 129.995840840841
2/24/2017, 129.47, 130.26, 129.38, 130.26, 18624489, 0.652289391213853, 3.1986189115688, 0, 0, 0, 1.88944112261885, 1.75788310659126, 0.131558016027586, 130.808363636364, 130.361225806452, 130.268591749644, 130.268591749644
2/27/2017, 130.02, 130.43, 129.8, 130.42, 12008672, 0.643067438234479, 3.13965567869141, 0, 0, 0, 1.8661783721731, 1.77954215970763, 0.0866362124654669, 130.779636363637, 130.657870967742, 130.52991902834, 130.52991902834
2/28/2017, 130.39, 130.45, 129.66, 130.02, 16598581, 0.643173454313287, 2.81632978664999, 0, 0, 0, 1.79477674863672, 1.78258907749345, 0.0121876711432738, 130.590909090909, 130.882215053763, 130.72582051282, 130.72582051282
3/1/2017, 130.81, 131.68, 130.6, 131.44, 25813827, 0.667560422271173, 2.82520835484826, 0, 0, 0, 1.83165836269072, 1.7924029345329, 0.0392554281578159, 130.874, 131.217806451613, 131.038792682927, 131.038792682927
3/2/2017, 131.43, 131.43, 130.62, 130.78, 19951386, 0.668733252853317, 2.12135220961252, 0, 0, 0, 1.78703104193309, 1.79132855601294, -0.00429751407984891, 130.922363636364, 131.430516129032, 131.260696864111, 131.260696864111
3/3/2017, 130.65, 131.06, 130.34, 131.02, 13722749, 0.661609586839787, 2.1628411312799, 0, 0, 0, 1.7508468898645, 1.78323222278325, -0.0323853329187478, 130.964363636364, 131.619741935484, 131.48373200443, 131.48373200443
3/6/2017, 130.56, 130.95, 130.21, 130.73, 12026151, 0.660903263706582, 1.91873312755884, 0, 0, 0, 1.67941090872969, 1.76246795997254, -0.0830570512428479, 130.921636363636, 131.738301075269, 131.660179704017, 131.660179704017
3/7/2017, 130.45, 131.08, 130.28, 130.51, 15500945, 0.659565469934438, 2.47256307761231, 0, 0, 0, 1.5867541040374, 1.72732518878551, -0.140571084748116, 130.880727272727, 131.787354838709, 131.800848484848, 131.800848484848
3/8/2017, 130.57, 131.15, 130.46, 130.74, 15776027, 0.651873145227828, 2.74376544657769, 0, 0, 0, 1.51442465188205, 1.68474508140482, -0.170320429522768, 130.926, 131.874731182795, 131.947951690821, 131.947951690821
3/9/2017, 130.71, 131.02, 130.14, 130.84, 20855253, 0.652435037119627, 2.49753416745787, 0, 0, 0, 1.4484750850722, 1.6374910821383, -0.189015997066093, 130.894727272727, 132.015806451613, 132.089972247919, 132.089972247919
3/10/2017, 131.42, 131.6, 130.82, 131.39, 21922601, 0.646901364212615, 2.80340963767589, 0, 0, 0, 1.42417300184434, 1.59482746607951, -0.170654464235168, 131.058181818182, 132.200430107527, 132.264521276596, 132.264521276596
3/13/2017, 131.34, 131.64, 131.27, 131.61, 10731575, 0.627585682939751, 2.73722483855363, 0, 0, 0, 1.40645287393821, 1.55715254765125, -0.150699673713039, 131.268, 132.391354838709, 132.44199829932, 132.44199829932
3/14/2017, 131.31, 131.36, 130.76, 131.29, 14019689, 0.630030650812062, 2.44951434548558, 0, 0, 0, 1.35101456433725, 1.51592495098845, -0.164910386651198, 131.222363636364, 132.438860215053, 132.579404081633, 132.579404081633
3/15/2017, 131.58, 132.41, 131.14, 132.1, 22709139, 0.642928750475851, 2.52856262896382, 0, 0, 0, 1.35679919853206, 1.48409980049717, -0.12730060196511, 131.671272727273, 132.530731182795, 132.768023529412, 132.768023529412
3/16/2017, 132.33, 132.35, 131.71, 132.01, 18457291, 0.635439311726133, 2.37532393022322, 3.80940891509236, 0, 0, 1.33868973303194, 1.45501778700412, -0.116328053972182, 131.921090909091, 132.619935483871, 132.93491704374, 132.93491704374
3/17/2017, 131.86, 132.04, 131.62, 131.69, 21234529, 0.621080768197422, 2.00277719817794, 3.49260102087561, 0, 0, 1.28371861638047, 1.42075795287939, -0.137039336498924, 132.041272727273, 132.618752688172, 133.064746008708, 133.064746008708
3/20/2017, 131.65, 132.11, 131.46, 131.81, 10105210, 0.614146271494747, 1.88144396302235, 3.34659546717043, 0, 0, 1.23559345528452, 1.38372505336042, -0.148131598075902, 132.108363636364, 132.615698924731, 133.192893081761, 133.192893081761
3/21/2017, 132.31, 132.43, 129.73, 129.81, 35841897, 0.696426230979404, 0.566566565636889, 2.10155564820305, 0, 0, 1.02426356034857, 1.31183275475805, -0.287569194409476, 131.381636363636, 132.329333333333, 133.166767676767, 133.166767676767
3/22/2017, 129.89, 130.82, 129.68, 130.69, 29177883, 0.700764668997357, 0.691457448753533, 2.18661556083402, 0, 0, 0.917218616334964, 1.23290992707343, -0.315691310738468, 131.043090909091, 132.159612903225, 133.202597402597, 133.202597402597
3/23/2017, 130.52, 130.88, 130.14, 130.36, 20311655, 0.695794629193782, 0.353618942607145, 2.01648866531388, 0, 0, 0.796574074827589, 1.14564275662426, -0.349068681796674, 130.613272727273, 131.933634408602, 133.211409774436, 133.211409774436
3/24/2017, 130.78, 131.29, 130.13, 130.63, 22967566, 0.704038876740537, 0.451341067847228, 1.99778355172552, 0, 0, 0.71451269245199, 1.05941674378981, -0.344904051337819, 130.412909090909, 131.747677419354, 133.236352087114, 133.236352087114
3/27/2017, 129.73, 131.07, 129.4, 130.84, 18472445, 0.731581844582585, 0.342823779385788, 2.10929931597191, 0, 0, 0.658829128568527, 0.979299220745552, -0.320470092177025, 130.370545454546, 131.592688172043, 133.272209234366, 133.272209234366
3/28/2017, 130.81, 132.03, 130.55, 131.64, 23721947, 0.746993012138606, 0.388240509900535, 2.17588225662489, 0, 0, 0.671512044288676, 0.917741785454177, -0.246229741165501, 130.582545454546, 131.56488172043, 133.35720338983, 133.35720338983
3/29/2017, 131.73, 132.3, 131.59, 132.25, 13709968, 0.733213248484158, 0.556028212072158, 2.43537418543926, 0, 0, 0.722457211370966, 0.878684870637535, -0.156227659266569, 131.148181818182, 131.620301075268, 133.475398907104, 133.475398907104
3/30/2017, 132.22, 132.61, 132.08, 132.47, 16092374, 0.715400313327005, 0.789336367614473, 2.42358156800035, 0, 0, 0.771688243000995, 0.857285545110227, -0.0855973021092322, 131.763636363637, 131.730301075268, 133.599460602856, 133.599460602856
3/31/2017, 132.27, 132.74, 132.13, 132.38, 19841411, 0.70313208589747, 0.681205031389044, 2.41631511869915, 0, 0, 0.794285908887758, 0.844685617865733, -0.0503997089779749, 132.258909090909, 131.805698924731, 133.709462365591, 133.709462365591
4/3/2017, 132.48, 132.81, 131.56, 132.3, 23700310, 0.71562051590742, 0.604686725145031, 2.32057094046041, 0, 0, 0.796557175221977, 0.835059929336982, -0.0385027541150047, 132.712909090909, 131.888086021505, 133.807023809524, 133.807023809524
4/4/2017, 131.9, 132.53, 131.87, 132.51, 13400022, 0.703665870815969, 0.806507147996923, 2.34625073133416, 0, 0, 0.806011219498401, 0.829250187369266, -0.0232389678708644, 132.812727272727, 132.023720430107, 133.910725961538, 133.910725961538
4/5/2017, 132.68, 133.48, 131.72, 131.97, 32011155, 0.737899722018132, 0.194347453550818, 1.99476129280296, 0, 0, 0.761155998125247, 0.815631349520462, -0.0544753513952152, 132.754727272727, 132.080881720429, 133.975062937063, 133.975062937063
4/6/2017, 132.12, 132.39, 131.7, 132.04, 18832193, 0.726761549522843, 0.460863504791346, 1.76028194172365, 0, 0, 0.722922921572206, 0.797089663930811, -0.0741667423586052, 132.585090909091, 132.104774193548, 134.038828584351, 134.038828584351
4/7/2017, 131.99, 132.37, 131.5, 131.97, 16743064, 0.723751725763783, 0.350398125694482, 1.70470027872937, 0, 0, 0.679145748528384, 0.773500880850326, -0.0943551323219414, 132.353636363636, 132.123354838709, 134.093906935908, 134.093906935908
4/10/2017, 132.11, 132.57, 131.66, 132.02, 15619276, 0.721768213047978, 0.475742040100031, 1.65316333897006, 0, 0, 0.641096444878343, 0.747019993655929, -0.105923548777586, 132.108363636364, 132.147913978494, 134.147787723785, 134.147787723785
4/11/2017, 131.86, 132.1, 130.5, 131.45, 33778359, 0.7495127235623, 0.344215784488995, 1.8232391694027, 0, 0, 0.558509709028584, 0.70931793673046, -0.150808227701876, 131.761818181818, 132.063161290322, 134.165395445134, 134.165395445134
4/12/2017, 131.45, 131.54, 130.78, 130.92, 15955195, 0.743944967435465, 0.0738669534753275, 1.73507994772344, 0, 0, 0.445161016165883, 0.656486552617545, -0.211325536451662, 131.364545454545, 131.996602150537, 134.151279678068, 134.151279678068
4/13/2017, 130.75, 131.51, 130.38, 130.4, 23683020, 0.752894259047688, -0.140454962469946, 1.36911451395815, 0, 0, 0.309800518724586, 0.587149345838953, -0.277348827114367, 130.904181818182, 131.823419354838, 134.107992957746, 134.107992957746
4/17/2017, 130.8, 131.5, 130.72, 131.48, 13325508, 0.751205816936626, 0.0410405971754959, 1.63762623098087, 0, 0, 0.28637220285205, 0.526993917241573, -0.240621714389523, 130.911818181818, 131.805720430107, 134.124417808219, 134.124417808219
4/18/2017, 131.01, 131.66, 130.95, 131.28, 12841087, 0.741774175581095, -0.0959113536555246, 1.48724101620636, 0, 0, 0.248798767876679, 0.471354887368594, -0.222556119491915, 130.883454545454, 131.740344086021, 134.128245094409, 134.128245094409
4/19/2017, 131.85, 132.29, 131.31, 131.49, 17764817, 0.741965990430997, 0.0771121096293283, 1.5005971315164, 0, 0, 0.233277714629565, 0.423739452820788, -0.190461738191223, 131.025272727272, 131.683397849462, 134.141967567567, 134.141967567567
4/20/2017, 132.04, 132.88, 131.82, 132.59, 21977910, 0.751437157234205, 0.166759524401862, 1.61614967708704, 0, 0, 0.306208197531333, 0.400233201762897, -0.0940250042315639, 131.494727272727, 131.775032258064, 134.211550877193, 134.211550877193
4/21/2017, 132.7, 132.76, 132.22, 132.56, 22454948, 0.734394991277904, 0.185871397147122, 1.55327443091714, 0, 0, 0.357464750260277, 0.391679511462373, -0.034214761202096, 131.934, 131.857591397849, 134.275440874914, 134.275440874914
4/24/2017, 134.02, 134.29, 133.8, 134.16, 22469948, 0.753829979439542, 0.716807663082561, 1.72626632306687, 0, 0, 0.521184673335597, 0.417580543837018, 0.103604129498579, 132.883636363636, 132.168731182795, 134.417022977023, 134.417022977023
4/25/2017, 134.58, 135.37, 134.48, 135.13, 19384398, 0.7557695444352, 0.929533562374435, 1.81980473152383, 0, 0, 0.720894759239741, 0.478243386917563, 0.242651372322178, 134.058909090909, 132.599741935483, 134.600197987666, 134.600197987666
4/26/2017, 135.17, 135.51, 134.86, 134.94, 25398542, 0.743076786813043, 1.7911791255339, 1.61507153023903, 0, 0, 0.853990755213175, 0.553392860576685, 0.30059789463649, 134.884909090909, 132.962602150537, 134.765, 134.765
4/27/2017, 135.28, 135.75, 135.19, 135.75, 16136538, 0.731545064691893, 1.76962239464402, 1.68129873764788, 0, 0, 1.01315154117287, 0.645344596695923, 0.367806944476951, 135.694363636363, 133.458688172042, 134.961518518518, 134.961518518518
4/28/2017, 136.28, 136.34, 135.77, 135.99, 22771946, 0.715434079015577, 2.00534029482092, 1.57196383510686, 0, 0, 1.14544957528747, 0.745365592414233, 0.400083982873239, 136.219272727272, 133.955677419354, 135.160382414935, 135.160382414935
5/1/2017, 136.46, 137.38, 136.38, 137.2, 24815525, 0.72432424478908, 2.20820087494063, 1.80591096901915, 0, 0, 1.3325725413284, 0.862806982197067, 0.469765559131336, 137.073272727272, 134.559182795698, 135.407922421393, 135.407922421393
5/2/2017, 137.38, 137.49, 137.02, 137.43, 18345071, 0.704056043555328, 2.21137953538786, 1.73389803240264, 0, 0, 1.48234042023421, 0.986713669804495, 0.495626750429714, 137.654727272727, 135.164322580644, 135.655146299484, 135.655146299484
5/3/2017, 137.14, 137.17, 136.62, 136.99, 23827550, 0.700565741751356, 1.7835668737787, 1.486961754903, 0, 0, 1.54768744307796, 1.09890842445919, 0.448779018618773, 137.790727272727, 135.544043010752, 135.870719887955, 135.870719887955
5/4/2017, 137.01, 137.43, 136.56, 137.04, 14630063, 0.69703718559831, 1.60713736037064, 1.48639691556161, 0, 0, 1.58523639324812, 1.19617401821698, 0.389062375031148, 137.863999999999, 135.942451612902, 136.078943912449, 136.078943912449
5/5/2017, 137.39, 137.54, 136.88, 137.54, 19330652, 0.683771100179386, 1.6881787077752, 1.72170304457679, 0, 0, 1.63647575428459, 1.2842343654305, 0.352241388854091, 137.861272727272, 136.341333333332, 136.300761828388, 136.300761828388
5/8/2017, 137.61, 137.84, 137.33, 137.84, 13279931, 0.66666847985156, 1.82434618300832, 1.72914703721634, 0, 0, 1.68190288040392, 1.36376806842518, 0.318134811978741, 138.010545454545, 136.749956989246, 136.526436781609, 136.526436781609
5/9/2017, 138.05, 138.63, 137.93, 138.32, 28426109, 0.65969421703009, 2.01201303976982, 1.79295872271883, 0, 0, 1.73661754752985, 1.43833796424612, 0.29827958328373, 138.318909090908, 137.186967741935, 136.763812563841, 136.763812563841
5/10/2017, 138.4, 138.45, 137.91, 138.4, 20499363, 0.645855916868656, 1.96393383415559, 1.91880722721916, 0, 0, 1.76607641724357, 1.50388565484561, 0.262190762397961, 138.442909090908, 137.639204301074, 136.994621722846, 136.994621722846
5/11/2017, 138.03, 138.33, 137.38, 138.29, 27232074, 0.650930189817708, 2.17298454675025, 1.6332181119095, 0, 0, 1.76025557252075, 1.55515963838064, 0.205095934140113, 138.502181818181, 138.074537634407, 137.210876678877, 137.210876678877
5/12/2017, 138.37, 138.63, 138.23, 138.6, 19738629, 0.631430585515125, 2.25637960938303, 1.89944267274921, 0, 0, 1.76036453380607, 1.59620061746572, 0.164163916340347, 138.577999999999, 138.524903225805, 137.371115995116, 137.431442904921
5/15/2017, 138.63, 139.12, 138.53, 139.04, 20481327, 0.61917768408211, 2.44143464831962, 1.93927024183148, 0, 0, 1.77548848314581, 1.63205819060174, 0.143430292544068, 138.905454545454, 138.985548387096, 137.55106959707, 137.661669004207
5/16/2017, 139.36, 139.64, 138.99, 139.62, 21785994, 0.609052728370131, 2.61574201940014, 2.14997324068989, 0, 0, 1.81337205048436, 1.66832096257826, 0.145051087906097, 139.378909090908, 139.471483870967, 137.757677655678, 137.907014413178
5/17/2017, 138.55, 138.77, 136.05, 136.07, 55642178, 0.724877966034289, 1.02879089656198, 1.04899100160534, 0, 0, 1.53919681634241, 1.64249613333109, -0.103299316988682, 138.418545454544, 139.473763440859, 137.818927960928, 137.993789473684
5/18/2017, 136.06, 137.72, 135.87, 137.26, 41319882, 0.750054186189505, 1.39216141753406, 1.19924559280096, 0, 0, 1.40177523043241, 1.59435195275136, -0.192576722318949, 137.929454545454, 139.568064516128, 137.930725274725, 138.125868421053
5/19/2017, 137.71, 138.42, 137.66, 137.84, 36730112, 0.751630990398671, 1.65273618623106, 1.27919931802256, 0, 0, 1.32440190551225, 1.54036194330353, -0.215960037791288, 137.728727272726, 139.706494623655, 138.062937728938, 138.276136168385
5/22/2017, 138.14, 139.07, 138.1, 139, 19509659, 0.752335071444066, 1.65549523643953, 1.36353402445576, 0, 0, 1.34122449247778, 1.50053445313838, -0.159309960660605, 137.972363636363, 139.950021505375, 138.242024420024, 138.467313275826
5/23/2017, 139.42, 139.42, 138.78, 139.14, 19687534, 0.736997600863798, 1.7396570604993, 1.34773882578985, 0, 0, 1.35028806354791, 1.47048517522029, -0.120197111672381, 138.29709090909, 140.169290322579, 138.411235653236, 138.656542980829
5/24/2017, 139.56, 139.85, 139.17, 139.78, 18323864, 0.722339060487762, 1.82513301584733, 1.51600525848727, 0, 0, 1.39305538488719, 1.45499921715367, -0.0619438322664778, 138.814181818181, 140.385827956988, 138.605741147741, 138.86381010101
5/25/2017, 140.32, 141.33, 140.01, 140.97, 23928591, 0.735405591127406, 1.82809149261558, 1.55937507081408, 0, 0, 1.50561604536799, 1.46512258279653, 0.0404934625714541, 139.64509090909, 140.664279569891, 138.831865689865, 139.109984158416
5/26/2017, 141, 141.28, 140.81, 141.22, 13851582, 0.714039228665692, 1.89286909851601, 1.61920789462514, 3.37594322300331, 0, 1.59658959935871, 1.49141598610897, 0.105173613249741, 140.478181818181, 140.874946236558, 139.061155067155, 139.356668608037
5/30/2017, 141.13, 141.51, 141.06, 141.34, 20306409, 0.693680408083773, 1.6281726288535, 1.70357899857023, 3.2928526724126, 0, 1.65924307215076, 1.52498140331733, 0.134261668833432, 141.297818181817, 141.103032258063, 139.281037851038, 139.598812107367
5/31/2017, 141.8, 141.84, 140.57, 141.29, 33229404, 0.704172619680321, 1.40913140140024, 1.67214112700548, 3.17989111818136, 0, 1.68543319388641, 1.55707176143114, 0.128361432455268, 142.090727272726, 141.247827956987, 139.491284493284, 139.830098954443
6/1/2017, 141.57, 141.9, 140.98, 141.84, 20120741, 0.698800916264107, 1.58001975641891, 2.3127760477152, 3.11112553879274, 0, 1.73061994802248, 1.59178139874941, 0.138838549273069, 142.272545454544, 141.411827956987, 139.714578754579, 140.073736263736
6/2/2017, 142.34, 143.49, 142.11, 143.46, 37222881, 0.713871642721009, 1.69153048425026, 2.3797417714596, 3.21478302315966, 0, 1.87553128020289, 1.64853137504011, 0.226999905162786, 142.937272727272, 141.787935483869, 140.013584859585, 140.369381850853
6/5/2017, 143.44, 143.68, 143.23, 143.43, 15727526, 0.694007003914929, 1.62748278281579, 2.45021422853038, 3.16462755536361, 0, 1.96529906148155, 1.71188491232839, 0.253414149153151, 143.369454545453, 142.08810752688, 140.324932844933, 140.653456180568
6/6/2017, 143.28, 143.73, 142.65, 142.86, 22393024, 0.699736478671022, 1.24694320619512, 2.27172067200972, 3.01383081483357, 0, 1.96776328827841, 1.7630605875184, 0.204702700760008, 143.531818181817, 142.352494623654, 140.601067155067, 140.906526479751
6/7/2017, 143.23, 143.54, 142.6, 143.42, 18842408, 0.69492494544551, 1.31214281448717, 2.32667628538723, 3.12486827707283, 0, 1.99194166211322, 1.80883680243736, 0.183104859675858, 143.70509090909, 142.696473118278, 140.894339438339, 141.171139993204
6/8/2017, 143.74, 143.8, 142.79, 143.57, 25417408, 0.694663431719756, 1.45759366526013, 2.21203321078323, 3.07956140236468, 0, 2.00015045458085, 1.84709953286606, 0.153050921714788, 143.824727272726, 142.993333333331, 141.159482295482, 141.431979983319
6/9/2017, 143.73, 143.9, 138.11, 139.98, 109783737, 0.88367043468642, 0.52775106893882, 1.21983669802397, 2.34485195601015, 0, 1.69740634093489, 1.81716089447983, -0.119754553544935, 142.735454545453, 142.833010752686, 141.248407814408, 141.555031941032
6/12/2017, 138.84, 139.48, 137.47, 139.23, 104453977, 0.934147655498347, 0.310445879870921, 1.06245195703268, 2.1992920727047, 0, 1.38104093746941, 1.72993690307774, -0.348895965608334, 141.491090909089, 142.566236559138, 141.312371184371, 141.646790540541
6/13/2017, 140.01, 140.56, 139.28, 140.36, 51193010, 0.927673904041629, 0.444290607748806, 1.23358617402102, 2.33474866624162, 0, 1.20758039700536, 1.62546560186327, -0.417885204857907, 140.769636363635, 142.502602150536, 141.413174603174, 141.77475505689
6/14/2017, 140.92, 140.93, 138.62, 139.75, 60093764, 0.967784570395127, 0.26060046843593, 1.14969646012864, 2.2102752989463, 0, 1.0092556955363, 1.50222362059787, -0.492967925061575, 139.880909090908, 142.35651612903, 141.484295482295, 141.876721006055
6/15/2017, 138.35, 139.28, 137.49, 139.13, 55145160, 1.00471141398033, 0.143295807270625, 1.01963689722594, 2.10905120368835, 0, 0.792912915803726, 1.36036147963904, -0.567448563835317, 138.971999999999, 142.087462365589, 141.52134065934, 141.953360793287
