Date,XLI_Open,XLI_High,XLI_Low,XLI_Close,XLI_Volume,XLI_ATRPercentOfClose20,XLI_SQN25,XLI_SQN50,XLI_SQN100,XLI_SQN200,XLI_MACD,XLI_MACD_Avg,XLI_MACD_Diff,XLI_LinReg10,XLI_LinReg30,XLI_LinReg90,XLI_LinReg270
1/19/2017, 63.64, 63.75, 63.06, 63.43, 8833174, 0, 0, 0, 0, 0, 0.139849359505128, 0.0975639079512854, 0.0422854515538424, 63.1612727272728, 63.1724358974359, 63.1724358974359, 63.1724358974359
1/20/2017, 63.41, 63.51, 63.08, 63.44, 11620318, 0, 0, 0, 0, 0, 0.16639660492018, 0.111330447345064, 0.055066157575116, 63.2665454545455, 63.2730769230769, 63.2730769230769, 63.2730769230769
1/23/2017, 63.37, 63.5, 62.74, 63.09, 14303720, 0, 0, 0, 0, 0, 0.157379243294713, 0.120540206534994, 0.0368390367597188, 63.2869090909091, 63.2594285714286, 63.2594285714286, 63.2594285714286
1/24/2017, 63.1, 63.87, 63.02, 63.72, 9199687, 0, 0, 0, 0, 0, 0.19877727343664, 0.136187619915323, 0.0625896535213168, 63.4296363636363, 63.3999166666667, 63.3999166666667, 63.3999166666667
1/25/2017, 64.15, 64.47, 64.03, 64.39, 12955643, 0, 0, 0, 0, 0, 0.282393652910386, 0.165428826514336, 0.11696482639605, 63.7974545454545, 63.6634558823529, 63.6634558823529, 63.6634558823529
1/26/2017, 64.46, 64.85, 64.27, 64.54, 10141825, 0, 0, 0, 0, 0, 0.356652712009065, 0.203673603613282, 0.152979108395784, 64.2023636363636, 63.9072549019608, 63.9072549019608, 63.9072549019608
1/27/2017, 64.62, 64.77, 64.38, 64.49, 8697845, 0, 0, 0, 0, 0, 0.4067798641575, 0.244294855722125, 0.162485008435374, 64.4670909090909, 64.0946198830409, 64.0946198830409, 64.0946198830409
1/30/2017, 64.17, 64.24, 63.44, 63.94, 13354578, 0, 0, 0, 0, 0, 0.397542962118159, 0.274944477001332, 0.122598485116827, 64.5074545454546, 64.1404736842105, 64.1404736842105, 64.1404736842105
1/31/2017, 63.72, 63.72, 63.06, 63.38, 19335161, 0, 0, 0, 0, 0, 0.341103304256933, 0.288176242452452, 0.0529270618044806, 64.217090909091, 64.0728571428571, 64.0728571428571, 64.0728571428571
2/1/2017, 63.48, 63.71, 62.95, 63.27, 15358829, 0, 0, 0, 0, 0, 0.284222053177544, 0.287385404597471, -0.00316335141992674, 63.9012727272728, 63.9947186147186, 63.9947186147186, 63.9947186147186
2/2/2017, 63.17, 63.34, 62.89, 63.15, 9568357, 1.02959422011085, 0, 0, 0, 0, 0.226845323093372, 0.275277388296651, -0.0484320652032793, 63.6196363636364, 63.9066007905138, 63.9066007905138, 63.9066007905138
2/3/2017, 63.3, 63.7, 63.24, 63.62, 9874215, 1.01411397752279, 0, 0, 0, 0, 0.216799790143178, 0.263581868665956, -0.0467820785227787, 63.5176363636364, 63.9067391304348, 63.9067391304348, 63.9067391304348
2/6/2017, 63.58, 63.87, 63.49, 63.71, 7109341, 0.991869952715429, 0, 0, 0, 0, 0.21363819264495, 0.253593133461755, -0.0399549408168048, 63.3669090909092, 63.92, 63.92, 63.92
2/7/2017, 63.93, 64.16, 63.72, 63.82, 13347366, 0.975907755454795, 0, 0, 0, 0, 0.21750146306492, 0.246374799382388, -0.0288733363174679, 63.3463636363637, 63.9472, 63.9472, 63.9472
2/8/2017, 63.77, 63.79, 63.52, 63.73, 7808374, 0.951958438811686, 0.655664550361075, 0, 0, 0, 0.210870105552758, 0.239273860616462, -0.0284037550637044, 63.4232727272728, 63.9570085470085, 63.9570085470085, 63.9570085470085
2/9/2017, 63.89, 64.38, 63.79, 64.22, 8176718, 0.948067513861652, 0.709286213093748, 0, 0, 0, 0.242359838492767, 0.239891056191723, 0.00246878230104419, 63.7354545454546, 64.0335449735449, 64.0335449735449, 64.0335449735449
2/10/2017, 64.52, 64.79, 64.37, 64.73, 7445764, 0.937596955865681, 1.0667092821516, 0, 0, 0, 0.304953106881747, 0.252903466329728, 0.0520496405520194, 64.2312727272728, 64.1692610837438, 64.1692610837438, 64.1692610837438
2/13/2017, 64.99, 65.5, 64.97, 65.38, 17349579, 0.940748216664519, 1.17614041065091, 0, 0, 0, 0.402370019643698, 0.282796776992522, 0.119573242651176, 64.8285454545455, 64.3736551724138, 64.3736551724138, 64.3736551724138
2/14/2017, 65.29, 65.41, 65.05, 65.41, 8578572, 0.92081963744458, 1.52408232172274, 0, 0, 0, 0.476501560757548, 0.321537733745527, 0.154963827012021, 65.2456363636364, 64.5580860215053, 64.5580860215053, 64.5580860215053
2/15/2017, 65.43, 65.83, 65.29, 65.76, 7845404, 0.911181141438373, 1.55927380807042, 0, 0, 0, 0.557071838715601, 0.368644554739542, 0.188427283976059, 65.6509090909092, 64.7672043010752, 64.7645967741935, 64.7645967741935
2/16/2017, 65.76, 65.79, 65.34, 65.78, 10062432, 0.899563822863151, 1.39622406819331, 0, 0, 0, 0.615443744936698, 0.418004392778973, 0.197439352157725, 65.9032727272728, 64.9830752688172, 64.9507386363636, 64.9507386363636
2/17/2017, 65.61, 65.89, 65.41, 65.89, 5194723, 0.889583288124771, 1.63340902201553, 0, 0, 0, 0.662938044740272, 0.466991123171233, 0.195946921569039, 66.1441818181819, 65.1827096774193, 65.1295365418895, 65.1295365418895
2/21/2017, 65.99, 66.28, 65.9, 66.22, 9573858, 0.870339938263578, 1.66974846488474, 0, 0, 0, 0.71891861530159, 0.517376621597304, 0.201541993704285, 66.3932727272728, 65.4281505376344, 65.3266386554622, 65.3266386554622
2/22/2017, 66.03, 66.14, 65.85, 66.04, 10614742, 0.857089872444328, 1.94111039498628, 0, 0, 0, 0.740226257589782, 0.5619465487958, 0.178279708793982, 66.4652727272728, 65.5982150537634, 65.4838571428572, 65.4838571428572
2/23/2017, 66.15, 66.22, 65.39, 65.61, 16800135, 0.88282433192215, 1.48634784076, 0, 0, 0, 0.714182658156432, 0.592393770667926, 0.121788887488505, 66.2496363636365, 65.7091827956989, 65.5793093093093, 65.5793093093093
2/24/2017, 65.26, 65.9, 65.17, 65.89, 12662950, 0.890514481659458, 1.40059012179093, 0, 0, 0, 0.707975477310853, 0.615510111996512, 0.0924653653143416, 66.126181818182, 65.8602580645161, 65.6939687055477, 65.6939687055477
2/27/2017, 65.95, 66.18, 65.73, 66.13, 10705384, 0.876942374666787, 1.52545179243986, 0, 0, 0, 0.714189503972463, 0.635245990391702, 0.078943513580761, 66.0965454545456, 66.0073548387096, 65.8215789473684, 65.8215789473684
2/28/2017, 66.16, 66.26, 65.74, 65.86, 9629948, 0.875988297523215, 1.5974580172249, 0, 0, 0, 0.689380670115057, 0.646072926336373, 0.0433077437786836, 66.0272727272729, 66.1158709677419, 65.9103333333333, 65.9103333333333
3/1/2017, 66.43, 67.19, 66.42, 66.97, 16452551, 0.917693889967671, 1.67861847519408, 0, 0, 0, 0.750634368145697, 0.666985214698238, 0.083649153447459, 66.3212727272729, 66.3155268817204, 66.0974146341464, 66.0974146341464
3/2/2017, 66.87, 67.05, 66.23, 66.25, 8453854, 0.943170744461557, 0.931213935512123, 0, 0, 0, 0.732635021951509, 0.680115176148892, 0.052519845802617, 66.3514545454547, 66.4124731182795, 66.2001742160279, 66.2001742160279
3/3/2017, 66.26, 66.43, 66.01, 66.32, 5862845, 0.926731132833976, 0.890960890399502, 0, 0, 0, 0.715767898614743, 0.687245720642062, 0.0285221779726808, 66.3830909090911, 66.5278064516128, 66.2999778516058, 66.2999778516058
