Date,PGJ_Open,PGJ_High,PGJ_Low,PGJ_Close,PGJ_Volume,PGJ_ATRPercentOfClose20,PGJ_SQN25,PGJ_SQN50,PGJ_SQN100,PGJ_SQN200,PGJ_MACD,PGJ_MACD_Avg,PGJ_MACD_Diff,PGJ_LinReg10,PGJ_LinReg30,PGJ_LinReg90,PGJ_LinReg270
1/27/2017, 30.99, 31.08, 30.98, 31.08, 1094, 0, 0, 0, 0, 0, 0.500841282158614, 0.466153638540118, 0.0346876436184961, 31.1470909090909, 31.3097076023391, 31.3097076023391, 31.3097076023391
1/30/2017, 30.94, 30.94, 30.59, 30.79, 6574, 0, 0, 0, 0, 0, 0.466084766220913, 0.466139864076277, -5.50978553641723E-05, 31.1007272727273, 31.2814736842105, 31.2814736842105, 31.2814736842105
1/31/2017, 30.72, 31.01, 30.64, 31.01, 11231, 0, 0, 0, 0, 0, 0.45109222790823, 0.463130336842668, -0.0120381089344376, 31.1327272727273, 31.297, 31.297, 31.297
2/1/2017, 31.23, 31.23, 30.9, 31.03, 4790, 0, 0, 0, 0, 0, 0.435800726632955, 0.457664414800725, -0.0218636881677701, 31.0970909090909, 31.3120779220779, 31.3120779220779, 31.3120779220779
2/2/2017, 31.09, 31.16, 31.03, 31.08, 4348, 1.13558960746461, 0, 0, 0, 0, 0.422842419632293, 0.450700015767039, -0.0278575961347461, 31.0921818181818, 31.331976284585, 31.331976284585, 31.331976284585
2/3/2017, 31.08, 31.16, 30.99, 31.07, 1773, 1.10651492597361, 0, 0, 0, 0, 0.407073462071864, 0.441974705028004, -0.0349012429561399, 31.0445454545455, 31.3460869565217, 31.3460869565217, 31.3460869565217
2/6/2017, 30.99, 31.31, 30.99, 31.19, 9800, 1.09844334121513, 0, 0, 0, 0, 0.399652501452476, 0.433510264312898, -0.0338577628604225, 31.0547272727273, 31.3758666666666, 31.3758666666666, 31.3758666666666
2/7/2017, 31.22, 31.44, 31.22, 31.4, 9425, 1.07635112808519, 0, 0, 0, 0, 0.406036050808197, 0.428015421611958, -0.0219793708037609, 31.1807272727273, 31.4322461538461, 31.4322461538461, 31.4322461538461
2/8/2017, 31.57, 31.77, 31.34, 31.74, 20654, 1.07931802617458, 2.24134010105536, 0, 0, 0, 0.433532722801331, 0.429118881849833, 0.00441384095149855, 31.4294545454546, 31.5297435897436, 31.5297435897436, 31.5297435897436
2/9/2017, 31.85, 32.05, 31.85, 31.97, 14310, 1.06645844364223, 2.12291018023996, 0, 0, 0, 0.468482733932124, 0.436991652266291, 0.0314910816658329, 31.7018181818182, 31.6463756613756, 31.6463756613756, 31.6463756613756
2/10/2017, 32.09, 32.37, 31.96, 32.35, 12371, 1.06460409956971, 2.170884033895, 0, 0, 0, 0.520839777023973, 0.453761277217827, 0.0670784998061454, 32.0554545454546, 31.7994827586207, 31.7994827586207, 31.7994827586207
2/13/2017, 32.4, 32.55, 32.34, 32.5, 20525, 1.03901370738542, 2.36592891583315, 0, 0, 0, 0.567890568312183, 0.476587135436699, 0.0913034328754848, 32.3336363636364, 31.953448275862, 31.953448275862, 31.953448275862
2/14/2017, 32.38, 32.38, 32.17, 32.27, 5206, 1.04522925985512, 1.83192988535981, 0, 0, 0, 0.57993445814412, 0.497256599978183, 0.082677858165937, 32.483090909091, 32.0598709677419, 32.0598709677419, 32.0598709677419
2/15/2017, 32.33, 32.56, 32.33, 32.56, 2956, 1.0286569657478, 1.81001185555794, 0, 0, 0, 0.605895517606243, 0.518984383503795, 0.0869111341024479, 32.6680000000001, 32.1306666666666, 32.1892943548387, 32.1892943548387
2/16/2017, 32.92, 32.94, 32.81, 32.91, 5637, 1.02456448691921, 2.27511711052853, 0, 0, 0, 0.647250814704989, 0.544637669744034, 0.102613144960956, 32.9003636363637, 32.2523225806451, 32.3457386363636, 32.3457386363636
