Date,XLE_Open,XLE_High,XLE_Low,XLE_Close,XLE_Volume,XLE_ATRPercentOfClose20,XLE_SQN25,XLE_SQN50,XLE_SQN100,XLE_SQN200,XLE_MACD,XLE_MACD_Avg,XLE_MACD_Diff,XLE_LinReg10,XLE_LinReg30,XLE_LinReg90,XLE_LinReg270
2/16/2017, 73.44, 73.54, 72.26, 72.37, 11375435, 1.33658288930751, -0.83844261403177, 0, 0, 0, -0.533333935328727, -0.619384859904041, 0.086050924575314, 73.1259999999998, 72.3936989247312, 72.3205681818182, 72.3205681818182
2/17/2017, 72, 72.21, 71.74, 71.97, 11645027, 1.32057910954877, -0.870444652294735, 0, 0, 0, -0.582965235759389, -0.612100935075111, 0.0291356993157221, 72.9221818181817, 72.2904301075269, 72.1858110516934, 72.1858110516934
2/21/2017, 72.65, 72.85, 72.35, 72.46, 11802519, 1.30678960238081, -0.616609299648644, 0, 0, 0, -0.576118360190719, -0.604904420098233, 0.0287860599075134, 72.8416363636362, 72.2788387096774, 72.1210420168067, 72.1210420168067
2/22/2017, 72.12, 72.2, 71.31, 71.36, 11539405, 1.34116417963969, -1.09567285213076, 0, 0, 0, -0.651937835341286, -0.614311103146843, -0.0376267321944428, 72.1925454545452, 72.0764731182796, 71.9434285714286, 71.9434285714286
2/23/2017, 72.16, 72.28, 71.21, 71.66, 17390145, 1.34343011535213, -0.934635283928509, 0, 0, 0, -0.679979443104941, -0.627444771138463, -0.0525346719664778, 71.7023636363634, 71.8889677419355, 71.8158558558559, 71.8158558558559
2/24/2017, 71.14, 71.41, 70.63, 70.99, 13997642, 1.36084930219506, -1.01233830820166, 0, 0, 0, -0.747647603682111, -0.651485337647193, -0.0961622660349186, 71.1569090909089, 71.6855913978495, 71.6317354196302, 71.6317354196302
2/27/2017, 71.06, 71.91, 70.94, 71.6, 23686442, 1.3495301307917, -0.883999924893432, 0, 0, 0, -0.74348279953395, -0.669884830024544, -0.0735979695094062, 71.0270909090906, 71.5642365591398, 71.5271255060729, 71.5271255060729
2/28/2017, 71.39, 71.72, 71.18, 71.38, 14018447, 1.32383075786567, -0.729649436663687, 0, 0, 0, -0.749296895434568, -0.685767243106549, -0.0635296523280194, 70.9409090909088, 71.4196559139786, 71.411217948718, 71.411217948718
3/1/2017, 72.04, 73.14, 71.99, 72.81, 18997571, 1.35380150421135, -0.484181845873042, 0, 0, 0, -0.631239028742058, -0.674861600233651, 0.0436225714915925, 71.5079999999997, 71.5065376344087, 71.4442073170732, 71.4442073170732
3/2/2017, 72.45, 72.81, 72.09, 72.12, 10770279, 1.34833296097542, -0.79373932673642, 0, 0, 0, -0.586592677017251, -0.657207815590371, 0.0706151385731202, 71.8250909090905, 71.5076344086023, 71.4107665505227, 71.4107665505227
3/3/2017, 72.24, 72.51, 71.83, 71.99, 11166488, 1.33045818152896, -0.850100352367891, 0, 0, 0, -0.555298895158586, -0.636826031504014, 0.081527136345428, 71.9654545454542, 71.4813548387099, 71.3692358803987, 71.3692358803987
3/6/2017, 71.87, 72.25, 71.59, 72.15, 8374749, 1.30687041252746, -0.590900367615929, 0, 0, 0, -0.511689249597993, -0.61179867512281, 0.100109425524817, 72.1018181818178, 71.5086881720432, 71.3464693446089, 71.3464693446089
3/7/2017, 72.41, 72.43, 71.42, 71.51, 11461751, 1.32325779961773, -0.410272017345802, 0, 0, 0, -0.52274506290982, -0.593987952680212, 0.0712428897703917, 72.1052727272723, 71.4175698924733, 71.2702727272728, 71.2702727272728
3/8/2017, 71.22, 71.64, 69.62, 69.65, 25566236, 1.43567633866663, -0.884232546080598, 0, 0, 0, -0.673825884588197, -0.609955539061809, -0.0638703455263884, 71.2979999999996, 71.1589032258066, 71.0409178743962, 71.0409178743962
3/9/2017, 69.3, 70.15, 68.89, 70.11, 27770650, 1.44480265495256, -0.600940207931599, 0, 0, 0, -0.747819965565981, -0.637528424362643, -0.110291541203338, 70.8029090909087, 71.0162795698926, 70.8683071230343, 70.8683071230343
3/10/2017, 70.56, 70.65, 69.6, 70.01, 17479266, 1.44951233297797, -0.748932296362078, 0, 0, 0, -0.805247579260083, -0.671072255342131, -0.134175323917952, 70.2238181818177, 70.8961935483873, 70.7010106382979, 70.7010106382979
3/13/2017, 69.94, 70.36, 69.78, 70.02, 13078803, 1.41825679106253, -0.939173342484217, 0, 0, 0, -0.840266392504617, -0.704911082774628, -0.135355309729989, 69.8236363636359, 70.7576344086023, 70.5474489795918, 70.5474489795918
3/14/2017, 69.48, 69.49, 68.62, 69.23, 26384761, 1.46383104845715, -0.987888010973649, 0, 0, 0, -0.921147042283053, -0.748158274676313, -0.17298876760674, 69.1927272727268, 70.4553333333335, 70.3430612244898, 70.3430612244898
3/15/2017, 69.82, 70.93, 69.48, 70.77, 23205014, 1.48048569041196, -0.232469494048024, 0, 0, 0, -0.851168667695987, -0.768760353280248, -0.0824083144157388, 69.4970909090904, 70.3739139784948, 70.2732470588236, 70.2732470588236
3/16/2017, 70.92, 70.92, 70.07, 70.27, 16277545, 1.47694996008156, -0.407948700746776, -1.17794263551704, 0, 0, -0.826528417889065, -0.780313966202012, -0.0462144516870537, 69.6019999999995, 70.2067956989249, 70.171040723982, 70.171040723982
3/17/2017, 70.14, 70.29, 69.8, 69.8, 14243909, 1.44765057321182, -0.761344532408321, -1.24334291395076, 0, 0, -0.835297129090037, -0.791310598779617, -0.0439865303104203, 69.6194545454541, 70.020860215054, 70.0414150943396, 70.0414150943396
3/20/2017, 69.57, 69.85, 69.15, 69.75, 12218665, 1.42643311124983, -0.934844422811036, -1.21659026666596, 0, 0, -0.836636750354728, -0.800375829094639, -0.0362609212600891, 69.7710909090904, 69.8897419354841, 69.917463312369, 69.917463312369
3/21/2017, 70.03, 70.08, 68.95, 69.21, 16717185, 1.44732009874573, -1.11953808485229, -1.34206536657568, 0, 0, -0.871228912310201, -0.814546445737751, -0.0566824665724496, 69.7390909090904, 69.6723225806454, 69.7634208754209, 69.7634208754209
3/22/2017, 69, 69.43, 68.72, 69.11, 12419612, 1.42831099453744, -1.21826188951909, -1.16873341089355, 0, 0, -0.896379706864352, -0.830913097963072, -0.06546660890128, 69.4259999999995, 69.3965806451615, 69.6128441558442, 69.6128441558442
3/23/2017, 68.91, 69.42, 68.76, 68.83, 11800443, 1.4103594971794, -1.2204186854802, -1.09853822679458, 0, 0, -0.928205774314321, -0.850371633233322, -0.0778341410809997, 69.1376363636358, 69.1136774193551, 69.4529511278196, 69.4529511278196
3/24/2017, 68.93, 69.08, 68.43, 68.56, 10442476, 1.39252176168779, -1.05645234772576, -1.34750852556431, 0, 0, -0.96410134540119, -0.873117575666895, -0.0909837697342945, 68.8058181818176, 68.8704516129035, 69.2851542649728, 69.2851542649728
3/27/2017, 67.91, 68.43, 67.86, 68.24, 11491252, 1.38038873655113, -1.04032016152288, -1.35529231001928, 0, 0, -1.00676481168973, -0.899847022871463, -0.106917788818271, 68.4445454545449, 68.6501935483874, 69.1067036820573, 69.1067036820573
3/28/2017, 68.34, 69.38, 68.18, 69.21, 27922593, 1.37968271945003, -0.860644764670656, -1.05657329737688, 0, 0, -0.951338583719917, -0.910145335041154, -0.0411932486787626, 68.3574545454539, 68.5948602150541, 69.0036779661017, 69.0036779661017
3/29/2017, 69.2, 70.28, 69.01, 70.16, 18575200, 1.38345850858723, -0.300171535329086, -0.924578360965455, 0, 0, -0.821288535211139, -0.892373975075151, 0.0710854398640125, 68.9076363636357, 68.7032258064519, 68.9692404371585, 68.9692404371585
3/30/2017, 70.6, 70.77, 69.96, 70.14, 15912323, 1.37240200334126, -0.388256783565271, -0.895101520109045, 0, 0, -0.711633499653416, -0.856225879990804, 0.144592380337388, 69.3841818181812, 68.8123010752692, 68.9363564251719, 68.9363564251719
3/31/2017, 69.91, 70.34, 69.58, 69.9, 19861199, 1.36262178381457, -0.2772303592074, -0.865669054289349, 0, 0, -0.636756950431234, -0.81233209407889, 0.175575143647656, 69.6909090909084, 68.8450967741939, 68.891044546851, 68.891044546851
4/3/2017, 70.01, 70.06, 69.08, 69.78, 13133305, 1.36693751152488, -0.487173150307892, -0.949868192205117, 0, 0, -0.580409147474469, -0.765947504758006, 0.185538357283537, 69.9407272727266, 68.8519354838713, 68.8416021825397, 68.8416021825397
4/4/2017, 69.93, 70.35, 69.26, 70.29, 12973967, 1.36670443272864, -0.277253314012374, -0.684327426954811, 0, 0, -0.488963898463041, -0.710550783499013, 0.221586885035972, 70.2570909090902, 68.9702795698928, 68.8267692307693, 68.8267692307693
4/5/2017, 70.88, 71.49, 69.97, 70.07, 22733722, 1.41090868913474, -0.8044923195726, -0.909655756656741, 0, 0, -0.429296379739412, -0.654299902747093, 0.225003523007681, 70.4185454545448, 69.0013763440863, 68.8002797202797, 68.8002797202797
4/6/2017, 70.35, 70.83, 70.16, 70.63, 13124705, 1.38353749476551, -0.425905180834676, -0.863454441949676, 0, 0, -0.332983692651226, -0.590036660727919, 0.257052968076694, 70.6650909090902, 69.1318494623659, 68.8091135232926, 68.8091135232926
4/7/2017, 70.67, 70.86, 70.25, 70.36, 12580298, 1.36275285094547, -0.468518995005307, -0.933000436666098, 0, 0, -0.275268810258467, -0.527083090634029, 0.251814280375562, 70.6661818181811, 69.190043010753, 68.8024670763828, 68.8024670763828
4/10/2017, 70.75, 71.21, 70.6, 70.89, 10820941, 1.344888222075, -0.349633815830935, -0.663152872740832, 0, 0, -0.184634428779717, -0.458593358263167, 0.27395892948345, 70.6881818181811, 69.3602150537637, 68.8273657289002, 68.8273657289002
4/11/2017, 71, 71.03, 70.14, 70.9, 13891468, 1.34022806431244, -0.161212566648639, -0.398219384927498, 0, 0, -0.110722768888621, -0.389019240388257, 0.278296471499636, 70.7630909090902, 69.5215698924734, 68.8522732919255, 68.8522732919255
4/12/2017, 70.97, 71.42, 70.38, 70.6, 11453569, 1.35228132112981, 0.37002473958022, -0.470370451010416, 0, 0, -0.075484599243012, -0.326312312159208, 0.250827712916196, 70.832181818181, 69.7432903225809, 68.8598309859155, 68.8598309859155
4/13/2017, 70.54, 70.59, 69.15, 69.31, 17655959, 1.41318003474501, -0.250445941036324, -0.620861194218913, 0, 0, -0.149922106224452, -0.291034270972257, 0.141112164747805, 70.4276363636356, 69.7695913978497, 68.7964906103286, 68.7964906103286
4/17/2017, 69.29, 69.53, 69.12, 69.46, 8012191, 1.36913522599723, -0.165244045326542, -0.676661456168165, 0, 0, -0.194567764329861, -0.271740969643778, 0.0771732053139169, 70.072181818181, 69.8243870967744, 68.7449543378995, 68.7449543378995
4/18/2017, 69.15, 69.61, 68.67, 68.81, 14750282, 1.38126909108965, -0.381453236082141, -0.954218843635663, 0, 0, -0.279181111685048, -0.273228998052032, -0.00595211363301634, 69.492181818181, 69.8236989247315, 68.6615549796372, 68.6615549796372
4/19/2017, 68.98, 69.11, 67.62, 67.8, 18125404, 1.44163524852485, -0.450076293722231, -1.03417671992623, 0, 0, -0.422861869736153, -0.303155572388856, -0.119706297347297, 68.718181818181, 69.6737419354841, 68.5291243243243, 68.5291243243243
4/20/2017, 68, 68.63, 67.93, 68.13, 16235421, 1.4238327661454, -0.981377405885077, -0.758985324917642, 0, 0, -0.504288539209398, -0.343382165752964, -0.160906373456433, 68.1499999999992, 69.4655913978498, 68.4206140350877, 68.4206140350877
4/21/2017, 67.84, 68.13, 67.45, 67.79, 14116058, 1.4095801746513, -0.9329092562332, -0.871224691888568, 0, 0, -0.589459992053577, -0.392597731013087, -0.19686226104049, 67.682181818181, 69.2547741935487, 68.300058099795, 68.300058099795
4/24/2017, 68.29, 68.47, 67.98, 68.19, 13350678, 1.38110673174411, -0.595189545790329, -0.965133932565329, 0, 0, -0.617563438104668, -0.437590872431403, -0.179972565673265, 67.4534545454537, 69.1030107526885, 68.2058541458541, 68.2058541458541
4/25/2017, 68.36, 68.93, 68.15, 68.77, 15590964, 1.3576964466446, -0.342399414372766, -0.94853786304745, 0, 0, -0.586276241271705, -0.467327946199463, -0.118948295072241, 67.6494545454538, 69.0372473118283, 68.1455631288543, 68.1455631288543
4/26/2017, 68.45, 69.47, 68.42, 68.54, 18737578, 1.37073745847625, -0.233327263393619, -1.03046835823591, 0, 0, -0.573429847841069, -0.488548326527785, -0.0848815213132847, 67.8836363636356, 68.8976989247315, 68.0770379746835, 68.0770379746835
4/27/2017, 68.01, 68.08, 67.11, 67.79, 20547721, 1.42208036780888, -0.463527871630896, -1.24030882903512, 0, 0, -0.616659256431433, -0.514170512508514, -0.102488743922919, 67.9274545454538, 68.7701075268821, 67.975212962963, 67.975212962963
4/28/2017, 68.37, 68.49, 67.74, 67.84, 14425964, 1.40525776425524, -0.344468270356837, -1.16863521299814, 0, 0, -0.639512391293593, -0.53923888826553, -0.100273503028063, 67.8838181818174, 68.6347526881724, 67.8806925624812, 67.8806925624812
5/1/2017, 67.82, 68, 67.5, 67.65, 9419426, 1.37569922233144, -0.316880457639123, -1.02034625285746, 0, 0, -0.665286073692215, -0.564448325350867, -0.100837748341348, 67.8847272727265, 68.4596344086025, 67.7815868351455, 67.7815868351455
5/2/2017, 67.79, 68.01, 67.03, 67.31, 16435642, 1.38631332300083, -0.325594276940569, -1.01301129412142, 0, 0, -0.705020029147647, -0.592562666110223, -0.112457363037424, 67.7369090909083, 68.251913978495, 67.6710413080895, 67.6710413080895
5/3/2017, 67.16, 67.82, 66.97, 67.5, 16934781, 1.37625351529817, -0.658105480426566, -1.08176697290519, 0, 0, -0.712959509585403, -0.616642034805259, -0.0963174747801437, 67.5345454545447, 68.0480430107531, 67.5744537815126, 67.5744537815126
5/4/2017, 67.03, 67.11, 65.83, 66.26, 33944538, 1.45792720598393, -1.50186717673732, -1.11843559228592, 0, 0, -0.809972384463023, -0.655308104736812, -0.154664279726211, 66.986181818181, 67.6912043010756, 67.4249767441861, 67.4249767441861
5/5/2017, 66.3, 67.42, 66.27, 67.31, 18743753, 1.44959357948403, -0.97009078100875, -0.909112176903332, 0, 0, -0.792988484330522, -0.682844180655554, -0.110144303674968, 66.8345454545446, 67.4673118279573, 67.3300160384924, 67.3300160384924
5/8/2017, 67.3, 67.91, 67.24, 67.79, 18948732, 1.41678030156833, -0.702124673256703, -0.661125860771489, 0, 0, -0.73235450577279, -0.692746245679001, -0.0396082600937887, 66.9549090909083, 67.2961290322584, 67.2610344827586, 67.2610344827586
5/9/2017, 67.93, 67.93, 67.03, 67.23, 10719714, 1.42408686317345, -0.845416345183907, -0.919221320647414, 0, 0, -0.721175696295688, -0.698432135802339, -0.0227435604933498, 67.0196363636355, 67.0375268817208, 67.1702451481103, 67.1702451481103
5/10/2017, 67.62, 68.44, 67.56, 68.12, 18259170, 1.42402072549315, -0.682195526681796, -0.657530401291821, 0, 0, -0.633201692331625, -0.685386047108196, 0.0521843547765712, 67.4298181818174, 66.9630322580649, 67.1228164794007, 67.1228164794007
5/11/2017, 68.36, 68.48, 67.88, 67.98, 11968679, 1.39973635230309, -0.65853780760484, -1.0362553974147, 0, 0, -0.568228308116687, -0.661954499309894, 0.0937261911932069, 67.6645454545446, 66.9411397849466, 67.0715848595849, 67.0715848595849
5/12/2017, 67.93, 68.06, 67.55, 67.75, 10708604, 1.37190218993484, -0.934585082664884, -0.948609910148395, 0, 0, -0.529195277086558, -0.635402654865227, 0.106207377778669, 67.8194545454537, 66.9027956989251, 67.0333186813187, 67.0128404204491
5/15/2017, 68.76, 68.87, 68.06, 68.28, 13206867, 1.3752058391869, -0.653319923644261, -0.789843513410718, 0, 0, -0.450303924831189, -0.598382908858419, 0.14807898402723, 68.1243636363628, 66.9311182795702, 67.0208327228328, 66.9794530154278
5/16/2017, 68.6, 68.6, 67.7, 67.94, 11693390, 1.37921845694285, -0.951548603852176, -0.901343034403896, 0, 0, -0.410485299276914, -0.560803386942118, 0.150318087665204, 68.2094545454537, 66.9187526881724, 66.9949255189255, 66.9333859528712
5/17/2017, 67.54, 68.12, 67.24, 67.27, 15606751, 1.38871557702486, -1.16263406643951, -0.914951287842915, 0, 0, -0.428057768722681, -0.534254263298231, 0.10619649457555, 68.0667272727264, 66.8672473118283, 66.9470598290599, 66.8614132138858
5/18/2017, 66.97, 67.58, 66.72, 67.25, 14114950, 1.38361266948906, -1.07446003948744, -0.560337939380227, 0, 0, -0.43854266337425, -0.515111943313435, 0.0765692799391849, 67.6816363636355, 66.8180215053767, 66.8801904761905, 66.7916842105263
5/19/2017, 67.58, 68.22, 67.42, 68.08, 15624505, 1.36964680408317, -0.393600402226853, -0.45634726034709, 0, 0, -0.375548861025777, -0.487199326855903, 0.111650465830126, 67.7392727272719, 66.9296344086025, 66.8400146520147, 66.758962628866
5/22/2017, 68.44, 68.48, 67.69, 67.93, 10339245, 1.36218573091246, -0.495773728951197, -0.469090053595854, 0, 0, -0.333880795242479, -0.456535620533218, 0.12265482529074, 67.79909090909, 67.0206666666671, 66.8154774114775, 66.7217567851883
5/23/2017, 68.11, 68.18, 67.73, 68.09, 9086831, 1.32408008321103, -0.22779921576182, -0.431985268585934, 0, 0, -0.284666432645963, -0.422161782955767, 0.137495350309804, 67.7945454545446, 67.1830107526886, 66.7961587301588, 66.6927272727273
5/24/2017, 68.01, 68.22, 67.42, 67.73, 13591535, 1.3236199944271, -0.00581242493785977, -0.337175874456351, 0, 0, -0.271582058159851, -0.392045837996584, 0.120463779836733, 67.7967272727264, 67.318408602151, 66.7609841269842, 66.6508080808081
5/25/2017, 67.56, 68.23, 66.26, 66.5, 23329248, 1.42881718964541, -0.535689839534692, -1.04867513660818, 0, 0, -0.35635547349797, -0.384907765096861, 0.028552291598891, 67.3672727272718, 67.2981935483875, 66.687137973138, 66.5622851485149
5/26/2017, 66.5, 66.67, 66.18, 66.61, 13199144, 1.39191601795299, -0.383842044830794, -0.901348132103162, -1.47992934540464, 0, -0.409937431685975, -0.389913698414684, -0.020023733271291, 67.0105454545446, 67.2323870967746, 66.6204322344323, 66.4814967967386
5/30/2017, 66.26, 66.26, 65.69, 65.72, 14529107, 1.41022138858881, -0.806883443137004, -0.999588106247797, -1.59325796828125, 0, -0.51824309771149, -0.415579578274045, -0.102663519437445, 66.5145454545445, 67.0810752688176, 66.5116166056167, 66.3694612602322
5/31/2017, 65.2, 65.64, 65.1, 65.44, 16093028, 1.39281421416799, -1.12196598161551, -1.05876102346879, -1.61239162109834, 0, -0.619528242344458, -0.456369311088128, -0.16315893125633, 65.9934545454536, 66.875032258065, 66.4030402930403, 66.2508756534728
6/1/2017, 65.47, 66.09, 65.26, 65.85, 17983673, 1.37795708529075, -0.885878693145511, -0.818450512148736, -1.54699924256319, 0, -0.659115996773778, -0.496918648225258, -0.16219734854852, 65.6163636363627, 66.6754193548392, 66.301496947497, 66.1521813186814
6/2/2017, 65.55, 65.57, 64.81, 65.09, 16542548, 1.4042333747592, -0.896799445030362, -0.975127891992318, -1.52045890840153, 0, -0.743247530907581, -0.546184424761723, -0.197063106145859, 65.0501818181809, 66.4139569892478, 66.1905201465201, 66.0285965858042
6/5/2017, 64.89, 65.45, 64.87, 65.21, 12552466, 1.37603853465607, -0.87036703813802, -0.876211855357029, -1.40172815939279, 0, -0.79111984362315, -0.595171508534008, -0.195948335089142, 64.8092727272718, 66.1646666666671, 66.1003931623932, 65.913909363428
6/6/2017, 65.17, 66.09, 65.02, 65.98, 14835282, 1.37306606854617, -0.518554742944739, -0.599567424200579, -1.38801566322675, 0, -0.758186529156731, -0.627774512658553, -0.130412016498178, 64.9609090909081, 66.0563870967747, 66.0523931623932, 65.8317133956387
6/7/2017, 65.71, 66.03, 64.6, 65.05, 22942134, 1.43297700603447, -0.690808847498272, -0.738564803506731, -1.48573198661296, 0, -0.797931806664181, -0.661805971459679, -0.136125835204502, 64.9296363636354, 65.883032258065, 65.9530231990232, 65.7185745837581
6/8/2017, 64.74, 65.34, 64.72, 64.86, 19569341, 1.41311126318864, -0.813934266289585, -1.04590589385918, -1.48542476274539, 0, -0.835134724293496, -0.696471722026442, -0.138663002267054, 64.9265454545445, 65.6942365591402, 65.8218510378511, 65.6025421184321
6/9/2017, 65.01, 66.64, 65, 66.42, 23184200, 1.4449213595889, 0.0728868448657965, -0.828698400251813, -1.24111265517735, 0, -0.730320660051007, -0.703241509631355, -0.0270791504196516, 65.3729090909081, 65.6771182795704, 65.7654041514042, 65.5465110565111
6/12/2017, 67.01, 67.55, 66.75, 66.89, 22924386, 1.44749727715204, -0.104481909615149, -0.707394062321173, -1.13589295651972, 0, -0.602385758891771, -0.683070359483438, 0.0806846005916675, 66.007999999999, 65.7318064516134, 65.7222490842491, 65.5093227155728
