Date,XLE_Open,XLE_High,XLE_Low,XLE_Close,XLE_Volume,XLE_ATRPercentOfClose20,XLE_SQN25,XLE_SQN50,XLE_SQN100,XLE_SQN200,XLE_MACD,XLE_MACD_Avg,XLE_MACD_Diff,XLE_LinReg10,XLE_LinReg30,XLE_LinReg90,XLE_LinReg270
6/13/2017, 67.09, 67.48, 66.77, 67.39, 15807855, 1.4175981336291, -0.0973042079406965, -0.533498953748745, -0.993531444167349, 0, -0.455401027112984, -0.637536493009347, 0.182135465896363, 66.6225454545445, 65.8433978494628, 65.7140683760684, 65.4912831858407
6/14/2017, 67.21, 67.21, 65.66, 66.17, 30280222, 1.50227204645612, -0.284792084163437, -0.760557020303866, -1.20953239524359, 0, -0.432374231250819, -0.596504040657642, 0.164129809406823, 66.6685454545445, 65.7792043010757, 65.6705006105006, 65.4315510013973
6/15/2017, 65.87, 66.2, 65.38, 65.67, 19258894, 1.50045796022996, -0.713092658684592, -0.986291319753228, -1.18059802578333, 0, -0.449291992541134, -0.56706163103434, 0.117769638493206, 66.583999999999, 65.6715913978499, 65.5965958485959, 65.3566849733029
6/16/2017, 65.61, 66.33, 65.19, 66.3, 24621013, 1.49786305483992, -0.46743265284999, -0.785462498727277, -1.19744097497089, 0, -0.407170101899183, -0.535083325207309, 0.127913223308126, 66.5749090909081, 65.5730537634413, 65.5325494505495, 65.3060659670165
6/19/2017, 66.15, 66.29, 65.71, 65.88, 15678381, 1.47682004415744, -0.523281770518708, -1.00424225850639, -1.32120103255836, 0, -0.403032779009905, -0.508673215967828, 0.105640436957923, 66.3787272727263, 65.4909677419359, 65.4579145299145, 65.2430194518126
6/20/2017, 65.12, 65.22, 64.31, 65.04, 16063425, 1.54179365442247, -0.919713250472278, -1.12224382008584, -1.45472664757447, 0, -0.462206867583731, -0.499379946291009, 0.0371730787072775, 66.0098181818173, 65.3435268817208, 65.3689865689866, 65.1538403592641
6/21/2017, 64.84, 65.22, 63.64, 63.99, 27305459, 1.6121948166816, -1.09845245236817, -1.4518893685893, -1.50393959300612, 0, -0.587061702020961, -0.516916297436999, -0.0701454045839616, 65.1434545454536, 65.0432688172047, 65.252017094017, 65.0324854009401
6/22/2017, 64.02, 64.5, 63.69, 63.95, 15431612, 1.59587379207948, -0.934242605504804, -1.46343885033031, -1.34006336790592, 0, -0.681383162596887, -0.549809670468977, -0.13157349212791, 64.28309090909, 64.8181720430112, 65.143216117216, 64.9136848739496
6/23/2017, 63.96, 64.45, 63.78, 64.38, 14555496, 1.55798885606258, -0.790817727582775, -1.29481358351282, -1.26862982384468, 0, -0.713214698232207, -0.582490676021623, -0.130724022210584, 63.9329090909082, 64.6652043010757, 65.0654822954822, 64.8128181818182
6/26/2017, 64.58, 64.7, 63.98, 64.24, 13603363, 1.53935486341288, -1.10369698903389, -1.09452296051553, -1.2157811789351, 0, -0.741194223892549, -0.614231385595808, -0.126962838296741, 63.7396363636355, 64.5023655913983, 64.9819829059828, 64.7106150928059
6/27/2017, 64.47, 64.76, 64.13, 64.14, 14227469, 1.51377843162397, -1.09100374396112, -1.15154364750091, -1.29587989543741, 0, -0.762646054835656, -0.643914319443778, -0.118731735391878, 63.7563636363628, 64.3848172043016, 64.8785787545786, 64.6084206317474
6/28/2017, 64.22, 64.88, 64.18, 64.49, 16859906, 1.48765794966883, -1.02331055457542, -0.932715000539879, -1.33396552132896, 0, -0.742841693838514, -0.663699794322725, -0.079141899515789, 63.8272727272718, 64.315720430108, 64.7876141636141, 64.520692368214
6/29/2017, 64.68, 65.34, 64.49, 64.63, 19022428, 1.47597258417818, -0.878103961117218, -0.69506091102064, -1.22348172203189, 0, -0.70769193301355, -0.67249822206089, -0.0351937109526597, 63.9381818181809, 64.2419784946242, 64.7191379731379, 64.4402180645162
6/30/2017, 65.1, 65.22, 64.5, 64.92, 19643151, 1.45136325800469, -0.462602480204922, -0.701188398099098, -1.03237620908206, 0, -0.64895417814482, -0.667789413277676, 0.0188352351328562, 64.3319999999991, 64.2207311827962, 64.6446300366299, 64.371481904762
7/3/2017, 65.15, 66.48, 65.08, 66.17, 18402800, 1.47062683352246, -0.0982495611864309, -0.318571613321619, -0.831318293864577, 0, -0.495823980704714, -0.633396326763083, 0.13757234605837, 65.1489090909082, 64.4284516129037, 64.6361465201464, 64.3441844769404
7/5/2017, 65.84, 65.9, 64.58, 64.83, 20988215, 1.54860109047466, -0.219321126119223, -0.676183199898432, -1.14955773458438, 0, -0.477094350451594, -0.602135931500786, 0.125041581049192, 65.31909090909, 64.46847311828, 64.5582222222221, 64.276251230315
7/6/2017, 64.94, 65.13, 63.97, 64.11, 20788943, 1.57816281798001, -0.338001660514371, -0.952005247318956, -1.34253142395979, 0, -0.514419063495993, -0.584592557899827, 0.0701734944038344, 65.0419999999991, 64.4478064516134, 64.4668937728937, 64.1882449127908
7/7/2017, 63.9, 64.1, 63.29, 64.01, 16036745, 1.56564938834031, -0.48148190211892, -0.927237853927764, -1.37942195594475, 0, -0.54577695475875, -0.576829437271612, 0.0310524825128614, 64.7158181818172, 64.4161290322586, 64.3717924297925, 64.0998616577222
7/10/2017, 63.92, 64.37, 63.78, 64.22, 14153837, 1.52843906073311, -0.218517786432666, -0.732358624270809, -1.37929013125829, 0, -0.547373286035736, -0.570938207024437, 0.0235649209887008, 64.5449090909082, 64.353096774194, 64.3230476190476, 64.02054374633
7/11/2017, 64.33, 64.8, 63.93, 64.57, 11899827, 1.51151523395178, -0.151865080616928, -0.662897905962987, -1.27888348181462, 0, -0.514465872807904, -0.55964374018113, 0.0451778673732264, 64.4756363636354, 64.3565161290327, 64.2805616605616, 63.9542088827204
7/12/2017, 65.21, 65.37, 64.47, 64.75, 14818635, 1.50144574090275, -0.323559794158258, -0.583300282525807, -1.11675278870513, 0, -0.468461878138697, -0.541407367772644, 0.0729454896339462, 64.4305454545445, 64.3366021505381, 64.248586080586, 63.8953246753247
7/13/2017, 64.8, 65.06, 64.44, 65.01, 10056779, 1.46835380921828, 0.0142219067324652, -0.455379387439301, -1.01653713876393, 0, -0.406339524729631, -0.514393799164041, 0.10805427443441, 64.511999999999, 64.3372688172048, 64.2368351648351, 63.8460195264281
7/14/2017, 65.05, 65.52, 64.99, 65.4, 10272535, 1.42713757003695, 0.184714296093548, -0.409224106305743, -1.02568209497818, 0, -0.321926404255507, -0.475900320182334, 0.153973915926828, 64.7278181818172, 64.4175268817209, 64.2331404151404, 63.8098109452737
7/17/2017, 65.28, 65.77, 65.22, 65.32, 12214943, 1.39954159868946, -0.336578234404282, -0.173468301926664, -0.889447605015391, 0, -0.258503857966602, -0.432421027739188, 0.173917169772586, 64.931999999999, 64.4398709677424, 64.1890915750915, 63.7724923747277
7/18/2017, 65.65, 65.67, 64.74, 65.01, 14956758, 1.40743200069337, -0.598101221280584, -0.48592967223624, -0.984884829000202, 0, -0.23059726064092, -0.392056274319534, 0.161459013678614, 65.2572727272716, 64.4293978494628, 64.1448864468864, 63.727407685702
7/19/2017, 64.94, 66.02, 64.89, 65.96, 24802698, 1.40346113776261, -0.425513157479584, -0.367158996380567, -0.724145347459749, 0, -0.130321752643425, -0.339709369984313, 0.209387617340887, 65.7059999999989, 64.5920860215059, 64.1437216117215, 63.7111964455729
7/20/2017, 66.33, 66.57, 65.58, 65.76, 17159291, 1.41261681591364, -0.117692573464911, -0.292186146196569, -0.850124465118186, 0, -0.0662275882277896, -0.285013013633008, 0.218785425405218, 65.8799999999989, 64.6675268817209, 64.1370036630036, 63.6899499530811
7/21/2017, 65.54, 65.85, 65.02, 65.11, 13861342, 1.41912145175483, -0.168438813482807, -0.64078721809611, -0.918091385505952, 0, -0.0671084840476937, -0.241432107715945, 0.174323623668251, 65.7194545454534, 64.6432473118284, 64.0874383394383, 63.6510164439877
7/24/2017, 65.25, 65.35, 64.84, 64.99, 10433371, 1.38989148849929, -0.434430645577563, -0.63765319674374, -1.17699081917147, 0, -0.0766065251140304, -0.208466991195562, 0.131860466081532, 65.4994545454534, 64.7061290322585, 64.0698681318681, 63.6099392097265
7/25/2017, 65.77, 66.28, 65.62, 65.81, 15479286, 1.40195404111367, -0.000872088550149132, -0.391452839736909, -0.932866123309523, 0, -0.0177618960336474, -0.170325972163179, 0.152564076129532, 65.5907272727261, 64.9136129032263, 64.0812649572649, 63.5931695135352
7/26/2017, 66.18, 66.64, 65.7, 65.88, 21211410, 1.40178302479366, 0.318065659493171, -0.494126459218444, -0.902041538362964, 0, 0.0341279061921114, -0.129435196492121, 0.163563102684233, 65.6745454545443, 65.170279569893, 64.0885445665446, 63.57903673791
7/27/2017, 65.9, 66.58, 65.6, 66.55, 15815914, 1.39191573838822, 0.983443006969577, -0.267760391192398, -0.811828879639914, 0, 0.127840681084749, -0.0779800209767472, 0.205820702061496, 65.9801818181806, 65.4403655913984, 64.1268717948718, 63.5840646853148
7/28/2017, 66.33, 67.13, 66.22, 66.47, 14765006, 1.39236336347599, 0.96844580974225, -0.142618686945538, -0.733024102934845, 0, 0.193423730575162, -0.0236992706663653, 0.217123001241528, 66.2521818181806, 65.6645161290328, 64.1520463980464, 63.5870392720308
7/31/2017, 66.49, 67, 66.31, 66.62, 13519501, 1.37155318420499, 0.865947857056661, -0.104865432943077, -0.447939731166098, 0, 0.254568014585303, 0.0319541863839683, 0.222613828201334, 66.5016363636351, 65.9445376344091, 64.1835628815629, 63.59430042513
8/1/2017, 66.66, 66.99, 66.32, 66.61, 12668684, 1.35346388643071, 0.918936502959626, -0.294212105067013, -0.524426446736652, 0, 0.298774299612234, 0.0853182090296213, 0.213456090582612, 66.614727272726, 66.1932258064521, 64.2102442002442, 63.6013754542914
8/2/2017, 66.27, 66.63, 65.68, 66.36, 15118528, 1.36221395421025, 0.859746509169773, -0.317188959847618, -0.549970142887031, 0, 0.310060998142006, 0.130266766852098, 0.179794231289908, 66.7441818181805, 66.3494838709682, 64.221623931624, 63.6018027210886
8/3/2017, 66.25, 66.36, 65.14, 65.43, 15327803, 1.4057266101379, 0.357969428497082, -0.552099361552125, -0.699567662146281, 0, 0.241182360259174, 0.152449885533513, 0.0887324747256604, 66.4905454545441, 66.3092258064521, 64.1868522588523, 63.5775866134592
8/4/2017, 65.46, 65.82, 65.31, 65.64, 9370985, 1.37001611054626, 0.381671800721784, -0.427376306517412, -0.543579969012537, 0, 0.201221235305283, 0.162204155487867, 0.0390170798174157, 66.1974545454532, 66.283655913979, 64.1848742368742, 63.5597610738256
8/7/2017, 65.36, 65.48, 64.94, 65.14, 11437264, 1.36523587076211, 0.0993728404165624, -0.280209884003777, -0.900405467323016, 0, 0.127733502246741, 0.155310024839642, -0.027576522592901, 65.6787272727259, 66.2124086021511, 64.1847667887667, 63.5293889624725
8/8/2017, 64.95, 65.56, 64.8, 64.99, 10429131, 1.3584380887886, -0.440771595339434, -0.340222906669151, -0.848190683707847, 0, 0.0567361785997775, 0.135595255591669, -0.0788590769918917, 65.2639999999986, 66.1078924731188, 64.1813357753357, 63.4960195189963
8/9/2017, 65.09, 65.46, 64.81, 65.05, 10437867, 1.33928742230366, 0.117638161050526, -0.126122784264819, -0.762889087418121, 0, 0.00525125347922994, 0.109526455169181, -0.104275201689951, 64.9287272727259, 65.9994838709683, 64.178967032967, 63.4652115583076
8/10/2017, 65.16, 65.27, 64.25, 64.36, 15262091, 1.36520532131464, 0.133133995223905, -0.221858233984005, -0.870561069998216, 0, -0.0901885169540151, 0.0695834607445421, -0.159771977698557, 64.5343636363622, 65.8209892473124, 64.1473235653235, 63.4174722010017
8/11/2017, 64.16, 64.52, 63.88, 63.94, 15990942, 1.3555111628999, -0.0151342319686221, -0.417897585788522, -0.857587252744935, 0, -0.197439750006225, 0.0161788185943886, -0.213618568600614, 64.0983636363622, 65.5993763440866, 64.1126251526251, 63.3602362798493
8/14/2017, 64.06, 64.34, 63.67, 63.75, 11406699, 1.34412258145927, -0.199142473010325, -0.290678541024022, -0.874721075688958, 0, -0.294375163366141, -0.0459319777977172, -0.248443185568423, 63.7647272727258, 65.3774408602157, 64.0693846153846, 63.2996550868487
8/15/2017, 63.85, 63.85, 63.14, 63.51, 12725622, 1.33763854258585, -0.47524776056355, -0.377475790477121, -0.871557841049147, 0, -0.386112308723739, -0.113968043982922, -0.272144264740817, 63.5027272727258, 65.2159354838716, 64.0327277167277, 63.2345541401275
8/16/2017, 63.53, 63.71, 62.77, 62.9, 16583330, 1.35780210886559, -0.821363518867916, -0.716351197640975, -0.932160330982548, 0, -0.502246968947219, -0.191623828975781, -0.310623139971438, 63.1490909090895, 64.9048602150544, 63.9686227106227, 63.1557244215111
8/17/2017, 62.65, 62.89, 61.99, 62.01, 14796925, 1.38180075818841, -1.27947614098223, -0.717074937979376, -1.02899427104528, 0, -0.658509201669915, -0.285000903514608, -0.373508298155307, 62.4907272727258, 64.4453118279576, 63.8828571428572, 63.0565321232387
8/18/2017, 61.85, 62.74, 61.81, 62.32, 18632664, 1.38079576002086, -1.31431686856104, -0.590922522453041, -1.14653058561485, 0, -0.748703153784057, -0.377741353568498, -0.370961800215559, 62.1679999999985, 64.0319784946243, 63.81736996337, 62.9674551886794
8/21/2017, 62.23, 62.26, 61.8, 62, 10375176, 1.36046180929476, -1.41738626491014, -1.13432811523327, -1.3790285086363, 0, -0.836362766935771, -0.469465636241952, -0.366897130693819, 61.8158181818167, 63.6029462365597, 63.7375140415141, 62.8726086956523
8/22/2017, 62.17, 62.55, 62.13, 62.41, 15171824, 1.3280115457052, -1.07905685225352, -1.14340573456682, -1.29450908585304, 0, -0.862804198699251, -0.548133348733412, -0.314670849965839, 61.7465454545439, 63.2635913978501, 63.6532136752137, 62.7901219231655
8/23/2017, 62.28, 63, 62.22, 62.68, 11525968, 1.31839726450364, -1.48661551528013, -1.20466644468403, -1.20377610291761, 0, -0.852149432146987, -0.608936565416127, -0.24321286673086, 61.9232727272712, 62.9844301075275, 63.5891037851038, 62.7162296447778
8/24/2017, 62.46, 62.87, 62.44, 62.72, 10390508, 1.2859579641603, -1.37504095864077, -0.923783303168527, -1.17663395420037, 0, -0.830899692743969, -0.653329190881696, -0.177570501862274, 62.1050909090894, 62.7410322580652, 63.517264957265, 62.6451039952118
8/25/2017, 62.84, 63.25, 62.82, 63, 8220210, 1.25829395772266, -0.966293471718735, -0.711673138746181, -1.21232813222453, 0, -0.782445911812893, -0.679152535067935, -0.103293376744958, 62.3890909090894, 62.5739354838716, 63.4396825396826, 62.5824700665189
8/28/2017, 63.03, 63.24, 62.38, 62.72, 9956048, 1.26927444785875, -1.03964811215109, -0.97740889666832, -1.22683614807163, 0, -0.757902967643957, -0.69490262158314, -0.0630003460608179, 62.5896363636348, 62.381462365592, 63.3607106227106, 62.5146447608618
8/29/2017, 62.42, 62.72, 62.18, 62.64, 8727081, 1.25045416189681, -1.60484051323078, -0.88986665404288, -1.34047904700113, 0, -0.73641886075783, -0.703205869418078, -0.0332129913397523, 62.7707272727257, 62.1749462365598, 63.2746495726496, 62.4465435394273
8/30/2017, 62.4, 62.86, 62.22, 62.67, 8664419, 1.23842390723081, -1.62686120167548, -0.664683252919775, -1.29125518645184, 0, -0.708801183160347, -0.704324932166531, -0.00447625099381521, 62.8876363636348, 62.0508602150544, 63.2025616605616, 62.3807848588538
8/31/2017, 62.94, 63.13, 62.73, 62.97, 10333681, 1.20742297844763, -1.91383843962501, -0.285542083035214, -1.32647503789486, 0, -0.655154271274448, -0.694490799988115, 0.039336528713667, 62.9427272727257, 61.9727311827963, 63.1605201465201, 62.3236777965625
9/1/2017, 63.07, 63.79, 62.91, 63.58, 11595543, 1.20525092332817, -1.42092444370297, -0.0841593704928161, -1.20680432456933, 0, -0.556996100751036, -0.666991860140699, 0.109995759389663, 63.2181818181803, 61.9466666666673, 63.1442808302808, 62.2822659241213
9/5/2017, 63.84, 64.24, 63.48, 63.93, 18114752, 1.19815987830353, -1.29163466503833, -0.107662036692548, -1.0927289920733, 0, -0.445823789363729, -0.622758245985305, 0.176934456621576, 63.4818181818166, 61.9668817204307, 63.1303076923077, 62.2500722394222
9/6/2017, 64.25, 65.15, 64.22, 64.97, 17052125, 1.21392093226024, -0.673184129952683, 0.233659387511663, -0.697716768899555, 0, -0.270679399651584, -0.552342476718561, 0.281663077066977, 64.081454545453, 62.1805591397856, 63.1657338217338, 62.2428546171632
9/7/2017, 65, 65.25, 64.66, 65.09, 8640332, 1.1964206609387, -0.518039382217325, 0.295830703214739, -0.701430830536334, 0, -0.120800696604732, -0.466034120695795, 0.345233424091063, 64.6369090909075, 62.4195483870974, 63.2042857142856, 62.2387531926335
9/8/2017, 64.95, 64.99, 64.1, 64.4, 10264742, 1.22564083508502, -0.436867843612864, 0.00266691632250187, -0.714592245084971, 0, -0.0570404512363396, -0.384235386803904, 0.327194935567564, 64.8305454545439, 62.6207526881727, 63.2069963369963, 62.2191189954157
9/11/2017, 64.65, 65.1, 64.5, 65.01, 13551055, 1.2072712858099, -0.248916264136701, 0.132254321207795, -0.440968775149664, 0, 0.0422251592515579, -0.298943277592812, 0.34116843684437, 65.1992727272711, 62.9078924731189, 63.2427252747252, 62.2139783251232
9/12/2017, 65.2, 65.55, 65.03, 65.41, 9409697, 1.18117215985287, 0.13326113713529, 0.161392610915052, -0.425718787811531, 0, 0.15142499471358, -0.208869623131533, 0.360294617845113, 65.5405454545438, 63.2652043010759, 63.2702075702074, 62.2182006493508
9/13/2017, 65.55, 66.27, 65.48, 66.23, 15893275, 1.17314581650578, 0.519905100392144, 0.0439268583747605, -0.221777005616255, 0, 0.300667885805311, -0.106962121344165, 0.407630007149475, 66.002363636362, 63.7336989247318, 63.3574896214895, 62.2410111710325
9/14/2017, 66.36, 67, 66.35, 66.55, 14583401, 1.16698084231132, 0.620059513664774, 0.541418220091517, -0.234155152193683, 0, 0.439696727705623, 0.00236964846579298, 0.43732707923983, 66.3849090909075, 64.2285806451619, 63.4702173382173, 62.2707344632769
9/15/2017, 65.82, 65.84, 65.4, 65.84, 13068128, 1.2079199013218, 0.61813479527763, 0.551105554564665, -0.45222626647603, 0, 0.486973492981292, 0.0992904173688928, 0.387683075612399, 66.3705454545438, 64.5701505376351, 63.5403736263735, 62.284242671521
9/18/2017, 65.69, 66.16, 65.64, 66.12, 12583545, 1.18198690241797, 0.917922795708331, 0.664752586087971, -0.365348990165586, 0, 0.540800320556457, 0.187592398006406, 0.353207922550051, 66.418363636362, 64.9586021505383, 63.6435653235652, 62.3038770949722
9/19/2017, 66.26, 66.49, 66.13, 66.39, 10504257, 1.14618655352436, 1.11242989077819, 0.679937824875975, -0.195453521877469, 0, 0.598347831385368, 0.269743484682198, 0.32860434670317, 66.4909090909074, 65.3448817204307, 63.7569133089132, 62.3292633517496
9/20/2017, 66.58, 67.02, 66.52, 66.84, 18273771, 1.12867383339405, 1.40022725692135, 0.704129590036231, -0.125846084036256, 0, 0.672513569711313, 0.350297501688021, 0.322216068023292, 66.7927272727256, 65.7701935483878, 63.8859853479852, 62.3642025377938
9/21/2017, 66.75, 67.03, 66.56, 66.86, 8874083, 1.10706747042859, 1.75799767822233, 0.655803703995137, -0.0904755527147647, 0, 0.724552098944329, 0.425148421139283, 0.299403677805047, 67.0234545454529, 66.1901075268824, 64.028376068376, 62.3990848495767
9/22/2017, 66.8, 67.39, 66.73, 67.2, 14647937, 1.09550006725019, 2.62809919387102, 0.675746795801036, 0.0250836114868447, 0, 0.784188529552026, 0.496956442821831, 0.287232086730194, 67.1370909090892, 66.5954838709684, 64.1791135531134, 62.4408469945356
9/25/2017, 67.51, 68.37, 67.44, 68.17, 14833769, 1.11173132306369, 2.76650162432043, 0.816582596857744, 0.15577883543092, 0, 0.899354524705615, 0.577436059198588, 0.321918465507027, 67.5550909090892, 67.0776129032265, 64.3579047619046, 62.5029042303174
9/26/2017, 68, 68.27, 67.81, 68.14, 10710700, 1.09036378160536, 2.99699932105381, 0.831898885189072, 0.366227502092941, 0, 0.976942076182581, 0.657337262595387, 0.319604813587195, 67.8703636363619, 67.5159784946243, 64.5342808302807, 62.5633164777682
9/27/2017, 68.2, 68.45, 67.82, 68.43, 10918244, 1.07748821678591, 2.93426969423931, 1.00740426724952, 0.236071821984751, 0, 1.04973070396444, 0.735815950869198, 0.313914753095245, 68.3009090909074, 67.9468172043017, 64.7411257631256, 62.6289471565753
9/28/2017, 68.58, 68.9, 68.3, 68.49, 11799895, 1.06651909389585, 2.81506247093552, 0.771591732345965, 0.163322147636523, 0, 1.09958241286517, 0.808569243268393, 0.291013169596781, 68.6961818181802, 68.3128602150544, 64.9470036630035, 62.6947883718285
9/29/2017, 68.25, 68.49, 68.03, 68.48, 14287467, 1.0469275424048, 2.78317420881137, 0.831062692847251, 0.260006697894536, 0, 1.1253114450482, 0.871917683624354, 0.253393761423843, 68.8401818181801, 68.5822365591405, 65.1555897435896, 62.7593549476529
10/2/2017, 67.75, 68.48, 67.49, 68.46, 12416792, 1.06717671923293, 2.61695444049757, 1.04586291744726, 0.101365947972844, 0, 1.13105001504859, 0.923744149909201, 0.207305865139386, 68.889272727271, 68.8280000000007, 65.3550158730157, 62.8224644945698
10/3/2017, 68.37, 68.62, 68.24, 68.39, 7239789, 1.04263740735125, 2.78162292035092, 1.06344974008332, 0.113742918417753, 0, 1.11707254123067, 0.962409828173495, 0.154662713057175, 68.8405454545438, 69.0039354838716, 65.5235140415139, 62.883104436484
10/4/2017, 68.39, 68.59, 68.1, 68.34, 10197587, 1.0270803873912, 2.80600050435831, 0.814651573820322, 0.145587244268375, 0, 1.08940275358154, 0.987808413255103, 0.101594340326435, 68.7554545454528, 69.1596344086028, 65.6908864468863, 62.9417457460734
10/5/2017, 68.39, 68.76, 68.35, 68.65, 10161797, 1.00191026934594, 2.94905147853429, 0.884739680069846, 0.106546162497035, 0, 1.08003864355919, 1.00625445931592, 0.0737841842432707, 68.6996363636346, 69.3344086021512, 65.8507643467642, 63.0058743523317
10/6/2017, 68, 68.38, 67.84, 68.07, 11963273, 1.01942240327705, 2.36052948126398, 0.496571200096293, 0.0646775749730515, 0, 1.01412615116494, 1.00782879768573, 0.00629735347921878, 68.4138181818165, 69.3997419354845, 65.9769206349204, 63.057057849474
10/9/2017, 68.15, 68.42, 68.07, 68.21, 5764084, 0.992119613568621, 2.17486507979773, 0.564828591104076, 0.208717383967795, 0, 0.962096407537956, 0.998682319656172, -0.0365859121182158, 68.3229090909074, 69.4669892473125, 66.1163809523808, 63.110323552736
10/10/2017, 68.69, 68.93, 68.2, 68.27, 7763702, 0.995149478532882, 2.03700106449155, 0.536347350852927, 0.222892932721619, 0, 0.915154626547704, 0.981976781034478, -0.0668221544867746, 68.2445454545437, 69.4895698924738, 66.239846153846, 63.163993197279
10/11/2017, 68.19, 68.47, 67.91, 68.43, 10287024, 0.984099256970158, 1.77948265316681, 0.588209636815007, 0.103523700306974, 0, 0.880711298118911, 0.961723684451365, -0.0810123863324542, 68.2723636363619, 69.4913118279577, 66.3706422466421, 63.2200808038952
10/12/2017, 67.91, 68.27, 67.8, 68.18, 10181097, 0.984523563313942, 1.56416621730412, 0.590408898422718, 0.0858124286770858, 0, 0.823746168459664, 0.934128181253025, -0.110382012793361, 68.2258181818164, 69.4259784946243, 66.5052625152624, 63.2702676511307
10/13/2017, 68.58, 68.78, 68.1, 68.14, 8893702, 0.985743700020654, 2.08501556346651, 0.915641700666774, 0.0500318803297157, 0, 0.766537064955017, 0.900609957993423, -0.134072893038406, 68.1803636363618, 69.3400215053771, 66.6158559218557, 63.3188954875388
10/16/2017, 68.35, 68.69, 68.15, 68.29, 7666914, 0.974669013522287, 1.88817177021475, 0.894290135790275, 0.141438575102353, 0, 0.724945464602882, 0.865477059315315, -0.140531594712433, 68.201272727271, 69.2804086021512, 66.7265201465199, 63.3697879396986
10/17/2017, 68.27, 68.47, 67.96, 68.33, 8377136, 0.962712418948707, 1.69690010840262, 1.09421983675499, 0.379678052390039, 0, 0.687288849345762, 0.829839417321405, -0.142550567975642, 68.2312727272709, 69.2188172043018, 66.8710866910865, 63.4207089552239
10/18/2017, 68.28, 68.56, 67.77, 67.85, 7706312, 0.979263560905334, 0.983718807900065, 0.975547565638638, 0.27000873429454, -0.641752081476514, 0.611662853354062, 0.786204104527936, -0.174541251173874, 68.0887272727255, 69.137268817205, 67.0037167277165, 63.4613846608542
10/19/2017, 67.38, 67.92, 67.35, 67.64, 7591879, 0.975323491677345, 0.665683008869288, 0.883329218670995, 0.403453779302097, -0.647542586890653, 0.528689063293839, 0.734701096281117, -0.206012032987277, 67.9623636363618, 69.0184946236566, 67.1375750915748, 63.4973472174804
10/20/2017, 67.79, 67.81, 67.32, 67.77, 9820249, 0.96093163535787, 1.3226808187807, 1.1984629406959, 0.482290665625033, -0.621342398385291, 0.468026531898587, 0.681366183404611, -0.213339651506024, 67.8199999999982, 68.8537634408609, 67.2498217338215, 63.5353491741525
10/23/2017, 67.82, 68.04, 67.36, 67.42, 8655313, 0.968054287775033, 0.871492787304533, 1.23551362832826, 0.337801734724043, -0.656905197253732, 0.387245043974673, 0.622541955518623, -0.23529691154395, 67.6010909090891, 68.6635483870974, 67.3344859584857, 63.5660014347203
10/24/2017, 67.66, 67.85, 67.41, 67.55, 9820238, 0.950450171394569, 0.783790743818821, 1.35340978421699, 0.514048049526592, -0.563583669402262, 0.329912025869348, 0.564015969588768, -0.234103943719421, 67.48218181818, 68.5009462365598, 67.4375506715504, 63.5987605967323
10/25/2017, 67.43, 67.63, 66.87, 67.08, 13522747, 0.965902856646063, 0.168956982740729, 1.26618582892281, 0.399697696020847, -0.55151503307401, 0.243740435890871, 0.499960862849189, -0.256220426958318, 67.27218181818, 68.3195698924738, 67.5098217338214, 63.6220135078093
10/26/2017, 67.11, 67.44, 66.82, 67.22, 9362173, 0.961813826876332, 0.246714014999162, 1.58045023240798, 0.278730832601633, -0.605982331088719, 0.184617504302139, 0.436892191139779, -0.25227468683764, 67.13418181818, 68.1718064516135, 67.5686666666664, 63.647666759569
10/27/2017, 66.87, 67.7, 66.34, 67.34, 16187992, 1.01307498025684, 0.104298274786849, 2.10099027183039, 0.491786171499625, -0.570712204676553, 0.14576486554401, 0.378666726020625, -0.232901860476615, 67.0819999999982, 67.9876129032265, 67.6078266178263, 63.6752857011411
10/30/2017, 67.44, 67.88, 67.31, 67.69, 11614807, 0.999548614447789, -0.388431120230721, 2.10508090729513, 0.597614680258432, -0.521482374743108, 0.141583853804235, 0.331250151577347, -0.189666297773112, 67.2243636363618, 67.8568172043017, 67.6589426129423, 63.7091975393029
10/31/2017, 67.72, 68.16, 67.42, 67.91, 9648980, 1.00097884591919, -0.177594844636898, 2.35045747576019, 0.34180320207864, -0.539609819461221, 0.154244498694098, 0.295849021000697, -0.141604522306599, 67.4834545454527, 67.7618064516136, 67.7264908424905, 63.7468083953961
11/1/2017, 68.32, 69, 68.29, 68.68, 17306253, 1.019622157179, 0.18466586433451, 2.418872539943, 0.397619327235961, -0.45595849530332, 0.223830536728101, 0.281445324146178, -0.0576147874180766, 67.9354545454527, 67.7846881720437, 67.8219999999996, 63.7983913082358
11/2/2017, 68.68, 68.87, 68.07, 68.48, 11328296, 1.02988123930054, 0.00365331046192226, 2.22605053003812, 0.256670082826498, -0.440907270830343, 0.259844321094022, 0.277125123535747, -0.0172808024417251, 68.2310909090891, 67.7716559139792, 67.9032918192915, 63.8454770130216
11/3/2017, 68.45, 68.95, 68.38, 68.68, 11111879, 1.01703485591054, 0.147428239536217, 2.28299399338584, 0.563026892267026, -0.446073687783136, 0.301053476126071, 0.281910794053812, 0.0191426820722597, 68.5759999999982, 67.7962150537642, 67.997924297924, 63.8956175683385
