Date,XLY_Open,XLY_High,XLY_Low,XLY_Close,XLY_Volume,XLY_ATRPercentOfClose20,XLY_SQN25,XLY_SQN50,XLY_SQN100,XLY_SQN200,XLY_MACD,XLY_MACD_Avg,XLY_MACD_Diff,XLY_LinReg10,XLY_LinReg30,XLY_LinReg90,XLY_LinReg270
1/3/2017, 82.05, 82.34, 81.38, 81.88, 14050515, 0, 0, 0, 0, 0, 0, 0, 0, 81.88, 81.88, 81.88, 81.88
1/4/2017, 82.24, 83.06, 82.16, 82.97, 5493835, 0, 0, 0, 0, 0, 0.0869515669515692, 0.0173903133903139, 0.0695612535612554, 82.97, 82.97, 82.97, 82.97
1/5/2017, 82.46, 82.94, 82.44, 82.91, 4396660, 0, 0, 0, 0, 0, 0.1492987881592, 0.0437720083440911, 0.105526779815109, 83.1016666666666, 83.1016666666666, 83.1016666666666, 83.1016666666666
1/6/2017, 82.89, 83.57, 82.58, 83.32, 6538097, 0, 0, 0, 0, 0, 0.229151468157653, 0.0808479003068035, 0.14830356785085, 83.409, 83.409, 83.409, 83.409
1/9/2017, 83.29, 83.47, 83.1, 83.25, 3855613, 0, 0, 0, 0, 0, 0.283518650855498, 0.121382050416542, 0.162136600438956, 83.484, 83.484, 83.484, 83.484
1/10/2017, 83.23, 83.86, 83.1, 83.55, 5174829, 0, 0, 0, 0, 0, 0.346814664070564, 0.166468573147347, 0.180346090923217, 83.6657142857142, 83.6657142857142, 83.6657142857142, 83.6657142857142
1/11/2017, 83.49, 83.73, 83.22, 83.73, 5388656, 0, 0, 0, 0, 0, 0.40681222811007, 0.214537304139891, 0.192274923970178, 83.8425, 83.8425, 83.8425, 83.8425
1/12/2017, 83.54, 83.75, 82.98, 83.65, 4282285, 0, 0, 0, 0, 0, 0.442801063433194, 0.260190055998552, 0.182611007434642, 83.9091666666666, 83.9091666666666, 83.9091666666666, 83.9091666666666
1/13/2017, 83.7, 84.04, 83.7, 83.96, 2808352, 0, 0, 0, 0, 0, 0.490680623148663, 0.306288169428574, 0.184392453720089, 84.0619999999999, 84.0619999999999, 84.0619999999999, 84.0619999999999
1/17/2017, 83.72, 84.38, 83.71, 84.1, 4325927, 0, 0, 0, 0, 0, 0.533769387904101, 0.351784413123679, 0.181984974780422, 84.2085454545454, 84.2085454545454, 84.2085454545454, 84.2085454545454
1/18/2017, 84.13, 84.13, 83.66, 83.95, 2910097, 0, 0, 0, 0, 0, 0.549479737636645, 0.391323478026273, 0.158156259610372, 84.1316363636364, 84.2590909090909, 84.2590909090909, 84.2590909090909
1/19/2017, 84.07, 84.36, 83.5, 83.69, 4162977, 0, 0, 0, 0, 0, 0.534785798109326, 0.420015942042883, 0.114769856066442, 84.0699999999999, 84.2141025641025, 84.2141025641025, 84.2141025641025
1/20/2017, 83.99, 84.15, 83.66, 83.93, 5491896, 0, 0, 0, 0, 0, 0.536324326421422, 0.443277618918591, 0.093046707502831, 84.0399999999999, 84.2416483516483, 84.2416483516483, 84.2416483516483
1/23/2017, 83.55, 84.02, 83.47, 83.99, 8552873, 0, 0, 0, 0, 0, 0.536204092746615, 0.461862913684196, 0.0743411790624195, 84.0570909090908, 84.2745714285714, 84.2745714285714, 84.2745714285714
1/24/2017, 84.12, 84.77, 83.97, 84.68, 4797237, 0, 0, 0, 0, 0, 0.585042039665254, 0.486498738880408, 0.0985433007848463, 84.2619999999999, 84.4639166666667, 84.4639166666667, 84.4639166666667
1/25/2017, 85.01, 85.29, 84.95, 85.2, 3669079, 0, 0, 0, 0, 0, 0.658119724120979, 0.520822935928522, 0.137296788192457, 84.6285454545453, 84.7302205882353, 84.7302205882353, 84.7302205882353
1/26/2017, 85.27, 85.64, 85.07, 85.33, 3904985, 0, 0, 0, 0, 0, 0.718244750698886, 0.560307298882595, 0.157937451816292, 84.9859999999998, 84.9701960784314, 84.9701960784314, 84.9701960784314
1/27/2017, 85.39, 85.5, 84.75, 85.06, 4510839, 0, 0, 0, 0, 0, 0.735627666100967, 0.595371372326269, 0.140256293774698, 85.1469090909089, 85.1078947368421, 85.1078947368421, 85.1078947368421
1/30/2017, 84.93, 85.03, 84.19, 84.96, 3789634, 0, 0, 0, 0, 0, 0.732886330121374, 0.62287436388529, 0.110011966236084, 85.2583636363635, 85.199052631579, 85.199052631579, 85.199052631579
1/31/2017, 84.58, 84.83, 84.22, 84.83, 4745017, 0, 0, 0, 0, 0, 0.712016208426576, 0.640702732793548, 0.0713134756330283, 85.2983636363634, 85.248, 85.248, 85.248
2/1/2017, 84.97, 85.12, 84.36, 84.67, 5206771, 0, 0, 0, 0, 0, 0.674787295891605, 0.647519645413159, 0.0272676504784457, 85.2132727272725, 85.258051948052, 85.258051948052, 85.258051948052
2/2/2017, 84.54, 84.97, 84.44, 84.6, 4081031, 0.812210401891255, 0, 0, 0, 0, 0.632345415177412, 0.64448479936601, -0.0121393841885982, 85.012727272727, 85.2521739130435, 85.2521739130435, 85.2521739130435
2/3/2017, 84.34, 84.63, 84.18, 84.49, 3652143, 0.79923482068884, 0, 0, 0, 0, 0.583112085100169, 0.632210256512841, -0.0490981714126729, 84.7725454545453, 85.2269565217392, 85.2269565217392, 85.2269565217392
2/6/2017, 84.25, 84.45, 84.1, 84.24, 3939267, 0.784674531101616, 0, 0, 0, 0, 0.517950791334812, 0.609358363477236, -0.0914075721424238, 84.4274545454543, 85.1640666666667, 85.1640666666667, 85.1640666666667
2/7/2017, 84.28, 84.41, 84.07, 84.16, 5725555, 0.76634901823907, 0, 0, 0, 0, 0.454614156147301, 0.578409522011249, -0.123795365863948, 84.1790909090906, 85.0957538461539, 85.0957538461539, 85.0957538461539
2/8/2017, 84.16, 84.78, 84.16, 84.68, 4129895, 0.760169304514055, 1.71650154569129, 0, 0, 0, 0.441292129648289, 0.550986043538657, -0.109693913890368, 84.242727272727, 85.1102564102564, 85.1102564102564, 85.1102564102564
2/9/2017, 84.71, 85.42, 84.71, 85.21, 3529175, 0.761091184965821, 1.63708489421783, 0, 0, 0, 0.46810487664024, 0.534409810158973, -0.0663049335187336, 84.5438181818178, 85.1958994708994, 85.1958994708994, 85.1958994708994
2/10/2017, 85.33, 85.76, 85.29, 85.73, 3826000, 0.750728460018556, 1.98077262827569, 0, 0, 0, 0.52525896756967, 0.532579641641113, -0.00732067407144288, 84.9770909090905, 85.3404187192118, 85.3404187192118, 85.3404187192118
2/13/2017, 85.93, 86.05, 85.71, 85.83, 4408807, 0.732167695835037, 1.80083116902156, 0, 0, 0, 0.57202916453636, 0.540469546220162, 0.031559618316198, 85.3883636363633, 85.48, 85.48, 85.48
2/14/2017, 85.79, 86.32, 85.76, 86.32, 3168130, 0.724048374268364, 2.14018344514446, 0, 0, 0, 0.641241949458575, 0.560624026867845, 0.0806179225907301, 85.8954545454541, 85.6647956989247, 85.6647956989247, 85.6647956989247
2/15/2017, 86.18, 86.8, 86.03, 86.77, 4754897, 0.728648874997152, 2.1993713205399, 0, 0, 0, 0.72405832568586, 0.593310886631448, 0.130747439054412, 86.4447272727268, 85.8176989247311, 85.8835282258065, 85.8835282258065
2/16/2017, 86.68, 86.77, 86.17, 86.33, 3082517, 0.730494842341338, 1.67020707615004, 0, 0, 0, 0.745591858904547, 0.623767081086068, 0.121824777818479, 86.713454545454, 85.9558924731182, 86.0253409090909, 86.0253409090909
2/17/2017, 86.12, 86.61, 86.11, 86.61, 3878574, 0.720591603190871, 1.90215880623071, 0, 0, 0, 0.776302269729399, 0.654274118814734, 0.122028150914665, 86.962545454545, 86.1039354838709, 86.1837076648841, 86.1837076648841
2/21/2017, 86.99, 87.3, 86.78, 87.11, 3591388, 0.720237823610874, 1.97513688068944, 0, 0, 0, 0.831402423284715, 0.68969977970873, 0.141702643575985, 87.2187272727267, 86.3188817204301, 86.3812605042016, 86.3812605042016
2/22/2017, 87.02, 87.21, 86.93, 87.11, 2245593, 0.700297565997084, 1.88073403502669, 0, 0, 0, 0.865097387770675, 0.724779301321119, 0.140318086449556, 87.3023636363631, 86.5047096774193, 86.5583333333333, 86.5583333333333
2/23/2017, 87.22, 87.32, 86.45, 86.52, 3468703, 0.72009679756479, 1.50126112492728, 0, 0, 0, 0.834572389715277, 0.746737918999951, 0.087834470715326, 87.1252727272721, 86.6107741935484, 86.6544594594594, 86.6544594594594
2/24/2017, 86.37, 86.92, 86.18, 86.92, 4846313, 0.723511690969171, 1.90471309998257, 0, 0, 0, 0.833054828393074, 0.764001300878575, 0.0690535275144987, 87.0919999999994, 86.7604301075268, 86.7819487908961, 86.7819487908961
2/27/2017, 86.95, 87.08, 86.66, 87.02, 3452412, 0.710678629856221, 1.82292753674169, 0, 0, 0, 0.830349561506523, 0.777270953004165, 0.0530786085023582, 87.1039999999994, 86.8968602150537, 86.9068421052631, 86.9068421052631
2/28/2017, 86.79, 86.81, 86.3, 86.37, 4089516, 0.721906815463516, 1.29410655900887, 0, 0, 0, 0.766915525495619, 0.775199867502456, -0.00828434200683636, 86.8410909090903, 86.9497419354838, 86.9553846153846, 86.9553846153846
3/1/2017, 87.3, 87.58, 87.02, 87.34, 8634802, 0.747464358472689, 1.36063875653215, 0, 0, 0, 0.785855633743552, 0.777331020750675, 0.00852461299287655, 86.9818181818175, 87.1194838709677, 87.091987804878, 87.091987804878
3/2/2017, 87.3, 87.43, 87.06, 87.13, 3935376, 0.733035237180701, 1.00105091422321, 0, 0, 0, 0.774986993382313, 0.776862215277003, -0.00187522189468925, 87.084363636363, 87.2316774193548, 87.1962717770035, 87.1962717770035
3/3/2017, 87.04, 87.22, 86.68, 87, 3281538, 0.728458531089388, 0.863559951612478, 0, 0, 0, 0.747269545881267, 0.770943681397856, -0.0236741355165889, 87.034363636363, 87.2895268817203, 87.2789479512735, 87.2789479512735
3/6/2017, 86.72, 86.81, 86.39, 86.72, 2602736, 0.729440701044025, 0.860819251119563, 0, 0, 0, 0.69470152238749, 0.755695249595782, -0.0609937272082925, 86.9070909090903, 87.3064946236559, 87.3287420718816, 87.3287420718816
3/7/2017, 86.72, 86.73, 86.34, 86.44, 3073900, 0.717772359032982, 0.761779134163439, 0, 0, 0, 0.623262740192786, 0.729208747715183, -0.105946007522397, 86.7770909090903, 87.2739354838709, 87.3489393939394, 87.3489393939394
3/8/2017, 86.57, 86.96, 86.54, 86.8, 2609528, 0.7090095688833, 1.00370875716898, 0, 0, 0, 0.588907423770223, 0.701148482926191, -0.112241059155968, 86.8079999999994, 87.3172473118278, 87.3974782608696, 87.3974782608696
3/9/2017, 86.72, 86.97, 86.47, 86.72, 2746929, 0.703008868197843, 1.04982537170855, 0, 0, 0, 0.548897903225253, 0.670698366986004, -0.121800463760751, 86.7101818181812, 87.3713978494622, 87.4346438482886, 87.4346438482886
3/10/2017, 87.1, 87.18, 86.67, 86.85, 3506602, 0.696219719028337, 1.15415420650924, 0, 0, 0, 0.521666536379755, 0.640892000864754, -0.119225464484999, 86.726363636363, 87.4409032258063, 87.478829787234, 87.478829787234
3/13/2017, 86.9, 87.11, 86.8, 87.08, 2491102, 0.677461512031816, 1.33059829419576, 0, 0, 0, 0.512734080459452, 0.615260416783694, -0.102526336324241, 86.8458181818175, 87.5117849462364, 87.5374914965986, 87.5374914965986
3/14/2017, 86.99, 87.2, 86.77, 87.06, 3892828, 0.668431898051275, 1.47189596362868, 0, 0, 0, 0.49829715253945, 0.591867763934845, -0.0935706113953946, 86.8250909090902, 87.5604301075268, 87.5895510204081, 87.5895510204081
3/15/2017, 87.23, 87.69, 86.95, 87.52, 3736900, 0.673948777332345, 1.73312205729656, 0, 0, 0, 0.51800272579257, 0.57709475630639, -0.0590920305138198, 87.1196363636356, 87.6452258064514, 87.6728705882352, 87.6728705882352
3/16/2017, 87.58, 87.75, 87.41, 87.51, 6264710, 0.659750852959896, 1.48538081588547, 2.24966071457576, 0, 0, 0.526740679471885, 0.567023940939489, -0.0402832614676039, 87.3589090909083, 87.7007311827956, 87.7489668174962, 87.7489668174962
3/17/2017, 87.35, 87.53, 87.1, 87.36, 4714252, 0.65245028943904, 1.14859233462802, 1.89972763946293, 0, 0, 0.515618099824934, 0.556742772716578, -0.0411246728916441, 87.4996363636356, 87.7142150537633, 87.8079898403483, 87.8079898403483
