Date,EWZ_Open,EWZ_High,EWZ_Low,EWZ_Close,EWZ_Volume,EWZ_ATRPercentOfClose20,EWZ_SQN25,EWZ_SQN50,EWZ_SQN100,EWZ_SQN200,EWZ_MACD,EWZ_MACD_Avg,EWZ_MACD_Diff,EWZ_LinReg10,EWZ_LinReg30,EWZ_LinReg90,EWZ_LinReg270
4/6/2017, 37.24, 37.68, 36.63, 36.78, 15996196, 2.29813099144557, -0.137235597212993, -0.183352448931856, 0, 0, -0.0657957339914788, -0.0785090789143205, 0.0127133449228418, 37.5823636363634, 37.1410967741936, 38.2404568068747, 38.2404568068747
4/7/2017, 37.12, 37.69, 36.81, 37, 14424693, 2.29321608032702, -0.428645770947461, -0.0582208999354974, 0, 0, -0.0949599046394312, -0.0817992440593426, -0.0131606605800885, 37.3630909090907, 37.1295698924732, 38.1934591747146, 38.1934591747146
4/10/2017, 37.22, 37.31, 36.77, 37.1, 14699854, 2.24545943998638, -0.253418735778004, -0.0767238697343661, 0, 0, -0.108749953954614, -0.087189386038397, -0.0215605679162174, 37.1629090909089, 37.1508387096775, 38.1544117647059, 38.1544117647059
4/11/2017, 37.19, 37.33, 36.24, 37, 16826909, 2.28624913411676, -0.242300929353639, 0.0501924506289571, 0, 0, -0.126292015908618, -0.0950099120124412, -0.0312821038961767, 36.9532727272725, 37.115311827957, 38.1114699792961, 38.1114699792961
4/12/2017, 36.95, 36.99, 36.6, 36.92, 12627754, 2.23081411333164, 0.0773215183445492, 0.0737639857386481, 0, 0, -0.144978337771065, -0.105003597164166, -0.0399747406068987, 36.884727272727, 37.1576774193549, 38.0660080482897, 38.0660080482897
4/13/2017, 36.9, 37.05, 36.06, 36.09, 13884849, 2.3051696927402, -0.0329514878070993, -0.164899325097534, 0, 0, -0.224177269853932, -0.128838331702119, -0.095338938151813, 36.4781818181816, 37.0040215053764, 37.9768192488263, 37.9768192488263
4/17/2017, 36.76, 37.57, 36.67, 37.55, 18783853, 2.30183476698919, 0.17182157431654, 0.114739151573, 0, 0, -0.167205752028778, -0.136511815767451, -0.0306939362613271, 36.6565454545452, 37.1215268817205, 37.9712100456621, 37.9712100456621
4/18/2017, 37.34, 37.87, 37.11, 37.28, 11068429, 2.30451182203385, 0.0247454162559922, 0.00298577381789135, 0, 0, -0.142202930347779, -0.137650038683516, -0.00455289166426212, 36.824727272727, 37.1780860215054, 37.9512513883747, 37.9512513883747
4/19/2017, 37.37, 37.43, 36.43, 36.46, 11120458, 2.37566074298274, -0.0108627328839708, -0.047740320368356, 0, 0, -0.18640638424047, -0.147401307794907, -0.0390050764455632, 36.8114545454543, 37.1264301075269, 37.8886702702702, 37.8886702702702
4/20/2017, 36.85, 36.92, 36.13, 36.33, 14171415, 2.3736790849076, -0.555824671999929, -0.0741633209316752, 0, 0, -0.229284801002663, -0.163778006436458, -0.0655067945662047, 36.6843636363633, 36.992494623656, 37.8220631578947, 37.8220631578947
4/21/2017, 36.46, 36.6, 36.09, 36.16, 13761017, 2.33611651263713, -0.518030528943726, -0.220292690402856, 0, 0, -0.273827323525708, -0.185787869854308, -0.0880394536713999, 36.4314545454543, 36.8074193548387, 37.7496103896104, 37.7496103896104
4/24/2017, 37.22, 37.41, 37.06, 37.22, 11958996, 2.32402671795031, 0.0395618465372082, 0.0255411091344475, 0, 0, -0.221046367399602, -0.192839569363367, -0.0282067980362346, 36.6225454545452, 36.8112043010753, 37.7343256743257, 37.7343256743257
4/25/2017, 36.62, 37.28, 36.51, 37.21, 15643594, 2.31188553399637, -0.218394255858185, -0.139802851754308, 0, 0, -0.177972440321888, -0.189866143555071, 0.0118937032331834, 36.8181818181815, 36.8284086021506, 37.7191398896462, 37.7191398896462
4/26/2017, 36.69, 37.11, 36.5, 36.86, 13105280, 2.3134562583832, 0.0913888709443517, -0.253393614804267, 0, 0, -0.170117113519446, -0.185916337547946, 0.0157992240285004, 36.8669090909088, 36.7554408602151, 37.6871582278481, 37.6871582278481
4/27/2017, 37.17, 37.17, 36.45, 36.7, 11526957, 2.30545770571675, -0.0626129789049078, -0.379101808908681, 0, 0, -0.174787531397648, -0.183690576317886, 0.00890304492023858, 36.8519999999997, 36.7608172043011, 37.6486388888889, 37.6486388888889
4/28/2017, 36.47, 37.23, 36.43, 37.17, 17779952, 2.27010446354088, 0.251960623205568, -0.494050860980472, 0, 0, -0.138961932511364, -0.174744847556582, 0.0357829150452178, 36.8454545454543, 36.815182795699, 37.6344866004215, 37.6344866004215
5/1/2017, 37.25, 37.8, 37.09, 37.47, 8359641, 2.23407509379033, 0.162414087699059, -0.310326783788546, 0, 0, -0.085378207657314, -0.156871519576728, 0.0714933119194145, 37.1756363636361, 36.8706666666667, 37.6352453717308, 37.6352453717308
5/2/2017, 37.57, 38.38, 37.57, 38.31, 19169825, 2.19460334315081, 0.482259645671508, -0.112029671216924, 0, 0, 0.0245848611902417, -0.120580243423334, 0.145165104613576, 37.7463636363633, 37.0838494623656, 37.6756798623064, 37.6756798623064
5/3/2017, 38.11, 38.31, 37.75, 37.88, 9684321, 2.1824575335877, 0.28271728163664, -0.353134278274784, 0, 0, 0.0761560990486956, -0.0812329749289284, 0.157389073977624, 37.9483636363633, 37.1532688172043, 37.6942857142857, 37.6942857142857
5/4/2017, 37.46, 37.48, 36.77, 36.9, 15488665, 2.27880533343325, -0.313667146419646, -0.557500439081287, 0, 0, 0.0375164010853908, -0.0574830997260646, 0.0949995008114554, 37.7083636363633, 37.1087956989248, 37.6667688098495, 37.6667688098495
5/5/2017, 37.17, 37.62, 37.01, 37.59, 11542657, 2.22089707271888, 0.0962302378017339, -0.306531265390432, 0, 0, 0.0618583311587528, -0.0336148135491011, 0.0954731447078539, 37.641636363636, 37.1250537634409, 37.6718444266239, 37.6718444266239
5/8/2017, 37.33, 37.6, 36.99, 37.11, 11133844, 2.21933023215649, -0.0734327267424056, -0.182535221968297, 0, 0, 0.041934107356866, -0.0185050293679077, 0.0604391367247737, 37.5430909090906, 37.1104946236559, 37.6549764890282, 37.6549764890282
