Date,XLB_Open,XLB_High,XLB_Low,XLB_Close,XLB_Volume,XLB_ATRPercentOfClose20,XLB_SQN25,XLB_SQN50,XLB_SQN100,XLB_SQN200,XLB_MACD,XLB_MACD_Avg,XLB_MACD_Diff,XLB_LinReg10,XLB_LinReg30,XLB_LinReg90,XLB_LinReg270
1/18/2017, 50.78, 51.01, 50.61, 50.96, 3036690, 0, 0, 0, 0, 0, 0.23507137260718, 0.179649897376206, 0.0554214752309738, 50.9083636363637, 50.9895454545454, 50.9895454545454, 50.9895454545454
1/19/2017, 51.02, 51.13, 50.45, 50.64, 3303200, 0, 0, 0, 0, 0, 0.216800655557911, 0.187080049012547, 0.0297206065453638, 50.8572727272727, 50.9283333333333, 50.9283333333333, 50.9283333333333
1/20/2017, 50.82, 51.18, 50.78, 51.09, 5006861, 0, 0, 0, 0, 0, 0.235912764359107, 0.196846592081859, 0.0390661722772473, 50.936, 51.0043956043956, 51.0043956043956, 51.0043956043956
1/23/2017, 51.09, 51.27, 50.9, 51.19, 4161091, 0, 0, 0, 0, 0, 0.256175382202109, 0.208712350105909, 0.0474630320961997, 51.0309090909091, 51.0874285714286, 51.0874285714286, 51.0874285714286
1/24/2017, 51.38, 52.63, 51.38, 52.51, 7980975, 0, 0, 0, 0, 0, 0.374430420316116, 0.241855964147951, 0.132574456168166, 51.5487272727273, 51.47025, 51.47025, 51.47025
1/25/2017, 52.73, 52.91, 52.4, 52.86, 8220939, 0, 0, 0, 0, 0, 0.490733593535737, 0.291631490025508, 0.199102103510229, 52.0898181818182, 51.8532352941177, 51.8532352941177, 51.8532352941177
1/26/2017, 52.87, 53.26, 52.74, 53, 5320588, 0, 0, 0, 0, 0, 0.587429998838452, 0.350791191788097, 0.236638807050355, 52.6401818181818, 52.1903921568628, 52.1903921568628, 52.1903921568628
1/27/2017, 52.87, 52.97, 52.7, 52.81, 4652569, 0, 0, 0, 0, 0, 0.641338236624478, 0.408900600755373, 0.232437635869105, 52.9985454545455, 52.4243859649123, 52.4243859649123, 52.4243859649123
1/30/2017, 52.62, 52.62, 52.05, 52.27, 6043066, 0, 0, 0, 0, 0, 0.633188414529485, 0.453758163510195, 0.17943025101929, 53.0529090909091, 52.5096842105263, 52.5096842105263, 52.5096842105263
1/31/2017, 52.25, 52.29, 51.75, 51.96, 5526674, 0, 0, 0, 0, 0, 0.594858059161275, 0.481978142640411, 0.112879916520864, 52.8778181818182, 52.5204285714286, 52.5204285714286, 52.5204285714286
2/1/2017, 51.94, 52.32, 51.79, 52.22, 10074860, 0, 0, 0, 0, 0, 0.578788885477799, 0.501340291207889, 0.07744859426991, 52.7845454545455, 52.572987012987, 52.572987012987, 52.572987012987
2/2/2017, 52.2, 52.2, 51.81, 51.99, 5065709, 1.0321888824774, 0, 0, 0, 0, 0.541255613953957, 0.509323355757103, 0.0319322581968549, 52.4790909090909, 52.5761264822135, 52.5761264822135, 52.5761264822135
2/3/2017, 52.07, 52.16, 51.91, 52.08, 5541846, 1.00288642473118, 0, 0, 0, 0, 0.51286053667512, 0.510030791940706, 0.002829744734414, 52.2210909090909, 52.5913043478261, 52.5913043478261, 52.5913043478261
2/6/2017, 51.96, 52.01, 51.72, 51.94, 2722633, 0.989965513092029, 0, 0, 0, 0, 0.47360102556862, 0.502744838666289, -0.0291438130976693, 51.8807272727273, 52.5804666666667, 52.5804666666667, 52.5804666666667
