Date,XLB_Open,XLB_High,XLB_Low,XLB_Close,XLB_Volume,XLB_ATRPercentOfClose20,XLB_SQN25,XLB_SQN50,XLB_SQN100,XLB_SQN200,XLB_MACD,XLB_MACD_Avg,XLB_MACD_Diff,XLB_LinReg10,XLB_LinReg30,XLB_LinReg90,XLB_LinReg270
2/7/2017, 51.8, 51.88, 51.45, 51.53, 4200800, 0.99549521274015, 0, 0, 0, 0, 0.404738433954485, 0.483143557723928, -0.0784051237694433, 51.6218181818182, 52.5074769230769, 52.5074769230769, 52.5074769230769
2/8/2017, 51.5, 51.67, 51.33, 51.65, 4689193, 0.97643707447967, 0.884800199758699, 0, 0, 0, 0.35574650680433, 0.457664147540009, -0.101917640735679, 51.5278181818182, 52.4597435897436, 52.4597435897436, 52.4597435897436
2/9/2017, 51.67, 51.79, 51.52, 51.63, 8117431, 0.95412214123632, 0.522140276477025, 0, 0, 0, 0.311712985455294, 0.428473915123066, -0.116760929667772, 51.5209090909091, 52.4137566137566, 52.4137566137566, 52.4137566137566
2/10/2017, 51.86, 52.18, 51.83, 52.1, 3477481, 0.951022261889244, 0.847230985252127, 0, 0, 0, 0.311154380575509, 0.405010008213554, -0.0938556276380454, 51.713090909091, 52.4357389162561, 52.4357389162561, 52.4357389162561
2/13/2017, 52.3, 52.67, 52.3, 52.53, 3714068, 0.95033022753109, 1.03056615004568, 0, 0, 0, 0.341472802614703, 0.392302567093784, -0.0508297644790811, 51.9845454545455, 52.5104137931034, 52.5104137931034, 52.5104137931034
2/14/2017, 52.44, 52.55, 52.18, 52.52, 3662282, 0.938210291500338, 1.0307717538742, 0, 0, 0, 0.360537403327861, 0.3859495343406, -0.0254121310127388, 52.1763636363637, 52.5743870967742, 52.5743870967742, 52.5743870967742
2/15/2017, 52.38, 52.62, 52.35, 52.45, 3104904, 0.918228108372122, 0.975598831473032, 0, 0, 0, 0.365781322367198, 0.381915891945919, -0.0161345695787213, 52.3654545454546, 52.5869032258064, 52.6217741935484, 52.6217741935484
2/16/2017, 52.5, 52.75, 52.28, 52.45, 3204440, 0.917121278739979, 0.767961652702719, 0, 0, 0, 0.365721357826878, 0.378676985122111, -0.0129556272952329, 52.4960000000001, 52.6322150537634, 52.6631818181818, 52.6631818181818
2/17/2017, 52.35, 52.42, 52.11, 52.3, 3964137, 0.906268843526125, 0.741203739653531, 0, 0, 0, 0.349540800334303, 0.372849748164549, -0.0233089478302465, 52.5676363636364, 52.6373333333333, 52.6820320855615, 52.6820320855615
2/21/2017, 52.27, 52.62, 52.18, 52.47, 7375933, 0.900094672967324, 0.87551592074109, 0, 0, 0, 0.346441607993, 0.36756812013024, -0.0211265121372393, 52.6580000000001, 52.656193548387, 52.7172605042017, 52.7172605042017
2/22/2017, 52.26, 52.9, 52.23, 52.61, 5114433, 0.916490574340729, 1.08858078265965, 0, 0, 0, 0.351233504500613, 0.364301197004314, -0.0130676925037018, 52.6858181818182, 52.6802150537634, 52.7635714285714, 52.7635714285714
2/23/2017, 52.72, 52.91, 52.27, 52.32, 3535262, 0.936654064607462, 0.750503368256148, 0, 0, 0, 0.327851275217391, 0.35701121264693, -0.0291599374295387, 52.5785454545455, 52.6565376344085, 52.7737987987988, 52.7737987987988
2/24/2017, 52.1, 52.47, 52.02, 52.43, 4812330, 0.930868846600215, 1.0055200146074, 0, 0, 0, 0.314570596716663, 0.348523089460876, -0.033952492744213, 52.4687272727273, 52.6633118279569, 52.7937411095306, 52.7937411095306
2/27/2017, 52.43, 52.73, 52.22, 52.3, 6297832, 0.93528070642231, 0.695449969933049, 0, 0, 0, 0.290210286247813, 0.336860528818264, -0.0466502425704507, 52.3643636363637, 52.6380215053763, 52.798016194332, 52.798016194332
2/28/2017, 52.26, 52.5, 52.17, 52.25, 3862245, 0.920945873657272, 0.610464351148207, 0, 0, 0, 0.263828729199595, 0.32225416889453, -0.058425439694935, 52.3178181818183, 52.5923440860214, 52.7962948717949, 52.7962948717949
3/1/2017, 52.73, 53.44, 52.73, 53.27, 5901095, 0.969841389218375, 0.489140350881571, 0, 0, 0, 0.321520344284899, 0.322107403972604, -0.000587059687705005, 52.6369090909092, 52.6518494623655, 52.8923414634146, 52.8923414634146
3/2/2017, 53.23, 53.25, 52.7, 52.7, 4574684, 0.98539427444933, -0.0802172411255047, 0, 0, 0, 0.317586192636234, 0.32120316170533, -0.00361696906909553, 52.704181818182, 52.6433978494623, 52.9261672473868, 52.9261672473868
3/3/2017, 52.7, 52.87, 52.52, 52.66, 2962128, 0.970067686105311, -0.188800027979383, 0, 0, 0, 0.307693781029606, 0.318501285570185, -0.0108075045405793, 52.7440000000001, 52.5973118279569, 52.9529568106312, 52.9529568106312
3/6/2017, 52.47, 52.61, 52.24, 52.32, 3556714, 0.967690675320917, -0.276287025562188, 0, 0, 0, 0.269314327138027, 0.308663893883753, -0.039349566745727, 52.6249090909092, 52.5250537634408, 52.9464799154334, 52.9464799154334
3/7/2017, 52.35, 52.4, 52.01, 52.03, 3838142, 0.961908462928135, -0.134292861903672, 0, 0, 0, 0.213041942155868, 0.289539503538176, -0.076497561382308, 52.4385454545456, 52.4147311827956, 52.9144545454545, 52.9144545454545
3/8/2017, 52.07, 52.57, 51.95, 52.03, 5089134, 0.973394050736946, 0.0596193566960151, 0, 0, 0, 0.166526062843289, 0.264936815399199, -0.09841075255591, 52.304181818182, 52.3869892473118, 52.8843285024155, 52.8843285024155
3/9/2017, 52.1, 52.17, 51.62, 51.87, 4519840, 0.980593943259132, -0.209944523143233, 0, 0, 0, 0.11542073218137, 0.235033598755633, -0.119612866574263, 52.0881818181819, 52.365376344086, 52.8424791859389, 52.8424791859389
3/10/2017, 52.15, 52.28, 51.87, 52.11, 4769091, 0.966613652753955, 0.091860011114392, 0, 0, 0, 0.0932109063672613, 0.206669060277959, -0.113458153910698, 52.0016363636365, 52.3899354838709, 52.8230053191489, 52.8230053191489
3/13/2017, 52.17, 52.27, 52.03, 52.26, 3535187, 0.938609368020631, 0.129795190560099, 0, 0, 0, 0.0867136251013108, 0.182677973242629, -0.0959643481413185, 51.9583636363638, 52.4266021505376, 52.8166156462585, 52.8166156462585
3/14/2017, 52.05, 52.09, 51.75, 51.81, 5656510, 0.948641947386996, -0.0649446767822876, 0, 0, 0, 0.0447375372137273, 0.155089886036849, -0.110352348823122, 51.7518181818183, 52.3737204301075, 52.7746448979592, 52.7746448979592
3/15/2017, 52.03, 52.73, 51.99, 52.64, 5699045, 0.974386062488872, 0.646812314599284, 0, 0, 0, 0.0775512855956606, 0.139582165948611, -0.0620308803529506, 52.0600000000001, 52.4084516129032, 52.7996235294118, 52.7996235294118
3/16/2017, 52.76, 52.83, 52.2, 52.28, 6540079, 0.992293385863494, 0.367369921801019, 0.898844970667654, 0, 0, 0.0736583387656111, 0.126397400512011, -0.0527390617464001, 52.164181818182, 52.4104516129032, 52.7951583710407, 52.7951583710407
3/17/2017, 52.36, 52.53, 52.29, 52.34, 5130588, 0.965480384071385, 0.411771833864315, 0.660998461902738, 0, 0, 0.0745552227162491, 0.116028964952859, -0.0414737422366097, 52.3040000000001, 52.4043440860215, 52.7951378809869, 52.7951378809869
3/20/2017, 52.38, 52.66, 52.18, 52.62, 2755200, 0.957935787479694, 0.309971711412714, 0.827811882546609, 0, 0, 0.0967444597406413, 0.112172063910415, -0.015427604169774, 52.4900000000001, 52.437505376344, 52.8153459119497, 52.8153459119497
3/21/2017, 52.67, 52.78, 51.67, 51.75, 7339681, 1.03258458126227, -0.388722395034219, 0.447587951238531, 0, 0, 0.0436249792356307, 0.0984626469754584, -0.0548376677398277, 52.301090909091, 52.3474623655914, 52.7712794612794, 52.7712794612794
3/22/2017, 51.71, 51.94, 51.37, 51.9, 5651396, 1.03303351592112, -0.303360637007322, 0.506202354165868, 0, 0, 0.0134758138344395, 0.0814652803472546, -0.0679894665128151, 52.1792727272729, 52.2503440860214, 52.7402857142857, 52.7402857142857
3/23/2017, 51.82, 52.28, 51.7, 52.12, 4766377, 1.03288022836706, -0.151253698791502, 0.574329194634766, 0, 0, 0.00725095987242241, 0.0666224162522882, -0.0593714563798658, 52.1085454545456, 52.186752688172, 52.7262218045113, 52.7262218045113
3/24/2017, 52.09, 52.23, 51.44, 51.66, 6020295, 1.06643499085107, -0.379119114933699, 0.2511818853207, 0, 0, -0.0344038511789861, 0.0464171627660333, -0.0808210139450195, 51.9132727272728, 52.0604301075268, 52.6813067150635, 52.6813067150635
3/27/2017, 51.17, 51.87, 51.04, 51.77, 4288885, 1.09112285196056, -0.248101180029135, 0.328682272855929, 0, 0, -0.0578723914479866, 0.0255592519232293, -0.0834316433712159, 51.8105454545456, 51.9792043010752, 52.6462068965517, 52.6462068965517
3/28/2017, 51.84, 52.55, 51.71, 52.37, 3933585, 1.10488941271144, -0.0281476354015421, 0.565920418859851, 0, 0, -0.0277366621265713, 0.0149000691132692, -0.0426367312398405, 51.8518181818183, 52.0049032258064, 52.652593220339, 52.652593220339
3/29/2017, 52.29, 52.55, 52.23, 52.41, 3011362, 1.07937236436774, -0.0762136497979445, 0.667021575695286, 0, 0, -0.000619077477303165, 0.0117962397951547, -0.0124153172724579, 52.0423636363638, 52.0360430107526, 52.6610109289618, 52.6610109289618
3/30/2017, 52.38, 52.7, 52.36, 52.42, 2991586, 1.05763850316077, 0.0682047307195851, 0.555927407224244, 0, 0, 0.0214316692134631, 0.0137233256788164, 0.00770834353464667, 52.1769090909092, 52.0644946236558, 52.6693971443681, 52.6693971443681
3/31/2017, 52.46, 52.7, 52.36, 52.41, 3712696, 1.03738484676404, 0.0098478619801741, 0.675638940497044, 0, 0, 0.0376659389089227, 0.0185118483248377, 0.019154090584085, 52.3123636363638, 52.0918709677418, 52.6764976958525, 52.6764976958525
4/3/2017, 52.43, 52.64, 51.79, 52.21, 4515467, 1.07069283332615, -0.0241519237256808, 0.439553625154922, 0, 0, 0.034001438654272, 0.0216097663907245, 0.0123916722635474, 52.4309090909093, 52.0841290322579, 52.670625, 52.670625
4/4/2017, 52.17, 52.42, 52.03, 52.4, 3263334, 1.05068376310229, 0.0922965597926049, 0.470944892842487, 0, 0, 0.045899605820523, 0.0264677342766842, 0.0194318715438388, 52.4634545454547, 52.1124086021504, 52.6764903846154, 52.6764903846154
4/5/2017, 52.56, 52.99, 52.31, 52.36, 5004881, 1.06384716820535, -0.486768215185472, -0.0393908102039313, 0, 0, 0.0515075760411463, 0.0314757026295766, 0.0200318734115697, 52.4767272727275, 52.1453978494622, 52.6794685314685, 52.6794685314685
4/6/2017, 52.41, 52.84, 52.24, 52.64, 3081999, 1.06226986779769, -0.0179035772519008, -0.0683538350042967, 0, 0, 0.0776504863160881, 0.0407106593668789, 0.0369398269492091, 52.6056363636366, 52.196193548387, 52.6987155133424, 52.6987155133424
4/7/2017, 52.49, 52.77, 52.43, 52.59, 2530906, 1.04244136810852, -0.0236704882388872, -0.147270126816473, 0, 0, 0.0932593136105169, 0.0512203902156065, 0.0420389233949104, 52.5969090909093, 52.2459139784945, 52.7138937664618, 52.7138937664618
4/10/2017, 52.59, 52.75, 52.4, 52.6, 3461507, 1.02340098804916, 0.180867717067104, -0.0647837666112423, 0, 0, 0.105223388401186, 0.0620209898527223, 0.0432023985484632, 52.5629090909093, 52.2872043010752, 52.7287212276215, 52.7287212276215
4/11/2017, 52.44, 52.56, 52.16, 52.46, 3915723, 1.01676224500222, 0.273048604428016, 0.103822442997731, 0, 0, 0.102229733169928, 0.0700627385161634, 0.0321669946537644, 52.555272727273, 52.3054623655913, 52.7347122153209, 52.7347122153209
4/12/2017, 52.39, 52.48, 51.78, 51.81, 3889809, 1.04559698907886, -0.106043124463037, -0.0403300241664245, 0, 0, 0.0468674137360949, 0.0654236735601497, -0.0185562598240548, 52.326181818182, 52.3078924731182, 52.7038993963783, 52.7038993963783
4/13/2017, 51.71, 51.81, 51.27, 51.31, 4193478, 1.05561802775223, -0.287735655749808, -0.355301558322852, 0, 0, -0.0369277643244388, 0.044953385983232, -0.0818811503076708, 51.9590909090911, 52.2183010752687, 52.6468544600939, 52.6468544600939
4/17/2017, 51.45, 51.7, 51.35, 51.68, 3850971, 1.03338956953886, -0.212277556222298, -0.104274817148253, 0, 0, -0.0726427583681613, 0.0214341571129534, -0.0940769154811146, 51.7783636363638, 52.1819569892472, 52.6125380517504, 52.6125380517504
4/18/2017, 51.45, 51.78, 51.39, 51.62, 2536904, 1.02063723955986, -0.325830829858518, -0.166106352478988, 0, 0, -0.104583078392523, -0.00376928998814183, -0.100813788404381, 51.5767272727274, 52.1216559139784, 52.5764975934839, 52.5764975934839
4/19/2017, 51.8, 51.95, 51.6, 51.69, 3130224, 1.00214798976158, -0.0489984179017131, -0.0798029228635322, 0, 0, -0.122831670110848, -0.0275817660126831, -0.0952499040981652, 51.4694545454547, 52.0554193548386, 52.5457297297298, 52.5457297297298
4/20/2017, 51.92, 52.47, 51.88, 52.26, 4069392, 1.0162835459479, -0.203896983736635, 0.320755566528156, 0, 0, -0.0902591232222321, -0.0401172374545929, -0.0501418857676392, 51.5898181818183, 52.0636989247311, 52.5460701754386, 52.5460701754386
4/21/2017, 52.22, 52.34, 52.06, 52.2, 3591645, 0.993399026928648, -0.0314131736928678, 0.247454699606638, 0, 0, -0.0684970523183637, -0.0457932004273471, -0.0227038518910166, 51.7509090909093, 52.0522150537634, 52.5431989063568, 52.5431989063568
4/24/2017, 52.77, 52.94, 52.68, 52.8, 5566796, 1.00308063911727, 0.273598065141105, 0.48528696348284, 0, 0, -0.00280315571483669, -0.037195191484845, 0.0343920357700083, 52.1332727272729, 52.1307311827956, 52.5709290709291, 52.5709290709291
4/25/2017, 53.26, 53.72, 53.23, 53.65, 7942257, 1.02356989483918, 0.540240237300121, 0.607851283723753, 0, 0, 0.116504633996925, -0.00645522638849097, 0.122959860385416, 52.7998181818183, 52.3226451612902, 52.6401006166829, 52.6401006166829
4/26/2017, 53.57, 53.82, 53.44, 53.64, 3166945, 1.0079940084865, 1.11281362002849, 0.445372861544595, 0, 0, 0.20785398908167, 0.0364066167055412, 0.171447372376129, 53.3776363636365, 52.4743225806451, 52.7056582278481, 52.7056582278481
4/27/2017, 53.57, 53.68, 53.17, 53.52, 4604985, 1.00738712041209, 0.951285268737858, 0.40366977145849, 0, 0, 0.267482640625765, 0.082621821489586, 0.184860819136179, 53.7196363636365, 52.6543010752687, 52.7623981481482, 52.7623981481482
4/28/2017, 53.41, 53.57, 53.07, 53.07, 4040002, 1.01224026286475, 0.547473169249282, 0.257793688936488, 0, 0, 0.275254573993635, 0.121148371990396, 0.154106202003239, 53.7129090909093, 52.747505376344, 52.7947997591087, 52.7947997591087
5/1/2017, 53.32, 53.32, 52.95, 53.1, 3974782, 0.995924881595494, 0.859137874431245, 0.268979522372491, 0, 0, 0.280600053709293, 0.153038708334175, 0.127561345375118, 53.6945454545456, 52.8434193548386, 52.827167205407, 52.827167205407
5/2/2017, 53.12, 53.27, 52.95, 53.19, 3465819, 0.974608585299581, 0.846103854188032, 0.359693744270063, 0, 0, 0.28876987338726, 0.180184941344792, 0.108584932042468, 53.6178181818183, 52.9645161290321, 52.8623407917384, 52.8623407917384
5/3/2017, 52.97, 53.09, 52.52, 52.67, 6598859, 0.998622728678193, 0.192120896575682, 0.0997190288930488, 0, 0, 0.250398423010871, 0.194227637678008, 0.0561707853328634, 53.2898181818184, 52.9579569892472, 52.8716358543418, 52.8716358543418
5/4/2017, 52.82, 52.86, 52.56, 52.73, 3743801, 0.976058906950624, 0.203629245464219, 0.0700137695511492, 0, 0, 0.222268102368282, 0.199835730616063, 0.0224323717522196, 53.0430909090911, 52.9630752688171, 52.8832202462381, 52.8832202462381
5/5/2017, 52.83, 53.52, 52.83, 53.48, 5723720, 0.988111571715241, 0.585835239033984, 0.441457104540103, 0, 0, 0.257524767364913, 0.211373537965833, 0.0461512293990801, 53.0178181818184, 53.0726666666665, 52.9285164394548, 52.9285164394548
5/8/2017, 53.36, 53.43, 52.94, 53.05, 5108129, 0.997210113337692, 0.352608264735283, 0.246536722479097, 0, 0, 0.247910761110248, 0.218680982594716, 0.0292297785155319, 52.894181818182, 53.088258064516, 52.9524764890283, 52.9524764890283
5/9/2017, 53, 53.1, 52.58, 52.65, 4693230, 1.00392966167021, 0.245788578456815, 0.150520559470436, 0, 0, 0.205644394259899, 0.216073664927753, -0.0104292706678536, 52.7887272727275, 53.0514623655913, 52.957515321757, 52.957515321757
5/10/2017, 52.73, 52.89, 52.6, 52.82, 3194017, 0.978115332309533, 0.234892596125236, 0.22775892896513, 0, 0, 0.183747447077884, 0.209608421357779, -0.0258609742798945, 52.7945454545457, 53.0705591397848, 52.9697677902623, 52.9697677902623
5/11/2017, 52.68, 52.86, 52.26, 52.74, 3340290, 0.987501882062193, 0.21435035440749, -0.173070838813611, 0, 0, 0.158115964846075, 0.199309930055438, -0.0411939652093627, 52.7934545454548, 53.0792688172041, 52.9779511599512, 52.9779511599512
5/12/2017, 52.7, 52.77, 52.57, 52.61, 2359174, 0.959452704751227, 0.00271686415917784, -0.00997927953163098, 0, 0, 0.125862057515207, 0.184620355547392, -0.0587582980321854, 52.7000000000002, 53.0700215053762, 52.9508571428572, 52.9801027233637
5/15/2017, 52.77, 53.23, 52.77, 53.07, 3263078, 0.961992961317391, 0.26041311484282, 0.179824649952469, 0, 0, 0.135852733452381, 0.17486683112839, -0.0390140976760084, 52.7965454545457, 53.1172473118278, 52.9581733821735, 53.0017531556803
5/16/2017, 53.09, 53.21, 53.01, 53.08, 3034408, 0.932560628000344, 0.260367316980078, 0.315280071732295, 0, 0, 0.142929727608838, 0.168479410424479, -0.0255496828156417, 52.916181818182, 53.1481505376343, 52.9608717948719, 53.0229261038665
5/17/2017, 52.71, 52.75, 51.95, 51.96, 8132436, 1.01376640160788, -0.200875968470914, 0.00181658718854153, 0, 0, 0.0575008230008436, 0.146283692939752, -0.0887828699389087, 52.5509090909093, 53.0439999999999, 52.9138852258853, 52.9963180291154
5/18/2017, 51.76, 52.12, 51.35, 51.99, 6963348, 1.03657505512922, 0.104716683365997, 0.012565269671903, 0, 0, -0.00769277260942403, 0.115488399829917, -0.123181172439341, 52.2467272727275, 52.9438279569891, 52.8670061050062, 52.9718289473685
5/19/2017, 52.09, 52.66, 52.08, 52.44, 4989333, 1.04017849466742, 0.554634832063607, 0.22849637858818, 0, 0, -0.0227852731860168, 0.0878336652267303, -0.110618938412747, 52.2883636363638, 52.9218064516128, 52.8394529914531, 52.9665936426118
5/22/2017, 52.62, 52.75, 52.35, 52.5, 2871593, 1.02513547137794, 0.41103662061148, 0.164868962021756, 0, 0, -0.0295638958806563, 0.0643541530052529, -0.0939180488859093, 52.3214545454547, 52.9053548387095, 52.8223150183151, 52.9638964864297
5/23/2017, 52.61, 52.74, 52.47, 52.54, 3547953, 0.998831968690037, 0.459256096008305, 0.12591102824297, 0, 0, -0.0313469889219817, 0.045213924619806, -0.0765609135417877, 52.3183636363638, 52.8952258064515, 52.8036410256411, 52.9628200371059
5/24/2017, 52.65, 53.01, 52.64, 52.89, 3149903, 0.987042920272751, 0.585056773625458, 0.411166517537328, 0, 0, -0.00446654057633822, 0.0352778315805772, -0.0397443721569154, 52.476181818182, 52.9205591397848, 52.7973235653237, 52.9756303030304
5/25/2017, 53.08, 53.21, 52.71, 52.83, 4853767, 0.986077324447559, 0.29530004211991, 0.0958832755000241, 0, 0, 0.0118582157124365, 0.030593908406949, -0.0187356926945125, 52.5934545454547, 52.8921720430106, 52.7817924297926, 52.9855544554456
5/26/2017, 52.75, 52.98, 52.69, 52.93, 2120070, 0.96239829582536, 0.372650440024505, 0.268283632063888, 0.826224788107962, 0, 0.0324903385516535, 0.0309731944358899, 0.00151714411576358, 52.7143636363638, 52.8365591397848, 52.7761391941393, 52.9989633080955
5/30/2017, 52.85, 53.02, 52.74, 52.92, 2798812, 0.9409061736231, 0.0790426097601281, 0.242052210186022, 0.633853460606454, 0, 0.0474871260917524, 0.0342759807670624, 0.01321114532469, 52.9063636363639, 52.7938924731181, 52.7614945054946, 53.0114544070056
5/31/2017, 52.99, 53.09, 52.57, 53.08, 6169455, 0.940149151709265, -0.294809152403274, 0.197048842087921, 0.718511281070257, 0, 0.0714591148927823, 0.0417126075922064, 0.0297465073005759, 53.1638181818184, 52.7595268817203, 52.7621733821735, 53.029574309186
6/1/2017, 53.05, 53.78, 53.04, 53.72, 7904058, 0.951376789353898, 0.0592340623778613, 0.784963068831064, 0.863318478430726, 0, 0.1404803697666, 0.0614661600270851, 0.0790142097395146, 53.4183636363639, 52.8016129032257, 52.7915921855923, 53.0712802197803
6/2/2017, 53.7, 53.97, 53.59, 53.85, 4905434, 0.936909249171528, 0.187434128331154, 0.77551714187375, 0.899529240096307, 0, 0.203326305980944, 0.0898381892178569, 0.113488116763087, 53.6278181818184, 52.8850967741934, 52.8541733821735, 53.11641868823
6/5/2017, 53.8, 53.91, 53.61, 53.68, 2829321, 0.920825911223779, 0.340413372645043, 0.624716087025984, 0.846184010687088, 0, 0.23668621263343, 0.119207793900971, 0.117478418732458, 53.7670909090912, 52.9327526881719, 52.9161196581198, 53.1536818903192
6/6/2017, 53.53, 53.86, 53.41, 53.71, 4128611, 0.916187640453693, 0.340232205300843, 0.831408201695451, 0.745539280165799, 0, 0.262518775251372, 0.147869990171052, 0.114648785080321, 53.8610909090912, 53.0146666666665, 52.9818876678878, 53.1907684319834
6/7/2017, 53.88, 53.97, 53.61, 53.78, 4166014, 0.902715066201737, 0.329284291983096, 0.814546693609557, 0.79155830535439, 0, 0.285350341117265, 0.175366060360294, 0.109984280756971, 53.921272727273, 53.156258064516, 53.0459731379733, 53.2291454298335
6/8/2017, 53.69, 54.11, 53.68, 53.94, 3576218, 0.894894613409584, 0.720130538940237, 0.651959680799929, 0.855010557772954, 0, 0.312749997096333, 0.202842847707502, 0.109907149388831, 54.0390909090912, 53.3166451612902, 53.1043418803421, 53.2720166805672
6/9/2017, 54.06, 54.69, 54.06, 54.63, 7498298, 0.908055732655086, 1.00671832385717, 0.879324287163433, 1.08447462341713, 0, 0.385695596543215, 0.239413397474645, 0.14628219906857, 54.3260000000003, 53.5546451612901, 53.1847594627596, 53.3382113022113
6/12/2017, 54.56, 54.86, 54.3, 54.42, 5760444, 0.917433488445424, 0.534259157442797, 0.792623474567134, 0.944964425648321, 0, 0.421699179055246, 0.275870553790765, 0.145828625264481, 54.4621818181822, 53.7288387096772, 53.2598192918195, 53.3947940797941
6/13/2017, 54.39, 55.12, 54.39, 55.1, 3362501, 0.927048891454446, 1.12175104279552, 1.02448555821034, 1.19468741715456, 0, 0.499346439666603, 0.320565730965932, 0.17878070870067, 54.7500000000003, 53.9826021505374, 53.3578803418805, 53.4735082174463
6/14/2017, 55.18, 55.22, 54.37, 54.52, 5591171, 0.968018602772982, 1.00834073366042, 0.871820557716393, 0.923044756920199, 0, 0.508222824024031, 0.358097149577552, 0.150125674446479, 54.7505454545458, 54.1558709677417, 53.4303101343103, 53.5294643688869
6/15/2017, 54.14, 54.34, 53.81, 54.04, 4860124, 0.993478081273572, 0.642788469672879, 0.61893688850274, 0.77006917251091, 0, 0.47109494482801, 0.380696708627644, 0.0903982362003665, 54.6347272727277, 54.2249892473116, 53.4768595848598, 53.5670114416476
6/16/2017, 54.04, 54.05, 53.72, 54.02, 4575143, 0.974697847767912, 0.675172714126726, 0.626611552203195, 0.443041442482941, 0, 0.435042105630806, 0.391565788028276, 0.0434763176025301, 54.5205454545458, 54.2867311827955, 53.5118852258854, 53.6026536731634
6/19/2017, 54.29, 54.52, 54.22, 54.45, 2506414, 0.964564166200211, 0.949144730138833, 0.672990213884382, 0.460820300888116, 0, 0.436139828702736, 0.400480596163168, 0.0356592325395673, 54.5116363636367, 54.4447096774191, 53.5665494505496, 53.6517816091954
6/20/2017, 54.34, 54.34, 54.14, 54.15, 3458442, 0.950036803455613, 0.566517634799386, 0.582012149509406, 0.342567660300618, 0, 0.408097989756769, 0.402004074881888, 0.00609391487488031, 54.3630909090913, 54.529698924731, 53.6056043956046, 53.6892409097494
6/21/2017, 54.22, 54.27, 53.51, 53.58, 4761300, 0.98305838487804, 0.26332888243563, 0.370310127161352, 0.240599158477821, 0, 0.336007113206428, 0.388804682546796, -0.0527975693403686, 54.0076363636367, 54.5086021505374, 53.6283418803421, 53.7064335564735
6/22/2017, 53.58, 53.84, 53.54, 53.64, 3352112, 0.960825034464525, 1.02539594050694, 0.4413425568643, 0.406005254344594, 0, 0.280482841114782, 0.367140314260394, -0.0866574731456112, 53.7158181818186, 54.500451612903, 53.6621733821735, 53.7250294117647
6/23/2017, 53.77, 54.01, 53.56, 53.85, 3345351, 0.951006910050943, 1.12788021278903, 0.766550909342653, 0.548725829884498, 0, 0.250536669634272, 0.343819585335169, -0.0932829157008974, 53.6509090909094, 54.5083225806449, 53.7041489621491, 53.749914600551
6/26/2017, 54.03, 54.1, 53.79, 54.01, 4054062, 0.929478541028163, 0.973383834771033, 1.02901635708012, 0.520281692364857, 0, 0.236982983492737, 0.322452264966683, -0.0854692814739456, 53.6418181818185, 54.5206666666664, 53.7505885225887, 53.7792250372578
6/27/2017, 54.12, 54.19, 53.66, 53.68, 3613190, 0.937799538019459, 0.718771452227969, 0.767064154962164, 0.494731837449921, 0, 0.197338551518683, 0.297429522277083, -0.1000909707584, 53.6770909090913, 54.5127741935481, 53.7814603174605, 53.7969292283087
6/28/2017, 54.07, 54.3, 53.97, 54.17, 3295991, 0.940077999646304, 0.952914088710679, 0.956373287354379, 0.596490555647247, 0, 0.203117545823702, 0.278567126986407, -0.0754495811627052, 53.8430909090913, 54.5637849462363, 53.8295164835166, 53.8297915027537
6/29/2017, 54.15, 54.24, 53.38, 53.52, 4405816, 0.984264274641224, 0.359556461810768, 0.678271412849126, 0.457015054075887, 0, 0.153478666195738, 0.253549434828273, -0.100070768632535, 53.7076363636367, 54.4506236559137, 53.8515677655679, 53.8409341935484
6/30/2017, 53.61, 54.05, 53.6, 53.81, 3129348, 0.979259111314966, 0.544432851385887, 0.581977299078581, 0.647003982316553, 0, 0.135972664593247, 0.230034080781268, -0.094061416188021, 53.6967272727276, 54.3661935483868, 53.8886373626375, 53.8608533333333
7/3/2017, 53.94, 54.42, 53.89, 54.28, 3108488, 0.978431026913512, 0.722796512064706, 0.761467566204153, 0.732769753011145, 0, 0.158200467729834, 0.215667358170981, -0.0574668904411468, 53.9456363636367, 54.3596559139782, 53.9389279609281, 53.8948856392951
7/5/2017, 54.34, 54.36, 53.92, 54.1, 5705736, 0.973267547760114, 0.631118836065068, 0.491941818054309, 0.690727722463012, 0, 0.159453584515148, 0.204424603439815, -0.0449710189246662, 54.0816363636367, 54.3224086021503, 53.9823589743591, 53.9223031496063
7/6/2017, 53.8, 54.15, 53.7, 53.86, 4929441, 0.970499175958615, 0.420275367313237, 0.10315926424358, 0.503542573501038, 0, 0.139472937158729, 0.191434270183597, -0.0519613330248686, 54.0234545454549, 54.2470537634406, 54.0111868131869, 53.9414825581395
7/7/2017, 53.95, 54.2, 53.74, 54.14, 2623391, 0.959688425125129, 0.241756750001423, 0.209778435273498, 0.462306298143492, 0, 0.144565330971695, 0.182060482341217, -0.0374951513695224, 54.0587272727277, 54.2220430107524, 54.0500000000001, 53.9686463923673
7/10/2017, 54.13, 54.7, 53.91, 54.48, 3855861, 0.978517892244141, 0.348595479038522, 0.377042413123495, 0.551888663537151, 0, 0.174030137167364, 0.180454413306446, -0.0064242761390825, 54.2261818181822, 54.2281075268814, 54.1249572649574, 54.0053458602466
