Date,FXF_Open,FXF_High,FXF_Low,FXF_Close,FXF_Volume,FXF_ATRPercentOfClose20,FXF_SQN25,FXF_SQN50,FXF_SQN100,FXF_SQN200,FXF_MACD,FXF_MACD_Avg,FXF_MACD_Diff,FXF_LinReg10,FXF_LinReg30,FXF_LinReg90,FXF_LinReg270
3/8/2017, 93.9, 93.92, 93.81, 93.87, 4927, 0.527257976041094, -1.47354101820102, 0, 0, 0, -0.237549013419041, -0.11614691252093, -0.121402100898111, 93.9394545454544, 94.0134838709676, 94.9153526570049, 94.9153526570049
3/9/2017, 93.95, 94.28, 93.95, 94.19, 11289, 0.520957860711632, -1.10551666284057, 0, 0, 0, -0.233986633545314, -0.139714856725807, -0.0942717768195069, 93.9561818181817, 93.9300645161288, 94.8574468085107, 94.8574468085107
3/10/2017, 94.25, 94.46, 94.21, 94.29, 19780, 0.508702618044408, -0.984515216605874, 0, 0, 0, -0.220551872863098, -0.155882259953265, -0.0646696129098326, 94.0121818181817, 93.8674623655912, 94.8119680851065, 94.8119680851065
3/13/2017, 94.45, 94.6, 94.45, 94.6, 6359, 0.498068619055357, -0.815069722567112, 0, 0, 0, -0.182783306825883, -0.161262469327789, -0.021520837498094, 94.1605454545454, 93.8503440860212, 94.794761904762, 94.794761904762
3/14/2017, 94.35, 94.54, 94.27, 94.3, 3511, 0.492167834512247, -1.08115391915976, 0, 0, 0, -0.175041173243173, -0.164018210110865, -0.0110229631323074, 94.2874545454545, 93.8271827956986, 94.7550040816327, 94.7550040816327
3/15/2017, 94.32, 95.26, 94.32, 95.26, 29595, 0.513235938009445, -0.201441310854742, 0, 0, 0, -0.090399431282421, -0.149294454345177, 0.0588950230627556, 94.6896363636362, 93.9710322580642, 94.7925176470589, 94.7925176470589
3/16/2017, 95.53, 95.68, 95.42, 95.58, 17291, 0.507912875936815, -0.078936992762509, 0.989024501241286, 0, 0, 0.0024725822911762, -0.118941047017906, 0.121413629309082, 95.0716363636363, 94.1459139784944, 94.8519004524887, 94.8519004524887
3/17/2017, 95.55, 95.56, 95.35, 95.39, 6780, 0.495534092126415, 0.108344410543377, 0.74194446743452, 0, 0, 0.0600506831560637, -0.0831427009831121, 0.143193384139176, 95.3783636363635, 94.2934408602148, 94.8931712626996, 94.8931712626996
3/20/2017, 95.48, 95.58, 95.32, 95.32, 5790, 0.484741367976729, 0.181886516640866, 0.347920519318629, 0, 0, 0.0988933469886035, -0.046735491388769, 0.145628838377373, 95.5563636363634, 94.4394193548384, 94.9266247379455, 94.9266247379455
3/21/2017, 95.71, 95.91, 95.71, 95.77, 14304, 0.489143467012266, 0.533329279706068, 0.809199304984623, 0, 0, 0.164096079655266, -0.00456917717996194, 0.168665256835228, 95.7954545454543, 94.6586021505373, 94.9903569023569, 94.9903569023569
3/22/2017, 96, 96.3, 95.99, 95.99, 37858, 0.491228319032988, 0.680229149693818, 0.819034012216413, 0, 0, 0.230860658472096, 0.0425167899504497, 0.188343868521647, 95.9894545454542, 94.8719999999997, 95.0656558441559, 95.0656558441559
3/23/2017, 95.94, 96.01, 95.89, 95.9, 9168, 0.473361376713011, 0.561679532309704, 0.815589316846484, 0, 0, 0.273358711294719, 0.0886851742193036, 0.184673537075416, 96.100727272727, 95.0773118279567, 95.130037593985, 95.130037593985
3/24/2017, 95.94, 96.15, 95.9, 96.09, 50642, 0.461812761218013, 0.282939735323895, 0.861437601025822, 0, 0, 0.318696402693689, 0.134687419914181, 0.184008982779508, 96.2043636363634, 95.2684946236555, 95.2034724742892, 95.2034724742892
3/27/2017, 96.93, 96.93, 96.6, 96.6, 18791, 0.479884149214978, 0.887720555350637, 0.861028239496264, 0, 0, 0.391269278830279, 0.1860037916974, 0.205265487132879, 96.4479999999997, 95.5046451612899, 95.3067679719462, 95.3067679719462
3/28/2017, 96.78, 96.79, 95.93, 95.96, 7271, 0.503740812562094, 0.858159272848033, 0.54455246124507, 0, 0, 0.392615329605889, 0.227326099279098, 0.16528923032679, 96.3014545454543, 95.6332043010749, 95.3616610169492, 95.3616610169492
3/29/2017, 95.54, 95.56, 95.43, 95.56, 17416, 0.508288195424713, 0.645673853577307, 0.169886965899497, 0, 0, 0.357286847112647, 0.253318248845808, 0.103968598266839, 96.1181818181815, 95.6985376344082, 95.3873005464481, 95.3873005464481
3/30/2017, 95.6, 95.6, 95.13, 95.13, 14704, 0.509759476054307, 0.249551638358033, 0.17061327498804, 0, 0, 0.291234197328905, 0.260901438542427, 0.0303327587864773, 95.8339999999998, 95.7129677419351, 95.3838762559492, 95.3838762559492
3/31/2017, 95.11, 95.17, 95, 95.06, 4586, 0.493569829678035, 0.271422432514704, 0.131286291795254, 0, 0, 0.230580591973208, 0.254837269228583, -0.0242566772553754, 95.5121818181815, 95.7678494623652, 95.3761290322581, 95.3761290322581
4/3/2017, 94.96, 95.03, 94.84, 95.01, 9342, 0.480715825794488, 0.32621768734806, -0.0463233329518209, 0, 0, 0.17644365795411, 0.239158546973689, -0.0627148890195789, 95.1770909090906, 95.7824731182792, 95.3656051587302, 95.3656051587302
4/4/2017, 95, 95, 94.93, 94.96, 2617, 0.461132793579376, 0.0536125872574243, -0.202973569784753, 0, 0, 0.128029323233108, 0.216932702225572, -0.0889033789924649, 94.9316363636361, 95.7515483870964, 95.3525, 95.3525
4/5/2017, 94.64, 94.78, 94.5, 94.78, 3693, 0.463174842523556, 0.202112852274717, -0.199441618723764, 0, 0, 0.0742798664205537, 0.188402135064569, -0.114122268644015, 94.7121818181815, 95.6910967741932, 95.3291748251749, 95.3291748251749
4/6/2017, 94.76, 94.78, 94.65, 94.65, 27917, 0.447487860493011, 0.384136656856645, -0.307946636093141, 0, 0, 0.0209516040583537, 0.154912028863326, -0.133960424804972, 94.4958181818179, 95.6309677419351, 95.2992808683854, 95.2992808683854
4/7/2017, 94.57, 94.57, 94.3, 94.31, 1121, 0.44520188416796, -0.0379727209065605, -0.441303917026258, 0, 0, -0.0481910699184027, 0.11429140910698, -0.162482479025383, 94.2681818181815, 95.5205591397846, 95.2509964881475, 95.2509964881475
4/10/2017, 94.31, 94.43, 94.31, 94.43, 1038, 0.428758235847573, 0.180900205733681, -0.384628321499306, 0, 0, -0.0922408450293233, 0.0729849582797194, -0.165225803309043, 94.2810909090906, 95.4170537634405, 95.2119948849104, 95.2119948849104
4/11/2017, 94.49, 94.57, 94.31, 94.44, 5467, 0.421042547654934, 0.277242462188602, -0.546630643853863, 0, 0, -0.124903878577442, 0.0334071909082872, -0.158311069485729, 94.2878181818179, 95.3454193548383, 95.1754492753623, 95.1754492753623
4/12/2017, 94.6, 94.78, 94.31, 94.76, 2908, 0.423439165159407, 0.533352192908958, -0.638338327565631, 0, 0, -0.1235441028265, 0.00201693216132974, -0.12556103498783, 94.4079999999997, 95.2878924731179, 95.1585513078471, 95.1585513078471
4/13/2017, 94.58, 94.68, 94.58, 94.63, 1842, 0.412330556123641, 0.270673583752228, -0.592614640312324, 0, 0, -0.131441211821326, -0.0246746966352013, -0.106766515186124, 94.4409090909087, 95.1831397849459, 95.1352582159624, 95.1352582159624
