Date,RXI_Open,RXI_High,RXI_Low,RXI_Close,RXI_Volume,RXI_ATRPercentOfClose20,RXI_SQN25,RXI_SQN50,RXI_SQN100,RXI_SQN200,RXI_MACD,RXI_MACD_Avg,RXI_MACD_Diff,RXI_LinReg10,RXI_LinReg30,RXI_LinReg90,RXI_LinReg270
3/28/2017, 95.76, 96.37, 95.76, 96.28, 7342, 0.609078282747671, 0.678605104892242, 1.25614835958923, 0, 0, 0.41489000024589, 0.426163763347277, -0.011273763101387, 95.4529090909085, 95.6338924731179, 95.8694237288136, 95.8694237288136
3/29/2017, 95.97, 96.5, 95.97, 96.5, 3413, 0.604766364868378, 0.728369907086909, 1.31136322147747, 0, 0, 0.471344806519937, 0.435199971981809, 0.036144834538128, 95.8056363636358, 95.7768602150534, 95.9732240437159, 95.9732240437159
3/30/2017, 96.31, 96.67, 96.31, 96.58, 3750, 0.592689547518208, 0.875306640771657, 1.49481317996883, 0, 0, 0.516586095691679, 0.451477196723783, 0.0651088989678956, 96.2010909090903, 95.9316559139781, 96.0757800105764, 96.0757800105764
3/31/2017, 96.5, 96.77, 96.47, 96.48, 14397, 0.579185931533407, 0.908150626157318, 1.52651429246893, 0, 0, 0.538167321160245, 0.468815221611076, 0.0693520995491692, 96.5416363636357, 96.0451397849459, 96.1658371735792, 96.1658371735792
4/3/2017, 96.34, 96.34, 95.75, 96.14, 4361, 0.590137983572144, 0.721522883508544, 1.32963832545857, 0, 0, 0.521820220645182, 0.479416221417897, 0.0424039992272852, 96.6776363636356, 96.100021505376, 96.229384920635, 96.229384920635
4/4/2017, 95.88, 95.96, 95.78, 95.92, 3008, 0.580682573536224, 0.858146193830781, 1.19433575178193, 0, 0, 0.485516136530563, 0.48063620444043, 0.00487993209013315, 96.572181818181, 96.1562580645157, 96.275576923077, 96.275576923077
4/5/2017, 95.79, 96.37, 95.42, 95.42, 15003, 0.604318998437591, -0.020478058461673, 0.770131117911846, 0, 0, 0.411653778474616, 0.466839719247267, -0.0551859407726517, 96.2398181818173, 96.1497419354834, 96.2887552447553, 96.2887552447553
4/6/2017, 95.54, 95.97, 95.54, 95.78, 4059, 0.600656847873973, 0.36596978419716, 0.684670533902854, 0, 0, 0.37781114719462, 0.449034004836738, -0.0712228576421176, 96.0278181818173, 96.1721935483866, 96.3220895522388, 96.3220895522388
4/7/2017, 95.82, 95.82, 95.49, 95.49, 295759, 0.589636268142221, 0.444588223982631, 0.584355809357793, 0, 0, 0.323856821864766, 0.423998568242344, -0.100141746377578, 95.6874545454536, 96.1407956989242, 96.3363081650571, 96.3363081650571
4/10/2017, 95.81, 96.04, 95.61, 95.78, 6124, 0.587170065594652, 0.677981280580818, 0.871591034149676, 0, 0, 0.301028141656317, 0.399404482925138, -0.0983763412688209, 95.5196363636354, 96.1419784946232, 96.3660358056267, 96.3660358056267
4/11/2017, 95.47, 96.01, 95.46, 96.01, 16004, 0.585118127679648, 1.07100914238296, 1.11552661411217, 0, 0, 0.298059481759012, 0.379135482691913, -0.0810760009329013, 95.5589090909081, 96.1343870967738, 96.4068819875777, 96.4068819875777
4/12/2017, 95.88, 95.96, 95.59, 95.75, 4505, 0.579303727066286, 0.761985790961716, 0.995044088065236, 0, 0, 0.271596178628528, 0.357627621879236, -0.0860314432507082, 95.5670909090899, 96.1673978494619, 96.430740442656, 96.430740442656
4/13/2017, 95.57, 95.67, 95.1, 95.13, 13857, 0.588089091488143, 0.246639849752083, 0.76658428326889, 0, 0, 0.19830901886958, 0.325763901277305, -0.127454882407725, 95.4179999999989, 96.0999354838705, 96.4188145539907, 96.4188145539907
4/17/2017, 95.33, 95.86, 95.33, 95.83, 2520, 0.592691949385409, 0.445333486901503, 1.08486164189379, 0, 0, 0.194470827960217, 0.299505286613887, -0.10503445865367, 95.5698181818171, 96.094215053763, 96.4451369863014, 96.4451369863014
4/18/2017, 95.78, 95.84, 95.45, 95.84, 7247, 0.583345012876915, 0.278292076605233, 1.06621757635763, 0, 0, 0.19004522735645, 0.2776132747624, -0.0875680474059499, 95.6925454545443, 96.07552688172, 96.4703554239171, 96.4703554239171
4/19/2017, 96.13, 96.28, 95.77, 95.77, 3607, 0.58120911279542, 0.356248382335036, 1.2742332137433, 0, 0, 0.178828073295321, 0.257856234468984, -0.0790281611736628, 95.7634545454533, 96.0149462365586, 96.4903027027028, 96.4903027027028
4/20/2017, 96.26, 96.97, 96.26, 96.91, 3114, 0.607566576161351, 0.611956017191817, 1.63126199378314, 0, 0, 0.258941948907875, 0.258073377356762, 0.000868571551112862, 96.1363636363624, 96.1046666666662, 96.568554385965, 96.568554385965
4/21/2017, 96.75, 96.75, 96.42, 96.64, 68325, 0.604152659882106, 0.336628022517221, 1.34828702019687, 0, 0, 0.297219863431579, 0.265902674571726, 0.0313171888598533, 96.4067272727258, 96.1585806451608, 96.6289507860561, 96.6289507860561
4/24/2017, 98.02, 98.07, 97.85, 97.99, 67674, 0.639004463705034, 0.801259705200963, 1.59153467775909, 0, 0, 0.431514869244396, 0.299025113506259, 0.132489755738136, 97.038545454544, 96.3913333333329, 96.755054945055, 96.755054945055
4/25/2017, 98.57, 98.94, 98.57, 98.84, 3682, 0.649891188066911, 1.22719305352476, 1.64216564572121, 0, 0, 0.599620473579265, 0.359144185520861, 0.240476288058404, 97.8856363636348, 96.7347096774189, 96.9179779292438, 96.9179779292438
4/26/2017, 99.02, 99.46, 98.94, 99.3, 3316, 0.64575511356603, 1.77372084373282, 1.64631160872782, 0, 0, 0.761189018587174, 0.439553152134123, 0.321635866453051, 98.7707272727256, 97.0998709677415, 97.0962689873418, 97.0962689873418
4/27/2017, 99.41, 99.6, 99.32, 99.58, 4820, 0.626805670197343, 1.89909529419321, 1.65073301577359, 0, 0, 0.901435724578135, 0.531929666622926, 0.36950605795521, 99.5210909090893, 97.507655913978, 97.2802314814816, 97.2802314814816
4/28/2017, 99.75, 99.75, 99.14, 99.23, 9494, 0.628302360237215, 1.68034015313507, 1.45776550598135, 0, 0, 0.973122622724006, 0.620168257843142, 0.352954364880864, 99.8176363636346, 97.866279569892, 97.4390003011142, 97.4390003011142
5/1/2017, 99.64, 99.75, 99.34, 99.53, 13478, 0.6212109016982, 1.7777306576802, 1.62517217056672, 0, 0, 1.04212947884713, 0.70456050204394, 0.33756897680319, 100.13418181818, 98.246473118279, 97.605060240964, 97.605060240964
5/2/2017, 99.57, 99.57, 99.2, 99.52, 5153, 0.608798884583207, 1.59293663911517, 1.62869139084932, 0, 0, 1.08352083929864, 0.78035256949488, 0.303168269803763, 100.247454545453, 98.5820860215049, 97.7633390705681, 97.7633390705681
5/3/2017, 99.56, 99.56, 99.03, 99.24, 11829, 0.606693689480398, 1.2144250370752, 1.35950877267003, 0, 0, 1.08126596968886, 0.840535249533676, 0.240730720155182, 100.049272727271, 98.8102580645156, 97.9016078431373, 97.9016078431373
5/4/2017, 99.24, 99.47, 99.06, 99.47, 5900, 0.5956355449566, 1.21565153267745, 1.39301322387314, 0, 0, 1.08552479298957, 0.889533158224855, 0.195991634764718, 99.9692727272707, 99.0389247311822, 98.044484268126, 98.044484268126
5/5/2017, 99.6, 99.86, 99.6, 99.86, 961, 0.583171182395267, 1.33126483439743, 1.57765578398944, 0, 0, 1.10760193611134, 0.933146913802152, 0.174455022309185, 99.8303636363616, 99.2947741935479, 98.1990376904572, 98.1990376904572
5/8/2017, 100.07, 100.08, 99.88, 99.98, 2790, 0.564349875578033, 1.42606079053048, 1.66992649306707, 0, 0, 1.12184924840204, 0.97088738072213, 0.150961867679913, 99.8272727272707, 99.5383440860209, 98.3524634273773, 98.3524634273773
5/9/2017, 100.06, 100.27, 100.06, 100.22, 4615, 0.549316658673689, 1.69466803259349, 1.73511121972584, 0, 0, 1.13937236488734, 1.00458437755517, 0.134787987332165, 99.9685454545433, 99.8117419354834, 98.5101736465782, 98.5101736465782
5/10/2017, 99.99, 100.04, 99.71, 99.97, 6419, 0.548663496605615, 1.68402292424455, 1.8251772002744, 0, 0, 1.120173981907, 1.02770229842554, 0.0924716834814638, 100.04018181818, 100.069548387096, 98.6502921348315, 98.6502921348315
5/11/2017, 99.72, 99.72, 99.08, 99.57, 5904, 0.568016423298987, 1.75493678433784, 1.37813230472787, 0, 0, 1.06045816638786, 1.034253472018, 0.0262046943698584, 99.9930909090887, 100.267462365591, 98.7671233211234, 98.7671233211234
5/12/2017, 99.48, 99.53, 99.38, 99.46, 4809, 0.549763980539776, 1.5518382659307, 1.45347773774443, 0, 0, 0.992812348914029, 1.02596524739721, -0.0331528984831786, 99.8385454545432, 100.436946236559, 98.8581684981687, 98.8743382704254
5/15/2017, 99.62, 99.88, 99.56, 99.66, 10679, 0.542299309946436, 1.78972913454602, 1.68345881447078, 0, 0, 0.944453804181947, 1.00966295875416, -0.0652091545722084, 99.8005454545431, 100.606559139784, 98.9765299145301, 98.9856591865359
5/16/2017, 99.88, 99.88, 99.5, 99.56, 6467, 0.534785775088376, 1.61479857938794, 1.6892768338765, 0, 0, 0.887825841167569, 0.985295535236838, -0.0974696940692694, 99.7189090909068, 100.720301075268, 99.0871013431015, 99.0881903454588
5/17/2017, 99.1, 99.13, 98.18, 98.18, 20689, 0.585466573430523, 0.799548635081052, 1.23822435469858, 0, 0, 0.723256059989154, 0.932887640187301, -0.209631580198147, 99.1023636363612, 100.622215053763, 99.1340781440783, 99.1287368421054
5/18/2017, 98.33, 98.96, 98.33, 98.84, 17776, 0.591936996868052, 1.11900395127942, 1.34768665127331, 0, 0, 0.63872696009166, 0.874055504168173, -0.235328544076513, 98.817636363634, 100.559956989247, 99.2072722832725, 99.1947500000001
5/19/2017, 99.05, 99.59, 98.94, 99.49, 26235, 0.596358429308637, 1.61114956890243, 1.45760626636314, 0, 0, 0.61707336945868, 0.822659077226275, -0.205585707767594, 98.8698181818157, 100.582107526881, 99.3047106227108, 99.2846434707904
5/22/2017, 99.5, 99.85, 99.5, 99.82, 7759, 0.582700011273497, 1.49515003856203, 1.46155488017681, 0, 0, 0.619400916746699, 0.782007445130359, -0.162606528383661, 99.0801818181793, 100.602860215053, 99.4237289377291, 99.3843298969073
5/23/2017, 99.87, 99.87, 99.35, 99.41, 15542, 0.582002407897139, 1.31654801970056, 1.23009037503292, 0, 0, 0.58145924106924, 0.741897804318135, -0.160438563248896, 99.2056363636338, 100.562989247311, 99.5177045177047, 99.4636178107607
5/24/2017, 99.25, 99.74, 99.09, 99.68, 7496, 0.584008992782923, 1.44270489298157, 1.37639290705595, 0, 0, 0.566645002392391, 0.706847243932987, -0.140202241540595, 99.4185454545428, 100.54929032258, 99.6223736263738, 99.5504848484849
5/25/2017, 99.87, 100.38, 99.87, 100.15, 5888, 0.587152427164969, 1.26821478582467, 1.36065728076286, 0, 0, 0.586073789726569, 0.682692553091703, -0.096618763365134, 99.7296363636336, 100.554215053763, 99.7439609279611, 99.6524752475248
5/26/2017, 100.2, 100.23, 100.1, 100.23, 3410, 0.563834678255443, 1.42282756192586, 1.2924541193811, 2.21461208714666, 0, 0.600998636900343, 0.666353769853431, -0.0653551329530884, 100.014727272725, 100.499569892473, 99.8557851037853, 99.7537041351194
5/30/2017, 100.27, 100.6, 100.27, 100.44, 3918, 0.552941978409656, 1.10657386301753, 1.33154922314276, 2.05308049189656, 0, 0.622595042670099, 0.657602024416765, -0.0350069817466658, 100.370363636361, 100.485333333333, 99.9674285714288, 99.8592271083191
5/31/2017, 100.01, 100.61, 100.01, 100.58, 7675, 0.554390710836076, 0.835398400359678, 1.47745268972396, 2.06001845056538, 0, 0.64358829456755, 0.654799278446922, -0.0112109838793718, 100.711818181815, 100.459784946236, 100.082664224664, 99.9661781179985
6/1/2017, 101.17, 101.39, 101.17, 101.38, 1565, 0.562463866749832, 0.953231509322104, 1.95284434746308, 2.18967426264857, 0, 0.716519323324036, 0.667143287422345, 0.0493760359016912, 100.997999999997, 100.500494623656, 100.229904761905, 100.099516483517
6/2/2017, 101.81, 102.24, 101.81, 102.21, 4184, 0.572071788186509, 1.14086747538085, 2.16151584027044, 2.32519439709266, 0, 0.831704382055477, 0.700055506348971, 0.131648875706506, 101.528363636361, 100.686322580645, 100.421748473749, 100.259248876909
6/5/2017, 101.85, 101.85, 101.66, 101.76, 3760, 0.572895878508411, 1.09336772991085, 1.97388455247155, 2.20323204190529, 0, 0.87657353767635, 0.735359112614447, 0.141214425061903, 101.849454545452, 100.762860215053, 100.601008547009, 100.396639040734
6/6/2017, 101.33, 101.33, 101.04, 101.13, 2705, 0.583239299586325, 0.670669490781917, 1.74080960384182, 1.91875214322029, 0, 0.851481582249107, 0.758583606541379, 0.0928979757077282, 101.895090909088, 100.816430107527, 100.746371184371, 100.505976116303
6/7/2017, 101.17, 101.2, 100.99, 101.2, 1662, 0.564069573604811, 0.703741772934374, 1.63258865905094, 1.95714594533406, 0, 0.827703194581034, 0.77240752414931, 0.0552956704317235, 101.811454545451, 100.91529032258, 100.879540903541, 100.613982330955
6/8/2017, 100.9, 100.9, 100.22, 100.4, 14370, 0.588940725163013, 0.469815293760388, 1.18540935980423, 1.71009126992601, 0, 0.735823224817395, 0.765090664282927, -0.0292674394655323, 101.407818181815, 100.928086021505, 100.963663003663, 100.689219349458
6/9/2017, 100.31, 100.42, 99.79, 99.91, 6045, 0.593766053108279, 0.183500909559182, 0.974657857035927, 1.57805915634506, 0, 0.616363724577283, 0.735345276341798, -0.118981551764515, 100.889636363633, 100.890279569892, 101.021929181929, 100.744132678133
6/12/2017, 99.66, 100.06, 99.66, 99.79, 3154, 0.584798156606331, -0.0145172818656611, 0.917527275750241, 1.64245429728092, 0, 0.506173361431024, 0.689510893359644, -0.183337531928619, 100.359090909087, 100.811784946236, 101.068456654457, 100.792693050193
6/13/2017, 100.3, 100.68, 100.3, 100.68, 2576, 0.594846619441384, 0.271309799310135, 1.1637581759424, 1.85024385088219, 0, 0.485070673935454, 0.648622849474806, -0.163552175539352, 100.201999999997, 100.862602150537, 101.143875457876, 100.870747471555
6/14/2017, 100.97, 100.97, 100.17, 100.49, 9193, 0.605977706867256, 0.112963668990685, 1.21288181626473, 1.77239571946292, 0, 0.4478526632317, 0.608468812226185, -0.160616148994485, 99.9941818181782, 100.881225806451, 101.206600732601, 100.939408476945
