Date,RXI_Open,RXI_High,RXI_Low,RXI_Close,RXI_Volume,RXI_ATRPercentOfClose20,RXI_SQN25,RXI_SQN50,RXI_SQN100,RXI_SQN200,RXI_MACD,RXI_MACD_Avg,RXI_MACD_Diff,RXI_LinReg10,RXI_LinReg30,RXI_LinReg90,RXI_LinReg270
1/3/2017, 90.71, 91.01, 90.28, 90.84, 93837, 0, 0, 0, 0, 0, 0, 0, 0, 90.84, 90.84, 90.84, 90.84
1/4/2017, 91.09, 91.97, 91.09, 91.96, 5487, 0, 0, 0, 0, 0, 0.0893447293447309, 0.0178689458689462, 0.0714757834757847, 91.96, 91.96, 91.96, 91.96
1/5/2017, 91.71, 92.06, 91.71, 92.06, 7666, 0, 0, 0, 0, 0, 0.166303195590956, 0.0475557958133481, 0.118747399777608, 92.23, 92.23, 92.23, 92.23
1/6/2017, 91.51, 92.33, 91.43, 92.16, 13419, 0, 0, 0, 0, 0, 0.232680305093353, 0.0845806976693492, 0.148099607424004, 92.364, 92.364, 92.364, 92.364
1/9/2017, 91.96, 92.24, 91.92, 92.24, 16517, 0, 0, 0, 0, 0, 0.288415301938912, 0.125347618523262, 0.16306768341565, 92.452, 92.452, 92.452, 92.452
1/10/2017, 92.24, 92.72, 92.19, 92.27, 33346, 0, 0, 0, 0, 0, 0.331188700584974, 0.166515834935604, 0.16467286564937, 92.4995238095238, 92.4995238095238, 92.4995238095238, 92.4995238095238
1/11/2017, 92.24, 92.85, 92.23, 92.83, 8148, 0, 0, 0, 0, 0, 0.405598757067395, 0.214332419361962, 0.191266337705433, 92.7767857142857, 92.7767857142857, 92.7767857142857, 92.7767857142857
1/12/2017, 92.69, 92.78, 92.13, 92.74, 17943, 0, 0, 0, 0, 0, 0.452095539131207, 0.261885043315811, 0.190210495815396, 92.9025, 92.9025, 92.9025, 92.9025
1/13/2017, 93.07, 93.07, 92.78, 92.91, 6860, 0, 0, 0, 0, 0, 0.496933809532962, 0.308894796559241, 0.18803901297372, 93.0413333333333, 93.0413333333333, 93.0413333333333, 93.0413333333333
1/17/2017, 92.89, 93.18, 92.72, 92.97, 14784, 0, 0, 0, 0, 0, 0.531186769995514, 0.353353191246496, 0.177833578749018, 93.1505454545454, 93.1505454545454, 93.1505454545454, 93.1505454545454
1/18/2017, 92.93, 92.93, 92.45, 92.61, 10987, 0, 0, 0, 0, 0, 0.523251775828058, 0.387332908162808, 0.135918867665249, 92.9667272727272, 93.1077272727272, 93.1077272727272, 93.1077272727272
1/19/2017, 92.78, 93.03, 92.37, 92.44, 6508, 0, 0, 0, 0, 0, 0.49751066329425, 0.409368459189097, 0.0881422041051531, 92.8516363636363, 93.0210256410256, 93.0210256410256, 93.0210256410256
1/20/2017, 92.69, 92.87, 92.42, 92.59, 79217, 0, 0, 0, 0, 0, 0.483639299761563, 0.42422262730359, 0.0594166724579732, 92.7821818181818, 92.992967032967, 92.992967032967, 92.992967032967
1/23/2017, 92.68, 92.75, 92.35, 92.72, 12238, 0, 0, 0, 0, 0, 0.477630233748641, 0.4349041485926, 0.042726085156041, 92.7487272727272, 93.0017142857143, 93.0017142857143, 93.0017142857143
1/24/2017, 92.89, 93.4, 92.89, 93.38, 7873, 0, 0, 0, 0, 0, 0.520128769108908, 0.451949072695862, 0.0681796964130459, 92.9287272727272, 93.1655, 93.1655, 93.1655
1/25/2017, 93.78, 94.05, 93.78, 93.99, 8313, 0, 0, 0, 0, 0, 0.59615891767767, 0.480791041692224, 0.115367875985446, 93.2632727272726, 93.4325735294118, 93.4325735294118, 93.4325735294118
1/26/2017, 93.86, 94.17, 93.86, 93.96, 11737, 0, 0, 0, 0, 0, 0.646539701682528, 0.513940773690284, 0.132598927992243, 93.6056363636363, 93.6392156862745, 93.6392156862745, 93.6392156862745
1/27/2017, 93.63, 93.63, 93.24, 93.51, 8624, 0, 0, 0, 0, 0, 0.642746416197056, 0.539701902191639, 0.103044514005417, 93.712909090909, 93.7133333333333, 93.7133333333333, 93.7133333333333
1/30/2017, 93.08, 93.21, 92.51, 93.13, 13685, 0, 0, 0, 0, 0, 0.602136333082257, 0.552188788369762, 0.0499475447124943, 93.680909090909, 93.6979473684211, 93.6979473684211, 93.6979473684211
1/31/2017, 92.83, 93.17, 92.64, 93.17, 26388, 0, 0, 0, 0, 0, 0.566648247073999, 0.55508068011061, 0.0115675669633896, 93.6627272727272, 93.6901428571429, 93.6901428571429, 93.6901428571429
2/1/2017, 93.22, 93.4, 92.68, 93.1, 10717, 0, 0, 0, 0, 0, 0.526802615619403, 0.549425067212368, -0.0226224515929658, 93.5374545454545, 93.6690476190476, 93.6690476190476, 93.6690476190476
2/2/2017, 92.78, 93.06, 92.78, 92.87, 40802, 0.63761306126844, 0, 0, 0, 0, 0.471233501338787, 0.533786754037652, -0.062553252698865, 93.2719999999999, 93.6101976284586, 93.6101976284586, 93.6101976284586
2/3/2017, 92.89, 93.01, 92.82, 92.93, 4419, 0.615564067039708, 0, 0, 0, 0, 0.427112588425615, 0.512451920915245, -0.0853393324896298, 93.0338181818181, 93.5680434782609, 93.5680434782609, 93.5680434782609
2/6/2017, 92.55, 92.55, 92.22, 92.38, 66287, 0.626695716740638, 0, 0, 0, 0, 0.343802897813575, 0.478722116294911, -0.134919218481336, 92.6130909090908, 93.4442, 93.4442, 93.4442
2/7/2017, 92.4, 92.4, 92.16, 92.24, 11583, 0.609274097971326, 0, 0, 0, 0, 0.263445699780632, 0.435666832992055, -0.172221133211423, 92.2945454545454, 93.3146461538462, 93.3146461538462, 93.3146461538462
2/8/2017, 92.12, 92.81, 92.12, 92.81, 13786, 0.612428301444148, 1.0617140512753, 0, 0, 0, 0.242955636367014, 0.397124593667047, -0.154168957300033, 92.3570909090908, 93.2836752136752, 93.2836752136752, 93.2836752136752
2/9/2017, 92.58, 93.24, 92.58, 93.03, 8915, 0.615903441085454, 0.695569453035637, 0, 0, 0, 0.241683300229653, 0.366036334979568, -0.124353034749915, 92.5539999999999, 93.2866402116402, 93.2866402116402, 93.2866402116402
2/10/2017, 93.26, 93.7, 93.26, 93.61, 25581, 0.61726976036717, 0.949407093340557, 0, 0, 0, 0.284200036301755, 0.349669075244006, -0.0654690389422509, 92.9119999999999, 93.3671428571429, 93.3671428571429, 93.3671428571429
2/13/2017, 94.03, 94.17, 94, 94.03, 4721, 0.613564725668109, 1.11654886637768, 0, 0, 0, 0.347776396058492, 0.349290539406903, -0.00151414334841066, 93.3336363636364, 93.4926896551724, 93.4926896551724, 93.4926896551724
2/14/2017, 94.05, 94.28, 94.01, 94.28, 8531, 0.595659912991553, 1.20921685915959, 0, 0, 0, 0.413566690499721, 0.362145769625467, 0.0514209208742543, 93.8005454545454, 93.6351827956989, 93.6351827956989, 93.6351827956989
2/15/2017, 93.99, 94.65, 93.99, 94.52, 5015, 0.599353319583173, 1.32647631419426, 0, 0, 0, 0.479544081409529, 0.385625431982279, 0.0939186494272496, 94.2758181818181, 93.7113978494624, 93.7909677419355, 93.7909677419355
2/16/2017, 94.43, 94.48, 94.16, 94.29, 7353, 0.58986458774686, 0.884957985223488, 0, 0, 0, 0.50742330128007, 0.409985005841837, 0.0974382954382331, 94.5481818181818, 93.8093548387097, 93.9021022727273, 93.9021022727273
2/17/2017, 93.94, 94.31, 93.94, 94.27, 8958, 0.580114727694058, 0.930212538337226, 0, 0, 0, 0.521887951591395, 0.432365594991749, 0.0895223565996465, 94.7481818181818, 93.8964086021505, 93.9987344028521, 93.9987344028521
2/21/2017, 94.68, 95.13, 94.68, 94.89, 19666, 0.592823739179397, 1.13960887789292, 0, 0, 0, 0.576731903241679, 0.461238856641735, 0.115493046599944, 94.9792727272727, 94.0545376344085, 94.1547563025211, 94.1547563025211
2/22/2017, 94.9, 95.04, 94.76, 95, 11031, 0.577267288212593, 1.16704747726357, 0, 0, 0, 0.621903296662936, 0.493371744645975, 0.12853155201696, 95.0834545454545, 94.2143440860215, 94.3069047619048, 94.3069047619048
2/23/2017, 95.26, 95.26, 94.69, 94.79, 7901, 0.579685333486512, 1.2804015625179, 0, 0, 0, 0.633454635706215, 0.521388322858023, 0.112066312848192, 95.0785454545453, 94.3316989247311, 94.4214864864866, 94.4214864864866
2/24/2017, 94.17, 94.63, 94.17, 94.63, 16193, 0.58439135710797, 1.29000545683229, 0, 0, 0, 0.622522441102461, 0.541615146506911, 0.0809072945955504, 94.9543636363636, 94.4498279569892, 94.5080796586061, 94.5080796586061
2/27/2017, 94.44, 94.69, 94.44, 94.65, 11188, 0.568261029233712, 1.21284486308901, 0, 0, 0, 0.608458500132528, 0.554983817232034, 0.0534746829004936, 94.8658181818181, 94.55288172043, 94.588097165992, 94.588097165992
2/28/2017, 94.55, 94.55, 94.08, 94.19, 2678, 0.572742447140061, 0.832386668992178, 0, 0, 0, 0.553810586265683, 0.554749171038764, -0.000938584773080731, 94.6456363636362, 94.5965806451612, 94.6148846153847, 94.6148846153847
3/1/2017, 95.07, 95.47, 95.07, 95.47, 6237, 0.603847078048772, 1.01166277896358, 0, 0, 0, 0.606792299489499, 0.565157796728911, 0.0416345027605874, 94.9089090909089, 94.7984301075268, 94.7618902439026, 94.7618902439026
3/2/2017, 94.87, 95.17, 94.87, 95.17, 443866, 0.606985568080807, 0.586107117169013, 0, 0, 0, 0.617455552875782, 0.575617347958285, 0.0418382049174968, 95.0516363636361, 94.9220860215052, 94.8676655052266, 94.8676655052266
3/3/2017, 95, 95.04, 94.47, 94.76, 7107, 0.61606664930918, 0.393184025361192, 0, 0, 0, 0.586066870453351, 0.577707252457298, 0.00835961799605245, 94.9712727272725, 94.9658709677418, 94.9263676633445, 94.9263676633445
3/6/2017, 94.76, 94.76, 94.32, 94.65, 23414, 0.609187024871749, 0.571174370570185, 0, 0, 0, 0.546020844390739, 0.571369970843987, -0.0253491264532475, 94.8232727272724, 94.9907311827955, 94.969735729387, 94.969735729387
3/7/2017, 94.44, 94.49, 94.23, 94.27, 7297, 0.603336950343752, 0.573709650256763, 0, 0, 0, 0.478109902667711, 0.552717957208732, -0.0746080545410204, 94.6472727272723, 94.9627526881719, 94.9755757575758, 94.9755757575758
3/8/2017, 94.45, 94.67, 94.45, 94.5, 3456, 0.592939106809103, 0.664139895934489, 0, 0, 0, 0.437802356842894, 0.529734837135564, -0.0919324802926698, 94.6065454545451, 94.9979569892472, 95.0000096618358, 95.0000096618358
3/9/2017, 94.82, 94.9, 94.49, 94.71, 9166, 0.583688188298884, 0.80065801434114, 0, 0, 0, 0.417985306902182, 0.507384931088888, -0.089399624186706, 94.623636363636, 95.0932473118278, 95.0396022201666, 95.0396022201666
3/10/2017, 95.29, 95.36, 94.85, 95.01, 3310, 0.586959824209009, 1.06617154587824, 0, 0, 0, 0.421627386784493, 0.490233422228009, -0.0686060354435156, 94.716727272727, 95.2199569892471, 95.1003723404256, 95.1003723404256
3/13/2017, 95.33, 95.4, 95.15, 95.34, 7103, 0.576134888328016, 1.18931423643336, 0, 0, 0, 0.44600078399391, 0.481386894581189, -0.0353861105872795, 94.9070909090906, 95.35176344086, 95.1828146258504, 95.1828146258504
3/14/2017, 94.97, 95.15, 94.9, 95.13, 1466, 0.571662622101686, 1.4191747583162, 0, 0, 0, 0.443261983699344, 0.47376191240482, -0.0304999287054761, 94.8952727272724, 95.4197849462363, 95.2422285714286, 95.2422285714286
3/15/2017, 95.23, 95.68, 95.19, 95.64, 2657, 0.568937180871045, 1.7327732216722, 0, 0, 0, 0.4767485420589, 0.474359238335636, 0.00238930372326374, 95.2643636363633, 95.5422795698922, 95.3365411764706, 95.3365411764706
3/16/2017, 96, 96.09, 95.86, 95.95, 1931, 0.562193792387509, 1.62931266962192, 1.90115453852384, 0, 0, 0.522280762516559, 0.483943543171821, 0.0383372193447381, 95.6712727272723, 95.6835053763438, 95.4475113122172, 95.4475113122172
3/17/2017, 96.28, 96.28, 96, 96.02, 1827, 0.55087866757553, 1.55098024921389, 1.63111217724693, 0, 0, 0.557586282675501, 0.498672091072557, 0.0589141916029446, 95.9778181818177, 95.799892473118, 95.5557837445573, 95.5557837445573
3/20/2017, 96.04, 96.04, 95.67, 95.71, 3476, 0.54435901345285, 1.10073477729237, 1.45297758293876, 0, 0, 0.554163698382084, 0.509770412534462, 0.0443932858476216, 96.0865454545449, 95.8606236559137, 95.6336897274633, 95.6336897274633
3/21/2017, 96.31, 96.31, 95, 95, 1856, 0.589953380196776, 0.48690644245709, 1.09021065231983, 0, 0, 0.488528754011085, 0.505522080829787, -0.0169933268187015, 95.8161818181813, 95.7766666666663, 95.6548754208754, 95.6548754208754
3/22/2017, 94.81, 94.98, 94.4, 94.98, 5925, 0.592159323676131, 0.3557102651472, 1.05158666972514, 0, 0, 0.4299426437032, 0.490406193404469, -0.0604635497012696, 95.5450909090903, 95.6639354838706, 95.6727207792208, 95.6727207792208
3/23/2017, 95.01, 95.51, 95.01, 95.08, 12710, 0.589830962711622, 0.287521952848772, 1.07728122087825, 0, 0, 0.387119421738873, 0.46974883907135, -0.0826294173324768, 95.3243636363631, 95.5842150537631, 95.6958458646617, 95.6958458646617
3/24/2017, 95.27, 95.64, 95.13, 95.13, 2003, 0.589478309028592, 0.429741916728186, 0.898206192391445, 0, 0, 0.353145451006256, 0.446428161458331, -0.0932827104520754, 95.1607272727267, 95.5108602150534, 95.7204355716879, 95.7204355716879
3/27/2017, 94.78, 95.65, 94.78, 95.59, 443973, 0.602816382058746, 0.654775697665214, 1.09653471310962, 0, 0, 0.359198374779794, 0.428982204122624, -0.0697838293428299, 95.215454545454, 95.5209892473115, 95.7739450613676, 95.7739450613676
