Date,SLX_Open,SLX_High,SLX_Low,SLX_Close,SLX_Volume,SLX_ATRPercentOfClose20,SLX_SQN25,SLX_SQN50,SLX_SQN100,SLX_SQN200,SLX_MACD,SLX_MACD_Avg,SLX_MACD_Diff,SLX_LinReg10,SLX_LinReg30,SLX_LinReg90,SLX_LinReg270
1/25/2017, 42.58, 42.58, 41.77, 42.47, 123831, 0, 0, 0, 0, 0, 0.83197030980039, 0.60910264846164, 0.22286766133875, 42.2658181818182, 42.5186764705883, 42.5186764705883, 42.5186764705883
1/26/2017, 42.34, 42.77, 41.98, 42.42, 88165, 0, 0, 0, 0, 0, 0.857601377272083, 0.658802394223729, 0.198798983048354, 42.522, 42.6809803921569, 42.6809803921569, 42.6809803921569
1/27/2017, 42.43, 42.58, 42.14, 42.5, 35049, 0, 0, 0, 0, 0, 0.874291229253934, 0.70190016122977, 0.172391068024165, 42.6970909090909, 42.8249122807018, 42.8249122807018, 42.8249122807018
1/30/2017, 42.02, 42.02, 41.04, 41.43, 91043, 0, 0, 0, 0, 0, 0.792047765943373, 0.71992968217249, 0.0721180837708826, 42.4072727272727, 42.7307368421053, 42.7307368421053, 42.7307368421053
1/31/2017, 41.56, 41.7, 40.86, 41.31, 64014, 0, 0, 0, 0, 0, 0.709013169150836, 0.717746379568159, -0.00873321041732333, 42.0396363636363, 42.6255714285714, 42.6255714285714, 42.6255714285714
2/1/2017, 42.19, 42.26, 41.1, 41.63, 62417, 0, 0, 0, 0, 0, 0.661404716744705, 0.706478047003469, -0.0450733302587633, 41.9329090909091, 42.5901731601732, 42.5901731601732, 42.5901731601732
2/2/2017, 41.8, 42.11, 41.8, 42.1, 57135, 2.16866983372922, 0, 0, 0, 0, 0.654060148999228, 0.695994467402621, -0.0419343184033922, 41.8598181818181, 42.6368774703557, 42.6368774703557, 42.6368774703557
2/3/2017, 41.5, 41.5, 40.94, 40.96, 77496, 2.25917846679688, 0, 0, 0, 0, 0.549912010178709, 0.666777975957838, -0.11686596577913, 41.3629090909091, 42.4881521739131, 42.4881521739131, 42.4881521739131
2/6/2017, 40.91, 41.13, 40.56, 40.73, 52273, 2.22831211637614, 0, 0, 0, 0, 0.443700083636379, 0.622162397493547, -0.178462313857167, 40.9292727272727, 42.3216, 42.3216, 42.3216
2/7/2017, 41.11, 41.31, 40.58, 40.61, 42346, 2.21303114688501, 0, 0, 0, 0, 0.345856550491973, 0.566901228093232, -0.221044677601259, 40.6903636363636, 42.1571692307693, 42.1571692307693, 42.1571692307693
2/8/2017, 40.61, 40.97, 40.32, 40.96, 92323, 2.16376062332153, 0.657269257981453, 0, 0, 0, 0.293177354433055, 0.512156453361197, -0.218979098928141, 40.6345454545454, 42.0630769230769, 42.0630769230769, 42.0630769230769
2/9/2017, 41.12, 42.12, 41.07, 42.07, 60214, 2.13920259982618, 0.76936897643842, 0, 0, 0, 0.337110436102755, 0.477147249909508, -0.140036813806753, 41.0345454545454, 42.1348941798942, 42.1348941798942, 42.1348941798942
2/10/2017, 42.83, 43.25, 42.55, 43.21, 95110, 2.11516872728427, 0.965679611150214, 0, 0, 0, 0.458629398253059, 0.473443679578219, -0.0148142813251594, 41.8634545454545, 42.3512561576355, 42.3512561576355, 42.3512561576355
2/13/2017, 44.3, 45.17, 44.3, 44.87, 206380, 2.1534793552631, 1.64341537596938, 0, 0, 0, 0.68103166890355, 0.514961277443285, 0.166070391460265, 43.0130909090909, 42.7587586206897, 42.7587586206897, 42.7587586206897
2/14/2017, 44.62, 44.62, 43.8, 44.54, 124240, 2.18107965283167, 1.61340097526035, 0, 0, 0, 0.821192631163576, 0.576207548187343, 0.244985082976233, 43.8370909090909, 43.0772258064517, 43.0772258064517, 43.0772258064517
2/15/2017, 44.5, 44.84, 44.39, 44.66, 147454, 2.11683885692491, 1.25989606505781, 0, 0, 0, 0.931219679872555, 0.647209974524386, 0.284009705348169, 44.5903636363636, 43.3297634408603, 43.3742338709678, 43.3742338709678
2/16/2017, 45.01, 45.03, 44.27, 44.48, 83718, 2.10456659583528, 0.976226692808533, 0, 0, 0, 0.992452043620361, 0.716258388343581, 0.27619365527678, 45.2101818181818, 43.5638924731183, 43.6167613636364, 43.6167613636364
2/17/2017, 44.22, 44.37, 44, 44.28, 80699, 2.06256924285491, 1.00193217776889, 0, 0, 0, 1.01316170702824, 0.775639052080512, 0.237522654947726, 45.4030909090909, 43.7602365591398, 43.8095543672015, 43.8095543672015
2/21/2017, 44.84, 45.27, 44.84, 45.27, 110427, 2.02593412347989, 1.29007831604721, 0, 0, 0, 1.09681558340731, 0.839874358345873, 0.25694122506144, 45.7109090909091, 43.9896129032259, 44.0929075630252, 44.0929075630252
2/22/2017, 44.65, 44.85, 44.4, 44.83, 75889, 2.04056069331782, 1.17417825307637, 0, 0, 0, 1.11475733175665, 0.894850953028028, 0.219906378728622, 45.5950909090909, 44.1086666666667, 44.2989047619048, 44.2989047619048
2/23/2017, 45.14, 45.39, 42.94, 43.07, 155760, 2.30216900597553, 0.383102926396933, 0, 0, 0, 0.975711609446229, 0.911023084311668, 0.0646885251345608, 44.7110909090909, 44.0914623655915, 44.2961111111112, 44.2961111111112
2/24/2017, 42.25, 43.17, 42, 42.56, 116651, 2.35072129071894, 0.440034378093621, 0, 0, 0, 0.814969671915883, 0.891812401832511, -0.0768427299166287, 43.7578181818181, 44.0462150537635, 44.2389046941679, 44.2389046941679
2/27/2017, 42.78, 43.71, 42.72, 43.3, 65989, 2.3278143932182, 0.596024924498164, 0, 0, 0, 0.73877619183466, 0.861205159832941, -0.122428967998281, 43.2614545454545, 44.0699139784947, 44.2601214574899, 44.2601214574899
2/28/2017, 43.19, 43.46, 42.62, 42.86, 69542, 2.33211957687892, 0.308190574618578, 0, 0, 0, 0.63556162833131, 0.816076453532615, -0.180514825201305, 42.9401818181818, 44.0170537634409, 44.234576923077, 44.234576923077
3/1/2017, 43.76, 44.54, 43.76, 44.26, 88157, 2.3352217083547, 0.426270468487159, 0, 0, 0, 0.659133561445991, 0.78468787511529, -0.125554313669299, 43.1461818181818, 44.1252903225807, 44.3446951219513, 44.3446951219513
3/2/2017, 43.99, 44.02, 42.36, 42.45, 140390, 2.53684492747209, 0.0457773650563666, 0, 0, 0, 0.525702642245854, 0.732890828541403, -0.207188186295549, 42.7661818181818, 44.039182795699, 44.2740766550523, 44.2740766550523
3/3/2017, 42.75, 43.06, 42.3, 42.94, 82911, 2.47099706130952, 0.171055591569522, 0, 0, 0, 0.45426015407201, 0.677164693647524, -0.222904539575514, 42.6399999999999, 43.9650537634409, 44.2529678848284, 44.2529678848284
3/6/2017, 42.64, 42.64, 42, 42.14, 130555, 2.5035449245847, -0.0309107067289724, 0, 0, 0, 0.329292276966321, 0.607590210311284, -0.278297933344963, 42.2814545454545, 43.7856129032259, 44.1604862579281, 44.1604862579281
3/7/2017, 42.33, 42.47, 41.34, 41.4, 98862, 2.55735299434539, 0.0436656795077256, 0, 0, 0, 0.16859901396937, 0.519791971042901, -0.351192957073531, 41.9819999999999, 43.5490752688173, 44.0090606060606, 44.0090606060606
3/8/2017, 41.3, 41.92, 40.35, 40.39, 196531, 2.68459255428582, -0.163715084566355, 0, 0, 0, -0.0397914230107972, 0.407875292232161, -0.447666715242959, 41.4567272727273, 43.2454193548388, 43.7812850241546, 43.7812850241546
3/9/2017, 40.19, 40.68, 39.66, 39.95, 191544, 2.70611160461136, -0.342192543822479, 0, 0, 0, -0.237706535482324, 0.278758926689264, -0.516465462171589, 40.6696363636363, 42.8830967741936, 43.5325069380204, 43.5325069380204
3/10/2017, 40.5, 40.69, 39.7, 39.99, 92187, 2.6920155207305, -0.444062130670259, 0, 0, 0, -0.386868443709496, 0.145633452609512, -0.532501896319008, 39.9645454545454, 42.5387741935484, 43.3043617021277, 43.3043617021277
3/13/2017, 40.71, 41.21, 40.7, 41.07, 109868, 2.63869042221359, 0.0777896605508311, 0, 0, 0, -0.413170583275402, 0.0338726454325294, -0.447043228707932, 39.9207272727273, 42.352494623656, 43.1790731292517, 43.1790731292517
3/14/2017, 40.75, 41, 40.27, 40.87, 81221, 2.61689417319052, 0.0849933289346044, 0, 0, 0, -0.445023591957806, -0.0619066020455377, -0.383116989912269, 39.8414545454545, 42.0787311827958, 43.0461469387755, 43.0461469387755
3/15/2017, 41.51, 43.12, 41.22, 43.03, 90229, 2.62270140867724, 0.55789326356637, 0, 0, 0, -0.292600466658179, -0.108045374968066, -0.184555091690113, 40.8969090909091, 42.0746451612904, 43.0895529411765, 43.0895529411765
3/16/2017, 43.62, 43.8, 42.93, 42.98, 41062, 2.59567472160569, 0.473928262213074, 0.766859930170703, 0, 0, -0.173834764880311, -0.121203252950515, -0.0526315119297963, 41.6401818181818, 42.0744516129033, 43.1257993966818, 43.1257993966818
3/17/2017, 43.09, 43.5, 42.54, 42.57, 60139, 2.60239592571957, 0.16059278237762, 0.588380727504169, 0, 0, -0.111510243374802, -0.119264651035372, 0.00775440766057039, 42.3109090909091, 42.0448602150538, 43.1285849056604, 43.1285849056604
3/20/2017, 42.37, 42.99, 42.22, 42.89, 52952, 2.54359512310534, -0.0124142023253397, 0.589664839849691, 0, 0, -0.0358826525271851, -0.102588251333735, 0.0667055988065499, 42.9523636363636, 41.9768387096775, 43.1542557651992, 43.1542557651992
3/21/2017, 42.59, 42.65, 40.38, 40.47, 72154, 2.87101692830463, -0.827117939546601, 0.339430266652072, 0, 0, -0.16926978046677, -0.115924557160342, -0.0533452233064282, 42.5689090909091, 41.5739784946238, 43.0035286195286, 43.0035286195286
3/22/2017, 40.32, 41.09, 40.09, 40.88, 81922, 2.82242055611703, -0.672562435330397, 0.440271502416609, 0, 0, -0.239139811981069, -0.140567608124487, -0.0985722038565814, 42.1758181818182, 41.2168172043011, 42.8908441558442, 42.8908441558442
3/23/2017, 40.79, 40.98, 40.18, 40.38, 77606, 2.81355930454088, -0.798920807467887, 0.0358402904178949, 0, 0, -0.331042089526676, -0.178662504404925, -0.152379585121751, 41.4952727272728, 40.817806451613, 42.749962406015, 42.749962406015
3/24/2017, 40.5, 40.52, 39.64, 39.8, 45230, 2.82238564023851, -0.883593069921075, -0.200580362166097, 0, 0, -0.445540545272934, -0.232038112578527, -0.213502432694407, 40.5989090909091, 40.4229462365592, 42.577628554144, 42.577628554144
3/27/2017, 38.8, 39.73, 38.35, 39.63, 77351, 2.87571034714656, -0.881684044335632, -0.186595913443781, 0, 0, -0.543731181025429, -0.294376726267907, -0.249354454757521, 39.8701818181819, 40.0971612903227, 42.4038281706604, 42.4038281706604
3/28/2017, 39.99, 40.57, 39.77, 40.33, 176145, 2.80104589646782, -0.929245247440875, -0.0456267631477501, 0, 0, -0.558624343725818, -0.347226249759489, -0.211398093966328, 39.4218181818182, 39.9939569892474, 42.286220338983, 42.286220338983
3/29/2017, 40.29, 40.75, 40.18, 40.49, 66550, 2.72086618805433, -0.811007294301659, -0.00623036695991609, 0, 0, -0.551163153890222, -0.388013630585636, -0.163149523304586, 39.4901818181819, 39.9183440860216, 42.1855956284153, 42.1855956284153
3/30/2017, 40.46, 40.85, 40.35, 40.39, 58519, 2.65311904819519, -0.521835696924504, -0.169235067112944, 0, 0, -0.547013638732523, -0.419813632215013, -0.127200006517509, 39.6525454545455, 39.8641720430108, 42.0841142252776, 42.0841142252776
3/31/2017, 40.19, 40.72, 39.85, 40.37, 43923, 2.629465059172, -0.421294246510804, -0.0572795515649149, 0, 0, -0.539124262027975, -0.443675758177606, -0.0954485038503697, 39.8672727272727, 39.8230107526882, 41.9868970814132, 41.9868970814132
4/3/2017, 40.56, 40.77, 39.71, 40.08, 47267, 2.64830162716654, -0.653127427570063, -0.128490287268026, 0, 0, -0.549933163333208, -0.464927239208726, -0.0850059241244814, 40.1658181818182, 39.7582365591399, 41.8769246031746, 41.8769246031746
4/4/2017, 40.11, 40.71, 40.11, 40.68, 26780, 2.55621270294969, -0.418414137852288, -0.132445405617605, 0, 0, -0.504271383292199, -0.472796068025421, -0.0314753152667782, 40.3409090909091, 39.8626881720431, 41.8094375, 41.8094375
4/5/2017, 41.15, 41.39, 39.53, 39.53, 147919, 2.7343130816644, -0.998579904681897, -0.475253290352318, 0, 0, -0.554487693706882, -0.489134393161713, -0.065353300545169, 40.1892727272727, 39.8215053763442, 41.6763216783217, 41.6763216783217
4/6/2017, 39.64, 40.12, 39.45, 39.7, 44290, 2.67085708595174, -0.613994453431571, -0.400792956530658, 0, 0, -0.573950755214604, -0.506097665572291, -0.0678530896423124, 40.07, 39.7187526881721, 41.5601944821348, 41.5601944821348
4/7/2017, 39.27, 40.4, 39.24, 39.9, 35781, 2.66995927309949, -0.683411618390639, -0.356915058087586, 0, 0, -0.566704427276612, -0.518219017913155, -0.0484854093634566, 39.9409090909091, 39.62911827957, 41.4617076382792, 41.4617076382792
4/10/2017, 40.09, 40.14, 39.43, 39.67, 119901, 2.64065556457868, -0.561774996383983, -0.410343000024882, 0, 0, -0.572916513054231, -0.529158516941371, -0.0437579961128607, 39.6929090909091, 39.5767956989248, 41.3549872122762, 41.3549872122762
4/11/2017, 39.88, 40.03, 38.98, 39.94, 51043, 2.62311131533536, -0.317812367726248, -0.188995819242927, 0, 0, -0.549716107175684, -0.533270034988233, -0.0164460721874503, 39.676, 39.5528172043011, 41.2689399585921, 41.2689399585921
4/12/2017, 39.37, 39.37, 37.98, 38.05, 137054, 2.87329073949461, -0.511904088211434, -0.478882329074945, 0, 0, -0.676043810750315, -0.56182479014065, -0.114219020609665, 39.0594545454546, 39.4012043010753, 41.0814527162978, 41.0814527162978
4/13/2017, 38.05, 38.33, 37.15, 37.15, 183698, 2.95457004053516, -0.622334501967369, -0.684403097918583, 0, 0, -0.839109176106511, -0.617281667333822, -0.221827508772689, 38.245090909091, 39.0547956989248, 40.8534741784037, 40.8534741784037
4/17/2017, 37.36, 37.49, 36.91, 37.19, 206407, 2.8818005688515, -0.621615963843374, -0.75548909939627, 0, 0, -0.954113560062432, -0.684648045879544, -0.269465514182888, 37.6172727272728, 38.7803225806452, 40.6386681887367, 40.6386681887367
4/18/2017, 36.88, 37.2, 36.5, 36.78, 118900, 2.86338920603067, -1.01516226563191, -0.655935330759666, 0, 0, -1.06605017358844, -0.760928471421322, -0.305121702167114, 36.9632727272728, 38.4375913978495, 40.4121066271751, 40.4121066271751
4/19/2017, 37.13, 37.36, 36.43, 36.46, 105251, 2.87163143850569, -1.05134338874871, -0.676377644306398, 0, 0, -1.16712814517048, -0.842168406171154, -0.324959738999326, 36.4987272727273, 38.0395053763442, 40.1792864864864, 40.1792864864864
4/20/2017, 37.06, 37.98, 36.99, 37.76, 116157, 2.83539984469072, -1.32713671231324, -0.401923978429694, 0, 0, -1.1293159788012, -0.899597920697164, -0.229718058104038, 36.4834545454546, 37.7709032258065, 40.025298245614, 40.025298245614
4/21/2017, 38.06, 38.72, 37.55, 37.84, 83066, 2.84253338342351, -1.28994978533163, -0.445503772756704, 0, 0, -1.08043959798423, -0.935766256154577, -0.144673341829654, 36.6263636363637, 37.5000860215055, 39.8826110731374, 39.8826110731374
4/24/2017, 38.54, 38.75, 38.32, 38.59, 62769, 2.76583026865271, -0.951832901693833, -0.497391348971518, 0, 0, -0.970004375429795, -0.942613880009621, -0.0273904954201742, 37.1698181818182, 37.3407096774195, 39.7847252747252, 39.7847252747252
4/25/2017, 38.89, 39.15, 38.55, 38.91, 168910, 2.6830305978911, -0.943020266414414, -0.632529883317674, 0, 0, -0.846899806471995, -0.923471065302096, 0.0765712588301004, 37.8492727272728, 37.3029677419355, 39.7074748458292, 39.7074748458292
4/26/2017, 38.2, 38.7, 38.1, 38.26, 101884, 2.69803671029131, -0.632829503939037, -1.03992184414588, 0, 0, -0.792650929864351, -0.897307038214547, 0.104656108350196, 38.3996363636364, 37.1833548387097, 39.6015158227847, 39.6015158227847
4/27/2017, 38.12, 38.15, 37.41, 37.94, 112648, 2.69677228015178, -0.863076348778122, -1.04672275323304, 0, 0, -0.766642255258766, -0.871174081623391, 0.104531826364625, 38.553090909091, 37.1839784946237, 39.4846388888888, 39.4846388888888
4/28/2017, 38.26, 38.43, 38.01, 38.04, 17444, 2.61960471328892, -0.686020163631956, -1.04714811612534, 0, 0, -0.72955121669019, -0.842849508636751, 0.113298291946561, 38.567090909091, 37.2267956989248, 39.3778109003312, 39.3778109003312
5/1/2017, 38.14, 38.59, 37.79, 38.22, 38411, 2.58156135868223, -0.456939568919684, -0.984562259582504, 0, 0, -0.677818337849395, -0.80984327447928, 0.132024936629885, 38.6027272727274, 37.2969892473119, 39.2843285336467, 39.2843285336467
5/2/2017, 38.11, 38.41, 37.99, 38.16, 41658, 2.51137084309207, -0.423965508925001, -0.964178701682384, 0, 0, -0.63434877935191, -0.774744375453806, 0.140395596101896, 38.4794545454546, 37.4089677419355, 39.1921256454389, 39.1921256454389
5/3/2017, 37.87, 37.87, 36.85, 36.91, 52549, 2.6440589488966, -1.00568774900766, -1.34192200587454, 0, 0, -0.692777486747303, -0.758350997712505, 0.0655735109652021, 37.785090909091, 37.2315268817204, 39.0454733893557, 39.0454733893557
5/4/2017, 36.35, 36.39, 35.9, 36.2, 167711, 2.70062444788908, -1.26518791614074, -1.40124048541194, 0, 0, -0.7872982405557, -0.764140446281144, -0.0231577942745553, 37.0809090909092, 37.0143010752688, 38.8721887824897, 38.8721887824897
5/5/2017, 36.29, 36.69, 35.79, 36.6, 40025, 2.66050477494278, -1.09018568543419, -1.08144174650798, 0, 0, -0.820472070570183, -0.775406771138952, -0.0450652994312311, 36.6160000000001, 36.844688172043, 38.7243945469126, 38.7243945469126
5/8/2017, 36.09, 36.31, 35.94, 36.16, 66057, 2.64949532701218, -1.21890593592972, -1.08263543339617, 0, 0, -0.872212569065063, -0.794767930724174, -0.0774446383408886, 36.2167272727274, 36.6049677419355, 38.5628396029258, 38.5628396029258
5/9/2017, 36.28, 36.6, 36.27, 36.3, 67555, 2.56791910395378, -1.08811826974815, -1.18967778025665, 0, 0, -0.891642161115868, -0.814142776802513, -0.0774993843133551, 36.0623636363638, 36.3951612903226, 38.4141470888662, 38.4141470888662
5/10/2017, 36.76, 36.84, 36.46, 36.68, 138476, 2.48785960468501, -1.15101254289278, -1.03844071270053, 0, 0, -0.866390221427849, -0.82459226572758, -0.0417979557002689, 36.0516363636365, 36.3017204301075, 38.2882921348314, 38.2882921348314
5/11/2017, 36.7, 36.78, 36.26, 36.59, 43612, 2.44033768201295, -0.889777126482576, -1.33342576603993, 0, 0, -0.843912032539201, -0.828456219089905, -0.0154558134492964, 36.0320000000002, 36.2310752688172, 38.1636117216117, 38.1636117216117
5/12/2017, 36.53, 36.53, 36.06, 36.14, 103882, 2.42051350292228, -1.08827095591283, -1.16543407534623, 0, 0, -0.852581120645944, -0.833281199401113, -0.0192999212448312, 35.9505454545456, 36.1218279569893, 37.9340976800977, 38.0244887720974
5/15/2017, 36.58, 36.99, 36.58, 36.96, 33144, 2.36346022986555, -0.83947277538831, -1.06613912352478, 0, 0, -0.784244011662388, -0.823473761853368, 0.03922975019098, 36.2920000000002, 36.1427096774193, 37.7562564102564, 37.92595371669
5/16/2017, 37.27, 37.5, 36.92, 37.39, 36457, 2.29702635974964, -0.630444669731712, -0.838669854398398, 0, 0, -0.687464293664867, -0.796271868215668, 0.108807574550801, 36.8387272727275, 36.220817204301, 37.6055604395604, 37.8495676046671
5/17/2017, 37.13, 37.21, 36.44, 36.47, 103782, 2.36746709107451, -0.965215101949986, -0.885338291384994, 0, 0, -0.677195690747553, -0.772456632722045, 0.095260941974492, 36.8596363636366, 36.2395483870967, 37.3951184371184, 37.7377469204927
5/18/2017, 35.48, 36, 35.03, 35.55, 199708, 2.50982977695957, -0.795246183227561, -0.890641908668093, 0, 0, -0.734823472612931, -0.764930000700222, 0.0301065280872913, 36.4447272727275, 36.0920430107526, 37.1417899877899, 37.5921513157894
5/19/2017, 36.07, 36.88, 35.8, 36.65, 50373, 2.49422172284767, -0.117941759738126, -0.560770739859638, 0, 0, -0.683850099742635, -0.748714020508705, 0.0648639207660694, 36.5252727272729, 36.1211182795698, 36.9810671550671, 37.497214347079
5/22/2017, 36.9, 36.9, 36.44, 36.74, 23294, 2.42630824265784, -0.101596183901049, -0.55000405922863, 0, 0, -0.628941045787364, -0.724759425564437, 0.0958183797770722, 36.546181818182, 36.1946236559139, 36.8447203907204, 37.4096086682095
5/23/2017, 36.76, 37.72, 36.76, 37.55, 231151, 2.38576395721668, 0.282556029710921, -0.59032907855122, 0, 0, -0.514138327779243, -0.682635206007398, 0.168496878228155, 36.8432727272729, 36.3759569892473, 36.7414017094017, 37.3579468150896
5/24/2017, 37.44, 37.77, 36.92, 36.96, 125097, 2.41764515053604, 0.199190503286747, -0.666745599498248, 0, 0, -0.46539957916572, -0.639188080639062, 0.173788501473343, 36.9443636363639, 36.5141075268816, 36.6126862026862, 37.284898989899
5/25/2017, 37.08, 37.6, 36.75, 36.9, 71021, 2.41567361858053, -0.247435299649322, -1.16484503494921, 0, 0, -0.426696575788554, -0.596689779668961, 0.169993203880406, 36.9914545454548, 36.5378709677419, 36.4827667887668, 37.212300990099
5/26/2017, 37.04, 37.08, 36.83, 36.87, 26127, 2.33066012203256, -0.284237256497879, -1.16200256598175, -0.190747222209499, 0, -0.393904233247603, -0.556132670384689, 0.162228437137086, 36.921272727273, 36.5052473118279, 36.3733919413919, 37.1413046010483
5/30/2017, 36.92, 37.25, 36.62, 37.14, 32343, 2.28284509327877, -0.453625620833758, -1.02526937824028, -0.236491068778014, 0, -0.34218482831384, -0.513343101970519, 0.171158273656679, 37.0685454545457, 36.5113548387096, 36.2640976800976, 37.0834342280601
5/31/2017, 36.95, 36.95, 36.23, 36.59, 69147, 2.32565245767026, -0.74699969276787, -1.2021441898063, -0.352181346751532, 0, -0.341639028684085, -0.479002287313233, 0.137363258629148, 37.1020000000003, 36.4206666666666, 36.136336996337, 37.0067382374906
6/1/2017, 36.5, 36.8, 36.5, 36.65, 92194, 2.24668055265613, -0.520922655751294, -0.818221440614393, -0.218857132542342, 0, -0.332531760841022, -0.44970818201879, 0.117176421177769, 37.0158181818185, 36.3174838709677, 36.0288205128205, 36.9351483516483
6/2/2017, 36.69, 36.69, 36.25, 36.37, 97206, 2.21126753208976, -0.511897767475861, -0.979683742348523, -0.231961344142257, 0, -0.343943083632453, -0.428555162341523, 0.0846120787090698, 36.6390909090912, 36.2642150537634, 35.9322222222222, 36.8556801437556
6/5/2017, 36.25, 36.61, 36.25, 36.5, 70801, 2.14253726397259, -0.499293945632088, -0.841800142826754, -0.489684712675837, 0, -0.338593629025937, -0.410562855678406, 0.0719692266524692, 36.4825454545458, 36.2417419354838, 35.8399731379731, 36.7839199435725
6/6/2017, 36.43, 36.47, 36.18, 36.35, 19044, 2.08782612457357, -0.616310160156254, -0.755117114151203, -0.622591983752127, 0, -0.342509655997738, -0.396952215742272, 0.0544425597445346, 36.300363636364, 36.25888172043, 35.7444297924297, 36.7092263759086
6/7/2017, 36.53, 36.66, 35.85, 36.2, 24766, 2.10353192394577, -0.649450397036283, -0.753842379327639, -0.610873203315148, 0, -0.35364033632041, -0.3882898398579, 0.0346495035374897, 36.2496363636367, 36.2927741935483, 35.6485543345543, 36.6317210329595
6/8/2017, 36.08, 37.29, 36.08, 37.25, 47581, 2.10444195609383, 0.158918080438979, -0.637980930253441, -0.431792503229687, 0, -0.274570181743357, -0.365545908234991, 0.0909757264916343, 36.5172727272731, 36.4340430107526, 35.5794139194138, 36.5949557964971
6/9/2017, 37.38, 37.61, 37.14, 37.34, 66471, 2.05733636104098, 0.461617941373637, -0.651929290791009, -0.4093194951646, 0, -0.202312138336907, -0.332899154255375, 0.130587015918467, 36.7881818181822, 36.5719139784945, 35.5146031746031, 36.5628452088452
6/12/2017, 37.31, 37.75, 37.11, 37.26, 70043, 2.04454891935606, 0.28316962734236, -0.649074579239025, -0.537533892201352, 0, -0.149775926114337, -0.296274508627167, 0.14649858251283, 37.0014545454549, 36.7101720430107, 35.4563150183149, 36.529157014157
6/13/2017, 37.37, 37.39, 37.15, 37.21, 174905, 1.97718081425548, 0.437743119041319, -0.656519806086342, -0.456175552392534, 0, -0.110896831910168, -0.259198973283767, 0.148302141373599, 37.2301818181822, 36.8591182795698, 35.4094871794871, 36.4950094816687
