Date,XAUUSD_Open,XAUUSD_High,XAUUSD_Low,XAUUSD_Close,XAUUSD_Volume,XAUUSD_ATRPercentOfClose20,XAUUSD_SQN25,XAUUSD_SQN50,XAUUSD_SQN100,XAUUSD_SQN200,XAUUSD_MACD,XAUUSD_MACD_Avg,XAUUSD_MACD_Diff,XAUUSD_LinReg10,XAUUSD_LinReg30,XAUUSD_LinReg90,XAUUSD_LinReg270
2/13/2017, 1233.46, 1233.495, 1219.68, 1225.21, 5971500000, 1.11702974171545, 1.13942324678893, 0, 0, 0, 13.8518699097222, 13.3910870670893, 0.460782842632874, 1237.00272727273, 1233.94329032258, 1235.13342741936, 1235.13342741936
2/14/2017, 1225.33, 1234.32, 1222.075, 1228.46, 587400000, 1.10820963593021, 1.05445355203739, 0, 0, 0, 13.3198317111619, 13.3768359959038, -0.0570042847419092, 1235.06327272728, 1234.05198924731, 1236.27235795455, 1236.27235795455
2/15/2017, 1228.465, 1233.31, 1217.015, 1232.9, 576400000, 1.115091774586, 1.05903564486747, 0, 0, 0, 13.1053877469205, 13.3225463461072, -0.217158599186611, 1233.53509090909, 1234.54524731183, 1237.77983957219, 1237.77983957219
2/16/2017, 1233.15, 1242.03, 1231.905, 1239.025, 603100000, 1.09495919488527, 1.11035863181944, 0, 0, 0, 13.2766309345159, 13.3133632637889, -0.0367323292730202, 1234.08009090909, 1236.50913978495, 1239.79907563025, 1239.79907563025
2/17/2017, 1239.065, 1243.53, 1234.4, 1234.81, 578500000, 1.08073122635919, 0.949161680581009, 0, 0, 0, 12.9232558714123, 13.2353417853136, -0.312085913901306, 1232.80254545455, 1237.0090967742, 1241.13428571429, 1241.13428571429
2/20/2017, 1234.66, 1238.72, 1232.765, 1237.77, 485700000, 1.04829478767425, 0.881538453118359, 0, 0, 0, 12.7352468519277, 13.1353227986364, -0.400075946708665, 1234.743, 1238.07132258065, 1242.63321321321, 1242.63321321321
2/21/2017, 1237.44, 1238.73, 1226.4, 1235.76, 589300000, 1.0473882043217, 0.512658772249494, 0, 0, 0, 12.282473439489, 12.9647529268069, -0.682279487317951, 1235.526, 1238.96090322581, 1243.76085348506, 1243.76085348506
2/22/2017, 1235.695, 1240.16, 1231.7, 1237.21, 600800000, 1.02804247056195, 0.949111738773138, 0, 0, 0, 11.9034347438233, 12.7524892902102, -0.849054546386933, 1238.23409090909, 1239.99579569893, 1244.91032388664, 1244.91032388664
2/23/2017, 1237.25, 1250.88, 1235.75, 1248.945, 589200000, 1.02803502456374, 1.20697744106974, 0, 0, 0, 12.4069407829022, 12.6833795887486, -0.27643880584638, 1242.75772727273, 1242.47274193549, 1247.09490384615, 1247.09490384615
2/24/2017, 1249.115, 1260.12, 1247.65, 1256.83, 583100000, 1.02011508602283, 1.28314016164407, 0, 0, 0, 13.2890387818056, 12.80451142736, 0.484527354445628, 1249.76536363637, 1245.72953763441, 1249.83092682927, 1249.83092682927
2/27/2017, 1256.915, 1263.67, 1250.8, 1252.71, 587200000, 1.02366523887234, 0.942398001300266, 0, 0, 0, 13.5000381965385, 12.9436167811957, 0.55642141534282, 1252.457, 1248.46129032259, 1251.93008710801, 1251.93008710801
