Date,ITB_Open,ITB_High,ITB_Low,ITB_Close,ITB_Volume,ITB_ATRPercentOfClose20,ITB_SQN25,ITB_SQN50,ITB_SQN100,ITB_SQN200,ITB_MACD,ITB_MACD_Avg,ITB_MACD_Diff,ITB_LinReg10,ITB_LinReg30,ITB_LinReg90,ITB_LinReg270
3/28/2017, 31.53, 31.96, 31.53, 31.89, 1622276, 1.45888480068799, 1.33623861496909, 1.75454720555539, 0, 0, 0.470311026053668, 0.578729871484047, -0.108418845430379, 31.6050909090909, 32.4323870967742, 32.2837457627119, 32.2837457627119
3/29/2017, 31.77, 32.02, 31.69, 31.93, 1368741, 1.43587987720773, 1.28634854577815, 1.83635568799197, 0, 0, 0.452520602679392, 0.553488017723116, -0.100967415043724, 31.6110909090909, 32.427935483871, 32.3393005464481, 32.3393005464481
3/30/2017, 31.95, 32.07, 31.81, 31.99, 1324643, 1.40216512207817, 1.42009506819792, 1.85766869491425, 0, 0, 0.438211631629127, 0.530432740504318, -0.0922211088751917, 31.7558181818181, 32.4368387096775, 32.3949233209942, 32.3949233209942
3/31/2017, 31.98, 32.06, 31.87, 31.98, 1160997, 1.36217946036638, 1.30233405327299, 2.04413627924276, 0, 0, 0.421209313779155, 0.508588055159286, -0.0873787413801309, 31.8939999999999, 32.4192903225807, 32.4462058371736, 32.4462058371736
4/3/2017, 32.05, 32.17, 31.68, 31.81, 2648372, 1.37800610453917, 0.862300680566716, 1.88150006796725, 0, 0, 0.389527049779563, 0.484775854083341, -0.0952488043037784, 31.9661818181818, 32.3626881720431, 32.4835367063492, 32.4835367063492
4/4/2017, 31.71, 31.86, 31.61, 31.71, 1641906, 1.35265390968532, 0.888633617908874, 1.7745680804469, 0, 0, 0.352288500494645, 0.458278383365602, -0.105989882870957, 31.9161818181818, 32.3034838709678, 32.5121586538462, 32.5121586538462
4/5/2017, 31.86, 32.1, 31.53, 31.59, 2525450, 1.38012100988652, 0.287973894173656, 1.36858539244421, 0, 0, 0.309525665579169, 0.428527839808315, -0.119002174229146, 31.8005454545454, 32.2248387096775, 32.5314685314686, 32.5314685314686
4/6/2017, 31.56, 31.94, 31.55, 31.75, 3717928, 1.36592508873069, 0.533064815554285, 1.16776034204715, 0, 0, 0.28525819474136, 0.399873910794924, -0.114615716053565, 31.7685454545454, 32.1484301075269, 32.5586883763003, 32.5586883763003
4/7/2017, 31.67, 31.84, 31.63, 31.65, 2242994, 1.33490412287013, 0.385081321793449, 1.07335230959347, 0, 0, 0.255017205398442, 0.370902569715628, -0.115885364317186, 31.6958181818181, 32.0581290322581, 32.578125548727, 32.578125548727
4/10/2017, 31.66, 32.09, 31.65, 31.77, 2229551, 1.33261661046263, 0.599972302459038, 1.3862043067554, 0, 0, 0.237990593173667, 0.344320174407236, -0.106329581233569, 31.6567272727272, 32.0081935483872, 32.6029539641944, 32.6029539641944
4/11/2017, 31.8, 32.21, 31.74, 32.19, 2244978, 1.32247183065169, 0.774496510751597, 1.6718143913906, 0, 0, 0.255442784813244, 0.326544696488437, -0.0711019116751933, 31.8056363636363, 31.9953333333334, 32.6498550724638, 32.6498550724638
4/12/2017, 32.08, 32.12, 31.82, 31.91, 1700316, 1.32534784761027, 0.255966383582006, 1.69156460345576, 0, 0, 0.243868943108488, 0.310009545812448, -0.0661406027039594, 31.8494545454545, 31.9885161290323, 32.6782857142857, 32.6782857142857
4/13/2017, 31.81, 32.18, 31.77, 31.82, 1777785, 1.3270665407411, 0.322210179286789, 1.6581769013343, 0, 0, 0.224842497976748, 0.292976136245308, -0.0681336382685593, 31.8752727272727, 31.9567526881721, 32.699882629108, 32.699882629108
4/17/2017, 31.93, 32.31, 31.9, 32.29, 2769292, 1.3182376729657, 0.318234464272407, 1.86013821399329, 0, 0, 0.244866308794023, 0.283354170755051, -0.0384878619610276, 32.0707272727272, 31.9854408602151, 32.7455441400305, 32.7455441400305
4/18/2017, 32.14, 32.56, 32.05, 32.43, 4052262, 1.32555040817328, 0.583420575307316, 1.82189052488085, 0, 0, 0.268932071584835, 0.280469750921008, -0.0115376793361724, 32.2636363636363, 32.0155268817205, 32.7961014439097, 32.7961014439097
4/19/2017, 32.53, 32.64, 32.32, 32.4, 2137842, 1.3098215972286, 0.713881296128052, 1.95469668911156, 0, 0, 0.282329098596612, 0.280841620456129, 0.00148747814048372, 32.3923636363636, 32.0436344086022, 32.8422594594595, 32.8422594594595
4/20/2017, 32.63, 32.68, 31.92, 32.16, 5502492, 1.37177576998433, 0.208576146844411, 1.82095906033888, 0, 0, 0.270462620060577, 0.278765820377018, -0.00830320031644116, 32.3765454545454, 32.0596774193549, 32.873301754386, 32.873301754386
4/21/2017, 32.14, 32.28, 31.93, 32.23, 2646245, 1.35465384190386, -0.254121147876008, 1.77850558489921, 0, 0, 0.263667371976098, 0.275746130696834, -0.0120787587207365, 32.3858181818182, 32.0697204301076, 32.9061107313739, 32.9061107313739
4/24/2017, 32.61, 32.72, 32.11, 32.32, 2082705, 1.37770633225041, -0.0211707310697401, 1.74647911982085, 0, 0, 0.262518190462895, 0.273100542650047, -0.0105823521871513, 32.38, 32.1174193548388, 32.9416083916084, 32.9416083916084
4/25/2017, 32.25, 32.27, 31.89, 32.21, 5453607, 1.38004021190365, 0.00691719725070485, 1.443623458022, 0, 0, 0.249851245511376, 0.268450683222312, -0.0185994377109363, 32.3236363636363, 32.1358494623657, 32.9695845504707, 32.9695845504707
4/26/2017, 32.23, 32.75, 32.11, 32.59, 5154325, 1.39394110046474, 0.976286803697635, 1.65291143302138, 0, 0, 0.267393083563476, 0.268239163290545, -0.000846079727068905, 32.4585454545454, 32.1873333333334, 33.0148101265823, 33.0148101265823
4/27/2017, 32.65, 32.78, 32.42, 32.71, 2568553, 1.37441496303695, 1.22835194403756, 1.84136671957251, 0, 0, 0.287662123820091, 0.272123755396454, 0.0155383684236367, 32.5570909090909, 32.2732688172044, 33.0635740740741, 33.0635740740741
4/28/2017, 32.71, 32.71, 32.13, 32.33, 2546272, 1.41074103832019, 0.622452854216716, 1.43253589431721, 0, 0, 0.269950834860801, 0.271689171289324, -0.00173833642852306, 32.4627272727273, 32.3452903225807, 33.0914453477868, 33.0914453477868
5/1/2017, 32.4, 32.5, 32.22, 32.31, 1488579, 1.38436381555082, 0.622842059798645, 1.52220292797203, 0, 0, 0.251402664481176, 0.267631869927694, -0.0162292054465178, 32.4276363636364, 32.4053333333334, 33.1167998824567, 33.1167998824567
5/2/2017, 32.31, 32.31, 32, 32.06, 5784910, 1.37374782084918, 0.416765364479497, 1.39237991506341, 0, 0, 0.214062614588528, 0.256918018859861, -0.0428554042713332, 32.3330909090909, 32.4246451612904, 33.1288898450947, 33.1288898450947
5/3/2017, 32.04, 32.24, 31.86, 32.02, 1907244, 1.36602865020623, 0.142700116154278, 1.18121723165073, 0, 0, 0.179177246557664, 0.241369864399422, -0.0621926178417574, 32.2389090909091, 32.403247311828, 33.138243697479, 33.138243697479
5/4/2017, 32.12, 32.19, 32.01, 32.15, 1137987, 1.32047357731332, 0.22856008302066, 1.18740089375585, 0, 0, 0.160173869934532, 0.225130665506444, -0.0649567955719118, 32.1623636363637, 32.3887526881721, 33.1528700410397, 33.1528700410397
5/5/2017, 32.33, 32.34, 32.02, 32.26, 1490387, 1.29976950511755, 0.27532806308345, 1.31820592039218, 0, 0, 0.152234770073854, 0.210551486419926, -0.0583167163460721, 32.1383636363637, 32.3944086021506, 33.1715878107458, 33.1715878107458
5/8/2017, 32.28, 32.32, 32.06, 32.19, 1294926, 1.27785138314189, 0.217473240029421, 1.19046083577236, 0, 0, 0.138695762831745, 0.196180341702289, -0.0574845788705448, 32.1065454545455, 32.3863010752689, 33.1860579937304, 33.1860579937304
5/9/2017, 32.27, 32.68, 32.27, 32.63, 2352905, 1.27267343616827, 0.754942007530391, 1.14195247688065, 0, 0, 0.161607415131151, 0.189265756388062, -0.0276583412569109, 32.2118181818183, 32.4274623655915, 33.2192900919306, 33.2192900919306
5/10/2017, 32.6, 32.69, 32.42, 32.63, 1454568, 1.25041273401968, 0.852057423600675, 1.2209706850234, 0, 0, 0.177716459922635, 0.186955897094976, -0.00923943717234116, 32.3701818181819, 32.4789032258065, 33.2509063670412, 33.2509063670412
5/11/2017, 32.55, 32.68, 32.26, 32.65, 1166633, 1.25148297505387, 0.990958167399432, 0.865010320876432, 0, 0, 0.189907689204595, 0.1875462555169, 0.00236143368769517, 32.5572727272728, 32.5307741935484, 33.2818632478633, 33.2818632478633
5/12/2017, 32.6, 32.6, 32.39, 32.43, 1028951, 1.23706053588448, 0.630384892328105, 0.817009349554271, 0, 0, 0.179745174377587, 0.185986039289038, -0.00624086491145093, 32.5956363636365, 32.5540860215054, 33.2942930402931, 33.3018179646441
5/15/2017, 32.51, 32.84, 32.43, 32.79, 1380294, 1.22482401707218, 1.00917449265718, 0.96292824461195, 0, 0, 0.198452660773775, 0.188479363585985, 0.00997329718778983, 32.7489090909092, 32.6195698924732, 33.3314236874237, 33.3361150070126
5/16/2017, 32.88, 32.97, 32.67, 32.94, 3141232, 1.20382151013379, 1.02937769844905, 1.1374823026325, 0, 0, 0.222813766516957, 0.195346244172179, 0.0274675223447775, 32.8778181818183, 32.6875268817205, 33.3706666666667, 33.3751841683825
5/17/2017, 32.63, 32.76, 32.16, 32.19, 2286429, 1.29143170290825, 0.0205344431966278, 0.558158646009069, 0, 0, 0.179531854873964, 0.192183366312536, -0.012651511438572, 32.6916363636365, 32.6463655913979, 33.3636459096459, 33.3811086226204
5/18/2017, 32.1, 32.61, 32.02, 32.46, 3002419, 1.30753626588989, 0.440025063380598, 0.493175918691148, 0, 0, 0.165114039713508, 0.186769500992731, -0.0216554612792227, 32.6154545454547, 32.6283655913979, 33.3625006105006, 33.3977171052632
5/19/2017, 32.58, 33.08, 32.54, 32.97, 1535034, 1.31696984626165, 0.845733811529361, 0.838862473104968, 0, 0, 0.192620149890203, 0.187939630772225, 0.0046805191179779, 32.7205454545456, 32.6801290322581, 33.3847692307693, 33.4343642611684
5/22/2017, 33.1, 33.19, 32.99, 33.1, 1985259, 1.27944021267928, 0.624845122215044, 0.67003407439652, 0, 0, 0.222345790058384, 0.194820862629457, 0.0275249274289268, 32.8178181818183, 32.7338494623657, 33.4127326007326, 33.4747043972228
5/23/2017, 33.36, 33.44, 32.67, 32.73, 4715768, 1.34683768676138, 0.237748450419278, 0.570126960488069, 0, 0, 0.213585584605433, 0.198573807024652, 0.0150117775807805, 32.8256363636365, 32.7392688172044, 33.4201196581197, 33.4984724799011
5/24/2017, 32.67, 32.88, 32.44, 32.84, 3049386, 1.34220151075868, 0.337878266063852, 0.729828437172858, 0, 0, 0.213063080793518, 0.201471661778425, 0.0115914190150924, 32.8660000000001, 32.7804516129033, 33.4308278388279, 33.5255171717172
5/25/2017, 32.98, 33.07, 32.65, 32.79, 2397575, 1.34107968077613, 0.484080404351163, 0.498835670986026, 0, 0, 0.20623703842471, 0.202424737107682, 0.00381230131702801, 32.8816363636365, 32.792430107527, 33.4331819291819, 33.5493900990099
5/26/2017, 32.68, 32.85, 32.59, 32.6, 1381930, 1.32132830049131, 0.290663860803, 0.0725936016144518, 1.78428858149959, 0, 0.183382024734911, 0.198616194633128, -0.0152341698982171, 32.7800000000002, 32.7686236559141, 33.4238998778999, 33.564769947583
5/30/2017, 32.59, 32.67, 32.33, 32.5, 2046476, 1.31143192203741, 0.152128550309064, 0.107279896492419, 1.56615669406208, 0, 0.155408643357042, 0.189974684377911, -0.034566041020869, 32.7065454545456, 32.758430107527, 33.399728937729, 33.5755073291453
5/31/2017, 32.64, 32.64, 32.22, 32.41, 2470984, 1.31411479768297, 0.167267863580156, 0.136545401717567, 1.55468455659224, 0, 0.124541650615321, 0.176888077625393, -0.0523464270100723, 32.6478181818183, 32.7447956989248, 33.3716117216117, 33.5821882001494
6/1/2017, 32.46, 32.86, 32.32, 32.86, 1822284, 1.31347953631345, 0.213414011088686, 0.730394695228777, 1.89470281687428, 0, 0.134836267121202, 0.168477715524555, -0.033641448403353, 32.6234545454547, 32.7863870967743, 33.3624468864469, 33.6054615384616
6/2/2017, 32.87, 33.41, 32.86, 33.33, 3417790, 1.31271799235214, 0.439614499424645, 1.03995237103012, 2.08337382870499, 0, 0.178858131709902, 0.170553798761624, 0.00830433294827765, 32.7789090909092, 32.8686451612904, 33.3950891330892, 33.6453782569632
6/5/2017, 33.3, 33.36, 32.95, 32.99, 1832758, 1.32207475449658, 0.474964450820032, 0.748391391679808, 1.87825533607279, 0, 0.18418742012885, 0.173280523035069, 0.0109068970937812, 32.8714545454547, 32.9048817204302, 33.423496947497, 33.6711038617528
6/6/2017, 32.87, 33.03, 32.65, 32.87, 1992479, 1.31835971534226, 0.405595581551526, 0.691620782746974, 1.77244439937401, 0, 0.176691137036819, 0.173962645835419, 0.00272849120139987, 32.9474545454547, 32.9269892473119, 33.445768009768, 33.691339563863
6/7/2017, 32.92, 33.12, 32.87, 32.98, 5871173, 1.28616615073181, 0.664253001409425, 0.780943328602784, 1.82046221408438, 0, 0.177579335331814, 0.174685983734698, 0.00289335159711543, 33.0000000000002, 32.9521720430108, 33.4620952380953, 33.7147145769623
6/8/2017, 33, 33.19, 32.82, 32.97, 2914863, 1.2783400566751, 0.686334047904007, 0.637209184888871, 1.78242051866022, 0, 0.175453800260009, 0.17483954703976, 0.000614253220248329, 33.0574545454547, 32.9964516129033, 33.4722075702076, 33.7367589658049
6/9/2017, 32.97, 33.16, 32.81, 33.03, 6585260, 1.26519915486374, 0.636774830424938, 0.647459214906924, 1.85182320212722, 0, 0.176575346283414, 0.175186706888491, 0.00138863939492309, 33.1185454545456, 33.0538924731184, 33.4759584859585, 33.7600393120393
6/12/2017, 33, 33.3, 32.99, 33.15, 1669467, 1.24434545040397, 0.641420617472073, 0.678752448703344, 1.88694435887014, 0, 0.185014445346951, 0.177152254580183, 0.00786219076676808, 33.1700000000002, 33.0991612903227, 33.4812771672772, 33.7866409266409
6/13/2017, 33.24, 33.74, 33.11, 33.72, 6320181, 1.25556195423627, 1.02223070400402, 0.957545287398175, 2.18859491953507, 0, 0.234987933840074, 0.188719390432161, 0.0462685434079128, 33.3683636363638, 33.2101290322581, 33.508612942613, 33.832291403287
6/14/2017, 33.78, 34.23, 33.65, 34, 7042931, 1.26825504829426, 0.92831092372323, 1.19491808557245, 2.2123897697127, 0, 0.293799209054455, 0.20973535415662, 0.0840638548978354, 33.5789090909093, 33.3308602150538, 33.5491013431014, 33.8861108523522
6/15/2017, 33.73, 33.92, 33.46, 33.64, 3596395, 1.29799756420644, 0.672433687847621, 1.04531208085423, 2.03464862861277, 0, 0.307810331127776, 0.229350349550851, 0.0784599815769246, 33.6683636363639, 33.3907311827958, 33.5653748473749, 33.9256170861938
6/16/2017, 33.49, 33.59, 33.29, 33.56, 2555244, 1.28818254341208, 0.607089053706674, 1.07140490861977, 1.73203732252873, 0, 0.308898129548446, 0.24525990555037, 0.0636382239980757, 33.7816363636366, 33.4386666666667, 33.5742197802198, 33.9609775112444
6/19/2017, 33.7, 34.01, 33.6, 33.88, 3311961, 1.27862561537969, 0.952813872407779, 1.13934264027512, 1.63147489741926, 0, 0.331757252190862, 0.262559374878468, 0.0691978773123932, 33.9249090909093, 33.5254408602151, 33.5967203907204, 34.0059681697613
6/20/2017, 34.25, 34.42, 33.89, 34, 5638473, 1.28981894284149, 0.808150665307193, 1.25662715417026, 1.64510850869625, 0, 0.355458761358669, 0.281139252174509, 0.0743195091841605, 34.0370909090912, 33.6123225806452, 33.6240024420025, 34.0534724033029
6/21/2017, 33.96, 34.2, 33.76, 33.85, 2868556, 1.29575042404077, 0.610455513910764, 1.11161836013828, 1.7659774475363, 0, 0.358011695762407, 0.296513740892088, 0.0614979548703188, 34.0578181818184, 33.6978279569893, 33.6525006105006, 34.0943583535109
6/22/2017, 33.66, 33.8, 33.55, 33.56, 3097939, 1.2862960149312, 1.04091050123963, 0.745906673451035, 1.71258420515696, 0, 0.332798049545829, 0.303770602622836, 0.0290274469229927, 33.9289090909093, 33.7386666666667, 33.6641343101344, 34.1242268907563
6/23/2017, 33.57, 33.79, 33.43, 33.59, 2365837, 1.2744772119094, 0.869707931856262, 0.923644220987027, 1.85475620026681, 0, 0.31164436034998, 0.305345354168265, 0.00629900618171508, 33.7901818181821, 33.7786451612904, 33.6699560439561, 34.1540220385675
6/26/2017, 33.69, 33.8, 33.57, 33.74, 2056134, 1.23945480351615, 0.630881860830212, 1.05138951252422, 1.92113613198629, 0, 0.303485266417617, 0.304973336618136, -0.00148807020051855, 33.6967272727275, 33.8169247311829, 33.6866056166056, 34.1876656279637
6/27/2017, 33.69, 33.89, 33.48, 33.49, 2339834, 1.24748416891917, 0.323753134277035, 0.676876409058141, 1.81679799022432, 0, 0.273691272408868, 0.298716923776282, -0.0250256513674139, 33.5987272727275, 33.8390322580646, 33.6858412698413, 34.2120631747301
6/28/2017, 33.61, 34.1, 33.55, 34.05, 3841746, 1.25519332088834, 1.016651738421, 0.864962637859027, 1.90716982396076, 0, 0.291901775423, 0.297353894105626, -0.00545211868262596, 33.7627272727275, 33.9376774193549, 33.7060244200244, 34.2535733018621
6/29/2017, 34.05, 34.07, 33.33, 33.4, 4341124, 1.32641814213879, 0.402253191663274, 0.524194528647311, 1.72914205235731, 0, 0.2509908957284, 0.288081294430181, -0.0370903987017808, 33.6274545454548, 33.8966881720431, 33.7027203907204, 34.2730180645162
6/30/2017, 33.55, 34.15, 33.5, 33.94, 3082477, 1.3505376443743, 0.758483815453643, 0.887641317210827, 1.89821407109329, 0, 0.259154840175889, 0.282296003579322, -0.0231411634034336, 33.6758181818185, 33.9344086021506, 33.7229157509158, 34.3088114285715
7/3/2017, 34.09, 34.19, 33.82, 33.82, 1916865, 1.34226449637967, 0.811741075277075, 0.794915748022972, 1.80046793877385, 0, 0.253025111863515, 0.276441825236161, -0.0234167133726458, 33.7260000000003, 33.9813548387098, 33.7323345543346, 34.3396712910886
7/5/2017, 33.82, 33.97, 33.6, 33.91, 5323541, 1.32632309065711, 0.939134003762424, 0.792880722405924, 1.77682698843198, 0, 0.252518628292705, 0.27165718584747, -0.0191385575547644, 33.8345454545457, 34.0429032258065, 33.7463785103785, 34.3723080708662
7/6/2017, 33.7, 33.78, 33.55, 33.59, 4342059, 1.32559795188965, 0.777113804523072, 0.689634263987317, 1.48275988149964, 0, 0.223717039987449, 0.262069156675465, -0.0383521166880168, 33.8074545454549, 34.0339569892474, 33.7553992673993, 34.3939970930233
7/7/2017, 33.72, 34.46, 33.69, 34.34, 6899568, 1.358488452061, 0.900980035295934, 0.821199762675358, 1.7116128260422, 0, 0.258431270916518, 0.261341579523676, -0.00291030860715835, 33.9956363636367, 34.1219569892474, 33.7921245421245, 34.4379129397734
7/10/2017, 34.33, 34.75, 34.19, 34.68, 4175604, 1.35864961855784, 0.828606653552634, 0.90765524628814, 1.89413171144353, 0, 0.309806451605489, 0.271034553940039, 0.0387718976654505, 34.2647272727276, 34.2400860215055, 33.8584322344323, 34.4908232530828
7/11/2017, 34.44, 34.51, 34.07, 34.38, 4241080, 1.39069430869711, 0.866097110712534, 0.959231777787708, 1.67005423814043, 0, 0.322595479762306, 0.281346739104492, 0.041248740657814, 34.4007272727276, 34.2952903225807, 33.9060097680098, 34.5331020124914
7/12/2017, 34.64, 34.88, 34.22, 34.43, 2862195, 1.41508762173559, 0.97583614854222, 0.990845449842552, 1.75187502513044, 0, 0.332927675842299, 0.291662926452053, 0.0412647493902457, 34.4690909090912, 34.3386881720431, 33.9551623931624, 34.5755946684894
7/13/2017, 34.39, 34.65, 34.33, 34.49, 2450308, 1.38838484997212, 0.943382071570062, 1.14451409732465, 1.78360630915247, 0, 0.342014978459474, 0.301733336853538, 0.0402816416059365, 34.6189090909094, 34.3712473118281, 34.0014603174603, 34.6185916283246
7/14/2017, 34.5, 34.68, 34.43, 34.55, 1173002, 1.35285452392942, 0.986269231197806, 1.1909954584031, 1.6752241577757, 0, 0.350023378191338, 0.311391345121098, 0.0386320330702403, 34.6354545454549, 34.4280000000001, 34.0514236874237, 34.6620762852405
7/17/2017, 34.5, 34.72, 34.43, 34.55, 1204166, 1.32717995981689, 0.948195711158774, 1.12974757422887, 1.63386431379982, 0, 0.35230889503891, 0.31957485510466, 0.0327340399342494, 34.697272727273, 34.505182795699, 34.1076141636142, 34.704274509804
7/18/2017, 34.43, 34.45, 33.84, 34.12, 4256033, 1.38075510642115, 0.594888710740932, 0.869687571260873, 1.5223122450454, 0, 0.315782631656937, 0.318816410415115, -0.00303377875817851, 34.553272727273, 34.4972688172044, 34.1390769230769, 34.7327200515243
7/19/2017, 34.21, 34.52, 34.21, 34.42, 2517918, 1.35839035501265, 0.446887481712899, 1.02803593757357, 1.55708961014932, 0, 0.307498150298898, 0.316552758391872, -0.00905460809297437, 34.5145454545458, 34.5121290322581, 34.1921343101343, 34.7689431926373
7/20/2017, 34.42, 34.51, 33.88, 34.03, 2688048, 1.39782563087154, 0.0425057793892308, 0.657284092703101, 1.24173396523972, 0, 0.266392096240054, 0.306520625961508, -0.0401285297214545, 34.2492727272731, 34.4748387096775, 34.222083028083, 34.7929089771661
7/21/2017, 34.06, 34.61, 34.06, 34.36, 3666814, 1.39958107996597, 0.456414925840019, 0.794640436617549, 1.39500479881763, 0, 0.257475477290932, 0.296711596227393, -0.0392361189364615, 34.2240000000003, 34.4719784946237, 34.2607643467644, 34.8255087358685
7/24/2017, 34.39, 34.39, 34.18, 34.22, 3734624, 1.36572547084305, 0.420618961919011, 0.72362811671859, 1.09970368468631, 0, 0.236387237632322, 0.284646724508379, -0.0482594868760572, 34.2172727272731, 34.4463870967743, 34.2999267399267, 34.8531823708207
7/25/2017, 34.38, 34.61, 34.23, 34.56, 1642473, 1.34109864964226, 0.428131509816245, 0.96678334768283, 1.26377304130991, 0, 0.24429374801224, 0.276576129209151, -0.0322823811969113, 34.2930909090913, 34.4642580645162, 34.3653846153846, 34.889559484567
7/26/2017, 34.51, 34.52, 34.14, 34.3, 2110340, 1.34492568119693, 0.20113666743567, 0.695723722029802, 1.14083397586233, 0, 0.226963592349648, 0.26665362183725, -0.0396900294876023, 34.2792727272731, 34.4780430107528, 34.4144273504273, 34.9176430611642
7/27/2017, 34.32, 34.47, 34.13, 34.2, 1336312, 1.33112290414626, 0.231727308888738, 0.585648084443934, 1.16018792062414, 0, 0.202822147402031, 0.253887326950207, -0.0510651795481752, 34.2500000000004, 34.4940645161291, 34.4545665445665, 34.9421212121212
7/28/2017, 34.11, 34.29, 33.73, 33.97, 2628639, 1.35555440552582, 0.270419422524173, 0.869989041186753, 1.01967939281643, 0, 0.163248968056735, 0.235759655171512, -0.0725106871147776, 34.1690909090913, 34.4556129032259, 34.4709792429792, 34.9595325670498
7/31/2017, 34.07, 34.15, 33.76, 33.87, 2427264, 1.34915187475425, 0.192318142808343, 0.696959340063839, 0.848180972645773, 0, 0.122406745286973, 0.213089073194604, -0.0906823279076311, 34.0852727272731, 34.3970107526882, 34.4788913308913, 34.9736447803496
8/1/2017, 34.06, 34.44, 33.94, 34.42, 1505118, 1.34401468036113, 0.411205697469318, 0.703831690859993, 1.08563630981073, 0, 0.132887548013947, 0.197048768158473, -0.0641612201445257, 34.1425454545458, 34.4275268817205, 34.5124859584859, 35.0021861895443
8/2/2017, 34.19, 34.62, 34.19, 34.54, 1617979, 1.33462466801183, 0.629357706467395, 0.696924780551729, 0.966056073699645, 0, 0.149157264703007, 0.18747046746738, -0.0383132027643729, 34.2849090909095, 34.4777849462366, 34.5488962148962, 35.0331375252804
8/3/2017, 34.41, 34.52, 34.32, 34.47, 2068310, 1.30238001831947, 0.275896400765182, 0.854346205757244, 1.01444284906993, 0, 0.154620350260508, 0.180900444026005, -0.0262800937654973, 34.3185454545459, 34.5056774193549, 34.5790476190476, 35.0613431888264
8/4/2017, 34.63, 34.88, 34.41, 34.82, 1457713, 1.29231439603385, 0.943181102873527, 0.953094883703518, 1.19602371285236, 0, 0.185058718144468, 0.181732098849698, 0.00332661929477007, 34.5150909090913, 34.5546451612904, 34.6279804639804, 35.0980483221477
8/7/2017, 34.99, 34.99, 34.66, 34.79, 1013373, 1.27618476304696, 0.599116438475826, 0.96387122199816, 1.05101080208217, 0, 0.204404348616009, 0.18626654880296, 0.018137799813049, 34.6481818181822, 34.5936774193549, 34.6743443223443, 35.1329677704194
8/8/2017, 34.66, 35.1, 34.62, 34.68, 1303057, 1.28542515891244, 0.608387580964791, 1.00907209642453, 0.813594587385547, 0, 0.208456858545382, 0.190704610751445, 0.0177522477939377, 34.7801818181822, 34.6210107526882, 34.7151379731379, 35.1640562913907
8/9/2017, 34.59, 34.85, 34.53, 34.7, 1191823, 1.26655957595185, 0.56007365556329, 1.06912058506133, 0.881568514358371, 0, 0.210851766797219, 0.1947340419606, 0.0161177248366198, 34.8605454545459, 34.6281505376344, 34.7546129426129, 35.1948142414861
8/10/2017, 34.47, 34.56, 33.98, 33.98, 2054641, 1.33467146619343, 0.270264075874153, 0.742406439650578, 0.663557455836609, 0, 0.15288935284299, 0.186365104137078, -0.0334757512940874, 34.6503636363641, 34.5734623655914, 34.7568449328449, 35.2060937102114
8/11/2017, 33.96, 34.23, 33.73, 34.09, 1413262, 1.33718185978851, -0.156337634423946, 0.593880603673313, 0.920004384190009, 0, 0.114509805125657, 0.171994044334794, -0.0574842392091368, 34.4441818181823, 34.4898494623656, 34.7600732600732, 35.2198098031001
8/14/2017, 34.3, 34.67, 34.3, 34.57, 680384, 1.33657226266071, -0.0535015019147844, 0.590892215810678, 1.11694127422391, 0, 0.121426002154799, 0.161880435898795, -0.040454433743996, 34.3772727272732, 34.498688172043, 34.779873015873, 35.2453498759305
8/15/2017, 34.52, 34.84, 34.38, 34.47, 1146223, 1.34015195718514, 0.0835786497393838, 0.711561450020904, 1.02681873962731, 0, 0.117483694959354, 0.153001087710907, -0.0355173927515524, 34.3476363636369, 34.4827741935484, 34.7966739926739, 35.2676465784746
8/16/2017, 34.31, 34.63, 34.31, 34.58, 696598, 1.31536396951889, 0.124967670493606, 0.818837345386265, 1.0716600150329, 0, 0.121831075989022, 0.14676708536653, -0.024936009377508, 34.3772727272733, 34.482623655914, 34.8140683760683, 35.2920922357494
8/17/2017, 34.5, 34.6, 33.92, 33.93, 1875388, 1.37374069444931, -0.33523940852729, 0.455263934666245, 0.846652559417076, 0, 0.0719969035651005, 0.131813049006244, -0.0598161454411432, 34.1661818181824, 34.3743440860215, 34.8035702075701, 35.2995677095773
8/18/2017, 33.93, 33.93, 33.54, 33.6, 2987345, 1.37590686531344, -0.576277758363423, 0.311856730800287, 0.641794976706708, 0, 0.00580777242310404, 0.106611993689616, -0.100804221266512, 33.940545454546, 34.272, 34.786398046398, 35.2985251572327
8/21/2017, 33.5, 33.73, 33.41, 33.62, 1550735, 1.35392466212984, -0.563259994964026, 0.293948832510685, 0.634269977427441, 0, -0.0445205528012238, 0.0763854843914479, -0.120906037192672, 33.7823636363642, 34.1996344086022, 34.7628449328449, 35.29787189441
8/22/2017, 33.6, 33.71, 33.36, 33.66, 1951467, 1.33669042732516, -0.278652509468182, 0.258365843931169, 0.626433761506034, 0, -0.0802533369194194, 0.0450577201292744, -0.125311057048694, 33.6798181818188, 34.119182795699, 34.7377875457875, 35.2980906372211
8/23/2017, 33.5, 33.62, 33.17, 33.26, 3151120, 1.35878983146652, -0.732936319210041, -0.171687155680591, 0.489089841261027, 0, -0.139243371918923, 0.00819750171963499, -0.147440873638558, 33.4987272727279, 33.9959569892473, 34.7043418803418, 35.2883943043248
