Date,EFA_Open,EFA_High,EFA_Low,EFA_Close,EFA_Volume,EFA_ATRPercentOfClose20,EFA_SQN25,EFA_SQN50,EFA_SQN100,EFA_SQN200,EFA_MACD,EFA_MACD_Avg,EFA_MACD_Diff,EFA_LinReg10,EFA_LinReg30,EFA_LinReg90,EFA_LinReg270
3/7/2017, 60.47, 60.63, 60.38, 60.53, 16308775, 0.635829549403, 0.809494283799786, 0, 0, 0, 0.285682649054216, 0.323669838308627, -0.0379871892544111, 60.6863636363641, 60.8118924731182, 60.9234242424242, 60.9234242424242
3/8/2017, 60.49, 60.55, 60.25, 60.31, 11568222, 0.631112991114167, 0.549489754481732, 0, 0, 0, 0.24255261573483, 0.307446393793868, -0.0648937780590377, 60.5827272727277, 60.7799139784945, 60.914077294686, 60.914077294686
3/9/2017, 60.47, 60.57, 60.38, 60.54, 13369268, 0.618752944654619, 0.540346359633398, 0, 0, 0, 0.224344725063126, 0.290826060047719, -0.0664813349845932, 60.6058181818186, 60.8144516129031, 60.9243200740056, 60.9243200740056
3/10/2017, 60.96, 61.12, 60.85, 61.05, 18987899, 0.630406848581836, 0.859970646292125, 0, 0, 0, 0.248206409293971, 0.28230212989697, -0.0340957206029989, 60.7329090909096, 60.8962150537633, 60.9754255319149, 60.9754255319149
3/13/2017, 61.2, 61.38, 61.19, 61.37, 19718711, 0.622649848470345, 0.906575993619316, 0, 0, 0, 0.289599963499974, 0.283761696617571, 0.0058382668824033, 60.9425454545459, 61.0055913978493, 61.0483163265306, 61.0483163265306
3/14/2017, 60.92, 60.97, 60.79, 60.9, 15953540, 0.643701480141113, 0.876972203666807, 0, 0, 0, 0.281237648835159, 0.283256887061088, -0.00201923822592942, 60.920545454546, 61.017634408602, 61.0784816326531, 61.0784816326531
3/15/2017, 61.03, 61.78, 61.02, 61.77, 22841075, 0.674135488644392, 1.34410012017022, 0, 0, 0, 0.340882699752079, 0.294782049599287, 0.0461006501527926, 61.294545454546, 61.1372903225805, 61.1737176470588, 61.1737176470588
3/16/2017, 62.1, 62.13, 61.93, 62.07, 24380124, 0.6663328770241, 1.45326234633549, 1.87778078384407, 0, 0, 0.407660073550197, 0.317357654389469, 0.0903024191607283, 61.648545454546, 61.2972043010751, 61.285, 61.285
3/17/2017, 62.18, 62.35, 62.06, 62.23, 20697447, 0.654689339435025, 1.39860404580355, 1.69996622533326, 0, 0, 0.468096362724793, 0.347505396056534, 0.12059096666826, 62.0480000000006, 61.4652258064514, 61.4004934687954, 61.4004934687954
3/20/2017, 62.25, 62.34, 62.02, 62.1, 13484415, 0.649021766721248, 1.22104546235336, 1.41809242273079, 0, 0, 0.499741929881822, 0.377952702821591, 0.12178922706023, 62.2936363636369, 61.6177204301074, 61.4985534591195, 61.4985534591195
3/21/2017, 62.58, 62.63, 61.78, 61.82, 23331513, 0.688111276734391, 0.88647649362277, 1.37754393939599, 0, 0, 0.496504218339517, 0.401663005925176, 0.0948412124143406, 62.3263636363642, 61.6933763440859, 61.5697777777778, 61.5697777777778
3/22/2017, 61.62, 61.89, 61.57, 61.83, 14492777, 0.679477392387742, 0.951222908106752, 1.43102133882921, 0, 0, 0.489107102819609, 0.419151825304063, 0.0699552775155465, 62.2481818181824, 61.7526881720429, 61.6368311688312, 61.6368311688312
3/23/2017, 61.73, 62.1, 61.73, 61.97, 25394787, 0.673898383294616, 0.897540514052983, 1.49267253856409, 0, 0, 0.488905862992674, 0.433102632841785, 0.0558032301508886, 62.1814545454551, 61.8223655913977, 61.7090789473685, 61.7090789473685
3/24/2017, 62.11, 62.27, 62.04, 62.14, 25264511, 0.662591063278549, 0.912738662792627, 1.42755946028315, 0, 0, 0.496737873236619, 0.445829680920752, 0.0509081923158667, 62.1974545454552, 61.9159569892471, 61.7881669691471, 61.7881669691471
3/27/2017, 62.09, 62.38, 62.02, 62.3, 30294538, 0.656737371404857, 1.11617685878371, 1.45769134319266, 0, 0, 0.509976765897974, 0.458659097916196, 0.0513176679817781, 62.2732727272734, 62.0253763440858, 61.8728988895383, 61.8728988895383
3/28/2017, 62.39, 62.65, 62.36, 62.6, 23196000, 0.648865835888123, 1.16588249293012, 1.4860545202159, 0, 0, 0.538469040593931, 0.474621086451743, 0.0638479541421877, 62.3080000000006, 62.1749247311826, 61.9721016949153, 61.9721016949153
3/29/2017, 62.29, 62.63, 62.28, 62.6, 19090764, 0.644377815659212, 1.16588249293012, 1.61137213123633, 0, 0, 0.554655648511343, 0.490627998863663, 0.0640276496476795, 62.4240000000006, 62.3041505376343, 62.0651967213115, 62.0651967213115
3/30/2017, 62.43, 62.55, 62.32, 62.38, 16049834, 0.636760960199636, 0.9410698663314, 1.58781051237136, 0, 0, 0.543466744190098, 0.50119574792895, 0.0422709962611482, 62.4787272727279, 62.4058924731181, 62.1385404547858, 62.1385404547858
3/31/2017, 62.11, 62.36, 62.05, 62.29, 30871662, 0.632285940959876, 1.20756231002848, 1.62544581078977, 0, 0, 0.521327668221147, 0.50522213198739, 0.0161055362337575, 62.5174545454552, 62.4935483870966, 62.2017204301075, 62.2017204301075
4/3/2017, 62.19, 62.24, 61.76, 62.2, 32855183, 0.644145284554199, 1.12074180305177, 1.41930216813206, 0, 0, 0.490861695103348, 0.502350044610581, -0.0114883495072333, 62.4958181818189, 62.5486021505375, 62.2554464285715, 62.2554464285715
4/4/2017, 61.93, 62.18, 61.85, 62.18, 16793755, 0.640278946032609, 1.16974671033361, 1.33362186051941, 0, 0, 0.459803035878828, 0.493840642864231, -0.0340376069854028, 62.4058181818189, 62.6034838709676, 62.3046442307693, 62.3046442307693
4/5/2017, 62.13, 62.29, 61.83, 61.85, 22710372, 0.648697132111435, 0.586914502538499, 1.0791739943237, 0, 0, 0.403904621547603, 0.475853438600905, -0.0719488170533018, 62.1841818181826, 62.606946236559, 62.3309790209791, 62.3309790209791
4/6/2017, 61.88, 61.98, 61.75, 61.86, 17814640, 0.634753018752629, 0.895038426202416, 0.808784399785606, 0, 0, 0.356304386712061, 0.451943628223137, -0.0956392415110753, 61.9929090909098, 62.6129247311827, 62.3561284486658, 62.3561284486658
4/7/2017, 61.75, 61.93, 61.74, 61.82, 15848922, 0.61877273783623, 0.633245622696806, 0.921505652668814, 0, 0, 0.311759423388345, 0.423906787256178, -0.112147363867833, 61.8278181818189, 62.5778494623655, 62.3772563652327, 62.3772563652327
4/10/2017, 61.73, 61.85, 61.68, 61.75, 11321509, 0.6022656537714, 0.725685642380625, 0.939281132090652, 0, 0, 0.267722663822603, 0.392669962569463, -0.12494729874686, 61.6880000000007, 62.5273333333333, 62.3929028132993, 62.3929028132993
4/11/2017, 62, 62.07, 61.62, 62.04, 18663098, 0.605744824538439, 1.08221623241958, 1.34521286494788, 0, 0, 0.25330386172611, 0.364796742400793, -0.111492880674683, 61.7383636363644, 62.4990967741935, 62.4238467908903, 62.4238467908903
4/12/2017, 61.95, 62.03, 61.72, 61.99, 25046026, 0.601732351486474, 1.2266916631567, 1.26891666998557, 0, 0, 0.235131821773301, 0.338863758275294, -0.103731936501993, 61.8020000000008, 62.4955483870967, 62.4501086519115, 62.4501086519115
4/13/2017, 61.7, 61.78, 61.53, 61.59, 16760126, 0.612702046520769, 0.740450400594278, 0.912010083806645, 0, 0, 0.186306071704585, 0.308352220961153, -0.122046149256567, 61.7167272727281, 62.408, 62.4526760563381, 62.4526760563381
4/17/2017, 61.85, 62.02, 61.84, 61.97, 15573493, 0.613191916942932, 0.663015093925115, 1.07497793416301, 0, 0, 0.176242523112805, 0.281930281391483, -0.105687758278678, 61.787818181819, 62.3860860215053, 62.4754528158296, 62.4754528158296
4/18/2017, 61.55, 61.69, 61.35, 61.69, 21171092, 0.635427588560639, 0.237751531734932, 0.803641979946115, 0, 0, 0.144013332357275, 0.254346891584641, -0.110333559227366, 61.7616363636372, 62.3092688172042, 62.4817882265828, 62.4817882265828
4/19/2017, 61.76, 61.8, 61.37, 61.44, 13263137, 0.641105982118986, 0.412311041352409, 0.916346002828366, 0, 0, 0.0971783443595484, 0.222913182139623, -0.125734837780074, 61.6729090909099, 62.1806021505376, 62.4742594594595, 62.4742594594595
4/20/2017, 61.96, 62.1, 61.92, 61.93, 20485317, 0.657517745265962, 0.14828344224827, 1.17037526359978, 0, 0, 0.0984651390125038, 0.198023573514199, -0.0995584345016953, 61.727818181819, 62.0935698924731, 62.4923789473685, 62.4923789473685
4/21/2017, 61.93, 62.02, 61.84, 61.97, 18989833, 0.638761824529691, -0.0806505375273088, 1.13913419199242, 0, 0, 0.101542084805992, 0.178727275772558, -0.0771851909665658, 61.7941818181826, 62.0164946236559, 62.5114354066986, 62.5114354066986
4/24/2017, 63.41, 63.61, 63.38, 63.54, 32694852, 0.720882385155803, 0.694691518908155, 1.43632600606165, 0, 0, 0.228037787808802, 0.188589378179806, 0.0394484096289953, 62.38890909091, 62.1633978494623, 62.6093306693307, 62.6093306693307
4/25/2017, 63.85, 64.08, 63.78, 63.99, 24975216, 0.722216337164553, 0.979857531049378, 1.53808580815802, 0, 0, 0.360442822494093, 0.222960067042664, 0.137482755451429, 63.0312727272736, 62.3726666666666, 62.7252418046089, 62.7252418046089
4/26/2017, 63.81, 64.03, 63.81, 63.81, 20489577, 0.705279615176332, 1.04340819131699, 1.36843107350064, 0, 0, 0.445712375908563, 0.267510528815844, 0.17820184709272, 63.5472727272736, 62.5108602150537, 62.8268512658228, 62.8268512658228
4/27/2017, 63.92, 63.92, 63.75, 63.87, 13855740, 0.68269449870333, 1.06931465201027, 1.43065088216937, 0, 0, 0.512225987547723, 0.31645362056222, 0.195772366985503, 63.9774545454554, 62.6958924731182, 62.9267222222223, 62.9267222222223
4/28/2017, 63.89, 63.91, 63.77, 63.8, 25361248, 0.660243146560698, 0.95801500100901, 1.31156597122014, 0, 0, 0.552916412763039, 0.363746179002384, 0.189170233760656, 64.20090909091, 62.8784946236559, 63.0186419753087, 63.0186419753087
5/1/2017, 63.99, 64.2, 63.91, 64.06, 22211439, 0.655905980534561, 0.998077499700485, 1.35165733524403, 0, 0, 0.599236074538425, 0.410844158109592, 0.188391916428833, 64.4696363636373, 63.0935913978494, 63.1188421980605, 63.1188421980605
5/2/2017, 64.25, 64.42, 64.19, 64.39, 23499960, 0.647871878512063, 1.07384269855074, 1.54119096271176, 0, 0, 0.655022293028679, 0.459679785093409, 0.19534250793527, 64.6823636363646, 63.3300860215053, 63.2301893287435, 63.2301893287435
5/3/2017, 64.22, 64.33, 64.1, 64.26, 12811038, 0.639287997891724, 0.855942118286395, 1.4087903019967, 0, 0, 0.680894432381109, 0.503922714550949, 0.17697171783016, 64.65290909091, 63.5166451612903, 63.3305714285714, 63.3305714285714
5/4/2017, 64.48, 64.89, 64.43, 64.87, 16359729, 0.650171333548575, 1.12294783850334, 1.60858400006645, 0, 0, 0.742066114980517, 0.551551394636863, 0.190514720343654, 64.7783636363646, 63.7655268817203, 63.4547715458276, 63.4547715458276
5/5/2017, 64.94, 65.59, 64.92, 65.59, 18990865, 0.665768923417156, 1.53303424878101, 1.77607517592397, 0, 0, 0.838971950464611, 0.609035505802412, 0.229936444662199, 65.0001818181828, 64.0954838709676, 63.6065838011227, 63.6065838011227
5/8/2017, 65.11, 65.11, 64.96, 65.1, 19823837, 0.685628179763206, 1.306097570846, 1.76853348686949, 0, 0, 0.86624607284714, 0.660477619211358, 0.205768453635782, 65.1692727272737, 64.3512473118279, 63.7299085684431, 63.7299085684431
5/9/2017, 64.98, 65.04, 64.81, 64.94, 28186609, 0.675279870302671, 1.27245100846479, 1.68921268700169, 0, 0, 0.864979404367958, 0.701377976242678, 0.16360142812528, 65.288000000001, 64.5782795698924, 63.8409218590398, 63.8409218590398
5/10/2017, 64.98, 65.04, 64.89, 65.04, 18524300, 0.652060901577225, 1.32908109034509, 1.76354835252372, 0, 0, 0.86210689311654, 0.73352375961745, 0.128583133499089, 65.3534545454556, 64.8209677419354, 63.951722846442, 63.951722846442
5/11/2017, 64.77, 64.9, 64.61, 64.88, 18381620, 0.654123597204895, 1.43219380004663, 1.49132214332471, 0, 0, 0.837268237371219, 0.754272655168204, 0.0829955822030153, 65.3085454545465, 65.0276129032257, 64.0509523809524, 64.0509523809524
5/12/2017, 64.94, 65.24, 64.94, 65.24, 27683031, 0.645578817248941, 1.5854334934253, 1.80075148936138, 0, 0, 0.83698418244402, 0.770814960623367, 0.0661692218206527, 65.3189090909101, 65.2505591397849, 64.1522832722833, 64.1616555183947
5/15/2017, 65.38, 65.57, 65.36, 65.57, 20493923, 0.635377214205504, 1.75399879569317, 1.78318096019992, 0, 0, 0.853548137330762, 0.787361595964846, 0.0661865413659155, 65.4167272727283, 65.4909247311827, 64.2774676434677, 64.2819915848527
5/16/2017, 65.95, 66, 65.86, 65.99, 21931150, 0.632347321392365, 1.97473332050046, 2.01103555671872, 0, 0, 0.890302824067319, 0.807949841585341, 0.0823529824819784, 65.6432727272738, 65.7574193548386, 64.4271257631258, 64.4153054221002
5/17/2017, 65.67, 65.75, 65.22, 65.24, 30198705, 0.666648831265298, 1.39524105937669, 1.75096201049673, 0, 0, 0.849124270096624, 0.816184727287598, 0.0329395428090263, 65.4974545454556, 65.9029677419354, 64.5346178266179, 64.5119776035835
5/18/2017, 65.08, 65.4, 65.02, 65.35, 19242621, 0.661324579405672, 1.46792953252748, 1.88731254910048, 0, 0, 0.815960169178297, 0.816139815665738, -0.000179646487440843, 65.4581818181829, 66.0207311827956, 64.6403833943835, 64.6093618421053
5/19/2017, 65.81, 66.12, 65.78, 66.11, 34855460, 0.679272170639127, 1.96175411206887, 2.01827886913069, 0, 0, 0.841304988468181, 0.821172850226226, 0.0201321382419548, 65.7992727272738, 66.213010752688, 64.7749108669109, 64.7340871993127
5/22/2017, 66.18, 66.31, 66.11, 66.19, 14692607, 0.659636637572217, 1.83215972787861, 1.87652916537173, 0, 0, 0.857956285764033, 0.828529537333788, 0.029426748430245, 66.0416363636374, 66.3853548387096, 64.9145934065935, 64.8572859246792
5/23/2017, 66.34, 66.38, 66.11, 66.2, 12489175, 0.646952894091537, 1.9957090451004, 1.76506930191356, 0, 0, 0.862022615146671, 0.835228152896364, 0.0267944622503067, 66.1960000000011, 66.5261075268816, 65.0516507936509, 64.9762090290662
5/24/2017, 66.02, 66.25, 65.98, 66.24, 15090562, 0.634614545733949, 2.16324444891791, 2.00056472069221, 0, 0, 0.858575749390653, 0.839897672195222, 0.0186780771954307, 66.3154545454556, 66.6625591397848, 65.190341880342, 65.0922383838384
5/25/2017, 66.24, 66.34, 66.15, 66.24, 13265325, 0.617225605886865, 1.95013115201562, 1.74320639109716, 0, 0, 0.846090874517529, 0.841136312659683, 0.00495456185784537, 66.3374545454556, 66.7685806451612, 65.3192722832724, 65.2039227722772
5/26/2017, 65.87, 66.06, 65.85, 66.05, 25971514, 0.617574154841009, 1.82951842120738, 1.55032936270057, 2.40369818820045, 0, 0.811510520989941, 0.835211154325735, -0.0237006333357939, 66.2916363636375, 66.7964086021505, 65.4310866910868, 65.3040361094933
5/30/2017, 65.87, 66.03, 65.85, 65.98, 14415333, 0.602473996375966, 1.42967789369736, 1.45933429201951, 2.21102848732554, 0, 0.769585622687828, 0.822086047998154, -0.0525004253103259, 66.2434545454556, 66.8119139784945, 65.5314896214897, 65.3977174947649
5/31/2017, 66.32, 66.38, 66.03, 66.06, 31167901, 0.601932675852889, 1.2376453359117, 1.54560760727455, 2.093967738676, 0, 0.734350039998844, 0.804538846398292, -0.0701888063994476, 66.2845454545466, 66.7930322580644, 65.6378681318683, 65.4909839432413
6/1/2017, 66.31, 66.5, 66.25, 66.49, 25610013, 0.601225581869451, 1.58785353954437, 1.82177460216196, 2.27836132221991, 0, 0.732677147122871, 0.790166506543208, -0.0574893594203367, 66.3203636363648, 66.7838494623655, 65.7614896214898, 65.5971208791209
6/2/2017, 66.96, 67.24, 66.86, 67.22, 22765290, 0.620748504783915, 1.8628739592538, 2.03619819216867, 2.47721318309529, 0, 0.781250497181603, 0.788383304670887, -0.00713280748928424, 66.5621818181829, 66.8673763440859, 65.9152625152626, 65.7268481581312
6/5/2017, 66.86, 66.9, 66.77, 66.85, 14304505, 0.626632442288647, 1.65411430708722, 1.82263465797169, 2.35283683363818, 0, 0.780887731590212, 0.786884190054752, -0.00599645846453967, 66.726181818183, 66.8724946236559, 66.0611233211235, 65.8382454593546
6/6/2017, 66.58, 66.71, 66.56, 66.66, 11387187, 0.618749772406934, 1.39802568060105, 1.68189464625197, 2.20259930203599, 0, 0.756547812889394, 0.78081691462168, -0.0242691017322861, 66.800181818183, 66.9266881720429, 66.1885543345545, 65.938707165109
6/7/2017, 66.77, 66.88, 66.45, 66.68, 15346442, 0.619879526652877, 1.23827131339751, 1.62820093896121, 2.17977408074534, 0, 0.730451890113656, 0.770743909720076, -0.0402920196064196, 66.8574545454557, 66.9932903225806, 66.3098095238097, 66.0363523615358
6/8/2017, 66.42, 66.57, 66.34, 66.56, 15425213, 0.615488108403744, 1.2470629458488, 1.4729006460778, 2.07699199136707, 0, 0.692109478934782, 0.755017023563017, -0.0629075446282351, 66.8550909090921, 67.0153118279569, 66.4113479853481, 66.1262268557131
6/9/2017, 66.22, 66.46, 66.06, 66.31, 20807919, 0.624619877402888, 0.80564814988816, 1.37515929545262, 2.07558314946066, 0, 0.634238820843819, 0.730861383019178, -0.0966225621753581, 66.7489090909103, 66.9918709677418, 66.4988156288158, 66.2039803439803
6/12/2017, 66.12, 66.19, 65.91, 66.06, 17937219, 0.625910034318139, 0.287200069766231, 1.36821755531114, 2.05595537801455, 0, 0.561727748882589, 0.69703465619186, -0.135306907309271, 66.5145454545467, 66.9163010752687, 66.575794871795, 66.2700981338481
