Date,GAF_Open,GAF_High,GAF_Low,GAF_Close,GAF_Volume,GAF_ATRPercentOfClose20,GAF_SQN25,GAF_SQN50,GAF_SQN100,GAF_SQN200,GAF_MACD,GAF_MACD_Avg,GAF_MACD_Diff,GAF_LinReg10,GAF_LinReg30,GAF_LinReg90,GAF_LinReg270
1/18/2017, 58.61, 58.61, 58.61, 58.61, 383, 0, 0, 0, 0, 0, 0.558543987279414, 0.291886036773913, 0.266657950505501, 59.2438181818182, 59.1195454545455, 59.1195454545455, 59.1195454545455
1/19/2017, 58.68, 58.68, 57.91, 58.45, 1862, 0, 0, 0, 0, 0, 0.571416171991892, 0.347792063817509, 0.223624108174383, 59.088, 59.150641025641, 59.150641025641, 59.150641025641
1/23/2017, 58.3, 58.95, 58.3, 58.95, 1522, 0, 0, 0, 0, 0, 0.61487539167269, 0.401208729388545, 0.213666662284145, 59.2758181818181, 59.3028571428571, 59.3028571428571, 59.3028571428571
1/24/2017, 59.95, 59.95, 59.2, 59.2, 1210, 0, 0, 0, 0, 0, 0.661860530833749, 0.453339089677586, 0.208521441156163, 59.2943636363636, 59.4768571428571, 59.4768571428571, 59.4768571428571
1/25/2017, 59.22, 59.26, 59.22, 59.26, 662, 0, 0, 0, 0, 0, 0.695916004184049, 0.501854472578879, 0.19406153160517, 59.406909090909, 59.621, 59.621, 59.621
1/26/2017, 59.37, 59.66, 59, 59, 1164, 0, 0, 0, 0, 0, 0.693926235393718, 0.540268825141847, 0.153657410251872, 59.320909090909, 59.6703676470588, 59.6703676470588, 59.6703676470588
1/27/2017, 59.1, 59.1, 58.95, 58.95, 1945, 0, 0, 0, 0, 0, 0.680470704456638, 0.568309201004805, 0.112161503451834, 59.0503636363635, 59.6939215686274, 59.6939215686274, 59.6939215686274
1/30/2017, 57.39, 58.15, 57.39, 58.15, 436, 0, 0, 0, 0, 0, 0.598356306093329, 0.57431862202251, 0.0240376840708194, 58.7950909090908, 59.5445614035088, 59.5445614035088, 59.5445614035088
1/31/2017, 57.27, 57.44, 57.27, 57.32, 587, 0, 0, 0, 0, 0, 0.46099196200705, 0.551653290019418, -0.0906613280123679, 58.240909090909, 59.2553157894737, 59.2553157894737, 59.2553157894737
2/1/2017, 58.37, 58.37, 58.02, 58.02, 434, 0, 0, 0, 0, 0, 0.403957311090366, 0.522114094233608, -0.118156783143242, 58.0938181818181, 59.1405714285714, 59.1405714285714, 59.1405714285714
2/2/2017, 58.12, 58.9, 58.12, 58.9, 1537, 0, 0, 0, 0, 0, 0.424867971356896, 0.502664869658265, -0.0777968983013692, 58.2043636363635, 59.1975324675325, 59.1975324675325, 59.1975324675325
2/3/2017, 58.7, 58.9, 58.7, 58.81, 1804, 1.76156478490053, 0, 0, 0, 0, 0.429229679869344, 0.487977831700481, -0.0587481518311369, 58.2359999999998, 59.2283399209486, 59.2283399209486, 59.2283399209486
2/6/2017, 58.92, 58.92, 58.65, 58.65, 2413, 1.70106979965899, 0, 0, 0, 0, 0.414991933776591, 0.473380652115703, -0.0583887183391122, 58.2927272727271, 59.2265217391304, 59.2265217391304, 59.2265217391304
2/8/2017, 57.33, 57.38, 57.33, 57.34, 3358, 1.76803900527555, 0, 0, 0, 0, 0.294606327193641, 0.437625787131291, -0.14301945993765, 57.9632727272726, 59.0178333333333, 59.0178333333333, 59.0178333333333
2/9/2017, 58.08, 58.08, 57.71, 57.71, 449, 1.73298195692904, 0, 0, 0, 0, 0.226445452210498, 0.395389720147132, -0.168944267936634, 57.8750909090908, 58.8912307692308, 58.8912307692308, 58.8912307692308
2/13/2017, 59.57, 59.63, 59.57, 59.63, 567, 1.75431610427061, 0.746000974419871, 0, 0, 0, 0.323624875489109, 0.381036751215528, -0.0574118757264184, 58.4827272727271, 59.0586324786325, 59.0586324786325, 59.0586324786325
2/14/2017, 59.63, 59.63, 59.63, 59.63, 358, 1.66660029905708, 1.0620413187268, 0, 0, 0, 0.396074567510937, 0.384044314474609, 0.012030253036327, 59.0459999999999, 59.204074074074, 59.204074074074, 59.204074074074
2/15/2017, 60, 60.5, 59.88, 59.89, 1825, 1.64903000569602, 0.758470930267946, 0, 0, 0, 0.46906421718603, 0.401048295016894, 0.0680159221691368, 59.5019999999998, 59.3660837438423, 59.3660837438423, 59.3660837438423
2/21/2017, 60.84, 60.84, 60.84, 60.84, 547, 1.62019044525112, 1.20429591798231, 0, 0, 0, 0.596687854769812, 0.440176206967477, 0.156511647802334, 60.0252727272726, 59.6325517241379, 59.6325517241379, 59.6325517241379
2/22/2017, 60.47, 60.47, 59.67, 59.67, 444, 1.66740015677265, 0.595738220559595, 0, 0, 0, 0.596544689289644, 0.471449903431911, 0.125094785857733, 60.0923636363635, 59.7193548387096, 59.7193548387096, 59.7193548387096
2/23/2017, 60.38, 60.38, 60.34, 60.34, 463, 1.62527475947784, 0.768256534744838, 0, 0, 0, 0.643081585972823, 0.505776239940093, 0.13730534603273, 60.4769090909089, 59.8461935483871, 59.8777822580645, 59.8777822580645
2/24/2017, 60.37, 60.37, 60.37, 60.37, 226, 1.54572842533623, 0.885771672519095, 0, 0, 0, 0.67460671487305, 0.539542334926685, 0.135064379946366, 60.7752727272725, 59.8753978494623, 60.0217613636364, 60.0217613636364
2/27/2017, 60.05, 60.05, 59.87, 59.87, 438, 1.52246273234793, 0.278762197727145, 0, 0, 0, 0.651732024240779, 0.561980272789503, 0.0897517514512757, 60.783818181818, 59.9221075268817, 60.0917468805704, 60.0917468805704
2/28/2017, 60, 60, 58.5, 58.5, 5977, 1.60841626660491, -0.0219177468041552, 0, 0, 0, 0.517095363212754, 0.553003290874153, -0.0359079276613999, 59.9905454545453, 59.726129032258, 59.9992100840336, 59.9992100840336
3/1/2017, 60, 60.18, 60, 60.18, 383, 1.62492080452921, 0.283872202444978, 0, 0, 0, 0.539735069094355, 0.550349646518194, -0.0106145774238384, 59.7883636363634, 59.8063870967741, 60.0984285714286, 60.0984285714286
3/2/2017, 60.18, 60.18, 60.18, 60.18, 187, 1.54367476430275, 0.420155117001751, 0, 0, 0, 0.551321903399376, 0.55054409789443, 0.000777805504945994, 59.8354545454544, 59.8656989247311, 60.1871921921922, 60.1871921921922
3/3/2017, 59.99, 60, 58.88, 60, 1944, 1.57922383249921, 0.41625130101358, 0, 0, 0, 0.539758062431524, 0.548386890801849, -0.00862882837032519, 59.7903636363634, 59.8575698924731, 60.2480369843528, 60.2480369843528
3/7/2017, 59.22, 59.22, 59.22, 59.22, 181, 1.58587906876824, 0.100389704657294, 0, 0, 0, 0.462324761816468, 0.531174465004773, -0.0688497031883046, 59.5076363636361, 59.8637849462365, 60.2234412955466, 60.2234412955466
3/8/2017, 58.71, 58.71, 58.59, 58.59, 474, 1.57654839613982, -0.112760856163221, 0, 0, 0, 0.346132577439235, 0.494166087491665, -0.14803351005243, 59.2338181818179, 59.7692473118279, 60.1377948717949, 60.1377948717949
3/9/2017, 58, 58, 57.7, 57.7, 766, 1.59794578861942, -0.336749958376258, 0, 0, 0, 0.180157132956346, 0.431364296584601, -0.251207163628256, 58.5412727272725, 59.5924946236558, 59.972768292683, 59.972768292683
3/13/2017, 59.69, 59.69, 59.69, 59.69, 1019, 1.63413299385447, 0.18585488589932, 0, 0, 0, 0.206812757558566, 0.386453988779394, -0.179641231220828, 58.7776363636361, 59.6415913978494, 60.0078397212544, 60.0078397212544
3/14/2017, 58.41, 58.94, 58.41, 58.94, 385, 1.68076566818824, 0.0378674131886427, 0, 0, 0, 0.165510893556785, 0.342265369734873, -0.176754476178087, 58.7963636363634, 59.5778924731182, 59.9703986710964, 59.9703986710964
3/15/2017, 59.48, 60.8, 59.3, 60.8, 749, 1.7008406588629, 0.567914403030996, 0, 0, 0, 0.279641787645907, 0.32974065331708, -0.0500988656711722, 59.4356363636361, 59.7803655913978, 60.102357293869, 60.102357293869
3/20/2017, 61.3, 62.37, 61.3, 62.37, 605, 1.70098695616355, 1.02335733584904, 0, 0, 0, 0.491115943554533, 0.36201571136457, 0.129100232189963, 60.2925454545452, 60.1867741935483, 60.361393939394, 60.361393939394
3/23/2017, 63.35, 63.4, 63.35, 63.4, 393, 1.670915278125, 1.06662656213911, 0, 0, 0, 0.733369302815653, 0.436286429654787, 0.297082873160866, 61.6301818181815, 60.7074193548386, 60.6886666666667, 60.6886666666667
3/24/2017, 63.4, 63.4, 63.4, 63.4, 440, 1.58736951421875, 0.899481664954594, 0, 0, 0, 0.914811458330028, 0.531991435389835, 0.382820022940193, 62.7921818181816, 61.1840215053763, 60.9908973172989, 60.9908973172989
3/27/2017, 61.59, 61.78, 61.59, 61.78, 889, 1.69403149629969, 0.590158557016517, 0, 0, 0, 0.917311022242082, 0.609055352760285, 0.308255669481797, 63.1829090909088, 61.4233548387096, 61.1367819148936, 61.1367819148936
3/28/2017, 60.81, 61.33, 60.81, 61.33, 2482, 1.70021853170268, 0.537601725836451, 0, 0, 0, 0.872918247275841, 0.661827931663396, 0.211090315612445, 63.1650909090906, 61.5339999999999, 61.2350765306123, 61.2350765306123
3/30/2017, 60.5, 61.23, 60.5, 61.23, 417, 1.68562277350742, 0.794782599882387, 0, 0, 0, 0.820212588857551, 0.693504863102227, 0.126707725755324, 62.8716363636361, 61.5561075268817, 61.3177469387755, 61.3177469387755
3/31/2017, 59.11, 59.11, 59, 59, 401, 1.85084997119943, 0.27935989660058, 0, 0, 0, 0.591680091933156, 0.673139908868413, -0.0814598169352565, 61.4858181818179, 61.3167096774193, 61.2207764705882, 61.2207764705882
4/3/2017, 58.65, 58.65, 58.65, 58.65, 138, 1.79863837827328, -0.139858017562293, 0.375029765549319, 0, 0, 0.377967393864949, 0.61410540586772, -0.236138012002771, 60.3061818181816, 61.0852473118279, 61.1028582202112, 61.1028582202112
4/4/2017, 59.31, 59.31, 59.13, 59.3, 1040, 1.74562620305972, -0.0162230168543397, 0.649721220079138, 0, 0, 0.258073201431287, 0.542898964980434, -0.284825763549146, 59.257818181818, 60.9318709677419, 61.0405587808418, 61.0405587808418
4/5/2017, 58.13, 58.33, 58.12, 58.32, 1761, 1.78737743740345, -0.243674556142072, 0.249811639410676, 0, 0, 0.0830213617589735, 0.450923444336142, -0.367902082577168, 58.2232727272726, 60.6403225806451, 60.9097064989518, 60.9097064989518
4/7/2017, 58.54, 58.54, 58.54, 58.54, 282, 1.71041782613428, -0.381518657092939, 0.402553765061098, 0, 0, -0.0375237703120277, 0.353234001406508, -0.390757771718535, 57.7139999999998, 60.2914838709677, 60.8023905723906, 60.8023905723906
4/10/2017, 58.15, 58.16, 58.14, 58.16, 467, 1.66990141961496, -0.244945266263679, 0.165572363976564, 0, 0, -0.161853731104841, 0.250216454904238, -0.412070186009079, 57.4883636363635, 59.9113548387096, 60.6743051948052, 60.6743051948052
4/11/2017, 58.21, 58.53, 58.21, 58.53, 2225, 1.60798553283044, -0.301698900599805, 0.229997113702168, 0, 0, -0.227903088066682, 0.154592546310054, -0.382495634376736, 57.6763636363635, 59.7032688172043, 60.5792857142857, 60.5792857142857
4/12/2017, 59.32, 59.7, 59.3, 59.3, 5467, 1.60640174662289, -0.156036800721676, 0.408323606815903, 0, 0, -0.215629472147128, 0.0805481426186175, -0.296177614765746, 58.0719999999999, 59.5999784946236, 60.5421597096189, 60.5421597096189
4/17/2017, 60.95, 61.62, 60.95, 61.39, 586, 1.66308262576968, 0.310507059691513, 0.410912490526598, 0, 0, -0.0368324286529287, 0.0570720283643082, -0.0939044570172369, 59.234909090909, 59.7813333333333, 60.6472764465225, 60.6472764465225
4/18/2017, 59.96, 59.96, 59.96, 59.96, 184, 1.73685474109741, 0.305864986610157, 0.242236973459246, 0, 0, -0.0104036062155615, 0.0435769014483343, -0.0539805076638958, 59.8805454545454, 59.8349032258064, 60.6513389830509, 60.6513389830509
4/19/2017, 60.49, 60.49, 60.49, 60.49, 272, 1.67936385786726, 0.101740011957061, 0.252283102968803, 0, 0, 0.0527004980440893, 0.0454016207674853, 0.00729887727660398, 60.3325454545454, 59.8833978494623, 60.6892240437158, 60.6892240437158
4/20/2017, 60.67, 60.85, 60.67, 60.85, 347, 1.61553794205868, 0.166382097601188, 0.38457609128018, 0, 0, 0.13025840881113, 0.0623729783762143, 0.067885430434916, 60.7576363636363, 60.0169462365591, 60.7476150185087, 60.7476150185087
4/24/2017, 61.52, 61.52, 61.26, 61.32, 763, 1.5776289886751, 0.282532744089638, 0.475243451578301, 0, 0, 0.227031604895721, 0.0953047036801157, 0.131726901215606, 61.3550909090909, 60.2088387096774, 60.8319815668203, 60.8319815668203
4/25/2017, 61.42, 61.59, 61.42, 61.44, 1495, 1.51779295420377, 0.450617890320347, 0.418621004861541, 0, 0, 0.309836455333546, 0.138211054010802, 0.171625401322744, 61.6878181818182, 60.3764946236559, 60.9187996031746, 60.9187996031746
4/26/2017, 61.39, 61.39, 61.39, 61.39, 105, 1.44715001060377, 0.563827728373022, 0.37458036076019, 0, 0, 0.367192546641441, 0.18400735253693, 0.183185194104511, 61.8770909090909, 60.4363440860214, 60.9975144230769, 60.9975144230769
4/27/2017, 60.34, 60.34, 60.17, 60.17, 1163, 1.50404706985902, 0.506168062717832, 0.189047444099883, 0, 0, 0.310623187448009, 0.209330519519145, 0.101292667928863, 61.4134545454545, 60.434752688172, 60.9983076923077, 60.9983076923077
4/28/2017, 61.4, 61.4, 61.4, 61.4, 300, 1.50038414631509, 0.3684445590505, 0.397295755261207, 0, 0, 0.360882257168853, 0.239640867049087, 0.121241390119766, 61.3390909090909, 60.5892903225806, 61.0715558570783, 61.0715558570783
5/1/2017, 61.56, 61.56, 61.56, 61.56, 132, 1.43465573837815, 0.550176564358093, 0.426616380244555, 0, 0, 0.408909935643372, 0.273494680767944, 0.135415254875428, 61.3174545454545, 60.7442580645161, 61.1500131694469, 61.1500131694469
5/2/2017, 61.11, 61.11, 61.11, 61.11, 103, 1.40977805419459, 0.103459375900045, 0.482268337677333, 0, 0, 0.405981080480736, 0.299991960710502, 0.105989119770233, 61.4350909090909, 60.780064516129, 61.1982352941177, 61.1982352941177
5/3/2017, 60.48, 61.22, 60.48, 61.08, 566, 1.40052324897249, -0.23527442942821, 0.605140948354569, 0, 0, 0.396666665974621, 0.319326901763326, 0.0773397642112948, 61.2716363636363, 60.7578709677419, 61.241983436853, 61.241983436853
5/4/2017, 60.43, 60.43, 60.43, 60.43, 200, 1.39858947616875, -0.602784442988467, 0.408157385811255, 0, 0, 0.332996778074104, 0.322060877025482, 0.0109359010486225, 60.9285454545454, 60.5778064516129, 61.246861167002, 61.246861167002
5/5/2017, 59.8, 59.8, 59.8, 59.8, 148, 1.39533317629822, -0.737675281099207, 0.188619610853472, 0, 0, 0.229061717433261, 0.303461045107038, -0.0743993276737767, 60.4430909090909, 60.4328602150537, 61.216396713615, 61.216396713615
5/9/2017, 60.19, 60.19, 60.19, 60.19, 447, 1.34937494177608, -0.326747970669494, 0.257776348564068, 0, 0, 0.176131835535919, 0.277995203192814, -0.101863367656895, 60.2436363636364, 60.286688172043, 61.2082724505327, 61.2082724505327
5/11/2017, 61.6, 61.6, 61.6, 61.6, 361, 1.36701191328291, 0.0960279348944476, 0.47446120053765, 0, 0, 0.245133986920784, 0.271422959938408, -0.0262889730176238, 60.6169090909092, 60.4353548387097, 61.2759015179563, 61.2759015179563
5/12/2017, 61.9, 61.9, 61.56, 61.56, 526, 1.32712048676601, 0.109077487270964, 0.671545033717499, 0, 0, 0.293211068639181, 0.275780581678563, 0.0174304869606183, 60.9576363636364, 60.6784516129032, 61.3379459459459, 61.3379459459459
5/15/2017, 61.99, 61.99, 61.99, 61.99, 438, 1.28670205367075, 0.787895601671642, 0.676004796430735, 0, 0, 0.361838855528077, 0.292992236448466, 0.0688466190796118, 61.1936363636364, 61.05, 61.4193052631579, 61.4193052631579
5/16/2017, 62.42, 62.71, 62.38, 62.71, 424, 1.2657395517732, 1.05388213104399, 0.506544990199602, 0, 0, 0.468919442343847, 0.328177677627542, 0.140741764716305, 61.825090909091, 61.522, 61.5338174982911, 61.5338174982911
5/17/2017, 62.5, 62.5, 62.36, 62.36, 350, 1.23726428683631, 0.800966836377408, 0.455824815278352, 0, 0, 0.519550449765383, 0.36645223205511, 0.153098217710273, 62.2961818181819, 61.8460430107526, 61.6250549450549, 61.6250549450549
5/18/2017, 60.94, 60.94, 60.72, 60.72, 920, 1.34219385508493, 0.619839212177156, 0.17701394563034, 0, 0, 0.422471604300597, 0.377656106504207, 0.0448154977963895, 62.067090909091, 61.9282580645161, 61.629435248296, 61.629435248296
5/19/2017, 62.4, 62.4, 61.96, 61.96, 1448, 1.38513735210973, 0.832518459125431, 0.215310979838818, 0, 0, 0.440515567491431, 0.390227998701652, 0.0502875687897789, 62.2816363636364, 62.1650752688171, 61.6949177215189, 61.6949177215189
5/22/2017, 62.04, 62.24, 61.93, 62.24, 2222, 1.33486431265879, 0.994621800428037, 0.426524129632599, 0, 0, 0.471968637598302, 0.406576126480982, 0.0653925111173195, 62.4149090909092, 62.2840430107526, 61.7710092592592, 61.7710092592592
5/23/2017, 63.17, 63.17, 62.74, 63.17, 2448, 1.32306248343975, 1.10149228187485, 0.457486656775128, 0, 0, 0.565420830558409, 0.438345067296468, 0.127075763261942, 62.6447272727274, 62.4767741935483, 61.8886389641674, 61.8886389641674
5/24/2017, 63.17, 63.93, 63.17, 63.93, 1463, 1.30140723017276, 1.08805980734509, 0.555696764484481, 0, 0, 0.692821599053552, 0.489240373647885, 0.203581225405667, 63.0312727272728, 62.7801075268816, 62.0374140464296, 62.0374140464296
5/25/2017, 64.1, 64.1, 63.97, 63.98, 747, 1.24865608023909, 0.682190083976153, 0.636716838843915, 0, 0, 0.78873021711609, 0.549138342341526, 0.239591874774564, 63.513090909091, 62.9945806451612, 62.1820567986231, 62.1820567986231
5/26/2017, 63.88, 64.31, 63.88, 64.31, 580, 1.21356811091607, 1.23245800543954, 0.90193261479068, 0, 0, 0.881208704576871, 0.615552414788595, 0.265656289788276, 63.971090909091, 63.2290752688171, 62.3358739495798, 62.3358739495798
5/30/2017, 63.14, 63.14, 62.85, 62.85, 1330, 1.29582079478698, 0.639023956673789, 0.44567713226852, 0, 0, 0.827153859088, 0.657872703648476, 0.169281155439524, 63.8607272727273, 63.2157634408602, 62.415611491108, 62.415611491108
5/31/2017, 62.51, 62.61, 62.51, 62.61, 698, 1.26290081623932, 0.48366782669978, 0.411016220766422, 0, 0, 0.75623164271822, 0.677544491462425, 0.0786871512557951, 63.7645454545455, 63.1664086021505, 62.4808500400962, 62.4808500400962
6/1/2017, 62.76, 62.76, 62.76, 62.76, 524, 1.20883857711132, 0.401366854579679, 0.459610275316453, 0, 0, 0.704013591229433, 0.682838311415826, 0.0211752798136069, 63.6556363636364, 63.1610967741935, 62.5499529780564, 62.5499529780564
6/2/2017, 62.84, 62.89, 62.79, 62.89, 864, 1.15635830250487, 0.403178000257263, 0.599793348709708, 0, 0, 0.665449435889457, 0.679360536310552, -0.0139111004210958, 63.2418181818182, 63.2892903225806, 62.6218309499489, 62.6218309499489
6/6/2017, 62.53, 62.53, 62.53, 62.53, 460, 1.13365112685598, 0.323278491651563, 0.646769747448564, 0, 0, 0.598933935997572, 0.663275216247956, -0.0643412802503847, 62.8332727272728, 63.2667956989247, 62.6746891385768, 62.6746891385768
6/8/2017, 61.53, 61.53, 60.95, 60.95, 1091, 1.2345011437931, 0.230625328119783, 0.545494539807167, 0, 0, 0.413955308606525, 0.61341123471967, -0.199455926113145, 61.9038181818182, 63.0625806451612, 62.6561367521367, 62.6561367521367
6/9/2017, 61.41, 61.41, 61.41, 61.41, 135, 1.20144443052402, 0.0338787976545073, 0.319002322200894, 0, 0, 0.301006750865888, 0.550930337948914, -0.249923587083026, 61.3896363636364, 62.9377634408601, 62.6354139194139, 62.6578690874343
6/13/2017, 61.3, 61.3, 61.3, 61.3, 242, 1.15239261589814, -0.0367174615582606, 0.422808926103836, 0, 0, 0.20030908595951, 0.480806087551033, -0.280497001591523, 61.0854545454546, 62.8267096774193, 62.5807301587301, 62.6545301542777
6/14/2017, 62.11, 62.51, 62.11, 62.51, 2198, 1.17036608521561, 0.382567989603363, 0.320027277910813, 0, 0, 0.215656395950695, 0.427776149230966, -0.21211975328027, 61.3527272727274, 62.8773118279569, 62.6123565323565, 62.7022351864562
6/15/2017, 60.56, 60.56, 60.5, 60.5, 889, 1.31490255847085, -0.0952862543266485, -0.236251783570416, 0, 0, 0.0648811385825283, 0.355197147101278, -0.29031600851875, 61.0718181818183, 62.6626451612902, 62.5352332112332, 62.6637178051512
6/16/2017, 60.31, 60.31, 59.79, 59.79, 380, 1.32336552179482, -0.110137608919427, -0.508757488152694, 0, 0, -0.110625187145608, 0.262032680251901, -0.372657867397509, 60.4614545454547, 62.2823010752687, 62.449768009768, 62.5968947368421
6/19/2017, 60.04, 60.04, 60.04, 60.04, 203, 1.27278186743349, 0.0918660950095002, -0.468151260176701, 0, 0, -0.226926437364007, 0.164240856728719, -0.391167294092726, 60.0563636363638, 62.018129032258, 62.3724053724053, 62.5424656357388
6/20/2017, 60.14, 60.14, 59.27, 59.27, 2518, 1.29824417335366, -0.174987847050852, -0.354040769695275, 0, 0, -0.376884095656322, 0.056015866251711, -0.432899961908033, 59.5554545454547, 61.6756989247311, 62.2505616605616, 62.4584536082474
6/22/2017, 59.57, 59.57, 59.37, 59.37, 377, 1.25651988457028, -0.50234080977697, -0.266820966808054, 0, 0, -0.48210010604879, -0.0516073282083893, -0.430492777840401, 59.3054545454547, 61.3307311827956, 62.1756483516483, 62.3811811997526
6/23/2017, 61.25, 61.25, 61.25, 61.25, 145, 1.31052418399332, -0.0284438739951056, 0.0566491875542051, 0, 0, -0.409068773951176, -0.123099617356947, -0.28596915659423, 59.8249090909092, 61.2335268817203, 62.1761904761904, 62.381195959596
6/26/2017, 60.47, 60.47, 60.28, 60.28, 556, 1.34548981347232, -0.324216819963078, 0.261913681828082, 0, 0, -0.424567658786927, -0.183393225642943, -0.241174433143984, 59.763090909091, 60.968817204301, 62.1424639804639, 62.3427623762376
6/27/2017, 59.53, 59.77, 59.24, 59.3, 1999, 1.38702899929689, -0.683517064783263, 0.158590989354276, 0.386910843212784, 0, -0.510048920025348, -0.248724364519424, -0.261324555505924, 59.4912727272729, 60.5387311827956, 62.0530720390719, 62.2671869539895
6/28/2017, 60.28, 60.28, 59.89, 59.89, 639, 1.38651325221891, -0.477743723440174, 0.147736927638373, 0.584633330418388, 0, -0.524143367775956, -0.30380816517073, -0.220335202605226, 59.5163636363638, 60.2127311827957, 61.9854090354089, 62.2167675613935
6/29/2017, 59.31, 60.94, 59.31, 60.94, 479, 1.4282304683561, 0.0856703007956889, 0.479363705464512, 0.506344017741475, 0, -0.445452198717021, -0.332136971879988, -0.113315226837033, 60.2230909090911, 60.1158924731182, 61.9736996336996, 62.2080321135175
7/3/2017, 59.04, 59.81, 59.04, 59.81, 2500, 1.54128985963116, -0.431433780404624, 0.257721855455277, 0.470603120597013, 0, -0.468865645195443, -0.359482706543079, -0.109382938652364, 60.2230909090911, 59.8772688172043, 61.9166935286935, 62.1565549450549
7/5/2017, 58.47, 58.61, 58.47, 58.61, 473, 1.60851935129352, -0.739246143368581, 0.125694280442212, 0.206599735497931, 0, -0.577592811009644, -0.403104727436392, -0.174488083573252, 59.704181818182, 59.5263440860215, 61.8081196581196, 62.0615220125786
7/7/2017, 58.73, 58.73, 58.73, 58.73, 326, 1.5351873526366, -0.928841058671576, 0.0852142525252499, 0.225517890346915, 0, -0.646623008601857, -0.451808383669485, -0.194814624932372, 59.3410909090911, 59.2604516129032, 61.6994896214896, 61.973881149709
7/10/2017, 58.13, 58.37, 57.72, 58.27, 8706, 1.55660675406435, -1.21542614267589, -0.113212860145808, 0.219853319101837, 0, -0.730032730264107, -0.50745325298841, -0.222579477275697, 58.7365454545456, 58.9385376344086, 61.5698388278388, 61.8719522326064
7/11/2017, 57.76, 57.81, 57.51, 57.71, 1200, 1.55897247931664, -1.3545094987348, -0.570097998786176, -0.070515438290501, 0, -0.831735130651758, -0.572309628521079, -0.259425502130679, 58.0130909090911, 58.462623655914, 61.3984297924297, 61.7526792388719
7/12/2017, 59.74, 59.93, 59.71, 59.93, 1954, 1.61137805259962, -0.791092246545248, 0.047426749485364, 0.211013202086733, 0, -0.724844018355448, -0.602816506487953, -0.122027511867495, 58.5230909090911, 58.3704731182796, 61.3059389499388, 61.7174061718098
7/13/2017, 60, 60.74, 60, 60.74, 1931, 1.5770726433599, -0.367628921948705, 0.091728234494602, 0.248068208314057, 0, -0.568221705093599, -0.595897546209082, 0.0276758411154834, 59.1909090909093, 58.4128602150537, 61.2624981684981, 61.7121621621622
7/14/2017, 61.44, 61.87, 61.44, 61.86, 1540, 1.56242843096987, -0.0982346162479744, 0.207844963366126, 0.423178369845737, 0, -0.349691725129546, -0.546656381993175, 0.196964656863629, 60.0245454545456, 58.6690322580645, 61.2855775335774, 61.746768018018
7/17/2017, 62.14, 62.24, 62.14, 62.24, 632, 1.5057717159834, -0.0542990107689491, 0.193166587079357, 0.479735263595744, 0, -0.144180296666207, -0.466161164927781, 0.321980868261575, 60.9678181818184, 59.0325376344086, 61.3210989010988, 61.7935635271808
7/18/2017, 62, 62.26, 61.73, 62.15, 3704, 1.47519340342182, -0.0953538343178658, 0.161160170575747, 0.416303972232312, 0, 0.0112965238867417, -0.370669627164877, 0.381966151051618, 61.9618181818184, 59.3988602150537, 61.3466178266177, 61.8356497438287
