Date,VNQ_Open,VNQ_High,VNQ_Low,VNQ_Close,VNQ_Volume,VNQ_ATRPercentOfClose20,VNQ_SQN25,VNQ_SQN50,VNQ_SQN100,VNQ_SQN200,VNQ_MACD,VNQ_MACD_Avg,VNQ_MACD_Diff,VNQ_LinReg10,VNQ_LinReg30,VNQ_LinReg90,VNQ_LinReg270
3/3/2017, 84.47, 84.55, 83.35, 84.21, 4177733, 1.11378494204733, 0.404470988445016, 0, 0, 0, 0.51196151115019, 0.483633242110574, 0.0283282690396165, 84.9872727272726, 84.8998494623658, 84.3400110741971, 84.3400110741971
3/6/2017, 84.06, 84.1, 83.43, 83.83, 3237738, 1.10941474974729, 0.587468685350128, 0, 0, 0, 0.418651974601005, 0.47063698860866, -0.051985014007655, 84.4227272727271, 84.8996559139786, 84.3321564482029, 84.3321564482029
3/7/2017, 83.65, 83.79, 83.03, 83.43, 4658035, 1.10694146647189, 0.661162460691627, 0, 0, 0, 0.308866417765017, 0.438282874439931, -0.129416456674914, 83.9307272727271, 84.890924731183, 84.2893333333333, 84.2893333333333
3/8/2017, 82.94, 83.04, 81.83, 81.89, 4814124, 1.16906240347249, -0.146696717547813, 0, 0, 0, 0.0964832445429238, 0.36992294846053, -0.273439703917606, 82.9276363636361, 84.6907741935486, 84.1169371980676, 84.1169371980676
3/9/2017, 81.73, 82.22, 80.48, 80.66, 5604251, 1.23540533361448, -0.224218674625472, 0, 0, 0, -0.16913301076832, 0.26211175661476, -0.43124476738308, 81.7332727272725, 84.3106021505378, 83.8534505087881, 83.8534505087881
3/10/2017, 81.3, 81.71, 79.98, 80.41, 6278799, 1.28485766072475, -0.673370659826407, 0, 0, 0, -0.395252492727067, 0.130638906746394, -0.525891399473462, 80.7692727272724, 83.9051397849464, 83.5882446808511, 83.5882446808511
3/13/2017, 80.5, 81.11, 80.34, 80.61, 4691167, 1.26534715635694, -0.769279062085943, 0, 0, 0, -0.551952913148, -0.00587945723248443, -0.546073455915515, 80.2365454545452, 83.488731182796, 83.3579166666667, 83.3579166666667
3/14/2017, 80.53, 80.79, 80.07, 80.59, 4582403, 1.24704867303929, -0.726887445747597, 0, 0, 0, -0.670029277715429, -0.138709421329073, -0.531319856386355, 79.864727272727, 83.0436129032261, 83.142, 83.142
3/15/2017, 80.83, 82.64, 80.78, 82.22, 7177832, 1.28587533364418, -0.0259430764457391, 0, 0, 0, -0.624875098641866, -0.235942556791632, -0.388932541850234, 80.258727272727, 82.8523225806455, 83.0674117647059, 83.0674117647059
3/16/2017, 82.13, 82.62, 81.91, 82.06, 4456696, 1.26722442646373, -0.278882568816812, -0.140104099671957, 0, 0, -0.595140341833329, -0.307782113799971, -0.287358228033357, 80.6570909090906, 82.5756989247315, 82.9856787330316, 82.9856787330316
3/17/2017, 82.4, 82.7, 82, 82.44, 4380626, 1.24076922141961, -0.220619511892385, -0.337501148991949, 0, 0, -0.534748263515141, -0.353175343743005, -0.181572919772136, 81.2559999999997, 82.4075698924734, 82.937786647315, 82.937786647315
3/20/2017, 82.5, 82.74, 82.16, 82.3, 2748459, 1.2159728296858, -0.453240715420104, -0.433068892259704, 0, 0, -0.492506626502148, -0.381041600294834, -0.111465026207315, 81.8270909090906, 82.2510967741938, 82.882788259958, 82.882788259958
3/21/2017, 82.48, 82.72, 81.88, 82.01, 6969660, 1.21047232884995, -0.552975950986371, -0.502572436015678, 0, 0, -0.476932618853766, -0.40021980400662, -0.0767128148471458, 82.3014545454543, 82.0517204301078, 82.8104646464646, 82.8104646464646
3/22/2017, 81.51, 81.56, 80.55, 81.37, 4618023, 1.2487070653132, -0.613373482197087, -0.480911737243162, 0, 0, -0.510349762504134, -0.422245795706123, -0.0881039667980111, 82.3241818181815, 81.7560000000003, 82.6974415584415, 82.6974415584415
3/23/2017, 81.38, 82.63, 81.26, 81.97, 7610221, 1.26115565706122, -0.331267697043884, -0.174032978918567, 0, 0, -0.482852085734422, -0.434367053711783, -0.0484850320226388, 82.3365454545452, 81.5861935483874, 82.6331766917293, 82.6331766917293
3/24/2017, 82.09, 82.45, 81.78, 81.88, 4399217, 1.24032831886716, -0.514598610591763, -0.076515784575457, 0, 0, -0.462985221191389, -0.440090687207704, -0.0228945339836845, 82.1963636363633, 81.4250752688175, 82.5667513611615, 82.5667513611615
3/27/2017, 81.76, 82.12, 80.89, 81.14, 4555963, 1.26485307630516, -0.78044730808459, -0.349029935271021, 0, 0, -0.50117516810279, -0.452307583386721, -0.048867584716069, 81.7603636363633, 81.218043010753, 82.4546522501461, 82.4546522501461
3/28/2017, 81.33, 81.61, 80.57, 81.49, 4231891, 1.26026100970463, -1.0501453752347, -0.236772770842283, 0, 0, -0.497464440832772, -0.461338954875931, -0.0361254859568406, 81.4123636363633, 81.0746451612906, 82.3723559322033, 82.3723559322033
3/29/2017, 81.46, 81.96, 81.21, 81.95, 3123293, 1.23628720191323, -0.799715875879049, -0.278761291346908, 0, 0, -0.45219290874563, -0.459509745649871, 0.00731683690424112, 81.5001818181814, 80.9754408602154, 82.3248415300546, 82.3248415300546
3/30/2017, 81.82, 82.23, 81.28, 82.1, 4593334, 1.23018330556577, -0.897868716453674, -0.275851628801438, 0, 0, -0.399604752167434, -0.447528746953384, 0.0479239947859496, 81.6225454545451, 80.8859569892476, 82.2897673188789, 82.2897673188789
3/31/2017, 82.13, 82.89, 81.99, 82.59, 7167920, 1.21622650342175, -0.859463242804466, 0.037383965307807, 0, 0, -0.314760985592855, -0.420975194681278, 0.106214209088423, 81.9879999999996, 80.8978924731186, 82.2876651305683, 82.2876651305683
4/3/2017, 82.36, 82.99, 82.32, 82.83, 7468996, 1.19251164519766, -0.929855545986508, -0.0485126543987838, 0, 0, -0.225555630178675, -0.381891281780758, 0.156335651602082, 82.4001818181814, 80.9575268817208, 82.3007242063491, 82.3007242063491
4/4/2017, 82.71, 83.37, 82.6, 82.83, 5359286, 1.17936680662968, -0.755624703949051, -0.218020322297574, 0, 0, -0.153094959923351, -0.336132017409276, 0.183037057485925, 82.7254545454541, 81.0945591397853, 82.3132403846153, 82.3132403846153
4/5/2017, 82.91, 83.41, 82.82, 82.95, 4738723, 1.15434122921614, -0.634614401824815, -0.193658700397299, 0, 0, -0.0850064580432814, -0.285906905536077, 0.200900447492796, 82.9194545454541, 81.2411182795703, 82.3324615384615, 82.3324615384615
4/6/2017, 82.77, 83.54, 82.43, 83.39, 4711527, 1.15739266956836, -0.345909691326315, 0.0441718837722976, 0, 0, 0.00440768397722024, -0.227843987633418, 0.232251671610638, 83.2992727272722, 81.483225806452, 82.3768928086838, 82.3768928086838
4/7/2017, 83.59, 83.88, 83.27, 83.51, 4483834, 1.13446564458795, -0.204252620561772, 0.111718062792093, 0, 0, 0.0839839185063482, -0.165478406405465, 0.249462324911813, 83.6250909090904, 81.7776129032263, 82.4261808604038, 82.4261808604038
4/10/2017, 83.56, 84.16, 83.36, 84.03, 2547820, 1.11867505272597, 0.0820775258591954, 0.438454192509379, 0, 0, 0.186854370989224, -0.0950118509265269, 0.281866221915751, 83.8936363636358, 82.1801720430112, 82.5030179028133, 82.5030179028133
4/11/2017, 84.06, 84.77, 83.94, 84.61, 3864186, 1.10450480376474, 0.389468952141976, 0.719686069816753, 0, 0, 0.311589291071357, -0.0136916225269502, 0.325280913598307, 84.2749090909085, 82.6287311827962, 82.6090310559006, 82.6090310559006
4/12/2017, 84.58, 84.9, 84.31, 84.46, 3526946, 1.08607084861719, 0.961840889475561, 0.54037515179847, 0, 0, 0.39379939323176, 0.0678065806247918, 0.325992812606968, 84.5261818181813, 83.0451182795704, 82.7015291750503, 82.7015291750503
4/13/2017, 84.43, 84.65, 84.16, 84.27, 2759502, 1.06316680527469, 1.55369301481288, 0.766583138334312, 0, 0, 0.438564579901794, 0.141958180480192, 0.296606399421602, 84.6049090909085, 83.410215053764, 82.779131455399, 82.779131455399
4/17/2017, 84.4, 85.31, 84.31, 85.29, 3875010, 1.05889803431203, 1.99869623791027, 0.769785432786522, 0, 0, 0.550006654017608, 0.223567875187675, 0.326438778829933, 85.0156363636358, 83.8844731182801, 82.9085806697108, 82.9085806697108
4/18/2017, 85.22, 85.6, 85.16, 85.52, 2807318, 1.02897266930717, 2.00563973076837, 0.713953942558154, 0, 0, 0.649398516598168, 0.308734003469774, 0.340664513128394, 85.4065454545449, 84.3556129032263, 83.0443095149944, 83.0443095149944
4/19/2017, 85.45, 85.72, 85.25, 85.4, 3622934, 1.0064151703184, 1.95865330462603, 0.72030696261882, 0, 0, 0.71029643153625, 0.389046489083069, 0.321249942453181, 85.6092727272722, 84.7739569892479, 83.1673837837838, 83.1673837837838
