Date,DIA_Open,DIA_High,DIA_Low,DIA_Close,DIA_Volume,DIA_ATRPercentOfClose20,DIA_SQN25,DIA_SQN50,DIA_SQN100,DIA_SQN200,DIA_MACD,DIA_MACD_Avg,DIA_MACD_Diff,DIA_LinReg10,DIA_LinReg30,DIA_LinReg90,DIA_LinReg270
1/19/2017, 198.03, 198.16, 196.69, 197.28, 3050941, 0, 0, 0, 0, 0, -0.105797756810745, 0.0361477729300583, -0.141945529740803, 197.810727272727, 197.992564102564, 197.992564102564, 197.992564102564
1/20/2017, 197.53, 198.2, 197.31, 197.96, 6998974, 0, 0, 0, 0, 0, -0.129194176595405, 0.0030793830249656, -0.132273559620371, 197.645818181818, 197.904725274725, 197.904725274725, 197.904725274725
1/23/2017, 197.86, 198.11, 197.04, 197.78, 3249687, 0, 0, 0, 0, 0, -0.160411380966963, -0.0296187697734201, -0.130792611193543, 197.613818181818, 197.793714285714, 197.793714285714, 197.793714285714
1/24/2017, 197.79, 199.22, 197.62, 198.84, 5205819, 0, 0, 0, 0, 0, -0.0984828501358948, -0.043391585845915, -0.0550912642899797, 197.892363636364, 197.965583333333, 197.965583333333, 197.965583333333
1/25/2017, 200.01, 200.55, 199.75, 200.42, 4880846, 0, 0, 0, 0, 0, 0.0771988517988405, -0.0192734983169639, 0.0964723501158044, 198.640363636364, 198.464852941176, 198.464852941176, 198.464852941176
1/26/2017, 200.6, 200.97, 200.42, 200.72, 3999710, 0, 0, 0, 0, 0, 0.237893075801253, 0.0321598165066795, 0.205733259294574, 199.567818181818, 198.933921568627, 198.933921568627, 198.933921568627
1/27/2017, 200.69, 200.87, 200.45, 200.63, 3576507, 0, 0, 0, 0, 0, 0.353902589469243, 0.0965083710991922, 0.257394218370051, 200.272363636364, 199.299005847953, 199.299005847953, 199.299005847953
1/30/2017, 199.83, 199.9, 198.42, 199.38, 4718049, 0, 0, 0, 0, 0, 0.341045056423155, 0.145415708163985, 0.195629348259171, 200.432545454545, 199.356578947368, 199.356578947368, 199.356578947368
1/31/2017, 198.72, 198.89, 197.56, 198.36, 4628094, 0, 0, 0, 0, 0, 0.245717415929249, 0.165476049717038, 0.0802413662122115, 200.081272727273, 199.214142857143, 199.214142857143, 199.214142857143
2/1/2017, 199.13, 199.4, 198.2, 198.63, 3676914, 0, 0, 0, 0, 0, 0.189768781172688, 0.170334596008168, 0.0194341851645204, 199.780545454546, 199.141212121212, 199.141212121212, 199.141212121212
2/2/2017, 198.16, 198.97, 198.02, 198.61, 2640562, 0.634485297819849, 0, 0, 0, 0, 0.142176331934081, 0.16470294319335, -0.0225266112592693, 199.301818181818, 199.075256916996, 199.075256916996, 199.075256916996
2/3/2017, 199.58, 200.57, 199.44, 200.38, 4857335, 0.646343790547959, 0, 0, 0, 0, 0.24446513857697, 0.180655382270074, 0.0638097563068958, 199.498, 199.306956521739, 199.306956521739, 199.306956521739
2/6/2017, 200.03, 200.7, 199.78, 200.28, 2770903, 0.637301030120332, 0, 0, 0, 0, 0.313842806019949, 0.207292867020049, 0.106549938999899, 199.491636363636, 199.490266666667, 199.490266666667, 199.490266666667
2/7/2017, 200.89, 201.3, 200.43, 200.58, 2606330, 0.62995671451229, 0, 0, 0, 0, 0.388553596113212, 0.243545012838682, 0.14500858327453, 199.664545454545, 199.6936, 199.6936, 199.6936
2/8/2017, 200.5, 200.69, 200.15, 200.51, 2291450, 0.612133469188725, 0.567308313190695, 0, 0, 0, 0.437075684122306, 0.282251147095407, 0.154824537026899, 200.034363636364, 199.859743589744, 199.859743589744, 199.859743589744
2/9/2017, 200.82, 202.11, 200.77, 201.72, 3487574, 0.617697490638905, 0.673286052943238, 0, 0, 0, 0.566634862088137, 0.339127890093953, 0.227506971994184, 200.877272727273, 200.173968253968, 200.173968253968, 200.173968253968
2/10/2017, 202.3, 203, 202.07, 202.74, 2880299, 0.615427843154266, 1.02231647425245, 0, 0, 0, 0.743051484573215, 0.419912608989805, 0.32313887558341, 202, 200.587610837438, 200.587610837438, 200.587610837438
2/13/2017, 203.32, 204.47, 203.32, 204.2, 2637381, 0.622836674216655, 1.14851927469778, 0, 0, 0, 0.989269049374087, 0.533783897066662, 0.455485152307426, 203.262, 201.143310344828, 201.143310344828, 201.143310344828
2/14/2017, 204.06, 205.18, 203.95, 205.17, 3586627, 0.618872576065161, 1.5851577974603, 0, 0, 0, 1.24827974488045, 0.676683066629419, 0.57159667825103, 204.392181818182, 201.758150537634, 201.758150537634, 201.758150537634
2/15/2017, 205.39, 206.49, 205.29, 206.38, 3646005, 0.616461779773838, 1.94507048646732, 0, 0, 0, 1.53350715879708, 0.848047885062951, 0.685459273734128, 205.622909090909, 202.526838709677, 202.453064516129, 202.453064516129
2/16/2017, 206.55, 206.72, 205.85, 206.48, 4589617, 0.606422476773724, 1.75835661260493, 0, 0, 0, 1.74747727330387, 1.02793376271114, 0.719543510592737, 206.461454545455, 203.30552688172, 203.084431818182, 203.084431818182
2/17/2017, 205.03, 205.92, 205.02, 205.88, 5747721, 0.613237844152062, 1.75862268665583, 0, 0, 0, 1.84734015762339, 1.19181504169359, 0.655525115929806, 207.017454545455, 203.934129032258, 203.579180035651, 203.579180035651
2/21/2017, 206.56, 207.3, 206.42, 207.07, 3076688, 0.613515897939466, 2.02127551875462, 0, 0, 0, 1.99945677459596, 1.35334338827406, 0.646113386321895, 207.664545454546, 204.718387096774, 204.156084033614, 204.156084033614
2/22/2017, 206.73, 207.53, 206.64, 207.45, 2254362, 0.603223427992331, 2.32532701338481, 0, 0, 0, 2.1261640183825, 1.50790751429575, 0.618256504086749, 208.132545454546, 205.452086021505, 204.716047619048, 204.716047619048
2/23/2017, 208.06, 208.15, 207.21, 207.82, 3179933, 0.59465770922028, 2.47132406775365, 0, 0, 0, 2.23072195561261, 1.65247040255912, 0.578251553053488, 208.339636363637, 206.152666666667, 205.259864864865, 205.259864864865
2/24/2017, 207.08, 207.95, 207.07, 207.93, 3703905, 0.585786932494833, 2.7665911167711, 0, 0, 0, 2.29599416335, 1.7811751547173, 0.514819008632706, 208.428, 206.868430107527, 205.762275960171, 205.762275960171
2/27/2017, 207.73, 208.37, 207.61, 208.29, 3433737, 0.573779552690806, 2.68318680813922, 0, 0, 0, 2.3496861305135, 1.89487734987654, 0.454808780636966, 208.506, 207.535720430108, 206.253198380567, 206.253198380567
2/28/2017, 208.11, 208.31, 207.68, 207.98, 2821874, 0.561048734870995, 2.63920213694242, 0, 0, 0, 2.34024609190357, 1.98395109828194, 0.356294993621622, 208.466181818182, 208.098795698925, 206.667666666667, 206.667666666667
3/1/2017, 209.92, 211.59, 209.88, 211.02, 7846089, 0.610854753504626, 2.64567224747624, 0, 0, 0, 2.54868770163193, 2.09689841895194, 0.451789282679992, 209.464363636364, 208.947053763441, 207.336682926829, 207.336682926829
3/2/2017, 211.19, 211.19, 209.84, 209.89, 3336864, 0.615595986375334, 2.01392081206199, 0, 0, 0, 2.59280933088769, 2.19608060133909, 0.396728729548598, 209.995090909091, 209.559182795699, 207.840731707317, 207.840731707317
3/3/2017, 210.06, 210.32, 209.41, 209.91, 2589010, 0.606436422758815, 1.947889692512, 0, 0, 0, 2.59942531585003, 2.27674954424128, 0.322675771608748, 210.361272727273, 210.052150537634, 208.302558139535, 208.302558139535
3/6/2017, 209.26, 209.77, 209.02, 209.48, 2524696, 0.598540271272855, 1.86201631978243, 0, 0, 0, 2.54068370502736, 2.3295363763985, 0.211147328628867, 210.271818181819, 210.454408602151, 208.685951374207, 208.685951374207
3/7/2017, 209.21, 209.66, 208.98, 209.17, 2740993, 0.58571069094481, 2.17618450948206, 0, 0, 0, 2.44097807027995, 2.35182471517479, 0.0891533551051666, 210.11690909091, 210.731010752688, 209.009212121212, 209.009212121212
3/8/2017, 209.58, 209.61, 208.43, 208.61, 3173098, 0.586201284519819, 2.35598582184655, 0, 0, 0, 2.29037134140057, 2.33953404041994, -0.0491626990193721, 209.730000000001, 210.933741935484, 209.256676328503, 209.256676328503
3/9/2017, 208.74, 209.09, 207.87, 208.67, 4430109, 0.585963854245917, 2.29976858792473, 0, 0, 0, 2.1510598433737, 2.3018392010107, -0.150779357636994, 209.374545454546, 211.186387096774, 209.4877613321, 209.4877613321
3/10/2017, 209.69, 209.7, 208.36, 209.15, 3003984, 0.587422536898019, 2.42280056902454, 0, 0, 0, 2.05568975411194, 2.25260931163094, -0.196919557519006, 209.160545454546, 211.46670967742, 209.738643617021, 209.738643617021
3/13/2017, 209.13, 209.34, 208.59, 208.94, 2261813, 0.576560028776728, 2.05455131060635, 0, 0, 0, 1.94079079809075, 2.1902456089229, -0.249454810832159, 208.879454545455, 211.66, 209.951794217687, 209.951794217687
3/14/2017, 208.57, 208.88, 207.98, 208.54, 4433001, 0.571799797602279, 1.96653836950569, 0, 0, 0, 1.79674414254035, 2.11154531564639, -0.314801173106046, 208.362727272728, 211.66559139785, 210.115567346939, 210.115567346939
3/15/2017, 208.83, 209.91, 208.71, 209.58, 5736969, 0.573198651123104, 2.10884364693417, 0, 0, 0, 1.74637432246479, 2.03851111701007, -0.292136794545284, 208.782727272728, 211.676043010753, 210.346141176471, 210.346141176471
3/16/2017, 210.17, 210.17, 209.05, 209.44, 3018383, 0.571640682951017, 2.09015770295213, 1.9090624284277, 0, 0, 1.67584099536899, 1.96597709268186, -0.290136097312869, 209.006909090909, 211.614344086022, 210.547911010558, 210.547911010558
3/17/2017, 209.53, 209.53, 208.83, 208.86, 2873236, 0.561324348393172, 1.67217960096791, 1.67558098915467, 0, 0, 1.5552141323125, 1.88382450060798, -0.328610368295484, 209.059272727273, 211.407978494624, 210.690442670537, 210.690442670537
3/20/2017, 208.85, 209.27, 208.56, 208.81, 3308571, 0.550386922250506, 1.43881699789182, 1.74520440242324, 0, 0, 1.43899406430745, 1.79485841334788, -0.355864349040427, 209.065636363637, 211.247139784947, 210.817568134172, 210.817568134172
3/21/2017, 209.33, 209.43, 206.25, 206.35, 6192436, 0.606154487876771, 0.460545151450528, 1.10107302397006, 0, 0, 1.13530034647658, 1.66294679997362, -0.527646453497036, 208.196727272728, 210.71311827957, 210.756929292929, 210.756929292929
3/22/2017, 205.96, 206.57, 205.5, 206.41, 3898464, 0.601598661134166, 0.274398850817484, 1.24436265651565, 0, 0, 0.889212102062402, 1.50819986039138, -0.618987758328974, 207.390363636364, 210.167548387097, 210.701967532467, 210.701967532467
3/23/2017, 206.03, 207.3, 205.91, 206.31, 3839976, 0.605482917272396, -0.00422071573915079, 1.29101865260573, 0, 0, 0.678297242740001, 1.3422193368611, -0.6639220941211, 206.681454545455, 209.567010752689, 210.641184210526, 210.641184210526
3/24/2017, 206.58, 206.9, 205, 205.75, 4052695, 0.622946885197301, -0.147406337897272, 1.05181018817224, 0, 0, 0.460648310305203, 1.16590513154992, -0.705256821244719, 206.003818181819, 208.938666666667, 210.543653962492, 210.543653962492
3/27/2017, 204.18, 205.51, 203.81, 205.23, 4559589, 0.640563053880414, -0.130717838490055, 1.06577718020963, 0, 0, 0.243394607567865, 0.98140302675351, -0.738008419185645, 205.290000000001, 208.286344086022, 210.414926943308, 210.414926943308
3/28/2017, 205.08, 207.07, 204.91, 206.75, 3538040, 0.65629803032882, -0.0565447553242774, 1.28670270577902, 0, 0, 0.191661426134743, 0.823454706629757, -0.631793280495013, 205.223636363637, 207.908150537635, 210.392254237288, 210.392254237288
3/29/2017, 206.53, 206.56, 205.95, 206.31, 2323900, 0.644201138490424, -0.230541045860811, 1.32118745569894, 0, 0, 0.11384584038359, 0.681532933380523, -0.567687092996934, 205.31090909091, 207.522344086022, 210.340453551913, 210.340453551913
3/30/2017, 206.3, 207.26, 206.15, 206.96, 2849212, 0.636885775211932, -0.169344986883788, 1.44294177943821, 0, 0, 0.103433676728059, 0.565913082050031, -0.462479405321971, 205.773090909091, 207.292322580646, 210.33142781597, 210.33142781597
3/31/2017, 206.72, 206.93, 206.3, 206.34, 4179559, 0.622852505747641, -0.32087916028868, 1.45779602130726, 0, 0, 0.0446385778329557, 0.461658181206616, -0.41701960337366, 206.040363636364, 206.986559139785, 210.282196620584, 210.282196620584
4/3/2017, 206.52, 206.63, 204.88, 206.25, 4436098, 0.634392323559611, -0.416426997846041, 1.33653360596366, 0, 0, -0.00911414725962345, 0.367503715513368, -0.376617862772991, 206.404000000001, 206.630279569893, 210.228482142857, 210.228482142857
4/4/2017, 206.02, 206.77, 205.81, 206.65, 2555352, 0.624733829651398, -0.266446721618003, 1.42967869050507, 0, 0, -0.019215408830604, 0.290159890644573, -0.309375299475177, 206.553454545455, 206.401698924732, 210.200557692308, 210.200557692308
4/5/2017, 207.59, 208.65, 206.16, 206.26, 4110448, 0.654980042677147, -1.30037690168873, 1.20455970526427, 0, 0, -0.0580216347471492, 0.220523585566229, -0.278545220313378, 206.563818181819, 206.151677419355, 210.149202797203, 210.149202797203
4/6/2017, 206.45, 207.29, 205.92, 206.45, 3186890, 0.654838335783284, -0.969335683577821, 1.00498224592852, 0, 0, -0.072607462633357, 0.161897375926312, -0.234504838559669, 206.628, 205.958107526882, 210.11038896427, 210.11038896427
4/7/2017, 206.19, 207.07, 205.89, 206.38, 2609251, 0.650895463229654, -0.995866288974622, 0.943674255102166, 0, 0, -0.0887917156765923, 0.111759557605731, -0.200551273282323, 206.548363636364, 205.77182795699, 210.068147497805, 210.068147497805
4/10/2017, 206.49, 207.32, 205.95, 206.39, 2395161, 0.651510322284361, -0.874026310274529, 0.960672788564322, 0, 0, -0.0996620938081492, 0.0694752273229549, -0.169137321131104, 206.333818181819, 205.620817204301, 210.027340153453, 210.027340153453
4/11/2017, 206.22, 206.42, 204.94, 206.33, 3511470, 0.654979666773885, -0.804473720216942, 1.1902027241737, 0, 0, -0.111829346260976, 0.0332143126061688, -0.145043658867144, 206.339272727273, 205.453784946237, 209.983937888199, 209.983937888199
4/12/2017, 206.3, 206.3, 205.35, 205.67, 2181729, 0.648052010080143, -0.831838401195828, 1.26998671339244, 0, 0, -0.172737258054383, -0.00797600152594152, -0.164761256528441, 206.051636363637, 205.416322580646, 209.904575452716, 209.904575452716
4/13/2017, 205.34, 205.94, 204.36, 204.37, 3605178, 0.658220942738777, -1.16222781817566, 0.975685102080303, 0, 0, -0.322192319908993, -0.0708192652025518, -0.251373054706441, 205.479818181819, 205.173096774194, 209.756220657277, 209.756220657277
4/17/2017, 204.93, 206.26, 204.86, 206.17, 2260907, 0.665686488646008, -0.70989306348835, 1.23094205989434, 0, 0, -0.292025290650827, -0.115060470292207, -0.17696482035862, 205.547090909091, 205.195204301076, 209.711834094368, 209.711834094368
4/18/2017, 205.36, 205.81, 204.42, 205.08, 2497919, 0.678429657674762, -0.900883780682319, 0.783316614232302, 0, 0, -0.35201379717904, -0.162451135669574, -0.189562661509467, 205.229090909092, 205.07447311828, 209.610003702333, 209.610003702333
4/19/2017, 205.26, 205.3, 203.64, 203.85, 3606413, 0.689113252323489, -1.06826231585222, 0.588280351272239, 0, 0, -0.493121444206224, -0.228585197376904, -0.26453624682932, 204.630000000001, 204.805397849463, 209.446778378379, 209.446778378379
4/20/2017, 204.35, 206.21, 204.17, 205.7, 3873706, 0.706134903557784, -0.817222588376645, 0.803488725035807, 0, 0, -0.450477903339106, -0.272963738569344, -0.177514164769762, 204.744727272728, 204.768043010753, 209.386842105263, 209.386842105263
4/21/2017, 205.51, 205.73, 204.77, 205.25, 3034835, 0.695685028885478, -0.882881688049209, 0.743706664069486, 0, 0, -0.4478315063254, -0.307937292120555, -0.139894214204845, 204.772545454546, 204.696365591398, 209.305516062885, 209.305516062885
4/24/2017, 207.33, 207.63, 207.03, 207.38, 3220158, 0.711495248190795, -0.272055099305329, 0.851803780209856, 0, 0, -0.270740095487611, -0.300497852793967, 0.0297577573063558, 205.587636363637, 204.949010752688, 209.335504495505, 209.335504495505
4/25/2017, 208.95, 209.98, 208.84, 209.68, 3483635, 0.73050548617568, 0.165652051134503, 0.994009740436612, 0, 0, 0.0545678770546942, -0.229484706824234, 0.284052583878929, 207.144727272728, 205.490903225807, 209.47905874716, 209.47905874716
4/26/2017, 209.81, 210.43, 209.44, 209.47, 2865327, 0.718307016872349, 0.624003851930604, 0.769407572900156, 0, 0, 0.292064802812263, -0.125174804896935, 0.417239607709198, 208.437818181819, 205.97470967742, 209.605110759494, 209.605110759494
4/27/2017, 209.73, 209.77, 209.06, 209.56, 1951683, 0.699038854185142, 0.629701188310899, 0.647007773688175, 0, 0, 0.481989006151565, -0.00374204268723495, 0.4857310488388, 209.458727272728, 206.533268817204, 209.729351851852, 209.729351851852
4/28/2017, 209.63, 209.63, 208.97, 209.08, 1934014, 0.681394935760888, 0.552835963028575, 0.40761721608356, 0, 0, 0.58700666966638, 0.114407699783488, 0.472598969882892, 209.841636363637, 207.021720430107, 209.824248720265, 209.824248720265
5/1/2017, 209.49, 209.49, 208.7, 208.92, 1886009, 0.666727697254654, 0.636562792733098, 0.369854776139207, 0, 0, 0.649832398406829, 0.221492639508156, 0.428339758898673, 210.272363636365, 207.45352688172, 209.906717602116, 209.906717602116
5/2/2017, 209.1, 209.3, 208.75, 209.13, 1359664, 0.645905001601493, 0.787547301263268, 0.489593795879349, 0, 0, 0.708401474788616, 0.318874406564248, 0.389527068224368, 210.407636363637, 207.908258064516, 209.994939759036, 209.994939759036
5/3/2017, 208.87, 209.47, 208.47, 209.22, 1829363, 0.63724408438808, 0.520999141730132, 0.332665622187463, 0, 0, 0.753395463694119, 0.405778617990222, 0.347616845703897, 210.107090909092, 208.208344086022, 210.083002801121, 210.083002801121
5/4/2017, 209.65, 209.65, 208.2, 209.19, 2640119, 0.640126186571493, 0.609818364028005, 0.272398531222206, 0, 0, 0.777668298720442, 0.480156554136266, 0.297511744584176, 209.873272727274, 208.490107526882, 210.165370725034, 210.165370725034
5/5/2017, 209.07, 209.78, 208.76, 209.77, 1673787, 0.630750808602022, 0.594516414433654, 0.302138975263152, 0, 0, 0.834090966633113, 0.550943436635636, 0.283147529997477, 209.559454545456, 208.820860215054, 210.270224538893, 210.270224538893
5/8/2017, 209.7, 210.02, 209.53, 209.92, 2311048, 0.610456208386165, 0.76429257640642, 0.307801467993304, 0, 0, 0.880757262386567, 0.616906201785822, 0.263851060600745, 209.47690909091, 209.110989247312, 210.376987983281, 210.376987983281
5/9/2017, 210.14, 210.32, 209.22, 209.62, 1570111, 0.607001330508552, 0.718647812215331, 0.21107416933643, 0, 0, 0.88335043128302, 0.670195047685262, 0.213155383597758, 209.612181818183, 209.301483870968, 210.465457099081, 210.465457099081
5/10/2017, 209.19, 209.81, 208.9, 209.48, 1394296, 0.598757103094054, 0.605000485359477, 0.236401950123491, 0, 0, 0.864147353566182, 0.708985508861446, 0.155161844704736, 209.660363636365, 209.547225806452, 210.543617977528, 210.543617977528
5/11/2017, 209.14, 209.45, 208.1, 209.28, 3093717, 0.602333027801679, 0.647981785536285, -0.268863683484416, 0, 0, 0.823299958163318, 0.73184839872182, 0.0914515594414979, 209.65690909091, 209.72064516129, 210.60936019536, 210.60936019536
5/12/2017, 208.97, 209.28, 208.82, 209.01, 1575490, 0.583959826110801, 0.549460269052271, -0.131729166123467, 0, 0, 0.760376215803092, 0.737553962138075, 0.0228222536650172, 209.479454545456, 209.883978494624, 210.636766788767, 210.660267558529
5/15/2017, 209.4, 210.13, 209.4, 209.93, 1818522, 0.57900619774519, 0.746782774922738, 0.0177997245733739, 0, 0, 0.775802044827941, 0.745203578676048, 0.0305984661518931, 209.591636363637, 210.109483870968, 210.712852258852, 210.747966339411
5/16/2017, 210.32, 210.46, 209.46, 209.95, 1746608, 0.573818683200835, 0.748840756656023, 0.0917055339052189, 0, 0, 0.780642200960472, 0.752291303132933, 0.028350897827539, 209.697636363638, 210.308365591398, 210.773025641026, 210.832612674445
5/17/2017, 208.12, 208.59, 206.37, 206.47, 5717401, 0.641011144045694, 0.0379919445649069, -0.372859203087235, 0, 0, 0.49793130105337, 0.70141930271702, -0.20348800166365, 208.574727272729, 210.068494623656, 210.689765567766, 210.767769316909
5/18/2017, 206.03, 207.96, 205.86, 206.96, 6653817, 0.658253248770578, 0.232865907411678, -0.221361429119675, 0, 0, 0.309848045558624, 0.623105051285341, -0.313257005726717, 207.765090909092, 209.865956989247, 210.606158730159, 210.724980263158
5/19/2017, 206.75, 208.31, 206.58, 207.77, 4892838, 0.664535244488043, 0.603305163113327, -0.111840374799101, 0, 0, 0.223573722358367, 0.543198785499946, -0.319625063141579, 207.472909090911, 209.774344086021, 210.543951159951, 210.716365979382
5/22/2017, 208.32, 208.87, 208.32, 208.65, 2246188, 0.655005815288362, 0.456133300374538, -0.0539289067634384, 0, 0, 0.223631460906773, 0.479285320581312, -0.255653859674538, 207.62381818182, 209.781204301075, 210.534012210012, 210.743214811698
5/23/2017, 209.1, 209.35, 208.69, 209.12, 3457531, 0.637593798737188, 0.752115184742738, 0.0423890998527051, 0, 0, 0.25862106847714, 0.435152470160477, -0.176531401683337, 207.946363636365, 209.833720430107, 210.524901098901, 210.787445887446
5/24/2017, 209.32, 209.96, 209.08, 209.82, 3483187, 0.624663685217447, 1.14176719986378, 0.197280572014431, 0, 0, 0.338927785878667, 0.415907533304115, -0.0769797474254483, 208.510000000002, 209.953440860215, 210.53768009768, 210.857438383839
5/25/2017, 210.52, 210.92, 210.3, 210.58, 2198248, 0.617407102814647, 0.97245927557593, 0.157854387378168, 0, 0, 0.458610509929684, 0.424448128629229, 0.0341623813004553, 209.277636363638, 210.103075268817, 210.561978021978, 210.954415841584
5/26/2017, 210.54, 210.72, 210.32, 210.54, 1152162, 0.59614756495285, 1.06200629427827, 0.17204729082149, 1.35555954521119, 0, 0.543961812135649, 0.448350865330513, 0.0956109468051357, 209.906545454547, 210.12929032258, 210.572266178266, 211.045975538731
5/30/2017, 210.21, 210.52, 209.97, 210.21, 1066624, 0.580787131482396, 0.6164971295985, 0.208144923312783, 1.23918543473733, 0, 0.578308709167288, 0.474342434097868, 0.10396627506942, 210.522000000002, 210.193827956989, 210.544017094017, 211.121147915477
5/31/2017, 210.41, 210.41, 209.32, 210, 1577523, 0.578251903635565, 0.087405340666916, 0.18550173457954, 1.26324184123811, 0, 0.581876121836899, 0.495849171645674, 0.0860269501912246, 211.053636363638, 210.132989247312, 210.512227106227, 211.185235250187
6/1/2017, 210.27, 211.4, 209.91, 211.4, 1827924, 0.580942548605938, 0.454160931328021, 0.769575092461829, 1.31844193103445, 0, 0.689720948038627, 0.534623526924265, 0.155097421114362, 211.370181818184, 210.136043010752, 210.528813186813, 211.299752747253
6/2/2017, 211.45, 212.21, 211.27, 211.91, 2314011, 0.572746411384694, 0.547531268364818, 0.834246350815229, 1.46244717407128, 0, 0.807038450640647, 0.589106511667541, 0.217931938973106, 211.692000000002, 210.278430107527, 210.58126984127, 211.429141060198
6/5/2017, 211.86, 212.21, 211.64, 211.86, 1922998, 0.55768978303929, 0.65194693626732, 0.84215846345044, 1.49985834157634, 0, 0.885768249538074, 0.648438859241648, 0.237329390296426, 211.888545454547, 210.34440860215, 210.657076923077, 211.551939693176
6/6/2017, 211.33, 211.78, 211.17, 211.37, 2095011, 0.547355582925529, 0.572539285255077, 0.855667587299544, 1.34497641653844, 0, 0.89826859625785, 0.698404806644888, 0.199863789612962, 211.868727272729, 210.447569892473, 210.709750915751, 211.65220145379
6/7/2017, 211.69, 211.92, 211.14, 211.72, 1545878, 0.537548753470719, 0.603135972705656, 0.990099808090354, 1.45213034217197, 0, 0.92574586395844, 0.743873018107599, 0.181872845850841, 211.915454545456, 210.722731182796, 210.767921855922, 211.761537546721
6/8/2017, 211.62, 212.7, 211.39, 211.86, 2030336, 0.54125050023874, 0.614238162862504, 0.797593088214541, 1.47307666244081, 0, 0.947891918550539, 0.784676798196187, 0.163215120354352, 212.008727272729, 210.988494623656, 210.79631013431, 211.871976647206
6/9/2017, 212.15, 213.07, 211.59, 212.67, 4271113, 0.54702527122561, 0.796092500001713, 0.986413536107924, 1.63076985064576, 0, 1.01905601353241, 0.831552641263431, 0.187503372268976, 212.422545454547, 211.347612903226, 210.828295482296, 212.007508599509
6/12/2017, 212.46, 212.78, 211.88, 212.4, 3682286, 0.541521050894411, 0.604609767374694, 0.846536888685223, 1.61722997739517, 0, 1.0416597231218, 0.873574057635104, 0.168085665486692, 212.621090909093, 211.620408602151, 210.843995115995, 212.128729086229
6/13/2017, 212.8, 213.39, 212.75, 213.37, 2426866, 0.5353054208627, 0.774396097795286, 1.08713856281961, 1.79838614975629, 0, 1.12487733350525, 0.923834712809134, 0.20104262069612, 212.987272727275, 211.984193548387, 210.891562881563, 212.279903603034
6/14/2017, 213.78, 214, 212.98, 213.84, 5423128, 0.531272034076883, 0.947103124047604, 1.17095036731483, 1.77251552999796, 0, 1.21475007858052, 0.982017785963411, 0.232732292617111, 213.301454545457, 212.392903225807, 210.988195360196, 212.442384722869
6/15/2017, 212.89, 213.8, 212.75, 213.69, 2571814, 0.530566948283264, 0.945421615559925, 1.08630238078944, 1.77752977234701, 0, 1.2593540802369, 1.03748504481811, 0.221869035418794, 213.634363636366, 212.758193548387, 211.066188034188, 212.594257818459
