Date,XAU_Open,XAU_High,XAU_Low,XAU_Close,XAU_Volume,XAU_ATRPercentOfClose20,XAU_SQN25,XAU_SQN50,XAU_SQN100,XAU_SQN200,XAU_MACD,XAU_MACD_Avg,XAU_MACD_Diff,XAU_LinReg10,XAU_LinReg30,XAU_LinReg90,XAU_LinReg270
1/23/2017, 89.6, 91.31, 89.27, 91.26, 0, 0, 0, 0, 0, 0, 1.84812009127091, 1.35802699830001, 0.4900930929709, 89.8229090909091, 89.8205714285714, 89.8205714285714, 89.8205714285714
1/24/2017, 91.47, 93.24, 91.11, 91.91, 0, 0, 0, 0, 0, 0, 2.07285963638677, 1.50099352591736, 0.571866110469402, 90.8647272727273, 90.6815, 90.6815, 90.6815
1/25/2017, 90.15, 90.55, 89.1, 90.36, 0, 0, 0, 0, 0, 0, 2.10166857188908, 1.62112853511171, 0.480540036777371, 91.236, 91.0019117647059, 91.0019117647059, 91.0019117647059
1/26/2017, 88.77, 89.19, 87.75, 88.2, 0, 0, 0, 0, 0, 0, 1.92798134389928, 1.68249909686922, 0.245482247030055, 90.6325454545454, 90.7831372549019, 90.7831372549019, 90.7831372549019
1/27/2017, 88.09, 89.85, 88.07, 89.58, 0, 0, 0, 0, 0, 0, 1.88001577958933, 1.72200243341324, 0.158013346176086, 90.3701818181818, 90.8764912280702, 90.8764912280702, 90.8764912280702
1/30/2017, 89.64, 90.56, 88.66, 89.02, 0, 0, 0, 0, 0, 0, 1.77633887559048, 1.73286972184869, 0.0434691537417917, 89.8950909090909, 90.8357894736843, 90.8357894736843, 90.8357894736843
1/31/2017, 90.64, 91.76, 90.64, 91.76, 0, 0, 0, 0, 0, 0, 1.89344285250772, 1.7649843479805, 0.128458504527222, 90.6705454545455, 91.3028571428572, 91.3028571428572, 91.3028571428572
2/1/2017, 90.85, 92.1, 90.13, 91.75, 0, 0, 0, 0, 0, 0, 1.96281556544851, 1.8045505914741, 0.15826497397441, 91.0694545454545, 91.6872294372295, 91.6872294372295, 91.6872294372295
2/2/2017, 92.76, 94.02, 92.67, 93.11, 0, 2.86611937493287, 0, 0, 0, 0, 2.10328916600953, 1.86429830638119, 0.238990859628346, 91.6514545454546, 92.2376679841898, 92.2376679841898, 92.2376679841898
2/3/2017, 92.72, 93.77, 92.35, 92.92, 0, 2.80479074741713, 0, 0, 0, 0, 2.1742210278051, 1.92628285066597, 0.247938177139134, 92.0890909090909, 92.6705434782609, 92.6705434782609, 92.6705434782609
2/6/2017, 93.8, 96.2, 93.27, 96.19, 0, 2.74446510487057, 0, 0, 0, 0, 2.46587167704315, 2.03420061594141, 0.431671061101748, 93.9410909090909, 93.5487333333334, 93.5487333333334, 93.5487333333334
2/7/2017, 95.54, 96.66, 94.59, 95.29, 0, 2.74048266885953, 0, 0, 0, 0, 2.59447692442862, 2.14625587763885, 0.44822104678977, 95.3432727272727, 94.1669538461539, 94.1669538461539, 94.1669538461539
2/8/2017, 95.88, 97.2, 95.65, 96.72, 0, 2.66370516790574, 1.80020424840625, 0, 0, 0, 2.77974340685962, 2.272953383483, 0.506790023376619, 96.7450909090909, 94.9063247863249, 94.9063247863249, 94.9063247863249
2/9/2017, 97, 97.04, 93.78, 94.02, 0, 2.77655696285739, 1.25599173965681, 0, 0, 0, 2.67783260640689, 2.35392922806778, 0.323903378339113, 96.4352727272726, 95.1682539682541, 95.1682539682541, 95.1682539682541
2/10/2017, 93.09, 95.81, 92.85, 95.42, 0, 2.75413216689854, 0.987135252878774, 0, 0, 0, 2.67915226295922, 2.41897383504607, 0.26017842791315, 96.5676363636363, 95.5815270935961, 95.5815270935961, 95.5815270935961
2/13/2017, 94.62, 95.14, 94.19, 94.51, 0, 2.70669058086114, 1.30606567833478, 0, 0, 0, 2.57706193959757, 2.45059145595637, 0.126470483641199, 95.9550909090908, 95.8210344827587, 95.8210344827587, 95.8210344827587
2/14/2017, 95.41, 95.57, 93.13, 94.27, 0, 2.70731792147371, 1.25836425979544, 0, 0, 0, 2.44856311713932, 2.45018578819296, -0.00162267105364444, 95.5081818181817, 95.9968817204302, 95.9968817204302, 95.9968817204302
2/15/2017, 93.44, 94, 92.48, 93.4, 0, 2.69173359137538, 0.980448416004243, 0, 0, 0, 2.25058183894963, 2.41026499834429, -0.159683159394665, 94.6218181818181, 95.8969032258065, 96.040625, 96.040625
2/16/2017, 93.5, 94.96, 93.47, 94.46, 0, 2.61102605931333, 1.12837718313751, 0, 0, 0, 2.15437905018051, 2.35908780871154, -0.204708758531027, 94.2836363636363, 95.949935483871, 96.200625, 96.200625
2/17/2017, 94.35, 94.66, 92.46, 92.56, 0, 2.65023385355013, 0.876821089727994, 0, 0, 0, 1.90288821510295, 2.26784788998982, -0.364959674886871, 93.1774545454544, 95.9931397849463, 96.1188413547238, 96.1188413547238
2/21/2017, 91.37, 92.12, 90.08, 91.73, 0, 2.67568258160221, 0.655931083490872, 0, 0, 0, 1.61795507405809, 2.13786932680347, -0.519914252745385, 92.4581818181817, 95.7264946236559, 95.9468235294118, 95.9468235294118
2/22/2017, 91.18, 91.37, 88.32, 89.91, 0, 2.78298682070795, 0.148518996523185, 0, 0, 0, 1.23109343849237, 1.95651414914125, -0.725420710648886, 91.1734545454544, 95.1935053763442, 95.5876190476191, 95.5876190476191
2/23/2017, 90.92, 91.86, 89.56, 89.61, 0, 2.78102251754669, 0.262274885695164, 0, 0, 0, 0.890035536684564, 1.74321842664991, -0.85318288996535, 90.3645454545454, 94.6666881720431, 95.2262012012012, 95.2262012012012
2/24/2017, 90.69, 90.69, 88.53, 88.62, 0, 2.79335428128517, 0.183842977297704, 0, 0, 0, 0.533707715761793, 1.50131628447229, -0.967608568710498, 89.0614545454544, 93.9881935483872, 94.7915220483642, 94.7915220483642
2/27/2017, 88.58, 90.78, 84.15, 84.47, 0, 3.17650886216546, -0.45854771682797, 0, 0, 0, -0.0826027731749832, 1.18453247294284, -1.26713524611782, 86.8992727272726, 92.7562150537635, 93.9724696356276, 93.9724696356276
2/28/2017, 85.33, 86.61, 83.67, 84.58, 0, 3.18755874211115, -0.791341540849104, 0, 0, 0, -0.55575084543969, 0.836475809266331, -1.39222665470602, 85.1903636363635, 91.6041505376345, 93.2329487179488, 93.2329487179488
3/1/2017, 83.56, 85.59, 82.58, 85.03, 0, 3.18915126999145, -0.812838408645695, 0, 0, 0, -0.884220123191938, 0.492336622774677, -1.37655674596661, 84.1305454545453, 90.6623870967743, 92.5974756097561, 92.5974756097561
3/2/2017, 84.02, 84.03, 80.85, 80.96, 0, 3.4401538520628, -1.04686575249136, 0, 0, 0, -1.45616362999847, 0.102636572220047, -1.55880020221852, 81.9947272727271, 89.1544731182797, 91.6301045296167, 91.6301045296167
3/3/2017, 80.71, 82.73, 79.93, 82.14, 0, 3.39163760737587, -0.664875128112565, 0, 0, 0, -1.79354200564464, -0.27659914335289, -1.51694286229175, 81.1570909090907, 87.8147741935485, 90.8482945736435, 90.8482945736435
3/6/2017, 81.55, 81.55, 78.89, 79.88, 0, 3.51664568623387, -1.08757253140113, 0, 0, 0, -2.21771546798115, -0.664822408278542, -1.55289305970261, 79.830727272727, 86.2979569892474, 89.9244608879493, 89.9244608879493
3/7/2017, 79.22, 80.28, 78.48, 79.16, 0, 3.48489356424385, -1.11409035439645, 0, 0, 0, -2.58220789040458, -1.04829950470375, -1.53390838570083, 78.7812727272725, 84.918559139785, 89.008393939394, 89.008393939394
3/8/2017, 78.16, 79.55, 77.93, 78.52, 0, 3.44079171953981, -1.60669035942053, 0, 0, 0, -2.88940613714196, -1.41652083119139, -1.47288530595057, 77.8323636363634, 83.5793548387097, 88.1065507246377, 88.1065507246377
3/9/2017, 78.17, 79.07, 77.62, 77.7, 0, 3.39655621013324, -1.71868221428767, 0, 0, 0, -3.16257392433344, -1.7657314498198, -1.39684247451364, 77.1614545454543, 82.1191612903227, 87.2027289546716, 87.2027289546716
3/10/2017, 78.06, 80.3, 77.81, 79.8, 0, 3.30472176254367, -1.53197619095563, 0, 0, 0, -3.17303217441983, -2.04719159473981, -1.12584057968002, 77.6676363636361, 80.8630967741936, 86.5381382978724, 86.5381382978724
3/13/2017, 80.16, 80.95, 79.5, 80.4, 0, 3.20623080619945, -1.42152865044058, 0, 0, 0, -3.0972028014172, -2.25719383607529, -0.840008965341911, 78.0321818181815, 79.8293548387097, 85.969974489796, 85.969974489796
3/14/2017, 79.98, 80.92, 77.69, 78.01, 0, 3.34626213277162, -2.23304336704489, 0, 0, 0, -3.19315183622807, -2.44438543610584, -0.748766400122226, 77.8150909090907, 78.5142580645161, 85.2530040816327, 85.2530040816327
3/15/2017, 78.7, 83.96, 77.96, 83.75, 0, 3.31928135556583, -0.998737997939239, 0, 0, 0, -2.77404464884367, -2.51031727865341, -0.263727370190262, 80.0292727272725, 78.1811612903226, 85.0317176470588, 85.0317176470588
3/16/2017, 84.8, 85.53, 82.98, 83.25, 0, 3.32540928350999, -1.18789063776438, 0.173259376791928, 0, 0, -2.45395731230212, -2.49904528538315, 0.0450879730810287, 81.3265454545452, 77.8356344086022, 84.7882352941177, 84.7882352941177
3/17/2017, 83.5, 84.33, 82.03, 82.55, 0, 3.32523690744514, -1.04354522740281, 0.0144552722327037, 0, 0, -2.23105176586868, -2.44544658148026, 0.214394815611573, 82.4930909090906, 77.5467956989248, 84.5095137880988, 84.5095137880988
3/20/2017, 82.82, 83.73, 82.23, 83.57, 0, 3.21016383120876, -1.0686994004005, -0.267152263407048, 0, 0, -1.9496180555192, -2.34628087628805, 0.39666282076885, 83.5376363636361, 77.4428387096774, 84.3247169811321, 84.3247169811321
3/21/2017, 83.99, 85.5, 83.58, 84.73, 0, 3.12179537124289, -0.859426569683905, 0.0264253349779489, 0, 0, -1.61436807669244, -2.19989831636893, 0.585530239676482, 84.6376363636361, 77.7643870967742, 84.2363097643099, 84.2363097643099
3/22/2017, 85.17, 85.95, 84.47, 85.1, 0, 3.03976775223431, -0.799347910120542, 0.0489763424668778, 0, 0, -1.30379481035592, -2.02067761516633, 0.716882804810401, 85.433636363636, 78.1468172043011, 84.1806688311689, 84.1806688311689
3/23/2017, 85.31, 85.64, 83.06, 84.46, 0, 3.06239668398512, -0.785428118800322, -0.0902388173241671, 0, 0, -1.09666424772354, -1.83587494167777, 0.73921069395423, 85.485636363636, 78.6091182795698, 84.0849624060151, 84.0849624060151
3/24/2017, 84.12, 84.82, 83.85, 83.99, 0, 2.983301854184, -0.935478670449443, -0.121064015019798, 0, 0, -0.95937774711156, -1.66057550276453, 0.701197755652967, 85.4265454545451, 78.9108817204301, 83.9638959467635, 83.9638959467635
3/27/2017, 85.47, 85.75, 84.24, 85.32, 0, 2.89309829578373, -0.628119153597851, 0.0020215600505968, 0, 0, -0.734787152647911, -1.4754178327412, 0.740630680093293, 85.7183636363632, 79.539440860215, 83.9403740502631, 83.9403740502631
3/28/2017, 85.23, 85.69, 82.77, 83.42, 0, 2.98606076799874, -0.731919128709988, -0.211765719900304, 0, 0, -0.702019169490953, -1.32073810009115, 0.618718930600201, 84.6074545454541, 79.9314193548387, 83.7935932203391, 83.7935932203391
3/29/2017, 83.19, 84.51, 82.99, 84.11, 0, 2.90384413034279, -0.500018550800431, -0.319073633590009, 0, 0, -0.613303294715649, -1.17925113901605, 0.565947844300403, 84.5878181818178, 80.4664946236559, 83.7010218579236, 83.7010218579236
3/30/2017, 83.56, 84.18, 83.14, 83.27, 0, 2.84892774484179, -0.554771586393533, -0.300372827485999, 0, 0, -0.603815890892093, -1.06416408939126, 0.460348198499168, 84.1583636363632, 80.9025376344085, 83.5608408249604, 83.5608408249604
3/31/2017, 83.27, 84.92, 83.01, 83.77, 0, 2.80432974390983, -0.411996194664593, -0.228283435001972, 0, 0, -0.549615607088555, -0.96125439293072, 0.411638785842165, 83.760545454545, 81.5380430107527, 83.4608294930876, 83.4608294930876
4/3/2017, 83.8, 85.31, 83.74, 85.3, 0, 2.70835600838172, 0.142740205594241, -0.190229426091339, 0, 0, -0.378836289497869, -0.84477077224415, 0.465934482746281, 84.0287272727269, 82.3099784946236, 83.4620386904762, 83.4620386904762
4/4/2017, 85.94, 86.29, 85.31, 86.28, 0, 2.6010851777841, 0.23293032991102, -0.315054362969675, 0, 0, -0.162540968998073, -0.708324811594934, 0.545783842596862, 84.7730909090904, 83.1977634408601, 83.5238942307693, 83.5238942307693
4/5/2017, 85.53, 86.86, 84.99, 86.35, 0, 2.57730802179794, 0.192868947511222, -0.359145931606199, 0, 0, 0.0143575410117194, -0.563788341073604, 0.578145882085323, 85.5310909090904, 84.008258064516, 83.5875244755245, 83.5875244755245
4/6/2017, 86.19, 86.48, 85.53, 86.28, 0, 2.50548238639475, 0.683363010646262, -0.249713475215632, 0, 0, 0.147205575452304, -0.421589557768422, 0.568795133220726, 86.0687272727268, 84.8128387096773, 83.644486657621, 83.644486657621
4/7/2017, 87.22, 88.19, 85.32, 86.12, 0, 2.55125835210442, 0.523228139526428, -0.0976656766512197, 0, 0, 0.236847704139919, -0.289902105386754, 0.526749809526673, 86.3578181818177, 85.5526021505375, 83.6899385425813, 83.6899385425813
4/10/2017, 85.82, 86.8, 85.03, 86.67, 0, 2.510426339207, 0.904778033765871, -0.163790624416661, 0, 0, 0.348255665885034, -0.162270551132396, 0.510526217017431, 86.9867272727268, 86.1016129032256, 83.7654603580563, 83.7654603580563
4/11/2017, 87.6, 89.45, 87.47, 89.02, 0, 2.47809164545178, 1.25996955901842, 0.0713669257096009, 0, 0, 0.619036767925948, -0.0060090873207275, 0.625045855246676, 87.9738181818177, 86.9419354838708, 83.9712132505176, 83.9712132505176
4/12/2017, 88.97, 89.44, 87.86, 89.43, 0, 2.43173132465852, 1.40383244227746, -0.113474791276412, 0, 0, 0.856839206642618, 0.166560571471942, 0.690278635170677, 88.9350909090904, 87.8356344086019, 84.1904225352113, 84.1904225352113
4/13/2017, 90.08, 90.82, 89.32, 89.4, 0, 2.39481259223714, 1.52744426740643, -0.115088722156647, 0, 0, 1.030993946872, 0.339447246551954, 0.691546700320048, 89.4278181818177, 88.4258064516127, 84.3979342723005, 84.3979342723005
4/17/2017, 89.69, 90.19, 88.82, 89.36, 0, 2.35274656959155, 1.2696258208618, -0.225241978305253, 0, 0, 1.15249986646059, 0.502057770533681, 0.650442095926907, 89.6723636363631, 89.0351182795697, 84.5938812785389, 84.5938812785389
4/18/2017, 89.06, 89.3, 87.81, 89.16, 0, 2.32704533182779, 1.16181403883127, -0.226654551517142, 0, 0, 1.21860849444072, 0.645367915315088, 0.573240579125628, 89.8489090909086, 89.4218064516127, 84.7703369122548, 84.7703369122548
4/19/2017, 88.33, 88.34, 85.26, 86.3, 0, 2.5099118620681, 1.12573407614813, -0.715973132920258, 0, 0, 1.02836757910389, 0.721967848072847, 0.306399731031039, 89.0229090909087, 89.3377419354837, 84.7875243243244, 84.7875243243244
4/20/2017, 86.2, 87.23, 85.78, 86.77, 0, 2.45505501915009, 0.607089123831984, -0.608857895046698, 0, 0, 0.905092017753319, 0.758592682008941, 0.146499335744377, 88.3721818181814, 89.2245806451611, 84.8289157894737, 84.8289157894737
4/21/2017, 86.73, 87.19, 86.14, 86.84, 0, 2.39087825669128, 0.722715245292052, -0.716892680704365, 0, 0, 0.803778207376041, 0.767629787082362, 0.0361484202936796, 87.7087272727269, 89.0124086021503, 84.8724470266576, 84.8724470266576
4/24/2017, 85.81, 86.32, 84.95, 85.44, 0, 2.41915583357347, 0.579964771246251, -0.63900663957374, 0, 0, 0.603560513121764, 0.734815932290242, -0.131255419168478, 86.4990909090905, 88.7036344086019, 84.843086913087, 84.843086913087
4/25/2017, 84.2, 84.57, 81.31, 82.38, 0, 2.63423210365976, -0.164340685707103, -0.991304851764725, 0, 0, 0.195714051661895, 0.626995556164573, -0.431281504502678, 84.3794545454541, 88.0102150537632, 84.6614540733529, 84.6614540733529
4/26/2017, 82.03, 83.34, 80.87, 83.31, 0, 2.62282605526968, -0.201903595638658, -0.837726425965216, 0, 0, -0.0518660996432772, 0.491223225003003, -0.54308932464628, 83.2850909090905, 87.2626881720429, 84.5343291139241, 84.5343291139241
4/27/2017, 82.86, 82.86, 80.36, 81.08, 0, 2.74213439481119, -0.603816622960294, -0.997124008411293, 0, 0, -0.423139823889272, 0.308350615224548, -0.73149043911382, 81.8138181818177, 86.5806881720428, 84.3036296296297, 84.3036296296297
4/28/2017, 81.27, 83.35, 81.06, 83.1, 0, 2.67949029957553, -0.164227146252751, -0.741960159341911, 0, 0, -0.548062088482126, 0.137068074483213, -0.685130162965339, 81.4898181818176, 86.1388817204299, 84.1810719662753, 84.1810719662753
5/1/2017, 82.56, 82.96, 80.33, 80.77, 0, 2.79042171226928, -0.423806824830805, -1.00534052168686, 0, 0, -0.82555888167046, -0.0554573167475217, -0.770101564922938, 80.6965454545448, 85.3557419354836, 83.9524625330591, 83.9524625330591
5/2/2017, 80.62, 81.76, 80.3, 81.26, 0, 2.72475072132649, -0.550045302486456, -0.829388088748439, 0, 0, -0.994474501613794, -0.243260753720776, -0.751213747893018, 80.5010909090903, 84.7142580645159, 83.7569535283994, 83.7569535283994
5/3/2017, 81.07, 82.53, 80.19, 80.57, 0, 2.75589650532755, -0.393965777490982, -0.82620942075083, 0, 0, -1.1705254915795, -0.42871370129252, -0.741811790286976, 79.9261818181812, 84.0774623655912, 83.5376134453783, 83.5376134453783
5/4/2017, 79.44, 79.44, 77.46, 78.26, 0, 2.89407682548593, -0.817936070243112, -0.87932826895915, 0, 0, -1.47939136130671, -0.638849233295358, -0.840542128011352, 78.9598181818176, 83.199075268817, 83.2207934336526, 83.2207934336526
5/5/2017, 78.64, 80.94, 78.64, 80.28, 0, 2.8471092394669, -0.371789120913235, -0.666841221851293, 0, 0, -1.54338152862795, -0.819755692361876, -0.723625836266071, 79.1694545454539, 82.578451612903, 83.0094627105053, 83.0094627105053
5/8/2017, 80.26, 80.65, 79.44, 80.56, 0, 2.77045224996502, -0.401240103627513, -0.569536323961486, 0, 0, -1.55359169927989, -0.96652289374548, -0.587068805534412, 79.5536363636357, 81.9889892473115, 82.8196238244515, 82.8196238244515
5/9/2017, 80, 80.24, 79.36, 80.2, 0, 2.71855675304643, -0.678364989880941, -0.297837618005807, 0, 0, -1.57260432073903, -1.08773917914419, -0.484865141594842, 79.4676363636356, 81.4646451612901, 82.6216036772217, 82.6216036772217
5/10/2017, 81.11, 82.09, 80.96, 81.51, 0, 2.65705850833771, -0.615042806969046, -0.189809821771261, 0, 0, -1.4650774079707, -1.16320682490949, -0.301870583061205, 80.1390909090902, 81.0128817204299, 82.4896254681648, 82.4896254681648
5/11/2017, 81.93, 83.86, 81.9, 83.84, 0, 2.59420320925426, -0.276798179994737, -0.0253948676246204, 0, 0, -1.17826769103857, -1.16621899813531, -0.0120486929032633, 81.2676363636357, 80.9150752688169, 82.4650256410256, 82.4650256410256
5/12/2017, 84.7, 85.62, 84.15, 84.97, 0, 2.53646107109195, -0.118971086024443, 0.420891044119601, 0, 0, -0.849989221179627, -1.10297304274417, 0.252983821564545, 83.0399999999993, 80.9063870967739, 82.3109181929182, 82.4906784519828
5/15/2017, 85.94, 86.06, 84.09, 85.16, 0, 2.51992651890734, -0.0747099838978596, 0.332450026508859, 0, 0, -0.567947807800905, -0.995967995755518, 0.428020187954613, 84.3099999999994, 80.9441720430105, 82.1936141636141, 82.5239410939691
5/16/2017, 85.3, 86.03, 85.3, 85.78, 0, 2.42733848487574, -0.0649954452709826, 0.600558391657734, 0, 0, -0.291044161332678, -0.85498322887095, 0.563939067538272, 85.6527272727266, 81.1536559139782, 82.2030036630037, 82.5826401281171
5/17/2017, 86.95, 88.01, 85.94, 86.54, 0, 2.41456251988687, -0.273282890559257, 0.73590130857409, 0, 0, -0.0101533367626132, -0.686017250449283, 0.67586391368667, 86.8734545454538, 81.5218064516126, 82.1889670329671, 82.6714266517357
5/18/2017, 85.54, 85.54, 83.58, 84.25, 0, 2.53185078275916, -0.601384005006109, 0.586436463204125, 0, 0, 0.027355466951974, -0.543342706969031, 0.570698173921005, 86.5154545454538, 81.6023870967739, 82.0759291819292, 82.6624671052632
5/19/2017, 84.93, 85.45, 84.76, 85.16, 0, 2.45001182509495, -0.475855547418437, 0.744306950641663, 0, 0, 0.129023555708969, -0.408869454433431, 0.5378930101424, 86.5490909090902, 81.8073118279567, 82.0279560439561, 82.6915463917526
5/22/2017, 85.67, 86.81, 85.67, 86.16, 0, 2.39624949714289, -0.341180509878255, 0.640934077437402, 0, 0, 0.286979767063201, -0.269699610134105, 0.556679377197306, 86.7179999999993, 82.1356774193546, 82.0226764346765, 82.7605701662109
5/23/2017, 86.24, 86.72, 83.66, 83.85, 0, 2.52161972379416, -0.582695830171215, 0.375940487745584, 0, 0, 0.223190704539448, -0.171121547199394, 0.394312251738842, 85.7114545454537, 82.2073548387095, 81.9123833943834, 82.7346629560915
5/24/2017, 83.72, 84.95, 82.38, 84.86, 0, 2.51845301847906, -0.133842110226976, 0.698690556733988, 0, 0, 0.251239835558849, -0.0866492706477458, 0.337889106206595, 85.1167272727265, 82.5820430107525, 81.8661978021979, 82.7502080808081
5/25/2017, 84.1, 84.68, 83.37, 84.07, 0, 2.50362943964228, -0.291769672125603, 0.0903767439921253, 0, 0, 0.207332575410973, -0.027852901436002, 0.235185476846975, 84.5323636363628, 82.9106666666664, 81.8328547008548, 82.7344277227723
5/26/2017, 84.78, 85.14, 84.43, 84.65, 0, 2.42535287231176, -0.225697390598627, 0.205136324045181, 0.259844208023494, 0, 0.216837342242002, 0.0210851472995988, 0.195752194942403, 84.3618181818174, 83.3454623655911, 81.8032161172162, 82.7421549213745
5/30/2017, 83.88, 84.3, 83.38, 83.45, 0, 2.41331113971397, -0.205565802190532, 0.152880683762902, 0.100476860040562, 0, 0.126086520331938, 0.0420854219060667, 0.0840010984258717, 83.8321818181809, 83.6559784946234, 81.7146593406594, 82.7035731962688
5/31/2017, 83.46, 83.92, 82.3, 83.39, 0, 2.39142911474606, 0.184704752101036, 0.0371069895740097, -0.191124371053022, 0, 0.0487622408259654, 0.0434207856900464, 0.00534145513591894, 83.49909090909, 83.9836774193546, 81.6513797313798, 82.6643110530247
6/1/2017, 82.6, 83.65, 82.43, 83.05, 0, 2.3546081900631, 0.0064363579544375, -0.124010940159805, -0.0538744773280789, 0, -0.0394976618163128, 0.0268370961887746, -0.0663347580050873, 83.3309090909082, 84.1147956989244, 81.6344468864469, 82.6137802197803
6/2/2017, 83.79, 84.19, 83.01, 83.22, 0, 2.30320475457226, 0.362040099993749, -0.144954597833185, -0.0484856248477673, 0, -0.0946357888230551, 0.00254251918640865, -0.0971783080094638, 82.9538181818172, 84.3197849462363, 81.6454041514042, 82.5716100628931
6/5/2017, 83.54, 83.72, 82.15, 83.12, 0, 2.28511868012185, 0.0419796885907799, -0.0883146520601927, -0.125261333237623, 0, -0.14473391352837, -0.0269127673565471, -0.117821146171823, 82.7803636363627, 84.5396559139782, 81.6239120879121, 82.5274025745019
6/6/2017, 84.24, 87.39, 84.22, 87.39, 0, 2.30909842610301, 0.949816602850659, 0.386428522123796, 0.154132948271396, 0, 0.158291588922225, 0.0101281038992074, 0.148163485023018, 84.3932727272717, 85.2319784946234, 81.7463736263736, 82.6423364485981
6/7/2017, 86.74, 87.28, 85.61, 86.59, 0, 2.31669368153695, 0.767934012975339, 0.182374199821795, 0.117534651476315, 0, 0.330083175298924, 0.0741191181791507, 0.255964057119773, 85.2007272727262, 85.6062150537631, 81.8651257631257, 82.7246568127761
6/8/2017, 85.83, 85.97, 84.34, 85.67, 0, 2.35581160954909, 0.741139629298084, 0.282076513512342, 0.0120885888594302, 0, 0.387525778012318, 0.136800450145784, 0.250725327866534, 85.742909090908, 85.8985591397846, 81.933409035409, 82.771341117598
6/9/2017, 84.49, 85.15, 84.22, 84.37, 0, 2.3584361924922, 0.935552741734593, 0.0858140234779819, -0.192140964913551, 0, 0.324410714291901, 0.174322502975007, 0.150088211316893, 85.6338181818171, 85.8620645161287, 82.00821001221, 82.7701916461916
6/12/2017, 84.03, 84.52, 83.09, 83.42, 0, 2.351740571596, 0.508529512496165, 0.0751831583844413, -0.184160601140389, 0, 0.195481126313879, 0.178554227642782, 0.0169268986710976, 85.2961818181806, 85.8184731182791, 82.0466764346764, 82.7355646718147
6/13/2017, 83.39, 84.69, 82.79, 84.29, 0, 2.32379984053164, 0.589993279235183, 0.111580084027609, -0.105212115681817, 0, 0.161641920618109, 0.175171766237847, -0.0135298456197381, 85.0861818181807, 85.7278709677415, 82.1594969474969, 82.7329250948167
6/14/2017, 85.52, 85.67, 80.77, 81.17, 0, 2.59430127054935, 0.177643109512111, -0.334135868201525, -0.361199005072421, 0, -0.115601239634898, 0.117017165063298, -0.232618404698197, 83.7405454545443, 85.2513548387092, 82.1381758241757, 82.6216301816488
