Date,IYT_Open,IYT_High,IYT_Low,IYT_Close,IYT_Volume,IYT_ATRPercentOfClose20,IYT_SQN25,IYT_SQN50,IYT_SQN100,IYT_SQN200,IYT_MACD,IYT_MACD_Avg,IYT_MACD_Diff,IYT_LinReg10,IYT_LinReg30,IYT_LinReg90,IYT_LinReg270
2/10/2017, 168.53, 169.51, 168.48, 169.24, 162350, 1.32471161924909, 0.894699364361917, 0, 0, 0, 0.909557050209855, 0.84934240704942, 0.0602146431604353, 167.69, 168.064137931034, 168.064137931034, 168.064137931034
2/13/2017, 169.3, 171.14, 169.3, 170.65, 270428, 1.30374734673092, 0.964902816481992, 0, 0, 0, 1.14084598214032, 0.9076431220676, 0.23320286007272, 169.410909090909, 168.553103448276, 168.553103448276, 168.553103448276
2/14/2017, 170.32, 170.63, 169.42, 170.08, 195121, 1.2788702991748, 1.09677607158439, 0, 0, 0, 1.26358408001019, 0.978831313656118, 0.284752766354072, 170.303818181818, 168.912215053763, 168.912215053763, 168.912215053763
2/15/2017, 170.19, 172.3, 170.19, 172.16, 216410, 1.26472320782683, 1.19272683243758, 0, 0, 0, 1.51127251475143, 1.08531955387518, 0.425952960876246, 171.584, 169.447935483871, 169.485322580645, 169.485322580645
2/16/2017, 172, 172.13, 169.83, 170.82, 298859, 1.27911257514631, 0.757321775550048, 0, 0, 0, 1.581213339523, 1.18449831100474, 0.396715028518259, 171.777818181818, 169.850860215054, 169.835227272727, 169.835227272727
2/17/2017, 169.88, 171.2, 169.5, 171.17, 177656, 1.26233048771495, 0.927277361432911, 0, 0, 0, 1.64591098469137, 1.27678084574207, 0.3691301389493, 172.210363636364, 170.189075268817, 170.186898395722, 170.186898395722
2/21/2017, 171.22, 172.01, 170.99, 171.81, 211585, 1.22443079042582, 0.879555774404342, 0, 0, 0, 1.72889733364445, 1.36720414332255, 0.361693190321908, 172.578545454545, 170.608860215054, 170.57268907563, 170.57268907563
2/22/2017, 170.88, 171.1, 169.57, 170.29, 119704, 1.23936215513481, 0.936391207610978, 0, 0, 0, 1.65295903343795, 1.42435512134563, 0.228603912092324, 172.055272727273, 170.694516129032, 170.751714285714, 170.751714285714
2/23/2017, 170.92, 170.99, 168.05, 168.29, 303979, 1.27873570817049, 0.545299986088428, 0, 0, 0, 1.4150819146615, 1.4225004800088, -0.00741856534730267, 170.708727272727, 170.551634408602, 170.697747747748, 170.697747747748
2/24/2017, 167.26, 169.89, 167.09, 169.89, 227334, 1.28576438113845, 0.666216431988026, 0, 0, 0, 1.3402199906667, 1.40604438214038, -0.0658243914736845, 170.158545454545, 170.704580645161, 170.812105263158, 170.812105263158
2/27/2017, 169.99, 170.92, 169.03, 170.87, 1386144, 1.26977576623182, 0.639159984703595, 0, 0, 0, 1.34447096200222, 1.39372969811275, -0.0492587361105292, 170.067090909091, 170.898301075269, 171.012834008097, 171.012834008097
2/28/2017, 170.7, 171.16, 169.69, 169.84, 356390, 1.25687856757671, 0.727667339501303, 0, 0, 0, 1.25031464653003, 1.3650466877962, -0.114732041266176, 169.812909090909, 170.986150537635, 171.091884615385, 171.091884615385
3/1/2017, 171.34, 173.88, 171.34, 172.99, 637145, 1.28906204475038, 0.771775439447191, 0, 0, 0, 1.41357890481785, 1.37475313120053, 0.038825773617319, 170.577090909091, 171.326795698925, 171.465268292683, 171.465268292683
3/2/2017, 172.48, 172.89, 170.17, 170.27, 288462, 1.32698127071885, 0.100762207923384, 0, 0, 0, 1.30840327920498, 1.36148316080142, -0.0530798815964431, 170.658909090909, 171.305569892473, 171.549407665505, 171.549407665505
3/3/2017, 170.25, 171.28, 169.62, 171.19, 291366, 1.30234152647371, 0.106649251993596, 0, 0, 0, 1.28448045823529, 1.3460826202882, -0.0616021620529046, 170.893636363636, 171.403333333334, 171.708959025471, 171.708959025471
3/6/2017, 170.48, 170.48, 168.8, 169.89, 226288, 1.31703133569476, 0.00451640706905941, 0, 0, 0, 1.14739584968939, 1.30634526616844, -0.158949416479048, 170.729090909091, 171.374344086022, 171.736818181818, 171.736818181818
3/7/2017, 169.7, 169.79, 167.78, 167.94, 227391, 1.32852763451306, 0.0450069302356038, 0, 0, 0, 0.871362086872068, 1.21934863030916, -0.347986543437095, 170.088727272727, 170.968731182796, 171.589, 171.589
3/8/2017, 168.07, 168.24, 166.95, 167.2, 485812, 1.30626366263826, 0.266837067307698, 0, 0, 0, 0.586134926979611, 1.09270588964325, -0.506570962663642, 169.099818181818, 170.621741935484, 171.386734299517, 171.386734299517
3/9/2017, 167.06, 167.9, 165.59, 166.13, 609424, 1.3184669847316, 0.172397050750774, 0, 0, 0, 0.270630628750695, 0.928290837464741, -0.657660208714046, 167.509818181818, 170.301784946237, 171.107548566142, 171.107548566142
3/10/2017, 166.68, 167.7, 166.26, 167.61, 230376, 1.28831856192822, 0.529349467614601, 0, 0, 0, 0.138419219839136, 0.77031651393962, -0.631897294100484, 166.868909090909, 170.250387096774, 170.968989361702, 170.968989361702
3/13/2017, 167.52, 167.9, 166.55, 166.9, 151352, 1.26955254917045, 0.10020732848227, 0, 0, 0, -0.0233808209871427, 0.611577046954268, -0.63495786794141, 166.303090909091, 170.095075268817, 170.781411564626, 170.781411564626
3/14/2017, 166.41, 166.41, 164.14, 164.55, 493633, 1.30716441466862, -0.204212821072993, 0, 0, 0, -0.337345174101898, 0.421792602743034, -0.759137776844933, 164.936, 169.510516129032, 170.419436734694, 170.419436734694
3/15/2017, 164.24, 167.22, 163.83, 166.52, 407428, 1.32890469140064, 0.101021129459881, 0, 0, 0, -0.422333255042503, 0.252967431185927, -0.67530068622843, 165.168, 169.038688172043, 170.233929411765, 170.233929411765
3/16/2017, 166.52, 167.98, 165.42, 165.77, 342796, 1.34538667280831, -0.0648149450798694, 0.351213599315722, 0, 0, -0.543935503585203, 0.093586844231701, -0.637522347816904, 164.949818181818, 168.439139784946, 170.002624434389, 170.002624434389
3/17/2017, 165.48, 165.97, 164.75, 165.02, 482803, 1.32089147566272, -0.39349388691641, 0.136321160487984, 0, 0, -0.692838285166147, -0.0636981816478686, -0.629140103518278, 164.902, 167.66159139785, 169.729477503628, 169.729477503628
3/20/2017, 165.07, 165.4, 164.17, 164.28, 376700, 1.29793545013495, -0.638641379964465, 0.159262809613453, 0, 0, -0.860635754664969, -0.223085696251289, -0.63755005841368, 164.675090909091, 166.948602150538, 169.418784067086, 169.418784067086
