Date,MOO_Open,MOO_High,MOO_Low,MOO_Close,MOO_Volume,MOO_ATRPercentOfClose20,MOO_SQN25,MOO_SQN50,MOO_SQN100,MOO_SQN200,MOO_MACD,MOO_MACD_Avg,MOO_MACD_Diff,MOO_LinReg10,MOO_LinReg30,MOO_LinReg90,MOO_LinReg270
5/5/2017, 53.84, 54.24, 53.84, 54.24, 145590, 0.757305520701732, 0.484847237877727, 0.190679690105291, 0, 0, 0.137400547815837, 0.122833765889245, 0.014566781926592, 53.9034545454532, 54.0445591397849, 53.9707377706495, 53.9707377706495
5/8/2017, 54.09, 54.09, 53.8, 53.86, 29976, 0.765362771457833, 0.256578605081839, 0.12731158173886, 0, 0, 0.122668875583983, 0.122800787828192, -0.000131912244209234, 53.7474545454532, 54.0598924731182, 53.9750052246604, 53.9750052246604
5/9/2017, 53.98, 54.06, 53.85, 53.93, 19921, 0.745620562343463, 0.363268566204284, 0.0935712103448697, 0, 0, 0.115313076820186, 0.121303245626591, -0.00599016880640489, 53.7279999999986, 54.0651397849462, 53.9821807967314, 53.9821807967314
5/10/2017, 53.74, 53.92, 53.74, 53.87, 18316, 0.726763524797175, 0.286480130368697, 0.10210304643463, 0, 0, 0.103449552696745, 0.117732507040622, -0.0142829543438771, 53.7074545454532, 54.0824731182795, 53.9863745318352, 53.9863745318352
5/11/2017, 53.64, 53.73, 53.42, 53.66, 33585, 0.73505802323486, 0.245066004215644, -0.24193041744951, 0, 0, 0.0762237198057676, 0.109430749593651, -0.0332070297878834, 53.6736363636349, 54.073634408602, 53.981177045177, 53.981177045177
5/12/2017, 53.83, 53.84, 53.64, 53.69, 25022, 0.716540377173467, 0.145575623072796, 0.00746942982152047, 0, 0, 0.0564174550643415, 0.0988280906877891, -0.0424106356234476, 53.6936363636349, 54.0606881720429, 53.9401929181929, 53.9774247491639
5/15/2017, 53.9, 54.14, 53.9, 54.05, 34694, 0.71780758941575, 0.385610901581014, 0.108958470097373, 0, 0, 0.0689747410354329, 0.0928574207573179, -0.023882679721885, 53.8867272727258, 54.0912688172042, 53.9288888888889, 53.9891654978962
5/16/2017, 54.29, 54.29, 54.14, 54.25, 264199, 0.701523045115673, 0.446247930095344, 0.353968237315572, 0, 0, 0.0939814495194966, 0.0930822265097536, 0.000899223009742989, 54.0710909090894, 54.1360215053762, 53.9260757020757, 54.0088881262869
5/17/2017, 53.93, 53.97, 53.57, 53.6, 54062, 0.73796164062778, 0.0280883819227391, 0.125015256833365, 0, 0, 0.0606507345196121, 0.0865959281117253, -0.0259451935921132, 53.8658181818167, 54.0970967741934, 53.8920439560439, 54.0006159014558
5/18/2017, 53.36, 53.63, 53.14, 53.52, 31451, 0.74788876570939, 0.0768935800431935, 0.199585595469133, 0, 0, 0.0274639836277402, 0.0747695392149283, -0.0473055555871881, 53.6998181818167, 54.0374623655913, 53.8528083028083, 53.9892828947368
5/19/2017, 54.04, 54.74, 54.04, 54.62, 40499, 0.807866283480927, 0.711362704246811, 0.534054504446648, 0, 0, 0.0888992758506006, 0.0775954865420627, 0.0113037893085379, 54.0345454545439, 54.1291182795697, 53.8602075702076, 54.0234385738831
5/22/2017, 54.66, 54.88, 54.5, 54.6, 31721, 0.802552629735198, 0.580574963350965, 0.406687692454414, 0, 0, 0.134423800801834, 0.0889611493940169, 0.0454626514078167, 54.2656363636348, 54.2068172043009, 53.8742417582417, 54.0555207237534
5/23/2017, 54.69, 55.07, 54.62, 55.02, 115924, 0.799316701278894, 0.83515350248456, 0.516365521378463, 0, 0, 0.202063541993809, 0.111581627913975, 0.0904819140798335, 54.615454545453, 54.3361290322579, 53.9035775335774, 54.1033085961657
5/24/2017, 54.83, 55.26, 54.83, 55.26, 77737, 0.79495991058897, 1.04616992570492, 0.808257880286613, 0, 0, 0.271900221936306, 0.143645346718442, 0.128254875217865, 54.9767272727257, 54.4914193548386, 53.9446544566544, 54.1589313131313
5/25/2017, 55.16, 55.32, 55.09, 55.2, 76666, 0.776866130909224, 0.873848900113405, 0.527585674949069, 0, 0, 0.318730666655512, 0.178662410705856, 0.140068255949656, 55.199454545453, 54.6169247311827, 53.9791746031745, 54.2102158415841
5/26/2017, 55.15, 55.24, 55.1, 55.17, 25917, 0.75111219693456, 1.01850378050744, 0.536155235899027, 1.1358504456797, 0, 0.349395765319791, 0.212809081628643, 0.136586683691148, 55.3338181818166, 54.7097419354837, 54.0119829059828, 54.2585206755969
5/30/2017, 54.98, 55, 54.83, 54.88, 26616, 0.748303879548756, 0.540558380125982, 0.44160098937901, 0.848972774117755, 0, 0.346305506263938, 0.239508366555702, 0.106797139708237, 55.3592727272711, 54.7700645161289, 54.0280097680097, 54.2939253759756
5/31/2017, 54.96, 54.97, 54.7, 54.81, 23775, 0.736427131256229, 0.228273460768351, 0.377008123769947, 0.812293415938323, 0, 0.334353816049081, 0.258477456454378, 0.0758763595947032, 55.3552727272711, 54.8026881720429, 54.0563443223442, 54.3254051530993
6/1/2017, 54.93, 55.23, 54.93, 55.18, 30668, 0.732971955617002, 0.426550395715109, 0.832889283080988, 0.936404782809407, 0, 0.35069532581182, 0.276921030325866, 0.073774295485954, 55.3185454545438, 54.8589892473117, 54.1017240537239, 54.3698076923076
6/2/2017, 55.36, 55.46, 55.21, 55.35, 58224, 0.719478281579023, 0.430253651500744, 0.755570577434386, 0.99498420949481, 0, 0.373063228608125, 0.296149469982318, 0.0769137586258067, 55.2383636363619, 54.9439139784945, 54.1700903540902, 54.4190727762802
6/5/2017, 55.34, 55.4, 55.23, 55.34, 13787, 0.698987472734531, 0.435447091260535, 0.692400192495405, 0.998314803712817, 0, 0.3855387851738, 0.314027333020614, 0.0715114521531858, 55.2749090909073, 54.9948602150537, 54.2448962148961, 54.4662969493915
6/6/2017, 55.27, 55.38, 55.18, 55.31, 24183, 0.682478184850344, 0.410149529330794, 0.83497938603766, 0.865364113301577, 0, 0.388526314845784, 0.328927129385648, 0.0595991854601356, 55.2578181818164, 55.0774193548386, 54.3008644688643, 54.5108255451712
6/7/2017, 55.35, 55.45, 55.19, 55.35, 18625, 0.67137262843485, 0.723327250307627, 0.962884386578967, 0.899286625594262, 0, 0.389630204875438, 0.341067744483606, 0.0485624603918317, 55.2998181818164, 55.193505376344, 54.3571868131867, 54.5553244988106
6/8/2017, 55.34, 55.59, 55.34, 55.45, 16570, 0.659196595756095, 1.31679500040019, 0.851396697560855, 0.885586136862192, 0, 0.394032053703519, 0.351660606327589, 0.0423714473759303, 55.4063636363618, 55.3141505376343, 54.4075604395603, 54.6019649708089
6/9/2017, 55.48, 55.97, 55.48, 55.74, 36759, 0.669623765212445, 1.24406420639142, 0.951728908350994, 0.99665561924085, 0, 0.416124305022343, 0.36455334606654, 0.0515709589558036, 55.5907272727254, 55.4752903225806, 54.4728058608057, 54.6574742014741
6/12/2017, 55.77, 55.93, 55.52, 55.71, 44902, 0.67328284400098, 0.926571872338584, 0.988964977658671, 0.966098140283967, 0, 0.426297729217744, 0.376902222696781, 0.0493955065209633, 55.7292727272708, 55.6234838709676, 54.540625152625, 54.7101174388674
