Date,MOO_Open,MOO_High,MOO_Low,MOO_Close,MOO_Volume,MOO_ATRPercentOfClose20,MOO_SQN25,MOO_SQN50,MOO_SQN100,MOO_SQN200,MOO_MACD,MOO_MACD_Avg,MOO_MACD_Diff,MOO_LinReg10,MOO_LinReg30,MOO_LinReg90,MOO_LinReg270
1/3/2017, 51.61, 51.81, 51.43, 51.49, 177588, 0, 0, 0, 0, 0, 0, 0, 0, 51.49, 51.49, 51.49, 51.49
1/4/2017, 51.75, 52.24, 51.75, 52.19, 57624, 0, 0, 0, 0, 0, 0.0558404558404533, 0.0111680911680907, 0.0446723646723626, 52.19, 52.19, 52.19, 52.19
1/5/2017, 52.32, 52.42, 52.19, 52.24, 53831, 0, 0, 0, 0, 0, 0.10294234624719, 0.0295229421839105, 0.0734194040632792, 52.3483333333333, 52.3483333333333, 52.3483333333333, 52.3483333333333
1/6/2017, 52.23, 52.27, 52.02, 52.18, 31967, 0, 0, 0, 0, 0, 0.133886079799503, 0.0503955697070289, 0.0834905100924736, 52.343, 52.343, 52.343, 52.343
1/9/2017, 52.11, 52.25, 52.03, 52.15, 25717, 0, 0, 0, 0, 0, 0.15421081600374, 0.0711586189663711, 0.083052197037369, 52.312, 52.312, 52.312, 52.312
1/10/2017, 52.24, 52.34, 52.13, 52.13, 21401, 0, 0, 0, 0, 0, 0.166781924813293, 0.0902832801357555, 0.0764986446775374, 52.2790476190477, 52.2790476190477, 52.2790476190477, 52.2790476190477
1/11/2017, 52.04, 52.57, 52.04, 52.55, 183615, 0, 0, 0, 0, 0, 0.20823470892546, 0.113873565893696, 0.0943611430317634, 52.4510714285714, 52.4510714285714, 52.4510714285714, 52.4510714285714
1/12/2017, 52.54, 52.54, 52.21, 52.48, 49859, 0, 0, 0, 0, 0, 0.232754870734993, 0.137649826861956, 0.0951050438730376, 52.525, 52.525, 52.525, 52.525
1/13/2017, 52.56, 52.67, 52.53, 52.62, 282928, 0, 0, 0, 0, 0, 0.260481437728394, 0.162216149035244, 0.0982652886931509, 52.6228888888889, 52.6228888888889, 52.6228888888889, 52.6228888888889
1/17/2017, 52.48, 52.67, 52.46, 52.53, 94762, 0, 0, 0, 0, 0, 0.272056594914353, 0.184184238211066, 0.0878723567032879, 52.6558181818182, 52.6558181818182, 52.6558181818182, 52.6558181818182
1/18/2017, 52.74, 52.75, 52.53, 52.6, 39153, 0, 0, 0, 0, 0, 0.283609135787515, 0.204069217726355, 0.0795399180611594, 52.6214545454545, 52.6986363636363, 52.6986363636363, 52.6986363636363
1/19/2017, 52.55, 52.61, 52.32, 52.5, 25538, 0, 0, 0, 0, 0, 0.281451050878601, 0.219545584356805, 0.0619054665217968, 52.632, 52.6980769230769, 52.6980769230769, 52.6980769230769
1/20/2017, 52.8, 53.27, 52.8, 53.27, 60475, 0, 0, 0, 0, 0, 0.337977325655046, 0.243231932616453, 0.0947453930385935, 52.9016363636363, 52.9070329670329, 52.9070329670329, 52.9070329670329
1/23/2017, 53.19, 53.39, 53.06, 53.36, 100931, 0, 0, 0, 0, 0, 0.385592186797219, 0.271703983452606, 0.113888203344612, 53.1341818181818, 53.0888571428571, 53.0888571428571, 53.0888571428571
1/24/2017, 53.46, 54.28, 53.46, 54.12, 580614, 0, 0, 0, 0, 0, 0.479129845107494, 0.313189155783584, 0.16594068932391, 53.558909090909, 53.4126666666666, 53.4126666666666, 53.4126666666666
1/25/2017, 54.25, 54.5, 54.2, 54.47, 240195, 0, 0, 0, 0, 0, 0.574874393981851, 0.365526203423237, 0.209348190558614, 53.9930909090908, 53.7476470588235, 53.7476470588235, 53.7476470588235
1/26/2017, 53.8, 53.95, 53.63, 53.71, 48555, 0, 0, 0, 0, 0, 0.582709873652846, 0.408962937469159, 0.173746936183687, 54.1210909090908, 53.8511764705882, 53.8511764705882, 53.8511764705882
1/27/2017, 53.75, 53.82, 53.56, 53.7, 38192, 0, 0, 0, 0, 0, 0.581410493068553, 0.443452448589038, 0.137958044479515, 54.1683636363635, 53.9306432748537, 53.9306432748537, 53.9306432748537
1/30/2017, 53.5, 53.5, 53.09, 53.29, 122016, 0, 0, 0, 0, 0, 0.541060146535912, 0.462973988178413, 0.0780861583574995, 54.0354545454544, 53.9135789473684, 53.9135789473684, 53.9135789473684
1/31/2017, 53.25, 53.51, 53.14, 53.46, 158745, 0, 0, 0, 0, 0, 0.516841953138133, 0.473747581170357, 0.0430943719677764, 53.9067272727271, 53.9282857142857, 53.9282857142857, 53.9282857142857
2/1/2017, 53.61, 53.8, 53.35, 53.71, 229793, 0, 0, 0, 0, 0, 0.51192066824656, 0.481382198585597, 0.0305384696609628, 53.8276363636362, 53.9827272727273, 53.9827272727273, 53.9827272727273
2/2/2017, 53.71, 54.01, 53.7, 53.96, 42071, 0.762439770200148, 0, 0, 0, 0, 0.522174126884259, 0.48954058424533, 0.0326335426389294, 53.7543636363635, 54.0693280632411, 54.0693280632411, 54.0693280632411
2/3/2017, 54.11, 54.34, 54.01, 54.23, 31729, 0.755747510602987, 0, 0, 0, 0, 0.545795222661553, 0.500791511928575, 0.0450037107329787, 53.8487272727271, 54.1854347826087, 54.1854347826087, 54.1854347826087
2/6/2017, 54.18, 54.18, 53.77, 53.97, 39833, 0.764035170001852, 0, 0, 0, 0, 0.53734114986414, 0.508101439515688, 0.0292397103484525, 53.8189090909089, 54.2427666666667, 54.2427666666667, 54.2427666666667
2/7/2017, 53.86, 54.28, 53.78, 54.12, 50843, 0.770015321854212, 0, 0, 0, 0, 0.536559854654037, 0.513793122543358, 0.0227667321106793, 53.9596363636361, 54.3132307692307, 54.3132307692307, 54.3132307692307
2/8/2017, 54.18, 54.25, 54, 54.19, 539672, 0.753636607451789, 1.6419414066089, 0, 0, 0, 0.535417132142946, 0.518117924463275, 0.0172992076796709, 54.1945454545452, 54.3830769230769, 54.3830769230769, 54.3830769230769
2/9/2017, 54, 54.24, 54, 54.13, 69214, 0.738917224642931, 1.26138373808995, 0, 0, 0, 0.523633892202433, 0.519221118011107, 0.00441277419132624, 54.2719999999997, 54.4342063492063, 54.4342063492063, 54.4342063492063
2/10/2017, 54.2, 54.48, 54.2, 54.48, 60075, 0.729583515077565, 1.4300355864242, 0, 0, 0, 0.536354899175507, 0.522647874243987, 0.0137070249315199, 54.4454545454543, 54.5250738916256, 54.5250738916256, 54.5250738916256
2/13/2017, 54.5, 54.74, 54.44, 54.64, 66013, 0.718527167026985, 1.57410411493245, 0, 0, 0, 0.55297272630056, 0.528712844655301, 0.0242598816452583, 54.5496363636361, 54.6248965517241, 54.6248965517241, 54.6248965517241
2/14/2017, 54.36, 54.46, 54.19, 54.46, 48818, 0.726171652332662, 1.46518660302835, 0, 0, 0, 0.545331733577449, 0.532036622439731, 0.0132951111377176, 54.5519999999997, 54.6892473118279, 54.6892473118279, 54.6892473118279
2/15/2017, 54.4, 54.57, 54.31, 54.56, 83027, 0.712425637403499, 1.54350184831401, 0, 0, 0, 0.541107802143927, 0.53385085838057, 0.0072569437633565, 54.5843636363633, 54.7289032258064, 54.7575201612903, 54.7575201612903
2/16/2017, 54.5, 54.5, 54.19, 54.19, 687860, 0.715564599333792, 1.03063644168143, 0, 0, 0, 0.502116313959327, 0.527503949496322, -0.0253876355369945, 54.4925454545451, 54.7484731182795, 54.7731249999999, 54.7731249999999
2/17/2017, 54.15, 54.33, 54.05, 54.33, 86168, 0.703803117172893, 1.16343417862318, 0, 0, 0, 0.477013395137099, 0.517405838624477, -0.0403924434873777, 54.4905454545451, 54.7762365591398, 54.8021033868092, 54.8021033868092
2/21/2017, 54.24, 54.39, 54.15, 54.32, 679757, 0.690827359871192, 1.0686185785233, 0, 0, 0, 0.451112095260577, 0.504147089951697, -0.0530349946911205, 54.427636363636, 54.7852473118279, 54.8258991596638, 54.8258991596638
2/22/2017, 54.1, 54.35, 54.1, 54.16, 66094, 0.681304562016118, 1.02275362077789, 0, 0, 0, 0.412914642704777, 0.485900600502313, -0.0729859577975359, 54.3203636363633, 54.7581505376344, 54.8287619047619, 54.8287619047619
2/23/2017, 54.17, 54.24, 53.73, 53.84, 50333, 0.698448780179297, 0.764071405924869, 0, 0, 0, 0.352755218135933, 0.459271524029037, -0.106516305893104, 54.1143636363632, 54.6761505376344, 54.7962012012012, 54.7962012012012
2/24/2017, 53.41, 53.62, 53.29, 53.61, 132160, 0.717669431236909, 0.681332665919676, 0, 0, 0, 0.283254185004935, 0.424068056224217, -0.140813871219281, 53.8359999999996, 54.5819354838709, 54.7417780938833, 54.7417780938833
2/27/2017, 53.58, 53.76, 53.52, 53.76, 139431, 0.702205083671506, 0.338660333885326, 0, 0, 0, 0.237539652665788, 0.386762375512531, -0.149222722846743, 53.7078181818178, 54.4952473118279, 54.7065182186234, 54.7065182186234
2/28/2017, 53.61, 54.02, 53.61, 53.68, 105235, 0.70627827930833, 0.225855535615326, 0, 0, 0, 0.19263465265459, 0.347936830940943, -0.155302178286353, 53.6232727272723, 54.3994838709677, 54.6656282051282, 54.6656282051282
3/1/2017, 54.02, 54.42, 54.02, 54.27, 117502, 0.73184756092883, 0.116791876706301, 0, 0, 0, 0.202322932957451, 0.318814051344244, -0.116491118386794, 53.7589090909087, 54.3657419354838, 54.6843170731707, 54.6843170731707
3/2/2017, 54.25, 54.3, 53.71, 53.72, 44962, 0.757287765730216, -0.485327872892551, 0, 0, 0, 0.163733147633955, 0.287797870602187, -0.124064722968231, 53.7349090909086, 54.2556559139784, 54.6490243902439, 54.6490243902439
3/3/2017, 53.79, 53.88, 53.58, 53.85, 242657, 0.745541761119329, 0.119411576585043, 0, 0, 0, 0.142003450897505, 0.25863898666125, -0.116635535763745, 53.7276363636359, 54.1481720430107, 54.627895902547, 54.627895902547
3/6/2017, 53.53, 53.61, 53.42, 53.5, 73410, 0.75308509615817, -0.135963223382889, 0, 0, 0, 0.0954402588573018, 0.225999241100461, -0.130558982243159, 53.6459999999995, 54.0389032258064, 54.5763953488372, 54.5763953488372
3/7/2017, 53.4, 53.54, 53.35, 53.36, 68688, 0.735111506975993, 0.0665536801373991, 0, 0, 0, 0.0467033960467944, 0.190140072089727, -0.143436676042933, 53.5592727272722, 53.9163870967741, 54.5160303030303, 54.5160303030303
3/8/2017, 53.4, 53.42, 53.07, 53.11, 48001, 0.734593720798852, -0.258179936659808, 0, 0, 0, -0.0119560081044199, 0.149720856050898, -0.161676864155318, 53.4065454545449, 53.812817204301, 54.4382415458937, 54.4382415458937
3/9/2017, 53.26, 53.69, 53.14, 53.31, 38151, 0.749644698669024, -0.297731497995915, 0, 0, 0, -0.0418235639709863, 0.111411972046521, -0.153235536017507, 53.3161818181812, 53.7644731182795, 54.3826086956521, 54.3826086956521
3/10/2017, 53.59, 53.7, 53.48, 53.62, 38957, 0.74441217720521, -0.246941175321557, 0, 0, 0, -0.0400181041630745, 0.081125956804602, -0.121144060967677, 53.3158181818176, 53.7122795698924, 54.3561702127659, 54.3561702127659
3/13/2017, 53.65, 53.75, 53.59, 53.74, 62070, 0.720498918769189, -0.367088758588754, 0, 0, 0, -0.0285748737817997, 0.0591857906873217, -0.0877606644691213, 53.386363636363, 53.6752258064516, 54.3409353741496, 54.3409353741496
3/14/2017, 53.35, 53.44, 53.2, 53.26, 69471, 0.741337425834085, -0.51647346355402, 0, 0, 0, -0.0575743385966874, 0.0358337648305199, -0.0934081034272072, 53.2761818181811, 53.5496774193548, 54.2884081632653, 54.2884081632653
3/15/2017, 53.4, 54.02, 53.37, 53.95, 42204, 0.765698790267419, -0.0976620131383885, 0, 0, 0, -0.0245958641514079, 0.0237478390341343, -0.0483437031855422, 53.545272727272, 53.5232043010752, 54.2927294117647, 54.2927294117647
3/16/2017, 54.15, 54.15, 53.83, 53.9, 41131, 0.75777323280484, -0.176677849538806, 1.08680882094258, 0, 0, -0.00246633728799139, 0.0185050037697092, -0.0209713410577006, 53.7045454545447, 53.5038924731182, 54.2926546003016, 54.2926546003016
3/17/2017, 53.99, 54, 53.84, 53.84, 45063, 0.735545660954157, -0.176888400805537, 0.779048899947814, 0, 0, 0.010113392730787, 0.0168266815619247, -0.00671328883113771, 53.859272727272, 53.4924086021505, 54.2878156748911, 54.2878156748911
3/20/2017, 53.85, 53.98, 53.79, 53.93, 17186, 0.715217679704862, -0.356876235177571, 0.796208619061626, 0, 0, 0.0270335414038385, 0.0188680535303075, 0.00816548787353101, 53.9756363636356, 53.5111182795699, 54.2896226415094, 54.2896226415094
3/21/2017, 53.98, 54.01, 53.24, 53.24, 56245, 0.760576727895549, -0.858486152459263, 0.487877272531706, 0, 0, -0.0150607414466677, 0.0120822945349125, -0.0271430359815802, 53.802181818181, 53.4268817204301, 54.2413400673401, 54.2413400673401
3/22/2017, 53.26, 53.62, 53.26, 53.6, 70142, 0.753142719095169, -0.50546045062532, 0.651325208215463, 0, 0, -0.0191510115837019, 0.00583563331118959, -0.0249866448948915, 53.7096363636355, 53.4030322580645, 54.2213051948052, 54.2213051948052
3/23/2017, 53.56, 53.9, 53.56, 53.74, 34075, 0.745255438338779, -0.478951067868071, 0.719482117035689, 0, 0, -0.0109693028696114, 0.00247464607502939, -0.0134439489446408, 53.6787272727264, 53.4049677419355, 54.2120112781955, 54.2120112781955
3/24/2017, 53.54, 53.59, 53.24, 53.4, 42236, 0.759316964297934, -0.46545390842244, 0.390789131959357, 0, 0, -0.0315566330466623, -0.00433160974930896, -0.0272250232973534, 53.5689090909082, 53.3626666666666, 54.1798245614035, 54.1798245614035
3/27/2017, 52.93, 53.27, 52.93, 53.16, 40805, 0.76881395031667, -0.695916858908685, 0.316365728454932, 0, 0, -0.0664719870822736, -0.0167596852159019, -0.0497123018663718, 53.4121818181809, 53.3179569892473, 54.1332144944477, 54.1332144944477
3/28/2017, 53.28, 53.57, 53.09, 53.53, 24883, 0.770159576291658, -0.44861033212733, 0.410428836544282, 0, 0, -0.0635541364026864, -0.0261185754532588, -0.0374355609494276, 53.3189090909082, 53.339376344086, 54.113593220339, 54.113593220339
3/29/2017, 53.31, 53.64, 53.31, 53.57, 42320, 0.761906104404477, -0.332274627189875, 0.466596588560845, 0, 0, -0.0573529242018438, -0.0323654452029758, -0.024987478998868, 53.3627272727264, 53.3610322580645, 54.0975300546448, 54.0975300546448
3/30/2017, 53.58, 53.66, 53.41, 53.46, 52157, 0.748682089642732, -0.212804643544259, 0.389332344202306, 0, 0, -0.0606157588114229, -0.0380155079246652, -0.0226002508867577, 53.3792727272718, 53.3811397849463, 54.0751771549445, 54.0751771549445
3/31/2017, 53.34, 53.59, 53.34, 53.45, 137792, 0.734767395447809, -0.081828771829223, 0.42867284417232, 0, 0, -0.063279053633039, -0.04306821706634, -0.020210836566699, 53.4043636363627, 53.3824086021506, 54.053287250384, 54.053287250384
4/3/2017, 53.5, 53.57, 53.11, 53.34, 33890, 0.742588140651503, -0.240459694727044, 0.0523362160861301, 0, 0, -0.0734194805886332, -0.0491384697707986, -0.0242810108178346, 53.4307272727263, 53.3838279569893, 54.0256349206349, 54.0256349206349
4/4/2017, 53.17, 53.42, 53.11, 53.41, 235505, 0.73355493074768, -0.149048896141191, 0.0433129336412239, 0, 0, -0.0749435247209149, -0.0542994807608219, -0.020644043960093, 53.3754545454535, 53.3998494623656, 54.0036153846154, 54.0036153846154
4/5/2017, 53.63, 53.77, 53.25, 53.27, 28922, 0.747516621150215, -0.637171367701334, -0.383642240547431, 0, 0, -0.0864516102978286, -0.0607299066682232, -0.0257217036296053, 53.3345454545444, 53.393311827957, 53.9742237762238, 53.9742237762238
4/6/2017, 53.25, 53.53, 53.25, 53.47, 11355, 0.733667474999782, -0.158064455127074, -0.457159011097757, 0, 0, -0.0785282971709407, -0.0642895847687667, -0.0142387124021739, 53.4087272727262, 53.3965591397849, 53.958104929896, 53.958104929896
4/7/2017, 53.52, 53.65, 53.41, 53.41, 36691, 0.720234785505082, -0.289663445785394, -0.135776748185371, 0, 0, -0.0762119886279677, -0.0666740655406069, -0.00953792308736082, 53.408909090908, 53.3792473118279, 53.939209833187, 53.939209833187
4/10/2017, 53.42, 53.59, 53.35, 53.5, 35501, 0.70550192334832, 0.013184528392732, -0.084236672776801, 0, 0, -0.0663492171070885, -0.0666090958539032, 0.000259878746814726, 53.3916363636353, 53.3846451612903, 53.9263554987212, 53.9263554987212
4/11/2017, 53.58, 53.58, 53.23, 53.58, 15437, 0.701887556069025, 0.169822593635293, 0.170133772766494, 0, 0, -0.0514840916464934, -0.0635840950124213, 0.0121000033659279, 53.4574545454534, 53.3965376344086, 53.9185921325052, 53.9185921325052
4/12/2017, 53.59, 53.64, 53.38, 53.41, 22887, 0.693255541873609, 0.229502567017834, -0.00842875202485313, 0, 0, -0.0528121660959187, -0.0614297092291208, 0.0086175431332021, 53.469818181817, 53.4268387096774, 53.9016177062375, 53.9016177062375
4/13/2017, 53.4, 53.49, 53.12, 53.15, 27934, 0.696621628728053, -0.10149128182717, -0.276222179677332, 0, 0, -0.0739915729597698, -0.0639420819752506, -0.0100494909845192, 53.3790909090897, 53.3930322580645, 53.871044600939, 53.871044600939
4/17/2017, 53.15, 53.41, 53.15, 53.41, 15382, 0.682908960654394, -0.137710699354892, -0.269317522018106, 0, 0, -0.0690011757965721, -0.0649539007395149, -0.0040472750570572, 53.3930909090898, 53.4045591397849, 53.8560083713851, 53.8560083713851
4/18/2017, 53.05, 53.37, 53.05, 53.27, 38928, 0.684258667338532, -0.324485278579352, -0.487337762720546, 0, 0, -0.0754730734516542, -0.0670577352819427, -0.00841533816971148, 53.3389090909079, 53.3778279569892, 53.8340984820437, 53.8340984820437
4/19/2017, 53.28, 53.32, 52.98, 53.07, 50964, 0.684528664945684, -0.13183865519995, -0.459436398666956, 0, 0, -0.095637972486827, -0.0727737827229196, -0.0228641897639074, 53.2334545454534, 53.3178709677419, 53.8025513513514, 53.8025513513514
4/20/2017, 53.11, 53.42, 53.11, 53.38, 39105, 0.679309468644326, -0.47562501952731, -0.368400029169387, 0, 0, -0.0856174464034183, -0.0753425154590193, -0.0102749309443989, 53.2256363636352, 53.2824516129032, 53.7886035087719, 53.7886035087719
4/21/2017, 53.34, 53.34, 53.02, 53.08, 26392, 0.682902457882863, -0.672588336387392, -0.556846236958416, 0, 0, -0.100722533416089, -0.0804185190504333, -0.0203040143656559, 53.1481818181806, 53.2205591397849, 53.7597539302803, 53.7597539302803
4/24/2017, 53.71, 53.88, 53.67, 53.83, 29842, 0.714026367103869, 0.00633692983653227, -0.124053707384359, 0, 0, -0.0515801083301142, -0.0746508369063695, 0.0230707285762553, 53.3390909090897, 53.2759784946236, 53.7703596403596, 53.7703596403596
4/25/2017, 54.13, 54.53, 54.13, 54.4, 47112, 0.735555834083479, 0.318113004088473, -0.0172568911859121, 0, 0, 0.0329796846384482, -0.053124732597406, 0.0861044172358542, 53.7219999999988, 53.4103655913978, 53.8091269068484, 53.8091269068484
4/26/2017, 54.33, 54.51, 54.27, 54.37, 40802, 0.721234605580911, 0.84473449242263, -0.105516442603596, 0, 0, 0.0964612354298993, -0.0232075389919449, 0.119668774421844, 54.0614545454533, 53.504688172043, 53.8446645569621, 53.8446645569621
4/27/2017, 54.57, 54.64, 54.33, 54.53, 50644, 0.711587185588895, 0.711058697311524, 0.0522375033116633, 0, 0, 0.157861752597796, 0.0130063193260033, 0.144855433271793, 54.3790909090896, 53.6581505376343, 53.8864722222223, 53.8864722222223
4/28/2017, 54.6, 54.65, 54.5, 54.51, 36221, 0.690014800378909, 0.591498185629197, -0.00350877440287911, 0, 0, 0.202573134964688, 0.0509196824537401, 0.151653452510947, 54.576727272726, 53.8019999999999, 53.9254772658838, 53.9254772658838
5/1/2017, 54.46, 54.63, 54.44, 54.53, 39420, 0.672695239872027, 0.901708576124174, 0.180282333550795, 0, 0, 0.23689033613573, 0.0881138131901381, 0.148776522945592, 54.7590909090896, 53.9404516129032, 53.9637437555098, 53.9637437555098
5/2/2017, 54.35, 54.35, 53.89, 54.01, 27772, 0.704461541542502, 0.643560438613674, -0.127876736209643, 0, 0, 0.219595945758229, 0.114410239703756, 0.105185706054473, 54.672727272726, 54.0144731182795, 53.9757487091222, 53.9757487091222
5/3/2017, 53.65, 53.65, 53.22, 53.25, 48238, 0.752968440671832, -0.172338660285133, -0.449279819070211, 0, 0, 0.142916911180315, 0.120111573999068, 0.0228053371812468, 54.2434545454532, 53.9455483870967, 53.951649859944, 53.951649859944
5/4/2017, 53.32, 53.69, 53.32, 53.68, 276206, 0.750573602691622, 0.0847100978040064, -0.18543011085146, 0, 0, 0.115514056041711, 0.119192070407597, -0.00367801436588565, 54.0149090909078, 53.9551182795698, 53.9483556771546, 53.9483556771546
