Date,HYG_Open,HYG_High,HYG_Low,HYG_Close,HYG_Volume,HYG_ATRPercentOfClose20,HYG_SQN25,HYG_SQN50,HYG_SQN100,HYG_SQN200,HYG_MACD,HYG_MACD_Avg,HYG_MACD_Diff,HYG_LinReg10,HYG_LinReg30,HYG_LinReg90,HYG_LinReg270
1/3/2017, 86.88, 86.95, 86.7, 86.91, 14050110, 0, 0, 0, 0, 0, 0, 0, 0, 86.91, 86.91, 86.91, 86.91
1/4/2017, 87, 87.39, 87, 87.38, 11912356, 0, 0, 0, 0, 0, 0.0374928774928947, 0.00749857549857893, 0.0299943019943157, 87.38, 87.38, 87.38, 87.38
1/5/2017, 87.26, 87.42, 87.2, 87.25, 10458576, 0, 0, 0, 0, 0, 0.0560699994318412, 0.0172128602852314, 0.0388571391466098, 87.35, 87.35, 87.35, 87.35
1/6/2017, 87.16, 87.28, 87.04, 87.23, 6836425, 0, 0, 0, 0, 0, 0.0683903086497253, 0.0274483499581302, 0.0409419586915951, 87.317, 87.317, 87.317, 87.317
1/9/2017, 87.21, 87.28, 87.05, 87.21, 6648800, 0, 0, 0, 0, 0, 0.0756681542347053, 0.0370923108134452, 0.0385758434212601, 87.2859999999999, 87.2859999999999, 87.2859999999999, 87.2859999999999
1/10/2017, 87.31, 87.43, 87.18, 87.22, 11777036, 0, 0, 0, 0, 0, 0.0813055756561454, 0.0459349637819852, 0.0353706118741601, 87.2728571428571, 87.2728571428571, 87.2728571428571, 87.2728571428571
1/11/2017, 87.25, 87.32, 87.11, 87.27, 11914198, 0, 0, 0, 0, 0, 0.0887844035429737, 0.0545048517341829, 0.0342795518087907, 87.2871428571429, 87.2871428571429, 87.2871428571429, 87.2871428571429
1/12/2017, 87.25, 87.3, 87.13, 87.29, 12512336, 0, 0, 0, 0, 0, 0.0952275376019429, 0.0626493889077349, 0.032578148694208, 87.3033333333334, 87.3033333333334, 87.3033333333334, 87.3033333333334
1/13/2017, 87.26, 87.4, 87.1, 87.32, 8861000, 0, 0, 0, 0, 0, 0.101583525396279, 0.0704362162054438, 0.0311473091908354, 87.3244444444445, 87.3244444444445, 87.3244444444445, 87.3244444444445
1/17/2017, 87.26, 87.29, 87.15, 87.23, 8632992, 0, 0, 0, 0, 0, 0.0982261537206597, 0.0759942037084869, 0.0222319500121727, 87.3070909090909, 87.3070909090909, 87.3070909090909, 87.3070909090909
1/18/2017, 87.2, 87.31, 87.1, 87.31, 12715522, 0, 0, 0, 0, 0, 0.10085811433126, 0.0809669858330415, 0.0198911284982182, 87.2701818181819, 87.3195454545455, 87.3195454545455, 87.3195454545455
1/19/2017, 87.25, 87.3, 86.94, 87.03, 10703218, 0, 0, 0, 0, 0, 0.0794346291762338, 0.08066051450168, -0.00122588532544617, 87.2087272727273, 87.2456410256411, 87.2456410256411, 87.2456410256411
1/20/2017, 87.06, 87.22, 86.97, 87.2, 9262045, 0, 0, 0, 0, 0, 0.0753058629815513, 0.0795895841976542, -0.00428372121610295, 87.1990909090909, 87.2363736263737, 87.2363736263737, 87.2363736263737
1/23/2017, 87.13, 87.22, 87.04, 87.2, 13561337, 0, 0, 0, 0, 0, 0.0712128881796588, 0.0779142449940552, -0.00670135681439639, 87.1881818181819, 87.2291428571429, 87.2291428571429, 87.2291428571429
1/24/2017, 87.15, 87.32, 87.11, 87.26, 7490480, 0, 0, 0, 0, 0, 0.0719809234410889, 0.0767275806834619, -0.00474665724237303, 87.1956363636365, 87.2379166666667, 87.2379166666667, 87.2379166666667
1/25/2017, 87.4, 87.57, 87.34, 87.57, 8953850, 0, 0, 0, 0, 0, 0.0964917097747957, 0.0806804065017287, 0.0158113032730671, 87.3094545454547, 87.3155147058824, 87.3155147058824, 87.3155147058824
1/26/2017, 87.5, 87.59, 87.41, 87.53, 7443934, 0, 0, 0, 0, 0, 0.111404813486104, 0.0868252878986037, 0.0245795255875, 87.4003636363638, 87.3694117647059, 87.3694117647059, 87.3694117647059
1/27/2017, 87.46, 87.69, 87.45, 87.61, 7888096, 0, 0, 0, 0, 0, 0.128201064958091, 0.0951004433105011, 0.03310062164759, 87.5087272727274, 87.4295906432749, 87.4295906432749, 87.4295906432749
1/30/2017, 87.48, 87.54, 87.31, 87.43, 7637643, 0, 0, 0, 0, 0, 0.12554056608333, 0.101188467865067, 0.0243520982182634, 87.5434545454547, 87.4439473684211, 87.4439473684211, 87.4439473684211
1/31/2017, 87.39, 87.42, 87.18, 87.34, 12249410, 0, 0, 0, 0, 0, 0.114845980741762, 0.103919970440406, 0.0109260103013563, 87.5230909090911, 87.4388571428572, 87.4388571428572, 87.4388571428572
2/1/2017, 87.2, 87.33, 86.95, 87.28, 12489406, 0, 0, 0, 0, 0, 0.10037192122067, 0.103210360596459, -0.00283843937578854, 87.4920000000001, 87.4235930735931, 87.4235930735931, 87.4235930735931
2/2/2017, 87.27, 87.37, 87.14, 87.33, 10886152, 0.293773617313637, 0, 0, 0, 0, 0.0918766105278621, 0.10094361058274, -0.00906700005487747, 87.4238181818183, 87.4188537549408, 87.4188537549408, 87.4188537549408
2/3/2017, 87.52, 87.58, 87.43, 87.48, 12674010, 0.292895376085962, 0, 0, 0, 0, 0.0961395253921324, 0.0999827935446182, -0.00384326815248572, 87.425090909091, 87.4390217391305, 87.4390217391305, 87.4390217391305
2/6/2017, 87.5, 87.53, 87.35, 87.42, 7004913, 0.288736709277053, 0, 0, 0, 0, 0.0935974840420073, 0.098705731644096, -0.00510824760208869, 87.3903636363638, 87.4467666666667, 87.4467666666667, 87.4467666666667
2/7/2017, 87.52, 87.52, 87.28, 87.29, 11170169, 0.288455664666628, 0, 0, 0, 0, 0.0801688478384506, 0.0949983548829669, -0.0148295070445163, 87.3107272727275, 87.4336615384616, 87.4336615384616, 87.4336615384616
2/8/2017, 87.32, 87.36, 87.12, 87.35, 11107338, 0.287582486780909, 0.593900363837383, 0, 0, 0, 0.0735205562506138, 0.0907027951564963, -0.0171822389058825, 87.312181818182, 87.4307692307693, 87.4307692307693, 87.4307692307693
2/9/2017, 87.43, 87.54, 87.38, 87.47, 7292625, 0.283689421622235, 0.153589639265999, 0, 0, 0, 0.0770465892658194, 0.0879715539783609, -0.0109249647125415, 87.3590909090911, 87.4448941798943, 87.4448941798943, 87.4448941798943
2/10/2017, 87.52, 87.55, 87.4, 87.53, 5471840, 0.277888701289066, 0.481612955986724, 0, 0, 0, 0.0837174517220092, 0.0871207335270906, -0.00340328180508141, 87.4460000000003, 87.4652955665025, 87.4652955665025, 87.4652955665025
2/13/2017, 87.6, 87.72, 87.59, 87.66, 7477229, 0.274440088097654, 0.724758643970423, 0, 0, 0, 0.0983602362478422, 0.0893686340712409, 0.00899160217660128, 87.5461818181821, 87.5002068965517, 87.5002068965517, 87.5002068965517
2/14/2017, 87.67, 87.76, 87.47, 87.72, 8785033, 0.277069621711222, 0.858588677480717, 0, 0, 0, 0.113497913739593, 0.0941944900049113, 0.0193034237346817, 87.6365454545458, 87.5386451612903, 87.5386451612903, 87.5386451612903
2/15/2017, 87.63, 87.77, 87.57, 87.75, 10582848, 0.274522163597527, 0.891971260790216, 0, 0, 0, 0.126457656347228, 0.100647123273375, 0.0258105330738529, 87.7045454545458, 87.5612258064516, 87.5764112903226, 87.5764112903226
2/16/2017, 87.66, 88.08, 87.51, 87.68, 8917822, 0.29350882599109, 0.684323539510256, 0, 0, 0, 0.129586142363493, 0.106434927091398, 0.0231512152720949, 87.7327272727276, 87.6008387096775, 87.6016477272728, 87.6016477272728
2/17/2017, 87.59, 87.79, 87.51, 87.77, 6247292, 0.294498247348227, 0.79449407600777, 0, 0, 0, 0.137739957420521, 0.112695933157223, 0.0250440242632984, 87.8029090909094, 87.6412688172044, 87.6345276292336, 87.6345276292336
2/21/2017, 87.83, 88.06, 87.79, 88.06, 10437839, 0.29531802874479, 1.11962541735757, 0, 0, 0, 0.165692491070104, 0.123295244739799, 0.0423972463303046, 87.945454545455, 87.713806451613, 87.6965882352942, 87.6965882352942
