Date,HYG_Open,HYG_High,HYG_Low,HYG_Close,HYG_Volume,HYG_ATRPercentOfClose20,HYG_SQN25,HYG_SQN50,HYG_SQN100,HYG_SQN200,HYG_MACD,HYG_MACD_Avg,HYG_MACD_Diff,HYG_LinReg10,HYG_LinReg30,HYG_LinReg90,HYG_LinReg270
2/22/2017, 88.01, 88.12, 87.94, 88.1, 10963609, 0.290640412380283, 1.33895752616774, 0, 0, 0, 0.188895273945761, 0.136415250580991, 0.0524800233647693, 88.0409090909095, 87.7847311827959, 87.7568095238096, 87.7568095238096
2/23/2017, 88.29, 88.3, 88.08, 88.18, 8150235, 0.288332380519027, 1.33785208518314, 0, 0, 0, 0.211303206125308, 0.151392841689855, 0.0599103644354532, 88.1318181818186, 87.8607311827959, 87.8196546546548, 87.8196546546548
2/24/2017, 88.11, 88.37, 88.06, 88.25, 8390174, 0.291262230577444, 2.15756933937966, 0, 0, 0, 0.232035310184784, 0.167521335388841, 0.0645139747959436, 88.2256363636368, 87.9427526881722, 87.8837553342818, 87.8837553342818
2/27/2017, 88.25, 88.36, 88.19, 88.36, 5693266, 0.28597439176139, 2.08581985812336, 0, 0, 0, 0.254409063391662, 0.184898880989405, 0.0695101824022574, 88.3269090909095, 88.0337419354841, 87.9529959514171, 87.9529959514171
2/28/2017, 88.3, 88.37, 88.24, 88.29, 5868410, 0.279253170157828, 1.92683077923572, 0, 0, 0, 0.263455063045001, 0.200610117400524, 0.0628449456444766, 88.3847272727277, 88.1109462365593, 88.009012820513, 88.009012820513
3/1/2017, 88.18, 88.31, 88.18, 88.23, 10612121, 0.272838028715549, 1.68947975064068, 0, 0, 0, 0.262753723023593, 0.213038838525138, 0.049714884498455, 88.399454545455, 88.1682795698927, 88.0541951219513, 88.0541951219513
3/2/2017, 88.25, 88.25, 87.95, 87.95, 9192988, 0.277076456053374, 0.651738904256235, 0, 0, 0, 0.23687371334276, 0.217805813488662, 0.0190678998540977, 88.2956363636368, 88.1889677419357, 88.0689895470384, 88.0689895470384
3/3/2017, 88.02, 88.09, 87.82, 87.99, 15059268, 0.278445625575629, 0.79136560776037, 0, 0, 0, 0.217088820135899, 0.21766241481811, -0.00057359468221066, 88.1807272727277, 88.1919354838712, 88.0859689922482, 88.0859689922482
3/6/2017, 87.85, 87.89, 87.69, 87.71, 17066261, 0.28246960511549, 0.158089673790182, 0, 0, 0, 0.176777706425284, 0.209485473139545, -0.0327077667142607, 87.9701818181822, 88.1645161290325, 88.0761627906978, 88.0761627906978
3/7/2017, 87.53, 87.6, 87.12, 87.14, 17023119, 0.303954998983768, -0.34111823655269, 0, 0, 0, 0.0977102788010171, 0.187130434271839, -0.089420155470822, 87.6240000000005, 88.061483870968, 88.0167575757577, 88.0167575757577
3/8/2017, 86.93, 87.07, 86.55, 86.56, 22433548, 0.324772489381623, -0.772726004935739, 0, 0, 0, -0.0116184497228602, 0.147380657472899, -0.158999107195759, 87.1356363636369, 87.8892473118282, 87.9117391304349, 87.9117391304349
3/9/2017, 86.38, 86.72, 86.2, 86.33, 21260679, 0.339472852390011, -0.926342005636371, 0, 0, 0, -0.115490035321642, 0.0948065189139911, -0.210296554235633, 86.6678181818187, 87.7130107526885, 87.7949491211841, 87.7949491211841
3/10/2017, 86.88, 86.88, 86.08, 86.3, 20643900, 0.368961260480743, -1.00857752625387, 0, 0, 0, -0.197947943864037, 0.0362556263583855, -0.234203570222422, 86.304545454546, 87.5383010752691, 87.6840159574469, 87.6840159574469
3/13/2017, 86.38, 86.48, 86.12, 86.37, 13512329, 0.371069687860527, -1.09896089412551, 0, 0, 0, -0.254711855754934, -0.0219378700642784, -0.232773985690656, 86.0938181818187, 87.3857419354842, 87.5865221088436, 87.5865221088436
3/14/2017, 86.12, 86.21, 85.99, 86.11, 12808513, 0.375645389542307, -1.27178472779113, 0, 0, 0, -0.317023047626662, -0.0809549055767552, -0.236068142049907, 85.8878181818188, 87.1961935483874, 87.4751673469389, 87.4751673469389
3/15/2017, 86.4, 87.3, 86.32, 87.3, 19654552, 0.420154447523639, 0.0153846870060085, 0, 0, 0, -0.267300784305348, -0.118224081322474, -0.149076702982874, 86.1998181818188, 87.1601505376347, 87.4637882352942, 87.4637882352942
3/16/2017, 87.5, 87.53, 87.03, 87.05, 15807608, 0.429012166632659, -0.176057634751411, 0.088800224523086, 0, 0, -0.245241452252401, -0.143627555508459, -0.101613896743942, 86.4201818181824, 87.0886451612907, 87.4341101055808, 87.4341101055808
3/17/2017, 87.25, 87.25, 87.04, 87.08, 9984523, 0.419479026758203, -0.232195016003918, -0.164268871909835, 0, 0, -0.222770563011451, -0.159456157009058, -0.0633144060023937, 86.7080000000006, 87.0257634408606, 87.4086139332367, 87.4086139332367
3/20/2017, 87.07, 87.07, 86.91, 87, 12220551, 0.408641631811484, -0.319022633318298, -0.135685471888603, 0, 0, -0.209008235965001, -0.169366572800246, -0.0396416631647548, 86.9618181818188, 86.9643440860219, 87.3788888888889, 87.3788888888889
3/21/2017, 87.08, 87.17, 86.28, 86.29, 16918166, 0.442974051097684, -0.778969943972455, -0.498216994596381, 0, 0, -0.252482102399085, -0.185989678720014, -0.0664924236790711, 86.8950909090916, 86.8119354838714, 87.2998922558924, 87.2998922558924
3/22/2017, 86.24, 86.57, 86.02, 86.5, 14054593, 0.451595599141713, -0.684912967855483, -0.370349822379, 0, 0, -0.266913398295884, -0.202174422635188, -0.0647389756606958, 86.8312727272734, 86.6847956989252, 87.2406948051949, 87.2406948051949
3/23/2017, 86.43, 86.75, 86.37, 86.53, 10618853, 0.450824781688088, -0.684666262982299, -0.359456998407709, 0, 0, -0.272785058633318, -0.216296549834814, -0.0564885087985035, 86.7350909090917, 86.5705591397854, 87.1872368421053, 87.1872368421053
3/24/2017, 86.6, 86.86, 86.6, 86.83, 8920814, 0.445806460226842, -0.464288127481239, -0.221614032928507, 0, 0, -0.250345076748005, -0.223106255217452, -0.0272388215305525, 86.7256363636371, 86.5076774193552, 87.1575438596492, 87.1575438596492
3/27/2017, 86.52, 86.78, 86.4, 86.74, 7788653, 0.448742289536798, -0.565954575942507, -0.279605630882566, 0, 0, -0.237090446191189, -0.2259030934122, -0.0111873527789895, 86.6701818181826, 86.4415053763445, 87.1236060783169, 87.1236060783169
3/28/2017, 86.7, 87.25, 86.7, 87.22, 16871664, 0.455488544883063, -0.445783008733818, -0.0397959229726539, 0, 0, -0.185713280413708, -0.217865130812501, 0.0321518503987933, 86.7083636363644, 86.4500000000005, 87.1234237288137, 87.1234237288137
3/29/2017, 87.28, 87.55, 87.22, 87.4, 12266296, 0.45070166293439, -0.367013866921358, 0.0976426594283579, 0, 0, -0.128985150184462, -0.200089134686894, 0.0711039845024312, 86.9861818181826, 86.4881720430112, 87.1350109289619, 87.1350109289619
3/30/2017, 87.6, 87.83, 87.47, 87.81, 16367941, 0.450652079187363, -0.183287559610765, 0.259906771912919, 0, 0, -0.0503635649600227, -0.170144020741519, 0.119780455781497, 87.3501818181826, 86.5824301075273, 87.1722316234797, 87.1722316234797
3/31/2017, 87.73, 87.9, 87.69, 87.78, 11778399, 0.44022751332616, -0.235937811305086, 0.388631782091415, 0, 0, 0.00941532448887017, -0.134232151695441, 0.143647476184312, 87.6683636363645, 86.6678279569897, 87.2055453149002, 87.2055453149002
4/3/2017, 87.46, 87.47, 87.23, 87.36, 20664412, 0.451705729896769, -0.505317958227428, 0.090614748122061, 0, 0, 0.0226390660856879, -0.102857908139216, 0.125496974224904, 87.7872727272736, 86.7052903225812, 87.2110367063493, 87.2110367063493
4/4/2017, 87.37, 87.49, 87.29, 87.39, 8473882, 0.440416088060334, -0.453581460233462, 0.10541273660794, 0, 0, 0.0351347147318108, -0.0752593835650103, 0.110394098296821, 87.75490909091, 86.7685376344091, 87.2180961538462, 87.2180961538462
4/5/2017, 87.53, 87.71, 87.27, 87.32, 11102287, 0.443925376074359, -0.459049714327449, 0.0412036897102005, 0, 0, 0.0389403116513307, -0.0524194445217421, 0.0913597561730728, 87.6803636363646, 86.8298924731187, 87.2206013986015, 87.2206013986015
4/6/2017, 87.4, 87.52, 87.3, 87.43, 7234511, 0.433780002823657, -0.259531119526566, -0.0582247778384301, 0, 0, 0.050253069219039, -0.0318849417735859, 0.0821380109926249, 87.6050909090918, 86.9155698924736, 87.2295205789237, 87.2295205789237
4/7/2017, 87.55, 87.62, 87.39, 87.39, 5457822, 0.425439024654179, -0.301286194117437, -0.0582565979741482, 0, 0, 0.0553527730772885, -0.014437398803411, 0.0697901718806995, 87.52690909091, 87.0056774193552, 87.2356716417911, 87.2356716417911
4/10/2017, 87.53, 87.62, 87.45, 87.51, 7996907, 0.416754205762796, -0.0940527742000773, -0.0382196842198477, 0, 0, 0.0682901162929852, 0.00210810421586823, 0.066182012077117, 87.4416363636373, 87.1238924731187, 87.2484398976983, 87.2484398976983
4/11/2017, 87.57, 87.57, 87.24, 87.34, 8005849, 0.415578801453941, 0.120328243887013, -0.0333641336514152, 0, 0, 0.064086722900214, 0.0145038279527374, 0.0495828949474766, 87.3516363636374, 87.2213548387101, 87.2509482401656, 87.2509482401656
4/12/2017, 87.4, 87.6, 87.32, 87.4, 8723769, 0.410547138364277, 0.500513272752125, 0.0413652017795829, 0, 0, 0.0648494577303893, 0.0245729539082678, 0.0402765038221215, 87.3118181818192, 87.3285591397854, 87.256708249497, 87.256708249497
4/13/2017, 87.37, 87.49, 87.16, 87.22, 10446678, 0.409742362971634, 0.533150964040785, -0.0183429335519194, 0, 0, 0.0503490424807609, 0.0297281716227664, 0.0206208708579945, 87.2918181818193, 87.3996129032262, 87.2522769953052, 87.2522769953052
4/17/2017, 87.33, 87.5, 87.23, 87.48, 7158744, 0.404101994209724, 0.697952480760643, 0.0854760342404383, 0, 0, 0.0591552807611748, 0.0356135934504481, 0.0235416873107267, 87.3878181818193, 87.5110322580649, 87.2622222222223, 87.2622222222223
4/18/2017, 87.47, 87.56, 87.23, 87.46, 9062784, 0.402850449700358, 0.644872653884281, 0.00169006232400533, 0, 0, 0.0637851793482724, 0.041247910630013, 0.0225372687182595, 87.4092727272738, 87.604537634409, 87.2706405035172, 87.2706405035172
4/19/2017, 87.51, 87.7, 87.33, 87.38, 8643171, 0.404230205015492, 0.761306662923317, -0.00818477052518357, 0, 0, 0.0603039297586889, 0.0450591144557482, 0.0152448153029408, 87.4036363636375, 87.6515053763445, 87.2744432432432, 87.2744432432432
4/20/2017, 87.48, 87.69, 87.44, 87.67, 7765997, 0.400428351186734, 0.300653965537931, 0.19765717065557, 0, 0, 0.0800231338721602, 0.0520519183390306, 0.0279712155331296, 87.4847272727284, 87.6950537634413, 87.2932456140351, 87.2932456140351
4/21/2017, 87.64, 87.71, 87.49, 87.6, 11328248, 0.393267989396278, 0.453245304062883, 0.133989309687138, 0, 0, 0.0889766626348774, 0.0594368671981999, 0.0295397954366774, 87.5445454545466, 87.707225806452, 87.3075939849624, 87.3075939849624
4/24/2017, 87.96, 88.02, 87.88, 88.01, 8904681, 0.395725054852383, 0.726820527461147, 0.270752765146698, 0, 0, 0.127684109242324, 0.0730863156070247, 0.0545977936352992, 87.7287272727285, 87.7612258064521, 87.3421978021978, 87.3421978021978
4/25/2017, 88.07, 88.2, 88.03, 88.17, 12493449, 0.386031234815474, 0.912509788989635, 0.31766135450334, 0, 0, 0.169318899498961, 0.092332832385412, 0.0769860671135491, 87.9583636363648, 87.829161290323, 87.3833268419344, 87.3833268419344
4/26/2017, 88.09, 88.23, 88.07, 88.09, 7268976, 0.376144344136637, 1.73769809205908, 0.217397682710712, 0, 0, 0.193627422925104, 0.11259175049335, 0.0810356724317536, 88.0903636363648, 87.8580000000004, 87.4186867088608, 87.4186867088608
4/27/2017, 88.09, 88.16, 88.01, 88.15, 6897880, 0.365602127183738, 1.60593251942201, 0.217258106913799, 0, 0, 0.21525230682964, 0.133123861760608, 0.0821284450690319, 88.2141818181831, 87.9610107526886, 87.455462962963, 87.455462962963
4/28/2017, 88.16, 88.24, 88.07, 88.12, 7542839, 0.357086202175263, 1.54214537358497, 0.188580491058377, 0, 0, 0.227348699554497, 0.151968829319386, 0.0753798702351109, 88.2507272727286, 88.0380645161295, 87.4892110809997, 87.4892110809997
5/1/2017, 87.75, 87.85, 87.7, 87.79, 10335971, 0.364427774563162, 0.90094920367681, 0.0640499335280241, 0, 0, 0.207910275626048, 0.163157118580719, 0.0447531570453297, 88.1761818181831, 88.068344086022, 87.5057214222744, 87.5057214222744
5/2/2017, 87.89, 87.9, 87.76, 87.82, 10792752, 0.354058968486165, 1.02073078100545, 0.0356661804204699, 0, 0, 0.192704555731964, 0.169066606010968, 0.0236379497209967, 88.0910909090923, 88.0925161290327, 87.5229518072289, 87.5229518072289
5/3/2017, 87.89, 87.95, 87.8, 87.9, 7413478, 0.344582317199457, 0.706568679679623, -0.0642720757154014, 0, 0, 0.184976945493233, 0.172248673907421, 0.0127282715858121, 87.9980000000013, 88.0742150537639, 87.5432016806723, 87.5432016806723
5/4/2017, 87.84, 87.84, 87.35, 87.43, 20562478, 0.360566697903931, 0.0341805590676932, -0.300176836400686, 0, 0, 0.139321673135314, 0.165663273752999, -0.0263416006176858, 87.7721818181831, 87.9998924731188, 87.5408809849521, 87.5408809849521
5/5/2017, 87.64, 87.66, 87.38, 87.58, 14935209, 0.357937075563527, -0.224109969982565, -0.266606281129938, 0, 0, 0.113929973445934, 0.155316613691586, -0.0413866402456521, 87.5972727272741, 87.9406021505382, 87.5454931836408, 87.5454931836408
5/8/2017, 87.61, 87.73, 87.54, 87.68, 8199164, 0.350487256203935, -0.093610503399197, -0.252233955724001, 0, 0, 0.100715052339496, 0.144396301421168, -0.0436812490816726, 87.5400000000014, 87.9072258064521, 87.5544252873563, 87.5544252873563
5/9/2017, 87.8, 87.85, 87.61, 87.62, 10810036, 0.346886401423909, 0.290036914191504, -0.331491354070742, 0, 0, 0.0844274070015132, 0.132402522537237, -0.047975115535724, 87.5120000000014, 87.8547526881726, 87.560308988764, 87.560308988764
5/10/2017, 87.85, 88.04, 87.73, 88, 10824910, 0.351982695092327, 0.62546748537007, -0.11993797386054, 0, 0, 0.101017685930444, 0.126125555215878, -0.0251078692854348, 87.6292727272741, 87.8768172043016, 87.5827415730337, 87.5827415730337
5/11/2017, 87.94, 88.04, 87.83, 88.01, 8461428, 0.346276028970782, 0.710284171971918, -0.0880552492065847, 0, 0, 0.113662289810023, 0.123632902134707, -0.00997061232468455, 87.7669090909105, 87.9071182795704, 87.6047326007326, 87.6047326007326
5/12/2017, 88.06, 88.07, 87.91, 87.98, 8929918, 0.338167374906031, 0.568271616308769, 0.0261381370280952, 0, 0, 0.119880571598173, 0.122882436027401, -0.00300186442922712, 87.8958181818196, 87.9570107526887, 87.616778998779, 87.6245723841376
5/15/2017, 88.12, 88.25, 88.11, 88.18, 10690178, 0.335839956475629, 0.802753923879038, 0.099506295746153, 0, 0, 0.139340700388345, 0.12617408889959, 0.0131666114887558, 88.035454545456, 88.0291827956995, 87.6472283272284, 87.6522019635343
5/16/2017, 88.27, 88.35, 88.18, 88.31, 12638864, 0.32820347632114, 0.811026590476468, 0.289743268396581, 0, 0, 0.163369682199573, 0.133613207559586, 0.0297564746399865, 88.2047272727287, 88.0872688172049, 87.6798852258853, 87.6842850606269
5/17/2017, 88.02, 88.1, 87.87, 87.92, 14055655, 0.338199119019835, 0.555712735717835, 0.381973957498256, 0, 0, 0.149222933679027, 0.136735152783474, 0.012487780895553, 88.2285454545469, 88.0917419354845, 87.6942735042735, 87.6988309070549
5/18/2017, 87.66, 88.16, 87.63, 88.02, 10731838, 0.351030938616368, 0.591948597954924, 0.735980167903587, 0, 0, 0.144415960522736, 0.138271314331327, 0.00614464619140886, 88.1918181818196, 88.1008172043017, 87.7120830280831, 87.7169671052631
5/19/2017, 88.17, 88.31, 88.13, 88.18, 15998810, 0.349317941212997, 0.925286653941493, 0.936108117068834, 0, 0, 0.151767580294603, 0.140970567523982, 0.0107970127706211, 88.2081818181832, 88.1330107526888, 87.7365152625153, 87.7409879725086
5/22/2017, 88.36, 88.45, 88.27, 88.45, 7181805, 0.346101902242555, 0.930714825431289, 1.07853268200732, 0, 0, 0.177336312819051, 0.148243716582996, 0.0290925962360553, 88.3050909090924, 88.191956989248, 87.7731575091576, 87.7750894172102
5/23/2017, 88.49, 88.49, 88.35, 88.44, 6998424, 0.336748955118569, 0.940875915974674, 1.03821769340413, 0, 0, 0.194550148126595, 0.157505002891716, 0.0370451452348793, 88.3445454545468, 88.2507956989254, 87.8089426129427, 87.8075572047
5/24/2017, 88.5, 88.61, 88.4, 88.59, 8533664, 0.331222188860502, 1.16223284331195, 1.25539364860686, 0, 0, 0.217785487491469, 0.169561099811666, 0.0482243876798024, 88.4670909090923, 88.3113333333339, 87.8511086691087, 87.8448303030303
5/25/2017, 88.59, 88.75, 88.49, 88.52, 7985459, 0.32959585433342, 0.836345339635479, 0.758322431515413, 0, 0, 0.227923881723299, 0.181233656193993, 0.0466902255293065, 88.5352727272742, 88.3589247311834, 87.8872844932845, 87.8780237623762
5/26/2017, 88.5, 88.59, 88.5, 88.57, 2909501, 0.318020026807211, 0.958842526406363, 0.957454287641831, 0.702271074639224, 0, 0.237258248922316, 0.192438574739658, 0.0448196741826587, 88.5869090909105, 88.3936344086027, 87.9264786324787, 87.9119976703552
5/30/2017, 88.56, 88.7, 88.52, 88.66, 5371116, 0.311963479422501, 0.690445995018075, 0.993586868021, 0.552314827530765, 0, 0.249047189047801, 0.203760297601286, 0.0452868914465144, 88.677454545456, 88.4483870967748, 87.9624615384615, 87.9482619455549
5/31/2017, 88.67, 88.7, 88.53, 88.65, 13758355, 0.305987004865415, 0.515874293858054, 1.0399293363478, 0.604349220901275, 0, 0.254647672746714, 0.213937772630372, 0.0407099001163421, 88.7643636363651, 88.4929247311835, 88.000590964591, 87.9828883495146
6/1/2017, 88.36, 88.6, 88.29, 88.53, 19189306, 0.31141376462502, 0.47142234047886, 1.59337983613235, 0.561789222758344, 0, 0.246560898747333, 0.220462397853764, 0.0260985008935691, 88.7132727272741, 88.5092258064523, 88.0324126984128, 88.0117747252747
6/2/2017, 88.55, 88.66, 88.5, 88.58, 9491606, 0.304707468425608, 0.460739307997205, 1.48850908795691, 0.591211418913586, 0, 0.241403900329047, 0.224650698348821, 0.0167532019802263, 88.6661818181833, 88.5437849462372, 88.0667789987791, 88.0415471698113
6/5/2017, 88.55, 88.64, 88.46, 88.5, 10384388, 0.299903256220151, 0.40646122844824, 1.40558832840124, 0.553065160724182, 0, 0.228230708971921, 0.225366700473441, 0.00286400849848042, 88.5929090909106, 88.5576559139792, 88.1035702075702, 88.0673302768471
6/6/2017, 88.48, 88.51, 88.31, 88.36, 14386514, 0.296676847744559, 0.643913472689632, 1.1038734166837, 0.472353491193989, 0, 0.204140821624065, 0.221121524703566, -0.0169807030795002, 88.5078181818197, 88.5752903225813, 88.1326715506716, 88.0870768431984
6/7/2017, 88.44, 88.44, 88.07, 88.18, 13328998, 0.303398139639077, 0.399419552995193, 1.03348815151066, 0.387360723074157, 0, 0.168581612771789, 0.21061354231721, -0.0420319295454217, 88.3634545454561, 88.5784946236567, 88.1550744810746, 88.09957356439
6/8/2017, 88.2, 88.34, 88.03, 88.25, 14208264, 0.305563349073146, 0.388424846112397, 0.780803910209357, 0.403833720591087, 0, 0.144384721360211, 0.19736777812581, -0.0529830567655993, 88.2874545454562, 88.5851827956997, 88.1761196581197, 88.1141651376146
6/9/2017, 88.34, 88.45, 88.2, 88.32, 10414861, 0.304208189288042, 1.16566705583703, 0.701805871906704, 0.471297768886025, 0, 0.129365678557861, 0.18376735821222, -0.0544016796543599, 88.2401818181834, 88.6037204301083, 88.197623931624, 88.1307665847666
