Date,FXY_Open,FXY_High,FXY_Low,FXY_Close,FXY_Volume,FXY_ATRPercentOfClose20,FXY_SQN25,FXY_SQN50,FXY_SQN100,FXY_SQN200,FXY_MACD,FXY_MACD_Avg,FXY_MACD_Diff,FXY_LinReg10,FXY_LinReg30,FXY_LinReg90,FXY_LinReg270
2/10/2017, 84.77, 85.4, 84.77, 85.05, 242908, 1.06080680896068, 0.467785076146032, 0, 0, 0, 0.642596653497407, 0.705251645576712, -0.0626549920793055, 85.6278181818183, 86.02921182266, 86.02921182266, 86.02921182266
2/13/2017, 84.65, 84.87, 84.51, 84.8, 78816, 1.0425771007901, 0.76314776748287, 0, 0, 0, 0.560392973883452, 0.67627991123806, -0.115886937354608, 85.2630909090911, 85.9703448275861, 85.9703448275861, 85.9703448275861
2/14/2017, 85.05, 85.05, 84.18, 84.33, 373523, 1.04755141989387, 0.388934698913449, 0, 0, 0, 0.452109259383818, 0.631445780867212, -0.179336521483394, 84.8594545454548, 85.8567956989246, 85.8567956989246, 85.8567956989246
2/15/2017, 83.99, 84.63, 83.93, 84.5, 298439, 1.03459184233926, 0.35140989196177, 0, 0, 0, 0.375680602617635, 0.580292745217296, -0.204612142599661, 84.5274545454547, 85.6912043010752, 85.7750403225806, 85.7750403225806
2/16/2017, 84.83, 85.24, 84.72, 85.13, 289919, 1.01905156987882, 0.488392830260254, 0, 0, 0, 0.361775750705462, 0.536589346314929, -0.174813595609468, 84.512181818182, 85.6105806451612, 85.7757954545454, 85.7757954545454
2/17/2017, 85.45, 85.46, 85.31, 85.36, 231029, 0.984820374140055, 0.372432273355283, 0, 0, 0, 0.365106413729194, 0.502292759797782, -0.137186346068588, 84.6080000000002, 85.6269032258063, 85.8019607843136, 85.8019607843136
2/21/2017, 84.79, 84.96, 84.72, 84.81, 138963, 0.979378066027182, 0.213685003349293, 0, 0, 0, 0.319680506824938, 0.465770309203214, -0.146089802378276, 84.672181818182, 85.4874408602149, 85.7625042016806, 85.7625042016806
2/22/2017, 85.19, 85.26, 84.83, 85.25, 223251, 0.952000012795039, -0.101034588039954, 0, 0, 0, 0.315547041223894, 0.43572565560735, -0.120178614383456, 84.8650909090911, 85.4381935483869, 85.7740476190475, 85.7740476190475
2/23/2017, 85.44, 85.62, 85.42, 85.5, 145595, 0.923392994575886, 0.439937115423872, 0, 0, 0, 0.328655613288916, 0.414311647143663, -0.0856560338547469, 85.2207272727275, 85.426387096774, 85.8102252252252, 85.8102252252252
2/24/2017, 85.82, 86.09, 85.69, 85.99, 116322, 0.906530945277664, 0.750361120980448, 0, 0, 0, 0.374268818031709, 0.406303081321272, -0.0320342632895633, 85.5934545454548, 85.4740645161288, 85.8930867709815, 85.8930867709815
2/27/2017, 85.88, 86.02, 85.42, 85.47, 272318, 0.901544005910905, 0.468154712839838, 0, 0, 0, 0.364259006157468, 0.397894266288511, -0.0336352601310433, 85.7265454545457, 85.4816129032256, 85.9150607287449, 85.9150607287449
2/28/2017, 86.03, 86.21, 85.74, 85.81, 153431, 0.896191794382295, 0.234615403368248, 0, 0, 0, 0.379387968294083, 0.394193006689626, -0.014805038395543, 85.9041818181821, 85.5215053763439, 85.9678589743589, 85.9678589743589
3/1/2017, 84.61, 84.91, 84.51, 84.77, 408049, 0.938505449830689, 0.0272018683028948, 0, 0, 0, 0.303954671184087, 0.376145339588518, -0.0721906684044309, 85.5734545454548, 85.5148602150536, 85.9151829268292, 85.9151829268292
3/2/2017, 84.18, 84.34, 84.09, 84.25, 80609, 0.937439188522731, -0.317477361311337, 0, 0, 0, 0.19990915725252, 0.340898103121318, -0.140988945868798, 85.0730909090911, 85.3629892473116, 85.817212543554, 85.817212543554
3/3/2017, 84.18, 84.62, 83.97, 84.61, 532304, 0.92518956448869, 0.17159739757802, 0, 0, 0, 0.144831798391564, 0.301684842175368, -0.156853043783803, 84.8367272727275, 85.2333763440859, 85.7596013289036, 85.7596013289036
