Date,IGN_Open,IGN_High,IGN_Low,IGN_Close,IGN_Volume,IGN_ATRPercentOfClose20,IGN_SQN25,IGN_SQN50,IGN_SQN100,IGN_SQN200,IGN_MACD,IGN_MACD_Avg,IGN_MACD_Diff,IGN_LinReg10,IGN_LinReg30,IGN_LinReg90,IGN_LinReg270
3/20/2017, 45.64, 45.74, 45.61, 45.68, 55211, 0.994275539464801, -0.0250082641379927, 0.664233668776161, 0, 0, -0.000720466442317047, 0.0230158470945282, -0.0237363135368452, 45.6178181818183, 45.3544516129032, 46.2291823899371, 46.2291823899371
3/21/2017, 45.84, 46.08, 44.97, 45, 26310, 1.08216847356921, -0.714770530497847, 0.388259854226027, 0, 0, -0.0349125872629088, 0.0114301602230408, -0.0463427474859496, 45.5361818181819, 45.191935483871, 46.18432996633, 46.18432996633
3/22/2017, 45, 45.27, 44.83, 45.27, 5322, 1.07052578407519, -0.722185872219679, 0.619242030889445, 0, 0, -0.0397649601307393, 0.00119113615228478, -0.040956096283024, 45.5101818181819, 45.057376344086, 46.1609935064935, 46.1609935064935
3/23/2017, 45.3, 45.54, 45.29, 45.44, 191548, 1.04290420626826, -0.644946706264536, 0.605650455364044, 0, 0, -0.0295522612650174, -0.00495754333117566, -0.0245947179338418, 45.543090909091, 44.9538279569893, 46.150545112782, 46.150545112782
3/24/2017, 45.39, 45.76, 45.35, 45.52, 17413, 1.03405291687584, -0.626984830963577, 0.636039868414599, 0, 0, -0.0148323147318692, -0.00693249761131437, -0.00789981712055482, 45.5525454545456, 44.8893333333333, 46.145849969752, 46.145849969752
3/27/2017, 44.98, 45.59, 44.92, 45.5, 11916, 1.05640844697536, -0.957185461244704, 0.722687337571005, 0, 0, -0.00472600545682411, -0.00649119918041632, 0.00176519372359221, 45.5105454545456, 44.8431182795699, 46.1397603740503, 46.1397603740503
3/28/2017, 45.6, 45.76, 45.4, 45.62, 9216, 1.04040454012516, -1.30146509962383, 0.675013728720457, 0, 0, 0.0128185503051839, -0.00262924928329628, 0.0154477995884801, 45.4743636363638, 44.8518064516129, 46.1416440677966, 46.1416440677966
3/29/2017, 45.45, 45.47, 45.33, 45.41, 1449, 1.02488642071095, -1.23132768990633, 0.967841737106628, 0, 0, 0.0096660677790652, -0.000170185870823986, 0.00983625364988919, 45.4320000000001, 44.8577634408602, 46.1294644808743, 46.1294644808743
3/30/2017, 45.44, 45.65, 45.44, 45.57, 5220, 0.996556676459514, -0.639388871025261, 1.00611827221007, 0, 0, 0.0198495522069777, 0.00383376174473635, 0.0160157904622414, 45.4887272727274, 44.8944946236559, 46.127921734532, 46.127921734532
3/31/2017, 45.52, 45.57, 45.39, 45.5, 4936, 0.967965568328507, -0.824649616505128, 0.858156232209008, 0, 0, 0.0220178143404581, 0.00747057226388071, 0.0145472420765774, 45.5489090909092, 44.9327096774194, 46.12178187404, 46.12178187404
4/3/2017, 45.51, 45.51, 44.79, 45, 5855, 1.00978470424444, -1.13193112227924, 0.62757607403574, 0, 0, -0.0164203599349193, 0.00269238582412071, -0.01911274575904, 45.4389090909092, 44.9492903225806, 46.0847123015873, 46.0847123015873
4/4/2017, 44.9, 44.93, 44.81, 44.92, 2111, 0.982152629262015, -0.884511615026549, 0.620180800418028, 0, 0, -0.0527303784135142, -0.00839216702340628, -0.044338211390108, 45.2023636363638, 45.009376344086, 46.0445, 46.0445
4/5/2017, 45, 45.02, 44.21, 44.24, 9541, 1.03893266955532, -0.965189739612985, -0.0626919260582479, 0, 0, -0.134822496840748, -0.0336782329868746, -0.101144263853873, 44.7892727272728, 44.9778279569893, 45.9652867132868, 45.9652867132868
4/6/2017, 44.31, 44.83, 44.31, 44.64, 4375, 1.04422630457148, -0.3998646743808, -0.0151244514625253, 0, 0, -0.165694413023445, -0.0600814689941887, -0.105612944029256, 44.6045454545456, 44.9517419354839, 45.9136861148802, 45.9136861148802
4/7/2017, 44.74, 44.78, 44.59, 44.59, 4374, 1.01443258856845, -0.529465785854614, 0.124503057662418, 0, 0, -0.191982160311618, -0.0864616072576745, -0.105520553053943, 44.4621818181819, 44.9423870967742, 45.8616198419667, 45.8616198419667
4/10/2017, 44.59, 44.78, 44.54, 44.54, 6429, 0.991734882533766, -0.488669492353812, 0.154718258877391, 0, 0, -0.214378746815896, -0.112045035169319, -0.102333711646577, 44.3492727272728, 44.939182795699, 45.8091304347827, 45.8091304347827
4/11/2017, 44.41, 44.44, 44.16, 44.44, 2044, 0.987022459150568, -0.442088645416908, 0.274238910836053, 0, 0, -0.237460075309947, -0.137128043197445, -0.100332032112503, 44.2781818181819, 44.9033763440861, 45.7534202898551, 45.7534202898551
4/12/2017, 44.25, 44.25, 43.96, 44.02, 7860, 1.00113844117262, -0.57764897120421, -0.0516519284784164, 0, 0, -0.286341913015427, -0.166970817161041, -0.119371095854386, 44.0843636363637, 44.7904516129032, 45.6768048289739, 45.6768048289739
4/13/2017, 44.16, 44.3, 43.78, 43.78, 7151, 1.01568315375509, -0.819402011192263, -0.120621632996829, 0, 0, -0.340521792550881, -0.201681012239009, -0.138840780311872, 43.9154545454546, 44.6326021505377, 45.5905281690141, 45.5905281690141
4/17/2017, 43.7, 44.05, 43.7, 44.05, 8999, 0.99871232798701, -0.527972592868133, -0.146043860934827, 0, 0, -0.357551364351579, -0.232855082661523, -0.124696281690056, 43.9234545454546, 44.5270322580646, 45.5229490106546, 45.5229490106546
