Date,IGN_Open,IGN_High,IGN_Low,IGN_Close,IGN_Volume,IGN_ATRPercentOfClose20,IGN_SQN25,IGN_SQN50,IGN_SQN100,IGN_SQN200,IGN_MACD,IGN_MACD_Avg,IGN_MACD_Diff,IGN_LinReg10,IGN_LinReg30,IGN_LinReg90,IGN_LinReg270
4/18/2017, 44.01, 44.04, 43.98, 43.99, 9233, 0.958027145838518, -0.542106539720502, -0.381778696029505, 0, 0, -0.371605286823915, -0.260605123494001, -0.111000163329913, 43.8898181818182, 44.4149677419355, 45.4552313957794, 45.4552313957794
4/19/2017, 44, 44.17, 43.92, 43.93, 5083, 0.93982320596778, -0.590286293642854, -0.378021519138646, 0, 0, -0.383167701446695, -0.28511763908454, -0.0980500623621547, 43.8745454545455, 44.2920860215054, 45.3873945945947, 45.3873945945947
4/20/2017, 43.97, 44.29, 43.97, 44.21, 11124, 0.927892145809915, -0.815127161861039, -0.217334214989825, 0, 0, -0.365523807473693, -0.301198872762371, -0.0643249347113223, 43.8740000000001, 44.1981505376345, 45.3372315789474, 45.3372315789474
4/21/2017, 44.31, 44.31, 44.15, 44.15, 7570, 0.900815541969276, -1.04228418389225, -0.326779811016013, 0, 0, -0.352321055130481, -0.311423309235993, -0.0408977458944886, 43.9343636363637, 44.1081935483871, 45.2861756664389, 45.2861756664389
4/24/2017, 44.66, 44.95, 44.62, 44.95, 4822, 0.929531832459319, -0.462387779519355, -0.175315158424843, 0, 0, -0.274144299817358, -0.303967507352266, 0.0298232075349076, 44.2878181818183, 44.1164301075269, 45.278101898102, 45.278101898102
4/25/2017, 45.19, 45.28, 45.15, 45.15, 5150, 0.915688440212493, -0.304668789580677, -0.224880137674524, 0, 0, -0.193816137679526, -0.281937233417718, 0.0881210957381915, 44.6807272727274, 44.1467311827957, 45.2803894839339, 45.2803894839339
4/26/2017, 45.01, 45.32, 45.01, 45.02, 4132, 0.906845100440124, 0.0299637112275768, -0.527359991882228, 0, 0, -0.139042607370058, -0.253358308208186, 0.114315700838128, 44.9754545454547, 44.1590107526882, 45.2760632911393, 45.2760632911393
4/27/2017, 44.9, 45.14, 44.9, 45.11, 11058, 0.886385681683078, -0.0921244224107515, -0.614183599349073, 0, 0, -0.0873648544795103, -0.220159617462451, 0.132794762982941, 45.1856363636365, 44.2180860215054, 45.2762870370371, 45.2762870370371
4/28/2017, 44.82, 45.02, 44.82, 44.99, 22403, 0.876541791413369, -0.290008244626354, -0.682373018442177, 0, 0, -0.055453625240709, -0.187218419018102, 0.131764793777394, 45.2469090909092, 44.2789462365592, 45.2706323396568, 45.2706323396568
5/1/2017, 44.91, 45.15, 44.81, 45.09, 7944, 0.868570291326305, -0.275500760783524, -0.659329121960489, 0, 0, -0.0218427917887638, -0.154143293572235, 0.132300501783471, 45.3307272727274, 44.3650967741936, 45.269955921246, 45.269955921246
5/2/2017, 45.09, 45.1, 44.92, 45.02, 4279, 0.846415875479963, -0.309521168442213, -0.925668182068303, 0, 0, -0.000844642596625533, -0.123483563377113, 0.122638920780487, 45.3216363636365, 44.4431612903226, 45.2659466437178, 45.2659466437178
5/3/2017, 44.89, 45.1, 44.71, 44.88, 5972, 0.850052597557989, -0.486840386692338, -1.28364203270691, 0, 0, 0.00444843318178556, -0.0978971640653332, 0.102345597247119, 45.1960000000001, 44.4623870967742, 45.2555070028012, 45.2555070028012
5/4/2017, 44.77, 45.23, 44.77, 44.81, 4316, 0.860139311526052, -0.396061977965025, -1.17020860843078, 0, 0, 0.00296068989499787, -0.077725593273267, 0.0806862831682649, 45.0503636363638, 44.4915053763441, 45.2422106703147, 45.2422106703147
5/5/2017, 44.72, 45.25, 44.72, 45.25, 3775, 0.867750285569243, -0.192853489743637, -0.56660312383344, 0, 0, 0.036861054101692, -0.0548082637982752, 0.0916693178999673, 45.0120000000001, 44.590752688172, 45.2495188452286, 45.2495188452286
5/8/2017, 45.27, 45.27, 44.99, 45.12, 5849, 0.857766298778986, -0.23210089325658, -0.714686908509487, 0, 0, 0.0526307291456831, -0.0333204652094835, 0.0859511943551667, 45.0287272727274, 44.680064516129, 45.2506217345873, 45.2506217345873
5/9/2017, 45.1, 45.57, 45.1, 45.54, 12533, 0.858965626501152, 0.376774275553193, -0.489642672084359, 0, 0, 0.0978903807710694, -0.00707829601337296, 0.104968676784442, 45.2212727272728, 44.8239139784946, 45.2704111338101, 45.2704111338101
5/10/2017, 45.33, 45.57, 45.24, 45.57, 2308, 0.851688169833648, 0.45145339417106, -0.247073554191761, 0, 0, 0.13462782428644, 0.0212629280465896, 0.11336489623985, 45.3769090909092, 44.979311827957, 45.2907191011237, 45.2907191011237
5/11/2017, 45.64, 45.64, 45.2, 45.43, 5210, 0.860023297476411, 0.924580228186257, -0.0648106418107212, 0, 0, 0.15070841023968, 0.0471520244852078, 0.103556385754473, 45.4721818181819, 45.1032688172043, 45.304087912088, 45.304087912088
5/12/2017, 45.35, 45.35, 45.03, 45.18, 4346, 0.865810435682507, 0.433495951525093, -0.00444256880754047, 0, 0, 0.141646665214552, 0.0660509526310765, 0.0755957125834751, 45.4396363636365, 45.2060430107527, 45.2860830280831, 45.306098901099
5/15/2017, 45.59, 45.95, 45.59, 45.8, 9717, 0.895446500216789, 0.868519636679424, 0.23770588690288, 0, 0, 0.182391489879031, 0.0893190600806674, 0.0930724297983633, 45.6309090909092, 45.3853333333333, 45.3043321123322, 45.3345161290324
5/16/2017, 45.72, 45.88, 45.58, 45.88, 50193, 0.881884856678999, 0.962173112398866, 0.331153138166684, 0, 0, 0.218617304190175, 0.115178708902569, 0.103438595287606, 45.797090909091, 45.5395053763441, 45.3226691086692, 45.3652230610845
5/17/2017, 45.41, 45.43, 44.5, 44.52, 11566, 1.01837002163546, 0.0632356942101457, -0.206287769178524, 0, 0, 0.136017958659714, 0.119346558853998, 0.0166713998057161, 45.4185454545456, 45.5101075268817, 45.2800170940172, 45.3378006718926
5/18/2017, 44.05, 44.27, 43.74, 44.09, 7950, 1.06534229292471, 0.0583995378412635, -0.296060031181593, 0, 0, 0.0354513151967026, 0.102567510122539, -0.0671161949258363, 44.8970909090911, 45.3833978494624, 45.2111282051283, 45.2935131578948
5/19/2017, 44.25, 44.52, 44.22, 44.35, 27696, 1.0546199461172, 0.319281390030077, -0.231320181578875, 0, 0, -0.0230034774332566, 0.0774533126113798, -0.100456790044636, 44.5927272727274, 45.317311827957, 45.1577997557998, 45.2614497422681
5/22/2017, 44.62, 45.25, 44.62, 45.24, 4146, 1.08164842793508, 0.587932323619775, 0.178326987755314, 0, 0, 0.00245790700120097, 0.0624542314893441, -0.0599963244881431, 44.6189090909092, 45.362688172043, 45.1430818070819, 45.2666358089628
5/23/2017, 45.25, 45.26, 44.93, 44.96, 13978, 1.07066472721961, 0.480864929060963, 0.0865340699721327, 0, 0, 4.20924469892725E-05, 0.0499718036808731, -0.0499297112338838, 44.6258181818183, 45.3650107526882, 45.1100683760684, 45.2603525046383
5/24/2017, 44.86, 44.95, 44.68, 44.95, 11328, 1.04850348896561, 0.505206247708869, 0.078898389193332, 0, 0, -0.00264884023733458, 0.0394476748972316, -0.0420965151345662, 44.6669090909092, 45.356688172043, 45.0810427350428, 45.2538606060607
5/25/2017, 45.13, 45.19, 45.03, 45.14, 6688, 1.01846965524045, 0.462126026048186, -0.0601142797799468, 0, 0, 0.0104297605397647, 0.0336440920257382, -0.0232143314859735, 44.7794545454547, 45.3411827956989, 45.0415970695971, 45.2550514851486
5/26/2017, 45.02, 45.31, 45.02, 45.24, 2100, 0.99745875830407, 0.537750024103125, -0.110356469567496, 0.463869696480675, 0, 0.0285348778376076, 0.0326222491881121, -0.00408737135050452, 44.8923636363638, 45.3151397849462, 45.0063980463981, 45.2600757134537
5/30/2017, 45.4, 45.45, 45.2, 45.22, 4612, 0.975647556709251, 0.157826747258321, -0.16832947156268, 0.330692694816292, 0, 0.0407991734089848, 0.0342576340322866, 0.00654153937669814, 45.119090909091, 45.2951397849462, 44.9752820512821, 45.2641290691034
5/31/2017, 45.15, 45.34, 44.79, 45.23, 13580, 0.987460609964023, 0.0623732131734628, -0.145263370745566, 0.36190073571069, 0, 0.0507407249431608, 0.0375542522144615, 0.0131864727286994, 45.3969090909092, 45.2648602150538, 44.9440097680098, 45.2684017923824
6/1/2017, 46.14, 47.01, 46, 47.01, 129399, 1.09188898573153, 0.772224693408014, 0.683053201357344, 0.770412832125459, 0, 0.199945749934969, 0.0700325517585629, 0.129913198176406, 46.053090909091, 45.4484301075269, 44.9879658119659, 45.3399890109891
6/2/2017, 47.22, 47.3, 47.07, 47.23, 5372, 1.06316358581997, 0.817293065653146, 0.664296008294875, 0.907408514839639, 0, 0.332115547293967, 0.122449150865644, 0.209666396428323, 46.5634545454547, 45.6587096774194, 45.0607228327229, 45.4174501347709
6/5/2017, 47.23, 47.44, 47.19, 47.34, 6249, 1.03406327313822, 0.905747515483528, 0.643515839358891, 0.882797105895061, 0, 0.440657519044819, 0.186090824501479, 0.254566694543341, 46.9925454545456, 45.8594623655914, 45.142695970696, 45.4964415447012
6/6/2017, 47.18, 47.75, 47.18, 47.5, 9571, 1.03905110700727, 0.925441820155505, 0.667219559464741, 0.92057611416389, 0, 0.533439320057077, 0.255560523612599, 0.277878796444479, 47.4918181818183, 46.1132688172043, 45.2213137973139, 45.5787383177571
6/7/2017, 47.54, 47.57, 47.1, 47.24, 4382, 1.04227733284722, 0.852486109668486, 0.589816244974455, 0.917691065916004, 0, 0.57931179298626, 0.320310777487331, 0.259001015498929, 47.7220000000001, 46.3309677419355, 45.2835995115996, 45.6488583078492
6/8/2017, 47.17, 47.64, 47.06, 47.64, 6676, 1.04272296690843, 1.0487411692704, 0.672169586868533, 0.949062137945798, 0, 0.640558752768541, 0.384360372543573, 0.256198380224968, 47.9640000000002, 46.5772688172043, 45.35294993895, 45.7311843202669
6/9/2017, 47.68, 47.88, 46.05, 46.47, 35340, 1.21242857835898, 0.598670261944055, 0.355443827019521, 0.865212168467956, 0, 0.587911114389783, 0.425070520912815, 0.162840593476968, 47.6930909090911, 46.6642150537635, 45.375728937729, 45.7688992628993
6/12/2017, 46.36, 46.48, 45.67, 46.41, 15946, 1.24056190981523, 0.429139679492141, 0.288979871425053, 0.83535674138245, 0, 0.535176798117078, 0.447091776353668, 0.0880850217634105, 47.3489090909092, 46.7267741935484, 45.3924444444445, 45.8032528957529
6/13/2017, 46.47, 46.91, 46.46, 46.8, 6930, 1.2221315026239, 0.603663714322095, 0.424278610552032, 0.85286719185224, 0, 0.518872968580155, 0.461448014798965, 0.0574249537811897, 47.0716363636365, 46.8363225806452, 45.4318632478633, 45.8502354614413
6/14/2017, 46.97, 46.97, 46.26, 46.5, 3110, 1.24485949691739, 0.358296915980995, 0.491351440734386, 0.772072358856172, 0, 0.476254606765409, 0.464409333192254, 0.0118452735731548, 46.6065454545456, 46.8921075268817, 45.4668913308914, 45.8852445272474
6/15/2017, 46.13, 46.45, 45.91, 46.39, 124940, 1.24901203441099, 0.310597225609469, 0.48303725024938, 0.760971751861079, 0, 0.428661820651115, 0.457259830684026, -0.028598010032911, 46.390181818182, 46.9150537634409, 45.4943980463981, 45.9153257055683
6/16/2017, 46.47, 46.7, 46.45, 46.54, 9693, 1.21604178905263, 0.409636459983761, 0.756588946727813, 0.564956256317793, 0, 0.398454802235058, 0.445498824994232, -0.0470440227591745, 46.3034545454547, 46.942623655914, 45.5255555555556, 45.9495952023989
6/19/2017, 46.76, 47.1, 46.76, 47.1, 8083, 1.20095234860688, 0.67852577930236, 0.794619799197277, 0.623542650332271, 0, 0.414919904020373, 0.439383040799461, -0.024463136779088, 46.4698181818183, 47.0594193548387, 45.5841172161173, 46.0018479221928
6/20/2017, 46.91, 46.91, 46.62, 46.62, 3126, 1.20413154951555, 0.308291124187698, 0.658322933994906, 0.6031360808031, 0, 0.384800882296382, 0.428466609098845, -0.0436657268024629, 46.5154545454547, 47.0947096774194, 45.6307960927961, 46.0362943647689
6/21/2017, 46.65, 46.87, 46.57, 46.61, 3632, 1.17635233204235, 0.277769858344296, 0.67119349783025, 0.63153325451518, 0, 0.356020442116083, 0.413977375702293, -0.0579569335862093, 46.5536363636365, 47.1470537634409, 45.6832844932845, 46.0693362768837
6/22/2017, 46.53, 46.95, 46.51, 46.8, 6608, 1.16000626253567, 0.915470741599991, 0.759698717031745, 0.774842712847107, 0, 0.344571146338176, 0.400096129829469, -0.0555249834912937, 46.7718181818184, 47.2186021505376, 45.7561221001221, 46.1076638655462
6/23/2017, 47.33, 47.46, 47.26, 47.34, 7333, 1.15914403110131, 1.30534351186782, 1.05435930204359, 0.816531345319555, 0, 0.374751086724856, 0.395027121208547, -0.0202760344836903, 46.9883636363638, 47.3413978494624, 45.8586642246642, 46.1626019283746
6/26/2017, 47.54, 47.54, 46.92, 47.17, 5854, 1.17087522812633, 1.12973688305866, 1.08280646043192, 0.795887114137119, 0, 0.380564417948328, 0.392134580556503, -0.011570162608175, 47.0867272727275, 47.4136344086021, 45.9541367521367, 46.2103549654518
6/27/2017, 47.02, 47.02, 46.4, 46.4, 13887, 1.21376455355998, 0.48037642421183, 0.746360766072952, 0.520592964270857, 0, 0.319357604314881, 0.377579185308179, -0.0582215809932977, 46.9556363636366, 47.4166666666667, 46.0166886446886, 46.2317512994802
6/28/2017, 46.53, 46.98, 46.53, 46.95, 21791, 1.20133634762351, 0.796392419654917, 0.917720102166813, 0.533864756180813, 0, 0.311638789025821, 0.364391106051707, -0.0527523170258861, 46.9763636363639, 47.4909462365591, 46.1148424908425, 46.2701521111985
6/29/2017, 46.83, 46.83, 45.75, 45.97, 11462, 1.29611930487008, 0.400436411382868, 0.627124831411875, 0.311929247755537, 0, 0.223863206801916, 0.336285526201749, -0.112422319399833, 46.6120000000003, 47.343311827957, 46.1834676434676, 46.2761832258065
6/30/2017, 46.08, 46.2, 45.84, 45.84, 4527, 1.27407229979568, 0.283993768990223, 0.508559556816759, 0.300596018530204, 0, 0.142171645722762, 0.297462750105951, -0.15529110438319, 46.2556363636366, 47.1411612903226, 46.2397582417582, 46.2778742857143
7/3/2017, 46.01, 46.03, 45.83, 45.83, 3143, 1.23245255316391, 0.243920809546796, 0.523502768127218, 0.25281425802019, 0, 0.0757503754103439, 0.25312027516683, -0.177369899756486, 46.0460000000003, 46.9437849462366, 46.2747912087912, 46.2791438570179
7/5/2017, 45.82, 46.03, 45.71, 46, 9116, 1.20128555404189, 0.312061198357712, 0.345102165800077, 0.178797591743478, 0, 0.0364089200326987, 0.209778004140004, -0.173369084107305, 45.8683636363639, 46.8177634408602, 46.3214945054945, 46.2856102362205
7/6/2017, 45.72, 45.72, 45.44, 45.44, 3471, 1.21690534136511, 0.105546296696446, 0.122173786635963, -0.0291601755394686, 0, -0.0395014386823647, 0.15992211557553, -0.199423554257895, 45.5290909090912, 46.5971182795699, 46.3439584859585, 46.2745457848837
7/7/2017, 45.66, 46.3, 45.66, 46.28, 56140, 1.2279898395862, -0.279293449350374, 0.392672153423642, 0.0353817066985784, 0, -0.0315166605966439, 0.121634360341095, -0.153151020937739, 45.5818181818185, 46.4792903225807, 46.3928937728938, 46.2894669051879
7/10/2017, 46.4, 46.6, 46.34, 46.54, 2251, 1.19445211188755, -0.260473169120432, 0.438212412829728, 0.0285606687134675, 0, -0.00416087536598297, 0.0964753131996796, -0.100636188565663, 45.8607272727276, 46.3985376344086, 46.4415213675214, 46.3118414562537
7/11/2017, 46.57, 46.72, 46.51, 46.68, 2706, 1.15381986338656, -0.247055953489177, 0.510963367155893, 0.0514517163794182, 0, 0.0284872284513824, 0.0828776962500201, -0.0543904677986377, 46.1976363636367, 46.333182795699, 46.4873577533578, 46.3377931991673
7/12/2017, 46.92, 47, 46.73, 46.73, 5330, 1.12919528486497, -0.292652248176437, 0.496310423025952, 0.051446828443621, 0, 0.0577301903772209, 0.0778481950754603, -0.0201180046982394, 46.4245454545458, 46.2635483870968, 46.5372063492064, 46.3645044429255
7/13/2017, 46.95, 46.98, 46.81, 46.81, 4346, 1.09760587222075, -0.15320516669247, 0.538291450632565, -0.0469341015598974, 0, 0.0863652153575529, 0.0795515991318788, 0.0068136162256741, 46.7710909090913, 46.1949892473119, 46.5871037851038, 46.3928414319381
7/14/2017, 46.65, 46.72, 46.54, 46.62, 4684, 1.0759327399125, -0.403684477929784, 0.525779340395507, -0.22632319675639, 0, 0.0926591498537377, 0.0821731092762506, 0.0104860405774871, 46.8636363636367, 46.2107956989248, 46.6237753357754, 46.4147794361526
7/17/2017, 46.64, 46.64, 46.44, 46.52, 9780, 1.04582943073913, 0.0464645835184787, 0.518159824355359, -0.168591739808436, 0, 0.0885571424093996, 0.0834499159028804, 0.00510722650651919, 46.8601818181822, 46.2310967741936, 46.6502808302808, 46.4331666666667
