Date,ECH_Open,ECH_High,ECH_Low,ECH_Close,ECH_Volume,ECH_ATRPercentOfClose20,ECH_SQN25,ECH_SQN50,ECH_SQN100,ECH_SQN200,ECH_MACD,ECH_MACD_Avg,ECH_MACD_Diff,ECH_LinReg10,ECH_LinReg30,ECH_LinReg90,ECH_LinReg270
2/14/2017, 41.18, 41.27, 40.84, 41.27, 192513, 1.1981914649728, 2.34726893982506, 0, 0, 0, 0.725502600350175, 0.59500230283766, 0.130500297512516, 41.1800000000001, 40.8293548387096, 40.8293548387096, 40.8293548387096
2/15/2017, 41.16, 41.39, 40.98, 41.39, 201076, 1.18451059848892, 2.2975833259261, 0, 0, 0, 0.766351635758653, 0.629272169421858, 0.137079466336795, 41.3580000000001, 40.9980430107526, 41.003568548387, 41.003568548387
2/16/2017, 41.42, 41.5, 41.2, 41.21, 565255, 1.16659910186565, 1.93860249115344, 0, 0, 0, 0.775263539446115, 0.65847044342671, 0.116793096019405, 41.4687272727274, 41.1204516129032, 41.1362499999999, 41.1362499999999
2/17/2017, 41.09, 41.09, 40.72, 40.74, 428862, 1.18119223216714, 1.32579533379429, 0, 0, 0, 0.735918010546584, 0.673959956850685, 0.0619580536958994, 41.4547272727274, 41.1932688172042, 41.1992335115864, 41.1992335115864
2/21/2017, 40.82, 41.23, 40.79, 41.13, 399513, 1.17105963923085, 1.34791452027925, 0, 0, 0, 0.727816322542147, 0.684731229988977, 0.0430850925531696, 41.4910909090911, 41.278064516129, 41.298268907563, 41.298268907563
2/22/2017, 41.31, 41.32, 41.08, 41.25, 302163, 1.13836118335725, 1.42664980619782, 0, 0, 0, 0.722747292652151, 0.692334442521612, 0.0304128501305395, 41.4400000000002, 41.3335913978494, 41.3993333333333, 41.3993333333333
2/23/2017, 41.42, 41.42, 41.04, 41.16, 238829, 1.12996911741526, 1.27077902110142, 0, 0, 0, 0.703359906924639, 0.694539535402217, 0.00882037152242177, 41.2829090909093, 41.3643655913978, 41.4798048048047, 41.4798048048047
2/24/2017, 40.75, 40.76, 40.41, 40.59, 161020, 1.18093255553515, 0.981744309145448, 0, 0, 0, 0.634684776717329, 0.68256858366524, -0.0478838069479111, 40.9407272727275, 41.3272903225805, 41.4922759601707, 41.4922759601707
2/27/2017, 40.76, 40.83, 40.35, 40.48, 120699, 1.18422306837236, 0.806154517202894, 0, 0, 0, 0.564871671549589, 0.65902920124211, -0.0941575296925203, 40.7165454545456, 41.2965161290321, 41.4911336032388, 41.4911336032388
2/28/2017, 40.46, 40.63, 40.21, 40.29, 162670, 1.18243937248268, 0.4946322804485, 0, 0, 0, 0.488580815118453, 0.624939524017379, -0.136358708898925, 40.4898181818184, 41.2496129032257, 41.4700512820512, 41.4700512820512
3/1/2017, 40.5, 40.88, 40.39, 40.82, 152565, 1.18100093585157, 0.691637123442343, 0, 0, 0, 0.465520106346276, 0.593055640483158, -0.127535534136882, 40.5083636363638, 41.2585591397848, 41.5006219512195, 41.5006219512195
3/2/2017, 40.74, 40.77, 40.33, 40.41, 180240, 1.19396276395417, 0.194013334883341, 0, 0, 0, 0.409440974329932, 0.556332707252513, -0.146891732922581, 40.4338181818184, 41.2138709677418, 41.4889547038327, 41.4889547038327
3/3/2017, 40.32, 40.79, 40.32, 40.75, 102187, 1.18246953440046, 0.496379651615305, 0, 0, 0, 0.387960845549834, 0.522658334911977, -0.134697489362143, 40.494181818182, 41.1945161290321, 41.5084163898117, 41.5084163898117
3/6/2017, 40.74, 40.99, 40.41, 40.96, 466975, 1.18838749634955, 0.82439099644658, 0, 0, 0, 0.383462615359733, 0.494819191001528, -0.111356575641796, 40.558181818182, 41.203698924731, 41.5441966173361, 41.5441966173361
3/7/2017, 40.92, 41.25, 40.91, 41.16, 309411, 1.16478460296292, 1.22336682719591, 0, 0, 0, 0.391522832557122, 0.474159919312647, -0.082637086755525, 40.7572727272729, 41.2528817204299, 41.5938181818181, 41.5938181818181
3/8/2017, 41.11, 41.11, 40.58, 40.61, 680550, 1.19294281076228, 0.937577081231727, 0, 0, 0, 0.349501375004571, 0.449228210451032, -0.0997268354464605, 40.7887272727275, 41.228258064516, 41.591458937198, 41.591458937198
3/9/2017, 40.61, 40.67, 40.35, 40.46, 262452, 1.17704244112218, 0.817186698324743, 0, 0, 0, 0.3006298470075, 0.419508537762326, -0.118878690754826, 40.7852727272729, 41.2155053763439, 41.5757631822386, 41.5757631822386
3/10/2017, 40.67, 40.82, 40.44, 40.55, 577832, 1.16256424930735, 0.549072101163598, 0, 0, 0, 0.266093694337343, 0.388825569077329, -0.122731874739986, 40.7370909090911, 41.1950537634407, 41.5677925531914, 41.5677925531914
3/13/2017, 40.71, 41.27, 40.6, 41.25, 292534, 1.17296681924709, 0.572933802593396, 0, 0, 0, 0.29184350413324, 0.369429156088511, -0.0775856519552711, 40.9109090909093, 41.2327741935482, 41.6161479591836, 41.6161479591836
3/14/2017, 41.06, 41.06, 40.71, 40.85, 153709, 1.19132526876978, 0.50738751587912, 0, 0, 0, 0.276783172729644, 0.350899959416738, -0.0741167866870939, 40.8665454545457, 41.1773978494622, 41.6287020408163, 41.6287020408163
3/15/2017, 40.93, 41.58, 40.84, 41.54, 278359, 1.20203070216136, 1.00821693210563, 0, 0, 0, 0.316872278635891, 0.344094423260568, -0.0272221446246772, 41.1360000000002, 41.1908387096773, 41.6932470588235, 41.6932470588235
3/16/2017, 41.94, 42.27, 41.79, 42.16, 604254, 1.21171104362889, 1.23912431259635, 1.90488580863096, 0, 0, 0.394128731654902, 0.354101284939435, 0.040027446715467, 41.4983636363638, 41.2704516129031, 41.7999849170437, 41.7999849170437
3/17/2017, 42.04, 42.72, 41.95, 42.31, 358952, 1.23803948757798, 1.0966546696892, 1.93835792366846, 0, 0, 0.462131608160917, 0.375707349583732, 0.086424258577185, 41.8850909090911, 41.3910537634407, 41.9102177068214, 41.9102177068214
3/20/2017, 42.32, 42.99, 42.16, 42.71, 548139, 1.26228935105252, 0.903256263142599, 1.88571550120136, 0, 0, 0.54205258994584, 0.408976397656153, 0.133076192289686, 42.3669090909093, 41.5868602150536, 42.0419916142557, 42.0419916142557
3/21/2017, 42.7, 43.05, 42.59, 42.65, 595933, 1.25478919752123, 0.784975324826256, 1.99636935189526, 0, 0, 0.593705181487351, 0.445922154422393, 0.147783027064958, 42.7725454545457, 41.740322580645, 42.1603973063973, 42.1603973063973
3/22/2017, 42.28, 42.73, 42.18, 42.64, 381537, 1.25682273242416, 0.746995562500612, 2.1537611786058, 0, 0, 0.626610144302077, 0.48205975239833, 0.144550391903748, 42.9834545454548, 41.853698924731, 42.2700324675324, 42.2700324675324
3/23/2017, 42.96, 42.96, 42.68, 42.84, 176915, 1.22575572467409, 0.784859759313702, 2.14776528918006, 0, 0, 0.661203945432675, 0.517888591005199, 0.143315354427476, 43.1227272727275, 41.977634408602, 42.3861842105263, 42.3861842105263
3/24/2017, 43.06, 43.44, 42.94, 43.38, 261932, 1.21912878014721, 1.13777740802177, 2.15967646108546, 0, 0, 0.723849186256565, 0.559080710055472, 0.164768476201093, 43.3367272727275, 42.1804301075267, 42.5315849969751, 42.5315849969751
3/27/2017, 43, 43.21, 42.8, 43.16, 292816, 1.23126775159052, 1.31697663532898, 1.86871359064099, 0, 0, 0.747131364266664, 0.596690840897711, 0.150440523368954, 43.4603636363639, 42.3944731182794, 42.6529222676797, 42.6529222676797
3/28/2017, 43.25, 44.09, 43.23, 43.97, 738222, 1.2539104014263, 1.44725342504713, 1.97716690065423, 0, 0, 0.821473453998017, 0.641647363517772, 0.179826090480245, 43.6796363636366, 42.7083440860213, 42.8200677966101, 42.8200677966101
3/29/2017, 44, 44.2, 43.89, 44.01, 429182, 1.22535147314653, 1.4035168262497, 2.00059948628419, 0, 0, 0.873548043343128, 0.688027499482843, 0.185520543860285, 43.8805454545457, 43.0134838709675, 42.9795737704917, 42.9795737704917
3/30/2017, 44.03, 44.11, 43.6, 43.8, 545119, 1.22788430174703, 1.33891406263948, 1.84579016180209, 0, 0, 0.887640122820422, 0.727950024150359, 0.159690098670063, 43.9981818181821, 43.2823010752686, 43.1159809624537, 43.1159809624537
3/31/2017, 43.58, 43.81, 43.38, 43.56, 464352, 1.22227423773402, 1.59107189782053, 1.8026524691126, 0, 0, 0.869420069729188, 0.756244033266125, 0.113176036463063, 43.9734545454548, 43.4931182795697, 43.2290322580645, 43.2290322580645
4/3/2017, 43.69, 44, 43.69, 43.81, 774880, 1.20475125555602, 1.78986120262891, 1.8035450677277, 0, 0, 0.865180198279027, 0.778031266268705, 0.0871489320103223, 44.0469090909094, 43.6891612903224, 43.3507390873015, 43.3507390873015
4/4/2017, 43.6, 43.93, 43.55, 43.77, 805152, 1.18896835459478, 1.89612535768139, 1.64112593969627, 0, 0, 0.848807875082699, 0.792186588031504, 0.0566212870511946, 44.0345454545457, 43.886322580645, 43.4627932692307, 43.4627932692307
4/5/2017, 44.05, 44.46, 44.02, 44.14, 449537, 1.19821222556826, 1.82321568507326, 1.71986444752347, 0, 0, 0.855823201637335, 0.80491391075267, 0.050909290884665, 44.0869090909094, 44.1213978494622, 43.5905034965035, 43.5905034965035
4/6/2017, 44.39, 44.9, 44.28, 44.75, 469296, 1.20770130178221, 2.4267055289658, 1.71348969701444, 0, 0, 0.900227537808206, 0.823976636163777, 0.0762509016444286, 44.3081818181821, 44.4092258064514, 43.7470375395748, 43.7470375395748
4/7/2017, 44.69, 44.96, 44.1, 44.85, 816835, 1.24063325734707, 2.29169364535361, 1.85845970180192, 0, 0, 0.932735464576744, 0.845728401846371, 0.0870070627303734, 44.5678181818185, 44.6485806451611, 43.9007111501317, 43.9007111501317
4/10/2017, 44.78, 45.35, 44.73, 45.35, 628615, 1.23396431118887, 2.40024333873245, 2.20152725792959, 0, 0, 0.987461213873161, 0.874074964251729, 0.113386249621432, 44.8760000000003, 44.9165591397848, 44.0747186700767, 44.0747186700767
4/11/2017, 45.27, 45.31, 44.64, 44.86, 576309, 1.26420569408815, 1.92633307414438, 2.22131882301902, 0, 0, 0.979996074844742, 0.895259186370332, 0.0847368884744103, 45.0574545454548, 45.0782795698923, 44.211585921325, 44.211585921325
4/12/2017, 44.81, 45, 44.09, 44.95, 278979, 1.29981432847508, 2.44591605519872, 2.30056996080939, 0, 0, 0.970158759938201, 0.910239101083905, 0.0599196588542954, 45.2294545454548, 45.2572688172041, 44.346092555332, 44.346092555332
4/13/2017, 44.73, 45.25, 44.73, 45.13, 830795, 1.28750989057627, 2.67789496592058, 2.33507042098375, 0, 0, 0.965754496009275, 0.92134218006898, 0.0444123159402955, 45.3703636363639, 45.4051182795697, 44.4833450704225, 44.4833450704225
4/17/2017, 45.1, 45.48, 45, 45.4, 516176, 1.26872368488154, 2.77148550521327, 2.21947025091171, 0, 0, 0.972836574173115, 0.931641058889807, 0.0411955152833086, 45.4840000000003, 45.5794408602148, 44.6280669710807, 44.6280669710807
4/18/2017, 45.06, 45.13, 44.85, 44.91, 191277, 1.27967162166423, 2.06381739000049, 1.79384450198433, 0, 0, 0.92821043513711, 0.930954934139268, -0.00274449900215723, 45.3780000000003, 45.6755913978492, 44.7390003702332, 44.7390003702332
4/19/2017, 44.84, 45.08, 44.37, 44.51, 365723, 1.30637047635349, 2.09497222143029, 1.75398411934757, 0, 0, 0.850760207286832, 0.914915988768781, -0.0641557814819482, 45.0658181818185, 45.7088387096772, 44.8229297297297, 44.8229297297297
4/20/2017, 44.78, 44.78, 44.39, 44.48, 289115, 1.28572892102898, 1.76347041939009, 1.89390846325708, 0, 0, 0.777991393930783, 0.887531069801181, -0.109539675870398, 44.7769090909094, 45.6799999999998, 44.9007929824561, 44.9007929824561
4/21/2017, 44.68, 44.69, 44.26, 44.37, 234723, 1.27292678131622, 1.38099796616641, 1.82041059172728, 0, 0, 0.70333786330788, 0.850692428502521, -0.147354565194641, 44.5534545454548, 45.6022365591396, 44.9688174982911, 44.9688174982911
4/24/2017, 44.5, 44.79, 44.32, 44.5, 295146, 1.25855670163259, 1.36499064964033, 1.70088246383987, 0, 0, 0.647203753978737, 0.809994693597764, -0.162790939619028, 44.4156363636366, 45.5217419354837, 45.0398001998002, 45.0398001998002
4/25/2017, 44.26, 44.41, 43.96, 43.97, 508753, 1.27144608964107, 0.763310259462987, 1.18209222312186, 0, 0, 0.553569295057279, 0.758709613889667, -0.205140318832388, 44.2138181818185, 45.3951827956987, 45.0803732554365, 45.0803732554365
4/26/2017, 43.8, 44.07, 43.52, 43.57, 354883, 1.28207964960849, 0.549517839239551, 0.950959956789364, 0, 0, 0.441991650089676, 0.695366021129669, -0.253374371039993, 43.8510909090912, 45.1736559139783, 45.0987056962025, 45.0987056962025
4/27/2017, 43.65, 43.7, 43.09, 43.09, 319753, 1.30232536126178, 0.271079207842433, 0.730538969203526, 0, 0, 0.31124572710835, 0.618541962325405, -0.307296235217055, 43.4109090909094, 44.9196774193546, 45.0921111111111, 45.0921111111111
4/28/2017, 43.18, 43.55, 42.9, 42.94, 358545, 1.31721797452099, 0.0765365613609249, 0.625812261318061, 0, 0, 0.193296690845386, 0.533492908029402, -0.340196217184015, 43.0563636363639, 44.6779999999998, 45.0779614573923, 45.0779614573923
5/1/2017, 42.98, 43.24, 42.95, 42.96, 371449, 1.28569070844122, -0.2235719142072, 0.706162627972502, 0, 0, 0.100279107552808, 0.446850147934083, -0.346571040381275, 42.8821818181821, 44.443827956989, 45.0648192771084, 45.0648192771084
5/2/2017, 43.1, 43.67, 43.08, 43.6, 791615, 1.28489929341521, 0.26087607339632, 1.12836672227794, 0, 0, 0.0773134328073013, 0.372942804908727, -0.295629372101425, 42.9641818181821, 44.3133333333331, 45.0819879518072, 45.0819879518072
5/3/2017, 43.53, 43.53, 43.1, 43.18, 540231, 1.29042447274798, -0.444797673914028, 0.812879625776699, 0, 0, 0.0249350445274104, 0.303341252832463, -0.278406208305053, 42.8925454545458, 44.1198064516127, 45.0782913165266, 45.0782913165266
5/4/2017, 43.02, 43.02, 42.6, 42.83, 340287, 1.30363068635524, -0.665125283474645, 0.629550086694045, 0, 0, -0.0443065422392053, 0.23381169381813, -0.278118236057335, 42.7665454545458, 43.8777849462363, 45.0580629274966, 45.0580629274966
5/5/2017, 42.76, 43.18, 42.76, 43.11, 190365, 1.27911800468024, -0.375367886502024, 0.766068481918633, 0, 0, -0.0757145484838304, 0.171906445357738, -0.247620993841568, 42.8052727272731, 43.6833978494621, 45.0509623095429, 45.0509623095429
5/8/2017, 42.8, 42.93, 42.23, 42.34, 857749, 1.34118182150867, -0.633191162894681, 0.690803223022551, 0, 0, -0.16088361835088, 0.105348432616014, -0.266232050966894, 42.6727272727276, 43.4255698924729, 45.0088766980146, 45.0088766980146
5/9/2017, 42.35, 42.46, 42.01, 42.19, 711808, 1.33198284917144, -0.857442566597358, 0.677262582540635, 0, 0, -0.23774390251053, 0.0367299655907052, -0.274473868101236, 42.5001818181821, 43.1407526881718, 44.9612870275791, 44.9612870275791
5/10/2017, 42.65, 42.89, 42.51, 42.71, 369464, 1.33192551126706, -0.52297194766654, 0.931918494970797, 0, 0, -0.25377126015686, -0.0213702795588078, -0.232400980598052, 42.5243636363639, 42.9821720430106, 44.9380898876404, 44.9380898876404
5/11/2017, 42.92, 42.99, 42.59, 42.76, 217561, 1.31062234931958, -0.700142027953364, 0.760480540810462, 0, 0, -0.259447722584532, -0.0689857681639527, -0.19046195442058, 42.5167272727276, 42.8407311827955, 44.9175482295482, 44.9175482295482
5/12/2017, 42.8, 43.07, 42.8, 42.99, 185525, 1.27448478888253, -0.938388775430745, 1.01581702474612, 0, 0, -0.242590845881601, -0.103706783707482, -0.138884062174119, 42.5765454545458, 42.7225376344084, 44.8869206349206, 44.9073244147157
5/15/2017, 43.24, 43.66, 43.22, 43.64, 454885, 1.26949120119975, -0.588220593384172, 1.10310432345009, 0, 0, -0.174767471303724, -0.117918921226731, -0.0568485500769934, 42.8621818181822, 42.6760430107525, 44.8816043956044, 44.9248948106591
5/16/2017, 43.78, 43.89, 43.53, 43.66, 472110, 1.24669185110717, -0.860091889211979, 1.03146016196681, 0, 0, -0.118042406078288, -0.117943618197042, -9.87878812460374E-05, 43.2456363636367, 42.6482365591396, 44.8842881562881, 44.9422740791581
5/17/2017, 43.51, 43.63, 43.03, 43.13, 299345, 1.27194616063928, -0.88476566502401, 0.750303717911667, 0, 0, -0.114533680832388, -0.117261630724111, 0.00272794989172376, 43.3587272727277, 42.5514838709676, 44.853304029304, 44.9364412094065
5/18/2017, 42.54, 42.55, 42.04, 42.29, 857795, 1.36122218049074, -1.28445826131263, 0.640691878269736, 0, 0, -0.177487999447919, -0.129306904468873, -0.0481810949790463, 43.114363636364, 42.376946236559, 44.7743956043956, 44.8956381578947
5/19/2017, 42.73, 43.13, 42.4, 42.88, 335287, 1.37331580485788, -1.01999156065779, 0.89062577661564, 0, 0, -0.17772300121851, -0.1389901238188, -0.0387328773997097, 43.1592727272731, 42.3298709677418, 44.7217851037851, 44.8801524914089
5/22/2017, 42.98, 43.15, 42.76, 42.81, 376736, 1.35233339469027, -1.1921944432656, 0.833167824478469, 0, 0, -0.181465831651664, -0.147485265385373, -0.0339805662662911, 43.0385454545458, 42.2926451612901, 44.671663003663, 44.8620324005891
5/23/2017, 42.85, 43.09, 42.68, 42.79, 213656, 1.33322558998262, -0.993850235857254, 0.58914804495309, 0, 0, -0.183925703567652, -0.154773353021829, -0.0291523505458235, 42.8552727272731, 42.2993763440858, 44.6296923076923, 44.843413729128
5/24/2017, 42.67, 43.32, 42.66, 43.26, 308930, 1.32908661224199, -0.562454972826633, 0.904326709102074, 0, 0, -0.146264056737529, -0.153071493764969, 0.00680743702744013, 42.9056363636368, 42.3495913978493, 44.6121684981685, 44.8438262626262
5/25/2017, 43.4, 43.54, 43.24, 43.33, 197486, 1.29521053550217, -0.514455462648979, 0.692637291895444, 0, 0, -0.109506196038858, -0.144358434219747, 0.034852238180889, 42.9601818181822, 42.425010752688, 44.5939413919414, 44.8466673267326
5/26/2017, 43.41, 43.51, 43.29, 43.4, 120495, 1.2538110340586, -0.429952587094241, 0.496613596150962, 1.71939829255117, 0, -0.0738753228870337, -0.130261811953204, 0.0563864890661704, 43.0538181818186, 42.53176344086, 44.5793894993895, 44.8518345952242
5/30/2017, 43.1, 43.43, 42.56, 43.34, 229286, 1.29313864638293, -0.520234627966545, 0.417582556098078, 1.68875715146513, 0, -0.0499038373933018, -0.114190217041224, 0.0642863796479218, 43.2343636363641, 42.6600645161289, 44.5562442002442, 44.8542071197411
5/31/2017, 43.32, 43.38, 42.9, 42.91, 232453, 1.29672331595256, -0.48330327354005, 0.106048142111628, 1.42817337039095, 0, -0.0648560486173722, -0.104323383356453, 0.0394673347390812, 43.2867272727277, 42.7144301075267, 44.5158437118437, 44.8397479462285
6/1/2017, 42.98, 43.45, 42.93, 43.42, 87052, 1.27960105051009, -0.0460486665750492, 0.313661356925787, 1.63607426828724, 0, -0.0351478830679497, -0.0904882832987526, 0.0553404002308029, 43.4501818181822, 42.8197419354837, 44.5039755799755, 44.8448186813187
6/2/2017, 43.4, 43.66, 43.4, 43.56, 199107, 1.24155793692587, 0.25139714746638, 0.36781449593838, 1.77487932219095, 0, -0.000303617944403811, -0.0724513502278829, 0.0721477322834791, 43.4781818181822, 42.9478494623654, 44.4977264957265, 44.8547008086253
6/5/2017, 43.5, 43.73, 43.39, 43.58, 111064, 1.21794746548569, 0.335220684994534, 0.301898126267391, 1.72499159283523, 0, 0.0285949216019006, -0.0522420958619262, 0.0808370174638268, 43.5618181818186, 43.0770967741934, 44.5020512820512, 44.8647310879915
6/6/2017, 43.58, 43.91, 43.45, 43.8, 442059, 1.20374984060669, 0.429886762123728, 0.185689060949451, 1.66287288814527, 0, 0.0684602170116548, -0.02810163328721, 0.0965618502988648, 43.6692727272732, 43.2480215053762, 44.507873015873, 44.8822793354101
6/7/2017, 43.9, 43.99, 43.47, 43.62, 246937, 1.20788699834123, 0.0329303130656467, 0.201352252274048, 1.46499986014257, 0, 0.0845545627940965, -0.0055703940709487, 0.0901249568650452, 43.6565454545459, 43.3652903225804, 44.4942515262515, 44.8924277947672
6/8/2017, 43.77, 43.86, 43.14, 43.55, 279645, 1.23200067334701, 0.213453396730087, -0.131721687643028, 1.35765993628944, 0, 0.0906164626202965, 0.0136669772673004, 0.0769494853529962, 43.6683636363641, 43.4492688172041, 44.4642857142857, 44.8994628857381
6/9/2017, 43.5, 43.65, 43.42, 43.62, 211908, 1.19488647084019, 0.439190060241907, -0.119950968245619, 1.38166918730807, 0, 0.0999171936793317, 0.0309170205497066, 0.0690001731296251, 43.7025454545459, 43.5102580645159, 44.4318095238095, 44.9085356265356
6/12/2017, 43.47, 43.78, 43.04, 43.76, 357539, 1.21606262488909, 0.365901533920952, 0.0143140723110268, 1.36621713492354, 0, 0.117233524922973, 0.0481803214243599, 0.0690532034986133, 43.7832727272732, 43.5755913978493, 44.4035360195359, 44.922055984556
6/13/2017, 43.71, 44.11, 43.69, 44.08, 226084, 1.19451350820983, 1.03719040295922, 0.229182580883207, 1.48100545516969, 0, 0.154991522052065, 0.0695425615499009, 0.0854489605021637, 43.9429090909096, 43.6775698924729, 44.3999487179487, 44.9461931099874
