Date,IYR_Open,IYR_High,IYR_Low,IYR_Close,IYR_Volume,IYR_ATRPercentOfClose20,IYR_SQN25,IYR_SQN50,IYR_SQN100,IYR_SQN200,IYR_MACD,IYR_MACD_Avg,IYR_MACD_Diff,IYR_LinReg10,IYR_LinReg30,IYR_LinReg90,IYR_LinReg270
4/10/2017, 79.26, 79.72, 78.86, 79.69, 6903603, 1.01155613024487, 0.171732044163739, 0.786346025036916, 0, 0, 0.235569806627311, 0.0417045426915946, 0.193865263935716, 79.4394545454542, 78.1583655913977, 78.6675959079284, 78.6675959079284
4/11/2017, 79.77, 80.22, 79.61, 80.13, 9852535, 0.9937646651473, 0.458090493146323, 1.06885550148852, 0, 0, 0.3368360695614, 0.100730848065556, 0.236105221495844, 79.7858181818179, 78.5274838709676, 78.7658550724637, 78.7658550724637
4/12/2017, 80.08, 80.31, 79.83, 79.95, 4267901, 0.976220694025522, 0.949159808858236, 0.853155206360238, 0, 0, 0.397978172207075, 0.16018031289386, 0.237797859313216, 79.9972727272724, 78.8589032258063, 78.8490985915493, 78.8490985915493
4/13/2017, 79.96, 80.15, 79.75, 79.79, 3295203, 0.954335158077122, 1.46120796916949, 1.11645612425178, 0, 0, 0.428582632431372, 0.213860776801362, 0.21472185563001, 80.0870909090906, 79.1493763440858, 78.9193544600939, 78.9193544600939
4/17/2017, 80.09, 80.81, 79.88, 80.79, 8190132, 0.958523111150202, 1.8974719651328, 1.1391667427868, 0, 0, 0.527448433092232, 0.276578308059536, 0.250870125032696, 80.5052727272725, 79.5543225806449, 79.0405327245053, 79.0405327245053
4/18/2017, 80.79, 81.02, 80.65, 80.98, 4977953, 0.931305606845314, 1.9251942228994, 1.04628596959818, 0, 0, 0.614053280526306, 0.34407330255289, 0.269979977973416, 80.8776363636361, 79.9512903225804, 79.1660533135876, 79.1660533135876
4/19/2017, 80.95, 81.19, 80.73, 80.85, 5894428, 0.914610657269225, 1.89560140185673, 1.09061759750243, 0, 0, 0.664537952669519, 0.408166232576216, 0.256371720093303, 81.0590909090907, 80.2980645161288, 79.2786918918919, 79.2786918918919
4/20/2017, 80.63, 80.97, 80.4, 80.9, 10398635, 0.903571793055698, 1.56081236787491, 1.14013917953789, 0, 0, 0.700506992637358, 0.466634384588444, 0.233872608048914, 81.1330909090907, 80.5581290322578, 79.3886070175439, 79.3886070175439
4/21/2017, 80.74, 80.91, 80.47, 80.58, 6489354, 0.889104122056288, 1.43888236639753, 0.881616787471373, 0, 0, 0.695177813208872, 0.51234307031253, 0.182834742896342, 81.0741818181816, 80.6910752688169, 79.4768523581681, 79.4768523581681
4/24/2017, 80.96, 81.06, 79.29, 79.88, 10788452, 0.962841883419264, 0.839281588611156, 0.591204532804809, 0, 0, 0.627239820058833, 0.535322420261791, 0.0919173997970422, 80.7079999999997, 80.6976989247309, 79.5253046953047, 79.5253046953047
4/25/2017, 79.92, 80.24, 79.77, 80.11, 5210594, 0.941408303147601, 0.96457625491789, 0.486199927224209, 0, 0, 0.585211593857977, 0.545300254981028, 0.0399113388769492, 80.4909090909089, 80.7199569892471, 79.5830055176891, 79.5830055176891
4/26/2017, 80, 80.19, 79.42, 79.58, 6893162, 0.948673136553111, 0.80805892107163, 0.251960887701408, 0, 0, 0.503335216135284, 0.536907247211879, -0.0335720310765953, 80.155818181818, 80.6480430107524, 79.6116740506329, 79.6116740506329
4/27/2017, 79.67, 80.13, 79.52, 79.67, 5482143, 0.938504302705557, 0.831369293934823, 0.410685751721559, 0, 0, 0.440630530271221, 0.517651903823747, -0.0770213735525263, 79.845818181818, 80.6622580645159, 79.6433425925926, 79.6433425925926
4/28/2017, 79.53, 79.71, 78.7, 78.93, 10135454, 0.963918736940632, 0.194225263824255, 0.210067557860179, 0, 0, 0.327450157810532, 0.479611554621104, -0.152161396810573, 79.2634545454543, 80.563139784946, 79.6376091538693, 79.6376091538693
5/1/2017, 79.03, 79.55, 78.74, 79.41, 8783497, 0.961188774856919, 0.835050091627721, 0.240006974504593, 0, 0, 0.273335049383391, 0.438356253573562, -0.165021204190171, 79.093818181818, 80.5400860215051, 79.6549338818689, 79.6549338818689
5/2/2017, 79.51, 79.64, 79.01, 79.21, 9063324, 0.955202633263711, 1.03949940571056, 0.145282200218761, 0, 0, 0.211867827118425, 0.393058568282534, -0.181190741164109, 78.9683636363634, 80.4818494623654, 79.6619018932874, 79.6619018932874
5/3/2017, 79.05, 79.34, 78.08, 78.26, 8193048, 0.99895886214896, 0.342724751630118, -0.412703095270164, 0, 0, 0.0855118230405481, 0.331549219234137, -0.246037396193589, 78.5852727272725, 80.279698924731, 79.6239775910364, 79.6239775910364
5/4/2017, 77.79, 78.04, 77.19, 77.92, 8797116, 1.02181204471495, 0.0277584937275606, -0.453190254380691, 0, 0, -0.0415820470836081, 0.256922965970588, -0.298505013054196, 78.2359999999998, 80.0348817204299, 79.5717127222982, 79.5717127222982
5/5/2017, 78.08, 78.71, 78.01, 78.67, 5709752, 1.01167681197381, 0.254815069171327, -0.325307883889607, 0, 0, -0.0808540872426136, 0.189367555327948, -0.270221642570561, 78.2443636363634, 79.9241505376342, 79.5556776263031, 79.5556776263031
5/8/2017, 78.7, 78.92, 77.84, 78.22, 8098206, 1.03565819557761, -0.102419271276126, -0.563990952295757, 0, 0, -0.146598801472678, 0.122174283967823, -0.2687730854405, 78.0614545454544, 79.7021505376341, 79.5197988505747, 79.5197988505747
5/9/2017, 78.2, 78.29, 77.52, 77.8, 6412804, 1.03867255597913, -0.310807699261805, -0.802074426681126, 0, 0, -0.22994182485553, 0.0517510622031522, -0.281692887058682, 77.8699999999998, 79.3884301075266, 79.4664223697651, 79.4664223697651
5/10/2017, 77.76, 78.5, 77.58, 78.22, 5800622, 1.040249151271, -0.0983085451119169, -0.589523374561385, 0, 0, -0.259114372236894, -0.010422024684857, -0.248692347552037, 77.8436363636362, 79.1468602150535, 79.4335505617978, 79.4335505617978
5/11/2017, 77.94, 77.96, 77.31, 77.8, 7453782, 1.05205493806937, -0.279613178727772, -0.637037575427351, 0, 0, -0.312521759817884, -0.0708419717114623, -0.241679788106421, 77.7643636363634, 78.8703440860212, 79.3834603174603, 79.3834603174603
5/12/2017, 77.94, 77.96, 77.48, 77.59, 4250546, 1.03308906396065, -0.606993566066167, -0.606930817522925, 0, 0, -0.367555789862038, -0.130184735341578, -0.237371054520461, 77.5665454545453, 78.5830967741932, 79.3194945054945, 79.32607740086
5/15/2017, 77.61, 78.41, 77.61, 77.87, 7994269, 1.03055748618302, -0.520197758434018, -0.472901559457674, 0, 0, -0.384148767362603, -0.180977541745783, -0.203171225616821, 77.6345454545453, 78.359462365591, 79.2910744810745, 79.2827208976157
5/16/2017, 77.81, 77.98, 77.32, 77.43, 5961386, 1.02721213840395, -0.957705216214248, -0.49392041277725, 0, 0, -0.427870914779135, -0.230356216352453, -0.197514698426682, 77.5945454545453, 78.0886666666663, 79.2497435897436, 79.2222534889041
5/17/2017, 77.4, 78.18, 77.38, 77.84, 8283724, 1.02209897331432, -0.966998499639718, -0.281916980317713, 0, 0, -0.424543583954161, -0.269193689872795, -0.155349894081367, 77.6032727272726, 77.8725161290319, 79.2233992673993, 79.1810884658455
5/18/2017, 77.8, 78.23, 77.23, 78.05, 5276537, 1.03244298371105, -0.793799765566426, 0.119851132543751, 0, 0, -0.400346460556179, -0.295424244009472, -0.104922216546707, 77.6394545454544, 77.6885376344081, 79.1950964590964, 79.1500394736842
5/19/2017, 78.09, 78.88, 77.75, 78.51, 4662225, 1.04703943618285, -0.51579343736742, 0.574010809433318, 0, 0, -0.340131090822098, -0.304365613371997, -0.0357654774501009, 77.9774545454544, 77.6018924731178, 79.1705616605617, 79.1388981958763
5/22/2017, 78.71, 79.01, 78.41, 78.74, 5983263, 1.02988205267945, -0.916363327774255, 0.705080984195315, 0, 0, -0.270730090707673, -0.297638508839132, 0.0269084181314592, 78.3136363636362, 77.5539139784941, 79.1477582417582, 79.1374163686093
5/23/2017, 78.95, 79.25, 78.72, 78.92, 3021598, 1.00973475907984, -0.919009068477833, 0.722018080960861, 0, 0, -0.198911870211106, -0.277893181113527, 0.0789813109024211, 78.5996363636362, 77.5680215053758, 79.1392014652015, 79.1431478045764
5/24/2017, 79.02, 79.55, 78.99, 79.45, 4769872, 0.992496586875413, -0.595875322998412, 0.897279227027297, 0, 0, -0.0980980294207825, -0.241934150774978, 0.143836121354195, 79.0916363636362, 77.6836774193544, 79.1507594627595, 79.169698989899
5/25/2017, 79.55, 79.97, 79.34, 79.62, 4379283, 0.980421516401519, -0.540677811529552, 0.561526793251402, 0, 0, -0.00443364669992263, -0.194434049959967, 0.190000403260044, 79.4912727272726, 77.8132903225801, 79.1795824175824, 79.2019584158416
5/26/2017, 79.77, 79.81, 78.95, 79.13, 4014159, 0.99150894830146, -0.610128777529082, 0.437280914391027, 0.415295785776746, 0, 0.0299123357360713, -0.149564772820759, 0.179477108556831, 79.5803636363634, 77.8721935483866, 79.1884102564103, 79.2139196272569
5/30/2017, 79.18, 79.3, 78.82, 78.82, 3242616, 0.976087261166453, -0.461054876706212, 0.224781971677989, 0.136573744211937, 0, 0.0317513551860884, -0.11330154721939, 0.145052902405478, 79.5343636363635, 77.9626881720425, 79.1646764346765, 79.2134228060157
5/31/2017, 78.99, 79.24, 78.59, 78.84, 8699837, 0.96827039610455, -0.558443212014722, 0.241397124413044, 0.0845788627965941, 0, 0.0344257851804173, -0.0837560807394283, 0.118181865919846, 79.3554545454544, 78.081096774193, 79.1513284493285, 79.2136370425691
6/1/2017, 78.67, 79.4, 78.49, 79.16, 12433381, 0.973616929351171, -0.178083884077991, 0.429939888235926, 0.186004763573946, 0, 0.0616558852023985, -0.054673687551063, 0.116329572753461, 79.2921818181817, 78.2452473118274, 79.1640463980464, 79.2259065934066
6/2/2017, 79.85, 80.17, 79.57, 79.94, 7188011, 0.979083566688351, 0.130251171250845, 0.653501626838542, 0.452244497910719, 0, 0.144509600203079, -0.0148370300002345, 0.159346630203314, 79.4683636363635, 78.5226021505371, 79.2140244200245, 79.2669973045823
6/5/2017, 79.75, 79.91, 79.37, 79.69, 5909264, 0.96881093368068, 0.357860890747706, 0.391202262881682, 0.559596880551781, 0, 0.187833626483354, 0.0256971012964831, 0.16213652518687, 79.5470909090907, 78.7530967741929, 79.2424664224664, 79.2973761241404
6/6/2017, 79.64, 79.64, 79.19, 79.29, 4544845, 0.95654327329755, -0.0406758652831487, 0.537927761924071, 0.546875758725577, 0, 0.187727565859831, 0.0581031942091527, 0.129624371650678, 79.4692727272725, 78.891913978494, 79.2502466422466, 79.3119574247145
6/7/2017, 79.27, 79.74, 79.25, 79.62, 4284630, 0.935720928570391, 0.198999928184656, 0.838280631122374, 0.540658600276629, 0, 0.211829910774625, 0.0888485375222472, 0.122981373252378, 79.5114545454543, 79.0917419354832, 79.2550647130647, 79.3380564050289
6/8/2017, 79.63, 79.75, 78.78, 79.49, 6993923, 0.951402633238594, 0.634757701919168, 0.679768770377011, 0.530746636216652, 0, 0.217929127892774, 0.114664655596352, 0.103264472296421, 79.5765454545452, 79.2429032258057, 79.240481074481, 79.3585521267724
6/9/2017, 79.64, 80.17, 79.21, 80, 5393760, 0.958070569379114, 1.06063640939554, 0.72896836429393, 0.525653429102431, 0, 0.260907954661775, 0.143913315409437, 0.116994639252338, 79.8496363636361, 79.465354838709, 79.2592893772893, 79.396628992629
6/12/2017, 79.81, 80.53, 79.7, 80.53, 9685777, 0.955710459118498, 0.974828722518055, 0.817648588344011, 0.60375202655393, 0, 0.333886716892039, 0.181907995705957, 0.151978721186081, 80.1870909090907, 79.7035913978488, 79.2788742368743, 79.4522924710425
6/13/2017, 80.47, 80.75, 80.21, 80.7, 6308331, 0.939469580039306, 1.3504967179408, 0.752531795178611, 0.820747610221672, 0, 0.400820086538062, 0.225690413872378, 0.175129672665683, 80.4449090909088, 79.9850752688165, 79.3215555555555, 79.5121554993679
6/14/2017, 81.18, 81.42, 80.64, 80.96, 6634608, 0.937801820080452, 1.79109015567728, 0.812142096234961, 0.771499921520036, 0, 0.469433751228962, 0.274439081343695, 0.194994669885267, 80.6939999999997, 80.2778924731176, 79.3844322344322, 79.5791942244993
6/15/2017, 80.91, 81.44, 80.41, 81.24, 5414638, 0.951233549803395, 1.72364466867503, 0.925010399180591, 0.70646197416505, 0, 0.54017740588732, 0.32758674625242, 0.2125906596349, 80.9881818181815, 80.5316129032251, 79.4512356532356, 79.6538184591915
6/16/2017, 81.28, 81.38, 80.82, 81.19, 13816647, 0.938715394835896, 2.03146012909714, 0.9016472590939, 0.657815119555841, 0, 0.585458874284754, 0.379161171858887, 0.206297702425867, 81.307636363636, 80.7370967741928, 79.5104786324786, 79.7244017991004
6/19/2017, 81.25, 81.35, 80.91, 81.33, 8272489, 0.917294820624494, 2.29361685878095, 0.776378332545422, 0.780028142159605, 0, 0.625432003379217, 0.428415338162953, 0.197016665216264, 81.5572727272723, 80.9892473118273, 79.5853113553113, 79.7975641025641
6/20/2017, 81.38, 81.53, 80.57, 81.06, 6433807, 0.933548092441656, 1.9085251894899, 0.654261268711102, 0.740260730937733, 0, 0.628084090238076, 0.468349088577978, 0.159735001660098, 81.5441818181815, 81.159978494623, 79.6510085470085, 79.8593654932638
6/21/2017, 81.01, 81.17, 80.37, 80.74, 3503493, 0.939927396019997, 2.03955387491152, 0.368639115019166, 0.840920261844567, 0, 0.597477217090585, 0.494174714280499, 0.103302502810086, 81.3899999999996, 81.2437849462358, 79.7137582417582, 79.9085586098847
6/22/2017, 80.71, 81.08, 80.47, 80.9, 5736788, 0.928865896871716, 1.90928801418034, 0.276489670423136, 0.999020285850947, 0, 0.579452148760339, 0.511230201176467, 0.0682219475838719, 81.2039999999996, 81.356924731182, 79.7876605616605, 79.9615462184874
6/23/2017, 80.98, 81.57, 80.89, 81.22, 8753694, 0.92080754129618, 1.96076095861811, 0.442583328478518, 0.938166235018923, 0, 0.58425356646444, 0.525834874234062, 0.0584186922303784, 81.1536363636359, 81.4653763440853, 79.864227106227, 80.0234531680441
6/26/2017, 81.44, 81.94, 81.22, 81.74, 12060501, 0.913244299961731, 1.97477457258923, 0.66148145580215, 1.27464403166254, 0, 0.622838682141847, 0.545235635815619, 0.0776030463262281, 81.3223636363632, 81.6037419354831, 79.9598656898657, 80.100479609809
6/27/2017, 80.89, 81.32, 80.47, 80.54, 8252200, 0.959351373540207, 0.884315930499519, -0.0611952754819917, 0.806886879650904, 0, 0.550244813431647, 0.546237471338824, 0.00400734209282227, 81.044545454545, 81.5817419354831, 80.0087374847374, 80.1363654538185
6/28/2017, 80.44, 80.92, 80.39, 80.65, 4818500, 0.942998780454828, 0.849934573688454, -0.0869115742725139, 0.718342152483548, 0, 0.495873607878863, 0.536164698646832, -0.0402910907679689, 80.8654545454541, 81.5271397849454, 80.0639218559218, 80.1746852871755
6/29/2017, 80.18, 80.59, 79.57, 79.77, 9719819, 0.973426213632918, 0.159256915099549, -0.31695261419308, 0.577869332770787, 0, 0.377424673524061, 0.504416693622278, -0.126992020098217, 80.4552727272723, 81.3674408602142, 80.1012698412697, 80.1837987096774
6/30/2017, 80.11, 80.33, 79.58, 79.77, 7245421, 0.971765057144578, 0.0820824235230194, -0.332522979036094, 0.602363556132518, 0, 0.280321665997946, 0.459597688097411, -0.179276022099466, 80.1152727272723, 81.2092903225798, 80.1341733821732, 80.1925714285714
7/3/2017, 80.08, 80.74, 79.88, 80.62, 7238312, 0.973602253510318, 0.665361390693154, 0.0326680881964573, 0.654649413947077, 0, 0.268855530004572, 0.421449256478844, -0.152593726474272, 80.1743636363631, 81.1785591397841, 80.2116410256408, 80.2276815398075
7/5/2017, 80.73, 80.73, 79.5, 79.71, 9013045, 1.01263609326436, 0.38114027593602, -0.0300719780615898, 0.404713430700451, 0, 0.184215616847311, 0.374002528552537, -0.189786911705226, 79.9038181818176, 81.0340860215046, 80.2576996336995, 80.2334215059055
7/6/2017, 79.29, 79.45, 78.21, 78.32, 9556172, 1.07483863437687, -0.169316145906566, -0.478629168582984, -0.0117396953306749, 0, 0.00491978042101948, 0.300185978926234, -0.295266198505214, 79.1627272727267, 80.718989247311, 80.2527716727716, 80.195988372093
7/7/2017, 78.31, 78.9, 78.21, 78.7, 4878617, 1.06000373255625, -0.14646044686223, -0.224927144025678, 0.0129564505402924, 0, -0.105296841057395, 0.219089414929508, -0.324386255986903, 78.7169090909085, 80.4913118279562, 80.2591086691085, 80.1711258199165
7/10/2017, 78.81, 78.99, 78.04, 78.12, 5061295, 1.07528391019672, -0.64809797227018, -0.409272951699526, -0.0155856813107562, 0, -0.236716737189397, 0.127928184505727, -0.364644921695124, 78.2547272727267, 80.2062150537626, 80.2357899877899, 80.129204932472
7/11/2017, 78.21, 78.22, 77.52, 78.03, 6884619, 1.06755248124234, -0.592250365846442, -0.234911652745508, -0.0197139056020448, 0, -0.34416290382056, 0.0335099668404694, -0.37767287066103, 78.0345454545448, 79.8867096774185, 80.2026984126983, 80.085600277585
7/12/2017, 78.67, 79.33, 78.53, 79.01, 7192269, 1.08386361353971, -0.0782449637133392, -0.0869320633705772, 0.103566979876668, 0, -0.346245650852708, -0.0424411566981662, -0.303804494154542, 78.1152727272721, 79.6779784946228, 80.2095409035409, 80.0724299384826
7/13/2017, 79.05, 79.27, 78.89, 79.04, 4048616, 1.05331807819438, -0.182825029564337, -0.0238592301454201, 0.0836065596354946, 0, -0.341538450939424, -0.102260615546418, -0.239277835393007, 78.3118181818175, 79.4731612903218, 80.209934065934, 80.0604241948154
7/14/2017, 79.61, 79.96, 79.44, 79.84, 4688274, 1.04824082985295, 0.135422252797659, 0.463910760201382, 0.0455238816950089, 0, -0.270140633902656, -0.135836619217666, -0.134304014684991, 78.6965454545448, 79.3898924731174, 80.2379096459096, 80.0722752902155
7/17/2017, 79.99, 80.31, 79.66, 80.16, 4195169, 1.03239733611136, 0.0721963962918421, 0.650024622477716, 0.148362968875076, 0, -0.18559658199176, -0.145788611772484, -0.0398079702192756, 79.1879999999994, 79.3948387096765, 80.2523174603174, 80.0931307189542
7/18/2017, 80.21, 80.29, 79.86, 79.96, 6258573, 1.0101190837863, -0.174170761336833, 0.389027255289697, 0.0415395032615801, 0, -0.133197719873621, -0.143270433392712, 0.0100727135190906, 79.7590909090903, 79.3563225806443, 80.2341953601954, 80.1075686990124
7/19/2017, 79.94, 80.6, 79.79, 80.6, 4150045, 1.00224151169448, -0.0140010292792624, 0.695292408174664, 0.08852886996012, 0, -0.0395724265346473, -0.122530832021099, 0.0829584054864516, 80.4052727272721, 79.3706021505368, 80.2374603174603, 80.1400571247223
7/20/2017, 80.77, 80.91, 80.24, 80.28, 6707459, 0.997653619213328, -0.204627801556511, 0.729431280228231, -0.0563424093694367, 0, 0.00870462581394804, -0.0962837404540895, 0.104988366268038, 80.614363636363, 79.3578279569884, 80.2264297924298, 80.1624867062871
7/21/2017, 80.26, 80.45, 80.02, 80.45, 4461623, 0.972492864175559, -0.240881702297619, 0.658972434916259, 0.0395590540895139, 0, 0.0599905827729543, -0.0650288758086807, 0.125019458581635, 80.8512727272721, 79.3536989247304, 80.2186227106227, 80.1891294964028
7/24/2017, 80.37, 80.49, 79.94, 80.24, 3506894, 0.960558304795333, -0.293415947006506, 0.726206600556285, 0.0474475628011709, 0, 0.0827360979656362, -0.0354758810538174, 0.118211979019454, 80.8041818181811, 79.3507311827948, 80.2301416361416, 80.2091094224924
7/25/2017, 80.02, 80.38, 79.84, 80.34, 5185068, 0.945001723399784, -0.306304514559685, 0.81851259357835, 0.132384033197506, 0, 0.107591004763705, -0.00686250389031284, 0.114453508654018, 80.6579999999993, 79.3942365591389, 80.2415018315018, 80.2313385276196
7/26/2017, 80.21, 81.01, 80.17, 80.77, 6179028, 0.944971728798337, -0.075394999168012, 0.855459462656242, 0.254037417820942, 0, 0.160140108326161, 0.0265380185529819, 0.133602089773179, 80.730363636363, 79.5048602150529, 80.2771819291819, 80.2649443514231
7/27/2017, 80.67, 81.1, 80.09, 80.84, 6891391, 0.95941487145336, 0.0517193612336882, 1.01503487542175, 0.341992122212992, 0, 0.205070145495313, 0.062244443941448, 0.142825701553865, 80.7369090909083, 79.641247311827, 80.3133724053723, 80.2996066433566
7/28/2017, 80.72, 81.02, 80.5, 80.67, 4834532, 0.945594933654086, -0.0564456730596698, 0.847233131590689, 0.377292972584332, 0, 0.224373506291698, 0.0946702564114981, 0.1297032498802, 80.7465454545447, 79.7755053763431, 80.3346202686202, 80.3286944444443
7/31/2017, 80.8, 80.83, 80.11, 80.66, 7783711, 0.943058345313431, -0.165455071985113, 0.782710985864567, 0.638280685468122, 0, 0.236142538182975, 0.122964712765793, 0.113177825417181, 80.7714545454538, 79.9088387096765, 80.3543052503052, 80.3567472838922
8/1/2017, 81.02, 81.32, 80.49, 81.02, 8396383, 0.943146529577046, -0.218841082914673, 0.752229210513898, 0.939950097238302, 0, 0.271390155326486, 0.152649801277932, 0.118740354048554, 80.8534545454537, 80.1006021505366, 80.4006373626372, 80.3938300251607
8/2/2017, 80.75, 80.87, 80.24, 80.51, 6072168, 0.950106138802827, 0.00676253097211601, 0.532249513125808, 0.871517622114372, 0, 0.255229283797021, 0.17316569778175, 0.0820635860152715, 80.8294545454537, 80.2116559139775, 80.4050818070817, 80.4162346019488
8/3/2017, 80.42, 80.73, 80.1, 80.23, 5425801, 0.945012999791411, -0.131754296583951, 0.398725615763903, 0.785985717149068, 0, 0.217322854150893, 0.181997129055579, 0.0353257250953148, 80.6496363636355, 80.2693978494614, 80.3834798534798, 80.4305568655903
8/4/2017, 80.25, 80.73, 80.21, 80.5, 6411586, 0.927049358069586, 0.289869159521941, 0.324753881245477, 0.856278856395681, 0, 0.20668593230107, 0.186934889704677, 0.0197510425963934, 80.5998181818173, 80.3753548387087, 80.3790231990231, 80.4516563758389
8/7/2017, 80.47, 80.63, 80.16, 80.56, 5017711, 0.909211763385944, 0.312220761043831, 0.292829956155487, 0.590120046860716, 0, 0.200783091167438, 0.189704529997229, 0.0110785611702085, 80.5259999999991, 80.5128387096764, 80.3825836385836, 80.4737871964679
8/8/2017, 80.01, 80.44, 79.88, 80.12, 7241467, 0.910931036887832, -0.177551291967951, 0.309519519278684, 0.521847791614872, 0, 0.158770516590749, 0.183517727315933, -0.0247472107251838, 80.3027272727264, 80.6334193548377, 80.3700659340659, 80.4838044614848
8/9/2017, 80.3, 80.3, 79.77, 79.98, 4726508, 0.900032569913483, 0.127311936428355, 0.361074370490173, 0.4190244597296, 0, 0.11287724002392, 0.169389629857531, -0.0565123898336105, 80.12909090909, 80.666688172042, 80.3581855921856, 80.4898813209493
8/10/2017, 79.75, 80, 79.35, 79.37, 4871480, 0.902549763066605, 0.533098476448554, 0.175073686285414, 0.290831109568014, 0, 0.0269736502348223, 0.140906433932989, -0.113932783698167, 79.8018181818172, 80.6335053763431, 80.320105006105, 80.4799651982004
8/11/2017, 79.37, 79.53, 78.67, 78.99, 7364481, 0.915984377261256, 0.155838037580142, -0.027077890249019, 0.263018180415503, 0, -0.0709505144174329, 0.0985350442629045, -0.169485558680337, 79.3894545454536, 80.5016989247301, 80.2632649572649, 80.4604365312106
8/14/2017, 79.25, 80.31, 79.21, 80.2, 9812456, 0.939350694038321, 0.935661853464688, 0.0942786514625513, 0.500342263602797, 0, -0.0503389566444952, 0.0687602440814246, -0.11909920072592, 79.4847272727263, 80.5284516129022, 80.2593943833943, 80.472210918114
8/15/2017, 79.78, 80.03, 79.51, 79.97, 5192593, 0.938090901322741, 0.869965576846533, 0.100036876022534, 0.331199019156389, 0, -0.0519642152936797, 0.0446153522064037, -0.0965795675000834, 79.5976363636354, 80.5799139784936, 80.2562319902319, 80.4778229625999
8/16/2017, 80.03, 80.53, 80.02, 80.32, 6831757, 0.922163507343634, 0.635080276268236, 0.307905246701316, 0.581833819860446, 0, -0.0247251533773039, 0.0307472510896622, -0.0554724044669661, 79.7867272727262, 80.6193118279559, 80.2696947496947, 80.4920849794403
8/17/2017, 80.13, 80.49, 79.74, 79.77, 5811764, 0.929105732284676, 0.34855214874588, 0.0640957997062521, 0.581290439347248, 0, -0.0469768837462112, 0.0152024241224875, -0.0621793078686988, 79.7401818181808, 80.4923225806441, 80.2704737484736, 80.4921829472175
8/18/2017, 79.48, 79.56, 78.97, 79.18, 8746041, 0.939745214083496, -0.298785872252755, -0.061480580400426, 0.379469301420001, 0, -0.110940753593681, -0.0100262114207462, -0.100914542172935, 79.568909090908, 80.3064516129022, 80.2551819291818, 80.4775180817609
8/21/2017, 79.29, 80.07, 79.07, 79.89, 4791316, 0.947409872932465, -0.107404398593181, -0.00619006201851837, 0.452752178820466, 0, -0.103152437906175, -0.028651456717832, -0.0745009811883431, 79.726909090908, 80.1689032258053, 80.2676214896213, 80.4807003105589
8/22/2017, 80.03, 80.2, 79.62, 79.82, 4997938, 0.937160436120595, -0.0493796366276493, -0.168855947506986, 0.389239013406924, 0, -0.101459000397085, -0.0432129654536826, -0.0582460349434026, 79.8092727272717, 80.0050537634397, 80.2734896214895, 80.4820358868184
8/23/2017, 79.78, 80.64, 79.67, 80.48, 3743466, 0.943264646006319, -0.0397244147316926, -0.0348506103771498, 0.445448829329728, 0, -0.0463264325435517, -0.0438356588716564, -0.00249077367189529, 80.1079999999989, 79.9787311827946, 80.3304078144077, 80.4994349768991
8/24/2017, 80.72, 81.08, 80.37, 80.4, 3041064, 0.941147285759442, 0.0679737368711575, -0.125156817200432, 0.414106179132771, 0, -0.00898523057804823, -0.0368655732129348, 0.0278803426348866, 80.2298181818171, 79.9347741935473, 80.3882783882783, 80.5144643124344
8/25/2017, 80.7, 81.06, 80.41, 80.78, 5378052, 0.930735698023102, 0.16090241107202, -0.0977841998905368, 0.505972624689854, 0, 0.050686482991253, -0.0193551619720972, 0.0700416449633502, 80.3507272727262, 79.9835913978483, 80.4602954822954, 80.5383059866961
8/28/2017, 80.94, 80.94, 80.14, 80.37, 3669812, 0.93847938536756, 0.0714751677780092, -0.191950861442108, 0.416180564080485, 0, 0.0641536490869754, -0.00265339976028271, 0.0668070488472581, 80.4743636363626, 79.9956559139773, 80.515553113553, 80.5517429718874
8/29/2017, 80.3, 80.62, 80.18, 80.25, 3815044, 0.920302913294595, -0.025667804988213, -0.260391387555821, 0.279844250903142, 0, 0.0644011023062632, 0.0107575006530265, 0.0536436016532367, 80.5012727272717, 79.9778064516118, 80.5588424908424, 80.5619803765961
8/30/2017, 80.09, 80.7, 79.88, 80.68, 3266332, 0.920446124842548, -0.0254539903006318, -0.0756928904698033, 0.348528821942821, 0, 0.0981630545173147, 0.0282386114258841, 0.0699244430914306, 80.7314545454535, 80.0553118279558, 80.6056141636141, 80.5821599657826
8/31/2017, 80.82, 81.44, 80.8, 81.2, 7960472, 0.915622089712831, 0.168130422132079, 0.143267423092309, 0.340503271782372, 0, 0.164977540671075, 0.0555863972749222, 0.109391143396152, 81.0116363636353, 80.1769462365581, 80.6796410256409, 80.6141413074104
9/1/2017, 81.25, 81.59, 81.09, 81.21, 7941792, 0.900518261303384, 0.245939604481036, 0.104267735576243, 0.252279773775935, 0, 0.216242707422083, 0.0877176593043544, 0.128525048117729, 81.0992727272717, 80.3052473118268, 80.7415286935286, 80.6456477549599
9/5/2017, 81.35, 81.56, 80.65, 81.04, 7662212, 0.913432053312258, 0.177025003762242, -0.0230767610401314, 0.254843199059156, 0, 0.240382166187985, 0.11825056068108, 0.122131605506904, 81.1594545454534, 80.393075268816, 80.7967912087911, 80.6724932920535
9/6/2017, 81.23, 81.66, 81.13, 81.2, 3943989, 0.904227917738966, 0.0917664050748884, -0.117470838876435, 0.320871195209319, 0, 0.269318982415541, 0.148464245027973, 0.120854737387569, 81.1981818181808, 80.5027096774182, 80.8415995115994, 80.7024513803889
