Date,IYR_Open,IYR_High,IYR_Low,IYR_Close,IYR_Volume,IYR_ATRPercentOfClose20,IYR_SQN25,IYR_SQN50,IYR_SQN100,IYR_SQN200,IYR_MACD,IYR_MACD_Avg,IYR_MACD_Diff,IYR_LinReg10,IYR_LinReg30,IYR_LinReg90,IYR_LinReg270
1/26/2017, 77.86, 78.2, 77.57, 77.7, 5819729, 0, 0, 0, 0, 0, 0.106236678588218, 0.0755051483320335, 0.0307315302561842, 77.9439999999999, 77.5664705882353, 77.5664705882353, 77.5664705882353
1/27/2017, 77.84, 77.98, 76.7, 76.97, 5415770, 0, 0, 0, 0, 0, 0.0442912039943053, 0.0692623594644878, -0.0249711554701825, 77.6576363636363, 77.4354970760234, 77.4354970760234, 77.4354970760234
1/30/2017, 76.8, 76.85, 76.23, 76.44, 5317864, 0, 0, 0, 0, 0, -0.0470255205905943, 0.0460047834534714, -0.0930303040440657, 77.1836363636363, 77.2243684210526, 77.2243684210526, 77.2243684210526
1/31/2017, 76.13, 77.4, 76.08, 77.04, 7263331, 0, 0, 0, 0, 0, -0.0701708116973947, 0.0227696644232982, -0.0929404761206929, 77.056909090909, 77.1601428571428, 77.1601428571428, 77.1601428571428
2/1/2017, 76.89, 77.43, 76.11, 76.13, 9419369, 0, 0, 0, 0, 0, -0.160097512003901, -0.0138037708621417, -0.146293741141759, 76.6734545454544, 76.9452813852813, 76.9452813852813, 76.9452813852813
2/2/2017, 76.24, 77.08, 76.21, 76.98, 7063002, 1.12912769550533, 0, 0, 0, 0, -0.160922163104388, -0.0432274493105909, -0.117694713793797, 76.5099999999998, 76.9081818181818, 76.9081818181818, 76.9081818181818
2/3/2017, 77.41, 77.85, 77.23, 77.5, 7572139, 1.12160306451613, 0, 0, 0, 0, -0.118252904985354, -0.0582325404455436, -0.0600203645398106, 76.6219999999998, 76.9621739130435, 76.9621739130435, 76.9621739130435
2/6/2017, 77.69, 77.7, 77.12, 77.24, 6787255, 1.10665491487571, 0, 0, 0, 0, -0.104215703838108, -0.0674291731240564, -0.0367865307140513, 76.7583636363635, 76.9687666666667, 76.9687666666667, 76.9687666666667
2/7/2017, 77.47, 77.61, 77, 77.13, 4041110, 1.09236515420394, 0, 0, 0, 0, -0.100805182097815, -0.0741043749188082, -0.0267008071790071, 76.9352727272725, 76.9586153846154, 76.9586153846154, 76.9586153846154
2/8/2017, 77.45, 77.81, 77.11, 77.69, 7792170, 1.0753175199712, 0.17897072356136, 0, 0, 0, -0.0523119792289464, -0.0697458957808358, 0.0174339165518895, 77.2799999999998, 77.0317948717948, 77.0317948717948, 77.0317948717948
2/9/2017, 77.74, 78.03, 77.61, 77.93, 3932787, 1.04535284512042, -0.13301511865755, 0, 0, 0, 0.00542271793872828, -0.054712173036923, 0.0601348909756513, 77.6965454545452, 77.1301058201058, 77.1301058201058, 77.1301058201058
2/10/2017, 77.79, 78.57, 77.74, 78.53, 6092069, 1.03834368851678, -0.00244640315102614, 0, 0, 0, 0.0984579055437109, -0.0240781573207962, 0.122536062864507, 78.161818181818, 77.2983497536946, 77.2983497536946, 77.2983497536946
2/13/2017, 78.65, 78.92, 78.29, 78.79, 6678917, 1.0231510771197, 0.161548457371221, 0, 0, 0, 0.190967435370482, 0.0189309612174593, 0.172036474153022, 78.5258181818179, 77.4814482758621, 77.4814482758621, 77.4814482758621
2/14/2017, 78.59, 78.64, 77.78, 78.35, 8255268, 1.04190644158198, 0.194084071850774, 0, 0, 0, 0.226170429561023, 0.0603788548861721, 0.165791574674851, 78.7296363636361, 77.5883010752688, 77.5883010752688, 77.5883010752688
2/15/2017, 77.93, 78.34, 77.5, 78.28, 10263637, 1.04498851830673, 0.470188746295352, 0, 0, 0, 0.2455896366384, 0.0974210112366176, 0.148168625401782, 78.6558181818179, 77.6585376344086, 77.674939516129, 77.674939516129
2/16/2017, 78.35, 79.12, 78.13, 78.65, 8259858, 1.05100592692179, 0.75769408627295, 0, 0, 0, 0.287521042335612, 0.135441017456417, 0.152080024879196, 78.7625454545452, 77.8397419354839, 77.7965340909091, 77.7965340909091
2/17/2017, 78.82, 78.93, 78.27, 78.78, 6812858, 1.03869681828864, 0.670076050947688, 0, 0, 0, 0.327467060561801, 0.173846226077493, 0.153620834484308, 78.9270909090907, 78.0532473118279, 77.920623885918, 77.920623885918
2/21/2017, 78.66, 79.83, 78.36, 79.77, 8555759, 1.06665549175805, 1.03892938696644, 0, 0, 0, 0.434006339108691, 0.225878248683733, 0.208128090424958, 79.311818181818, 78.3797419354838, 78.1436638655462, 78.1436638655462
2/22/2017, 79.81, 80.06, 79.16, 79.57, 8048964, 1.07242369170118, 0.767208133632329, 0, 0, 0, 0.49657692669831, 0.280017984286649, 0.216558942411662, 79.4674545454543, 78.6374193548386, 78.3229523809524, 78.3229523809524
2/23/2017, 79.85, 80.02, 79.29, 79.91, 7428321, 1.06014410575935, 0.841968032339799, 0, 0, 0, 0.56706297763948, 0.337426982957215, 0.229635994682265, 79.7194545454543, 78.8787311827956, 78.5212462462463, 78.5212462462463
2/24/2017, 79.88, 80.38, 79.53, 80.31, 6302088, 1.0550405891753, 1.38897787757138, 0, 0, 0, 0.647733667378134, 0.399488319841399, 0.248245347536735, 80.0365454545453, 79.1310537634407, 78.7424608819345, 78.7424608819345
2/27/2017, 80.47, 81.02, 80.31, 80.73, 5330270, 1.0410478661072, 1.35901912075495, 0, 0, 0, 0.737059892473908, 0.467002634367901, 0.270057258106008, 80.4889090909089, 79.4375483870967, 78.9859109311741, 78.9859109311741
2/28/2017, 80.72, 80.73, 80.2, 80.41, 6795428, 1.02588738364996, 0.990851831128955, 0, 0, 0, 0.773118218204502, 0.528225751135221, 0.244892467069281, 80.7627272727271, 79.6752043010751, 79.1759743589743, 79.1759743589743
3/1/2017, 80, 80.55, 79.77, 80.16, 10800594, 1.0262852332002, 0.808956283059834, 0, 0, 0, 0.772615559238957, 0.577103712755968, 0.195511846482989, 80.773818181818, 79.8944516129032, 79.3251463414634, 79.3251463414634
3/2/2017, 79.99, 80.12, 79.61, 79.83, 5007184, 1.01344949365729, 0.855513136447674, 0, 0, 0, 0.737092216069513, 0.609101413418677, 0.127990802650836, 80.5581818181817, 80.0641075268817, 79.4302090592335, 79.4302090592335
3/3/2017, 79.69, 79.82, 78.88, 79.64, 7677589, 1.0247173458655, 0.80878443820848, 0, 0, 0, 0.685703930497226, 0.624421916834387, 0.0612820136628391, 80.2663636363635, 80.1422365591397, 79.5085935769657, 79.5085935769657
3/6/2017, 79.4, 79.59, 78.9, 79.27, 9243899, 1.02470121046414, 1.00225745759007, 0, 0, 0, 0.608112493875069, 0.621160032242523, -0.0130475383674544, 79.8187272727272, 80.1886666666666, 79.5468287526427, 79.5468287526427
3/7/2017, 79.16, 79.23, 78.6, 78.93, 4543242, 1.02010213741059, 1.11166814146019, 0, 0, 0, 0.513268918243753, 0.599581809442769, -0.0863128911990163, 79.4249090909089, 80.2194193548386, 79.5515454545455, 79.5515454545455
3/8/2017, 78.62, 78.65, 77.61, 77.72, 9504158, 1.0691048458637, 0.285421469338083, 0, 0, 0, 0.336587838552632, 0.546983015264742, -0.21039517671211, 78.6189090909089, 80.1027741935483, 79.4512077294686, 79.4512077294686
3/9/2017, 77.67, 77.99, 76.49, 76.73, 8784960, 1.1264992465724, 0.254301724974704, 0, 0, 0, 0.115352373398025, 0.460656886891398, -0.345304513493373, 77.639818181818, 79.8356129032257, 79.2743755781684, 79.2743755781684
3/10/2017, 77.07, 77.63, 76.19, 76.54, 11824082, 1.16689930533088, -0.168059360691693, 0, 0, 0, -0.0744515081151178, 0.353635207890095, -0.428086716005213, 76.8485454545453, 79.5457849462364, 79.0942021276596, 79.0942021276596
3/13/2017, 76.68, 77.11, 76.47, 76.66, 8000744, 1.14856182087822, -0.342568076479447, 0, 0, 0, -0.21273715308277, 0.240360735695522, -0.453097888778292, 76.3883636363635, 79.2299999999999, 78.9361054421769, 78.9361054421769
3/14/2017, 76.63, 76.78, 76.2, 76.59, 6565286, 1.12999493052746, -0.263608172395157, 0, 0, 0, -0.324240297680433, 0.127440529020331, -0.451680826700764, 76.0619999999999, 78.8719999999999, 78.7831265306122, 78.7831265306122
3/15/2017, 76.78, 78.38, 76.69, 78, 11876113, 1.16883328388004, 0.334691426327925, 0, 0, 0, -0.295426632648059, 0.0428670966866531, -0.338293729334712, 76.3810909090907, 78.7319354838708, 78.7497882352941, 78.7497882352941
3/16/2017, 77.87, 78.36, 77.74, 77.87, 6476303, 1.15205530159896, 0.0839459249663281, 0.186326793611777, 0, 0, -0.279855508960026, -0.0216774244426826, -0.258178084517343, 76.7070909090908, 78.5085161290322, 78.7085218702866, 78.7085218702866
3/17/2017, 78.07, 78.43, 77.8, 78.2, 10065176, 1.1301153327204, 0.11660764075304, -0.00559177949143627, 0, 0, -0.238141887734827, -0.0649703171011115, -0.173171570633715, 77.2159999999999, 78.3724086021504, 78.6943976777939, 78.6943976777939
3/20/2017, 78.25, 78.47, 78.02, 78.17, 5866597, 1.10280501557885, -0.118107723294633, -0.0860911777139082, 0, 0, -0.205139570390472, -0.0930041677589835, -0.112135402631488, 77.7190909090907, 78.2592903225805, 78.6787631027254, 78.6787631027254
3/21/2017, 78.31, 78.6, 77.84, 77.92, 6592467, 1.09979407936869, -0.310096440311737, -0.107700274156805, 0, 0, -0.196888301013658, -0.113780994409918, -0.0831073066037396, 78.127818181818, 78.0927956989246, 78.645898989899, 78.645898989899
3/22/2017, 78.16, 78.16, 77.29, 77.96, 7913082, 1.10006614842468, -0.132024772306987, 0.0426230118185838, 0, 0, -0.184989006761015, -0.128022596880138, -0.056966409880877, 78.3634545454544, 77.9196559139784, 78.6177207792207, 78.6177207792207
3/23/2017, 77.99, 79.05, 77.86, 78.54, 8322002, 1.1131028658598, 0.113698099946006, 0.402350321703931, 0, 0, -0.127290254776625, -0.127876128459435, 0.000585873682810101, 78.5883636363635, 77.8520860215053, 78.6314285714286, 78.6314285714286
3/24/2017, 78, 78.19, 77.6, 77.74, 7585014, 1.12878754991507, -0.310492537802973, 0.270588319546922, 0, 0, -0.14445174248371, -0.13119125126429, -0.01326049121942, 78.4001818181816, 77.6935268817204, 78.5894555353902, 78.5894555353902
3/27/2017, 77.53, 77.85, 76.92, 77.21, 6831741, 1.13993455412353, -0.542261700477938, 0.0320985964705085, 0, 0, -0.198530381086314, -0.144659077228695, -0.0538713038576194, 77.9874545454543, 77.5089462365591, 78.5141846873173, 78.5141846873173
3/28/2017, 77.05, 77.62, 76.74, 77.55, 4988268, 1.13492752517967, -0.819980933356728, 0.144814426837836, 0, 0, -0.211514723226969, -0.15803020642835, -0.0534845167986193, 77.6481818181815, 77.3933548387095, 78.465627118644, 78.465627118644
3/29/2017, 77.68, 77.92, 77.31, 77.89, 3844813, 1.11263253432789, -0.608547207312781, 0.0963946800502285, 0, 0, -0.192154709539722, -0.164855107050624, -0.0272996024890974, 77.6559999999998, 77.299569892473, 78.4418360655738, 78.4418360655738
3/30/2017, 77.89, 78.18, 77.35, 78.12, 4305357, 1.10701229766845, -0.650572880904188, 0.122900543733838, 0, 0, -0.1564492320407, -0.163173932048639, 0.00672470000793951, 77.7232727272724, 77.2332688172042, 78.4339925965098, 78.4339925965098
3/31/2017, 78.15, 78.71, 78.01, 78.49, 9809841, 1.09129584226228, -0.659401569652381, 0.447846093917972, 0, 0, -0.0971762883358593, -0.149974403306083, 0.052798114970224, 77.970727272727, 77.2396129032257, 78.4497849462366, 78.4497849462366
4/3/2017, 78.6, 78.69, 78.27, 78.56, 7248965, 1.06253844356171, -0.799758134101368, 0.334061159358409, 0, 0, -0.0440459046544674, -0.12878870357576, 0.0847427989212927, 78.2205454545451, 77.2645376344086, 78.4689583333333, 78.4689583333333
4/4/2017, 78.53, 78.96, 78.32, 78.49, 6348632, 1.05108127302711, -0.710432568261492, 0.153438991728622, 0, 0, -0.00750163362596368, -0.104531289585801, 0.0970296559598372, 78.3749090909087, 77.348, 78.4827307692307, 78.4827307692307
4/5/2017, 78.62, 79.04, 78.5, 78.51, 7306071, 1.03330022498921, -0.610210997739327, 0.108998354901098, 0, 0, 0.0228108480473566, -0.0790628620591694, 0.101873710106526, 78.5130909090906, 77.4289247311827, 78.4968811188811, 78.4968811188811
4/6/2017, 78.57, 79.11, 78.16, 79.05, 6964847, 1.03501809779517, -0.27340057735354, 0.374121001171027, 0, 0, 0.089376913768092, -0.0453749068937171, 0.134751820661809, 78.9238181818179, 77.6078709677418, 78.5421935775667, 78.5421935775667
4/7/2017, 79.13, 79.43, 78.91, 79.14, 5327879, 1.01500216829887, -0.16951753728903, 0.421218760500108, 0, 0, 0.147690761113196, -0.00676177329233443, 0.154452534405531, 79.1778181818178, 77.8304516129031, 78.5903380158033, 78.5903380158033
