Date,GXC_Open,GXC_High,GXC_Low,GXC_Close,GXC_Volume,GXC_ATRPercentOfClose20,GXC_SQN25,GXC_SQN50,GXC_SQN100,GXC_SQN200,GXC_MACD,GXC_MACD_Avg,GXC_MACD_Diff,GXC_LinReg10,GXC_LinReg30,GXC_LinReg90,GXC_LinReg270
6/14/2017, 89.31, 89.44, 88.43, 88.7, 84003, 0.982210419993018, 1.24659662903683, 1.26379769544878, 2.10647874468864, 0, 1.18099811362126, 1.28994837095988, -0.108950257338626, 89.3538181818182, 90.3705806451614, 88.2519706959708, 88.6757755006986
6/15/2017, 87.8, 87.85, 87.35, 87.78, 50776, 1.0197762706848, 0.783188616715697, 1.04399316547609, 1.84728780425047, 0, 1.01507928567986, 1.23497455390388, -0.219895268224019, 88.7649090909091, 90.2656344086023, 88.3063125763127, 88.7597345537757
6/16/2017, 87.79, 87.79, 87.31, 87.67, 36481, 0.997378384723122, 0.798732623246219, 0.984089093680155, 1.72744986952213, 0, 0.864743118082686, 1.16092826673964, -0.296185148656954, 88.2132727272727, 90.0562795698926, 88.3516996336997, 88.8368875562219
6/19/2017, 88.94, 89.34, 88.94, 89.34, 47818, 1.02326119139515, 0.985840286701579, 1.29322095414508, 1.85492210877237, 0, 0.870323122180835, 1.10280723782788, -0.232484115647044, 88.2899999999999, 90.0342150537635, 88.4879072039073, 88.9680901856763
6/20/2017, 88.89, 88.95, 88.51, 88.56, 111134, 1.02752085701536, 0.61142309285872, 1.11319329672126, 1.71192691091267, 0, 0.802554485822611, 1.04275668742683, -0.240202201604214, 88.1374545454545, 89.8638494623657, 88.5950012210013, 89.0685904679124
6/21/2017, 88.92, 89.28, 88.92, 89.18, 123505, 1.00972622496542, 0.651896216348316, 1.28849763293299, 1.84596786327525, 0, 0.789772169749085, 0.992159783891278, -0.202387614142192, 88.278, 89.8404731182797, 88.7296117216118, 89.1864064948013
6/22/2017, 89.71, 89.92, 89.4, 89.58, 48919, 0.996260499054425, 1.1631760783554, 1.44967935079391, 1.95362531958909, 0, 0.802666113910874, 0.954261049895197, -0.151594935984323, 88.8794545454545, 89.880430107527, 88.8861245421246, 89.3135882352941
6/23/2017, 89.44, 89.97, 89.4, 89.83, 37354, 0.975540072693204, 1.16794506664565, 1.45164876676211, 1.95766720672973, 0, 0.823564034676821, 0.928121646851522, -0.104557612174701, 89.365818181818, 89.9116989247314, 89.044507936508, 89.4448498622589
6/26/2017, 90.54, 90.94, 90.18, 90.42, 36221, 0.982096068276145, 1.01155032367513, 1.60464581303546, 2.03420125265091, 0, 0.877617231462963, 0.91802076377381, -0.0404035323108468, 89.8961818181818, 90.0314408602152, 89.2398119658121, 89.5911421216637
6/27/2017, 90.27, 90.36, 89.58, 89.59, 197352, 0.98851512634058, 0.567892653169893, 1.33384976263052, 1.88524492468957, 0, 0.843754439982419, 0.903167499015532, -0.059413059033113, 90.1185454545454, 90.0594623655915, 89.3948009768011, 89.705925629748
6/28/2017, 89.78, 90.29, 89.46, 90.24, 37401, 0.97831357114816, 0.891050353877877, 1.74755400435358, 1.97528501016262, 0, 0.859460179534921, 0.89442603511941, -0.0349658555844892, 90.4514545454545, 90.1766236559141, 89.5619829059829, 89.8378888014686
6/29/2017, 89.94, 89.94, 88.41, 89.09, 54225, 1.0440999643887, 0.523199089753407, 1.50691562192552, 1.75489320427672, 0, 0.770232936397591, 0.869587415375046, -0.0993544789774554, 90.1190909090908, 90.0344516129033, 89.686315018315, 89.9290464516128
6/30/2017, 89.51, 89.61, 89.15, 89.28, 54013, 1.01890594238374, 0.323646582206669, 1.32872351111525, 1.7573219477545, 0, 0.706704664009109, 0.837010865101859, -0.130306201092749, 89.7589090909091, 89.9063440860216, 89.8292454212454, 90.0232228571428
7/3/2017, 90.01, 90.35, 89.89, 90.02, 13961, 1.01943486346611, 0.48290120663234, 1.47019649812367, 1.69633072792752, 0, 0.707909525653349, 0.811190597212157, -0.103281071558808, 89.9005454545454, 89.9342795698926, 89.9938705738706, 90.1375665541807
7/5/2017, 89.33, 89.98, 89.02, 89.88, 113673, 1.02560135835289, 0.451871251464844, 1.36530335554802, 1.58990582087702, 0, 0.689618069384267, 0.786876091646579, -0.0972580222623123, 89.8007272727273, 89.9748817204302, 90.1250061050061, 90.2439788385826
7/6/2017, 89.35, 89.46, 88.77, 88.84, 46522, 1.04819898226385, 0.353224976704903, 0.946763189303686, 1.3779661808363, 0, 0.584465298012375, 0.746393932919738, -0.161928634907363, 89.3936363636363, 89.832494623656, 90.1993772893772, 90.3149382267441
7/7/2017, 89.13, 89.22, 88.72, 89.06, 63631, 1.02140015388619, 0.139265292025842, 1.01765037928166, 1.3321522431608, 0, 0.512969932430266, 0.699709132821844, -0.186739200391578, 89.1610909090909, 89.7148817204302, 90.2700024420024, 90.39028980322
7/10/2017, 89.01, 89.66, 89.01, 89.6, 46781, 1.00075449575724, 0.238880997365522, 1.15036019798631, 1.42068990527294, 0, 0.494186156747091, 0.658604537606893, -0.164418380859803, 89.1934545454545, 89.7193978494625, 90.3809108669109, 90.4796183206106
7/11/2017, 90.78, 91.14, 90.5, 91.01, 62819, 1.02059359058187, 0.57868575851619, 1.3917781951362, 1.47422721548916, 0, 0.586316404781655, 0.644146911041846, -0.0578305062601905, 89.8434545454545, 89.9000000000001, 90.5169426129426, 90.6087126995142
7/12/2017, 92.13, 92.85, 92.13, 92.76, 76574, 1.05045290583132, 0.846478504320891, 1.5630340993182, 1.65080913198961, 0, 0.791417694212939, 0.673601067676064, 0.117816626536874, 90.8998181818181, 90.2833763440861, 90.7262564102565, 90.7864171793119
7/13/2017, 92.69, 93.01, 92.6, 92.9, 52734, 1.01849312128814, 0.82032216444193, 1.62002778682964, 1.74135509693772, 0, 0.95425867374783, 0.729732588890418, 0.224526084857413, 91.9616363636364, 90.610494623656, 90.9289108669109, 90.9632218606216
7/14/2017, 93.43, 94.34, 93.43, 94.28, 58790, 1.02977418773106, 0.777940971354715, 1.89802177464832, 1.80541085925161, 0, 1.1810513651356, 0.819996344139454, 0.361055020996147, 93.1250909090909, 91.1494623655914, 91.1882222222222, 91.1757578772802
7/17/2017, 93.75, 93.83, 93.33, 93.6, 55532, 1.03614054378547, 0.983889866997055, 1.98918963184817, 1.61199503155327, 0, 1.29103365764584, 0.914203806840732, 0.376829850805109, 93.8085454545454, 91.5755698924732, 91.4113235653235, 91.3624782135075
7/18/2017, 93.44, 94.17, 93.17, 94.1, 41547, 1.03223822692247, 1.30197605863166, 2.05106401184, 1.71059809869093, 0, 1.40237552604962, 1.01183815068251, 0.390537375367114, 94.5770909090908, 92.0312258064516, 91.6295286935287, 91.5585519536281
7/19/2017, 95.4, 95.81, 95.27, 95.44, 133817, 1.05644317158146, 1.48653596843153, 2.26477714642919, 2.02166014809185, 0, 1.58052228304918, 1.12557497715584, 0.454947305893334, 95.558, 92.6468602150538, 91.9037362637362, 91.787930815614
7/20/2017, 95.47, 95.5, 94.98, 95.12, 182401, 1.03433126031274, 1.53123932391058, 1.97052981521681, 2.01168075203088, 0, 1.67655723758674, 1.23577142924202, 0.440785808344713, 95.9170909090908, 93.1975913978495, 92.1837777777777, 92.0019382754665
7/21/2017, 94.8, 94.98, 94.58, 94.98, 36617, 1.01249010325226, 1.79050784698014, 1.82477511080416, 2.04626433835504, 0, 1.72152414228042, 1.3329219718497, 0.388602170430715, 95.9292727272727, 93.797935483871, 92.4396703296703, 92.2061880781089
7/24/2017, 95.36, 95.5, 95.16, 95.41, 78306, 0.984781411870402, 1.92936158989491, 1.93114810743326, 1.96253748744114, 0, 1.77143810872384, 1.42062519922453, 0.350812909499313, 95.8750909090909, 94.335247311828, 92.7303907203907, 92.4171003039513
7/25/2017, 95.51, 95.63, 95.18, 95.35, 23974, 0.959728314433427, 1.5874042190986, 1.79581384965268, 2.21214530395499, 0, 1.78557083902881, 1.49361432718538, 0.291956511843422, 95.7652727272727, 94.7790752688173, 93.0286251526252, 92.6207072220556
7/26/2017, 95.38, 96.32, 95.37, 96.22, 63869, 0.95390345086433, 2.07742537497252, 1.81125535382122, 2.28158959565226, 0, 1.84569681474891, 1.56403082469809, 0.281665990050816, 96.0692727272726, 95.3131612903226, 93.3488327228327, 92.8431576873829
7/27/2017, 96.69, 96.96, 94.96, 95.76, 90231, 1.01498914515515, 1.76035560842432, 1.64505691139021, 2.24250711443143, 0, 1.83507532205384, 1.61823972416924, 0.2168355978846, 96.0536363636363, 95.7132688172043, 93.6620048840049, 93.0470454545454
7/28/2017, 95.64, 96.61, 95.64, 96.37, 66627, 1.00846313700378, 1.80129760093075, 2.08017622858593, 2.27755474217812, 0, 1.85450206912118, 1.66549219315963, 0.189009875961554, 96.3687272727271, 96.0838924731183, 93.9653382173382, 93.2623572796934
7/31/2017, 97.09, 97.3, 96.7, 96.78, 47352, 1.00202844479647, 1.83607154043665, 2.10726528736168, 2.30270953391872, 0, 1.88129508099307, 1.70865277072632, 0.172642310266754, 96.5754545454544, 96.4437849462365, 94.2856166056165, 93.4832782239016
8/1/2017, 97.63, 97.63, 97.21, 97.35, 43565, 0.990010243893496, 1.82192927722064, 1.99413381116508, 2.51382306963484, 0, 1.92631758224891, 1.75218573303084, 0.174131849218077, 96.9056363636362, 96.928559139785, 94.6258339438339, 93.7139726027396
8/2/2017, 97.37, 97.46, 96.22, 96.82, 61707, 1.00969450920141, 1.95848608377421, 1.74616903532899, 2.38216605850403, 0, 1.89736008229552, 1.78122060288377, 0.116139479411748, 97.1434545454544, 97.2424086021505, 94.9327692307692, 93.9245118587975
8/3/2017, 96.57, 96.89, 96.2, 96.77, 35026, 0.995356941839787, 1.76795106655981, 1.85918227229562, 2.20102153164261, 0, 1.84906164122326, 1.79478881055167, 0.0542728306715883, 97.2247272727272, 97.5379569892473, 95.217133089133, 94.1283430074368
8/4/2017, 96.94, 97.2, 96.76, 97.2, 60547, 0.964039677970621, 2.39350386233535, 1.90860953393383, 2.31769427207483, 0, 1.8244510490302, 1.80072125824738, 0.0237297907828253, 97.3365454545453, 97.8657634408603, 95.5187106227106, 94.33842147651
8/7/2017, 97.61, 98.3, 97.52, 98.3, 35149, 0.961540425877997, 2.59071191203575, 1.90807760713327, 2.29006871409875, 0, 1.87212706883301, 1.8150024203645, 0.0571246484685062, 97.7932727272727, 98.3006451612904, 95.855426129426, 94.5722481236202
8/8/2017, 98.86, 99.6, 98.83, 99, 45588, 0.972661138087037, 2.56778157034726, 2.00442702612188, 2.2529368768156, 0, 1.94398575023027, 1.84079908633766, 0.103186663892612, 98.3221818181817, 98.8090322580645, 96.2002344322344, 94.8186266991982
8/9/2017, 98.52, 98.74, 98.03, 98.74, 94289, 0.975580109753756, 2.52769699465617, 1.95816539399392, 2.27066298764072, 0, 1.9573908624335, 1.86411744155682, 0.0932734208766741, 98.7361818181817, 99.1737419354839, 96.5107301587301, 95.0521697626418
8/10/2017, 97.61, 97.61, 95.49, 95.54, 148461, 1.12792904579476, 1.49111679776392, 1.33566679844076, 1.5758423472352, 0, 1.69031633937409, 1.82935722112028, -0.139040881746186, 97.8152727272726, 99.1167311827957, 96.6882319902319, 95.197134368899
8/11/2017, 95.14, 95.45, 94.55, 95.21, 142215, 1.12723688670801, 1.3608478416748, 1.1131222366876, 1.73960084492987, 0, 1.43548226758254, 1.75058223041273, -0.315099962830188, 96.9143636363635, 98.9069892473118, 96.8427228327227, 95.3299103477167
8/14/2017, 96.33, 96.65, 96.19, 96.5, 21352, 1.13117111693572, 1.48004650871027, 1.27088852576996, 1.82486988449167, 0, 1.32237315415516, 1.66494041516122, -0.342567261006058, 96.6043636363635, 98.8341075268817, 97.0483907203906, 95.4922531017369
8/15/2017, 96.34, 96.38, 95.92, 96.23, 60428, 1.1077638173655, 1.14880638223088, 1.23408970407919, 1.75690773475967, 0, 1.19714666182142, 1.57138166449326, -0.374235002671837, 96.3303636363635, 98.7297204301075, 97.2293357753357, 95.6436983504817
8/16/2017, 97.8, 98.03, 97.57, 97.74, 107682, 1.12819834804407, 1.10195948570845, 1.376273904241, 1.91467086030996, 0, 1.20584788108334, 1.49827490781128, -0.292427026727932, 96.5330909090907, 98.7675268817205, 97.4681269841269, 95.8294751269853
8/17/2017, 97.28, 97.61, 96.13, 96.28, 91543, 1.17165144589672, 0.721771737522018, 1.08856770576002, 1.77986065250239, 0, 1.08245598299986, 1.41511112284899, -0.332655139849132, 96.1712727272725, 98.5000430107527, 97.6258852258852, 95.9741318366371
8/18/2017, 96.66, 97.16, 96.03, 96.66, 75898, 1.16714536675346, 0.527554090842591, 0.920417254818982, 1.77157860558802, 0, 1.00375912856977, 1.33284072399315, -0.329081595423379, 96.0534545454543, 98.2474408602151, 97.7816752136751, 96.1246776729558
8/21/2017, 97.45, 97.89, 97.36, 97.8, 25842, 1.15874701015205, 0.904479402630802, 1.33205139668326, 1.91175934981003, 0, 1.02160336936022, 1.27059325306656, -0.248989883706341, 96.5789090909088, 98.1264516129033, 97.9817094017093, 96.2997709627328
8/22/2017, 98.48, 99.26, 98.48, 99.23, 47667, 1.15851239255494, 1.05920904666874, 1.65500565561826, 2.1346198833258, 0, 1.13801577032869, 1.24407775651899, -0.106061986190296, 97.7656363636361, 98.2280000000001, 98.2284346764346, 96.5058684149987
8/23/2017, 98.92, 99.75, 98.92, 99.68, 56536, 1.13725145944588, 0.89514489873801, 1.66643742943991, 2.26141930219722, 0, 1.25215066259369, 1.24569233773393, 0.00645832485976294, 99.0432727272725, 98.4502795698926, 98.492923076923, 96.7181390593045
8/24/2017, 99.96, 100, 99.42, 99.72, 79085, 1.10903694548423, 0.975117312775878, 1.7555358243271, 2.15658341546812, 0, 1.33049394670337, 1.26265265952782, 0.0678412871755529, 99.6434545454543, 98.6423225806453, 98.7206007326007, 96.9264424659583
8/25/2017, 100.83, 100.83, 100.15, 100.19, 34976, 1.10403738889612, 1.10063980817952, 2.01248325578591, 2.20554735931779, 0, 1.4142045659152, 1.29296304080529, 0.121241525109905, 100.112, 98.9420000000001, 98.9531477411476, 97.1412771618624
8/28/2017, 100.25, 100.36, 99.32, 99.48, 82354, 1.10859299048882, 0.854081689314086, 1.90845427377029, 2.09016606985707, 0, 1.4070353408998, 1.31577750082419, 0.0912578400756017, 100.321636363636, 99.0681290322582, 99.1676703296702, 97.33411683096
8/29/2017, 98.63, 99.62, 98.2, 99.5, 91060, 1.12430843376016, 0.871085890742715, 1.6803111995991, 2.11293984978105, 0, 1.38697927752989, 1.33001785616533, 0.0569614213645557, 100.321636363636, 99.1921935483873, 99.3699218559217, 97.5229839116945
8/30/2017, 99.67, 100.45, 99.67, 100.33, 20401, 1.10660076448898, 0.857412562436479, 1.96131324929018, 2.19251508688553, 0, 1.42167063212578, 1.34834841135742, 0.0733222207683586, 100.732, 99.4760645161293, 99.6045982905981, 97.7272112917022
8/31/2017, 100.45, 100.82, 100.39, 100.65, 123679, 1.07227016359782, 1.02450953426058, 1.90696937708431, 2.27248227420539, 0, 1.4581761591496, 1.37031396091586, 0.0878621982337429, 100.819636363636, 99.7476559139787, 99.8641880341879, 97.9343540433924
9/1/2017, 100.83, 101.11, 100.56, 100.89, 78613, 1.04349085506804, 0.94828700505661, 1.87539642281949, 2.3601062782273, 0, 1.48930526255403, 1.39411222124349, 0.0951930413105337, 100.827818181818, 100.004688172043, 100.119069597069, 98.1424566655063
9/5/2017, 100.02, 100.47, 99.22, 99.61, 182855, 1.08788176638313, 0.584688296028474, 1.59366233230379, 2.15507068780713, 0, 1.39461375938025, 1.39421252887084, 0.000401230509404993, 100.391090909091, 100.089849462366, 100.302078144078, 98.3160412796696
9/6/2017, 100.17, 100.4, 99.82, 100.05, 54886, 1.06842286468718, 0.557390040704535, 1.56382659221725, 2.2353415432308, 0, 1.33963194054746, 1.38329641120617, -0.043664470658705, 100.293636363636, 100.199741935484, 100.491218559218, 98.4958914728681
9/7/2017, 100.35, 100.83, 100.33, 100.83, 53805, 1.04582884291733, 0.815417551112584, 1.84133801407777, 2.25602947237329, 0, 1.34351077832181, 1.3753392846293, -0.031828506307483, 100.510909090909, 100.436279569893, 100.71209035409, 98.6896820809247
9/8/2017, 100.81, 100.85, 100.18, 100.3, 38900, 1.03218719959907, 0.717561405313601, 1.6439585930896, 2.38932040603263, 0, 1.28895988736642, 1.35806340517672, -0.0691035178103045, 100.490363636363, 100.545161290323, 100.894063492063, 98.8670241179987
9/11/2017, 101.38, 102.19, 101.38, 102.17, 38393, 1.05512339545657, 0.943896836238174, 2.1145472553809, 2.57436911717362, 0, 1.38070537294419, 1.36259179873022, 0.0181135742139762, 101.178181818182, 100.902688172043, 101.137650793651, 99.0830384236452
9/12/2017, 102.23, 102.54, 102.15, 102.41, 87590, 1.01905926616647, 0.791189916239415, 2.11788792327498, 2.45994222509846, 0, 1.4559965041183, 1.38127273980783, 0.0747237643104701, 101.698909090909, 101.280580645162, 101.35684981685, 99.2997967532466
9/13/2017, 102.35, 102.89, 102.35, 102.75, 41598, 0.99118020900927, 0.723781172194518, 2.04968928749903, 2.5039440511222, 0, 1.52551523647273, 1.41012123914081, 0.115393997331916, 102.181272727272, 101.703290322581, 101.57893040293, 99.5195319722649
9/14/2017, 102.42, 102.88, 102.16, 102.65, 37654, 0.977609139327008, 0.75622673887486, 2.05965273479495, 2.44024118788565, 0, 1.55461948277353, 1.43902088786736, 0.115598594906176, 102.617818181818, 102.043139784946, 101.779601953602, 99.7323074969846
9/15/2017, 102.72, 103.39, 102.6, 103.2, 94059, 0.962054256243425, 1.92831243211882, 2.37402814628699, 2.37213138521568, 0, 1.60358013747901, 1.47193273778969, 0.131647399689326, 103.181818181818, 102.411827956989, 102.025047619047, 99.9527807419496
9/18/2017, 104.07, 104.44, 103.99, 104.38, 45816, 0.96301781262795, 2.28429501637151, 2.49311735022317, 2.50974571736243, 0, 1.7177962613938, 1.52110544251051, 0.19669081888329, 104.062363636363, 102.917419354839, 102.322901098901, 100.194718808194
9/19/2017, 104.32, 104.49, 104.04, 104.42, 26557, 0.936064061654856, 2.01788864628872, 2.40539208995355, 2.53793048721933, 0, 1.79089668598353, 1.57506369120511, 0.215832994778412, 104.510363636363, 103.455096774194, 102.604727716728, 100.432463474524
9/20/2017, 104.81, 105.09, 103.52, 104.6, 29425, 0.962778382907267, 2.15620369516525, 2.23209648867016, 2.5685112870072, 0, 1.84211899372781, 1.62847475170965, 0.213644242018156, 104.846181818181, 104.022795698925, 102.895389499389, 100.669184627527
9/21/2017, 104.89, 104.89, 104.19, 104.5, 21782, 0.949007539803781, 1.81824929607817, 1.97935798625082, 2.49905837926807, 0, 1.85328041439666, 1.67343588424706, 0.179844530149609, 105.055272727272, 104.524344086022, 103.182798534798, 100.898802017654
9/22/2017, 103.58, 104.27, 103.48, 103.7, 21055, 0.957692608621218, 2.1829274515048, 1.80597361607778, 2.4212108437606, 0, 1.77708744865976, 1.6941661971296, 0.0829212515301607, 104.681818181818, 104.673892473119, 103.431372405372, 101.10631147541
9/25/2017, 101.78, 101.78, 99.89, 100.46, 79407, 1.12877849231853, 0.828710420014324, 0.954871160570652, 1.98704595770157, 0, 1.43867885785552, 1.64306872927478, -0.20438987141926, 103.377636363636, 104.337698924732, 103.4957997558, 101.239635135135
9/26/2017, 101.22, 101.48, 100.62, 100.76, 32527, 1.11976213746927, 0.660367343050224, 1.11100422633575, 2.16223018760068, 0, 1.18108034531252, 1.55067105248233, -0.369590707169806, 102.318363636363, 104.091698924732, 103.567094017094, 101.376488230166
9/27/2017, 101.48, 101.83, 101.02, 101.64, 30187, 1.10720062301095, 0.55051567780128, 1.15593283463623, 2.23589531585556, 0, 1.03599797400037, 1.44773643678594, -0.41173846278557, 101.72109090909, 103.911870967742, 103.694549450549, 101.529159335288
9/28/2017, 100.65, 101.16, 100.57, 101.05, 32898, 1.11092605399992, 0.321024572493128, 0.875109806211593, 2.18178299965332, 0, 0.863457677684551, 1.33088068496566, -0.467423007281109, 100.960545454545, 103.722946236559, 103.802439560439, 101.666077483218
9/29/2017, 101.52, 102.66, 101.26, 102.51, 51909, 1.11887741555806, 0.601692670618811, 1.1191332599968, 2.14823689083292, 0, 0.834903796779756, 1.23168530732848, -0.396781510548723, 100.901636363636, 103.600580645162, 103.952258852259, 101.830888213441
10/2/2017, 102.97, 103.41, 102.89, 102.97, 38277, 1.10188712902218, 0.597172005283015, 1.20557806635518, 2.11575900894188, 0, 0.839713106079074, 1.1532908670786, -0.313577760999524, 101.275272727272, 103.521720430108, 104.113719169719, 102.001934837093
10/3/2017, 104.73, 105.4, 104.5, 105.38, 103687, 1.13815004547014, 1.14147400724634, 1.41277668744994, 2.32945041820161, 0, 1.02616241557479, 1.12786517677784, -0.101702761203048, 102.566363636363, 103.783935483871, 104.390927960928, 102.219800496004
10/4/2017, 105.35, 105.82, 105.1, 105.35, 36390, 1.11572225156204, 1.13158886677444, 1.41777214491378, 2.24471578637778, 0, 1.15815361343526, 1.13392286410932, 0.0242307493259393, 103.830727272727, 104.088774193549, 104.65641025641, 102.43268815445
10/5/2017, 105.5, 106.58, 105.5, 106.52, 80276, 1.10602959295868, 1.17615293331699, 1.44079967630572, 2.27202464034948, 0, 1.34170052214718, 1.17547839571689, 0.166222126430286, 105.438363636363, 104.532580645162, 104.960048840049, 102.665518134715
10/6/2017, 105.63, 105.97, 105.36, 105.93, 42271, 1.11133350920287, 0.997689833953864, 1.42884883676354, 2.15567459874978, 0, 1.42314951874886, 1.22501262032329, 0.198136898425572, 106.571999999999, 104.860064516129, 105.209594627595, 102.881632391432
10/9/2017, 105.7, 106.15, 105.52, 105.94, 27890, 1.08540098827985, 0.953589527513248, 1.34432347467826, 2.36000381870784, 0, 1.47154232783851, 1.27431856182633, 0.197223766012176, 106.939454545454, 105.180086021506, 105.469882783883, 103.09369072165
10/10/2017, 106.36, 107, 106.36, 107, 117645, 1.07044870713504, 1.429017770875, 1.41577034255169, 2.43076524354362, 0, 1.57724561327527, 1.33490397211612, 0.242341641159149, 107.434181818181, 105.550172043011, 105.767142857143, 103.32315855573
10/11/2017, 106, 106.56, 105.96, 106.54, 72406, 1.07012493974354, 1.24719581724984, 1.27309487431776, 2.24000361860286, 0, 1.60539211197045, 1.38900160008698, 0.216390511883463, 107.605636363636, 105.81470967742, 106.030043956044, 103.538853206257
10/12/2017, 106.4, 106.41, 105.87, 105.99, 68309, 1.05350085410192, 0.990900129342529, 1.27743887330526, 2.08953931188956, 0, 1.56527450141002, 1.42425618035159, 0.141018321058427, 107.201818181818, 106.019376344086, 106.264070818071, 103.739272419628
10/13/2017, 106.59, 107, 106.56, 106.63, 132656, 1.04217882162571, 1.21877969721841, 1.36583515871103, 2.22631951022, 0, 1.5670595700432, 1.45281685828991, 0.114242711753287, 107.041636363636, 106.290064516129, 106.519247863248, 103.948619359423
10/16/2017, 107.07, 107.28, 106.87, 107.25, 46431, 1.01464942995293, 1.01975879885727, 1.3834889305779, 2.27083365791323, 0, 1.60005858882938, 1.48226520439781, 0.117793384431578, 106.962909090908, 106.616838709678, 106.823748473748, 104.166293467337
10/17/2017, 106.89, 106.9, 106.29, 106.29, 55557, 1.01778242350484, 0.769934312022512, 1.10368690229189, 2.04962466568661, 0, 1.53109703843302, 1.49203157120485, 0.0390654672281692, 106.80109090909, 106.695440860215, 107.04387057387, 104.360743283582
10/18/2017, 106.91, 107.5, 106.64, 107.22, 36944, 1.01493274673207, 0.870340314483054, 1.12375844918599, 2.12544288989214, 2.34521337319776, 1.53380696859618, 1.50038665068312, 0.0334203179130661, 106.904909090908, 106.878279569893, 107.276373626373, 104.569817250382
10/19/2017, 105.3, 105.76, 104.61, 105.37, 52956, 1.10496379092135, 0.513964012395166, 0.897179642305902, 1.90526780294973, 2.14911367786155, 1.3708725039822, 1.47448382134293, -0.103611317360734, 106.501636363636, 106.832129032258, 107.421863247863, 104.738548017363
10/20/2017, 106.17, 106.48, 106.05, 106.09, 43556, 1.09490557938461, 0.540047943602677, 1.58183467684505, 2.06329033581649, 2.10599551942597, 1.28503071542158, 1.43659320015866, -0.151562484737078, 106.291818181817, 106.81270967742, 107.576942612942, 104.918091857433
10/23/2017, 105.99, 105.99, 105.22, 105.32, 67714, 1.0890676630371, 0.194697613895195, 1.51632972188603, 1.86163060025824, 2.09435559275787, 1.14170702677242, 1.37761596548141, -0.235908938708992, 105.809272727272, 106.782903225807, 107.665179487179, 105.079209469154
10/24/2017, 105.34, 105.82, 105.02, 105.25, 75282, 1.07330713498826, 0.175046883431176, 1.32624795763854, 1.83630581162967, 2.0636536895222, 1.01082143564533, 1.3042570595142, -0.293435623868871, 105.548363636363, 106.739892473119, 107.735062271062, 105.235861709685
10/25/2017, 105.88, 106.13, 104.12, 104.85, 58101, 1.11938290090261, 0.071470563534009, 1.30985737540784, 1.79862140846248, 1.96967892958971, 0.864847580082554, 1.21637516362787, -0.351527583545315, 105.152727272727, 106.65047311828, 107.811692307692, 105.381784156466
10/26/2017, 105.08, 105.25, 104.54, 104.6, 132919, 1.0998941902644, 0.0447639246869482, 1.06295516997394, 1.72899691211986, 1.92059169678277, 0.720681766407083, 1.11723648418371, -0.396554717776629, 104.652909090908, 106.50911827957, 107.848698412698, 105.520086399108
10/27/2017, 104.98, 105.67, 104.47, 105.6, 51248, 1.09182278112286, 0.364773262972115, 1.47106688782902, 1.79372624894259, 1.99911345437942, 0.679290524736473, 1.02964729229426, -0.350356767557791, 104.702363636363, 106.518731182796, 107.931443223443, 105.674798490983
10/30/2017, 104.79, 105.11, 104.33, 104.77, 52795, 1.10605766347471, 0.981652504025027, 1.2738754661823, 1.54242376682593, 1.93259975577976, 0.572909460467613, 0.938299725928934, -0.36539026546132, 104.645272727272, 106.486215053764, 107.974766788767, 105.810795625427
10/31/2017, 105.31, 105.8, 105.28, 105.76, 42546, 1.08961401599974, 1.11294049990516, 1.24401060506161, 1.82244095587593, 2.00081302577565, 0.562007949026594, 0.863041370548466, -0.301033421521872, 104.873454545454, 106.579462365592, 108.055792429792, 105.962896863011
11/1/2017, 106.93, 107.28, 106.49, 106.56, 61216, 1.09868336538594, 1.09063638945481, 1.15359392059328, 1.99589441858051, 2.00442463797836, 0.610879893635172, 0.812609075165807, -0.201729181530635, 105.592909090908, 106.777569892473, 108.173228327228, 106.127184565859
11/2/2017, 106.95, 107.11, 106.23, 106.8, 37103, 1.08260219517556, 1.29332244623949, 1.1189243912219, 1.9806213987365, 2.04829404986442, 0.661353583643205, 0.782357976861287, -0.121004393218082, 106.061272727272, 106.986817204301, 108.270886446886, 106.292909912304
11/3/2017, 106.81, 107, 106.12, 106.57, 89015, 1.07197915663425, 0.947988973392212, 1.07714847672409, 2.01522562629064, 2.04462120761905, 0.675014126143594, 0.760889206717748, -0.0858750805741539, 106.516181818181, 107.09870967742, 108.360327228327, 106.451278136106
11/6/2017, 106.99, 108.05, 106.99, 107.99, 88365, 1.07351400857845, 1.11928190451802, 1.19348162783222, 2.27236497980779, 2.06896188600381, 0.791300714984132, 0.766971508371025, 0.024329206613107, 107.281454545454, 107.156258064517, 108.47431990232, 106.633068898066
11/7/2017, 108.78, 108.93, 108.21, 108.33, 51262, 1.06002343669406, 0.754792038211479, 1.36401105908682, 2.32099666957779, 2.04127894492552, 0.900513276440591, 0.793679861984938, 0.106833414455653, 108.004545454545, 107.228365591398, 108.59355067155, 106.817841085271
11/8/2017, 108.5, 108.67, 108.23, 108.45, 46407, 1.02619384003886, 0.792478021780853, 1.37850428149355, 2.16451361953292, 2.01465287396129, 0.985389063605155, 0.832021702308982, 0.153367361296173, 108.52109090909, 107.325526881721, 108.720515262515, 107.001486601809
