Date,GXC_Open,GXC_High,GXC_Low,GXC_Close,GXC_Volume,GXC_ATRPercentOfClose20,GXC_SQN25,GXC_SQN50,GXC_SQN100,GXC_SQN200,GXC_MACD,GXC_MACD_Avg,GXC_MACD_Diff,GXC_LinReg10,GXC_LinReg30,GXC_LinReg90,GXC_LinReg270
5/8/2017, 83.05, 83.14, 82.7, 82.72, 322821, 0.840273857601889, 0.273955007298977, 0.465336767154564, 0, 0, 0.259865230866865, 0.388080516448863, -0.128215285581998, 82.8570909090911, 83.3855483870967, 85.0051175548589, 85.0051175548589
5/9/2017, 83.98, 84.57, 83.93, 84.31, 84564, 0.892919948117505, 0.492716757714882, 0.8296691212037, 0, 0, 0.327984383559155, 0.376061289870922, -0.0480769063117666, 83.2123636363638, 83.542129032258, 85.0772522982636, 85.0772522982636
5/10/2017, 84.73, 85.05, 84.6, 84.97, 16651, 0.885229807985141, 0.691144295061908, 1.03932555817993, 0, 0, 0.430265948961264, 0.38690222168899, 0.0433637272722737, 83.7589090909093, 83.7985806451612, 85.1751760299625, 85.1751760299625
5/11/2017, 84.8, 84.95, 84.31, 84.81, 34573, 0.881465369004511, 0.580236525015749, 0.792202438662633, 0, 0, 0.492734230128605, 0.408068623376913, 0.0846656067516917, 84.1658181818183, 84.0151182795699, 85.2617753357753, 85.2617753357753
5/12/2017, 85.1, 85.5, 85.1, 85.5, 45246, 0.8709850765849, 0.83902149524791, 1.30727811924235, 0, 0, 0.591104145799562, 0.444675727861443, 0.146428417938119, 84.7447272727274, 84.2738494623656, 85.3051452991453, 85.3743573817487
5/15/2017, 85.73, 86.26, 85.7, 86.18, 36082, 0.86500072923658, 1.01697901088543, 1.39615473643103, 0, 0, 0.71568337721358, 0.49887725773187, 0.21680611948171, 85.5507272727274, 84.5670967741936, 85.3894774114774, 85.5112412342216
5/16/2017, 85.95, 86.62, 85.95, 86.61, 44537, 0.856350013893639, 1.252167232445, 1.52860802346399, 0, 0, 0.839434246529805, 0.566988655491457, 0.272445591038348, 86.3658181818183, 84.9455913978495, 85.5104713064713, 85.6606840539922
5/17/2017, 86.01, 86.16, 85.21, 85.26, 42454, 0.908515727986884, 0.879339932931062, 1.11601947800673, 0, 0, 0.819131545891167, 0.617417233571399, 0.201714312319768, 86.5009090909092, 85.1309247311829, 85.5544542124542, 85.7475408734602
5/18/2017, 84.85, 85.68, 84.53, 85.48, 29492, 0.928135802757998, 0.877144999364147, 1.12417337134021, 0, 0, 0.811439896719691, 0.656221766201058, 0.155218130518633, 86.4338181818182, 85.3405376344087, 85.607623931624, 85.8398092105263
5/19/2017, 86.07, 86.95, 86.07, 86.78, 73586, 0.95321728507451, 1.25643100633099, 1.55453192297745, 0, 0, 0.899870201252355, 0.704951453211317, 0.194918748041038, 86.6872727272728, 85.6904731182797, 85.7319438339439, 85.9815442439862
5/22/2017, 87.26, 87.65, 87.26, 87.55, 105249, 0.94727796914709, 1.31948378066124, 1.62122890915344, 0, 0, 1.02032277373519, 0.768025717316091, 0.252297056419097, 86.9692727272728, 86.1181935483872, 85.8918046398047, 86.1489585524931
5/23/2017, 87.36, 87.51, 86.99, 87.01, 54289, 0.937679311445653, 1.60127731455249, 1.23997711645023, 0, 0, 1.05998991429884, 0.826418556712641, 0.233571357586198, 87.1192727272728, 86.4289677419356, 86.0128205128206, 86.288225108225
5/24/2017, 87.1, 87.2, 86.95, 87.14, 23797, 0.903811143498301, 1.67955531766247, 1.35587094026867, 0, 0, 1.08935887155755, 0.879006619681623, 0.210352251875928, 87.2989090909092, 86.7027526881721, 86.1353357753358, 86.4272686868686
5/25/2017, 88.06, 88.3, 87.9, 88.13, 21309, 0.914787222196981, 1.63173933536309, 1.31357263689387, 0, 0, 1.17892875121544, 0.938991045988386, 0.239937705227052, 87.6701818181819, 87.0859784946237, 86.2885347985348, 86.5999861386138
5/26/2017, 88, 88.27, 87.95, 88.23, 34562, 0.886197302477716, 1.67711460143789, 1.15137731346206, 2.65891992455037, 0, 1.24364670534948, 0.999922177860604, 0.243724527488873, 88.0329090909091, 87.4320860215054, 86.4486422466424, 86.770163075131
5/30/2017, 88.09, 88.32, 88.01, 88.21, 18317, 0.859650023781072, 1.5519201847071, 1.22515448885347, 2.50958063501038, 0, 1.2785836015474, 1.05565446259796, 0.222929138949434, 88.3758181818182, 87.7691827956991, 86.5911648351649, 86.9332686084142
5/31/2017, 88.03, 88.03, 87.44, 87.54, 61734, 0.866897900021041, 1.03877592033307, 0.852747681176008, 2.20819222938457, 0, 1.23793776692699, 1.09211112346377, 0.145826643463222, 88.4625454545455, 87.9079569892474, 86.6927741147742, 87.0647255414488
6/1/2017, 88.04, 88.61, 87.93, 88.61, 56182, 0.873985216786478, 1.35512993635637, 1.40900478092348, 2.4406616676424, 0, 1.27734131225941, 1.1291571612229, 0.148184151036513, 88.5981818181819, 88.1372258064517, 86.846153846154, 87.2318516483516
6/2/2017, 88.49, 88.76, 88.37, 88.76, 46797, 0.850852169406008, 1.45282367559788, 1.34791365372675, 2.40298406036009, 0, 1.30562225162517, 1.16445017930335, 0.141172072321816, 88.6469090909091, 88.4199784946238, 87.0114188034189, 87.3985822102425
6/5/2017, 88.53, 88.82, 88.45, 88.72, 45608, 0.829526111684551, 1.46354015834113, 1.28405974392799, 2.24133125141721, 0, 1.3097099135029, 1.19350212614326, 0.116207787359639, 88.7629090909091, 88.6562150537636, 87.1764004884006, 87.5578610474342
6/6/2017, 88.84, 89.3, 88.81, 89.09, 59759, 0.81732830617601, 1.44138588263869, 1.36225018740471, 2.21932018839531, 0, 1.32750269801106, 1.22030224051682, 0.107200457494239, 89.0549090909091, 88.9259569892474, 87.3516019536021, 87.7251090342678
6/7/2017, 89.15, 89.35, 89.03, 89.34, 28734, 0.792198229878662, 1.56908713800627, 1.5434919808455, 2.32191423349628, 0, 1.34625769786206, 1.24549333198587, 0.10076436587619, 89.2412727272727, 89.2593763440861, 87.5231355311356, 87.8956116207951
6/8/2017, 90.58, 91.38, 90.16, 90.91, 52884, 0.851790126108147, 2.02389141445363, 1.7185040348475, 2.47437220460533, 0, 1.47085198323977, 1.29056506223665, 0.180286921003121, 89.868909090909, 89.7491827956991, 87.7480903540905, 88.1170125104253
6/9/2017, 90.78, 90.96, 88.98, 89.54, 145502, 0.932146843268561, 1.87319088440423, 1.39311439416435, 2.25061703948405, 0, 1.44241899334207, 1.32093584845773, 0.12148314488434, 90.0156363636364, 90.0099784946238, 87.9072576312577, 88.2817837837837
6/12/2017, 88.89, 89.12, 88.2, 88.82, 86787, 0.968151395282072, 1.60313339752748, 1.35140175386862, 2.04069265979005, 0, 1.34626871358358, 1.3260024214829, 0.0202662921006802, 89.8567272727273, 90.1380430107528, 88.0264151404152, 88.4153008365508
6/13/2017, 89.44, 89.76, 89.01, 89.15, 39914, 0.969059412030354, 1.72494891104281, 1.53863962953629, 2.1587794678458, 0, 1.28191999054108, 1.31718593529454, -0.0352659447534553, 89.7756363636363, 90.3041290322582, 88.1535579975581, 88.5558059418457
