Date,FXB_Open,FXB_High,FXB_Low,FXB_Close,FXB_Volume,FXB_ATRPercentOfClose20,FXB_SQN25,FXB_SQN50,FXB_SQN100,FXB_SQN200,FXB_MACD,FXB_MACD_Avg,FXB_MACD_Diff,FXB_LinReg10,FXB_LinReg30,FXB_LinReg90,FXB_LinReg270
1/3/2017, 119.76, 119.76, 119.02, 119.33, 122962, 0, 0, 0, 0, 0, 0, 0, 0, 119.33, 119.33, 119.33, 119.33
1/4/2017, 119.86, 120.45, 119.75, 120.24, 24747, 0, 0, 0, 0, 0, 0.0725925925925992, 0.0145185185185198, 0.0580740740740794, 120.24, 120.24, 120.24, 120.24
1/5/2017, 120.14, 121.27, 120.14, 121.14, 125316, 0, 0, 0, 0, 0, 0.200434736731054, 0.0517017621610268, 0.148732974570028, 121.141666666667, 121.141666666667, 121.141666666667, 121.141666666667
1/6/2017, 120.28, 120.35, 119.64, 119.85, 82633, 0, 0, 0, 0, 0, 0.195405821321202, 0.0804425739930618, 0.11496324732814, 120.509, 120.509, 120.509, 120.509
1/9/2017, 118.56, 118.83, 118.35, 118.68, 123088, 0, 0, 0, 0, 0, 0.0959056075804909, 0.0835351807105477, 0.0123704268699433, 119.51, 119.51, 119.51, 119.51
1/10/2017, 118.7, 118.93, 118.57, 118.75, 73922, 0, 0, 0, 0, 0, 0.0224407038511032, 0.0713162853386588, -0.0488755814875556, 119.031428571429, 119.031428571429, 119.031428571429, 119.031428571429
1/11/2017, 118.28, 119.66, 117.48, 119.05, 314122, 0, 0, 0, 0, 0, -0.0114413797414556, 0.0547647523226359, -0.0662061320640915, 118.904285714286, 118.904285714286, 118.904285714286, 118.904285714286
1/12/2017, 119.62, 119.89, 118.6, 118.77, 77067, 0, 0, 0, 0, 0, -0.0601929679721991, 0.0317732082636689, -0.091966176235868, 118.7175, 118.7175, 118.7175, 118.7175
1/13/2017, 118.66, 119.12, 118.29, 118.92, 28251, 0, 0, 0, 0, 0, -0.0857368850421665, 0.00827118960250182, -0.0940080746446683, 118.659111111111, 118.659111111111, 118.659111111111, 118.659111111111
1/17/2017, 120.69, 121.12, 120.52, 120.96, 168192, 0, 0, 0, 0, 0, 0.0579621757724453, 0.0182093868364905, 0.0397527889359548, 119.330363636364, 119.330363636364, 119.330363636364, 119.330363636364
1/18/2017, 120.01, 120.47, 119.56, 119.7, 78312, 0, 0, 0, 0, 0, 0.0693735519004122, 0.0284422198492749, 0.0409313320511373, 119.327818181818, 119.411818181818, 119.411818181818, 119.411818181818
1/19/2017, 120.14, 120.38, 119.82, 120.31, 73534, 0, 0, 0, 0, 0, 0.126184475625763, 0.0479906710045725, 0.0781938046211906, 119.697818181818, 119.652820512821, 119.652820512821, 119.652820512821
1/20/2017, 120.07, 120.78, 119.94, 120.6, 85243, 0, 0, 0, 0, 0, 0.192390362013114, 0.0768706092062809, 0.115519752806833, 120.344181818182, 119.914505494506, 119.914505494506, 119.914505494506
1/23/2017, 121.49, 122, 121.44, 121.95, 103287, 0, 0, 0, 0, 0, 0.349760895655507, 0.131448666496126, 0.218312229159381, 121.228363636364, 120.462571428571, 120.462571428571, 120.462571428571
1/24/2017, 121.61, 122.3, 121.61, 122, 94715, 0, 0, 0, 0, 0, 0.473059622632803, 0.199770857723462, 0.273288764909342, 121.781272727273, 120.902666666667, 120.902666666667, 120.902666666667
1/25/2017, 122.57, 123.29, 122.48, 123.25, 89129, 0, 0, 0, 0, 0, 0.66398529621749, 0.292613745422267, 0.371371550795223, 122.598909090909, 121.535441176471, 121.535441176471, 121.535441176471
1/26/2017, 122.75, 123, 122.57, 122.81, 79417, 0, 0, 0, 0, 0, 0.770904438812693, 0.388271884100352, 0.38263255471234, 123.079090909091, 121.948039215686, 121.948039215686, 121.948039215686
1/27/2017, 122.63, 122.68, 122.17, 122.45, 82727, 0, 0, 0, 0, 0, 0.81716981333814, 0.47405146994791, 0.34311834339023, 123.173818181818, 122.207543859649, 122.207543859649, 122.207543859649
1/30/2017, 122.16, 122.16, 121.64, 121.78, 24159, 0, 0, 0, 0, 0, 0.790657843939712, 0.53737274474627, 0.253285099193442, 122.866363636364, 122.287315789474, 122.287315789474, 122.287315789474
1/31/2017, 122.23, 122.86, 122.15, 122.73, 70224, 0, 0, 0, 0, 0, 0.836659487927363, 0.597230093382489, 0.239429394544874, 123.139090909091, 122.526285714286, 122.526285714286, 122.526285714286
2/1/2017, 123.19, 123.64, 123.04, 123.48, 160470, 0, 0, 0, 0, 0, 0.922995140761842, 0.66238310285836, 0.260612037903482, 123.322363636364, 122.85683982684, 122.85683982684, 122.85683982684
2/2/2017, 122.39, 122.54, 122.09, 122.3, 50117, 0.917187244480786, 0, 0, 0, 0, 0.885987516734573, 0.707103985633602, 0.178883531100971, 123.013818181818, 122.933122529644, 122.933122529644, 122.933122529644
2/3/2017, 121.71, 122.11, 121.51, 121.77, 50239, 0.907558511948757, 0, 0, 0, 0, 0.804617013388608, 0.726606591184604, 0.0780104222040043, 122.471636363636, 122.908260869565, 122.908260869565, 122.908260869565
2/6/2017, 121.5, 121.72, 121.22, 121.57, 62698, 0.88621970880974, 0, 0, 0, 0, 0.715741353919384, 0.72443354373156, -0.00869218981217568, 122.066545454545, 122.852166666667, 122.852166666667, 122.852166666667
2/7/2017, 120.79, 122.31, 120.7, 122.02, 66473, 0.904776622684806, 0, 0, 0, 0, 0.67385026625638, 0.714316888236524, -0.0404666219801435, 121.847636363636, 122.868430769231, 122.868430769231, 122.868430769231
2/8/2017, 122.19, 122.33, 121.99, 122.17, 43118, 0.872397489768356, 0.681710043372404, 0, 0, 0, 0.645316220181314, 0.700516754625482, -0.0552005344441677, 121.929454545455, 122.901709401709, 122.901709401709, 122.901709401709
2/9/2017, 122.46, 122.51, 121.84, 121.91, 35952, 0.858024454587401, 0.412860985802287, 0, 0, 0, 0.594865714336933, 0.679386546567772, -0.0845208322308391, 121.892363636364, 122.891931216931, 122.891931216931, 122.891931216931
2/10/2017, 121.35, 121.92, 121.35, 121.78, 27742, 0.839396232516116, 0.171170784769316, 0, 0, 0, 0.53818949791372, 0.651147136836962, -0.112957638923242, 121.787454545455, 122.863448275862, 122.863448275862, 122.863448275862
2/13/2017, 121.93, 122.19, 121.84, 122.14, 20980, 0.81186007479959, 0.600234128610161, 0, 0, 0, 0.516369789913611, 0.624191667452292, -0.107821877538681, 121.709454545455, 122.883379310345, 122.883379310345, 122.883379310345
2/14/2017, 121.58, 121.67, 121.4, 121.6, 35086, 0.805119737329119, 0.798026586252975, 0, 0, 0, 0.450313098005694, 0.589415953562972, -0.139102855557278, 121.615272727273, 122.830666666667, 122.830666666667, 122.830666666667
2/15/2017, 120.85, 121.72, 120.85, 121.47, 71121, 0.801493636751954, 0.743116024760685, 0, 0, 0, 0.383057135992289, 0.548144190048836, -0.165087054056547, 121.687818181818, 122.753096774193, 122.765967741935, 122.765967741935
2/16/2017, 121.88, 121.96, 121.52, 121.75, 63609, 0.779791050952335, 0.73626299935999, 0, 0, 0, 0.348334577309529, 0.508182267500974, -0.159847690191445, 121.730727272727, 122.757913978495, 122.739943181818, 122.739943181818
2/17/2017, 121.2, 121.42, 121.05, 121.05, 57315, 0.773999028754849, 0.616616701527928, 0, 0, 0, 0.261320212788149, 0.458809856558409, -0.19748964377026, 121.455818181818, 122.724172043011, 122.634064171123, 122.634064171123
2/21/2017, 121.07, 121.66, 121.05, 121.63, 31740, 0.756868809580167, 0.722554325138894, 0, 0, 0, 0.236436363515992, 0.414335157949926, -0.177898794433934, 121.380545454545, 122.678602150537, 122.602756302521, 122.602756302521
2/22/2017, 121.6, 121.71, 121.1, 121.51, 41750, 0.744836273917982, 0.179899374204768, 0, 0, 0, 0.204673389145867, 0.372402804189114, -0.167729415043247, 121.350545454545, 122.528322580645, 122.56019047619, 122.56019047619
2/23/2017, 121.89, 122.44, 121.89, 122.35, 55717, 0.740742156612875, 0.8623061240247, 0, 0, 0, 0.24446395464912, 0.346815034281115, -0.102351079631995, 121.668545454545, 122.471032258064, 122.610135135135, 122.610135135135
2/24/2017, 122.03, 122.05, 121.4, 121.49, 115246, 0.747784284455559, 0.381108828106186, 0, 0, 0, 0.204248996514622, 0.318301826727817, -0.114052830213195, 121.627636363636, 122.301397849462, 122.565220483642, 122.565220483642
2/27/2017, 121.12, 121.66, 121.09, 121.34, 40376, 0.734760978099395, 0.244076991581561, 0, 0, 0, 0.158448114825035, 0.28633108434726, -0.127882969522226, 121.531818181818, 122.078322580645, 122.508218623482, 122.508218623482
2/28/2017, 121.3, 121.54, 120.91, 121.02, 82365, 0.725897390749063, -0.304787274511478, 0, 0, 0, 0.0952314911101126, 0.248111165699831, -0.152879674589718, 121.421454545455, 121.808064516129, 122.423756410256, 122.423756410256
3/1/2017, 119.89, 120.2, 119.76, 119.8, 74268, 0.749212830693063, -0.687483470006396, 0, 0, 0, -0.0527043991635168, 0.187948052727161, -0.240652451890678, 120.842727272727, 121.505462365591, 122.228182926829, 122.228182926829
3/2/2017, 119.65, 119.82, 119.39, 119.6, 105872, 0.730918998839277, -1.26990086877933, 0, 0, 0, -0.183962382720779, 0.113565965637573, -0.297528348358352, 120.267090909091, 121.100967741935, 122.0293728223, 122.0293728223
3/3/2017, 119.25, 119.93, 119.2, 119.93, 201605, 0.722896828550977, -0.992405440786029, 0, 0, 0, -0.258378610491022, 0.0391770504118543, -0.297555660902876, 119.963454545455, 120.779655913978, 121.876478405316, 121.876478405316
3/6/2017, 119.65, 119.65, 119.21, 119.3, 74415, 0.720554617063812, -1.07686226170897, 0, 0, 0, -0.363993847513413, -0.0414571291731992, -0.322536718340214, 119.401454545455, 120.400193548387, 121.678657505285, 121.678657505285
3/7/2017, 118.99, 119.05, 118.68, 119, 189503, 0.712303004411152, -0.968499181032007, 0, 0, 0, -0.466524373983788, -0.126470578135317, -0.340053795848471, 118.947272727273, 120.081053763441, 121.469454545454, 121.469454545454
3/8/2017, 118.69, 118.73, 118.4, 118.63, 118855, 0.704087116654141, -1.54115251603592, 0, 0, 0, -0.571053710973558, -0.215387204702965, -0.355666506270593, 118.484727272727, 119.737333333333, 121.244038647343, 121.244038647343
3/9/2017, 118.72, 118.89, 118.33, 118.67, 59315, 0.692252143896913, -1.91674689741331, 0, 0, 0, -0.643251297378967, -0.300960023238166, -0.342291274140801, 118.361090909091, 119.50376344086, 121.038547641073, 121.038547641073
3/10/2017, 118.58, 118.85, 118.45, 118.68, 95994, 0.674436162962878, -1.57343723291142, 0, 0, 0, -0.691688138039851, -0.379105646198503, -0.312582491841348, 118.269636363636, 119.271677419354, 120.848723404255, 120.848723404255
3/13/2017, 119.24, 119.43, 119.17, 119.21, 67678, 0.669322872488991, -1.08128598204396, 0, 0, 0, -0.679475541542942, -0.439179625267391, -0.240295916275552, 118.484545454545, 119.109483870967, 120.715204081632, 120.715204081632
3/14/2017, 118.43, 118.66, 118.36, 118.51, 281319, 0.675474480195274, -1.25938089980207, 0, 0, 0, -0.718004412759967, -0.494944582765906, -0.223059829994061, 118.509818181818, 118.834709677419, 120.5356, 120.5356
3/15/2017, 118.89, 119.94, 118.86, 119.91, 182161, 0.693836682641521, -0.737015306213483, 0, 0, 0, -0.628327552172067, -0.521621176647138, -0.106706375524929, 118.911636363636, 118.822, 120.477058823529, 120.477058823529
3/16/2017, 120.54, 120.64, 120.29, 120.46, 106669, 0.686435819232672, -0.580333129719126, 0.240570062356629, 0, 0, -0.507032831743686, -0.518703507666448, 0.0116706759227617, 119.457454545455, 118.947268817204, 120.464441930618, 120.464441930618
3/17/2017, 120.44, 120.9, 120.43, 120.81, 133230, 0.669676813554583, -0.366062048572079, 0.132588425616376, 0, 0, -0.37830297577564, -0.490623401288286, 0.112320425512647, 120.143272727273, 119.05776344086, 120.47892597968, 120.47892597968
