Date,FXB_Open,FXB_High,FXB_Low,FXB_Close,FXB_Volume,FXB_ATRPercentOfClose20,FXB_SQN25,FXB_SQN50,FXB_SQN100,FXB_SQN200,FXB_MACD,FXB_MACD_Avg,FXB_MACD_Diff,FXB_LinReg10,FXB_LinReg30,FXB_LinReg90,FXB_LinReg270
3/20/2017, 120.82, 120.84, 120.29, 120.46, 49239, 0.66087060479207, -0.440202622480694, -0.113439845234054, 0, 0, -0.301055333911506, -0.45270978781293, 0.151654453901424, 120.534181818182, 119.098129032258, 120.466897274633, 120.466897274633
3/21/2017, 121.48, 121.79, 121.31, 121.69, 144624, 0.676128271843128, -0.128509077112437, 0.38598282854291, 0, 0, -0.138983189044609, -0.389964468059266, 0.250981279014657, 121.226727272727, 119.289677419355, 120.544356902357, 120.544356902357
3/22/2017, 121.13, 121.74, 121.11, 121.73, 49269, 0.667987734581127, 0.0543991488646362, 0.647374753211548, 0, 0, -0.00722885116832117, -0.313417344681077, 0.306188493512756, 121.712363636363, 119.51552688172, 120.619909090909, 120.619909090909
3/23/2017, 122, 122.14, 121.89, 122.07, 37844, 0.649614480085464, 0.203753736691917, 0.700739877473328, 0, 0, 0.123202369118445, -0.226093401921173, 0.349295771039618, 122.154363636364, 119.796387096774, 120.71454887218, 120.71454887218
3/24/2017, 121.61, 121.9, 121.6, 121.72, 16801, 0.638214899809653, 0.00341498075247863, 0.566394422192968, 0, 0, 0.196067828099601, -0.141661155917018, 0.337728984016619, 122.292, 120.016150537634, 120.779612825166, 120.779612825166
3/27/2017, 122.87, 122.89, 122.44, 122.49, 45484, 0.650251789734586, 0.469343664865444, 0.774183710339373, 0, 0, 0.312346260884254, -0.0508596725567635, 0.363205933441018, 122.635818181818, 120.32617204301, 120.89260666277, 120.89260666277
3/28/2017, 122.35, 122.37, 121.31, 121.43, 89383, 0.671719300324137, -0.0474388333725798, 0.519046691335942, 0, 0, 0.315329691004607, 0.0223782001555105, 0.292951490849096, 122.294545454545, 120.52111827957, 120.928966101695, 120.928966101695
3/29/2017, 120.98, 121.29, 120.9, 121.29, 56872, 0.660718368426432, -0.053584789468431, 0.090123688003062, 0, 0, 0.302905544335331, 0.0784836689914747, 0.224421875343857, 122.025636363636, 120.66688172043, 120.954131147541, 120.954131147541
3/30/2017, 121.92, 122.05, 121.51, 121.58, 43197, 0.65744040435203, -0.227856971650497, 0.439961353002222, 0, 0, 0.312853514388337, 0.125357638070847, 0.18749587631749, 121.891636363636, 120.842774193548, 120.996419883659, 120.996419883659
3/31/2017, 121.46, 122.27, 121.4, 122.14, 60716, 0.657319667128408, 0.220803297269183, 0.427403582557847, 0, 0, 0.361754590476721, 0.172637028552022, 0.189117561924699, 121.96, 121.107677419355, 121.071612903226, 121.071612903226
4/3/2017, 121.73, 121.96, 121.55, 121.67, 33598, 0.651111801889624, 0.117687734879277, 0.256739569802215, 0, 0, 0.358451962449351, 0.209800015331488, 0.148651947117863, 121.723454545454, 121.26376344086, 121.113531746032, 121.113531746032
4/4/2017, 121.42, 121.47, 121.1, 121.32, 99909, 0.643832297140745, 0.108344938096712, -0.128205815986912, 0, 0, 0.323859282798864, 0.232611868824963, 0.091247413973901, 121.546, 121.410107526881, 121.131788461538, 121.131788461538
4/5/2017, 121.56, 121.83, 121.45, 121.83, 172609, 0.630011061106947, 0.710799647884274, -0.0211585697220085, 0, 0, 0.333749812613462, 0.252839457582663, 0.0809103550307991, 121.572909090909, 121.615161290322, 121.179706293706, 121.179706293706
4/6/2017, 121.52, 121.9, 121.5, 121.5, 119597, 0.616596997497337, 0.664200400483574, -0.399809916143691, 0, 0, 0.311370600216193, 0.264545686109369, 0.0468249141068244, 121.548363636363, 121.832279569892, 121.2055269109, 121.2055269109
4/7/2017, 120.94, 120.96, 120.57, 120.58, 41002, 0.628800036789933, 0.22580568907878, -0.50751103379743, 0, 0, 0.216898332950919, 0.255016215477679, -0.0381178825267601, 121.167090909091, 121.880817204301, 121.176255487269, 121.176255487269
4/10/2017, 120.98, 121.13, 120.94, 120.95, 27637, 0.618269309750505, 0.564896514259695, -0.335004162436088, 0, 0, 0.169925492980127, 0.237998070978169, -0.0680725779980415, 121.129818181818, 121.97217204301, 121.169705882353, 121.169705882353
4/11/2017, 121.13, 121.74, 121.13, 121.71, 47082, 0.616142382413996, 0.904052077482101, 0.0012011768069897, 0, 0, 0.191813718154222, 0.228761200413379, -0.0369474822591572, 121.227090909091, 122.141139784946, 121.206550724638, 121.206550724638
4/12/2017, 121.74, 122.24, 121.68, 122.12, 54568, 0.606298353221642, 1.17129129724995, -0.12753783159155, 0, 0, 0.239483253909938, 0.230905611112691, 0.00857764279724721, 121.422727272727, 122.276344086021, 121.26447082495, 121.26447082495
4/13/2017, 122.1, 122.1, 121.85, 121.89, 40597, 0.588145845849993, 1.07537590554996, -0.365454824456655, 0, 0, 0.255754448545801, 0.235875378599313, 0.0198790699464879, 121.551636363636, 122.354064516129, 121.306842723005, 121.306842723005
4/17/2017, 122.39, 122.74, 122.37, 122.42, 45092, 0.59103612394317, 1.23589703065649, 0.0462718751520915, 0, 0, 0.307867157180212, 0.250273734315493, 0.057593422864719, 121.958727272727, 122.506258064516, 121.375970319635, 121.375970319635
4/18/2017, 124.12, 125.79, 124.08, 125.18, 770131, 0.683710737965064, 1.50877653273414, 0.720770622505219, 0, 0, 0.565358684945863, 0.313290724441567, 0.252067960504296, 123.21, 122.950580645161, 121.58994076268, 121.58994076268
4/19/2017, 125.08, 125.08, 124.47, 124.63, 100307, 0.680875910050096, 1.56938371140617, 0.646876906279129, 0, 0, 0.716779583509307, 0.393988496255115, 0.322791087254192, 124.009818181818, 123.267182795699, 121.764735135135, 121.764735135135
4/20/2017, 124.75, 125.16, 124.74, 124.89, 58352, 0.666704191176766, 1.3341241937807, 0.607632491747222, 0, 0, 0.847986503084528, 0.484788097620998, 0.36319840546353, 124.820909090909, 123.555784946236, 121.944989473684, 121.944989473684
4/21/2017, 124.63, 124.77, 124.46, 124.74, 38337, 0.651366459149134, 1.14781837386892, 0.545808189559844, 0, 0, 0.929154471377558, 0.57366137237231, 0.355493099005248, 125.347272727272, 123.787634408602, 122.109207108681, 122.109207108681
4/24/2017, 124.69, 124.69, 124.49, 124.64, 33552, 0.629323487713012, 1.02649176701439, 0.580264269305428, 0, 0, 0.974181746007389, 0.653765447099325, 0.320416298908063, 125.478363636363, 123.968301075269, 122.260839160839, 122.260839160839
4/25/2017, 124.93, 125.13, 124.82, 125.06, 72322, 0.615440073029924, 1.23885126423616, 0.691257756965236, 0, 0, 1.03186201250077, 0.729384760179614, 0.302477252321153, 125.60709090909, 124.199139784946, 122.426744563453, 122.426744563453
4/26/2017, 124.89, 125.35, 124.87, 125.24, 177173, 0.602990967394332, 0.995221377678833, 0.653995831912182, 0, 0, 1.07965296758817, 0.799438401661326, 0.280214565926848, 125.725818181818, 124.36840860215, 122.594183544304, 122.594183544304
4/27/2017, 125.63, 125.81, 125.39, 125.76, 77503, 0.593135013666053, 1.12059018769337, 0.874459853317304, 0, 0, 1.14627376752743, 0.868805474834547, 0.277468292692885, 125.913636363636, 124.653569892473, 122.779740740741, 122.779740740741
4/28/2017, 125.88, 126.33, 125.75, 126.19, 53530, 0.584539395773918, 1.14038134841652, 0.987222209994542, 0, 0, 1.21970859633993, 0.938986099135623, 0.280722497204304, 126.005454545454, 124.992215053763, 122.978045769347, 122.978045769347
5/1/2017, 125.94, 126.02, 125.58, 125.58, 53676, 0.582297141543838, 1.06143029827271, 0.798880765532017, 0, 0, 1.21468222465352, 0.994125324239202, 0.220556900414313, 125.758, 125.239827956989, 123.138577725536, 123.138577725536
5/2/2017, 125.87, 126.05, 125.81, 126.03, 40805, 0.569853457774509, 0.980910492490454, 1.04479352411131, 0, 0, 1.23279908758123, 1.04186007690761, 0.190939010673621, 126.045636363636, 125.490430107527, 123.313511187608, 123.313511187608
5/3/2017, 125.83, 125.94, 125.4, 125.42, 277644, 0.569109390202163, 1.15116147813281, 0.796261618186067, 0, 0, 1.18428324984562, 1.07034471149521, 0.113938538350411, 125.966181818181, 125.709698924731, 123.452487394958, 123.452487394958
5/4/2017, 125.61, 125.96, 125.61, 125.95, 52024, 0.559815916897162, 1.33915225466629, 0.925249837203931, 0, 0, 1.17505536273256, 1.09128684174268, 0.0837685209898837, 126.078727272727, 125.974817204301, 123.610082079343, 123.610082079343
5/5/2017, 126.09, 126.5, 126.06, 126.5, 38868, 0.551251968352076, 1.40235689465254, 0.86799052864876, 0, 0, 1.19830923621686, 1.11269132063752, 0.0856179155793415, 126.293454545454, 126.305161290322, 123.786238973537, 123.786238973537
5/8/2017, 126.16, 126.22, 125.99, 126.06, 46382, 0.545745718679286, 1.11008866995289, 0.971686126954277, 0, 0, 1.16777242215221, 1.12370754094046, 0.0440648812117561, 126.240181818181, 126.52776344086, 123.93525862069, 123.93525862069
5/9/2017, 125.95, 126.17, 125.9, 126.01, 271736, 0.52937758933319, 1.24783513441482, 0.994166610771292, 0, 0, 1.12655101600865, 1.12427623595409, 0.00227478005455417, 126.176181818181, 126.76735483871, 124.075926966292, 124.075926966292
5/10/2017, 126.12, 126.14, 125.99, 126.1, 40121, 0.508497434815872, 1.39012394981171, 1.08493344207211, 0, 0, 1.08859634149724, 1.11714025706272, -0.0285439155654856, 126.127454545454, 126.924989247312, 124.214838951311, 124.214838951311
5/11/2017, 125.36, 125.62, 125.32, 125.6, 61687, 0.516046578055473, 1.08516405446574, 1.28589525345985, 0, 0, 1.00656807694844, 1.09502582103987, -0.0884577440914258, 125.96309090909, 126.979720430107, 124.326283272283, 124.326283272283
5/12/2017, 125.48, 125.6, 125.39, 125.52, 37518, 0.498921906417934, 1.166760039219, 1.31563147536475, 0, 0, 0.924448290456382, 1.06091031492317, -0.136462024466787, 125.865818181818, 127.015827956989, 124.426456654457, 124.42975394171
5/15/2017, 125.84, 125.87, 125.52, 125.67, 25858, 0.487335432552718, 1.55938584004824, 1.27511125021316, 0, 0, 0.861540215108391, 1.02103629496021, -0.159496079851823, 125.734909090909, 127.08288172043, 124.548874236874, 124.535469845722
5/16/2017, 125.66, 125.96, 125.65, 125.84, 16611, 0.474660454692109, 1.49734427419529, 1.47356696819041, 0, 0, 0.815996392939923, 0.980028314556156, -0.164031921616233, 125.747818181818, 127.117397849462, 124.694744810745, 124.644166094715
5/17/2017, 126.27, 126.5, 126.04, 126.29, 71340, 0.475451009878314, 1.41429159193974, 1.64411703891302, 0, 0, 0.806912242888387, 0.945405100222602, -0.138492857334215, 125.804545454545, 127.158774193548, 124.828175824176, 124.767424412094
5/18/2017, 126.95, 126.95, 125.57, 126.07, 216784, 0.507198164794604, 1.21543423814044, 1.68777261438241, 0, 0, 0.773049592644171, 0.910933998706916, -0.137884406062745, 125.843818181818, 127.17417204301, 124.921272283272, 124.876789473684
5/19/2017, 126.82, 127.03, 126.77, 126.96, 134540, 0.516267714271211, 1.53126771404276, 1.8498511665494, 0, 0, 0.8087064952432, 0.890488498014173, -0.0817820027709726, 126.294, 127.253139784946, 125.049413919414, 125.018434278351
5/22/2017, 126.7, 127.04, 126.6, 126.64, 114260, 0.509065710310166, 1.2684800817771, 1.77060716922799, 0, 0, 0.801899720980416, 0.872770742607421, -0.0708710216270059, 126.520545454545, 127.194946236559, 125.16421978022, 125.141742057648
5/23/2017, 126.54, 126.95, 126.29, 126.3, 77301, 0.51104257700709, 0.547684624120851, 1.5748619104022, 0, 0, 0.760305812700679, 0.850277756626073, -0.089971943925394, 126.588, 127.079182795699, 125.252380952381, 125.246734693878
5/24/2017, 125.98, 126.25, 125.98, 126.25, 10312, 0.498355988928282, 0.824782977097305, 1.75289648050287, 0, 0, 0.715064935128794, 0.823235192326617, -0.108170257197823, 126.640363636363, 126.973225806451, 125.336173382173, 125.345771717172
5/25/2017, 126.14, 126.28, 126, 126.07, 113873, 0.485219095915649, 0.601681247773016, 1.44965644357591, 0, 0, 0.657111940619444, 0.790010541985183, -0.132898601365739, 126.522363636363, 126.842473118279, 125.452061050061, 125.433992079208
5/26/2017, 124.79, 124.89, 124.46, 124.79, 150744, 0.530194669853206, 0.0306829225366822, 0.986037652135273, 0.820500189027095, 0, 0.502110455569451, 0.732430524702036, -0.230320069132586, 125.920545454545, 126.508494623655, 125.480253968254, 125.46894583576
5/30/2017, 125.12, 125.52, 125.08, 125.27, 79500, 0.530892018906621, 0.272019331921346, 1.00993077449882, 0.758350498113061, 0, 0.413239087446868, 0.668592237251003, -0.255353149804134, 125.554363636363, 126.252043010752, 125.539255189255, 125.520968970112
5/31/2017, 125.16, 125.83, 125.16, 125.53, 57213, 0.52998965225851, 0.206517223608359, 1.15105932196498, 0.667000947599767, 0, 0.359641986069391, 0.60680218701468, -0.247160200945289, 125.333818181818, 126.194193548387, 125.612432234432, 125.580905526512
6/1/2017, 125.35, 125.7, 125.35, 125.49, 22100, 0.517595991677507, 0.114452790147833, 0.892205546120123, 0.869746599073595, 0, 0.310360587713021, 0.547513867154348, -0.237153279441328, 125.206363636363, 126.092344086021, 125.710249084249, 125.637043956044
6/2/2017, 125.4, 125.63, 125.28, 125.46, 62217, 0.505782440186751, -0.119486299039766, 0.875827518312479, 1.0631203604309, 0, 0.265819770337373, 0.491175047790953, -0.22535527745358, 125.068181818181, 125.998473118279, 125.805272283272, 125.689920934412
6/5/2017, 125.98, 126.04, 125.73, 125.76, 50965, 0.502406899638504, -0.176513283574209, 0.864958842000036, 1.09609009102243, 0, 0.251825457346897, 0.443305129702142, -0.191479672355246, 125.244909090909, 125.928989247311, 125.938652014652, 125.751952036678
6/6/2017, 125.62, 125.75, 125.49, 125.74, 21936, 0.488098911353678, 0.0806529952857325, 0.946469532616239, 1.0466320690127, 0, 0.236396004635296, 0.401923304688773, -0.165527300053477, 125.416181818182, 125.843720430107, 126.059540903541, 125.810960539979
6/7/2017, 125.96, 126.39, 125.79, 126.28, 173151, 0.487447570937052, 0.119698330670064, 0.895369034028108, 1.16957022221457, 0, 0.264690353597615, 0.374476714470541, -0.109786360872926, 125.755090909091, 125.847870967741, 126.193887667888, 125.887526333673
6/8/2017, 125.87, 126.17, 125.75, 126.13, 69367, 0.484635973162883, 0.336174288663502, 1.15123202242278, 1.123351063592, 0, 0.271876064566982, 0.353956584489829, -0.0820805199228477, 126.033272727272, 125.837118279569, 126.303982905983, 125.955956630526
6/9/2017, 123.98, 124.17, 123.79, 124.03, 189877, 0.562531472468617, -0.643822708585364, 0.612537912877961, 0.492723617343362, 0, 0.106886224847059, 0.304542512561275, -0.197656287714216, 125.556545454545, 125.588838709677, 126.340207570208, 125.946628992629
6/12/2017, 123.46, 123.54, 123.12, 123.31, 112046, 0.574424131082381, -1.07982656705208, 0.39005742205826, 0.586327425090415, 0, -0.0810332931653761, 0.227427351415945, -0.308460644581321, 124.686363636363, 125.289032258064, 126.360673992674, 125.911726190476
6/13/2017, 123.93, 124.24, 123.89, 124.23, 39976, 0.579092229120019, -0.580598550271572, 0.45988354899929, 0.62774726145815, 0, -0.153949915047889, 0.151151898123178, -0.305101813171067, 124.310727272727, 125.083870967741, 126.395257631258, 125.910063211125
6/14/2017, 124.68, 124.83, 124, 124.17, 145929, 0.583825370398655, -0.584111831005898, 0.550468144343609, 0.573885133858013, 0, -0.2141102323057, 0.0780994720374027, -0.292209704343103, 124.023090909091, 124.909806451612, 126.414026862027, 125.906101537029
6/15/2017, 124.09, 124.41, 124.08, 124.26, 132623, 0.567510996541775, -0.58366935304275, 0.646981266459634, 0.385702734024803, 0, -0.251624894176587, 0.0121545987946049, -0.263779492971191, 123.832727272727, 124.718494623655, 126.430527472527, 125.90512890923
6/16/2017, 124.43, 124.68, 124.38, 124.53, 132636, 0.5548299253896, -0.336206377891583, 0.595996212798397, 0.419193788229204, 0, -0.256610741577688, -0.0415984692798538, -0.215012272297835, 123.796727272727, 124.604258064516, 126.466859584859, 125.913212893553
