Date,EZA_Open,EZA_High,EZA_Low,EZA_Close,EZA_Volume,EZA_ATRPercentOfClose20,EZA_SQN25,EZA_SQN50,EZA_SQN100,EZA_SQN200,EZA_MACD,EZA_MACD_Avg,EZA_MACD_Diff,EZA_LinReg10,EZA_LinReg30,EZA_LinReg90,EZA_LinReg270
6/7/2017, 59.27, 59.74, 58.93, 59.34, 339853, 1.70113069938619, 0.120339510456294, 0.150459421419082, 0.587110209989694, 0, 0.498666053737715, 0.722004724571936, -0.223338670834221, 59.5812727272733, 61.2245806451613, 60.2256947496947, 60.1693510023785
6/8/2017, 59.03, 59.11, 58.51, 58.66, 266809, 1.70555473775141, 0.121278245662005, 0.120325037356713, 0.443864960003043, 0, 0.33173356448939, 0.643950492555427, -0.312216928066037, 59.1460000000005, 61.0281935483871, 60.200271062271, 60.1698248540451
6/9/2017, 59.13, 59.33, 58.3, 58.75, 421379, 1.70545444886251, 0.500535769050789, 0.159117601755524, 0.461238010251978, 0, 0.204345049386134, 0.556029403921569, -0.351684354535434, 58.8401818181824, 60.8158494623656, 60.187387057387, 60.1732628992629
6/12/2017, 58.8, 58.94, 58.3, 58.83, 452852, 1.67237253828215, 0.260053148944628, 0.34161019883866, 0.539927347628457, 0, 0.108592280580027, 0.46654197925326, -0.357949698673234, 58.7927272727278, 60.6486451612903, 60.1735946275946, 60.179194015444
6/13/2017, 58.96, 59.19, 58.69, 59.04, 327673, 1.62544702923073, 0.506665754615639, 0.702441891023951, 0.607958127545804, 0, 0.0490869229048201, 0.383050967983572, -0.333964045078752, 58.7161818181824, 60.5084946236559, 60.1693553113553, 60.1921033501896
6/14/2017, 59.88, 60.12, 59.04, 59.45, 636973, 1.62435782969711, 0.412911790047432, 0.848764050018456, 0.661061609657768, 0, 0.0346130737529577, 0.313363389137449, -0.278750315384492, 58.6258181818188, 60.4463440860215, 60.1927008547008, 60.2187051700047
6/15/2017, 57.72, 57.93, 57.17, 57.71, 554522, 1.78720619176431, -0.23684993958629, 0.427960737308748, 0.326958224143665, 0, -0.115924706337566, 0.227505770042446, -0.343430476380012, 58.1454545454551, 60.1149247311828, 60.1246568986569, 60.1840122044241
6/16/2017, 57.73, 58.01, 57.35, 57.89, 619454, 1.74957135706309, -0.247559851270799, 0.692092074722461, 0.247960190480263, 0, -0.218187357903204, 0.138367144453316, -0.35655450235652, 57.906545454546, 59.7073548387096, 60.043347985348, 60.1563193403298
6/19/2017, 57.31, 58.13, 57.05, 57.89, 458183, 1.75537314851206, -0.263554781054638, 0.676117969279637, 0.207098148635223, 0, -0.295821203341781, 0.0515294748942968, -0.347350678236078, 57.9281818181824, 59.3683655913978, 59.9601440781441, 60.1292351900972
6/20/2017, 56.69, 56.91, 55.97, 56.01, 487455, 1.89497632545965, -0.889333397653256, 0.325919618601114, 0.0540888971450868, 0, -0.503245769388052, -0.0594255739621729, -0.443820195425879, 57.1949090909096, 58.7381075268817, 59.8028962148962, 60.0392843691148
6/21/2017, 56.72, 57.05, 56.44, 56.64, 358863, 1.87201170179282, -0.865595054580338, 0.491244383230157, 0.256379945291485, 0, -0.609766489003931, -0.169493756970525, -0.440272732033407, 56.7983636363643, 58.2480860215053, 59.6986129426129, 59.9728571428571
6/22/2017, 56.5, 57.27, 56.28, 56.96, 233146, 1.85532313290148, -0.51951441393139, 0.329094215470103, 0.385755057226853, 0, -0.660746921876722, -0.267744389951764, -0.393002531924958, 56.5236363636369, 57.874064516129, 59.6094871794872, 59.9187899159664
6/23/2017, 57.74, 58.22, 57.65, 57.91, 253641, 1.84243214242039, -0.0936576758326627, 0.22682603365753, 0.42944475931638, 0, -0.617375501228608, -0.337670612207133, -0.279704889021475, 56.6878181818188, 57.6484301075268, 59.5742148962149, 59.8973691460055
6/26/2017, 58.35, 58.67, 58.1, 58.23, 325753, 1.80595025071589, -0.399523468072089, 0.22586603870683, 0.473578622783151, 0, -0.550832359681174, -0.380302961701941, -0.170529397979233, 57.0243636363642, 57.4759354838709, 59.5734383394383, 59.886826988213
6/27/2017, 57.61, 57.79, 56.96, 57.06, 476067, 1.862118102773, -0.709366720489721, -0.13269833249785, 0.3219604123401, 0, -0.585753461207474, -0.421393061603048, -0.164360399604427, 57.0314545454552, 57.2299139784946, 59.5049474969474, 59.838512594962
6/28/2017, 57.48, 57.81, 57.22, 57.67, 275036, 1.8153257499049, -0.886698617662038, 0.118990794915806, 0.323955083590596, 0, -0.557777076805493, -0.448669864643537, -0.109107212161956, 57.4392727272734, 57.1204086021505, 59.4551013431013, 59.8109834775767
6/29/2017, 56.86, 56.98, 55.84, 56.37, 526344, 1.92665148478206, -1.33318435218497, -0.041654049445791, 0.241463169868578, 0, -0.633205526897328, -0.485576997094295, -0.147628529803033, 57.1470909090916, 56.7742150537634, 59.3517069597069, 59.7426232258064
6/30/2017, 56.5, 57.01, 56.4, 56.72, 592797, 1.87544211895816, -1.13044079216591, -0.162952978678034, 0.383166993759764, 0, -0.657165645608629, -0.519894726797162, -0.137270918811467, 57.0849090909097, 56.4301720430107, 59.2704249084248, 59.6870628571428
7/3/2017, 56.85, 56.99, 56.67, 56.8, 312018, 1.80732963271024, -1.19029844443614, -0.0991588457584093, 0.387476347205001, 0, -0.662066984819944, -0.548329178401718, -0.113737806418226, 57.1141818181825, 56.2130967741935, 59.2069719169718, 59.6353843269591
7/5/2017, 56.05, 56.36, 55.5, 56.25, 703837, 1.84930679077412, -1.04663913271802, -0.438492172817749, 0.266828081576304, 0, -0.702236786369326, -0.57911069999524, -0.123126086374086, 56.6369090909098, 55.962064516129, 59.1039975579975, 59.5678457185039
7/6/2017, 56.05, 56.05, 55.45, 55.54, 456122, 1.8513203390708, -0.958350491918806, -0.5593545652722, 0.0459857714169254, 0, -0.782344331328304, -0.619757426261853, -0.162586905066451, 56.0272727272735, 55.7330752688172, 58.9561611721611, 59.4800617732558
7/7/2017, 55.48, 55.63, 54.97, 55.45, 348809, 1.82112200271222, -1.29855286919706, -0.427473241696823, 0.0262376142752092, 0, -0.843370535141425, -0.664480048037767, -0.178890487103658, 55.5105454545462, 55.5763655913978, 58.7790598290598, 59.391740011926
7/10/2017, 55.73, 55.85, 55.26, 55.5, 459916, 1.78166043779951, -1.31945229158784, -0.357134394438541, -0.0362766691274954, 0, -0.877583423768336, -0.707100723183881, -0.170482700584455, 55.2834545454553, 55.4372688172043, 58.629807081807, 59.3071626541397
7/11/2017, 55.26, 55.38, 54.81, 55.21, 343354, 1.76395664884947, -1.56757768261741, -0.513985310757615, -0.182512157710244, 0, -0.917521345925955, -0.749184847732296, -0.16833649819366, 55.1516363636371, 55.3238279569892, 58.4496947496947, 59.2159437890354
7/12/2017, 56.84, 57.63, 56.84, 57.42, 557582, 1.82198962476193, -0.501581059701852, -0.118265207495794, 0.155433605305718, 0, -0.762059360768241, -0.751759750339485, -0.0102996104287562, 55.7140000000008, 55.4419139784946, 58.3895995115994, 59.1932159945318
7/13/2017, 57.8, 58.17, 57.57, 57.91, 485726, 1.78100003524674, -0.288638769400106, -0.108928631079003, 0.248340891920626, 0, -0.592485903898037, -0.719904981051195, 0.127419077153158, 56.5480000000008, 55.5613333333333, 58.3501538461537, 59.1855369767703
7/14/2017, 58.95, 59.57, 58.95, 59.44, 917413, 1.78803543807338, 0.207522907552102, 0.231880558242236, 0.388990436714846, 0, -0.330825948755866, -0.642089174592129, 0.311263225836264, 57.6374545454554, 55.954946236559, 58.3797924297923, 59.2231077943615
7/17/2017, 59.84, 60.02, 59.61, 59.69, 358586, 1.74010362065887, 0.241319080000017, 0.520315901161489, 0.382209085813308, 0, -0.102108594171476, -0.534093058507999, 0.431984464336523, 58.7158181818191, 56.3959139784945, 58.3893308913308, 59.2669270152505
7/18/2017, 59.58, 59.8, 59.3, 59.72, 407405, 1.69413003786456, 0.230395094115217, 0.3457503658404, 0.315793672760962, 0, 0.0806427075020082, -0.411145905305997, 0.491788612808006, 59.6585454545464, 56.8835483870967, 58.3744615384615, 59.3103896522112
7/19/2017, 60.58, 60.91, 60.38, 60.63, 296152, 1.68340381936678, 0.372946265797707, 0.615691740022412, 0.489092142940145, 0, 0.295497514140756, -0.269817221416647, 0.565314735557403, 60.6463636363646, 57.4008602150536, 58.4315555555555, 59.3789209774675
7/20/2017, 60.77, 60.92, 60.13, 60.6, 469362, 1.66520684636629, 0.280486846024767, 0.483651435048677, 0.55803929698147, 0, 0.458070396673783, -0.124239697798561, 0.582310094472344, 61.24290909091, 57.8801505376343, 58.503829059829, 59.4447575852362
7/21/2017, 61.07, 61.28, 60.55, 61.04, 414208, 1.63034007446441, 0.799615174580211, 0.391912131548912, 0.73939312476547, 0, 0.615321852827307, 0.0236726123266128, 0.591649240500694, 61.6974545454555, 58.3618064516128, 58.5802857142856, 59.5213648509764
7/24/2017, 61.14, 61.19, 60.89, 61.11, 245317, 1.5715948328922, 0.772773728646553, 0.365859804488725, 0.617155887772956, 0, 0.737096391376909, 0.166357368136672, 0.570739023240237, 61.8812727272737, 58.8429892473117, 58.7089157509157, 59.5979392097265
7/25/2017, 60.46, 60.76, 60.17, 60.29, 268710, 1.59127802664024, 0.578172011063129, 0.225045084821458, 0.627563284391477, 0, 0.758690729085266, 0.284824040326391, 0.473866688758876, 61.4178181818193, 59.2102365591396, 58.8160561660561, 59.6494985515933
7/26/2017, 60.81, 61.66, 60.58, 61.42, 484529, 1.59542892567296, 1.38599375206644, 0.237213797673086, 0.626154448732816, 0, 0.857105771687714, 0.399280386598656, 0.457825385089058, 61.5096363636374, 59.7254408602149, 58.9709694749694, 59.7311809317444
7/27/2017, 61.2, 61.31, 60.08, 60.57, 457763, 1.64754304745074, 0.994608301213962, 0.016439176538472, 0.53545629756153, 0, 0.856637719348463, 0.490751853148617, 0.365885866199846, 61.1876363636375, 60.1447741935482, 59.1120268620268, 59.7872377622378
7/28/2017, 60.82, 61.22, 60.66, 61.21, 281225, 1.60189672055035, 1.05931880484246, 0.333990372288014, 0.584627555553355, 0, 0.897562889517431, 0.57211406042238, 0.325448829095051, 61.2476363636374, 60.5220860215051, 59.266691086691, 59.8594224137932
7/31/2017, 60.33, 60.42, 60.02, 60.15, 410286, 1.64753937409214, 0.565984796457481, 0.31724786494553, 0.623698677854708, 0, 0.834839727803462, 0.624659193898596, 0.210180533904866, 60.8949090909102, 60.7543225806449, 59.3821587301586, 59.9008228625414
8/1/2017, 59.92, 60.39, 59.63, 60.05, 550543, 1.63104943687028, 0.465893657148034, 0.0459831142229208, 0.735197435642236, 0, 0.768206598508435, 0.653368674820564, 0.114837923687871, 60.4885454545466, 60.9592903225805, 59.4996630036629, 59.9384120771597
8/2/2017, 60, 60.39, 59.79, 60.36, 508753, 1.59124076789028, 0.859189233098285, 0.0606990284354861, 0.585302727461259, 0, 0.731976008906813, 0.669090141637814, 0.0628858672689987, 60.3532727272739, 61.064322580645, 59.6305225885225, 59.9833489612062
8/3/2017, 60, 60, 59.42, 59.69, 438908, 1.60738696787342, 0.534402703552161, -0.263026294677925, 0.408267902596997, 0, 0.641801318946506, 0.663632377099552, -0.0218310581530465, 59.9952727272739, 61.0982795698923, 59.6954358974358, 60.0091919100309
8/4/2017, 59.75, 59.96, 59.31, 59.92, 376152, 1.5753952220752, 0.981742532871551, -0.335120937326498, 0.498020670852957, 0, 0.582185236283046, 0.647342948936251, -0.0651577126532054, 59.8543636363648, 61.163075268817, 59.7590256410255, 60.0404322147652
8/7/2017, 60.61, 61.4, 60.45, 61.05, 427583, 1.59013591517459, 1.14465794058628, -0.0654276771431595, 0.355834554964492, 0, 0.618985339765715, 0.641671427102144, -0.0226860873364291, 60.1789090909103, 61.4154838709675, 59.8672234432233, 60.1006710816778
8/8/2017, 61.34, 61.61, 60.01, 60.36, 1096257, 1.66043584725544, 0.932184081163502, -0.229129104461098, 0.19500315735679, 0, 0.585720630645113, 0.630481267810738, -0.0447606371656244, 60.1043636363648, 61.5814193548385, 59.9195286935286, 60.14131491809
8/9/2017, 59.47, 60.05, 59.08, 59.93, 501348, 1.69552331642452, 0.975966497952656, -0.0789402270779407, 0.151158930776193, 0, 0.518681663321061, 0.608121346912802, -0.0894396835917413, 60.1034545454557, 61.6010537634406, 59.9099242979242, 60.1697136222911
8/10/2017, 60.15, 60.36, 58.87, 58.97, 637888, 1.76330467586324, 0.914015345264552, -0.0364631168832942, -0.0851448602699588, 0, 0.383666157146138, 0.563230308959469, -0.179564151813332, 59.682181818183, 61.5210322580643, 59.8451062271061, 60.1725031830915
8/11/2017, 58.91, 59.25, 58.66, 58.77, 530387, 1.73103578184231, 0.886355311266785, -0.254276502942492, -0.0363724560655014, 0, 0.257558097810843, 0.502095866729744, -0.244537768918901, 59.4070909090921, 61.3205806451611, 59.7837875457874, 60.1699757017177
8/14/2017, 60.1, 60.21, 59.86, 59.89, 338568, 1.73395098103071, 1.1212412148625, -0.0782462292680285, 0.0506128661498322, 0, 0.245165081547448, 0.450709709693285, -0.205544628145837, 59.4400000000013, 61.2700860215052, 59.7403199023197, 60.1960223325063
8/15/2017, 59.29, 59.83, 59.29, 59.68, 171933, 1.70331782910913, 1.14876437174516, -0.206354870100074, -0.00555772077631269, 0, 0.215909412605505, 0.403749650275729, -0.187840237670224, 59.3945454545467, 61.177827956989, 59.6854676434675, 60.2160493222277
8/16/2017, 60.69, 61.02, 60.52, 60.92, 307791, 1.69519546354516, 0.98719941535494, 0.243757331491676, 0.13547221525979, 0, 0.289445177250933, 0.38088875567077, -0.0914435784198371, 59.8596363636376, 61.1876559139783, 59.6837216117215, 60.2668201241635
8/17/2017, 60.86, 61.05, 59.96, 60.02, 460141, 1.72538724187292, 0.592845997094708, 0.164778484819313, 0.22200923053336, 0, 0.271965275736655, 0.359104059683947, -0.0871387839472922, 59.8492727272741, 61.005827956989, 59.6293919413917, 60.2937998566993
8/18/2017, 60.61, 61.23, 60.3, 60.88, 484936, 1.71533927635269, 0.428436593820983, 0.425159624063274, 0.373115178413766, 0, 0.323774865425051, 0.352038220832168, -0.0282633554071168, 60.1640000000014, 60.8982150537632, 59.6373479853478, 60.3415180817611
8/21/2017, 60.88, 61.21, 60.84, 61.1, 217337, 1.6539830177927, 0.418781649189711, 0.446022892000675, 0.416016085279033, 0, 0.378226539791449, 0.357275884624024, 0.0209506551674247, 60.728363636365, 60.7868172043008, 59.6854993894992, 60.3935450310559
8/22/2017, 61.44, 61.65, 61.3, 61.42, 224980, 1.60787112125981, 0.496441103475973, 0.48474016057998, 0.578861637069965, 0, 0.442104899596572, 0.374241687618534, 0.0678632119780384, 61.2625454545469, 60.6605591397847, 59.7516434676432, 60.4522222222223
8/23/2017, 61.4, 62.15, 61.35, 61.96, 251488, 1.57872291888942, 0.397204040187738, 0.536002827304698, 0.877983506644784, 0, 0.530190738194918, 0.40543149773381, 0.124759240461107, 61.839454545456, 60.7100860215051, 59.8607301587299, 60.5227478603348
8/24/2017, 61.89, 62.2, 61.72, 61.99, 330141, 1.53777687452281, 0.413899666637348, 0.471784481303533, 0.938818110185789, 0, 0.595554962302522, 0.443456190647553, 0.152098771654969, 62.1240000000014, 60.7667956989245, 59.9479218559216, 60.5923956307048
8/25/2017, 62.23, 63.22, 62.19, 63.08, 451815, 1.53313964852704, 0.570126711519632, 0.978875704755646, 0.97035022684351, 0, 0.726930864810726, 0.500151125480187, 0.226779739330538, 62.5803636363651, 61.0374838709675, 60.0721904761902, 60.6868070953437
8/28/2017, 62.58, 62.75, 62.38, 62.69, 251076, 1.52137384874193, 0.446574814869877, 0.878661559795198, 1.10407078981544, 0, 0.790465479427567, 0.558213996269663, 0.232251483157904, 62.8909090909106, 61.2518709677417, 60.1989206349204, 60.7697561153706
8/29/2017, 62.55, 62.92, 62.42, 62.72, 211011, 1.4844735371293, 0.693246614170633, 0.883715253705296, 1.0956953845437, 0, 0.833628320173787, 0.613296861050488, 0.220331459123299, 63.0170909090924, 61.4527096774191, 60.3166593406591, 60.8515792511364
8/30/2017, 62.2, 62.31, 62, 62.18, 272673, 1.48039355478148, 0.241804710529141, 1.20481649790694, 1.01554558542308, 0, 0.814868399730805, 0.653611168786552, 0.161257230944254, 63.0389090909106, 61.6263440860212, 60.4391306471304, 60.9187745936699
8/31/2017, 62.34, 62.72, 62.21, 62.52, 427519, 1.44191183100603, 0.594016029025183, 1.14582199703702, 1.10469065571255, 0, 0.818006713916724, 0.686490277812586, 0.131516436104138, 62.9294545454561, 61.8311182795696, 60.5744737484735, 60.9924964778811
9/1/2017, 62.9, 63.45, 62.82, 63.18, 425442, 1.42910590836929, 0.593860364296995, 1.19611511734527, 1.01924748605413, 0, 0.863793065898093, 0.721950835429688, 0.141842230468406, 63.0836363636379, 62.136580645161, 60.7155457875455, 61.0800786634181
9/5/2017, 62.74, 62.91, 61.89, 62.46, 515422, 1.47656685440655, 0.721433035238704, 0.886922599190366, 0.748127425032574, 0, 0.832385870830528, 0.744037842509856, 0.0883480283206723, 62.9076363636379, 62.3415483870965, 60.8133040293037, 61.1489700722395
9/6/2017, 61.82, 62.47, 61.67, 62.31, 335283, 1.47031050296777, 0.707191738909092, 0.798754760278181, 0.690299720301077, 0, 0.786327403232512, 0.752495754654387, 0.0338316485781252, 62.6696363636379, 62.4641075268814, 60.9146984126981, 61.212875017
9/7/2017, 62.3, 62.82, 62.21, 62.76, 135979, 1.43537755047682, 0.742693794700966, 1.13437656777036, 0.61875298481362, 0, 0.777178149094667, 0.757432233542443, 0.0197459155522235, 62.646545454547, 62.7060645161287, 61.0338461538458, 61.2857548057535
9/8/2017, 62.13, 62.26, 61.56, 61.67, 301282, 1.48500211309436, 0.607942553329932, 0.798534300044279, 0.606556750813805, 0, 0.674201632045417, 0.740786113243038, -0.0665844811976209, 62.2092727272743, 62.7444086021502, 61.1120195360192, 61.3320769384095
9/11/2017, 62.1, 62.42, 61.92, 61.97, 229866, 1.46443563496535, 0.625309420512591, 1.14931539104208, 0.682926613470036, 0, 0.609770439120275, 0.714582978418485, -0.10481253929821, 62.1110909090925, 62.8563870967739, 61.1862100122096, 61.3842029556651
9/12/2017, 61.95, 62, 61.69, 61.84, 193461, 1.4192031449525, 0.266882049367085, 1.05254099834172, 0.534414139732809, 0, 0.541970838519426, 0.680060550438673, -0.138089711919248, 61.950545454547, 62.8763010752685, 61.2177924297921, 61.4322396103897
9/13/2017, 61.5, 61.5, 60.71, 61.04, 403323, 1.45847553013875, 0.234675074624055, 0.872438824161656, 0.476846800522815, 0, 0.418857523649599, 0.627819945080859, -0.208962421431259, 61.5660000000016, 62.7771397849459, 61.2360024420021, 61.4611922187982
9/14/2017, 60.55, 60.92, 60.44, 60.86, 250423, 1.4389431324628, 0.314632201304582, 0.956721583680546, 0.277571269172422, 0, 0.303268943353878, 0.562909744735463, -0.259640801381585, 61.1029090909107, 62.6694193548384, 61.2264737484734, 61.4854357900083
9/15/2017, 60.4, 60.84, 60.14, 60.67, 259647, 1.43061439079614, 0.584018174216368, 1.08020268022128, 0.253081210649551, 0, 0.194095338354614, 0.489146863459293, -0.295051525104678, 60.7141818181835, 62.4896989247308, 61.2236556776553, 61.5048659845585
9/18/2017, 60.49, 60.67, 59.9, 60.01, 182965, 1.43818707440629, 0.426972674085157, 0.961772220310943, 0.290010898840334, 0, 0.0536989773055723, 0.402057286228549, -0.348358308922977, 60.3303636363653, 62.2352473118276, 61.2123956043952, 61.5091880819367
9/19/2017, 59.9, 60.23, 59.83, 60.16, 367309, 1.39611579152868, 0.11664007156157, 0.980332992680776, 0.356293258385678, 0, -0.044944313856, 0.312656966211639, -0.357601280067639, 60.0272727272744, 62.0745806451609, 61.2119902319898, 61.5166286065071
9/20/2017, 60.34, 60.63, 59.02, 60.1, 479817, 1.46157753273623, 0.168573507742728, 1.0323166008331, 0.271097359899151, 0, -0.126503082556873, 0.224824956457937, -0.35132803901481, 59.7989090909108, 61.8660430107523, 61.2097631257627, 61.5225086515695
9/21/2017, 60.37, 60.65, 60.01, 60.2, 219778, 1.4393483261059, -0.248462937012109, 0.655480623915284, 0.278405127352514, 0, -0.180983564216447, 0.14366325232306, -0.324646816539507, 59.8156363636381, 61.6432043010749, 61.2341367521363, 61.5303548910107
9/22/2017, 60.57, 60.68, 60.05, 60.24, 267397, 1.41876379100259, 0.109013680784235, 0.555533793973344, 0.227530914474902, 0, -0.218414328317643, 0.0712477361949194, -0.289662064512562, 59.7678181818199, 61.3596989247308, 61.2731697191692, 61.538819196959
9/25/2017, 60, 60.12, 59.13, 59.48, 398081, 1.45835598909711, -0.551728433252465, 0.0456229182317884, 0.219265359490879, 0, -0.305878154000155, -0.00417744184409539, -0.301700712156059, 59.5954545454563, 60.9582365591394, 61.2487326007322, 61.5306368977674
9/26/2017, 59.12, 59.16, 58.31, 58.79, 360425, 1.5012053668978, -0.903092516782291, -0.169453196698083, 0.335501481415766, 0, -0.425960887466502, -0.0885341309685767, -0.337426756497925, 59.2945454545472, 60.5393118279566, 61.1734310134306, 61.5077122929382
9/27/2017, 57.89, 58.14, 57.58, 57.95, 595830, 1.55121777987792, -1.33273479617404, -0.363870620301041, 0.0746760353081124, 0, -0.582197093031681, -0.187266723381198, -0.394930369650483, 58.70981818182, 60.006903225806, 61.0963101343097, 61.4672008510149
9/28/2017, 57.83, 58.17, 57.71, 58.05, 327225, 1.51073930795399, -1.54374064018409, -0.5565558446591, 0.193172609990983, 0, -0.689992443910029, -0.287811867486964, -0.402180576423065, 58.2921818181836, 59.5810107526878, 61.0300097680093, 61.4294709295711
9/29/2017, 58.84, 58.9, 58.47, 58.75, 511155, 1.49044248485775, -1.19846508827632, -0.379549037330255, 0.178425539245912, 0, -0.710743873300061, -0.372398268649583, -0.338345604650477, 58.2316363636382, 59.2024516129028, 61.0246227106223, 61.4071225937184
10/2/2017, 58.44, 58.75, 57.94, 58.04, 361324, 1.50302069583258, -2.05353476462592, -0.635974310092207, -0.0489486879054513, 0, -0.775540647058065, -0.45302674433128, -0.322513902726786, 57.8985454545473, 58.7993333333329, 61.0051697191693, 61.3701876914509
10/3/2017, 58.13, 58.73, 57.94, 58.56, 258834, 1.48264267634592, -1.61071107505473, -0.527197777995564, -0.00987472184836275, 0, -0.775987798611403, -0.517618955187304, -0.258368843424099, 57.8825454545473, 58.4951827956986, 61.0006495726492, 61.3447021217967
10/4/2017, 59.12, 59.51, 58.95, 59.14, 224672, 1.47501483548319, -1.33041250807264, -0.219058208090126, 0.0572130368545292, 0, -0.721227158961042, -0.558340595942052, -0.16288656301899, 58.1421818181837, 58.3023440860211, 61.0311672771668, 61.3316459424084
10/5/2017, 59.34, 59.79, 59.25, 59.55, 472884, 1.4461924181688, -0.963233269694628, -0.387351994461762, -0.0234454004919198, 0, -0.637397858278149, -0.574152048409271, -0.0632458098688775, 58.6158181818201, 58.2122365591394, 61.0506642246638, 61.3272166450778
10/6/2017, 59.11, 59.66, 58.81, 59.63, 374781, 1.44331243630479, -1.06929455404198, -0.18224721657877, -0.0878938851094867, 0, -0.5580740716089, -0.570936453049197, 0.0128623814402975, 59.1605454545474, 58.1498279569889, 61.0471672771669, 61.3244287164148
10/9/2017, 59.39, 59.47, 59.01, 59.39, 272220, 1.42888507405307, -1.46881026520682, -0.389810134470077, 0.0580386403558386, 0, -0.508711286365369, -0.558491419712432, 0.0497801333470629, 59.5036363636384, 58.1448602150534, 61.0563956043952, 61.3166978588423
10/10/2017, 60.03, 60.47, 60.03, 60.31, 330342, 1.42627110463623, -0.774219888172586, 0.0728800745024532, 0.303889960017571, 0, -0.39084914651513, -0.524962965072971, 0.134113818557841, 60.0314545454565, 58.2544301075265, 61.1095555555551, 61.327750915751
10/11/2017, 60.98, 61.26, 60.69, 61.08, 528044, 1.41564325154847, -0.409575530038776, 0.273000010804968, 0.194884707693861, 0, -0.232628391401526, -0.466496050338682, 0.233867658937156, 60.5743636363657, 58.4790537634405, 61.2088449328445, 61.3541220346007
10/12/2017, 61.24, 62.47, 61.24, 61.56, 249842, 1.44727282836829, -0.394776315071652, 0.309608857072218, 0.22826540107101, 0, -0.0677246272367142, -0.386741765718289, 0.319017138481574, 61.1323636363657, 58.7391612903222, 61.2974261294257, 61.3896200584526
10/13/2017, 62.47, 63.09, 62.4, 62.85, 375612, 1.46840747094088, 0.421986410314978, 0.736430508359429, 0.224884868971555, 0, 0.165151252120182, -0.276363162150595, 0.441514414270777, 62.0845454545475, 59.1896129032255, 61.4315286935282, 61.4502791736461
10/16/2017, 63.2, 63.45, 62.7, 62.78, 359665, 1.45627491352664, 0.297363746729183, 0.669306573906222, 0.129082023961741, 0, 0.340137753016663, -0.153062979117143, 0.493200732133806, 62.6469090909111, 59.6730537634406, 61.5448888888884, 61.5084020100503
10/17/2017, 61.92, 62.2, 61.61, 61.97, 389385, 1.49594468480946, 0.06724690817064, 0.241946537007248, 0.0882380456919898, 0, 0.408743840579241, -0.0407016151778662, 0.449445455757107, 62.7749090909112, 60.0083010752685, 61.6218241758237, 61.5493552238807
10/18/2017, 61.66, 61.98, 61.51, 61.62, 269720, 1.467356499704, 0.221817611742048, 0.322746099071665, -5.01627212990351E-06, 0.633644617680254, 0.429916771398027, 0.0534220621373124, 0.376494709260714, 62.7120000000021, 60.2923010752685, 61.6828791208786, 61.5826067681396
10/19/2017, 61.5, 61.68, 61.26, 61.48, 212740, 1.43132046415374, 0.236198008180562, 0.391994511899363, 0.165467836768034, 0.581524930374847, 0.430437822365462, 0.128825214182942, 0.30161260818252, 62.5474545454566, 60.5929892473115, 61.7404371184366, 61.6124547627178
10/20/2017, 60.76, 61.2, 60.67, 61.14, 234465, 1.43355745877271, 0.184826661485076, 0.551286753159842, 0.289497064815324, 0.576159403618414, 0.398818271728956, 0.182823825692145, 0.215994446036811, 62.1761818181839, 60.7861290322577, 61.7904566544562, 61.6350623007825
10/23/2017, 60.75, 60.75, 60.24, 60.5, 262835, 1.45066641120488, 0.19377028107796, 0.445335395218843, 0.0572833557354648, 0.496449112296244, 0.318446050897172, 0.209948270733151, 0.108497780164022, 61.4534545454566, 60.9214838709674, 61.7725958485954, 61.6447489239599
10/24/2017, 60.3, 60.72, 60.11, 60.11, 411973, 1.43781487246715, 0.00687517026810745, 0.0876948650619287, -0.0142420309155309, 0.479206522204964, 0.220736236275151, 0.212105863841551, 0.00863037243360035, 60.7194545454566, 61.0081720430104, 61.739643467643, 61.6466393559082
10/25/2017, 59.48, 59.6, 58.35, 59.07, 674426, 1.53894869451161, -0.312078368029739, -0.110074858047593, -0.231806261243394, 0.414222068184991, 0.0587044870838227, 0.181425588490005, -0.122721101406182, 59.791090909093, 60.9207311827954, 61.6596043956039, 61.628373434642
10/26/2017, 58.46, 58.92, 58.25, 58.3, 1430459, 1.55163661090155, -0.583911837105938, -0.60676799231344, -0.148423673623535, 0.319003413468841, -0.130336962990107, 0.119073078193983, -0.24941004118409, 58.8023636363657, 60.7363010752685, 61.5032649572645, 61.595567168339
10/27/2017, 58.84, 59.68, 58.66, 59.55, 444048, 1.55898226187712, -0.173516309692359, -0.0762425447978516, 0.0897102674909012, 0.362919419223314, -0.17724593996553, 0.0598092745620801, -0.23705521452761, 58.6812727272748, 60.7143225806448, 61.4138876678872, 61.587101582628
10/30/2017, 59.67, 59.87, 59.45, 59.46, 383118, 1.51859273478041, 0.0217289716767455, -0.307442804819848, 0.1724931397439, 0.32117005268029, -0.219157577881127, 0.00401590407343867, -0.223173481954566, 58.695090909093, 60.6441505376341, 61.325555555555, 61.5769938482571
10/31/2017, 59.47, 59.99, 59.22, 59.91, 1674239, 1.49608993172327, 0.371728549995063, -0.248909377299309, 0.222061968097111, 0.352600545450138, -0.213599373081308, -0.0395071513575107, -0.174092221723798, 58.8834545454566, 60.6446236559136, 61.2761733821729, 61.5754922139473
